0	Index      	 *	Score 	Summary	Detail	
1	52616 21132	 * 	209.56	ACR|3VULN|2AART|1ASPD|1DMG|1CDMG	17AART|258VULN|3FEWX|4RCR|6CDMG|9DMG|aASPD
163	52126 14222	   	189.91	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7DUR|9RCR|aNUKE
164	52166 12221	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7LHND|9RCR|aDMG
165	52166 12222	   	189.91	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7LHND|9RCR|aNUKE
166	52166 13221	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7FEWX|9RCR|aDMG
167	52166 13222	   	189.91	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3ERES|4DUR|5ASPD|6RPLT|7FEWX|9RCR|aNUKE
168	52216 14221	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7DUR|9RCR|aDMG
169	52216 14222	   	189.91	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7DUR|9RCR|aNUKE
170	52226 14221	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7DUR|9RCR|aDMG
171	52226 14222	   	189.91	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7DUR|9RCR|aNUKE
172	52266 12221	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7LHND|9RCR|aDMG
173	52266 12222	   	189.91	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7LHND|9RCR|aNUKE
174	52266 13221	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7FEWX|9RCR|aDMG
175	52266 13222	   	189.91	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3TLV|4DUR|5ASPD|6RPLT|7FEWX|9RCR|aNUKE
176	31632 14352	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12BEXP|34VULN|5DMG|6DUR|7LEGI|8AART|9RCR|aASPD
177	52152 32252	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|26VULN|3ERES|4CGEN|5LHND|7DMG|8DUR|9RCR|aASPD
178	22666 12311	   	189.89	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	15FEWX|2DUST|37VULN|45CDMG|5BPWR|6RCR|8DUR|9AART|aZMB
179	52232 65223	   	189.85	DCR|2VULN|2AART|1ASPD|1ZMB	15AART|26VULN|3TLV|4DUST|7ASPD|8RCR|9CGEN|aZMB
180	52136 14221	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7DUR|9RCR|aDMG
181	52136 14222	   	189.81	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7DUR|9RCR|aNUKE
182	52236 14221	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7DUR|9RCR|aDMG
183	52236 14222	   	189.81	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7DUR|9RCR|aNUKE
184	53256 31132	   	189.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AART|2AAC|3BELT|4DMG|5CDMG|6VULN|7RCR|8FEWX|9ASPD|aDUR
185	22663 12316	   	189.76	DCR|3VULN|1AART|1CDMG|1DUR	1FEWX|25DUST|37aVULN|4CDMG|6RCR|8DUR|9AART
186	52432 11331	   	189.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ASPD|9MLV|aDMG
187	52432 11332	 * 	189.70	DCR|2AART|1VULN|1ASPD|1NUKE|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ASPD|9MLV|aNUKE
188	52432 11341	   	189.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ASPD|9RMIN|aDMG
189	52432 11342	   	189.70	DCR|2AART|1VULN|1ASPD|1NUKE|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ASPD|9RMIN|aNUKE
190	52435 11331	   	189.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	14AART|2VULN|3DUR|5BEXP|6RPLT|7RCR|8ASPD|9MLV|aDMG
191	52435 11332	   	189.70	DCR|2AART|1VULN|1ASPD|1NUKE|1DUR	14AART|2VULN|3DUR|5BEXP|6RPLT|7RCR|8ASPD|9MLV|aNUKE
192	52633 11331	   	189.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD|9MLV|aDMG
193	52633 11332	   	189.70	DCR|2AART|1VULN|1ASPD|1NUKE|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD|9MLV|aNUKE
194	52633 11341	   	189.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD|9RMIN|aDMG
195	52633 11342	   	189.70	DCR|2AART|1VULN|1ASPD|1NUKE|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD|9RMIN|aNUKE
196	52432 11212	   	189.65	DCR|2VULN|2AART|1MDPS|1ZMB|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9ZMB|aMDPS
197	52435 11212	   	189.65	DCR|2VULN|2AART|1MDPS|1ZMB|1DUR	14AART|28VULN|3DUR|5BEXP|6RPLT|7RCR|9ZMB|aMDPS
198	52633 11212	   	189.65	DCR|2VULN|2AART|1MDPS|1ZMB|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9ZMB|aMDPS
199	53113 51162	   	189.63	DCR|3VULN|2AART|1CDMG|1AAC	14AART|2AAC|3CDMG|5CGEN|689VULN|7FEWX|aRCR
200	52432 11321	   	189.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ASPD|9ERES|aDMG
201	52432 11322	   	189.60	DCR|2AART|1VULN|1ASPD|1NUKE|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ASPD|9ERES|aNUKE
202	52435 11321	   	189.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	14AART|2VULN|3DUR|5BEXP|6RPLT|7RCR|8ASPD|9ERES|aDMG
203	52435 11322	   	189.60	DCR|2AART|1VULN|1ASPD|1NUKE|1DUR	14AART|2VULN|3DUR|5BEXP|6RPLT|7RCR|8ASPD|9ERES|aNUKE
204	52633 11321	   	189.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD|9ERES|aDMG
205	52633 11322	   	189.60	DCR|2AART|1VULN|1ASPD|1NUKE|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD|9ERES|aNUKE
206	53112 51162	   	189.53	DCR|3VULN|2AART|1CDMG|1AAC	14AART|2AAC|3CDMG|5ERES|689VULN|7FEWX|aRCR
207	52426 11212	   	189.52	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	1AART|28VULN|3aDUR|4MLV|5ASPD|6RPLT|7RCR|9ZMB
208	52616 21133	   	189.50	ACR|3VULN|2AART|1DMG|1CDMG	17AART|258VULN|3FEWX|4RCR|6CDMG|9DMG|aBEXP
209	52616 21131	   	189.40	ACR|3VULN|2AART|1DMG|1CDMG|1MSE	17AART|258VULN|3FEWX|4RCR|6CDMG|9DMG|aMSE
210	53256 31112	   	189.33	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1ZMB	1AART|2AAC|3BELT|49DMG|5CDMG|6VULN|7RCR|8FEWX|aZMB
211	52242 62331	 * 	189.23	DCR|4VULN|2AART	19AART|2467VULN|3TLV|58FEWX|aRCR
212	52116 11234	   	188.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aAAC
213	52126 11234	   	188.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aAAC
214	52216 11234	   	188.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aAAC
215	52226 11234	   	188.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aAAC
216	52432 23322	 * 	188.87	DCR|2VULN|2AART|1MDPS|2CDMG|1DMG|1DUR	14AART|27VULN|3DUR|57LHND|67CDMG|7BPWR|8DMG|9MDPS|aRCR
217	52136 11234	   	188.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|28VULN|3ERES|4DUST|5ASPD|6RPLT|7RCR|9DMG|aAAC
218	52236 11234	   	188.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AART|28VULN|3TLV|4DUST|5ASPD|6RPLT|7RCR|9DMG|aAAC
219	52314 22153	   	188.83	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	1AART|2aVULN|3RCVC|45DUR|6LIT|7ASPD|8ZMB|9RCR
220	53451 33121	   	188.79	DCR|1SPLARM|2VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	1AART|2AAC|3LEGI|4SPLARM|5DUR|6ZMB|79VULN|8CDMG|aRCR
221	53165 23211	   	188.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AART|2AAC|3CDMG|4aVULN|5DMG|6RPLT|7CGEN|8RCR|9DUR
222	52416 21113	   	188.08	ACR|3VULN|2AART|1CDMG|1ZMB|1DUR	17AART|258VULN|3DUR|4RCR|6CDMG|9ZMB|aBEXP
223	52433 52244	   	188.06	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	14AART|2VULN|3DUR|5RCVC|6AELBLL|7DMG|8MBVNT|9RCR|aASPD
224	21631 16252	   	188.05	DCR|2VULN|2AART|1ASPD|1ZMB	1FEWX|2BEXP|34AART|5ZMB|6LWND|78VULN|9RCR|aASPD
225	53165 21211	   	187.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1AART|2AAC|3CDMG|4aVULN|5DMG|6RPLT|7ERES|8RCR|9DUR
226	52416 21111	   	187.98	ACR|3VULN|2AART|1CDMG|1ZMB|1DUR|1MSE	17AART|258VULN|3DUR|4RCR|6CDMG|9ZMB|aMSE
227	52426 11331	   	187.85	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3DUR|4aMLV|58ASPD|6RPLT|7RCR|9DMG
228	52626 11332	   	187.85	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3FEWX|4MLV|58ASPD|6RPLT|7RCR|9DMG|aDUR
229	52212 65213	   	187.82	DCR|2VULN|2AART|1ASPD|1DUR	15AART|26VULN|3TLV|4FEWX|7ASPD|8RCR|9DUR|aMSLREG
230	52222 65213	   	187.82	DCR|2VULN|2AART|1ASPD|1DUR	15AART|26VULN|3TLV|4BEXP|7ASPD|8RCR|9DUR|aMSLREG
231	52166 11331	   	187.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3ERES|4DUR|58ASPD|6RPLT|7RCR|9DMG|aMLV
232	52166 11333	   	187.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3ERES|4DUR|58ASPD|6RPLT|7RCR|9DMG|aCGEN
233	52266 11331	   	187.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3TLV|4DUR|58ASPD|6RPLT|7RCR|9DMG|aMLV
234	52266 11333	   	187.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3TLV|4DUR|58ASPD|6RPLT|7RCR|9DMG|aCGEN
235	52426 11333	   	187.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|3DUR|4MLV|58ASPD|6RPLT|7RCR|9DMG|aDUST
236	52232 65213	   	187.72	DCR|2VULN|2AART|1ASPD|1DUR	15AART|26VULN|3TLV|4DUST|7ASPD|8RCR|9DUR|aMSLREG
237	52343 51122	   	187.51	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|28VULN|3RCVC|4ASPD|5CDMG|6MLV|7FEWX|9DUR|aRCR
238	52343 61122	   	187.51	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1AART|28VULN|3RCVC|4ASPD|5CDMG|6RMIN|7FEWX|9DUR|aRCR
239	52112 45211	   	187.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	15AART|2VULN|36ERES|4FEWX|7ASPD|8RCR|9DUR|aDMG
240	52122 45211	   	187.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	15AART|2VULN|36ERES|4BEXP|7ASPD|8RCR|9DUR|aDMG
241	63331 66211	   	187.50	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	12ERES|34AART|5BEXP|6ASPD|7VULN|8RCR|9DUR|aDMG
242	52432 21131	   	187.45	DCR|2VULN|2AART|1CDMG|2DUR	14AART|28VULN|37DUR|5LHND|6CDMG|9RCR|aFEWX
243	52432 21132	   	187.45	DCR|2VULN|2AART|1CDMG|2DUR	14AART|28VULN|37DUR|5aLHND|6CDMG|9RCR
244	52432 21134	   	187.45	DCR|2VULN|2AART|1CDMG|2DUR	14AART|28VULN|37DUR|5LHND|6CDMG|9RCR|aAME
245	52432 21136	   	187.45	DCR|2VULN|2AART|1CDMG|2DUR	14AART|28VULN|37DUR|5LHND|6CDMG|9RCR|aSPLJET
246	52132 45211	   	187.40	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	15AART|2VULN|36ERES|4DUST|7ASPD|8RCR|9DUR|aDMG
247	52432 21133	   	187.35	DCR|2VULN|2AART|1CDMG|2DUR	14AART|28VULN|37DUR|5LHND|6CDMG|9RCR|aMSLREG
248	52432 21135	   	187.35	DCR|2VULN|2AART|1CDMG|2DUR	14AART|28VULN|37DUR|5LHND|6CDMG|9RCR|aTLV
249	52312 11355	   	187.34	DCR|2ASPD|1AART|1VULN|1CDMG|1DUR	1AART|2VULN|3RCVC|4DUR|5LHND|6RPLT|7RCR|8aASPD|9CDMG
250	52333 11355	   	187.34	DCR|2ASPD|1VULN|1AART|1CDMG|1DUR	1AART|2VULN|3RCVC|4BEXP|5DUR|6RPLT|7RCR|8aASPD|9CDMG
251	52616 21122	   	187.11	ACR|3VULN|2AART|1MDPS|1CDMG|1DUR	17AART|258VULN|3FEWX|4RCR|6CDMG|9DUR|aMDPS
252	55431 21232	   	186.95	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1AART|2RCVC|3RPLT|48VULN|5DUR|6DUST|7RCR|9DMG|aMDPS
253	52343 53312	   	186.83	DCR|2VULN|1AART|2CDMG|1ASPD	1AART|27VULN|3RCVC|4ASPD|57CDMG|67MLV|7BPWR|8DMSP|9FEWX|aRCR
254	52343 53322	   	186.83	DCR|2VULN|1AART|2CDMG|1ASPD	1AART|27VULN|3RCVC|4ASPD|57CDMG|67MLV|7BPWR|8DMSP|9LHND|aRCR
255	52343 53212	   	186.73	DCR|2VULN|1AART|2CDMG|1ASPD	1AART|27VULN|3RCVC|4ASPD|57CDMG|67MLV|7BPWR|8ERES|9AME|aRCR
256	31343 47383	 * 	186.68	DCR|3ASPD|2VULN|1AART	12BEXP|3AART|489ASPD|5MBVNT|67VULN|aRCR
257	52312 11232	   	186.62	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1AART|28VULN|3RCVC|4DUR|5LHND|6RPLT|7RCR|9DMG|aMDPS
258	52315 11232	   	186.62	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1AART|28VULN|3RCVC|4DUR|5BEXP|6RPLT|7RCR|9DMG|aMDPS
259	52333 11232	   	186.62	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1AART|28VULN|3RCVC|4BEXP|5DUR|6RPLT|7RCR|9DMG|aMDPS
260	52354 11232	   	186.62	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1AART|28VULN|3RCVC|4LWND|5DUR|6RPLT|7RCR|9DMG|aMDPS
261	52364 11232	   	186.62	DCR|2VULN|1MDPS|1AART|1DMG|1DUR	1AART|28VULN|3RCVC|4LHND|5DUR|6RPLT|7RCR|9DMG|aMDPS
262	52111 25422	   	186.54	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1AART|2VULN|3ERES|4FEWX|59DUR|6CDMG|78DMG|aRCR
263	52211 25422	   	186.54	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1AART|2VULN|3TLV|4FEWX|59DUR|6CDMG|78DMG|aRCR
264	53163 63113	 * 	186.28	DCR|2VULN|2AART|3CDMG|1NUKE|1AAC	16AART|2AAC|378CDMG|47VULN|5NUKE|7BPWR|9LHND|aRCR
265	53163 63123	   	186.28	DCR|2VULN|2AART|3CDMG|1NUKE|1AAC	16AART|2AAC|378CDMG|47VULN|5NUKE|7BPWR|9FEWX|aRCR
266	53331 34271	   	186.28	DCR|1SPLARM|2VULN|2AART|1AAC|1DUR	17AART|2AAC|3MBVNT|4LWND|5DUR|6RCR|8aVULN|9SPLARM
267	52333 22613	   	186.22	DCR|2VULN|1AART|2CDMG|2DUR	1AART|2aVULN|3RCVC|48BEXP|5aDUR|6aCDMG|7RCR|9MBVNT|aBPWR
268	52432 11131	   	186.21	DCR|2VULN|2AART|1CDMG|1DUR	14AART|2aVULN|3DUR|5LHND|6RPLT|7RCR|8AME|9CDMG
269	52633 11151	   	186.21	DCR|2VULN|2AART|1CDMG|1DUR	14AART|2aVULN|3FEWX|5DUR|6RPLT|7RCR|8AME|9CDMG
270	52432 21122	   	186.20	DCR|2VULN|2AART|1CDMG|2DUR	14AART|28VULN|37DUR|5LHND|6CDMG|9RCVC|aRCR
271	53321 34271	   	186.18	DCR|1SPLARM|2VULN|2AART|1AAC|1DUR	17AART|2AAC|3MBVNT|4DUST|5DUR|6RCR|8aVULN|9SPLARM
272	15146 12131	 * 	186.16	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1SELL	1LWND|2SELL|3ZMB|4AAC|5DMG|6aVULN|7ASPD|8RCR|9CDMG
273	25146 12131	 * 	186.16	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1SELL	1FEWX|2SELL|3ZMB|4AAC|5DMG|6aVULN|7ASPD|8RCR|9CDMG
274	35146 12131	 * 	186.16	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1SELL	1BEXP|2SELL|3ZMB|4AAC|5DMG|6aVULN|7ASPD|8RCR|9CDMG
275	31632 43126	   	186.09	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	12BEXP|34VULN|5DMG|6CDMG|7DUR|8MDPS|9RCR|aAART
276	21633 16363	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2BEXP|34AART|5DUR|6RPLT|7aVULN|8ASPD|9RCR
277	21633 43363	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2BEXP|34AART|5DUR|6aVULN|7RPLT|8ASPD|9RCR
278	52633 12363	   	186.02	DCR|2VULN|2AART|1ASPD|1DUR	14AART|2aVULN|3FEWX|5DUR|6RPLT|7LHND|8ASPD|9RCR
279	52313 22153	   	185.98	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|2aVULN|35RCVC|4DUR|6LIT|7ASPD|8ZMB|9RCR
280	21633 36252	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	1FEWX|2BEXP|34AART|5DUR|6ERES|78VULN|9RCR|aASPD
281	52112 16252	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	15AART|27VULN|3ERES|4FEWX|6LWND|8DUR|9RCR|aASPD
282	52122 16252	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	15AART|27VULN|3ERES|4BEXP|6LWND|8DUR|9RCR|aASPD
283	52432 13363	   	185.92	DCR|2VULN|2AART|1ASPD|1DUR	14AART|2aVULN|3DUR|5LHND|6RPLT|7DUST|8ASPD|9RCR
284	52633 22411	   	185.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7RCR|8DMG|9LHND|aMLV
285	52633 22413	   	185.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7RCR|8DMG|9LHND|aCGEN
286	52633 22431	   	185.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7RCR|8DMG|9DMSP|aMLV
287	52633 22432	   	185.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7RCR|8DMG|9DMSP|aCGEN
288	52633 22631	   	185.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7RCR|8BEXP|9DMG|aMLV
289	52633 22633	   	185.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7RCR|8BEXP|9DMG|aCGEN
290	52432 11135	   	185.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8AME|9CDMG|aASPD
291	52432 11352	   	185.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ASPD|9CDMG|aLWND
292	52633 11352	   	185.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD|9CDMG|aLWND
293	52132 16262	   	185.82	DCR|2VULN|2AART|1ASPD|1DUR	15AART|27VULN|3ERES|4DUST|6LWND|8DUR|9RCR|aASPD
294	52633 22433	   	185.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1MSE	14AART|2VULN|3FEWX|5DUR|6CDMG|7RCR|8DMG|9DMSP|aMSE
295	52432 11353	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ASPD|9CDMG|aERES
296	52633 11353	   	185.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ASPD|9CDMG|aERES
297	52626 11231	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3FEWX|4aMLV|5ASPD|6RPLT|7RCR|9DMG
298	52116 36211	   	185.65	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1AART|2VULN|36ERES|4FEWX|57ASPD|8RCR|9DUR|aDMG
299	52116 11231	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aMLV
300	52116 11233	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aCGEN
301	52116 11235	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4aFEWX|5ASPD|6RPLT|7RCR|9DMG
302	52116 11236	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aRMIN
303	52116 11241	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|9LHND|aDMG
304	52116 11242	   	185.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|9LHND|aNUKE
305	52126 11231	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aMLV
306	52126 11233	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aCGEN
307	52126 11235	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aFEWX
308	52126 11241	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|9LHND|aDMG
309	52126 11242	   	185.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3ERES|4BEXP|5ASPD|6RPLT|7RCR|9LHND|aNUKE
310	52216 11231	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aMLV
311	52216 11233	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aCGEN
312	52216 11235	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4aFEWX|5ASPD|6RPLT|7RCR|9DMG
313	52216 11236	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9DMG|aRMIN
314	52216 11241	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9LHND|aDMG
315	52216 11242	   	185.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9LHND|aNUKE
316	52226 11231	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aMLV
317	52226 11233	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aCGEN
318	52226 11235	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9DMG|aFEWX
319	52226 11241	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9LHND|aDMG
320	52226 11242	   	185.60	DCR|2VULN|1AART|1ASPD|1NUKE	1AART|28VULN|3TLV|4BEXP|5ASPD|6RPLT|7RCR|9LHND|aNUKE
321	52626 11233	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1AART|28VULN|3FEWX|4MLV|5ASPD|6RPLT|7RCR|9DMG|aMSLREG
