0	Index      	 *	Score 	Summary	Detail	
1	23311 52551	 * 	198.49	ACR|4VULN|1AART|2CDMG|2DUR|1ZMB|1SELL	19DUR|2AART|3ZMB|4SELL|5RCR|689aVULN|79CDMG|9BPWR
169	11264 41213	   	174.32	DCR|3AART|1VULN|1DMG|2CDMG|1ZMB	13CDMG|2VULN|4ZMB|5MLV|69aAART|7RCR|8DMG
170	61484 47131	   	174.26	DCR|2VULN|2DMG|2AART	1aDMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8LWND
171	61484 47132	   	174.26	DCR|2VULN|2DMG|2AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8LWND|aBELT
172	61484 47233	   	174.26	DCR|2VULN|2DMG|2AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8aBEXP
173	61484 47234	   	174.26	DCR|2VULN|2DMG|2AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8BEXP|aLWND
174	61484 47422	   	174.26	DCR|2VULN|2DMG|2AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8LIT|aCGEN
175	61484 47423	   	174.26	DCR|2VULN|2DMG|2AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8LIT|aRPLT
176	35436 22323	   	174.22	DCR|2VULN|2DMG|1AART|1ZMB	18ERES|2RMIN|3aVULN|4ZMB|57DMG|6RCR|9AART
177	61484 47133	   	174.16	DCR|2VULN|2DMG|2AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8LWND|aLEGI
178	61484 47231	   	174.16	DCR|2VULN|2DMG|2AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8BEXP|aLEGI
179	61484 47232	   	174.16	DCR|2VULN|2DMG|2AART	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8BEXP|aVENICY
180	22333 25166	 * 	174.11	DCR|2DMG|1AART|1VULN|2ZMB|2DUR	12DUR|34ZMB|5MLV|6RCR|7AART|8aDMG|9VULN
181	21331 21611	   	174.06	DCR|4VULN|1AART|1ZMB|1DUR	1DUR|25RMIN|3ZMB|479aVULN|6RCR|8AART
182	45233 31612	   	174.03	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2RMIN|3RCR|4ZMB|579VULN|6ASPD|8AART|aCDMG
183	62133 23143	   	174.02	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DMSP|2DUR|378DMG|4ZMB|5BEXP|6AART|9RCR|aVULN
184	61484 47311	   	174.02	DCR|2VULN|2DMG|2AART|1SELL	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8SELL|aFEWX
185	61484 47313	   	174.02	DCR|2VULN|2DMG|2AART|1SELL	1aDMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8SELL
186	12231 11634	 * 	173.93	DCR|3DMG|2AART|2CDMG	18CDMG|2ERES|34AART|58aDMG|68CANHEL|7RCR|8BPWR|9BEXP
187	62134 23143	   	173.92	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DMSP|2DUR|378DMG|4ZMB|5DUST|6AART|9RCR|aVULN
188	61438 47314	   	173.92	DCR|2VULN|2DMG|2AART|1SELL	1DMSP|2MBVNT|34VULN|5aDMG|69AART|7RCR|8SELL
189	61484 47312	   	173.92	DCR|2VULN|2DMG|2AART|1SELL	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|69AART|7RCR|8SELL|aDUST
190	45233 31423	   	173.88	ACR|4VULN|1AART|1ZMB|1ASPD	1CGEN|2RMIN|3RCR|4ZMB|578aVULN|6ASPD|9AART
191	23512 26423	   	173.74	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	16DUR|2AART|3LIT|4ASPD|56aVULN|6BPWR|7FEWX|8RCR|9CDMG
192	12214 32651	 * 	173.68	ACR|3VULN|1AART|3CDMG|1DUR	19aCDMG|29aERES|3AART|4DUR|5RCR|6MLV|7RCVC|89aVULN|9aBPWR
193	61484 42152	   	173.67	DCR|3DMG|2VULN|1AART	1DMSP|2MBVNT|35VULN|458DMG|5BPWR|6AART|7MLV|9RCR|aBEXP
194	61484 42153	   	173.67	DCR|3DMG|2VULN|1AART	1DMSP|2MBVNT|35VULN|458DMG|5BPWR|6AART|7MLV|9RCR|aFEWX
195	11551 13621	   	173.58	DCR|3VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1CDMG|259VULN|3FLTHEA|4RCVC|6DMG|7RCR|8LIT|aZMB
196	61484 43152	   	173.57	DCR|3DMG|2VULN|1AART	1DMSP|2MBVNT|35VULN|458DMG|5BPWR|6AART|7ERES|9RCR|aBEXP
197	61484 43153	   	173.57	DCR|3DMG|2VULN|1AART	1DMSP|2MBVNT|35VULN|458DMG|5BPWR|6AART|7ERES|9RCR|aFEWX
198	12231 51353	 * 	173.56	DCR|3AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|2ERES|34aAART|5DMG|6VULN|7RCR|89ZMB
199	62232 62225	   	173.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMSP|28DUR|3RCR|48VULN|58BEXP|6RPLT|7AART|8BPWR|9CDMG|aDMG
200	21331 21451	   	173.46	DCR|4VULN|1AART|1ZMB|1DUR	1DUR|25RMIN|3ZMB|478aVULN|6RCR|9AART
201	45233 31422	   	173.43	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2RMIN|3RCR|4ZMB|578VULN|6ASPD|9AART|aCDMG
202	61484 82114	 * 	173.42	DCR|4VULN|2DMG|1CDMG	1DMSP|2MBVNT|3568VULN|45DMG|5BPWR|7CDMG|9RPLT|aRCR
203	22233 15151	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|7AART|8DMG|9CDMG|aFEWX
204	22233 15153	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|7AART|8DMG|9CDMG|aDMSP
205	22233 15154	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|7AART|8DMG|9CDMG|aMLV
206	22233 15332	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|46VULN|59RCVC|7AART|8CDMG|aDMG
207	22233 15341	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|7AART|8CDMG|9DMG|aFEWX
208	22233 15343	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|7AART|8CDMG|9DMG|aDMSP
209	22233 15344	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|7AART|8CDMG|9DMG|aMLV
210	22232 62525	   	173.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|49VULN|5BEXP|6RPLT|7AART|8CDMG|aDMG
211	35236 11611	   	173.30	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|2RMIN|3RCR|4ZMB|5DMG|679VULN|8AART|aTLV
212	61446 64443	 * 	173.24	DCR|3VULN|1AART|2CDMG|2ZMB	1DMSP|2MBVNT|389VULN|4DUST|58CDMG|68ZMB|7RCR|8BPWR|aAART
213	22233 15152	   	173.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|7AART|8DMG|9CDMG|aDUST
214	22233 15342	   	173.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|46VULN|5RCVC|7AART|8CDMG|9DMG|aDUST
215	22233 15254	   	173.19	ACR|4VULN|1AART|3DUR	129DUR|3RCR|469aVULN|5RCVC|7AART|89DUST|9BPWR
216	62231 32253	   	173.17	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DMSP|2DUR|3RCR|4VULN|5RMIN|6ASPD|79DMG|8CDMG|aAART
217	23353 63141	   	173.10	DCR|3DMG|2AART|2DUR|1ZMB	14DUR|2aAART|3ZMB|5FEWX|678DMG|9RCR
218	15233 26612	 * 	173.03	DCR|3DMG|2VULN|2CDMG	19CDMG|2LIT|356BEXP|49VULN|7RCR|89aDMG|9BPWR
219	12261 11622	   	172.93	DCR|2DMG|1AART|3CDMG|1VULN	148CDMG|2ERES|3AART|58DMG|68CANHEL|7RCR|8BPWR|9CGEN|aVULN
220	15531 32844	   	172.93	DCR|3DMG|2VULN|2CDMG	19CDMG|29LIT|3MBVNT|45VULN|6FEWX|7RCR|89aDMG|9BPWR
221	22231 32251	   	172.85	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	12DUR|3RCR|4aVULN|5RMIN|6ASPD|79DMG|8CDMG
222	22156 25122	   	172.71	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|38DMG|45ERES|6RCR|7AART|9VULN|aCDMG
223	35236 11323	   	172.70	ACR|3VULN|1AART|1DMG|1ZMB	18ERES|2RMIN|3RCR|4ZMB|5DMG|67aVULN|9AART
224	35236 11421	   	172.70	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|2RMIN|3RCR|4ZMB|5DMG|678VULN|9AART|aTLV
225	22224 32626	   	172.59	ACR|4VULN|1AART|3DUR	125DUR|3RCR|4CGEN|679aVULN|8AART
226	23311 52512	   	172.58	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1DUR|2AART|3ZMB|4SELL|5RCR|689VULN|7CDMG|aLWND
227	23311 52513	   	172.58	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1DUR|2AART|3ZMB|4SELL|5RCR|689VULN|7CDMG|aFEWX
228	23311 52514	   	172.58	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1DUR|2AART|3ZMB|4SELL|5RCR|689VULN|7CDMG|aLHND
229	23311 52561	   	172.58	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1DUR|2AART|3ZMB|4SELL|5RCR|68aVULN|7CDMG|9RCVC
230	12214 52133	   	172.57	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|2ERES|3aAART|4DUR|5RCR|679VULN|8RCVC
231	12214 52333	   	172.57	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|2ERES|3aAART|4DUR|5RCR|679VULN|8DMSP
232	12214 52411	   	172.57	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|2ERES|39AART|4DUR|5RCR|678VULN|aFEWX
233	66233 15322	   	172.54	ACR|2VULN|2AART|1DMG|1CDMG	1DMSP|2FEWX|3RCR|46VULN|5RCVC|79AART|8CDMG|aDMG
234	35236 23422	   	172.50	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	18ERES|2RMIN|3RCR|4ZMB|57DMG|6AART|9VULN|aCDMG
235	12214 52412	   	172.47	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|2ERES|39AART|4DUR|5RCR|678VULN|aDUST
236	12231 51341	   	172.38	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|34AART|5DMG|6VULN|7RCR|8ZMB|9DUR|aLWND
237	12231 51342	   	172.38	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|34AART|5DMG|6VULN|7RCR|8ZMB|9DUR|aLHND
238	12231 51343	   	172.38	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|34AART|5DMG|6VULN|7RCR|8ZMB|9DUR|aBEXP
239	12231 51345	   	172.38	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ERES|34AART|5DMG|6VULN|7RCR|8ZMB|9DUR|aBELT
240	12235 51253	   	172.38	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|34AART|5RMIN|6VULN|7RCR|8DMG|9ZMB|aASPD
241	62231 12255	   	172.33	ACR|2VULN|2DMG|2CDMG|2DUR	1DMSP|2aDUR|3RCR|4aVULN|5RMIN|6ERES|79DMG|8aCDMG|aBPWR
242	35436 21323	   	172.28	DCR|3VULN|1AART|1DMG|1ZMB	18ERES|2RMIN|37aVULN|4ZMB|5DMG|6RCR|9AART
243	12231 51253	   	172.28	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2ERES|34AART|5DMG|6VULN|7RCR|8NUKE|9ZMB|aASPD
244	22231 31652	   	172.24	ACR|3VULN|1AART|3DUR|2ASPD	129DUR|3RCR|479VULN|5RMIN|69ASPD|8AART|9BPWR|aFEWX
245	22231 31653	   	172.24	ACR|3VULN|1AART|3DUR|2ASPD	129DUR|3RCR|479VULN|5RMIN|69ASPD|8AART|9BPWR|aLWND
246	22231 31656	   	172.24	ACR|3VULN|1AART|3DUR|2ASPD	129DUR|3RCR|479VULN|5RMIN|69ASPD|8AART|9BPWR|aLIT
247	22224 32621	 * 	172.14	ACR|3VULN|1AART|3DUR|1CDMG	125DUR|3RCR|4CGEN|679VULN|8AART|aCDMG
248	22231 31651	   	172.14	ACR|3VULN|1AART|3DUR|2ASPD	129DUR|3RCR|479VULN|5RMIN|69ASPD|8AART|9BPWR|aTLV
249	22232 16524	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	12DUR|3RCR|48VULN|5BEXP|6CDMG|7FEWX|9AART|aDMG
250	23363 63141	 * 	172.08	DCR|3DMG|3AART|1ZMB|1DUR	1DUR|24aAART|3ZMB|5FEWX|678DMG|9RCR
251	22213 22621	   	172.04	ACR|3VULN|1AART|3DUR|1CDMG	126DUR|3RCR|4ERES|579VULN|8AART|aCDMG
252	22214 32621	   	172.04	ACR|3VULN|1AART|3DUR|1CDMG	125DUR|3RCR|4ERES|679VULN|8AART|aCDMG
253	22231 12236	   	172.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|3RCR|4VULN|5RMIN|6ERES|7aDMG|8CDMG|9AART
254	22231 62236	   	172.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|3RCR|4VULN|5RMIN|6TLV|7aDMG|8CDMG|9AART
255	12231 41324	   	172.02	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|2ERES|34AART|5aDMG|6BEXP|7RCR|8VULN|9LHND
256	12231 41344	   	172.02	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|2ERES|34AART|5aDMG|6BEXP|7RCR|8VULN|9FEWX
257	12231 51121	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|69VULN|7RCR|8BELT|aLIT
258	12231 51124	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|69VULN|7RCR|8BELT|aDMSP
259	12231 51432	   	172.02	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|2ERES|34AART|5aDMG|6VULN|7RCR|89RCVC
260	12231 51524	   	172.02	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|2ERES|34AART|5aDMG|6VULN|7RCR|8FEWX|9LHND
261	12231 51561	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|69VULN|7RCR|8FEWX|aLSRICY
262	12231 51611	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|68VULN|7RCR|9CGEN|aFEWX
263	12231 51614	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|68VULN|7RCR|9CGEN|aMLV
264	12231 51631	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|68VULN|7RCR|9RCVC|aLIT
265	12231 51633	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|68VULN|7RCR|9RCVC|aCGEN
266	12231 51634	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|68VULN|7RCR|9aRCVC
267	12231 51635	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|68VULN|7RCR|9RCVC|aFEWX
268	12231 51636	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|68VULN|7RCR|9RCVC|aLWND
269	12235 51231	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5RMIN|69VULN|7RCR|8DMG|aFEWX
270	12235 51234	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5RMIN|69VULN|7RCR|8DMG|aMLV
271	12235 51235	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5RMIN|69VULN|7RCR|8DMG|aDMSP
272	12235 51632	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5RMIN|68VULN|7RCR|9RCVC|aDMG
273	62233 15126	   	171.97	ACR|2VULN|2DMG|1AART|1DUR	1DMSP|2DUR|3RCR|46VULN|5RCVC|7AART|8aDMG|9LHND
274	62233 15136	   	171.97	ACR|2VULN|2DMG|1AART|1DUR	1DMSP|2DUR|3RCR|46VULN|5RCVC|7AART|8aDMG|9BEXP
275	61326 84443	 * 	171.93	DCR|3VULN|1AART|2CDMG|2ASPD	1DMSP|2MBVNT|38ASPD|4DUST|58CDMG|689VULN|7RCR|8BPWR|aAART
276	12231 31324	   	171.92	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|2ERES|34AART|5aDMG|6DUST|7RCR|8VULN|9LHND
277	12231 31344	   	171.92	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|2ERES|34AART|5aDMG|6DUST|7RCR|8VULN|9FEWX
278	12231 51123	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2aERES|34AART|5DMG|69VULN|7RCR|8BELT
279	12231 51125	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|69VULN|7RCR|8BELT|aDUST
280	12231 51231	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|69VULN|7RCR|8NUKE|aFEWX
281	12231 51234	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|69VULN|7RCR|8NUKE|aMLV
282	12231 51235	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|69VULN|7RCR|8NUKE|aDMSP
283	12231 51462	   	171.92	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|29ERES|34AART|5aDMG|6VULN|7RCR|8RCVC
284	12231 51612	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|68VULN|7RCR|9CGEN|aDUST
285	12231 51641	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|68VULN|7RCR|9NUKE|aFEWX
286	12231 51661	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|29ERES|34AART|5DMG|68VULN|7RCR|aLIT
287	12231 51663	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|29ERES|34AART|5DMG|68VULN|7RCR|aCGEN
288	12232 41236	   	171.92	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|2ERES|34AART|5BEXP|6TLV|7RCR|8aDMG|9VULN
289	12235 51232	   	171.92	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5RMIN|69VULN|7RCR|8DMG|aDUST
290	11364 32362	   	171.87	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD|1DUR	14CDMG|28VULN|3RPLT|5DUR|6ASPD|7DMG|9RCR|aAART
291	12231 51232	   	171.82	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|69VULN|7RCR|8NUKE|aDUST
292	12231 51642	   	171.82	DCR|2AART|2VULN|1DMG|1CDMG	1CDMG|2ERES|34AART|5DMG|68VULN|7RCR|9NUKE|aDUST
293	12233 41236	   	171.82	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|2ERES|34AART|5DUST|6TLV|7RCR|8aDMG|9VULN
294	61438 47414	   	171.78	DCR|3VULN|1AART|1DMG|1ZMB	1DMSP|2MBVNT|349VULN|5DMG|6AART|7RCR|8LIT|aZMB
295	12231 51126	   	171.78	DCR|2AART|2VULN|1DMG|1CDMG|1SELL	1CDMG|2ERES|34AART|5DMG|69VULN|7RCR|8BELT|aSELL
296	12231 41336	   	171.78	DCR|2AART|2DMG|1VULN|1CDMG|1SELL	1CDMG|2ERES|34AART|5aDMG|6BEXP|7RCR|8VULN|9SELL
297	12231 51536	   	171.78	DCR|2AART|2DMG|1VULN|1CDMG|1SELL	1CDMG|2ERES|34AART|5aDMG|6VULN|7RCR|8FEWX|9SELL
298	35232 35126	   	171.75	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1ERES|2RMIN|3RCR|4ZMB|5CDMG|6SELL|7AART|8aDMG|9VULN
299	12261 51311	   	171.75	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	14CDMG|2ERES|39AART|5DMG|6VULN|7RCR|8ZMB|aFEWX
300	12261 51314	   	171.75	DCR|2AART|1VULN|2CDMG|1DMG|1ZMB	14CDMG|2ERES|39AART|5DMG|6VULN|7RCR|8ZMB|aMLV
301	12261 51315	   	171.75	DCR|2AART|1VULN|2CDMG|1DMG|1ZMB	14CDMG|2ERES|39AART|5DMG|6VULN|7RCR|8ZMB|aDMSP
302	12235 51252	   	171.75	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	1aCDMG|2ERES|34AART|5RMIN|6VULN|7RCR|8DMG|9ZMB
303	12214 53225	 * 	171.75	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	19CDMG|2ERES|3AART|4DUR|5RCR|6VULN|7aDMG|8MBVNT
304	22224 35523	 * 	171.73	ACR|3DMG|2VULN|3DUR	125DUR|3RCR|4CGEN|68VULN|79aDMG
305	12231 31336	   	171.68	DCR|2AART|2DMG|1VULN|1CDMG|1SELL	1CDMG|2ERES|34AART|5aDMG|6DUST|7RCR|8VULN|9SELL
306	61484 41162	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	1DMSP|2MBVNT|35VULN|45DMG|5BPWR|6AART|7LIT|8LWND|9RCR|aCDMG
307	21331 16611	   	171.66	DCR|4VULN|1AART|1ZMB|1DUR	1DUR|25RMIN|3ZMB|469aVULN|7RCR|8AART
308	12261 51312	   	171.65	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	14CDMG|2ERES|39AART|5DMG|6VULN|7RCR|8ZMB|aDUST
309	12261 51363	   	171.65	DCR|2AART|1VULN|2CDMG|1DMG|1ZMB	14CDMG|29ERES|3aAART|5DMG|6VULN|7RCR|8ZMB
310	12231 51252	   	171.65	DCR|2AART|1VULN|2CDMG|1DMG|1ZMB	1aCDMG|2ERES|34AART|5DMG|6VULN|7RCR|8NUKE|9ZMB
311	22213 25523	   	171.63	ACR|3DMG|2VULN|3DUR	126DUR|3RCR|4ERES|58VULN|79aDMG
312	22213 25525	 * 	171.63	ACR|3VULN|2DMG|3DUR	126DUR|3RCR|4ERES|58aVULN|79DMG
313	22214 35523	   	171.63	ACR|3DMG|2VULN|3DUR	125DUR|3RCR|4ERES|68VULN|79aDMG
314	25234 12253	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	15DUR|25FEWX|3RCR|4RCVC|5BPWR|6VULN|79DMG|8CDMG|aAART
315	25263 12253	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	14DUR|24FEWX|3RCR|4BPWR|5RCVC|6VULN|79DMG|8CDMG|aAART
316	22236 63236	   	171.63	ACR|2VULN|2AART|1DMG|2DUR	12DUR|3RCR|48VULN|5DUST|69AART|7CGEN|aDMG
317	22232 32253	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|3RCR|4VULN|56BEXP|79DMG|8CDMG|aAART
318	35236 13251	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1ERES|2RMIN|3RCR|4ZMB|59DMG|6aVULN|7ASPD|8CDMG
319	35136 25122	   	171.48	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15ERES|2RMIN|38DMG|4ZMB|6RCR|7AART|9VULN|aCDMG
320	22231 12253	   	171.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|3RCR|4VULN|5RMIN|6ERES|79DMG|8CDMG|aAART
321	22231 62253	   	171.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	12DUR|3RCR|4VULN|5RMIN|6TLV|79DMG|8CDMG|aAART
322	11214 41236	 * 	171.23	DCR|2VULN|3CDMG|1AART|1DMG	13aCDMG|29VULN|4RCVC|5LWND|6AART|7RCR|8DMG
323	21331 22251	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|25RMIN|3ZMB|4aVULN|6RCR|79DMG|8CDMG
324	22236 62241	   	171.08	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|4aVULN|5DUST|6AART|7DMG|8ERES|9ZMB
325	21331 16451	   	171.06	DCR|4VULN|1AART|1ZMB|1DUR	1DUR|25RMIN|3ZMB|468aVULN|7RCR|9AART
326	11235 45121	   	171.03	DCR|2VULN|3CDMG|1AART|1DMG	134CDMG|29VULN|5ERES|6RCR|7DMG|8AIRHEL|aAART
327	23311 24615	   	170.85	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|27AART|3ZMB|4SELL|5RCR|6BELT|8CDMG|9DMG|aVULN
328	12214 53612	   	170.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2ERES|3AART|4aDUR|5RCR|69VULN|7DMG|8LHND
329	12214 53235	   	170.73	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|2ERES|3AART|49DUR|5RCR|6VULN|7aDMG|8MBVNT
330	22133 23141	   	170.70	DCR|3DMG|2AART|2DUR|1ZMB	12DUR|378DMG|4ZMB|5BEXP|6aAART|9RCR
331	35233 62236	   	170.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2RMIN|3RCR|4ZMB|5VULN|6TLV|7aDMG|8CDMG|9AART
332	35236 11322	   	170.70	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18ERES|2RMIN|3RCR|4ZMB|5DMG|67VULN|9AART|aCDMG
333	35236 12322	   	170.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	18ERES|2RMIN|3RCR|4ZMB|57DMG|6VULN|9AART|aCDMG
334	22233 15116	   	170.68	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	12DUR|3RCR|46VULN|5RCVC|7AART|8DMG|9RPLT|aZMB
335	23364 12236	 * 	170.68	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|24AART|3ZMB|5FLTHEA|6VULN|7RMIN|8RCR|9FEWX|aDMG
336	66232 32621	   	170.64	ACR|3VULN|1AART|1DMG|1DUR	1DMSP|2FEWX|3RCR|49aVULN|5BEXP|6AART|7DMG|8DUR
337	22134 23141	   	170.60	DCR|3DMG|2AART|2DUR|1ZMB	12DUR|378DMG|4ZMB|5DUST|6aAART|9RCR
338	23362 61221	   	170.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|24AART|3ZMB|5VULN|6DMG|7BASHEA|8RCR|9LHND|aCDMG
