0	Index      	 *	Score 	Summary	Detail	
1	11262 34861	 * 	197.33	ACR|3VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|26aVULN|3aERES|4RCR|5AART|7DUR|8ZMB|9aDMG|aBPWR
164	17415 13373	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2BASHEA|3RCR|479VULN|5DMG|6AART|8CDMG|aBEXP
165	17415 14364	   	177.15	ACR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2BASHEA|3RCR|4VULN|57aDMG|6AART|8CDMG|9LWND
166	65312 51233	   	177.12	DCR|4VULN|1AART|1DMG|1DUR	1DUR|2459VULN|37LWND|6DMG|8RCR|aAART
167	17415 13317	   	177.05	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2BASHEA|3RCR|47aVULN|5DMG|6AART|8CDMG|9DUST
168	17415 14347	   	177.05	ACR|3DMG|1AART|1VULN|1CDMG	1MBVNT|2BASHEA|3RCR|4VULN|57aDMG|6AART|8CDMG|9ERES
169	17414 34122	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2BASHEA|3RCR|49VULN|5AART|67DMG|8LIT|aZMB
170	17488 24122	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2BASHEA|3RCR|47DMG|5AART|69VULN|8LIT|aZMB
171	17488 44122	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2BASHEA|3RCR|46DMG|5AART|79VULN|8LIT|aZMB
172	55222 52232	   	176.90	DCR|4VULN|2DMG|2DUR	13LWND|2359VULN|3BPWR|47DUR|6aDMG|8RCR
173	11662 11331	   	176.85	ACR|3VULN|1AART|1DMG|2ZMB	1MBVNT|27aVULN|3aMLV|4RCR|5AART|6FEWX|8DMG|9aZMB|aBPWR
174	11662 21331	   	176.85	ACR|3VULN|1AART|1DMG|2ZMB	1MBVNT|27aVULN|3aMLV|4RCR|5AART|6LHND|8DMG|9aZMB|aBPWR
175	11662 38331	   	176.85	ACR|3VULN|1AART|1DMG|2ZMB	1MBVNT|26aVULN|3aMLV|4RCR|5AART|7LHND|8DMG|9aZMB|aBPWR
176	65312 52232	   	176.80	DCR|4VULN|2DMG|2DUR	17DUR|2459VULN|3LWND|6aDMG|8RCR
177	11662 33331	   	176.75	ACR|3VULN|1AART|1DMG|2ZMB	1MBVNT|26aVULN|3aMLV|4RCR|5AART|7DUST|8DMG|9aZMB|aBPWR
178	11262 11351	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	1MBVNT|27aVULN|3aERES|4RCR|5AART|6FEWX|8DMG|9aZMB|aBPWR
179	11262 21351	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	1MBVNT|27aVULN|3aERES|4RCR|5AART|6LHND|8DMG|9aZMB|aBPWR
180	11262 38351	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	1MBVNT|26aVULN|3aERES|4RCR|5AART|7LHND|8DMG|9aZMB|aBPWR
181	11456 51212	   	176.57	DCR|3DMG|2VULN|2ZMB|1CDMG	1MBVNT|28VULN|3BEXP|48ZMB|5CDMG|6ERES|78aDMG|8BPWR|9RCR
182	11456 51214	   	176.57	DCR|3VULN|2DMG|2ZMB|1CDMG	1MBVNT|28aVULN|3BEXP|48ZMB|5CDMG|6ERES|78DMG|8BPWR|9RCR
183	65232 23361	   	176.52	ACR|3VULN|2DMG|2DUR|1ZMB	13DUR|235VULN|3BPWR|4RCR|6DUST|7LWND|8aDMG|9ZMB
184	65232 53311	   	176.52	ACR|3VULN|2DMG|2DUR|1ZMB	13DUR|235VULN|3BPWR|4RCR|6aDMG|7DUST|8ZMB|9FEWX
185	65232 53331	   	176.52	ACR|3VULN|2DMG|2DUR|1ZMB	13DUR|235VULN|3BPWR|4RCR|6aDMG|7DUST|8ZMB|9LHND
186	65231 52223	   	176.50	ACR|3VULN|1DMG|3DUR|1CDMG|1ZMB	137DUR|23aVULN|3BPWR|4RCR|5ZMB|6CDMG|8DMG|9RPLT
187	11156 51212	   	176.47	DCR|3DMG|2VULN|2ZMB|1CDMG	1MBVNT|28VULN|3DUST|48ZMB|5CDMG|6ERES|78aDMG|8BPWR|9RCR
188	11156 51214	   	176.47	DCR|3VULN|2DMG|2ZMB|1CDMG	1MBVNT|28aVULN|3DUST|48ZMB|5CDMG|6ERES|78DMG|8BPWR|9RCR
189	17413 73343	 * 	176.44	ACR|2VULN|1AART|1DMG|3DUR|1CDMG	1MBVNT|2BASHEA|3RCR|46VULN|567DUR|6BPWR|8AART|9CDMG|aDMG
190	17415 14122	   	176.44	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2BASHEA|3RCR|49VULN|57DMG|6AART|8LIT|aZMB
191	17414 23288	   	176.43	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|27BASHEA|3RCR|479VULN|5AART|67DUR|7BPWR|8FEWX|aDMG
192	17414 23388	   	176.43	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|27BASHEA|3RCR|479VULN|5AART|67DUR|7BPWR|8BEXP|aDMG
193	65231 53312	   	176.42	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	13DUR|237VULN|3BPWR|4RCR|5ZMB|6CDMG|8RCVC|9AART|aBEXP
194	65231 53313	   	176.42	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	13DUR|237VULN|3BPWR|4RCR|5ZMB|6CDMG|8RCVC|9AART|aLWND
195	17414 23811	   	176.33	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|27BASHEA|3RCR|47aVULN|5AART|67DUR|7BPWR|8ERES|9DMG
196	65233 41231	 * 	176.27	ACR|3VULN|2DMG|3DUR|1ASPD	13aDUR|23aVULN|3aBPWR|4RCR|5DLOT|6ASPD|7ERES|8aDMG|9LEGI
197	11665 31331	   	176.25	ACR|3VULN|1AART|1DMG|2ZMB	1MBVNT|27aVULN|3aMLV|4RCR|5LHND|6AART|8DMG|9aZMB|aBPWR
198	62232 25221	 * 	176.20	DCR|4VULN|1AART|1CDMG|2DUR	17DUR|267CGEN|3457VULN|7BPWR|8RCR|9CDMG|aAART
199	65132 42221	   	176.10	DCR|4VULN|1AART|1CDMG|2DUR	16DUR|2456VULN|3RMIN|6BPWR|7DMSP|8RCR|9CDMG|aAART
200	11265 31351	   	176.05	ACR|3VULN|1AART|1DMG|2ZMB	1MBVNT|27aVULN|3aERES|4RCR|5LHND|6AART|8DMG|9aZMB|aBPWR
201	11266 21441	   	175.98	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3ERES|4RCR|5CDMG|6DUST|7AART|9aDMG
202	17412 25123	   	175.95	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2BASHEA|3RCR|459VULN|6LIT|7DMG|8AART|aCDMG
203	11262 34381	   	175.87	ACR|2VULN|2DMG|1AART|2DUR	1MBVNT|26VULN|3ERES|4RCR|5AART|7aDUR|89DMG
204	65231 53331	   	175.82	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	13DUR|237VULN|3BPWR|4RCR|5ZMB|6CDMG|89RCVC|aAART
205	17412 45217	   	175.80	ACR|4VULN|1AART|1DMG	1MBVNT|2BASHEA|3RCR|4578VULN|6RPLT|9AART|aDMG
206	17414 66322	   	175.63	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1MBVNT|26BASHEA|3RCR|468VULN|5AART|6BPWR|7CDMG|9ZMB|aASPD
207	11662 11341	 * 	175.55	ACR|3VULN|1AART|1DMG|2ASPD	1MBVNT|27aVULN|3aMLV|4RCR|5AART|6FEWX|8DMG|9aASPD|aBPWR
208	11662 21341	   	175.55	ACR|3VULN|1AART|1DMG|2ASPD	1MBVNT|27aVULN|3aMLV|4RCR|5AART|6LHND|8DMG|9aASPD|aBPWR
209	11662 38341	   	175.55	ACR|3VULN|1AART|1DMG|2ASPD	1MBVNT|26aVULN|3aMLV|4RCR|5AART|7LHND|8DMG|9aASPD|aBPWR
210	17488 41212	 * 	175.55	ACR|3DMG|2AART|1VULN	1MBVNT|2BASHEA|3RCR|469DMG|57AART|8MGNLIT|aVULN
211	17488 41311	   	175.55	ACR|3DMG|2AART|1VULN	1MBVNT|2BASHEA|3RCR|469DMG|57AART|8RMIN|aVULN
212	11264 83345	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aVULN|35aERES|4RCR|6FEWX|7CDMG|8AART|9aDMG|aBPWR
213	26242 32325	   	175.48	DCR|2VULN|1AART|1DMG|3DUR|1ZMB	17LHND|2ZMB|37VULN|47aDUR|5AART|6RCR|7BPWR|8DMG|9LIT
214	11662 33341	   	175.45	ACR|3VULN|1AART|1DMG|2ASPD	1MBVNT|26aVULN|3aMLV|4RCR|5AART|7DUST|8DMG|9aASPD|aBPWR
215	17488 41411	   	175.45	ACR|3DMG|2AART|1VULN	1MBVNT|2BASHEA|3RCR|469DMG|57AART|8ERES|aVULN
216	11266 22345	   	175.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2aVULN|3aERES|4RCR|5CDMG|67DUST|8AART|9aDMG|aBPWR
217	17414 22177	   	175.35	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DUR|89CDMG|aDMG
218	17414 33322	   	175.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|89CDMG|aASPD
219	17414 34322	 * 	175.35	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|89CDMG|aASPD
220	17414 63322	   	175.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1MBVNT|26BASHEA|3RCR|46VULN|5AART|6BPWR|7ASPD|89CDMG|aDMG
221	17488 23322	   	175.35	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1MBVNT|2BASHEA|3RCR|4DMG|5AART|67VULN|89CDMG|aASPD
222	17488 24322	   	175.35	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1MBVNT|2BASHEA|3RCR|47DMG|5AART|6VULN|89CDMG|aASPD
223	17488 44322	   	175.35	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1MBVNT|2BASHEA|3RCR|46DMG|5AART|7VULN|89CDMG|aASPD
224	17376 34333	   	175.34	DCR|3VULN|1AART|1DMG|2CDMG	1MBVNT|29BASHEA|3AART|49CDMG|5CGEN|6DMG|789VULN|9BPWR|aRCR
225	11262 33412	   	175.25	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|267VULN|38ERES|4RCR|5AART|9DMG|aCDMG
226	17378 34333	   	175.24	DCR|3VULN|1AART|1DMG|2CDMG	1MBVNT|29BASHEA|3AART|49CDMG|5TLV|6DMG|789VULN|9BPWR|aRCR
227	17415 32315	   	175.14	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2BASHEA|3RCR|4aVULN|59DMG|6ZMB|7ERES|8AART
228	17414 33122	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2BASHEA|3RCR|479VULN|5AART|6DMG|8LIT|aZMB
229	17414 35381	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2BASHEA|3RCR|49aVULN|5AART|6DMG|7BEXP|8ZMB
230	17488 23122	   	175.10	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2BASHEA|3RCR|4DMG|5AART|679VULN|8LIT|aZMB
231	11412 67214	 * 	175.09	DCR|5VULN|2DMG	1MBVNT|2458aVULN|38BEXP|68DMG|7RPLT|8BPWR|9RCR
232	11512 67214	   	175.09	DCR|5VULN|2DMG	1MBVNT|2458aVULN|38LHND|68DMG|7RPLT|8BPWR|9RCR
233	11262 35263	   	175.08	ACR|2AART|2VULN|2DMG	1MBVNT|26VULN|3ERES|4RCR|5aAART|7RMIN|89DMG
234	11662 31263	   	175.08	ACR|2AART|2VULN|2DMG	1MBVNT|26VULN|3MLV|4RCR|5aAART|7ERES|89DMG
235	11462 31212	 * 	175.07	DCR|3DMG|2VULN|2CDMG|1ASPD	1MBVNT|28VULN|3BEXP|48CDMG|5MLV|6ASPD|78aDMG|8BPWR|9RCR
236	11462 31214	 * 	175.07	DCR|3VULN|2DMG|2CDMG|1ASPD	1MBVNT|28aVULN|3BEXP|48CDMG|5MLV|6ASPD|78DMG|8BPWR|9RCR
237	11468 31212	   	175.07	DCR|3DMG|2VULN|2CDMG|1ASPD	1MBVNT|28VULN|3BEXP|48CDMG|5CGEN|6ASPD|78aDMG|8BPWR|9RCR
238	17458 13211	   	175.00	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2BASHEA|3RCR|4ZMB|5AART|6DUST|78aVULN|9DMG
239	11665 31341	   	174.95	ACR|3VULN|1AART|1DMG|2ASPD	1MBVNT|27aVULN|3aMLV|4RCR|5LHND|6AART|8DMG|9aASPD|aBPWR
240	11112 67214	   	174.89	DCR|5VULN|2DMG	1MBVNT|2458aVULN|38DUST|68DMG|7RPLT|8BPWR|9RCR
241	11456 31216	   	174.89	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR|1ASPD	1MBVNT|28VULN|3BEXP|48ZMB|5CDMG|6ASPD|78DMG|8BPWR|9RCR|aDUR
242	11156 31216	   	174.79	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR|1ASPD	1MBVNT|28VULN|3DUST|48ZMB|5CDMG|6ASPD|78DMG|8BPWR|9RCR|aDUR
243	17415 13322	   	174.75	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|89CDMG|aASPD
244	17415 14322	   	174.75	ACR|2DMG|1AART|1VULN|2CDMG|1ASPD	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|89CDMG|aASPD
245	11262 25261	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2aVULN|3aERES|4RCR|5AART|68LHND|7ZMB|9aDMG|aBPWR
246	11262 14861	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2aVULN|3aERES|4RCR|5AART|6FEWX|7RCVC|8ZMB|9aDMG|aBPWR
247	11262 24861	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2aVULN|3aERES|4RCR|5AART|6LHND|7RCVC|8ZMB|9aDMG|aBPWR
248	11262 44861	   	174.74	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|2aVULN|3aERES|4RCR|5AART|6BEXP|7RCVC|8ZMB|9aDMG|aBPWR
249	11262 11357	   	174.64	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27VULN|3ERES|4RCR|5AART|6FEWX|8aDMG|9ZMB
250	11262 21357	   	174.64	ACR|2VULN|2DMG|1AART|1ZMB	1MBVNT|27VULN|3ERES|4RCR|5AART|6LHND|8aDMG|9ZMB
251	65231 12342	   	174.62	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4RCR|5ZMB|6LIT|7LWND|8CDMG|9aDMG
252	65231 13242	   	174.62	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4RCR|5ZMB|6LIT|7CDMG|8FEWX|9aDMG
253	65231 13342	   	174.62	ACR|2VULN|2DMG|1CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4RCR|5ZMB|6LIT|7CDMG|8LHND|9aDMG
254	17413 72311	   	174.53	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|2BASHEA|3RCR|46aVULN|56DUR|6BPWR|7ERES|8AART|9DMG
255	17413 78311	   	174.53	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|2BASHEA|3RCR|46aVULN|56DUR|6BPWR|7TLV|8AART|9DMG
256	17415 13122	   	174.50	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2BASHEA|3RCR|479VULN|5DMG|6AART|8LIT|aZMB
257	17445 13381	   	174.50	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2BASHEA|3RCR|4BEXP|5DMG|6AART|79aVULN|8ZMB
258	17414 32144	   	174.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|2aBASHEA|3RCR|4aVULN|5AART|6DMG|7RMIN|8CDMG|9aDUR|aBPWR
259	17488 22144	   	174.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1MBVNT|2aBASHEA|3RCR|4aDMG|5AART|6VULN|7RMIN|8CDMG|9aDUR|aBPWR
260	17414 23127	   	174.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|27BASHEA|3RCR|47VULN|5AART|67DUR|7BPWR|8CDMG|9LHND|aDMG
261	17414 23137	   	174.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|27BASHEA|3RCR|47VULN|5AART|67DUR|7BPWR|8CDMG|9RCVC|aDMG
262	17414 23143	   	174.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|27BASHEA|3RCR|47VULN|5AART|67DUR|7BPWR|8CDMG|9BELT|aDMG
263	11111 21841	   	174.36	DCR|3VULN|1AART|2ZMB|2ASPD|1DUR	1MBVNT|248VULN|3DUST|58ZMB|68ASPD|7RCR|8BPWR|9AART|aDUR
264	11328 21411	   	174.22	ACR|3VULN|2DMG|2DUR|1ZMB	1MBVNT|279VULN|3LWND|49DUR|5RCR|69DMG|8RPLT|9BPWR|aZMB
265	11528 21411	   	174.22	ACR|3VULN|2DMG|2DUR|1ZMB	1MBVNT|279VULN|3LHND|49DUR|5RCR|69DMG|8RPLT|9BPWR|aZMB
266	63318 21411	   	174.22	ACR|3VULN|2DMG|2DUR|1ZMB	19DUR|2MBVNT|3LWND|479VULN|5RCR|69DMG|8RPLT|9BPWR|aZMB
267	63518 21411	   	174.22	ACR|3VULN|2DMG|2DUR|1ZMB	19DUR|2MBVNT|3LHND|479VULN|5RCR|69DMG|8RPLT|9BPWR|aZMB
268	65231 21531	   	174.13	ACR|2VULN|1DMG|2CDMG|2ZMB|2DUR|1ASPD	13DUR|23VULN|3BPWR|4RCR|57ZMB|6ASPD|8DMG|9aCDMG
269	11348 21418	   	174.09	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|39LWND|4LEGI|5RCR|69DMG|8RPLT|9BPWR|aAART
270	11548 21418	   	174.09	ACR|3VULN|2DMG|1AART	1MBVNT|279VULN|39LHND|4LEGI|5RCR|69DMG|8RPLT|9BPWR|aAART
271	11666 31213	 * 	173.97	ACR|3DMG|2VULN|1CDMG|1ASPD	1MBVNT|28VULN|38MLV|4RCR|5CDMG|6ASPD|78aDMG|8BPWR|9RMIN
272	11666 31214	   	173.97	ACR|3VULN|2DMG|1CDMG|1ASPD	1MBVNT|28aVULN|38MLV|4RCR|5CDMG|6ASPD|78DMG|8BPWR|9RMIN
273	22226 13316	   	173.95	DCR|2VULN|2DMG|1AART|2DUR	1aLHND|2CGEN|3aVULN|4CANSTR|56DUR|7RCR|8AART|9aDMG|aBPWR
274	32226 13316	   	173.95	DCR|2VULN|2DMG|1AART|2DUR	1aBEXP|2CGEN|3aVULN|4CANSTR|56DUR|7RCR|8AART|9aDMG|aBPWR
275	52226 13316	   	173.95	DCR|2VULN|2DMG|1AART|2DUR	1aLWND|2CGEN|3aVULN|4CANSTR|56DUR|7RCR|8AART|9aDMG|aBPWR
276	62223 23316	   	173.95	DCR|2VULN|2DMG|1AART|2DUR	1aDUR|2CGEN|3aVULN|4CANSTR|5BEXP|6RCVC|7RCR|8AART|9aDMG|aBPWR
277	11646 31225	   	173.93	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB|1ASPD	1MBVNT|28VULN|3MLV|48DUR|5CDMG|6ASPD|78DMG|8BPWR|9ZMB|aRCR
278	11262 34321	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|269VULN|3ERES|4RCR|5AART|7aDUR|8DMG
279	11262 34561	   	173.93	ACR|3VULN|1AART|1DMG|2DUR	1MBVNT|268VULN|3ERES|4RCR|5AART|7aDUR|9DMG
280	65231 21334	 * 	173.92	ACR|3VULN|3ZMB|3DUR|2ASPD	13aDUR|23aVULN|3aBPWR|4RCR|579ZMB|6aASPD|8RCVC
281	11666 31233	   	173.87	ACR|3VULN|2DMG|1CDMG|1ASPD	1MBVNT|28aVULN|38MLV|4RCR|5CDMG|6ASPD|78DMG|8BPWR|9SNIHEL
282	11246 31225	   	173.83	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB|1ASPD	1MBVNT|28VULN|3ERES|48DUR|5CDMG|6ASPD|78DMG|8BPWR|9ZMB|aRCR
283	17415 12144	   	173.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|2aBASHEA|3RCR|4aVULN|5DMG|6AART|7RMIN|8CDMG|9aDUR|aBPWR
284	11266 31213	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1MBVNT|28VULN|38ERES|4RCR|5CDMG|6ASPD|78aDMG|8BPWR|9RMIN
285	11266 31245	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1MBVNT|28VULN|38ERES|4RCR|5CDMG|6ASPD|78aDMG|8BPWR|9LWND
286	11266 31262	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1MBVNT|28VULN|38ERES|4RCR|5CDMG|6ASPD|78aDMG|8BPWR|9LHND
287	11266 31264	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1MBVNT|28aVULN|38ERES|4RCR|5CDMG|6ASPD|78DMG|8BPWR|9LHND
288	11266 31273	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1MBVNT|28VULN|38ERES|4RCR|5CDMG|6ASPD|78aDMG|8BPWR|9MLV
289	11666 31223	   	173.73	ACR|3VULN|2DMG|1CDMG|1ASPD|1SELL	1MBVNT|28aVULN|38MLV|4RCR|5CDMG|6ASPD|78DMG|8BPWR|9SELL
290	11666 31224	   	173.73	ACR|3DMG|2VULN|1CDMG|1ASPD|1SELL	1MBVNT|28VULN|38MLV|4RCR|5CDMG|6ASPD|78aDMG|8BPWR|9SELL
291	11266 31233	   	173.67	ACR|3VULN|2DMG|1CDMG|1ASPD	1MBVNT|28aVULN|38ERES|4RCR|5CDMG|6ASPD|78DMG|8BPWR|9SNIHEL
292	12818 24415	   	173.58	ACR|3VULN|3DMG|1DUR	1MBVNT|29LHND|3DUR|49aVULN|5RCR|679DMG|8RPLT|9BPWR
293	23818 24415	   	173.58	ACR|3VULN|3DMG|1DUR	19LHND|2MBVNT|3DUR|49aVULN|5RCR|679DMG|8RPLT|9BPWR
294	17414 33366	 * 	173.54	ACR|2AART|2VULN|1DMG|1CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5aAART|6DMG|8CDMG|9LWND
295	17414 33384	   	173.54	ACR|2AART|2VULN|1DMG|1CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5aAART|6DMG|8CDMG|9BELT
296	17414 34366	 * 	173.54	ACR|2AART|2DMG|1VULN|1CDMG	1MBVNT|2BASHEA|3RCR|4VULN|5aAART|67DMG|8CDMG|9LWND
297	17414 34384	   	173.54	ACR|2AART|2DMG|1VULN|1CDMG	1MBVNT|2BASHEA|3RCR|4VULN|5aAART|67DMG|8CDMG|9BELT
298	17412 26524	   	173.53	ACR|3VULN|2DMG|1ZMB|1ASPD	1MBVNT|29BASHEA|3RCR|459VULN|6LIT|7ASPD|89DMG|9BPWR|aZMB
299	65231 23333	   	173.52	ACR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	13DUR|23VULN|3BPWR|4RCR|5ZMB|6ASPD|7LWND|8DMG|9MLV|aAART
300	41361 41121	   	173.46	DCR|2VULN|2DMG|1AART|1CDMG	1SNIHEL|2aFEWX|3AART|4CDMG|5BEXP|6aVULN|7DUST|8aDMG|9RCR|aBPWR
301	31621 36325	   	173.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2ERES|3BELT|4AART|5aDMG|6RCR|7CDMG|8ZMB|9VULN
302	17412 25122	   	173.30	ACR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2BASHEA|3RCR|459VULN|6LIT|7DMG|8AART|aZMB
303	11262 34522	   	173.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|268VULN|3ERES|4RCR|5AART|7DUR|9ZMB|aCDMG
304	11262 34822	   	173.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1MBVNT|269VULN|3ERES|4RCR|5AART|7DUR|8ZMB|aCDMG
305	36252 43211	   	173.17	DCR|4VULN|3ZMB|2CDMG	18BEXP|246ZMB|3568VULN|68BPWR|78CDMG|9RCR|aLWND
306	11262 33123	   	173.15	ACR|3VULN|2AART|1DMG	1MBVNT|267VULN|3ERES|4RCR|5aAART|8CGEN|9DMG
307	36242 63321	   	173.11	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	1aBEXP|2ZMB|39aVULN|4DUR|5AART|6CGEN|7RCR|8aASPD|aBPWR
308	26242 31323	   	173.11	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LHND|2ZMB|37VULN|4DUR|5AART|6RCR|8DMG|9LIT|aASPD
309	66262 31323	   	173.11	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ZMB|37VULN|4LHND|5AART|6RCR|8DMG|9LIT|aASPD
310	17414 33365	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|8CDMG|9LWND|aZMB
311	17414 34365	   	173.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|8CDMG|9LWND|aZMB
312	17458 23344	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|4ZMB|5AART|67VULN|8CDMG|9LWND|aDMG
313	17414 34627	   	173.07	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2aBASHEA|3RCR|4aVULN|5AART|67DMG|8DUR|9aMLV|aBPWR
314	63251 33226	 * 	173.07	DCR|3DMG|2AART|1VULN|1DUR	1DUR|2MBVNT|3ERES|45AART|689DMG|7VULN|aRCR
315	11311 26332	   	173.07	DCR|4VULN|3ZMB|3ASPD	1MBVNT|247aVULN|3LWND|57aZMB|67aASPD|7aBPWR|8RCVC|9RCR
316	11411 26232	   	173.07	DCR|4VULN|3ZMB|3ASPD	1MBVNT|247aVULN|38BEXP|57aZMB|67aASPD|7aBPWR|9RCR
317	11511 26332	   	173.07	DCR|4VULN|3ZMB|3ASPD	1MBVNT|247aVULN|3LHND|57aZMB|67aASPD|7aBPWR|8RCVC|9RCR
318	65233 12253	   	173.07	ACR|2VULN|2DMG|1AART|2DUR	13DUR|23VULN|3BPWR|4RCR|5DLOT|6LWND|7DMSP|89DMG|aAART
319	17414 33315	   	173.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|8CDMG|9DUST|aZMB
320	17414 34315	   	173.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|8CDMG|9DUST|aZMB
321	65232 43111	   	172.99	ACR|4VULN|1DMG|3DUR|1ASPD	136DUR|2356VULN|36BPWR|4RCR|7ASPD|8CGEN|9BEXP|aDMG
322	17414 31615	   	172.97	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2BASHEA|3RCR|4aVULN|5AART|69DMG|7RCVC|8DUR
