0	Index      	 *	Score 	Summary	Detail	
1	31427 18823	 * 	208.04	DCR|3VULN|2ASPD|1AART|1CDMG	18CGEN|2MBVNT|3AART|4AME|578VULN|68ASPD|8BPWR|9CDMG|aRCR
163	11116 21651	   	180.18	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2AELBLL|3DUST|4ASPD|5ZMB|6DMG|7RCR|8AART|9VULN|aMDPS
164	61116 21231	   	180.18	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1ZMB	1DMSP|2FEWX|3DUST|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aMDPS
165	62116 21231	   	180.18	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1ZMB	1DMSP|2LWND|3DUST|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aMDPS
166	31427 15622	   	179.96	DCR|2VULN|2ASPD|1AART	189aCGEN|2MBVNT|3AART|4AME|5aVULN|6aASPD|7RCR|aBPWR
167	14212 14241	 * 	179.80	DCR|2VULN|2AART|1MDPS|1CDMG	1FEWX|2MLV|37VULN|4LHND|5MDPS|6RCR|8aAART|9CDMG
168	53212 14241	   	179.80	DCR|2VULN|2AART|1MDPS|1CDMG	1AME|2FEWX|37VULN|4LHND|5MDPS|6RCR|8aAART|9CDMG
169	31127 21813	   	179.76	DCR|2VULN|2ASPD|1AART|1AAC	1aCGEN|2MBVNT|3DUST|4aVULN|5aASPD|6AAC|7RCR|8AART|9RMIN|aBPWR
170	51224 22134	 * 	179.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AME|2MBVNT|34VULN|5MDPS|6ASPD|7LHND|8RCR|9CDMG|aAART
171	51224 26134	   	179.69	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AME|2MBVNT|34VULN|5MDPS|6ASPD|7FEWX|8RCR|9CDMG|aAART
172	51224 76134	 * 	179.69	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1AME|2MBVNT|34VULN|5MDPS|6DMG|7FEWX|8RCR|9CDMG|aAART
173	51224 77134	   	179.69	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1AME|2MBVNT|34VULN|5MDPS|6DMG|7LHND|8RCR|9CDMG|aAART
174	31616 61414	   	179.66	DCR|2VULN|2ASPD|1AART	1CGEN|2MBVNT|3ERES|45ASPD|68VULN|7RCR|9FEWX|aAART
175	51225 21214	   	179.66	DCR|3VULN|1ASPD|1DMG	1AME|2MBVNT|348VULN|5CGEN|6DMG|7RCR|9FEWX|aASPD
176	51225 21241	   	179.66	DCR|3VULN|1ASPD|1DMG	1AME|2MBVNT|348VULN|5CGEN|6DMG|7RCR|9ASPD|aLHND
177	51225 21242	   	179.66	DCR|3VULN|1ASPD|1DMG	1AME|2MBVNT|348VULN|5aCGEN|6DMG|7RCR|9ASPD
178	51225 21243	   	179.66	DCR|3VULN|1ASPD|1DMG	1AME|2MBVNT|348VULN|5CGEN|6DMG|7RCR|9ASPD|aFEWX
179	51225 21244	   	179.66	DCR|3VULN|1ASPD|1DMG	1AME|2MBVNT|348VULN|5CGEN|6DMG|7RCR|9ASPD|aAELBLL
180	51225 21247	   	179.66	DCR|3VULN|1ASPD|1DMG	1AME|2MBVNT|348VULN|5CGEN|6DMG|7RCR|9ASPD|aRMIN
181	51225 21274	   	179.66	DCR|3VULN|1ASPD|1DMG	1AME|2MBVNT|348VULN|5CGEN|6DMG|7RCR|9LHND|aASPD
182	51242 21274	 * 	179.66	DCR|3VULN|1ASPD|1DMG|1NUKE	15AME|2MBVNT|358VULN|4NUKE|5BPWR|6DMG|7RCR|9LHND|aASPD
183	31414 48441	   	179.60	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2MBVNT|3AART|4BEXP|58VULN|6RPLT|7ASPD|9DMG|aRCR
184	31464 12361	   	179.60	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2MBVNT|3AART|4LWND|59VULN|6ASPD|7DMG|8LHND|aRCR
185	13122 14241	   	179.60	DCR|2VULN|2AART|1MDPS|1CDMG	1FEWX|2LEGI|3ERES|47VULN|5MDPS|6RCR|8aAART|9CDMG
186	13622 14241	   	179.60	DCR|2VULN|2AART|1MDPS|1CDMG	1FEWX|2LEGI|3TLV|47VULN|5MDPS|6RCR|8aAART|9CDMG
187	51224 24134	   	179.59	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AME|2MBVNT|34VULN|5MDPS|6ASPD|7DUST|8RCR|9CDMG|aAART
188	51224 45134	   	179.59	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1AME|2MBVNT|34VULN|5MDPS|6DUST|7DMG|8RCR|9CDMG|aAART
189	51224 46134	   	179.59	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1AME|2MBVNT|34VULN|5MDPS|6DUST|7ASPD|8RCR|9CDMG|aAART
190	31616 61124	   	179.56	DCR|2VULN|2ASPD|2CDMG	1CGEN|2MBVNT|3ERES|45ASPD|6aVULN|7RCR|89CDMG
191	51225 21245	   	179.56	DCR|3VULN|1ASPD|1DMG	1AME|2MBVNT|348VULN|5CGEN|6DMG|7RCR|9ASPD|aDUST
192	51225 21248	   	179.56	DCR|3VULN|1ASPD|1DMG|1MSE	1AME|2MBVNT|348VULN|5CGEN|6DMG|7RCR|9ASPD|aMSE
193	51241 21274	   	179.56	DCR|3VULN|1ASPD|1DMG|1NUKE	1AME|2MBVNT|358VULN|4NUKE|6DMG|7RCR|9LHND|aASPD
194	31414 12461	   	179.50	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2MBVNT|3AART|4BEXP|59VULN|6ASPD|7DMG|8DUST|aRCR
195	31464 12461	   	179.50	DCR|2VULN|1AART|1ASPD|1DMG	1CGEN|2MBVNT|3AART|4LWND|59VULN|6ASPD|7DMG|8DUST|aRCR
196	41414 13441	   	179.50	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2MBVNT|3AART|4BEXP|57VULN|6ASPD|8RPLT|9DMG|aRCR
197	41414 43441	   	179.50	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2MBVNT|3AART|4BEXP|58VULN|6RPLT|7ASPD|9DMG|aRCR
198	41464 12361	   	179.50	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2MBVNT|3AART|4LWND|59VULN|6ASPD|7DMG|8LHND|aRCR
199	51242 11151	   	179.46	DCR|3VULN|1AART|1NUKE|1CDMG|1AAC	15AME|2MBVNT|359VULN|4NUKE|5BPWR|6AAC|7RCR|8CDMG|aAART
200	51225 21364	 * 	179.41	DCR|2VULN|2DMG|1ASPD	1AME|2MBVNT|34VULN|5CGEN|69DMG|7RCR|8BEXP|aASPD
201	51242 21364	 * 	179.41	DCR|2VULN|2DMG|1ASPD|1NUKE	15AME|2MBVNT|35VULN|4NUKE|5BPWR|69DMG|7RCR|8BEXP|aASPD
202	41414 12461	   	179.40	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2MBVNT|3AART|4BEXP|59VULN|6ASPD|7DMG|8DUST|aRCR
203	41464 12461	   	179.40	DCR|2VULN|1AART|1ASPD|1DMG	1ERES|2MBVNT|3AART|4LWND|59VULN|6ASPD|7DMG|8DUST|aRCR
204	31123 52171	   	179.38	DCR|2AART|1VULN|1ASPD|1CDMG	1CGEN|2MBVNT|3DUST|4VULN|5CDMG|6RCR|7LWND|8ASPD|9aAART
205	31123 52371	 * 	179.38	DCR|2AART|1VULN|1DMG|1CDMG	1CGEN|2MBVNT|3DUST|4VULN|5CDMG|6RCR|7LWND|8DMG|9aAART
206	31123 52451	   	179.38	DCR|2AART|1VULN|1ASPD|1CDMG	1CGEN|2MBVNT|3DUST|4VULN|5CDMG|6RCR|7LWND|8aAART|9ASPD
207	51123 52171	   	179.38	DCR|2AART|1VULN|1ASPD|1CDMG	1AME|2MBVNT|3DUST|4VULN|5CDMG|6RCR|7LWND|8ASPD|9aAART
208	51123 52371	   	179.38	DCR|2AART|1VULN|1DMG|1CDMG	1AME|2MBVNT|3DUST|4VULN|5CDMG|6RCR|7LWND|8DMG|9aAART
209	51123 52451	   	179.38	DCR|2AART|1VULN|1ASPD|1CDMG	1AME|2MBVNT|3DUST|4VULN|5CDMG|6RCR|7LWND|8aAART|9ASPD
210	51241 11151	   	179.36	DCR|3VULN|1AART|1NUKE|1CDMG|1AAC	1AME|2MBVNT|359VULN|4NUKE|6AAC|7RCR|8CDMG|aAART
211	31617 21454	   	179.34	DCR|2ASPD|1VULN|1AART|1DMG	1CGEN|2MBVNT|3ERES|48ASPD|5MLV|6DMG|7RCR|9VULN|aAART
212	51122 71246	   	179.34	DCR|2ASPD|1VULN|1AART|1DMG	1AME|2MBVNT|3DUST|4VULN|5RMIN|6aASPD|7RCR|8DMG|9AART
213	51415 21454	   	179.34	DCR|2ASPD|1VULN|1AART|1DMG	1AME|2MBVNT|3ERES|48ASPD|5CGEN|6DMG|7RCR|9VULN|aAART
214	31618 61311	   	179.31	DCR|2VULN|2DMG|1ASPD	1CGEN|2MBVNT|3ERES|4ASPD|56VULN|7RCR|89DMG|aLHND
215	31618 61312	   	179.31	DCR|2VULN|2DMG|1ASPD	1aCGEN|2MBVNT|3ERES|4ASPD|56VULN|7RCR|89DMG
216	31618 61313	   	179.31	DCR|2VULN|2DMG|1ASPD	1CGEN|2MBVNT|3ERES|4ASPD|56VULN|7RCR|89DMG|aFEWX
217	31618 61314	   	179.31	DCR|2VULN|2DMG|1ASPD	1CGEN|2MBVNT|3ERES|4ASPD|56VULN|7RCR|89DMG|aAELBLL
218	51241 21364	   	179.31	DCR|2VULN|2DMG|1ASPD|1NUKE	1AME|2MBVNT|35VULN|4NUKE|69DMG|7RCR|8BEXP|aASPD
219	41123 52171	   	179.28	DCR|2AART|1VULN|1ASPD|1CDMG	1ERES|2MBVNT|3DUST|4VULN|5CDMG|6RCR|7LWND|8ASPD|9aAART
220	41123 52371	   	179.28	DCR|2AART|1VULN|1DMG|1CDMG	1ERES|2MBVNT|3DUST|4VULN|5CDMG|6RCR|7LWND|8DMG|9aAART
221	41143 54171	   	179.28	DCR|2AART|1VULN|1ASPD|1CDMG	1ERES|2MBVNT|3DUST|4LWND|5CDMG|6RCR|7VULN|8ASPD|9aAART
222	41143 54371	   	179.28	DCR|2AART|1VULN|1DMG|1CDMG	1ERES|2MBVNT|3DUST|4LWND|5CDMG|6RCR|7VULN|8DMG|9aAART
223	41123 52451	   	179.28	DCR|2AART|1VULN|1ASPD|1CDMG	1ERES|2MBVNT|3DUST|4VULN|5CDMG|6RCR|7LWND|8aAART|9ASPD
224	41143 54451	   	179.28	DCR|2AART|1VULN|1ASPD|1CDMG	1ERES|2MBVNT|3DUST|4LWND|5CDMG|6RCR|7VULN|8aAART|9ASPD
225	11413 41261	   	179.27	DCR|1AART|1VULN|1ASPD|1DMG|1AAC|1ZMB	1FEWX|2AELBLL|3AART|4ASPD|5ZMB|6RCR|7LIT|8DMG|9VULN|aAAC
226	31414 13314	   	179.27	DCR|3VULN|1AART|1ASPD	1CGEN|2MBVNT|3AART|4BEXP|57aVULN|6ASPD|8ERES|9RCR
227	41414 13814	   	179.27	DCR|3VULN|1AART|1ASPD	1ERES|2MBVNT|3AART|4BEXP|57aVULN|6ASPD|8CGEN|9RCR
228	41464 13814	   	179.27	DCR|3VULN|1AART|1ASPD	1ERES|2MBVNT|3AART|4LWND|57aVULN|6ASPD|8CGEN|9RCR
229	31315 21454	   	179.24	DCR|2ASPD|1VULN|1AART|1DMG	1CGEN|2MBVNT|3TLV|48ASPD|5ERES|6DMG|7RCR|9VULN|aAART
230	41122 71246	   	179.24	DCR|2ASPD|1VULN|1AART|1DMG	1ERES|2MBVNT|3DUST|4VULN|5RMIN|6aASPD|7RCR|8DMG|9AART
231	41315 21454	   	179.24	DCR|2ASPD|1VULN|1AART|1DMG	1ERES|2MBVNT|3TLV|48ASPD|5CGEN|6DMG|7RCR|9VULN|aAART
232	51127 41246	   	179.24	DCR|2ASPD|1VULN|1AART|1DMG	1AME|2MBVNT|3DUST|4VULN|5aASPD|6TLV|7RCR|8DMG|9AART
233	31616 61142	 * 	179.24	DCR|2ASPD|1VULN|2CDMG|1DMG	1CGEN|2MBVNT|3ERES|45ASPD|6VULN|7RCR|8aCDMG|9DMG
234	54231 42231	   	179.23	DCR|2VULN|2DMG|1AART	1AME|2LHND|35VULN|4aDMG|6LIT|7LWND|8AART|9RCR
235	31427 18511	   	179.21	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1CGEN|2MBVNT|3AART|4AME|57VULN|6ASPD|8DUR|9RCR|aMDPS
236	41127 41246	   	179.14	DCR|2ASPD|1VULN|1AART|1DMG	1ERES|2MBVNT|3DUST|4VULN|5aASPD|6TLV|7RCR|8DMG|9AART
237	31128 44278	 * 	179.07	DCR|3VULN|1MDPS|2ASPD	1CGEN|2MBVNT|36DUST|456VULN|6BPWR|78ASPD|9RCR|aMDPS
238	51632 38222	   	178.99	DCR|2DMG|1VULN|1AART|1CDMG	1AME|2MBVNT|3CGEN|4CDMG|5aDMG|6DMSP|7RCR|8AART|9VULN
239	31433 55214	   	178.99	DCR|2VULN|1AART|1ASPD|2DUR	1CGEN|2MBVNT|3AART|45DUR|6aVULN|7RCR|8ERES|9ASPD
240	41433 25614	   	178.99	DCR|2VULN|1AART|1ASPD|2DUR	1ERES|2MBVNT|3AART|45DUR|6aVULN|7RCR|8CGEN|9ASPD
241	31288 11141	   	178.89	DCR|2DMG|1VULN|1AART|1CDMG|1AAC	1CGEN|2MBVNT|3AELBLL|49DMG|5VULN|6AAC|7RCR|8CDMG|aAART
242	31332 38222	   	178.89	DCR|2DMG|1VULN|1AART|1CDMG	1CGEN|2MBVNT|3TLV|4CDMG|5aDMG|6DMSP|7RCR|8AART|9VULN
243	31632 48272	   	178.89	DCR|2DMG|1VULN|1AART|1CDMG	16CGEN|2MBVNT|3ERES|4CDMG|5aDMG|7RCR|8AART|9VULN
244	12516 21232	   	178.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2DUST|3RCVC|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aLHND
245	12516 21233	   	178.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2DUST|3RCVC|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aBEXP
246	12516 21234	   	178.86	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2DUST|3RCVC|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aCGEN
247	13516 21232	   	178.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2LEGI|3RCVC|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aLHND
248	13516 21234	   	178.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2LEGI|3RCVC|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aCGEN
249	31632 18272	   	178.79	DCR|2DMG|1VULN|1AART|1CDMG	1CGEN|2MBVNT|36ERES|4CDMG|5aDMG|7RCR|8AART|9VULN
250	51225 21234	   	178.78	DCR|4VULN|1DMG|1AAC	1AME|2MBVNT|3489VULN|5CGEN|6DMG|7RCR|aAAC
251	33316 21214	   	178.77	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB	1CGEN|2FEWX|3TLV|4ASPD|59ZMB|6DMG|7RCR|8VULN|aAART
252	62116 21214	   	178.77	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB	1DMSP|2LWND|3DUST|4ASPD|59ZMB|6DMG|7RCR|8VULN|aAART
253	12516 21235	   	178.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2DUST|3RCVC|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aTLV
254	12516 21236	   	178.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2DUST|3RCVC|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aCANSTR
255	13516 21233	   	178.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1MSE	1FEWX|2LEGI|3RCVC|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aMSE
256	13516 21235	   	178.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2LEGI|3RCVC|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aTLV
257	13516 21236	   	178.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|2LEGI|3RCVC|4ASPD|5ZMB|6DMG|7RCR|8VULN|9AART|aCANSTR
258	12516 21121	 * 	178.76	DCR|1AART|2CDMG|1ASPD|1DMG|1ZMB	1FEWX|2DUST|3RCVC|4ASPD|5ZMB|6DMG|7RCR|89CDMG|aAART
259	12516 21124	   	178.76	DCR|1VULN|2CDMG|1ASPD|1DMG|1ZMB	1FEWX|2DUST|3RCVC|4ASPD|5ZMB|6DMG|7RCR|89CDMG|aVULN
260	13516 21121	   	178.76	DCR|1AART|2CDMG|1ASPD|1DMG|1ZMB	1FEWX|2LEGI|3RCVC|4ASPD|5ZMB|6DMG|7RCR|89CDMG|aAART
261	13516 21124	   	178.76	DCR|1VULN|2CDMG|1ASPD|1DMG|1ZMB	1FEWX|2LEGI|3RCVC|4ASPD|5ZMB|6DMG|7RCR|89CDMG|aVULN
262	41157 41244	 * 	178.69	DCR|3ASPD|1AART|1DMG|1DUR	1ERES|2MBVNT|3DUST|4DUR|578ASPD|6RCR|9DMG|aAART
263	31618 61434	   	178.68	DCR|4VULN|1ASPD|1AAC	1CGEN|2MBVNT|3ERES|4ASPD|5689VULN|7RCR|aAAC
264	43316 21214	   	178.67	DCR|1AART|1VULN|1ASPD|1DMG|2ZMB	1ERES|2FEWX|3TLV|4ASPD|59ZMB|6DMG|7RCR|8VULN|aAART
265	11413 41252	   	178.43	DCR|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2AELBLL|3AART|4ASPD|5ZMB|6RCR|7LIT|8DMG|9DUR|aCDMG
266	31618 61143	   	178.30	DCR|2VULN|1ASPD|1DMG|1CDMG	1CGEN|2MBVNT|3ERES|4ASPD|56VULN|7RCR|8CDMG|9DMG|aRCVC
267	31312 61154	   	178.20	DCR|3VULN|1ASPD|1CDMG	1CGEN|2MBVNT|3TLV|4ASPD|5RCVC|69aVULN|7RCR|8CDMG
268	51412 61154	   	178.20	DCR|3VULN|1ASPD|1CDMG	1AME|2MBVNT|3ERES|4ASPD|5RCVC|69aVULN|7RCR|8CDMG
269	31616 61441	   	178.17	DCR|3ASPD|2VULN|1MDPS	1CGEN|2MBVNT|3ERES|459ASPD|68VULN|7RCR|aMDPS
270	41312 61154	   	178.10	DCR|3VULN|1ASPD|1CDMG	1ERES|2MBVNT|3TLV|4ASPD|5RCVC|69aVULN|7RCR|8CDMG
271	51213 57431	   	178.06	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1AME|2MBVNT|3VULN|4LHND|5CDMG|6RCR|7DUR|8aAART|9ZMB
272	51253 52431	   	178.06	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1AME|2MBVNT|3VULN|4DUR|5CDMG|6RCR|7LWND|8aAART|9ZMB
