0	Index      	 *	Score 	Summary	Detail	
1	12532 38524	 * 	219.47	DCR|3VULN|2ASPD|1AART|2CDMG	19CDMG|24LWND|3MBVNT|579VULN|69ASPD|8RCR|9BPWR|aAART
160	12532 34348	   	195.86	DCR|2VULN|2AART|1ASPD|1CDMG	1CDMG|24LWND|3MBVNT|59VULN|6ASPD|7aAART|8RCR
161	32611 12515	   	195.83	DCR|3VULN|1AART|1DMG|3DUR|1SELL	135VULN|236DUR|3BPWR|4DMG|7SELL|8ERES|9AART|aRCR
162	13125 21212	   	195.72	DCR|3VULN|1AART|1ASPD|1CDMG	1CDMG|2RPLT|3AART|4LWND|57aVULN|6ASPD|8LHND|9RCR
163	12532 38523	   	195.69	DCR|3VULN|2ASPD|2CDMG	19CDMG|24LWND|3MBVNT|579VULN|69ASPD|8RCR|9BPWR|aAME
164	53122 62334	   	195.56	DCR|2VULN|2DMG|1AART|1ZMB	1CGEN|2BEXP|3AART|49VULN|5LIT|6RCR|7aDMG|8ZMB
165	31312 21521	 * 	195.38	DCR|3VULN|2ASPD|1DMG	167VULN|2LIT|3RCVC|45ASPD|8RCR|9DMG|aRPLT
166	31312 21522	   	195.38	DCR|3VULN|2ASPD|1DMG	167VULN|2LIT|3RCVC|45ASPD|8RCR|9DMG|aLHND
167	31312 21523	   	195.38	DCR|3VULN|2ASPD|1DMG	167VULN|2LIT|3RCVC|45ASPD|8RCR|9DMG|aFEWX
168	31312 21524	   	195.28	DCR|3VULN|2ASPD|1DMG	167VULN|2LIT|3RCVC|45ASPD|8RCR|9DMG|aDUST
169	31312 21525	   	195.28	DCR|3VULN|2ASPD|1DMG	167VULN|2LIT|3RCVC|45ASPD|8RCR|9DMG|aMBVNT
170	35211 31213	   	195.12	DCR|3VULN|2CDMG|1DMG|2ZMB	15aVULN|2AME|3aZMB|4DMG|69LIT|7aCDMG|8RCR|aBPWR
171	36211 31213	   	195.12	DCR|3VULN|2CDMG|1DMG|2ZMB	15aVULN|2MLV|3aZMB|4DMG|69LIT|7aCDMG|8RCR|aBPWR
172	14232 41423	   	195.05	DCR|2VULN|2ASPD|3CDMG|1ZMB	129CDMG|29BPWR|3DUST|49TLV|5ZMB|6aASPD|79VULN|8RCR
173	32263 23322	   	195.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR|1AAC	1VULN|26DUR|3AAC|4LWND|5CDMG|7RCR|8ASPD|9DMG|aAART
174	11316 41421	   	194.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	19CDMG|2FEWX|39CGEN|4DMG|5RCVC|6ASPD|79VULN|8RCR|9BPWR|aDUR
175	12316 41421	   	194.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	19CDMG|2LWND|39CGEN|4DMG|5RCVC|6ASPD|79VULN|8RCR|9BPWR|aDUR
176	31562 21253	   	194.88	DCR|2VULN|2DMG|2CDMG|2ZMB	1aVULN|2LIT|3aDMG|46CDMG|59ZMB|7aCGEN|8RCR|aBPWR
177	31312 23523	   	194.81	DCR|2VULN|2ASPD|1AART|2DUR	16VULN|2LIT|3RCVC|45ASPD|79DUR|8RCR|aAART
178	36214 24122	   	194.73	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2MLV|3ZMB|4DMG|5AART|6RCVC|7RCR|8CDMG|9LHND
179	32615 21115	   	194.59	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	13VULN|237DUR|3BPWR|4DMG|5CDMG|6MLV|8DMSP|9AART|aRCR
180	32626 32321	   	194.59	DCR|2VULN|1AART|1ASPD|3DUR|1CDMG	13VULN|234DUR|3BPWR|5AART|6ASPD|7LIT|8CDMG|9MLV|aRCR
181	32626 32331	   	194.59	DCR|2VULN|1AART|1ASPD|3DUR|1CDMG	13VULN|234DUR|3BPWR|5AART|6ASPD|7LIT|8CDMG|9AME|aRCR
182	32626 32351	   	194.59	DCR|2VULN|1AART|1ASPD|3DUR|1CDMG	13VULN|234DUR|3BPWR|5AART|6ASPD|7LIT|8CDMG|9CGEN|aRCR
183	13422 21423	   	194.54	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1CDMG|2RPLT|3MLV|4DUR|5ZMB|6aVULN|79AART|8RCR
184	55232 21423	   	194.54	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1CGEN|2RPLT|3DUR|4CDMG|5ZMB|6aVULN|79AART|8RCR
185	14622 33413	 * 	194.50	ACR|3VULN|3CDMG|1ASPD|1DMG|1DUR	127CDMG|2BPWR|3RCR|4DUR|59aVULN|6ASPD|8DMG
186	32615 11115	   	194.49	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	13VULN|237DUR|3BPWR|4DMG|5CDMG|6TLV|8DMSP|9AART|aRCR
187	13222 51423	   	194.44	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1CDMG|2RPLT|3ERES|4DUR|5ZMB|6aVULN|79AART|8RCR
188	13522 21423	   	194.44	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1CDMG|2RPLT|3TLV|4DUR|5ZMB|6aVULN|79AART|8RCR
189	35214 24132	 * 	194.41	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1ZMB	1VULN|2AME|3ZMB|4DMG|5AART|6RCVC|7RCR|8CDMG|9BELT|aNUKE
190	36214 24132	   	194.41	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1ZMB	1VULN|2MLV|3ZMB|4DMG|5AART|6RCVC|7RCR|8CDMG|9BELT|aNUKE
191	13113 32434	   	194.37	DCR|2VULN|3CDMG|1AART|1ASPD	157CDMG|2RPLT|3AART|47TSLFST|67VULN|7BPWR|8RCR|9LHND|aASPD
192	13113 32464	   	194.37	DCR|2VULN|3CDMG|1AART|1ASPD	157CDMG|2RPLT|3AART|47TSLFST|67VULN|7BPWR|8RCR|9FEWX|aASPD
193	14131 34533	   	194.35	DCR|3CDMG|1VULN|1AART|1DMG|2DUR	124CDMG|24BPWR|3AART|5RCVC|6RCR|7DMG|89DUR|aVULN
194	32642 33223	 * 	194.34	DCR|4VULN|1ASPD|3DUR	1389VULN|239DUR|39BPWR|4ERES|5FEWX|69BEXP|7RCR|aASPD
195	13113 32414	   	194.27	DCR|2VULN|3CDMG|1AART|1ASPD	157CDMG|2RPLT|3AART|47TSLFST|67VULN|7BPWR|8RCR|9DUST|aASPD
196	13422 21422	   	194.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2RPLT|3MLV|4DUR|5ZMB|6VULN|79AART|8RCR|aASPD
197	55232 21422	   	194.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1CGEN|2RPLT|3DUR|4CDMG|5ZMB|6VULN|79AART|8RCR|aASPD
198	16262 22135	   	194.17	DCR|2VULN|3CDMG|1AART|1ASPD|1AAC	156CDMG|259BASARM|3AAC|4AART|59BPWR|79VULN|8RCR|aASPD
199	13222 51422	   	194.12	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2RPLT|3ERES|4DUR|5ZMB|6VULN|79AART|8RCR|aASPD
200	13522 21422	   	194.12	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2RPLT|3TLV|4DUR|5ZMB|6VULN|79AART|8RCR|aASPD
201	14135 21336	 * 	194.05	DCR|3CDMG|1AART|1VULN|1ASPD|1DMG	124CDMG|24BPWR|3AART|5DMG|6LHND|7VULN|8RCR|9LWND|aASPD
202	12532 38514	   	194.01	DCR|2VULN|2ASPD|1AART|1CDMG	1CDMG|24LWND|3MBVNT|57VULN|69ASPD|8RCR|aAART
203	13125 26212	   	193.96	DCR|2VULN|2AART|1ASPD|1CDMG	1CDMG|2RPLT|37AART|4LWND|5aVULN|6ASPD|8LHND|9RCR
204	31312 21531	   	193.96	DCR|3VULN|2ASPD|1ZMB|1DUR	167VULN|2LIT|3RCVC|45ASPD|8RCR|9DUR|aZMB
205	32623 14142	   	193.95	DCR|3VULN|1DMG|3DUR|1CDMG	139VULN|234DUR|3BPWR|5DMG|6LWND|7CDMG|8RCR|aRCVC
206	11514 37425	 * 	193.82	DCR|2VULN|2ASPD|2CDMG|1DMG|1AAC	19CDMG|29FEWX|3MBVNT|46ASPD|5DMG|79VULN|8AAC|9BPWR|aRCR
207	12514 37425	   	193.82	DCR|2VULN|2ASPD|2CDMG|1DMG|1AAC	19CDMG|29LWND|3MBVNT|46ASPD|5DMG|79VULN|8AAC|9BPWR|aRCR
208	12544 38325	   	193.82	DCR|2VULN|2ASPD|2CDMG|1DMG|1AAC	19CDMG|29LWND|3MBVNT|4AAC|5DMG|68ASPD|79VULN|9BPWR|aRCR
209	11311 41412	   	193.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1CDMG|2FEWX|35CGEN|4DMG|69ASPD|7VULN|8RCR|aAART
210	11613 41412	   	193.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1CDMG|25FEWX|3AME|4DMG|69ASPD|7VULN|8RCR|aAART
211	33234 33234	 * 	193.73	DCR|2VULN|2DMG|2ASPD|1AAC	1aVULN|2LHND|3AAC|4aDMG|5ERES|6RPLT|7RCR|8BEXP|9aASPD|aBPWR
212	33234 33534	   	193.73	DCR|2VULN|2DMG|2ASPD|1AAC	1aVULN|2LHND|3AAC|4aDMG|5ERES|6RPLT|7RCR|8LWND|9aASPD|aBPWR
213	33234 33134	   	193.63	DCR|2VULN|2DMG|2ASPD|1AAC	1aVULN|2LHND|3AAC|4aDMG|5ERES|6RPLT|7RCR|8DUST|9aASPD|aBPWR
214	12532 38228	   	193.62	DCR|3VULN|1AART|1ASPD|1CDMG	1CDMG|24LWND|3MBVNT|578VULN|6ASPD|9AART|aRCR
215	32611 21221	   	193.42	DCR|4VULN|1DMG|2DUR|1ZMB	1359VULN|23DUR|3BPWR|4DMG|6AIRARM|7BELT|8ZMB|aRCR
216	13211 61463	   	193.34	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2RPLT|3ERES|4DMG|5aVULN|69DUR|7AART|8RCR
217	13213 51463	   	193.34	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2RPLT|3ERES|4DMG|59DUR|6aVULN|7AART|8RCR
218	34411 23242	   	193.33	DCR|4VULN|2DMG	159aVULN|26LWND|3DMSP|49DMG|7RCR|89BEXP|9BPWR
219	16232 23662	   	193.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1CDMG|2BASARM|3AAC|49VULN|58DMG|6AART|7MLV|aRCR
220	16232 33512	   	193.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1CDMG|2BASARM|3AAC|46VULN|57DMG|8AART|9RMIN|aRCR
221	16232 33552	   	193.28	DCR|2VULN|2DMG|1AART|1CDMG|1AAC	1CDMG|2BASARM|3AAC|46VULN|57DMG|8AART|9AME|aRCR
222	31562 21263	   	193.26	DCR|2VULN|2DMG|2CDMG|1ZMB	1aVULN|2LIT|3aDMG|46CDMG|5ZMB|7aCGEN|8RCR|9RCVC|aBPWR
223	11552 33523	   	193.22	DCR|2VULN|2ASPD|3CDMG|1DUR	179CDMG|24FEWX|3MBVNT|59VULN|69ASPD|8RCR|9BPWR|aDUR
224	12532 33521	   	193.22	DCR|2VULN|2ASPD|3CDMG|1DUR	179CDMG|24LWND|3MBVNT|59VULN|69ASPD|8RCR|9BPWR|aDUR
225	32642 33242	   	193.21	DCR|3VULN|1AART|1CDMG|2DUR	138VULN|23DUR|3BPWR|4ERES|5FEWX|6BEXP|7RCR|9CDMG|aAART
226	32211 13332	   	193.21	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	15aVULN|26DUR|3AAC|4DMSP|7RCR|8DMG|9ASPD
227	31314 21533	   	193.18	DCR|3VULN|1AART|1ASPD|1DUR	167VULN|2LIT|3RCVC|4ASPD|5AELBLL|8RCR|9DUR|aAART
228	31315 21533	   	193.18	DCR|3VULN|1AART|1ASPD|1DUR	167VULN|2LIT|3RCVC|4ASPD|5DMSP|8RCR|9DUR|aAART
229	32613 34282	   	193.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	13VULN|23DUR|3BPWR|4DMG|5DUST|6LIT|7MBVNT|8ASPD|9AART|aRCR
230	32251 13332	 * 	193.11	DCR|3VULN|2AAC|1ASPD|1DMG|2DUR	15aVULN|26DUR|34AAC|7RCR|8DMG|9ASPD
231	62323 43421	   	193.03	DCR|4VULN|2DMG	1BELT|2RCVC|38CGEN|4678VULN|58DMG|8BPWR|9RCR|aLHND
232	62323 43423	   	193.03	DCR|4VULN|2DMG	1BELT|2RCVC|38CGEN|4678VULN|58DMG|8BPWR|9RCR|aFEWX
233	13211 61462	   	193.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1CDMG|2RPLT|3ERES|4DMG|5VULN|69DUR|7AART|8RCR|aASPD
234	13213 51462	   	193.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2DUR	1CDMG|2RPLT|3ERES|4DMG|59DUR|6VULN|7AART|8RCR|aASPD
235	32534 24323	   	192.90	DCR|3ASPD|2VULN|1CDMG|2DUR	19VULN|29DUR|3CDMG|46LWND|5MBVNT|789ASPD|9BPWR|aRCR
236	32623 14141	   	192.65	DCR|3VULN|1DMG|3DUR|1CDMG	139VULN|234DUR|3BPWR|5DMG|6aLWND|7CDMG|8RCR
237	32623 24141	   	192.65	DCR|3VULN|1DMG|3DUR|1CDMG	139VULN|234DUR|3BPWR|5DMG|6FEWX|7CDMG|8RCR|aLWND
238	32623 24142	   	192.65	DCR|3VULN|1DMG|3DUR|1CDMG	139VULN|234DUR|3BPWR|5DMG|6FEWX|7CDMG|8RCR|aRPLT
239	32623 24143	   	192.65	DCR|3VULN|1DMG|3DUR|1CDMG	139VULN|234DUR|3BPWR|5DMG|6FEWX|7CDMG|8RCR|aAELBLL
240	35211 31232	   	192.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	15aVULN|2AME|3ZMB|4DMG|6LIT|7CDMG|8RCR|9DUR
241	36211 31232	   	192.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	15aVULN|2MLV|3ZMB|4DMG|6LIT|7CDMG|8RCR|9DUR
242	32611 41124	 * 	192.46	DCR|3VULN|1ASPD|1DMG|3DUR	135VULN|239DUR|3BPWR|4DMG|6LHND|7ASPD|8AELBLL|aRCR
243	32611 51124	   	192.46	DCR|3VULN|1ASPD|1DMG|3DUR	135VULN|239DUR|3BPWR|4DMG|6BEXP|7ASPD|8AELBLL|aRCR
244	32623 22125	   	192.40	DCR|3VULN|1DMG|3DUR|1CDMG|1SELL	13aVULN|234DUR|3BPWR|5DMG|6FEWX|7SELL|8RCR|9CDMG
245	32623 24134	   	192.40	DCR|2VULN|2DMG|3DUR|1CDMG	13VULN|234DUR|3BPWR|5aDMG|6FEWX|7CDMG|8RCR|9LWND
246	33522 62111	   	192.36	DCR|3VULN|2ASPD|1CDMG	17aVULN|2LHND|3RPLT|4aASPD|5LIT|6RCR|8CDMG|9aCGEN|aBPWR
247	34522 62111	   	192.36	DCR|3VULN|2ASPD|1CDMG	17aVULN|2LWND|3RPLT|4aASPD|5LIT|6RCR|8CDMG|9aCGEN|aBPWR
248	33522 61124	   	192.36	DCR|3VULN|2ASPD|1CDMG	17aVULN|2LHND|3RPLT|47ASPD|57LIT|6RCR|7BPWR|8CDMG|9LWND
249	32626 11123	   	192.36	DCR|3VULN|1AART|3DUR|1CDMG	138VULN|234DUR|3BPWR|5AART|69RMIN|7CDMG|aRCR
250	32611 33124	   	192.36	DCR|3VULN|1ASPD|1DMG|3DUR	135VULN|239DUR|3BPWR|4DMG|6CGEN|7ERES|8ASPD|aRCR
251	32613 21124	   	192.36	DCR|3VULN|1ASPD|1DMG|3DUR	136VULN|239DUR|3BPWR|4DMG|5DUST|7ASPD|8AELBLL|aRCR
252	31562 31232	   	192.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1aVULN|2LIT|36DMG|4CDMG|5ZMB|7CGEN|8RCR|9DUR
253	31562 34232	   	192.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1aVULN|2LIT|36DMG|4CDMG|5ZMB|7MLV|8RCR|9DUR
254	32613 62135	   	192.30	DCR|3VULN|1DMG|3DUR|1CDMG|1SELL	13aVULN|236DUR|3BPWR|4DMG|5DUST|7SELL|8RCR|9CDMG
255	32623 42135	   	192.30	DCR|3VULN|1DMG|3DUR|1CDMG|1SELL	13aVULN|234DUR|3BPWR|5DMG|6DUST|7SELL|8RCR|9CDMG
256	32623 14114	   	192.30	DCR|2VULN|2DMG|3DUR|1CDMG	13VULN|234DUR|3BPWR|5aDMG|6LWND|7CDMG|8RCR|9DUST
257	32623 24114	   	192.30	DCR|2VULN|2DMG|3DUR|1CDMG	13VULN|234DUR|3BPWR|5aDMG|6FEWX|7CDMG|8RCR|9DUST
258	32626 21125	   	192.26	DCR|3VULN|1AART|3DUR|1CDMG	138VULN|234DUR|3BPWR|5AART|6ERES|7CDMG|9RMIN|aRCR
259	13125 36251	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2RPLT|3AART|4LWND|59VULN|6RCR|7CGEN|8ASPD|aDUR
260	32115 23225	   	192.17	DCR|4VULN|1MDPS|2ASPD|1DUR	1689VULN|2DUR|39LWND|49ASPD|5DMSP|7MDPS|9BPWR|aRCR
261	32626 21135	 * 	192.16	DCR|3VULN|1AART|1NUKE|3DUR|1CDMG	138VULN|234DUR|3BPWR|5AART|6ERES|7CDMG|9NUKE|aRCR
262	32626 21143	   	192.16	DCR|3VULN|1AART|3DUR|1CDMG	138VULN|234DUR|3BPWR|5AART|69ERES|7CDMG|aRCR
263	11311 41421	   	192.11	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	19CDMG|2FEWX|359CGEN|4DMG|6ASPD|79VULN|8RCR|9BPWR|aDUR
264	11613 41421	   	192.11	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	19CDMG|25FEWX|39AME|4DMG|6ASPD|79VULN|8RCR|9BPWR|aDUR
265	12311 41421	   	192.11	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	19CDMG|2LWND|359CGEN|4DMG|6ASPD|79VULN|8RCR|9BPWR|aDUR
266	13125 33251	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2RPLT|3AART|4LWND|59VULN|6RCR|7ERES|8ASPD|aDUR
267	13165 33251	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CDMG|2RPLT|3AART|4LHND|59VULN|6RCR|7ERES|8ASPD|aDUR
268	32612 46221	   	192.08	DCR|3VULN|2DMG|3DUR	137VULN|236DUR|37BPWR|47DMG|5BELT|8CGEN|9RCR|aMLV
269	32612 46223	   	192.08	DCR|3VULN|2DMG|3DUR	137VULN|236DUR|37BPWR|47DMG|5BELT|8CGEN|9RCR|aLHND
270	32614 25123	   	192.04	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	13VULN|23DUR|3BPWR|4DMG|5AART|6RCVC|79LHND|8CDMG|aRCR
271	32612 46222	   	191.98	DCR|3VULN|2DMG|3DUR	137VULN|236DUR|37BPWR|47DMG|5BELT|8CGEN|9RCR|aDUST
272	33231 36422	   	191.80	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	19VULN|279LHND|3AAC|4DMG|5CDMG|69ASPD|8RCR|9BPWR|aRCVC
273	12532 33524	   	191.69	DCR|2VULN|2ASPD|3CDMG|1AAC	179CDMG|24LWND|3MBVNT|59VULN|69ASPD|8RCR|9BPWR|aAAC
274	31562 21213	   	191.66	DCR|2VULN|2DMG|2CDMG|1ZMB	1aVULN|29LIT|3aDMG|46CDMG|5ZMB|7aCGEN|8RCR|aBPWR
275	31562 24213	   	191.66	DCR|2VULN|2DMG|2CDMG|1ZMB	1aVULN|29LIT|3aDMG|46CDMG|5ZMB|7aMLV|8RCR|aBPWR
276	13631 21326	   	191.63	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1CDMG|2RPLT|3RCVC|4LWND|56VULN|7ASPD|8ZMB|9RCR|aAART
277	12232 33223	   	191.62	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	17CDMG|24LWND|3DUR|58VULN|6ASPD|9AART|aRCR
278	36112 62152	   	191.60	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1VULN|2MLV|3DUR|4aAART|5LIT|6RCR|7DMG|8ERES|9ASPD
279	14135 21363	   	191.58	DCR|2DMG|3CDMG|1VULN|1AART	124CDMG|24BPWR|3AART|59DMG|6LHND|7VULN|8RCR|aRPLT
280	31312 21545	   	191.57	DCR|3VULN|2ASPD|1CDMG	167VULN|2LIT|3RCVC|45ASPD|8RCR|9AME|aCDMG
281	32614 32611	   	191.54	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	13VULN|23DUR|3BPWR|4DMG|5AART|6aRPLT|7LHND|8CDMG|9RCR
282	32614 32613	   	191.54	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	13VULN|23DUR|3BPWR|4DMG|5AART|6RPLT|7LHND|8CDMG|9RCR|aBEXP
283	14135 21362	   	191.48	DCR|2DMG|3CDMG|1VULN|1AART	124CDMG|24BPWR|3AART|59DMG|6LHND|7VULN|8RCR|aLEGI
284	12514 37327	   	191.44	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|2LWND|3MBVNT|46ASPD|5DMG|7VULN|8SELL|9RCR|aAART
285	33213 62222	   	191.34	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|2ZMB	16VULN|2LHND|3AAC|4AART|57ZMB|8DMG|9RCR|aCDMG
286	14232 41412	   	191.29	DCR|2ASPD|1VULN|1AART|2CDMG|1ZMB	12CDMG|2BPWR|3DUST|4TLV|5ZMB|69ASPD|7VULN|8RCR|aAART
287	31322 23531	   	191.23	DCR|2VULN|2DMG|2ASPD|1AAC	17VULN|2LIT|3RCVC|4AAC|57ASPD|67SPLJET|7BPWR|89DMG|aRCR
288	36112 62321	   	191.20	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1VULN|2MLV|39DUR|4AART|5LIT|6RCR|7DMG|8ZMB|aASPD
289	33213 62221	   	191.16	DCR|2VULN|2AART|1DMG|1AAC|2ZMB	16VULN|2LHND|3AAC|4aAART|57ZMB|8DMG|9RCR
290	14622 33411	 * 	190.89	ACR|2VULN|2ASPD|3CDMG|1DMG|1DUR	127CDMG|2BPWR|3RCR|4DUR|59VULN|6aASPD|8DMG
291	35211 31441	   	190.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	15VULN|2AME|3ZMB|4DMG|6LIT|7CDMG|8DUR|9ASPD|aRCR
292	36211 31441	   	190.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	15VULN|2MLV|3ZMB|4DMG|6LIT|7CDMG|8DUR|9ASPD|aRCR
293	32314 53623	   	190.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	17VULN|2DUR|3BEXP|4ASPD|5LHND|6ZMB|8CDMG|9DMG|aRCR
294	11552 34524	   	190.78	DCR|3ASPD|2VULN|2CDMG	19CDMG|24FEWX|3MBVNT|59VULN|69aASPD|7DMSP|8RCR|9BPWR
295	32615 25321	   	190.78	DCR|2VULN|2DMG|2CDMG|2DUR	13VULN|23DUR|3BPWR|49DMG|57CDMG|6MLV|8DMSP|aRCR
296	14622 32342	 * 	190.74	ACR|2VULN|2ASPD|3CDMG|1DMG|1NUKE|1DUR|1SELL	129CDMG|29BPWR|3RCR|4DUR|59VULN|69ASPD|7NUKE|8SELL|aDMG
297	13125 36253	   	190.66	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1CDMG|2RPLT|3AART|4LWND|59VULN|6RCR|7CGEN|8ASPD|aAAC
298	31343 21525	   	190.65	DCR|3VULN|1DMG|1CDMG|1ZMB	167VULN|2LIT|34RCVC|5ZMB|8RCR|9DMG|aCDMG
299	13413 21441	   	190.64	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1CDMG|2RPLT|3MLV|49DMG|5aDUR|6VULN|7AART|8RCR
300	11311 41424	   	190.58	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	19CDMG|2FEWX|359CGEN|4DMG|6ASPD|79VULN|8RCR|9BPWR|aAAC
301	12311 41424	   	190.58	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	19CDMG|2LWND|359CGEN|4DMG|6ASPD|79VULN|8RCR|9BPWR|aAAC
302	13211 61441	   	190.54	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1CDMG|2RPLT|3ERES|49DMG|5VULN|6aDUR|7AART|8RCR
303	13213 51441	   	190.54	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1CDMG|2RPLT|3ERES|49DMG|5aDUR|6VULN|7AART|8RCR
304	13513 21441	   	190.54	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1CDMG|2RPLT|3TLV|49DMG|5aDUR|6VULN|7AART|8RCR
305	33231 36423	   	190.49	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	19VULN|279LHND|3AAC|4DMG|5CDMG|69ASPD|8RCR|9BPWR|aAME
306	33231 36425	   	190.49	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	19VULN|279LHND|3AAC|4DMG|5CDMG|69ASPD|8RCR|9BPWR|aFEWX
307	33231 36426	   	190.49	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	19VULN|279LHND|3AAC|4DMG|5CDMG|69ASPD|8RCR|9BPWR|aLIT
308	62312 23422	   	190.49	DCR|3VULN|2DMG|1ZMB	1BELT|24RCVC|38CGEN|58DMG|678VULN|8BPWR|9RCR|aZMB
309	11311 41415	   	190.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1CDMG|2FEWX|35CGEN|4DMG|69ASPD|7aVULN|8RCR
310	12311 41415	   	190.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1CDMG|2LWND|35CGEN|4DMG|69ASPD|7aVULN|8RCR
311	33522 61262	   	190.36	DCR|2VULN|2ASPD|1AART|1DUR	17VULN|2LHND|3RPLT|47ASPD|57LIT|6RCR|7BPWR|8DUR|9AART|aRMIN
312	33522 61263	   	190.36	DCR|2VULN|2ASPD|1AART|1DUR	17VULN|2LHND|3RPLT|47ASPD|57LIT|6RCR|7BPWR|8DUR|9AART|aCGEN
313	33522 36111	   	190.36	DCR|3VULN|2ASPD|1CDMG	16aVULN|2LHND|3RPLT|4aASPD|5LIT|7RCR|8CDMG|9aCGEN|aBPWR
314	34522 36111	   	190.36	DCR|3VULN|2ASPD|1CDMG	16aVULN|2LWND|3RPLT|4aASPD|5LIT|7RCR|8CDMG|9aCGEN|aBPWR
315	33213 51162	   	190.13	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	17VULN|2LHND|3AAC|49AART|5ZMB|6RCR|8MLV|aCDMG
316	33213 51362	   	190.13	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	17VULN|2LHND|3AAC|49AART|5ZMB|6RCR|8CGEN|aCDMG
317	33213 51662	   	190.13	DCR|2VULN|2AART|1CDMG|1AAC|1ZMB	17VULN|2LHND|3AAC|49AART|5ZMB|6RCR|8AME|aCDMG
318	11152 21442	   	190.12	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2FEWX|3RPLT|4AAC|5ZMB|6aVULN|7AART|8RCR|9DMG
319	11163 21442	   	190.12	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1ZMB	1CDMG|2FEWX|3RPLT|4ZMB|5AAC|6aVULN|7AART|8RCR|9DMG
