0	Index      	 *	Score 	Summary	Detail	
1	24531 13613	 * 	219.78	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	129VULN|3CGEN|4DMG|5ASPD|6LHND|7RCR|8AART|aCDMG
173	13352 23342	   	197.62	DCR|2VULN|2ASPD|1AART|1DMG	14DUST|25ASPD|3AART|6DMG|7aVULN|8RCR|9TLV
174	23261 14343	   	197.54	DCR|4VULN|1ASPD|1DMG	148aVULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|9DUST
175	23261 14623	   	197.54	DCR|4VULN|1ASPD|1DMG	149aVULN|2ASPD|3RPLT|5DMG|6RCVC|7RCR|8DUST
176	24231 62233	   	197.49	DCR|3VULN|2ASPD|1AART|1NUKE	129VULN|35ASPD|4NUKE|6MBVNT|7RCR|8FEWX|aAART
177	24235 11322	 * 	197.45	DCR|3VULN|2AART|1ASPD|1NUKE	12aVULN|3ASPD|4NUKE|57LWND|69AART|8RCR
178	23363 46221	   	197.34	DCR|3VULN|3ASPD|1DUR	17aVULN|24aASPD|3DUR|5FEWX|6RCR|8DMSP|9aBEXP|aBPWR
179	36114 22243	   	197.32	DCR|4VULN|1AART|1ASPD	1AART|2AME|3679VULN|4CGEN|5LIT|8RCR|aASPD
180	34343 33352	   	197.30	DCR|2VULN|2AART|2DMG	14AART|2LWND|39MLV|56DMG|7aVULN|8RCR
181	36143 32332	   	197.30	DCR|2VULN|2AART|2DMG	14AART|2AME|3aVULN|56DMG|79FEWX|8RCR
182	36143 32352	   	197.30	DCR|2VULN|2AART|2DMG	14AART|2AME|3aVULN|56DMG|7FEWX|8RCR|9MLV
183	36443 32322	   	197.30	DCR|2VULN|2AART|2DMG	19AART|23AME|4aVULN|56DMG|7FEWX|8RCR
184	36643 32322	   	197.30	DCR|2VULN|2AART|2DMG	19AART|23AME|3BPWR|4aVULN|56DMG|7FEWX|8RCR
185	23363 46121	   	197.24	DCR|3VULN|3ASPD|1DUR	17aVULN|24aASPD|3DUR|5FEWX|6RCR|8MBVNT|9aAELBLL|aBPWR
186	24233 22636	 * 	197.22	DCR|3VULN|1MDPS|1ASPD|1DMG|1NUKE|1DUR	129VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8DUR|aMDPS
187	36124 22243	   	197.22	DCR|4VULN|1AART|1ASPD	1AART|2AME|3679VULN|4TLV|5LIT|8RCR|aASPD
188	33221 63552	   	197.21	DCR|3VULN|1AART|1ASPD|1NUKE|1ZMB	1AART|2NUKE|39aVULN|4TLV|5ZMB|6RCR|7RCVC|8ASPD
189	33221 63652	   	197.21	DCR|3VULN|1AART|1DMG|1NUKE|1ZMB	1AART|2NUKE|39aVULN|4TLV|5ZMB|6RCR|7RCVC|8DMG
190	24231 21523	 * 	197.21	DCR|4VULN|2ASPD|1NUKE|2ZMB	1289VULN|35ASPD|4NUKE|69ZMB|79ERES|9BPWR|aRCR
191	33243 33352	   	197.20	DCR|2VULN|2AART|2DMG|1NUKE	14AART|2NUKE|3aVULN|56DMG|7BEXP|8RCR|9MLV
192	33243 35352	   	197.20	DCR|2VULN|2AART|2DMG|1NUKE	14AART|2NUKE|3aVULN|56DMG|7LWND|8RCR|9MLV
193	33543 34322	   	197.20	DCR|2VULN|2AART|2DMG|1NUKE	19AART|2NUKE|3FEWX|4DMSP|56DMG|7aVULN|8RCR
194	34343 33342	   	197.20	DCR|2VULN|2AART|2DMG	14AART|2LWND|3MLV|56DMG|7aVULN|8RCR|9TLV
195	36143 32342	   	197.20	DCR|2VULN|2AART|2DMG	14AART|2AME|3aVULN|56DMG|7FEWX|8RCR|9TLV
196	22365 32331	   	197.12	DCR|3VULN|2CDMG|1ASPD|2DUR	16aVULN|2RPLT|3aCDMG|4ASPD|5AELBLL|7RCR|8RMIN|9aDUR|aBPWR
197	33243 32352	   	197.10	DCR|2VULN|2AART|2DMG|1NUKE	14AART|2NUKE|3aVULN|56DMG|7DUST|8RCR|9MLV
198	33243 33342	   	197.10	DCR|2VULN|2AART|2DMG|1NUKE	14AART|2NUKE|3aVULN|56DMG|7BEXP|8RCR|9TLV
199	33243 35342	   	197.10	DCR|2VULN|2AART|2DMG|1NUKE	14AART|2NUKE|3aVULN|56DMG|7LWND|8RCR|9TLV
200	22225 53234	   	197.02	DCR|3VULN|1AART|1DMG|2DUR|1AAC	159VULN|2RPLT|3AAC|45DUR|5BPWR|6DMG|7RCR|8LHND|aAART
201	22225 53432	   	197.02	DCR|3VULN|1AART|1DMG|2DUR|1AAC	159VULN|2RPLT|3AAC|45DUR|5BPWR|6DMG|7RCR|8RMIN|aAART
202	33243 32342	   	197.00	DCR|2VULN|2AART|2DMG|1NUKE	14AART|2NUKE|3aVULN|56DMG|7DUST|8RCR|9TLV
203	24231 43523	   	197.00	DCR|2VULN|2ASPD|1AART|1DMG|1NUKE	12VULN|35ASPD|4NUKE|6DMG|7LWND|8RCVC|9RCR|aAART
204	34343 33361	   	196.98	DCR|2AART|2DMG|1VULN|1ASPD	14AART|2LWND|3MLV|56DMG|7VULN|8RCR|9ASPD|aLHND
205	32163 24312	   	196.92	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2BEXP|3DMSP|4RCVC|5ASPD|6DMG|7aVULN|8RCR|9ZMB
206	34163 24312	   	196.92	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2LWND|3DMSP|4RCVC|5ASPD|6DMG|7aVULN|8RCR|9ZMB
207	23261 51253	   	196.91	DCR|3VULN|2ASPD|1DMG	14aVULN|28ASPD|3RPLT|5DMG|6SPLREG|7BEXP|9RCR
208	34343 33363	   	196.88	DCR|2AART|2DMG|1VULN|1ASPD|1MSE	14AART|2LWND|3MLV|56DMG|7VULN|8RCR|9ASPD|aMSE
209	22365 32116	   	196.86	DCR|2VULN|2ASPD|1AART|1CDMG	16VULN|2RPLT|3CDMG|48ASPD|5AELBLL|7RCR|9RCVC|aAART
210	23261 55123	   	196.78	DCR|2VULN|2DMG|1ASPD|1ZMB	14VULN|2ASPD|3RPLT|5aDMG|6SPLREG|7RCR|8FEWX|9ZMB
211	24251 33432	   	196.40	DCR|3VULN|2ASPD|1CDMG|1DUR	127VULN|35ASPD|4ERES|6RCVC|8DUR|9RCR|aCDMG
212	33242 34333	   	196.26	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE|1ZMB|1DUR	14AART|2NUKE|3VULN|5ASPD|6DMG|7DUR|8ZMB|9RCR|aRCVC
213	24213 13411	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3ASPD|4AME|5DMG|6LHND|7RCR|8ZMB|9LWND|aAART
214	24213 33421	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3ASPD|4AME|5DMG|6FEWX|7RCR|8ZMB|9AART|aLWND
215	24213 33423	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3ASPD|4AME|5DMG|6FEWX|7RCR|8ZMB|9AART|aRPLT
216	24213 33424	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3ASPD|4AME|5DMG|6aFEWX|7RCR|8ZMB|9AART
217	24531 13411	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3CGEN|4DMG|5ASPD|6LHND|7RCR|8ZMB|9LWND|aAART
218	24531 33421	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3CGEN|4DMG|5ASPD|6FEWX|7RCR|8ZMB|9AART|aLWND
219	24531 33423	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3CGEN|4DMG|5ASPD|6FEWX|7RCR|8ZMB|9AART|aRPLT
220	24263 41331	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12VULN|3ASPD|4LHND|5FEWX|6RCR|7DMG|8LWND|9AART|aDUR
221	24213 13133	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	129VULN|3ASPD|4AME|5DMG|6LHND|7RCR|8RPLT|aCDMG
222	24213 33133	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	129VULN|3ASPD|4AME|5DMG|6FEWX|7RCR|8RPLT|aCDMG
223	24213 33425	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	12VULN|3ASPD|4AME|5DMG|6FEWX|7RCR|8ZMB|9AART|aERES
224	24233 52223	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	12VULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8BEXP|9AART|aZMB
225	33242 34331	   	195.93	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE|1ZMB|1DUR	14AART|2NUKE|3VULN|5ASPD|6DMG|7DUR|8ZMB|9RCR|aLWND
226	33242 34334	   	195.93	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE|1ZMB|1DUR	14AART|2NUKE|3VULN|5ASPD|6DMG|7DUR|8ZMB|9RCR|aFEWX
227	33242 34335	   	195.93	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE|1ZMB|1DUR	14AART|2NUKE|3VULN|5ASPD|6DMG|7DUR|8ZMB|9RCR|aMLV
228	33242 34336	   	195.93	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE|1ZMB|1DUR	14AART|2NUKE|3VULN|5ASPD|6DMG|7DUR|8ZMB|9RCR|aVENFST
229	33242 31332	   	195.93	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE|1ZMB|1DUR	14AART|2NUKE|3VULN|5ASPD|6DMG|7LHND|8ZMB|9RCR|aDUR
230	33242 32332	   	195.93	DCR|2AART|1VULN|1ASPD|1DMG|1NUKE|1ZMB|1DUR	14AART|2NUKE|3VULN|5ASPD|6DMG|7LWND|8ZMB|9RCR|aDUR
231	23321 41434	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	19VULN|2ASPD|3DUR|4CGEN|5TLV|6RCR|7DMG|8RPLT|aAART
232	24233 52231	   	195.91	DCR|3VULN|1ASPD|1DMG|1NUKE|1CDMG	129VULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8BEXP|aCDMG
233	23126 13212	   	195.84	DCR|3VULN|1AART|1ASPD|1ZMB	19aVULN|2ASPD|3LWND|4CGEN|5ZMB|6RCVC|7RCR|8AART
234	24233 22223	   	195.84	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	12VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8BEXP|9AART|aZMB
235	23163 41531	   	195.83	DCR|2VULN|2DMG|2ASPD|1AAC	1aVULN|2aASPD|39LWND|45LHND|6RCR|7aDMG|8AAC|aBPWR
236	23623 41531	   	195.83	DCR|2VULN|2DMG|2ASPD|1AAC	1aVULN|2aASPD|3DMSP|49LWND|5FEWX|6RCR|7aDMG|8AAC|aBPWR
237	24231 43323	   	195.82	DCR|2VULN|2ASPD|1AART|1DMG|1NUKE	12VULN|35ASPD|4NUKE|6DMG|7LWND|8AELBLL|9RCR|aAART
238	24231 44223	   	195.82	DCR|2VULN|2ASPD|1AART|1DMG|1NUKE	12VULN|35ASPD|4NUKE|6DMG|78LHND|9RCR|aAART
239	23334 41633	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	19VULN|2ASPD|3DUR|48DUST|5DMSP|6RCR|7DMG|aAART
240	24233 22231	   	195.81	DCR|3VULN|1ASPD|1DMG|1NUKE|1CDMG	129VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8BEXP|aCDMG
241	24211 33236	   	195.72	DCR|3VULN|2ASPD|1AART	127VULN|35ASPD|4AME|6RCVC|8BEXP|9RCR|aAART
242	64231 41223	   	195.72	DCR|2VULN|2ASPD|1AART|1DMG|1NUKE	1CGEN|2ERES|35ASPD|4NUKE|6DMG|78VULN|9RCR|aAART
243	33211 62112	   	195.70	DCR|3VULN|1AART|1ASPD|1NUKE|1ZMB	1AART|2NUKE|39aVULN|4CGEN|5ZMB|6RCR|7RMIN|8ASPD
244	33243 36322	   	195.63	DCR|3AART|2DMG|1VULN|1NUKE|2DUR	149AART|2NUKE|3VULN|56DMG|7aDUR|8RCR
245	24251 33236	   	195.62	DCR|3VULN|2ASPD|1AART	127VULN|35ASPD|4ERES|6RCVC|8BEXP|9RCR|aAART
246	33221 65112	   	195.60	DCR|3VULN|1AART|1ASPD|1NUKE|1ZMB	1AART|2NUKE|39aVULN|4TLV|5ZMB|6RCR|7CGEN|8ASPD
247	36113 33131	   	195.55	DCR|3VULN|2AART|1DMG	18AART|2AME|357VULN|4aCGEN|6DMG|9RCR
248	36113 33132	   	195.55	DCR|3VULN|2AART|1DMG	18AART|2AME|357VULN|4CGEN|6DMG|9RCR|aFEWX
249	36113 33133	   	195.55	DCR|3VULN|2AART|1DMG	18AART|2AME|357VULN|4CGEN|6DMG|9RCR|aLHND
250	36113 33134	   	195.55	DCR|3VULN|2AART|1DMG	18AART|2AME|357VULN|4CGEN|6DMG|9RCR|aRPLT
251	36113 33135	   	195.55	DCR|3VULN|2AART|1DMG	18AART|2AME|357VULN|4CGEN|6DMG|9RCR|aAELBLL
252	36113 63131	   	195.55	DCR|3VULN|2AART|1ASPD	18AART|2AME|357VULN|4aCGEN|6ASPD|9RCR
253	36113 63132	   	195.55	DCR|3VULN|2AART|1ASPD	18AART|2AME|357VULN|4CGEN|6ASPD|9RCR|aFEWX
254	36113 63133	   	195.55	DCR|3VULN|2AART|1ASPD	18AART|2AME|357VULN|4CGEN|6ASPD|9RCR|aLHND
255	36113 63134	   	195.55	DCR|3VULN|2AART|1ASPD	18AART|2AME|357VULN|4CGEN|6ASPD|9RCR|aRPLT
256	36113 63135	   	195.55	DCR|3VULN|2AART|1ASPD	18AART|2AME|357VULN|4CGEN|6ASPD|9RCR|aAELBLL
257	24233 52523	 * 	195.50	DCR|4VULN|1ASPD|1DMG|1NUKE	129aVULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8RPLT
258	33243 36311	   	195.46	DCR|2AART|2DMG|1VULN|1NUKE|1ZMB|1DUR	14AART|2NUKE|3VULN|56DMG|7DUR|8RCR|9ZMB|aLHND
259	33243 36315	   	195.46	DCR|2AART|2DMG|1VULN|1NUKE|1ZMB|1DUR	14AART|2NUKE|3VULN|56DMG|7DUR|8RCR|9ZMB|aMLV
260	33243 36316	   	195.46	DCR|2AART|2DMG|1VULN|1NUKE|1ZMB|1DUR	14AART|2NUKE|3VULN|56DMG|7DUR|8RCR|9ZMB|aAME
261	36123 33131	   	195.45	DCR|3VULN|2AART|1DMG	18AART|2AME|357VULN|4TLV|6DMG|9RCR|aCGEN
262	36123 33134	   	195.45	DCR|3VULN|2AART|1DMG	18AART|2AME|357VULN|4TLV|6DMG|9RCR|aRPLT
263	36123 33135	   	195.45	DCR|3VULN|2AART|1DMG	18AART|2AME|357VULN|4TLV|6DMG|9RCR|aAELBLL
264	36123 63131	   	195.45	DCR|3VULN|2AART|1ASPD	18AART|2AME|357VULN|4TLV|6ASPD|9RCR|aCGEN
265	36123 63134	   	195.45	DCR|3VULN|2AART|1ASPD	18AART|2AME|357VULN|4TLV|6ASPD|9RCR|aRPLT
266	36123 63135	   	195.45	DCR|3VULN|2AART|1ASPD	18AART|2AME|357VULN|4TLV|6ASPD|9RCR|aAELBLL
267	24233 22523	   	195.40	DCR|4VULN|1ASPD|1DMG|1NUKE	129aVULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8RPLT
268	23261 12453	   	195.38	DCR|3VULN|2DMG|1ASPD	14aVULN|2ASPD|3RPLT|58DMG|6RCVC|7FEWX|9RCR
269	33243 36313	   	195.36	DCR|2AART|2DMG|1VULN|1NUKE|1ZMB|1DUR|1MSE	14AART|2NUKE|3VULN|56DMG|7DUR|8RCR|9ZMB|aMSE
270	36123 33132	   	195.35	DCR|3VULN|2AART|1DMG	18AART|2AME|357VULN|4aTLV|6DMG|9RCR
271	36123 63132	   	195.35	DCR|3VULN|2AART|1ASPD	18AART|2AME|357VULN|4aTLV|6ASPD|9RCR
272	36113 33431	   	195.32	DCR|4VULN|1AART|1DMG	1AART|2AME|3578VULN|4aCGEN|6DMG|9RCR
273	36113 33432	   	195.32	DCR|4VULN|1AART|1DMG	1AART|2AME|3578VULN|4CGEN|6DMG|9RCR|aFEWX
274	36113 33433	   	195.32	DCR|4VULN|1AART|1DMG	1AART|2AME|3578VULN|4CGEN|6DMG|9RCR|aLHND
275	36113 33434	   	195.32	DCR|4VULN|1AART|1DMG	1AART|2AME|3578VULN|4CGEN|6DMG|9RCR|aRPLT
276	36113 33435	   	195.32	DCR|4VULN|1AART|1DMG	1AART|2AME|3578VULN|4CGEN|6DMG|9RCR|aAELBLL
277	36113 63431	   	195.32	DCR|4VULN|1AART|1ASPD	1AART|2AME|3578VULN|4aCGEN|6ASPD|9RCR
278	36113 63432	   	195.32	DCR|4VULN|1AART|1ASPD	1AART|2AME|3578VULN|4CGEN|6ASPD|9RCR|aFEWX
279	36113 63433	   	195.32	DCR|4VULN|1AART|1ASPD	1AART|2AME|3578VULN|4CGEN|6ASPD|9RCR|aLHND
280	24211 41324	 * 	195.30	DCR|3ASPD|2VULN|1DMG|1ZMB	12VULN|35aASPD|4AME|6DMG|7ERES|8ZMB|9RCR
281	35143 31431	   	195.30	DCR|2VULN|2AART|2DMG	14AART|2aCGEN|38VULN|56DMG|7AME|9RCR
282	35143 31432	   	195.30	DCR|2VULN|2AART|2DMG	14AART|2CGEN|38VULN|56DMG|7AME|9RCR|aFEWX
283	35143 31433	   	195.30	DCR|2VULN|2AART|2DMG	14AART|2CGEN|38VULN|56DMG|7AME|9RCR|aLHND
284	33232 23515	   	195.26	DCR|3VULN|2DMG|1AART|1NUKE	1AART|2NUKE|368VULN|468FEWX|5RPLT|68BPWR|78DMG|9LIT|aRCR
285	24213 51423	   	195.25	DCR|2VULN|1AART|1ASPD|1DMG|2ZMB	12VULN|3ASPD|4AME|5DMG|6CGEN|78ZMB|9RCR|aAART
286	36123 33331	   	195.22	DCR|4VULN|1AART|1DMG	1AART|2AME|3578VULN|4TLV|6DMG|9RCR|aCGEN
287	36123 33334	   	195.22	DCR|4VULN|1AART|1DMG	1AART|2AME|3578VULN|4TLV|6DMG|9RCR|aRPLT
288	36123 33335	   	195.22	DCR|4VULN|1AART|1DMG	1AART|2AME|3578VULN|4TLV|6DMG|9RCR|aAELBLL
289	36123 63331	   	195.22	DCR|4VULN|1AART|1ASPD	1AART|2AME|3578VULN|4TLV|6ASPD|9RCR|aCGEN
290	36123 63334	   	195.22	DCR|4VULN|1AART|1ASPD	1AART|2AME|3578VULN|4TLV|6ASPD|9RCR|aRPLT
291	36123 63335	   	195.22	DCR|4VULN|1AART|1ASPD	1AART|2AME|3578VULN|4TLV|6ASPD|9RCR|aAELBLL
292	24213 21423	   	195.15	DCR|2VULN|1AART|1ASPD|1DMG|2ZMB	12VULN|3ASPD|4AME|5DMG|6ERES|78ZMB|9RCR|aAART
293	24531 21423	   	195.15	DCR|2VULN|1AART|1ASPD|1DMG|2ZMB	12VULN|3CGEN|4DMG|5ASPD|6ERES|78ZMB|9RCR|aAART
294	36123 33332	   	195.12	DCR|4VULN|1AART|1DMG	1AART|2AME|3578VULN|4aTLV|6DMG|9RCR
295	36123 63332	   	195.12	DCR|4VULN|1AART|1ASPD	1AART|2AME|3578VULN|4aTLV|6ASPD|9RCR
296	36142 62323	 * 	195.06	DCR|3AART|2ASPD|1VULN|1CDMG	149AART|2AME|3VULN|56ASPD|7FEWX|8RCR|aCDMG
297	33243 36324	 * 	195.02	DCR|3AART|2DMG|1MDPS|1VULN|1NUKE|1DUR	149AART|2NUKE|3VULN|56DMG|7DUR|8RCR|aMDPS
298	13335 61613	   	194.88	DCR|2AART|2DMG|1VULN|1ASPD	1DUST|2ASPD|3aAART|4BELT|5MLV|68DMG|7VULN|9RCR
299	24213 13425	   	194.78	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	12VULN|3aASPD|4AME|5DMG|6LHND|7RCR|8ZMB|9DUR
300	24233 52115	   	194.38	DCR|2VULN|2DMG|2ASPD|1NUKE	12VULN|38ASPD|4NUKE|5aDMG|6CGEN|7RCR|9RCVC
301	24531 13622	   	194.33	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12VULN|3CGEN|4DMG|5ASPD|6LHND|7RCR|8AART|9DUR|aRCVC
302	24233 22115	   	194.28	DCR|2VULN|2DMG|2ASPD|1NUKE	12VULN|38ASPD|4NUKE|5aDMG|6ERES|7RCR|9RCVC
303	24233 52623	   	194.23	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	12VULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8DUR|9AART|aRCVC
304	24233 22623	   	194.13	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	12VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8DUR|9AART|aRCVC
305	35143 32421	   	194.05	DCR|2VULN|2AART|2DMG	14AART|2CGEN|38VULN|56DMG|7RMIN|9RCVC|aRCR
306	32133 24312	   	194.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1AART|24BEXP|3DMSP|5ASPD|6DMG|7aVULN|8RCR|9ZMB
307	13361 62613	   	194.02	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	15DUST|2ASPD|3AART|49VULN|6RCR|7RMIN|8CDMG|aZMB
308	24531 13621	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12VULN|3CGEN|4DMG|5ASPD|6LHND|7RCR|8AART|9DUR|aRPLT
309	24231 33413	   	194.00	DCR|4VULN|2ASPD|1NUKE|1DUR	1279VULN|35ASPD|4NUKE|6RCVC|8DUR|aRCR
310	33211 62122	   	193.95	DCR|2VULN|2AART|1ASPD|1NUKE|1ZMB	19AART|2NUKE|3aVULN|4CGEN|5ZMB|6RCR|7RMIN|8ASPD
311	32142 33362	   	193.93	DCR|2VULN|2AART|2ASPD	16AART|2BEXP|3DMSP|4MLV|59ASPD|7aVULN|8RCR
312	32342 33362	   	193.93	DCR|2VULN|2AART|2ASPD	16AART|2BEXP|3MLV|4DMSP|59ASPD|7aVULN|8RCR
313	36142 62332	   	193.93	DCR|2VULN|2AART|2ASPD	14AART|2AME|3aVULN|56ASPD|79FEWX|8RCR
314	53342 13322	   	193.93	DCR|2VULN|2AART|2ASPD	1BEXP|25ASPD|39AART|4DMSP|6aVULN|7CGEN|8RCR
315	24233 52222	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	12VULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8BEXP|9AART|aDUR
316	24233 52621	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	12VULN|3ASPD|4NUKE|5DMG|6CGEN|7RCR|8DUR|9AART|aLWND
317	24531 13623	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12VULN|3CGEN|4DMG|5ASPD|6LHND|7RCR|8AART|9DUR|aERES
318	24231 21513	   	193.89	DCR|4VULN|2ASPD|1NUKE|1ZMB	1289VULN|35ASPD|4NUKE|6ZMB|7ERES|aRCR
319	33221 65122	   	193.85	DCR|2VULN|2AART|1ASPD|1NUKE|1ZMB	19AART|2NUKE|3aVULN|4TLV|5ZMB|6RCR|7CGEN|8ASPD
320	24233 22222	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	12VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8BEXP|9AART|aDUR
321	24233 22621	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	12VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8DUR|9AART|aLWND
322	24233 22624	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	12VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8DUR|9AART|aFEWX
323	24233 22626	   	193.81	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	12VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8DUR|9AART|aRMIN
324	23126 53211	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	169VULN|2ASPD|3LWND|4CGEN|5ZMB|7RCR|8AART|aLHND
325	23126 53215	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	169VULN|2ASPD|3LWND|4CGEN|5ZMB|7RCR|8AART|aMLV
326	23126 53216	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	169VULN|2ASPD|3LWND|4CGEN|5ZMB|7RCR|8AART|aAME
327	23126 53262	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	16aVULN|2ASPD|39LWND|4CGEN|5ZMB|7RCR|8AART
328	61241 13212	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	1CGEN|2AELBLL|3ZMB|49aVULN|5ASPD|6LHND|7RCR|8AART
329	35612 63333	 * 	193.79	DCR|2ASPD|1AART|1VULN|1DMG|1CDMG	1AART|24CGEN|3LHND|56ASPD|7VULN|8RCR|9DMG|aCDMG
330	24221 56311	   	193.78	DCR|3VULN|1AART|1ASPD|1DUR	128VULN|3ASPD|4LWND|5LIT|6RCR|7LHND|9AART|aDUR
331	24223 46232	   	193.78	DCR|3VULN|1AART|1ASPD|1DUR	127VULN|3ASPD|4LWND|5FEWX|6RCR|8AART|9CGEN|aDUR
332	24233 22164	   	193.77	DCR|3VULN|2ASPD|1DMG|1NUKE	12aVULN|38ASPD|4NUKE|5DMG|6ERES|7RCR|9LIT
333	54133 32134	   	193.76	DCR|2VULN|2DMG|1AART|1ZMB	19BEXP|29VULN|3BELT|4LIT|5AART|6LHND|7RCR|89DMG|9BPWR|aZMB
334	24211 32621	   	193.72	DCR|3VULN|2ASPD|1AART	128VULN|35ASPD|4AME|6RCVC|7MLV|9AART|aRCR
335	24211 36621	   	193.72	DCR|3VULN|2ASPD|1AART	128VULN|35ASPD|4AME|6RCVC|7RMIN|9AART|aRCR
336	24233 22625	   	193.71	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	12VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8DUR|9AART|aBASARM
337	24233 22663	   	193.71	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	12VULN|3ASPD|4NUKE|5DMG|6ERES|7RCR|8DUR|9MBVNT|aAART
338	22261 23563	   	193.70	DCR|3VULN|1AART|1DMG|1AAC|1ZMB	148VULN|2RPLT|3AAC|5DMG|6FEWX|7RCR|9AART|aZMB
339	23126 53213	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB|1MSE	169VULN|2ASPD|3LWND|4CGEN|5ZMB|7RCR|8AART|aMSE
340	33211 61424	 * 	193.70	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE|1CDMG|1ZMB	1AART|2NUKE|3VULN|4CGEN|5ZMB|6RCR|7DUST|8DMG|9ASPD|aCDMG
341	23321 46211	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	179VULN|2ASPD|3DUR|4CGEN|5TLV|6RCR|8AART|aLHND
342	23324 46211	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	179VULN|2ASPD|3DUR|4CGEN|5ERES|6RCR|8AART|aLHND
343	24221 54311	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	128VULN|3ASPD|4LWND|5LIT|6RCR|7LEGI|9AART|aDUR
344	24223 46212	   	193.68	DCR|3VULN|1AART|1ASPD|1DUR	127VULN|3ASPD|4LWND|5FEWX|6RCR|8AART|9ERES|aDUR
345	23245 23324	   	193.64	DCR|3VULN|1MDPS|1ASPD|1CDMG|1ZMB	169VULN|2ASPD|3RPLT|4LIT|5CDMG|7ZMB|8RCR|aMDPS
