0	Index      	 *	Score 	Summary	Detail	
1	61313 16235	 * 	229.08	ACR|2SPLARM|4VULN|2DMG|1AART	126aVULN|346LIT|5RCR|6aBPWR|7AART|8aSPLARM|9aDMG
158	62125 41333	   	205.26	DCR|3VULN|2AART|2CDMG	135VULN|23CDMG|3BPWR|49AART|6RCR|7RMIN|8LWND|aBEXP
159	62125 42112	   	205.26	DCR|3VULN|2AART|2CDMG	135VULN|23CDMG|3BPWR|48AART|6RCR|7LHND|9MLV|aAME
160	62125 42113	   	205.26	DCR|3VULN|2AART|2CDMG	135VULN|23CDMG|3BPWR|48AART|6RCR|7LHND|9MLV|aBEXP
161	62121 42531	   	205.25	DCR|3VULN|1AART|2CDMG|1DMG	13aVULN|23CDMG|3BPWR|4AART|5BEXP|6RCVC|7LHND|8RCR|9DMG
162	62121 51512	   	205.25	DCR|3VULN|1AART|2CDMG|1DMG	137VULN|23CDMG|3BPWR|4AART|59BEXP|6LIT|8RCR|aDMG
163	62121 51531	   	205.25	DCR|3VULN|2CDMG|1AART|1DMG	137VULN|23CDMG|3BPWR|4AART|5BEXP|6LIT|8RCR|9DMG|aLHND
164	21552 22532	   	205.25	DCR|3VULN|1AART|2CDMG|1DMG	1BEXP|256VULN|36CDMG|4AART|6BPWR|7LHND|8RCR|9DMG|aVENFST
165	62125 41223	   	205.16	DCR|3VULN|2AART|2CDMG	135VULN|23CDMG|3BPWR|4aAART|6RCR|7RMIN|8LHND|9ERES
166	62125 41323	   	205.16	DCR|3VULN|2AART|2CDMG	135VULN|23CDMG|3BPWR|4aAART|6RCR|7RMIN|8LWND|9ERES
167	62125 42132	   	205.16	DCR|3VULN|2AART|2CDMG	135VULN|23CDMG|3BPWR|48AART|6RCR|7LHND|9TLV|aAME
168	62125 42133	   	205.16	DCR|3VULN|2AART|2CDMG	135VULN|23CDMG|3BPWR|48AART|6RCR|7LHND|9TLV|aBEXP
169	62125 42232	   	205.16	DCR|3VULN|2AART|2CDMG|1AAC	135VULN|23CDMG|3BPWR|49AART|6RCR|7LHND|8AAC|aAME
170	62125 42233	   	205.16	DCR|3VULN|2AART|2CDMG|1AAC	135VULN|23CDMG|3BPWR|49AART|6RCR|7LHND|8AAC|aBEXP
171	62121 51532	   	205.15	DCR|3VULN|1AART|2CDMG|1DMG	137VULN|23CDMG|3BPWR|4AART|5BEXP|6LIT|8RCR|9DMG|aTSLFST
172	62121 51533	   	205.15	DCR|3VULN|1AART|2CDMG|1DMG	137VULN|23CDMG|3BPWR|4AART|5BEXP|6LIT|8RCR|9DMG|aDUST
173	21552 22533	   	205.15	DCR|3VULN|1AART|2CDMG|1DMG	1BEXP|256VULN|36CDMG|4AART|6BPWR|7LHND|8RCR|9DMG|aDUST
174	62125 42121	   	205.06	DCR|3VULN|2AART|2CDMG|1MSE	135VULN|23CDMG|3BPWR|48AART|6RCR|7LHND|9MSE|aBEXP
175	62125 42122	   	205.06	DCR|3VULN|2AART|2CDMG|1MSE	135VULN|23CDMG|3BPWR|48AART|6RCR|7LHND|9MSE|aDUST
176	62125 42123	 * 	205.06	DCR|3VULN|3AART|2CDMG|1MSE	135VULN|23CDMG|3BPWR|48aAART|6RCR|7LHND|9MSE
177	62122 15532	   	205.05	DCR|3VULN|2CDMG|1AART|1DMG	13aVULN|23CDMG|3aBPWR|4AART|5aERES|6DMG|7LIT|8RCR|9aTLV
178	62124 42332	   	204.87	DCR|2VULN|1AART|2CDMG|1ASPD|2DUR	13VULN|23CDMG|3BPWR|4AART|5MSLFST|6RCR|7aDUR|8FEWX|9ASPD
179	21464 12418	   	203.99	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	1BEXP|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9ERES|aZMB
180	21463 21251	   	203.97	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18BEXP|28VULN|3MBVNT|48DMG|5RPLT|6RCR|7AART|8BPWR|9DUR|aZMB
181	63124 25232	   	203.64	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG	18VULN|2AART|3MDPS|4LHND|58ASPD|68CDMG|7RCR|8BPWR|9RMIN|aBEXP
182	63124 25233	   	203.64	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG	18VULN|2AART|3MDPS|4LHND|58ASPD|68CDMG|7RCR|8BPWR|9RMIN|aLWND
183	62111 22634	   	203.62	DCR|4VULN|2CDMG|1ASPD|1DUR	134aVULN|23CDMG|3BPWR|5FEWX|6ASPD|7LIT|8DUR|9RCR
184	62111 23134	   	203.62	DCR|4VULN|2CDMG|1ASPD|1DUR	134aVULN|23CDMG|3BPWR|5FEWX|6ASPD|7DUR|8LIT|9RCR
185	63263 42221	   	203.55	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB|1DUR	1VULN|2AART|3RMIN|45DMG|6RCR|7DUR|8RPLT|9ASPD|aZMB
186	63124 25221	   	203.54	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG	18VULN|2AART|3MDPS|4LHND|58ASPD|68CDMG|7RCR|8BPWR|9DUST|aRPLT
187	63124 25231	   	203.54	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG|1MSE	18VULN|2AART|3MDPS|4LHND|58ASPD|68CDMG|7RCR|8BPWR|9RMIN|aMSE
188	63124 25222	   	203.44	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG|1MSE	18VULN|2AART|3MDPS|4LHND|58ASPD|68CDMG|7RCR|8BPWR|9DUST|aMSE
189	66412 11412	   	203.36	DCR|3VULN|2DMG|1AART|1DUR	167VULN|2DUR|3MBVNT|47SNIFST|57DMG|7BPWR|8DUST|9AART|aRCR
190	63263 13143	   	203.29	DCR|2VULN|2DMG|1AART|1NUKE	16VULN|2AART|3RMIN|45DMG|7RCR|8RCVC|9BELT|aNUKE
191	63263 13243	   	203.29	DCR|2VULN|2DMG|1AART|1NUKE	16VULN|2AART|38RMIN|45DMG|7RCR|9BELT|aNUKE
192	63263 13335	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	16VULN|2AART|3RMIN|45DMG|7RCR|8LWND|9LIT|aASPD
193	61152 31316	   	203.20	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	12VULN|3DMG|4DMSP|5CDMG|6DUR|7ASPD|8RCR|9TLV|aMDPS
194	62122 12352	 * 	202.90	DCR|2VULN|2DMG|2CDMG|1AART	13VULN|23CDMG|3BPWR|4AART|5ERES|6aDMG|7LHND|8LIT|9RCR
195	62112 13521	 * 	202.88	DCR|5VULN|3CDMG|1DUR	13458VULN|236CDMG|3BPWR|7FEWX|9DUR|aRCR
196	61122 31334	   	202.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9aLHND
197	61122 31335	   	202.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9LHND|aLIT
198	61122 31354	   	202.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9FEWX|aLHND
199	61122 31355	   	202.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9FEWX|aRCVC
200	61122 31364	   	202.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9LWND|aLHND
201	61122 31365	   	202.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9LWND|aRCVC
202	62112 12225	 * 	202.27	DCR|4VULN|1MDPS|3CDMG|1DMG	1345VULN|236CDMG|3BPWR|7LHND|8MDPS|9RCR|aDMG
203	62112 13225	   	202.27	DCR|4VULN|1MDPS|3CDMG|1DMG	1345VULN|236CDMG|3BPWR|7FEWX|8MDPS|9RCR|aDMG
204	62112 16433	   	202.27	DCR|4VULN|3CDMG|1ASPD	1345VULN|236CDMG|3BPWR|7RPLT|8TLV|9RCR|aASPD
205	61232 32365	   	202.24	DCR|2VULN|2AART|2ASPD|1DUR	12VULN|3RMIN|4LIT|59AART|6DUR|7aASPD|8RCR
206	61122 31311	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9TLV|aDMSP
207	61122 31312	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9TLV|aRPLT
208	61122 31313	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9TLV|aLHND
209	61122 31314	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9TLV|aBEXP
210	61122 31315	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9TLV|aFEWX
211	61122 31332	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9LHND|aDUST
212	61122 31333	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9LHND|aTLV
213	61122 31352	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9FEWX|aDUST
214	61122 31353	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9FEWX|aTLV
215	61122 31362	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9LWND|aDUST
216	61122 31363	   	202.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9LWND|aTLV
217	61122 31321	   	202.11	DCR|3VULN|2ASPD|1DMG|1CDMG|1DUR|1MSE	124VULN|3DMG|5CDMG|6DUR|7aASPD|8RCR|9MSE
218	61122 31322	   	202.11	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR|1MSE	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9MSE|aDUST
219	61122 31323	   	202.11	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR|1MSE	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9MSE|aTLV
220	61122 31324	   	202.11	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR|1MSE	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9MSE|aLHND
221	61122 31325	   	202.11	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR|1MSE	124VULN|3DMG|5CDMG|6DUR|7ASPD|8RCR|9MSE|aRCVC
222	61122 31326	   	202.11	DCR|3VULN|2DMG|1ASPD|1CDMG|1DUR|1MSE	124VULN|3aDMG|5CDMG|6DUR|7ASPD|8RCR|9MSE
223	62114 11322	   	202.08	DCR|3VULN|3CDMG|1ASPD|2ZMB	134VULN|235CDMG|3BPWR|6ASPD|7aZMB|8RCR|9LWND
224	21464 11223	   	201.99	DCR|2VULN|1MDPS|2DMG|1ASPD|1CDMG|1ZMB	1BEXP|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7ZMB|8MDPS|9RCR|aCDMG
225	41464 11223	   	201.99	DCR|2VULN|2DMG|1MDPS|1ASPD|1CDMG|1ZMB	1LWND|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7ZMB|8MDPS|9RCR|aCDMG
226	62114 11312	   	201.98	DCR|3VULN|3CDMG|1ASPD|2ZMB	134VULN|235CDMG|3BPWR|6ASPD|7aZMB|8RCR|9DUST
227	21464 12427	   	201.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1BEXP|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9DUST|aDUR
228	61122 14134	 * 	201.95	DCR|5VULN|1MDPS|1DMG|1CDMG	1247aVULN|3DMG|5CDMG|6MDPS|8LIT|9RCR
229	63263 13612	   	201.87	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2AART|3RMIN|45DMG|7RCR|8ZMB|9DUR|aAME
230	63263 13613	   	201.87	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2AART|3RMIN|45DMG|7RCR|8ZMB|9DUR|aMLV
231	63263 13611	   	201.77	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	16VULN|2AART|3RMIN|45DMG|7RCR|8ZMB|9DUR|aDUST
232	21464 16131	   	201.65	DCR|3VULN|2DMG|1ASPD|1DUR	1BEXP|25aVULN|3MBVNT|45DMG|5BPWR|6ASPD|7DUR|8RPLT|9RCR
233	21463 21238	   	201.58	DCR|2VULN|2DMG|1AART|1CDMG	18BEXP|28VULN|3MBVNT|48DMG|5RPLT|6RCR|7AART|8BPWR|9RMIN|aCDMG
234	21463 21244	   	201.58	DCR|2VULN|2DMG|1AART|1CDMG	18BEXP|28VULN|3MBVNT|48DMG|5RPLT|6RCR|7AART|8BPWR|9CGEN|aCDMG
235	41463 21234	   	201.58	DCR|2VULN|2DMG|1AART|1CDMG	18LWND|28VULN|3MBVNT|48DMG|5RPLT|6RCR|7AART|8BPWR|9RMIN|aCDMG
236	41463 21244	   	201.58	DCR|2VULN|2DMG|1AART|1CDMG	18LWND|28VULN|3MBVNT|48DMG|5RPLT|6RCR|7AART|8BPWR|9CGEN|aCDMG
237	63263 43112	   	201.48	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2AART|3RMIN|45DMG|6RCR|8RCVC|9CDMG|aBEXP
238	63263 43212	   	201.48	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2AART|38RMIN|45DMG|6RCR|9CDMG|aBEXP
239	21464 11226	 * 	201.40	DCR|3DMG|2VULN|1MDPS|1ASPD|1ZMB	1BEXP|25VULN|3MBVNT|45aDMG|5BPWR|6ASPD|7ZMB|8MDPS|9RCR
240	63263 43111	   	201.38	DCR|2VULN|2DMG|1AART|1CDMG|1MSE	17VULN|2AART|3RMIN|45DMG|6RCR|8RCVC|9CDMG|aMSE
241	63263 43113	   	201.38	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2AART|3RMIN|45DMG|6RCR|8RCVC|9CDMG|aTLV
242	63263 43211	   	201.38	DCR|2VULN|2DMG|1AART|1CDMG|1MSE	17VULN|2AART|38RMIN|45DMG|6RCR|9CDMG|aMSE
243	63263 43213	   	201.38	DCR|2VULN|2DMG|1AART|1CDMG	17VULN|2AART|38RMIN|45DMG|6RCR|9CDMG|aTLV
244	61122 41336	   	201.33	DCR|3VULN|2CDMG|1ASPD|1DMG	124VULN|3DMG|5aCDMG|6DUST|7ASPD|8RCR|9LHND
245	41463 21223	   	201.30	DCR|2VULN|2AART|2DMG	18LWND|28VULN|3MBVNT|48DMG|5RPLT|6RCR|7aAART|8BPWR|9DUST
246	63612 13324	   	201.26	DCR|3VULN|2AART|2CDMG	19aVULN|27AART|3AME|4aCDMG|5aLIT|6MBVNT|8RCR|aBPWR
247	63653 13324	   	201.26	DCR|3VULN|2AART|2CDMG	19aVULN|27AART|3AME|4aLIT|5aCDMG|6MBVNT|8RCR|aBPWR
248	62126 63122	   	201.25	DCR|3VULN|1AART|2CDMG|1DMG	137VULN|23CDMG|3BPWR|4AART|5RPLT|6DMG|8RCVC|9BEXP|aRCR
249	62111 16134	   	201.25	DCR|3VULN|1AART|2CDMG|1DMG	134VULN|23CDMG|3BPWR|5FEWX|6BEXP|7BELT|8AART|9DMG|aRCR
250	62121 14134	   	201.25	DCR|3VULN|1AART|2CDMG|1DMG	137VULN|23CDMG|3BPWR|4AART|5BEXP|6BELT|8LWND|9DMG|aRCR
251	62123 14134	   	201.25	DCR|3VULN|1AART|2CDMG|1DMG	137VULN|23CDMG|3BPWR|4AART|5FEWX|6BELT|8LWND|9DMG|aRCR
252	63263 42112	   	201.24	DCR|2AART|2DMG|1VULN|2DUR|1AAC	1VULN|28AART|3RMIN|45DMG|6RCR|79DUR|aAAC
253	62121 51521	   	201.23	DCR|4VULN|1AART|2CDMG	1379VULN|23CDMG|39BPWR|4AART|59BEXP|69LIT|8RCR|aCGEN
254	62121 51523	   	201.23	DCR|4VULN|1AART|2CDMG	1379VULN|23CDMG|39BPWR|4AART|59BEXP|69LIT|8RCR|aRCVC
255	33215 24135	   	201.20	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1TLV|2DMG|3CDMG|47VULN|5DUR|6ASPD|8LIT|9RCR|aMDPS
256	63512 13324	   	201.16	DCR|3VULN|2AART|2CDMG	19aVULN|27AART|3TLV|4aCDMG|5aLIT|6MBVNT|8RCR|aBPWR
257	63553 13324	   	201.16	DCR|3VULN|2AART|2CDMG	19aVULN|27AART|3TLV|4aLIT|5aCDMG|6MBVNT|8RCR|aBPWR
258	62124 23733	   	201.05	DCR|3VULN|1AART|2CDMG|1ASPD	137VULN|23CDMG|3BPWR|4AART|5MSLFST|6MBVNT|8LWND|9ASPD|aRCR
259	21463 21228	   	200.98	DCR|3DMG|2VULN|1AART	18aBEXP|28VULN|3MBVNT|48aDMG|5RPLT|6RCR|7AART|8aBPWR|9aDUST
260	62142 23161	   	200.96	DCR|2VULN|3CDMG|1ASPD|1DMG|1DUR	13VULN|234CDMG|3BPWR|5RMIN|6ASPD|7RCR|8DUST|9DMG|aDUR
261	62142 23422	   	200.86	DCR|3VULN|3CDMG|1ASPD|1ZMB	138VULN|234CDMG|3BPWR|5RMIN|6ASPD|7RCR|9LWND|aZMB
262	62142 23132	   	200.76	DCR|3VULN|3CDMG|1ASPD|1ZMB	139VULN|234CDMG|3BPWR|5RMIN|6ASPD|7RCR|8DUST|aZMB
263	62142 23412	   	200.76	DCR|3VULN|3CDMG|1ASPD|1ZMB	138VULN|234CDMG|3BPWR|5RMIN|6ASPD|7RCR|9DUST|aZMB
264	62143 11211	   	200.67	DCR|3VULN|3CDMG|1AART|1ZMB	138VULN|234CDMG|38BPWR|5RPLT|68BEXP|7AART|9RCR|aZMB
265	62114 61111	   	200.57	DCR|3VULN|3CDMG|1AART|1ZMB	134VULN|235CDMG|3BPWR|6AART|7BEXP|8RPLT|9RCR|aZMB
266	62114 62111	   	200.57	DCR|3VULN|3CDMG|1AART|1ZMB	134VULN|235CDMG|3BPWR|6AART|7FEWX|8RPLT|9RCR|aZMB
267	21464 12431	   	200.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1BEXP|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9AAC|aDUST
268	21464 12432	   	200.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC|1MSE	1BEXP|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9AAC|aMSE
269	21464 12433	   	200.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1BEXP|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9AAC|aLHND
270	21464 12434	   	200.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1BEXP|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9AAC|aLWND
271	21464 12435	   	200.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1BEXP|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9AAC|aFEWX
272	21464 12436	   	200.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1BEXP|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9AAC|aRPLT
273	41464 12431	   	200.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1LWND|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9AAC|aDUST
274	41464 12432	   	200.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC|1MSE	1LWND|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9AAC|aMSE
275	41464 12433	   	200.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1LWND|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9AAC|aLHND
276	41464 12434	   	200.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	1aLWND|25VULN|3MBVNT|45DMG|5BPWR|6ASPD|7CDMG|8RCR|9AAC
277	41532 24133	   	200.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|257VULN|3CDMG|4DUR|6ASPD|8LIT|9RCR|aDMG
278	61122 22133	   	200.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6FEWX|7DUR|8LIT|9RCR|aASPD
279	61122 36133	   	200.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	124VULN|3DMG|5CDMG|6DUR|7FEWX|8LIT|9RCR|aASPD
280	41534 33233	   	200.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|278VULN|3CDMG|4DUR|5LIT|6DMG|9RCR|aASPD
281	62453 33233	   	200.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	178VULN|2CDMG|3LHND|4DUR|5LIT|6DMG|9RCR|aASPD
282	66513 33233	   	200.31	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	178VULN|2DUR|3CDMG|4LHND|5LIT|6DMG|9RCR|aASPD
283	63263 43122	   	200.31	DCR|2VULN|2DMG|1AART|1AAC|1DUR	17VULN|2AART|3RMIN|45DMG|6RCR|8RCVC|9DUR|aAAC
284	63263 43222	   	200.31	DCR|2VULN|2DMG|1AART|1AAC|1DUR	17VULN|2AART|38RMIN|45DMG|6RCR|9DUR|aAAC
285	33215 24134	   	200.21	DCR|3VULN|1ASPD|1DMG|1CDMG|1DUR	1TLV|2DMG|3CDMG|47aVULN|5DUR|6ASPD|8LIT|9RCR
286	61122 62136	   	200.12	DCR|4VULN|1DMG|1CDMG|1ZMB	124aVULN|3DMG|5CDMG|6ZMB|7RPLT|8RCR|9LHND
287	61122 62163	   	200.12	DCR|4VULN|1DMG|1CDMG|1ZMB	124aVULN|3DMG|5CDMG|6ZMB|7RPLT|8RCR|9CGEN
288	41534 33333	   	200.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1LWND|27VULN|3CDMG|4DUR|5LIT|68DMG|9RCR|aASPD
289	62453 33333	   	200.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	17VULN|2CDMG|3LHND|4DUR|5LIT|68DMG|9RCR|aASPD
290	66513 33333	   	200.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	17VULN|2DUR|3CDMG|4LHND|5LIT|68DMG|9RCR|aASPD
291	62111 21346	 * 	200.00	DCR|3VULN|2ASPD|2CDMG|1DUR	134VULN|23CDMG|3BPWR|5FEWX|67ASPD|8LWND|9DUR|aRCR
292	33215 24133	   	199.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1TLV|2aDMG|3CDMG|47VULN|5DUR|6ASPD|8LIT|9RCR
293	33215 23134	   	199.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1TLV|27DMG|3CDMG|4aVULN|5DUR|6ASPD|8LIT|9RCR
294	21464 11227	 * 	199.96	DCR|2VULN|2DMG|1MDPS|2ASPD|1ZMB	1BEXP|25VULN|3MBVNT|45DMG|5BPWR|6aASPD|7ZMB|8MDPS|9RCR
295	62161 31412	   	199.90	DCR|3VULN|2ASPD|2CDMG|1DUR	135VULN|23CDMG|3BPWR|4ERES|6DUR|79ASPD|8BELT|aRCR
296	62122 33614	   	199.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	13VULN|23CDMG|3BPWR|4AART|5ERES|6DMSP|7RCR|8ZMB|9MLV|aASPD
297	62124 42331	   	199.62	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	13VULN|23CDMG|3BPWR|4AART|5MSLFST|6RCR|7DUR|8aFEWX|9ASPD
298	62122 33634	   	199.55	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	13VULN|23CDMG|3BPWR|4AART|5ERES|6DMSP|7RCR|8ZMB|9TLV|aASPD
299	63124 21231	   	199.54	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG	18VULN|2AART|3MDPS|4LHND|58ASPD|68CDMG|7LEGI|8BPWR|9RCR|aRPLT
300	63124 21234	   	199.54	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG	18VULN|2AART|3MDPS|4LHND|58ASPD|68CDMG|7LEGI|8BPWR|9RCR|aBEXP
301	62111 13133	   	199.53	DCR|3VULN|2CDMG|1ASPD|1DMG	134VULN|23CDMG|3BPWR|5FEWX|6BEXP|7DMG|8LIT|9RCR|aASPD
302	62124 41332	   	199.52	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	13VULN|23CDMG|3BPWR|4AART|5MSLFST|6RCR|7LEGI|8FEWX|9ASPD|aDUR
303	62224 42333	   	199.52	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	1aVULN|23CDMG|4AART|5MSLFST|6RCR|7DUR|8FEWX|9ASPD
304	63263 13112	   	199.48	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2AART|3RMIN|45DMG|7RCR|8RCVC|9CDMG|aBEXP
305	63263 13212	   	199.48	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2AART|38RMIN|45DMG|7RCR|9CDMG|aBEXP
306	63263 13336	   	199.48	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2AART|3RMIN|45DMG|7RCR|8LWND|9LIT|aCDMG
307	63663 13112	   	199.48	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2AART|3AME|45DMG|7RCR|8RCVC|9CDMG|aBEXP
308	21464 16133	   	199.47	DCR|3DMG|2VULN|1ASPD|1DUR	1BEXP|25VULN|3MBVNT|45aDMG|5BPWR|6ASPD|7DUR|8RPLT|9RCR
309	63124 21232	   	199.44	DCR|2VULN|1MDPS|2ASPD|1AART|2CDMG|1MSE	18VULN|2AART|3MDPS|4LHND|58ASPD|68CDMG|7LEGI|8BPWR|9RCR|aMSE
310	63124 21235	   	199.44	DCR|2VULN|1MDPS|2ASPD|2CDMG|1AART	18VULN|2AART|3MDPS|4LHND|58ASPD|68CDMG|7LEGI|8BPWR|9RCR|aERES
311	62124 42121	   	199.42	DCR|2VULN|1AART|2CDMG|1NUKE|1DUR	13VULN|23CDMG|3BPWR|4AART|5MSLFST|6RCR|7DUR|8TLV|9NUKE|aRMIN
312	62124 42122	   	199.42	DCR|2VULN|1AART|2CDMG|1NUKE|1DUR	13VULN|23CDMG|3BPWR|4AART|5MSLFST|6RCR|7DUR|8TLV|9NUKE|aAELBLL
313	62124 42123	   	199.42	DCR|2VULN|1AART|2CDMG|1NUKE|1DUR	13VULN|23CDMG|3BPWR|4AART|5MSLFST|6RCR|7DUR|8TLV|9NUKE|aAME
314	63263 13111	   	199.38	DCR|2VULN|2DMG|1AART|1CDMG|1MSE	16VULN|2AART|3RMIN|45DMG|7RCR|8RCVC|9CDMG|aMSE
315	63263 13113	   	199.38	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2AART|3RMIN|45DMG|7RCR|8RCVC|9CDMG|aTLV
