0	Index      	 *	Score 	Summary	Detail	
1	52212 32634	 * 	228.67	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1ASPD|259VULN|3AART|4LIT|6DMG|7DUR|8RCR|aMDPS
167	26137 32823	   	201.27	DCR|3VULN|2AART|2DUR|1ZMB	1aDUR|269VULN|35AART|4MBVNT|7ZMB|8RCR
168	52632 22621	 * 	201.21	DCR|3VULN|1MDPS|2ASPD|2DUR|2ZMB	1aASPD|25aVULN|3MDPS|45DUR|5aBPWR|6FEWX|7RCR|8BELT|9aZMB
169	63182 53132	 * 	201.18	DCR|3VULN|1MDPS|2DMG|3ZMB	1MDPS|257ZMB|3MBVNT|457TLV|57aBPWR|67aVULN|8RCR|9aDMG
170	26136 23238	   	201.04	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1DUR|258VULN|3AART|4MBVNT|6LWND|7RCR|9ASPD|aMDPS
171	26136 32823	   	201.04	DCR|4VULN|1AART|2DUR|1ZMB	1aDUR|2569VULN|3AART|4MBVNT|7ZMB|8RCR
172	32262 43236	 * 	200.59	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	17TLV|2VULN|3AART|47DMG|57CDMG|6RPLT|7BPWR|8CGEN|9ASPD|aRCR
173	52261 21523	   	200.34	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ASPD|24VULN|3AART|5ZMB|6DMG|7LIT|8RPLT|9RCR|aDUR
174	52261 23223	   	200.34	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ASPD|24VULN|3AART|5ZMB|6DMG|7RPLT|8LIT|9RCR|aDUR
175	31551 22313	   	200.13	DCR|1SPLARM|2VULN|1AART|1CDMG|2DUR|1ZMB	1TLV|2ZMB|3CDMG|4aVULN|5AART|6SPLARM|7RCR|89DUR
176	52256 23233	   	200.12	DCR|2VULN|2ASPD|1AART|1DMG	1aASPD|28VULN|3AART|4aLHND|5DMG|6LWND|7RCR|9aBEXP|aBPWR
177	16152 33333	   	200.11	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1BEXP|267VULN|3AART|4ZMB|5CGEN|8RCR|9ASPD|aDUR
178	52212 16621	   	200.11	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|25aVULN|3AART|4LIT|6DUR|7CGEN|8RCR|9ZMB
179	32212 36621	   	200.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1TLV|25aVULN|3AART|4LIT|6DMG|7DUR|8RCR|9ZMB
180	32212 36636	   	200.01	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1TLV|259VULN|3AART|4LIT|6DMG|7DUR|8RCR|aZMB
181	52212 12621	   	200.01	DCR|3VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1ASPD|25aVULN|3AART|4LIT|6DUR|7AAC|8RCR|9ZMB
182	52212 12636	   	200.01	DCR|3VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1ASPD|259VULN|3AART|4LIT|6DUR|7AAC|8RCR|aZMB
183	52212 14621	   	200.01	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|25aVULN|3AART|4LIT|6DUR|7ERES|8RCR|9ZMB
184	52212 52621	   	200.01	DCR|3VULN|1AART|1ASPD|1AAC|1ZMB|1DUR	1ASPD|25aVULN|3AART|4LIT|6AAC|7DUR|8RCR|9ZMB
185	32266 43223	   	199.93	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1TLV|2VULN|3aAART|4DMG|5ASPD|6ZMB|7RCR|8AME|9DUR
186	16125 33313	   	199.82	DCR|5VULN|1AART|1DUR	1BEXP|2567aVULN|3AART|4FEWX|8RCR|9DUR
187	53236 62213	   	199.72	ACR|2VULN|2DMG|2ASPD|1AART|1DUR	1aASPD|2LHND|3AART|4RCR|5aDMG|6DUR|78VULN|9aLWND|aBPWR
188	52263 33321	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|248VULN|3AART|5DUST|6BELT|7RCR|9FEWX|aCDMG
189	52263 33361	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|248VULN|3AART|5DUST|6BELT|7RCR|9LHND|aCDMG
190	52263 33531	   	199.62	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|249VULN|3AART|5DUST|6BELT|7RCR|8FEWX|aCDMG
191	52512 12431	   	199.55	DCR|3VULN|2AART|1ASPD	1ASPD|24aVULN|3CGEN|5LHND|6RMIN|7RCR|89AART
192	52523 12431	   	199.55	DCR|3VULN|2AART|1ASPD	1ASPD|25aVULN|3CGEN|4LHND|6RMIN|7RCR|89AART
193	53513 12431	   	199.55	DCR|3VULN|2AART|1ASPD	1ASPD|2LHND|3CGEN|45aVULN|6RMIN|7RCR|89AART
194	26126 33341	   	199.54	DCR|4VULN|2AART|1DUR	1DUR|267aVULN|35AART|4FEWX|8ERES|9RCR
195	26136 41453	   	199.47	DCR|2VULN|2AART|1ASPD|2ZMB|1DUR	1DUR|25VULN|37AART|4MBVNT|6ASPD|8aZMB|9RCR
196	16136 23233	   	199.45	DCR|3VULN|2AART|1ASPD	1BEXP|258VULN|3aAART|4MBVNT|6LWND|7RCR|9ASPD
197	32526 32431	   	199.45	DCR|3VULN|2AART|1ASPD	1TLV|26aVULN|3CGEN|4LHND|5ASPD|7RCR|89AART
198	33516 32431	   	199.45	DCR|3VULN|2AART|1ASPD	1TLV|2LHND|3CGEN|46aVULN|5ASPD|7RCR|89AART
199	53523 32431	   	199.45	DCR|3VULN|2AART|1ASPD	1ASPD|2LHND|3CGEN|4TLV|56aVULN|7RCR|89AART
200	26137 33341	   	199.44	DCR|4VULN|2AART|1DUR	1DUR|267aVULN|35AART|4MBVNT|8ERES|9RCR
201	52236 32623	   	199.37	ACR|2VULN|2AART|1ASPD|1DMG|2DUR|1ZMB	1ASPD|26VULN|39AART|4RCR|5DMG|7ZMB|8aDUR
202	32236 33154	   	199.33	ACR|4VULN|2AART|1DMG|1ZMB	1TLV|267aVULN|38AART|4RCR|5DMG|9ZMB
203	52512 12421	   	199.32	DCR|4VULN|1AART|1ASPD	1ASPD|249aVULN|3CGEN|5LHND|6RMIN|7RCR|8AART
204	52523 12421	   	199.32	DCR|4VULN|1AART|1ASPD	1ASPD|259aVULN|3CGEN|4LHND|6RMIN|7RCR|8AART
205	53513 12421	   	199.32	DCR|4VULN|1AART|1ASPD	1ASPD|2LHND|3CGEN|459aVULN|6RMIN|7RCR|8AART
206	26137 23238	 * 	199.28	DCR|2VULN|2AART|1MDPS|1ASPD|1DUR	1DUR|28VULN|35AART|4MBVNT|6LWND|7RCR|9ASPD|aMDPS
207	26137 32741	   	199.27	DCR|3VULN|2AART|2DUR|1ZMB	18DUR|26aVULN|35AART|4MBVNT|7ZMB|9RCR
208	32526 32421	   	199.22	DCR|4VULN|1AART|1ASPD	1TLV|269aVULN|3CGEN|4LHND|5ASPD|7RCR|8AART
209	33516 32421	   	199.22	DCR|4VULN|1AART|1ASPD	1TLV|2LHND|3CGEN|469aVULN|5ASPD|7RCR|8AART
210	52263 33326	   	199.22	DCR|4VULN|1AART|1ASPD	1ASPD|248aVULN|3AART|5DUST|6BELT|7RCR|9FEWX
211	52263 33353	   	199.22	DCR|4VULN|1AART|1ASPD	1ASPD|2489VULN|3AART|5DUST|6BELT|7RCR|aLIT
212	53523 32421	   	199.22	DCR|4VULN|1AART|1ASPD	1ASPD|2LHND|3CGEN|4TLV|569aVULN|7RCR|8AART
213	52212 34241	   	199.19	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|25VULN|3AART|4LIT|6aDMG|7DUST|8RPLT|9RCR
214	52632 22315	   	199.15	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|2DUR	1ASPD|25VULN|3MDPS|45DUR|5BPWR|6FEWX|7RCR|8ERES|9DMG|aAART
215	52263 33352	   	199.12	DCR|4VULN|1AART|1ASPD|1MSE	1ASPD|2489VULN|3AART|5DUST|6BELT|7RCR|aMSE
216	52212 12634	   	199.04	DCR|3VULN|1MDPS|1AART|1ASPD|1AAC|1DUR	1ASPD|259VULN|3AART|4LIT|6DUR|7AAC|8RCR|aMDPS
217	26136 32741	   	199.04	DCR|4VULN|1AART|2DUR|1ZMB	18DUR|256aVULN|3AART|4MBVNT|7ZMB|9RCR
218	51514 81314	 * 	198.92	DCR|2VULN|2DMG|2ASPD|1ZMB	18ASPD|2ZMB|3MBVNT|48VULN|5RMIN|6BELT|78DMG|8BPWR|9RCVC|aRCR
