0	Index      	 *	Score 	Summary	Detail	
1	14133 53113	 * 	220.87	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG|2DUR	1AME|2CDMG|3ASPD|46VULN|59DUR|7RCR|8SPLARM|aDMG
160	54414 33245	   	196.30	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB|1DUR	15ASPD|2MBVNT|3AART|4AAC|6aVULN|7DUR|8RCR|9ZMB
161	54444 33245	   	196.30	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	15ASPD|2MBVNT|3AART|4ERES|6aVULN|7DUR|8RCR|9ZMB
162	54474 33234	 * 	196.04	DCR|2ASPD|1VULN|1AART|1DMG|3DUR	15ASPD|2MBVNT|3AART|4DMG|6VULN|79aDUR|8RCR
163	11613 25214	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1AME|26ASPD|3ERES|4CDMG|59VULN|7RCR|8AART|aLHND
164	11613 25231	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1AME|26ASPD|3ERES|4CDMG|5aVULN|7RCR|8AART|9RPLT
165	52313 43323	   	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3BEXP|4CDMG|5MLV|69aVULN|7RCR|8DMG
166	11613 25211	   	195.91	DCR|2VULN|2ASPD|1AART|1CDMG	1AME|26ASPD|3aERES|4CDMG|59VULN|7RCR|8AART
167	11613 25215	   	195.91	DCR|2VULN|2ASPD|1AART|1CDMG|1SELL	1AME|26ASPD|3ERES|4CDMG|59VULN|7RCR|8AART|aSELL
168	52633 33323	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1ASPD|2AELBLL|3CDMG|4DUST|59aVULN|6MLV|7RCR|8DMG
169	55213 33323	   	195.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1ASPD|23DUST|4CDMG|59aVULN|6MLV|7RCR|8DMG
170	54423 43425	   	195.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ASPD|2MBVNT|3AART|4CGEN|5ZMB|6RCR|7LHND|89aVULN
171	11613 25224	   	195.69	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG	1AME|26ASPD|3ERES|4CDMG|5VULN|7RCR|8AART|9FEWX|aNUKE
172	52633 33326	   	195.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|2AELBLL|3CDMG|4DUST|59VULN|6MLV|7RCR|8aDMG
173	54443 43425	   	195.60	DCR|3VULN|1AART|1ASPD|1ZMB	1ASPD|2MBVNT|3AART|4ERES|5ZMB|6RCR|7LHND|89aVULN
174	55213 33326	   	195.56	DCR|2VULN|2DMG|1ASPD|1CDMG	1ASPD|23DUST|4CDMG|59VULN|6MLV|7RCR|8aDMG
175	54347 44412	   	195.55	DCR|3VULN|2ASPD|1AART|1SELL	1aASPD|2MBVNT|3MLV|4aAELBLL|5SELL|69aVULN|7AART|8RCR|aBPWR
176	54424 34231	   	195.49	DCR|3VULN|2ASPD|1AART	15ASPD|2MBVNT|3AART|4CGEN|69aVULN|7DUST|8RCR
177	54214 21231	   	195.39	DCR|3VULN|2ASPD|1AART|1AAC	14ASPD|2MBVNT|3DUST|59aVULN|6AART|7AAC|8RCR
178	54214 26231	   	195.39	DCR|3VULN|2ASPD|1AART	14ASPD|2MBVNT|3DUST|59aVULN|6AART|7ERES|8RCR
179	54414 34231	   	195.39	DCR|3VULN|2ASPD|1AART|1AAC	15ASPD|2MBVNT|3AART|4AAC|69aVULN|7DUST|8RCR
180	54444 34231	   	195.39	DCR|3VULN|2ASPD|1AART	15ASPD|2MBVNT|3AART|4ERES|69aVULN|7DUST|8RCR
181	54473 43142	   	195.35	DCR|2DMG|1MDPS|2ASPD|3ZMB|1AART	17ASPD|2MBVNT|3AART|47DMG|578ZMB|6MDPS|7BPWR|9RCR|aAME
182	54473 43143	   	195.35	DCR|2DMG|1MDPS|2ASPD|3ZMB|1AART	17ASPD|2MBVNT|3AART|47DMG|578ZMB|6MDPS|7BPWR|9RCR|aBEXP
183	54473 43144	   	195.25	DCR|2DMG|1MDPS|2ASPD|3ZMB|1AART|1SELL	17ASPD|2MBVNT|3AART|47DMG|578ZMB|6MDPS|7BPWR|9RCR|aSELL
184	51115 11163	 * 	195.23	DCR|2AART|2ASPD|1VULN|2CDMG	12ASPD|3LHND|45CDMG|6aAART|7VULN|8BEXP|9RCR
185	54423 42521	   	195.19	DCR|2ASPD|1VULN|1AART|1DMG|2ZMB	18ASPD|2MBVNT|3AART|4CGEN|58ZMB|6RCR|78FEWX|8BPWR|9DMG|aVULN
186	54423 43521	   	195.19	DCR|2ASPD|1VULN|1AART|1DMG|2ZMB	18ASPD|2MBVNT|3AART|4CGEN|58ZMB|6RCR|78LHND|8BPWR|9DMG|aVULN
187	54443 42521	   	195.09	DCR|2ASPD|1VULN|1AART|1DMG|2ZMB	18ASPD|2MBVNT|3AART|4ERES|58ZMB|6RCR|78FEWX|8BPWR|9DMG|aVULN
188	54443 43521	   	195.09	DCR|2ASPD|1VULN|1AART|1DMG|2ZMB	18ASPD|2MBVNT|3AART|4ERES|58ZMB|6RCR|78LHND|8BPWR|9DMG|aVULN
189	54412 44521	   	195.09	DCR|2ASPD|1VULN|1AART|1DMG|2DUR|1AAC	18ASPD|2MBVNT|3AART|4AAC|58MLV|6RCR|78DUR|8BPWR|9DMG|aVULN
190	53324 42312	 * 	194.98	DCR|2DMG|2ASPD|1VULN|2CDMG|1SELL	19ASPD|29CGEN|3BELT|4SELL|5aCDMG|6VULN|79DMG|8RCR|9BPWR
191	54453 34231	   	194.82	DCR|3VULN|1AART|1ASPD|2ZMB	1ASPD|2MBVNT|3AART|45ZMB|69aVULN|7DUST|8RCR
192	54454 24231	   	194.82	DCR|3VULN|1AART|1ASPD|2ZMB	1ASPD|2MBVNT|3AART|46ZMB|59aVULN|7DUST|8RCR
193	52511 11131	   	194.60	DCR|2VULN|2ASPD|1DMG|1CDMG|1DUR	14ASPD|2AELBLL|3DMG|58VULN|6CDMG|7DUR|9TLV|aRCR
194	51112 62311	   	194.56	DCR|3ASPD|1AART|2CDMG|1DMG	129ASPD|3LHND|49CDMG|5BEXP|6RCR|7DMG|89FEWX|9BPWR|aAART
195	23335 11225	   	194.54	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1aDUR|2FEWX|3DUST|4CDMG|5AART|6RCR|79DMG|8VULN
196	61335 11225	   	194.54	DCR|2DMG|1VULN|1AART|1CDMG|2DUR	1FEWX|2aDUR|3DUST|4CDMG|5AART|6RCR|79DMG|8VULN
197	51633 62213	   	194.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3CDMG|4DUST|5aVULN|6RCR|7DMG|8MLV|9AELBLL
198	51633 62221	   	194.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3CDMG|4DUST|59VULN|6RCR|7DMG|8MLV|aBELT
199	51633 62222	   	194.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3CDMG|4DUST|59VULN|6RCR|7DMG|8MLV|aFEWX
200	51112 62112	   	194.07	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3LHND|4CDMG|5BEXP|6RCR|7DMG|8MLV|9VULN|aNUKE
201	51112 66312	   	194.07	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3LHND|4CDMG|5BEXP|6RCR|7MLV|8DMG|9VULN|aNUKE
202	51633 51222	   	194.01	DCR|2VULN|2ASPD|1AART|1CDMG	12ASPD|3CDMG|4DUST|5aVULN|6AART|7RPLT|8RCR|9LWND
203	51633 51232	   	194.01	DCR|2VULN|2ASPD|1AART|1CDMG	12ASPD|3CDMG|4DUST|59VULN|6AART|7RPLT|8RCR|aFEWX
204	51643 22313	   	194.01	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC	12ASPD|3CDMG|4AAC|5RPLT|69VULN|7LWND|8RCR|aAART
205	51633 62232	   	193.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3CDMG|4DUST|5VULN|6RCR|7DMG|8MLV|9FEWX|aNUKE
206	54423 43423	   	193.95	DCR|2VULN|2AART|1ASPD|1ZMB	1ASPD|2MBVNT|3aAART|4CGEN|5ZMB|6RCR|7LHND|89VULN
207	54443 44218	   	193.92	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ASPD|2MBVNT|3AART|47ERES|5ZMB|6RCR|8CDMG|9aVULN
208	24252 25333	 * 	193.91	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1DUR|2LHND|3ASPD|4MDPS|5DMG|6CGEN|7RCR|89VULN|aAART
209	31252 25333	   	193.91	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1LHND|2DUR|3ASPD|4MDPS|5DMG|6CGEN|7RCR|89VULN|aAART
210	31252 65333	   	193.91	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1LHND|2DUR|3ASPD|4MDPS|5DMG|6MLV|7RCR|89VULN|aAART
211	51633 51211	   	193.91	DCR|2VULN|2ASPD|1AART|1CDMG	12ASPD|3CDMG|49DUST|5aVULN|6AART|7RPLT|8RCR
212	51633 51233	   	193.91	DCR|2VULN|2ASPD|1AART|1CDMG	12ASPD|3CDMG|4aDUST|59VULN|6AART|7RPLT|8RCR
213	54423 41741	   	193.85	DCR|2VULN|2AART|1ASPD|1AAC|1ZMB	1ASPD|2MBVNT|38AART|4CGEN|5ZMB|6RCR|7AAC|9aVULN
214	54443 43423	   	193.85	DCR|2VULN|2AART|1ASPD|1ZMB	1ASPD|2MBVNT|3aAART|4ERES|5ZMB|6RCR|7LHND|89VULN
215	51112 64213	   	193.80	DCR|2AART|2ASPD|1VULN|1CDMG	12ASPD|3LHND|4CDMG|5BEXP|6RCR|7aAART|8DMSP|9VULN
216	54424 34234	   	193.73	DCR|2VULN|2AART|2ASPD	15ASPD|2MBVNT|3aAART|4CGEN|69VULN|7DUST|8RCR
217	56113 62221	   	193.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1ASPD|23DUR|4CDMG|59VULN|6RCR|7DMG|8MLV|aFEWX
218	56113 62222	   	193.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1ASPD|23DUR|4CDMG|59VULN|6RCR|7DMG|8aMLV
219	21442 11121	   	193.70	DCR|2DMG|1VULN|1AART|3DUR|1CDMG	127DUR|3MLV|45DMG|6CDMG|8AART|9RCR|aVULN
220	26142 11121	   	193.70	DCR|2DMG|1VULN|1AART|3DUR|1CDMG	137DUR|2MLV|45DMG|6CDMG|8AART|9RCR|aVULN
221	14132 66322	 * 	193.68	DCR|2VULN|1MDPS|2ASPD|2CDMG|1DMG|1SELL	17AME|29CDMG|37ASPD|47VULN|5SELL|6MDPS|7BPWR|8DMG|aRCR
222	54214 21234	   	193.63	DCR|2VULN|2AART|2ASPD|1AAC	14ASPD|2MBVNT|3DUST|59VULN|6aAART|7AAC|8RCR
223	54214 26234	   	193.63	DCR|2VULN|2AART|2ASPD	14ASPD|2MBVNT|3DUST|59VULN|6aAART|7ERES|8RCR
224	54414 34234	   	193.63	DCR|2VULN|2AART|2ASPD|1AAC	15ASPD|2MBVNT|3aAART|4AAC|69VULN|7DUST|8RCR
225	54444 34234	   	193.63	DCR|2VULN|2AART|2ASPD	15ASPD|2MBVNT|3aAART|4ERES|69VULN|7DUST|8RCR
226	56113 62223	   	193.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1ASPD|23DUR|4CDMG|59VULN|6RCR|7DMG|8MLV|aERES
227	54443 44214	   	193.60	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2MBVNT|3AART|47ERES|5ZMB|6RCR|8CDMG|9VULN|aDMG
228	54443 44215	   	193.60	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1ZMB	1ASPD|2MBVNT|3AART|47ERES|5ZMB|6RCR|8CDMG|9VULN|aNUKE
229	21642 11121	   	193.60	DCR|2DMG|1VULN|1AART|3DUR|1CDMG	127DUR|3ERES|45DMG|6CDMG|8AART|9RCR|aVULN
230	54474 22434	   	193.51	DCR|2AART|2ASPD|1VULN|1DMG	15ASPD|2MBVNT|39AART|4DMG|6LIT|7VULN|8RCR|aBEXP
231	52511 31234	   	193.47	DCR|3ASPD|2VULN|1DMG|1DUR	146ASPD|2AELBLL|3DMG|56VULN|6BPWR|7LHND|8AME|9RCR|aDUR
232	52511 33234	   	193.47	DCR|3ASPD|2VULN|1DMG|1DUR	146ASPD|2AELBLL|3DMG|56VULN|6BPWR|7FEWX|8AME|9RCR|aDUR
233	52413 51231	   	193.44	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1ASPD|2AELBLL|39DUR|4CDMG|5aVULN|6AART|7RPLT|8RCR
234	54474 22432	   	193.41	DCR|2AART|2ASPD|1VULN|1DMG	15ASPD|2MBVNT|39AART|4DMG|6LIT|7VULN|8RCR|aDUST
235	56113 62232	   	193.40	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	1ASPD|23DUR|4CDMG|5VULN|6RCR|7DMG|8MLV|9FEWX|aNUKE
236	51512 61131	   	193.37	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6CGEN|7DUR|9RCR|aRMIN
237	51512 61132	   	193.37	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6CGEN|7DUR|9RCR|aRPLT
238	51512 61133	   	193.37	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6CGEN|7DUR|9RCR|aLHND
239	56113 51212	   	193.34	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	1ASPD|23DUR|4CDMG|5aVULN|6AART|7RPLT|8RCR|9DUST
240	54474 34214	   	193.31	DCR|2AART|2ASPD|1VULN|1DMG	15ASPD|2MBVNT|3aAART|4DMG|6VULN|79DUST|8RCR
241	56113 62322	   	193.30	DCR|1VULN|1ASPD|1DMG|1NUKE|1CDMG|2DUR	1ASPD|23DUR|4CDMG|5VULN|6RCR|7DMG|8DUST|9CGEN|aNUKE
242	51512 31131	   	193.27	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6ERES|7DUR|9RCR|aRMIN
243	51512 31132	   	193.27	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6ERES|7DUR|9RCR|aRPLT
244	51512 31133	   	193.27	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6ERES|7DUR|9RCR|aLHND
245	51512 31135	   	193.27	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6ERES|7DUR|9RCR|aLIT
246	51512 31136	   	193.27	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6ERES|7DUR|9RCR|aFEWX
247	51212 14134	   	193.27	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3ERES|58VULN|6FEWX|7DMG|9RCR|aDUR
248	51212 24134	   	193.27	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3ERES|58VULN|6LHND|7DMG|9RCR|aDUR
249	51512 12134	   	193.27	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6FEWX|7TLV|9RCR|aDUR
250	51512 22134	   	193.27	DCR|3ASPD|2VULN|1DMG|1DUR	124ASPD|3DMG|58VULN|6LWND|7ERES|9RCR|aDUR
251	51113 15322	   	193.24	DCR|3ASPD|1VULN|1DMG|1CDMG|1DUR	12aASPD|3LHND|4CDMG|5VULN|6DUR|7RCR|8BEXP|9DMG
252	51113 15612	   	193.24	DCR|3ASPD|1VULN|1DMG|1CDMG|1DUR	12aASPD|3LHND|4CDMG|5VULN|6DUR|7RCR|8DMG|9LWND
253	51512 32342	   	193.17	DCR|3ASPD|2VULN|1MDPS|1DMG|1DUR	124ASPD|3DMG|58VULN|6ERES|7MDPS|9RCR|aDUR
254	54453 34234	   	193.06	DCR|2VULN|2AART|1ASPD|2ZMB	1ASPD|2MBVNT|3aAART|45ZMB|69VULN|7DUST|8RCR
255	54454 24234	   	193.06	DCR|2VULN|2AART|1ASPD|2ZMB	1ASPD|2MBVNT|3aAART|46ZMB|59VULN|7DUST|8RCR
256	51413 63323	   	192.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	12ASPD|3DUR|4CDMG|5aVULN|6RCR|7RPLT|8LIT|9ZMB
257	51115 11262	   	192.70	DCR|2ASPD|1AART|1VULN|2CDMG|2DUR	12ASPD|3LHND|45CDMG|6AART|7VULN|8aDUR|9RCR
258	51413 62132	   	192.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	12ASPD|3DUR|4CDMG|5VULN|6RCR|7DMG|8VENFST|9AELBLL|aZMB
259	54474 33241	   	192.42	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1DUR	15ASPD|2MBVNT|3AART|4DMG|6VULN|7DUR|8RCR|9AAC|aDUST
260	54474 33242	   	192.42	DCR|2ASPD|1VULN|1AART|1DMG|2DUR|1AAC	15ASPD|2MBVNT|3AART|4DMG|6VULN|7aDUR|8RCR|9AAC
261	54474 33243	   	192.42	DCR|2ASPD|1AART|1VULN|1DMG|1AAC|1DUR	15ASPD|2MBVNT|3AART|4DMG|6VULN|7DUR|8RCR|9AAC|aLIT
262	54474 33244	   	192.42	DCR|2ASPD|1AART|1VULN|1DMG|1AAC|1DUR	15ASPD|2MBVNT|3AART|4DMG|6VULN|7DUR|8RCR|9AAC|aLHND
263	51313 43313	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3BEXP|4CDMG|5MLV|6aVULN|7RCR|8DMG|9AELBLL
264	51313 43321	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3BEXP|4CDMG|5MLV|69VULN|7RCR|8DMG|aBELT
265	51313 43322	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3BEXP|4CDMG|5MLV|69VULN|7RCR|8DMG|aFEWX
266	51313 43324	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3BEXP|4CDMG|5MLV|69VULN|7RCR|8DMG|aLWND
267	51313 43336	   	192.39	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3BEXP|4CDMG|5MLV|6aVULN|7RCR|8DMG|9FEWX
268	51515 21212	   	192.36	DCR|3ASPD|1VULN|1AART|1DMG|1AAC	124ASPD|3DMG|5AAC|6AART|7RCR|8VULN|9LWND|aMLV
269	51313 23316	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3BEXP|4CDMG|5MLV|6DUST|7RCR|8DMG|9aVULN
270	51316 33316	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3BEXP|4CDMG|5DUST|6MLV|7RCR|8DMG|9aVULN
271	51632 33316	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3CDMG|4DUST|5BEXP|6MLV|7RCR|8DMG|9aVULN
272	51633 33313	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3CDMG|4DUST|5aVULN|6MLV|7RCR|8DMG|9AELBLL
273	51633 33321	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3CDMG|4DUST|59VULN|6MLV|7RCR|8DMG|aBELT
274	51633 33322	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3CDMG|4DUST|59VULN|6MLV|7RCR|8DMG|aFEWX
275	51633 33324	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3CDMG|4DUST|59VULN|6MLV|7RCR|8DMG|aLWND
276	51633 33336	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3CDMG|4DUST|5aVULN|6MLV|7RCR|8DMG|9FEWX
277	51313 43325	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3BEXP|4CDMG|5MLV|69VULN|7RCR|8DMG|aDUST
278	51313 43326	   	192.29	DCR|2VULN|2ASPD|1DMG|1CDMG|1MSE	12ASPD|3BEXP|4CDMG|5MLV|69VULN|7RCR|8DMG|aMSE
279	23211 26224	 * 	192.29	DCR|2AART|2ASPD|1NUKE|1CDMG|1DUR	1DUR|2FEWX|34ASPD|5DUST|67AART|8CDMG|9RCR|aNUKE
280	61211 26224	   	192.29	DCR|2AART|2ASPD|1NUKE|1CDMG|1DUR	1FEWX|2DUR|34ASPD|5DUST|67AART|8CDMG|9RCR|aNUKE
281	51515 21211	   	192.26	DCR|3ASPD|1VULN|1AART|1DMG|1AAC	124ASPD|3DMG|5AAC|6AART|7RCR|8VULN|9LWND|aDUST
282	51515 21213	   	192.26	DCR|3ASPD|1VULN|1AART|1DMG|1AAC|1MSE	124ASPD|3DMG|5AAC|6AART|7RCR|8VULN|9LWND|aMSE
283	51515 21221	   	192.26	DCR|3ASPD|1VULN|1AART|1DMG|1AAC	124ASPD|3DMG|5AAC|6AART|7RCR|8VULN|9MLV|aERES
284	51515 21223	   	192.26	DCR|3ASPD|1VULN|1AART|1DMG|1AAC|1MSE	124ASPD|3DMG|5AAC|6AART|7RCR|8VULN|9MLV|aMSE
285	51515 21233	   	192.26	DCR|3ASPD|1VULN|1AART|1DMG|1AAC	124ASPD|3DMG|5AAC|6AART|7RCR|8VULN|9DUST|aDMSP
286	51633 33325	   	192.19	DCR|2VULN|2ASPD|1DMG|1CDMG	12ASPD|3CDMG|4aDUST|59VULN|6MLV|7RCR|8DMG
287	51515 21231	   	192.16	DCR|3ASPD|1VULN|1AART|1DMG|1AAC	124ASPD|3DMG|5AAC|6AART|7RCR|8VULN|9aDUST
288	23335 11242	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DUST|4CDMG|5AART|6RCR|7DMG|89VULN|aRMIN
289	23335 11522	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DUST|4CDMG|5AART|6RCR|7DMG|8LIT|9aVULN
290	61335 11242	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3DUST|4CDMG|5AART|6RCR|7DMG|89VULN|aRMIN
291	61335 11522	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3DUST|4CDMG|5AART|6RCR|7DMG|8LIT|9aVULN
292	51112 33312	   	192.07	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3LHND|4CDMG|5BEXP|6MLV|7RCR|8DMG|9VULN|aNUKE
293	51313 43332	   	192.07	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3BEXP|4CDMG|5MLV|6VULN|7RCR|8DMG|9FEWX|aNUKE
294	11135 52143	   	192.05	DCR|2VULN|2AART|1ASPD|1ZMB	1AME|2ASPD|3FEWX|48VULN|5ZMB|6LHND|7RCR|9aAART
295	23335 11246	   	191.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DUST|4CDMG|5AART|6RCR|7DMG|89VULN|aERES
296	51313 23312	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3BEXP|4CDMG|5MLV|6DUST|7RCR|8DMG|9VULN|aNUKE
297	51316 33312	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3BEXP|4CDMG|5DUST|6MLV|7RCR|8DMG|9VULN|aNUKE
298	51632 33312	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3CDMG|4DUST|5BEXP|6MLV|7RCR|8DMG|9VULN|aNUKE
299	51633 33332	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3CDMG|4DUST|5VULN|6MLV|7RCR|8DMG|9FEWX|aNUKE
300	51633 33342	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3CDMG|4DUST|5VULN|6MLV|7RCR|8DMG|9BEXP|aNUKE
301	51653 23312	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG	12ASPD|3CDMG|4BEXP|5MLV|6DUST|7RCR|8DMG|9VULN|aNUKE
302	51313 43342	   	191.97	DCR|2ASPD|1VULN|1DMG|1NUKE|1CDMG|1MSE	12ASPD|3BEXP|4CDMG|5MLV|6VULN|7RCR|8DMG|9MSE|aNUKE
303	52413 61313	   	191.95	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1SELL	1ASPD|29AELBLL|3DUR|4CDMG|58VULN|6RCR|7SELL|aAART
304	14123 15163	 * 	191.88	DCR|3VULN|2CDMG|1ASPD|1DUR	1AME|29CDMG|3ASPD|4CGEN|59aVULN|6DUR|7RCR|89LIT|9BPWR
305	52413 62131	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|29AELBLL|3DUR|4CDMG|5VULN|6RCR|7DMG|8VENFST|aAART
306	14112 33512	   	191.86	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR|1SELL	18AME|2CDMG|38ASPD|4DUR|5SELL|6BEXP|78DMG|8BPWR|9VULN|aRCR
307	14114 31512	   	191.86	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR|1SELL	18AME|2CDMG|38ASPD|4DUR|5FEWX|68DMG|7SELL|8BPWR|9VULN|aRCR
308	14115 31512	   	191.86	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR|1SELL	18AME|2CDMG|38ASPD|4DUR|5BEXP|68DMG|7SELL|8BPWR|9VULN|aRCR
309	14116 61331	   	191.85	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1SELL	1AME|2CDMG|3ASPD|4DUR|5TLV|6RCR|7SELL|8aVULN|9AART
310	23546 11132	   	191.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUR|2FEWX|3SELL|4AART|5DUST|6RCR|7DMG|8CDMG|9aVULN
311	31546 11132	   	191.85	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1LHND|2DUR|3SELL|4AART|5DUST|6RCR|7DMG|8CDMG|9aVULN
312	11535 32431	   	191.80	DCR|2DMG|2ASPD|1VULN|1CDMG	1AME|2aASPD|3LIT|4VULN|5aCGEN|6RCR|7CDMG|8aDMG|9RPLT|aBPWR
313	14135 53223	 * 	191.79	DCR|4VULN|1ASPD|1CDMG	1AME|2CDMG|3ASPD|469aVULN|5BEXP|7RCR|8MLV
314	51533 11161	   	191.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	12ASPD|3DMG|4CDMG|5MLV|6AART|7VULN|8BEXP|9RCR|aLWND
315	51533 11163	   	191.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	12ASPD|3DMG|4CDMG|5MLV|6AART|7VULN|8BEXP|9RCR|aDMSP
316	23335 13226	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1DUR|2FEWX|3DUST|4CDMG|5AART|6RCR|7AME|8VULN|9DMG|aASPD
317	61335 13226	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1FEWX|2DUR|3DUST|4CDMG|5AART|6RCR|7AME|8VULN|9DMG|aASPD
318	14135 32423	   	191.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1AME|2CDMG|3ASPD|4aVULN|58BEXP|67DMG|9RCR
319	14163 31512	   	191.76	DCR|2DMG|2ASPD|1VULN|1CDMG|1DUR|1SELL	18AME|2CDMG|38ASPD|4DUST|5DUR|68DMG|7SELL|8BPWR|9VULN|aRCR
