0	Index      	 *	Score 	Summary	Detail	
1	42253 42123	 * 	212.60	DCR|3VULN|1MDPS|1AART|1ASPD|1DUR	1ASPD|2BEXP|3DUR|489VULN|5AART|6RCR|7FEWX|aMDPS
165	54263 24431	   	192.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3DUR|478VULN|5AART|6FEWX|9CDMG|aRCR
166	43622 13215	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1ASPD|2CGEN|3DUR|4RCVC|5AART|6RCR|7aVULN|8CDMG|9LHND
167	12223 41624	 * 	192.09	DCR|2VULN|1AART|1NUKE|1CDMG|1AAC|1DUR	1LWND|2AAC|3DUR|49VULN|5AART|6RCR|7CGEN|8CDMG|aNUKE
168	42253 42111	   	192.02	DCR|2VULN|2AART|1ASPD|1DUR	1ASPD|2BEXP|3DUR|48VULN|59AART|6RCR|7aFEWX
169	31142 21352	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1SNIFST|2CGEN|39VULN|4DUR|5ASPD|6AART|7BEXP|8RCR|aDMG
170	46121 34113	   	191.99	DCR|3VULN|2ASPD|1AART	19ASPD|24SNIFST|349VULN|49BPWR|5AART|6LWND|7FEWX|89AME|aRCR
171	53121 44523	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3MBVNT|4RCVC|5ASPD|67VULN|8AART|9RCR|aDMG
172	53144 44523	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|25CGEN|3MBVNT|4ASPD|67VULN|8AART|9RCR|aDMG
173	53147 44523	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3MBVNT|4ASPD|5DMSP|67VULN|8AART|9RCR|aDMG
174	53151 44523	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2CGEN|3MBVNT|4DMSP|5ASPD|67VULN|8AART|9RCR|aDMG
175	54421 44523	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2MBVNT|3CGEN|4RCVC|5ASPD|67VULN|8AART|9RCR|aDMG
176	54444 44523	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2MBVNT|35CGEN|4ASPD|67VULN|8AART|9RCR|aDMG
177	24263 52113	   	191.92	DCR|2VULN|2AART|1DMG|1DUR	1MLV|2MBVNT|3DUR|48VULN|59AART|6RCR|7FEWX|aDMG
178	42253 42112	   	191.92	DCR|2VULN|2AART|1ASPD|1DUR	1ASPD|2BEXP|3DUR|48VULN|59AART|6RCR|7FEWX|aMBVNT
179	42253 43111	   	191.92	DCR|2VULN|2AART|1ASPD|1DUR	1ASPD|2BEXP|3DUR|48VULN|59AART|6RCR|7MBVNT|aFEWX
180	42253 43212	   	191.92	DCR|2VULN|2AART|1ASPD|1DUR	1ASPD|28BEXP|3DUR|4aVULN|59AART|6RCR|7MBVNT
181	32142 21352	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1SNIFST|2ERES|39VULN|4DUR|5ASPD|6AART|7BEXP|8RCR|aDMG
182	32142 26332	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1SNIFST|2ERES|39VULN|4DUR|5ASPD|6AART|7LHND|8RCR|aDMG
183	46124 21113	   	191.90	DCR|3VULN|1AART|1ASPD|1ZMB	1ASPD|24SNIFST|346VULN|4BPWR|5SPLJET|7DMSP|8RCR|9ZMB|aAART
184	42213 45323	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2BEXP|3DUR|4LWND|5AART|6RCR|7DMG|8FEWX|9CDMG|aVULN
185	44812 23441	   	191.83	DCR|2VULN|2AART|2ASPD	13ASPD|2MBVNT|3BPWR|4AME|5aAART|6LHND|78VULN|9RCR
186	42253 43114	   	191.82	DCR|2VULN|2AART|1ASPD|1DUR	1ASPD|2BEXP|3DUR|48VULN|59AART|6RCR|7MBVNT|aTLV
187	46121 22233	   	191.79	DCR|3VULN|2ASPD|1AART	18ASPD|24SNIFST|346VULN|4BPWR|5AART|7CGEN|9RCVC|aRCR
188	46121 22252	   	191.79	DCR|3VULN|2ASPD|1AART	18ASPD|24SNIFST|346VULN|4BPWR|5AART|7CGEN|9RPLT|aRCR
189	46133 26213	   	191.79	DCR|3VULN|2ASPD|1AART	19ASPD|2SNIFST|389VULN|4DUST|5AART|6CGEN|79LHND|9BPWR|aRCR
190	42213 45223	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2BEXP|3DUR|4LWND|5AART|6RCR|7DMG|8DUST|9CDMG|aVULN
191	44542 23441	   	191.73	DCR|2VULN|2AART|2ASPD	14ASPD|2MBVNT|3ERES|5aAART|6LHND|78VULN|9RCR
192	43622 13112	   	191.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1ASPD|28CGEN|3DUR|4RCVC|59AART|6RCR|7VULN|aDMG
193	43642 13112	   	191.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1ASPD|28CGEN|3DUR|4DMSP|59AART|6RCR|7VULN|aDMG
194	46151 22233	   	191.69	DCR|3VULN|2ASPD|1AART	18ASPD|2SNIFST|346VULN|5AART|7CGEN|9RCVC|aRCR
195	23137 46472	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2CGEN|3MBVNT|4DMG|5AART|6DUR|7RCR|89aVULN
196	46133 61213	   	191.59	DCR|3VULN|2ASPD|1AART	19ASPD|2SNIFST|389VULN|4DUST|5AART|6LWND|79TLV|9BPWR|aRCR
197	23182 47245	   	191.54	DCR|2VULN|1AART|1NUKE|1CDMG|2DUR	17MLV|2CGEN|3MBVNT|47DUR|57VULN|6AART|7BPWR|8CDMG|9RCR|aNUKE
198	23623 47245	   	191.54	DCR|2VULN|1AART|1NUKE|1CDMG|2DUR	17MLV|2CGEN|37DUR|47VULN|5MBVNT|6AART|7BPWR|8CDMG|9RCR|aNUKE
199	23137 46384	   	191.53	DCR|2VULN|2DMG|1AART|1DUR	1aMLV|2CGEN|3MBVNT|4aDMG|5AART|6DUR|7RCR|8ERES|9aVULN|aBPWR
200	41325 23523	   	191.52	DCR|1AART|1VULN|1NUKE|1ASPD|1DMG|1ZMB	1ASPD|2AELBLL|3AART|4ERES|5ZMB|6DMG|7TLV|8VULN|9RCR|aNUKE
201	42253 43143	   	191.42	DCR|2VULN|1AART|1ASPD|2DUR|1ZMB	1ASPD|2BEXP|39DUR|48VULN|5AART|6RCR|7MBVNT|aZMB
202	61144 47623	 * 	191.31	DCR|2AART|2ASPD|1VULN|1DMG	12DUST|3MBVNT|45ASPD|6VULN|78AART|9RCR|aDMG
203	42622 13252	   	191.00	DCR|1AART|1VULN|2CDMG|1ASPD|1DMG	1ASPD|2BEXP|3CGEN|4RCVC|5AART|6RCR|7VULN|89CDMG|aDMG
204	24233 41847	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1MLV|2MBVNT|3DUR|4BEXP|5AART|6DMG|78VULN|9RCR|aASPD
205	24263 41247	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1MLV|2MBVNT|3DUR|47VULN|5AART|6DMG|8BEXP|9RCR|aASPD
206	44263 13243	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1ASPD|2MBVNT|3DUR|4aVULN|5AART|6LWND|7RPLT|8DMG|9RCR
207	44162 44131	   	189.91	DCR|2VULN|2ASPD|1AART|1CDMG	18ASPD|2MBVNT|3DUST|47VULN|5FEWX|6AART|9CDMG|aRCR
208	44163 24131	   	189.91	DCR|2VULN|2ASPD|1AART|1CDMG	18ASPD|2MBVNT|3DUST|47VULN|5AART|6FEWX|9CDMG|aRCR
209	46121 22336	   	189.88	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|24SNIFST|346VULN|4BPWR|5AART|7CGEN|8RCR|9DUR|aRMIN
210	46121 22351	   	189.88	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|24SNIFST|346VULN|4BPWR|5AART|7CGEN|8RCR|9LWND|aDUR
211	46121 22363	   	189.88	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|24SNIFST|346VULN|4BPWR|5AART|7CGEN|8RCR|9BELT|aDUR
212	46121 24332	   	189.88	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|24SNIFST|346VULN|4BPWR|5AART|7RMIN|8RCR|9DUR|aMLV
213	12223 42132	   	189.86	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1LWND|2AAC|3DUR|48aVULN|5AART|6RCR|7FEWX|9CDMG
214	12223 44132	   	189.86	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1LWND|2AAC|3DUR|48aVULN|5AART|6RCR|7BEXP|9CDMG
215	24263 52122	   	189.86	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2MBVNT|3DUR|489VULN|5AART|6RCR|7FEWX|aCDMG
216	46431 32231	   	189.86	DCR|3VULN|1ASPD|1DMG|1DUR	1ASPD|2SNIFST|3DUST|4DUR|5TSLFST|6RCR|7DMG|89aVULN
217	46133 12335	   	189.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2SNIFST|3VULN|4DUST|5AART|6CDMG|7LWND|8RCR|9ZMB|aDMG
218	46121 22332	   	189.78	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|24SNIFST|346VULN|4BPWR|5AART|7CGEN|8RCR|9DUR|aBASARM
219	46121 22334	   	189.78	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|24SNIFST|346VULN|4BPWR|5AART|7CGEN|8RCR|9DUR|aMBVNT
220	12223 43132	   	189.76	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	1LWND|2AAC|3DUR|48aVULN|5AART|6RCR|7MBVNT|9CDMG
221	53121 44525	   	189.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|2CGEN|3MBVNT|4RCVC|5ASPD|67aVULN|8AART|9RCR
222	53144 44525	   	189.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|25CGEN|3MBVNT|4ASPD|67aVULN|8AART|9RCR
223	46151 22332	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2SNIFST|346VULN|5AART|7CGEN|8RCR|9DUR|aBASARM
224	54121 44523	   	189.60	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2MBVNT|3DUST|4DMSP|567VULN|8AART|9RCR|aDMG
225	61141 44528	   	189.50	DCR|3VULN|1AART|1ASPD|1ZMB	12DUST|3MBVNT|4ASPD|567VULN|8AART|9RCR|aZMB
226	42253 42131	   	189.50	DCR|2VULN|1AART|1ASPD|2ZMB|1DUR	1ASPD|2BEXP|3DUR|48VULN|5AART|6RCR|7FEWX|9aZMB
227	52253 42133	   	189.50	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	19ZMB|2BEXP|3DUR|48VULN|5AART|6RCR|7FEWX|aDMG
228	43311 32543	 * 	189.48	ACR|3VULN|3ASPD|1MDPS|3CDMG	19aASPD|2aCGEN|379CDMG|4MDPS|5RCR|6LEGI|89aVULN|9aBPWR
229	46111 23432	 * 	189.24	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1ASPD|2SNIFST|3VULN|4ZMB|5LWND|6AART|7AME|8aDMG|9RCR
230	52253 43142	   	189.19	DCR|3VULN|1AART|2DUR|1ZMB	1ZMB|2BEXP|39DUR|48aVULN|5AART|6RCR|7MBVNT
231	44224 32523	   	188.99	DCR|2ASPD|1VULN|1AART|1DMG|2DUR	15ASPD|2MBVNT|36DUR|4DMSP|7VULN|8AART|9RCR|aDMG
232	53142 48523	   	188.99	DCR|2ASPD|1AART|1VULN|1DMG|2ZMB	15ZMB|2CGEN|3MBVNT|47ASPD|6VULN|8AART|9RCR|aDMG
233	46135 32331	   	188.59	DCR|3VULN|1ASPD|1DMG|1SPLREG	1ASPD|2SNIFST|39aVULN|4DUST|5SPLREG|6RCR|7DMG|8FEWX
234	41342 52121	   	188.39	DCR|2VULN|2ASPD|1AART|1ZMB	19ASPD|29AELBLL|3AART|4BELT|5ZMB|6CGEN|79VULN|8RCR|9BPWR|aRCVC
235	41342 52122	   	188.39	DCR|2VULN|2ASPD|1AART|1ZMB	19ASPD|29AELBLL|3AART|4aBELT|5ZMB|6CGEN|79VULN|8RCR|9BPWR
236	41342 52123	   	188.39	DCR|2VULN|2ASPD|1AART|1ZMB	19ASPD|29AELBLL|3AART|4BELT|5ZMB|6CGEN|79VULN|8RCR|9BPWR|aAME
237	46111 21331	   	188.39	DCR|2VULN|2ASPD|1AART|1ZMB	19ASPD|2SNIFST|39VULN|4ZMB|5LWND|6AART|79BEXP|8RCR|9BPWR|aBELT
238	46111 21333	   	188.39	DCR|2VULN|2ASPD|1AART|1ZMB	19ASPD|2SNIFST|39VULN|4ZMB|5LWND|6AART|79BEXP|8RCR|9BPWR|aCGEN
239	46115 21331	   	188.39	DCR|2VULN|2ASPD|1AART|1ZMB	19ASPD|2SNIFST|39VULN|4ZMB|5FEWX|6AART|79BEXP|8RCR|9BPWR|aRCVC
240	44262 43341	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|3DUR|48VULN|5FEWX|6RCR|7LWND|9CDMG|aDMG
241	46111 21334	   	188.29	DCR|2VULN|2ASPD|1AART|1ZMB	19ASPD|2SNIFST|39VULN|4ZMB|5LWND|6AART|79BEXP|8RCR|9BPWR|aDUST
242	46115 21332	   	188.29	DCR|2VULN|2ASPD|1AART|1ZMB	19ASPD|2SNIFST|39VULN|4ZMB|5FEWX|6AART|79BEXP|8RCR|9BPWR|aDUST
243	44264 43341	   	188.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2MBVNT|3DUR|48VULN|5DUST|6RCR|7LWND|9CDMG|aDMG
244	44841 22334	 * 	188.26	DCR|3ASPD|1VULN|2CDMG|1DMG	135ASPD|2MBVNT|35BPWR|45CDMG|6TSLARM|7RPLT|8VULN|9RCR|aDMG
245	56112 23232	   	188.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ZMB|2SNIFST|38VULN|4RPLT|5CDMG|6AART|7LWND|9RCR|aASPD
246	31142 21355	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1SNIFST|2CGEN|39VULN|4DUR|5ASPD|6AART|7BEXP|8RCR|aCDMG
247	46122 23423	   	188.19	DCR|3VULN|1ASPD|1DMG|1ZMB	1ASPD|24SNIFST|346VULN|4BPWR|5LIT|7DMG|8RCR|9LHND|aZMB
248	46124 21111	   	188.19	DCR|3VULN|1ASPD|1DMG|1ZMB	1ASPD|24SNIFST|346VULN|4BPWR|5SPLJET|7DMSP|8RCR|9ZMB|aDMG
249	25162 44342	   	188.18	DCR|3VULN|1ASPD|1CDMG|1ZMB	1MLV|2RMIN|3MBVNT|45aVULN|6RCR|7ASPD|8CDMG|9ZMB
250	14553 11232	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1LWND|2CANSTR|3ZMB|48VULN|5AART|6CDMG|7RPLT|9RCR|aASPD
251	23137 72236	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2CGEN|3MBVNT|4DMG|5AART|6aVULN|7ZMB|8CDMG|9RCR
252	23137 83236	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2CGEN|3MBVNT|4DMG|5AART|6ZMB|7aVULN|8CDMG|9RCR
253	23157 12236	   	188.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1MLV|2CGEN|3MBVNT|4AART|5aVULN|6ASPD|7ZMB|8CDMG|9RCR
254	24263 52112	   	188.11	DCR|2VULN|2AART|1CDMG|1DUR	1MLV|2MBVNT|3DUR|48VULN|59AART|6RCR|7FEWX|aCDMG
255	32142 21355	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1SNIFST|2ERES|39VULN|4DUR|5ASPD|6AART|7BEXP|8RCR|aCDMG
256	32142 26335	   	188.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1SNIFST|2ERES|39VULN|4DUR|5ASPD|6AART|7LHND|8RCR|aCDMG
257	23157 16132	   	188.06	DCR|2VULN|2ASPD|1AART|1DUR	1MLV|2CGEN|3MBVNT|4AART|5aVULN|68ASPD|7RCR|9DUR
258	61162 44342	   	187.98	DCR|3VULN|1ASPD|1CDMG|1ZMB	12DUST|3MBVNT|45aVULN|6RCR|7ASPD|8CDMG|9ZMB
259	46121 23235	   	187.90	DCR|3VULN|1AART|1ASPD|1ZMB	1ASPD|24SNIFST|346VULN|4BPWR|5AART|7LWND|8LHND|9ZMB|aRCR
260	43622 13236	   	187.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2CGEN|3DUR|4RCVC|5aAART|6RCR|7VULN|8CDMG|9LIT
261	43622 13261	   	187.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1ASPD|2CGEN|3DUR|4RCVC|59AART|6RCR|7VULN|8CDMG|aLIT
262	23225 16433	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1MLV|2CGEN|3LHND|4VULN|5ASPD|6CDMG|7DMG|8RCR|9DUR|aAART
263	46143 12312	   	187.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1ASPD|2SNIFST|3VULN|4DUR|5AART|6CDMG|7LWND|8RCR|9LHND|aDMG
264	12511 34313	 * 	187.80	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1AAC|1ZMB	1LWND|2AAC|3RPLT|4VULN|5ZMB|6AART|7DMG|8CDMG|9RCR|aNUKE
265	12511 34316	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1LWND|2AAC|3RPLT|4VULN|5ZMB|6AART|7DMG|8CDMG|9RCR|aASPD
266	12511 36313	 * 	187.80	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG|1AAC|1ZMB	1LWND|2AAC|3RPLT|4VULN|5ZMB|6AART|7ASPD|8CDMG|9RCR|aNUKE
267	12511 36316	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1LWND|2AAC|3RPLT|4VULN|5ZMB|6AART|7ASPD|8CDMG|9RCR|aDMG
268	13611 34316	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LWND|2ERES|3RPLT|4VULN|5ZMB|6AART|7DMG|8CDMG|9RCR|aASPD
269	13611 36316	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LWND|2ERES|3RPLT|4VULN|5ZMB|6AART|7ASPD|8CDMG|9RCR|aDMG
270	43622 13263	   	187.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR|1SELL	1ASPD|2CGEN|3DUR|4RCVC|59AART|6RCR|7VULN|8CDMG|aSELL
271	21242 13252	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2AELBLL|38BEXP|4ASPD|5AART|6RCR|79VULN|aDMG
272	21242 13352	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	18MLV|2AELBLL|3BEXP|4ASPD|5AART|6RCR|79VULN|aDMG
273	21242 13452	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1MLV|2AELBLL|3BEXP|4ASPD|5AART|6RCR|7aVULN|8DMG|9LHND
274	41212 13252	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2AELBLL|38BEXP|4AME|5AART|6RCR|79VULN|aDMG
275	41212 13452	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2AELBLL|3BEXP|4AME|5AART|6RCR|7aVULN|8DMG|9LHND
276	41314 13252	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2AELBLL|3AART|4AME|58BEXP|6RCR|79VULN|aDMG
277	42622 13132	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2BEXP|38CGEN|4RCVC|5AART|6RCR|79VULN|aDMG
278	42642 13132	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2BEXP|38CGEN|4DMSP|5AART|6RCR|79VULN|aDMG
279	42662 13132	   	187.70	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|24BEXP|38CGEN|5AART|6RCR|79VULN|aDMG
280	23231 11425	   	187.69	DCR|3VULN|1DMG|1CDMG|2ZMB	1MLV|2aCGEN|3LHND|4DMG|59aVULN|6CDMG|7aZMB|8RCR|aBPWR
281	41132 13252	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2AELBLL|3TLV|48BEXP|5AART|6RCR|79VULN|aDMG
282	41132 13452	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2AELBLL|3TLV|4BEXP|5AART|6RCR|7aVULN|8DMG|9LHND
283	41313 13354	   	187.60	DCR|2VULN|1AART|1DMG|1ASPD	1ASPD|2AELBLL|3AART|4AME|5DUST|6RCR|7aVULN|8LIT|9DMG
284	41313 13452	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2AELBLL|3AART|4AME|5DUST|6RCR|7aVULN|8DMG|9LHND
285	41324 13232	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2AELBLL|3AART|4ERES|58BEXP|6RCR|79VULN|aDMG
286	42422 13232	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|28BEXP|3ERES|4RCVC|5AART|6RCR|79VULN|aDMG
287	42442 13232	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|28BEXP|3ERES|4DMSP|5AART|6RCR|79VULN|aDMG
288	45622 13132	   	187.60	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2DUST|38CGEN|4RCVC|5AART|6RCR|79VULN|aDMG
289	42113 42151	   	187.60	DCR|2VULN|1AART|1ASPD|1NUKE	1ASPD|2BEXP|3DUST|4LWND|5AART|6RCR|7FEWX|89VULN|aNUKE
290	45322 12523	 * 	187.60	DCR|2AART|2ASPD|1DMG|1NUKE|1AAC	16ASPD|2DUST|3LEGI|48AART|5AAC|7DMG|9RCR|aNUKE
291	44121 44524	   	187.58	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2MBVNT|3DUST|4DMSP|567VULN|8AART|9RCR|aDUR
292	53142 44528	 * 	187.54	DCR|2VULN|3ZMB|1AART|1ASPD	15aZMB|2CGEN|3MBVNT|4ASPD|67VULN|8AART|9RCR
293	11142 44577	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG	1LWND|2DUST|3MBVNT|48VULN|5CGEN|6RCR|7ASPD|9AART|aDMG
294	41323 13354	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2AELBLL|3AART|4ERES|5DUST|6RCR|7aVULN|8LIT|9DMG
295	41324 13632	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2AELBLL|3AART|48ERES|5BEXP|6RCR|79VULN|aDMG
296	42113 43161	   	187.50	DCR|2VULN|1AART|1ASPD|1NUKE	1ASPD|2BEXP|3DUST|4LWND|5AART|6RCR|7MBVNT|89VULN|aNUKE
297	42422 13632	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2BEXP|38ERES|4RCVC|5AART|6RCR|79VULN|aDMG
298	32121 21313	   	187.49	DCR|4VULN|1AART|1ZMB	1SNIFST|24ERES|3467VULN|4BPWR|5AART|8RCR|9RPLT|aZMB
299	32151 21313	   	187.49	DCR|4VULN|1AART|1ZMB	1SNIFST|2ERES|3467VULN|5AART|8RCR|9RPLT|aZMB
300	61141 44524	   	187.48	DCR|3VULN|1AART|1ASPD|1DUR	12DUST|3MBVNT|4ASPD|567VULN|8AART|9RCR|aDUR
301	41323 13632	   	187.40	DCR|2VULN|1AART|1ASPD|1DMG	1ASPD|2AELBLL|3AART|48ERES|5DUST|6RCR|79VULN|aDMG
302	13223 16432	   	187.39	DCR|3VULN|1DMG|1CDMG|2DUR	1LWND|2ERES|35DUR|49aVULN|6CDMG|7DMG|8RCR
303	53142 44231	   	187.39	DCR|3VULN|1ASPD|1CDMG|2ZMB	15ZMB|2CGEN|3MBVNT|4ASPD|67aVULN|8RCR|9CDMG
304	54442 44231	   	187.39	DCR|3VULN|1ASPD|1CDMG|2ZMB	15ZMB|2MBVNT|3CGEN|4ASPD|67aVULN|8RCR|9CDMG
305	41531 11433	   	187.34	DCR|2VULN|1MDPS|2ASPD|1CDMG|1AAC|1ZMB	13ASPD|2AELBLL|4MDPS|59VULN|6CDMG|7ZMB|8RCR|aAAC
306	54542 44231	   	187.29	DCR|3VULN|1ASPD|1CDMG|2ZMB	15ZMB|2MBVNT|3ERES|4ASPD|67aVULN|8RCR|9CDMG
307	52253 43123	   	187.16	DCR|3VULN|1AART|2ZMB|1DUR	1aZMB|2BEXP|3DUR|489VULN|5AART|6RCR|7MBVNT
308	41323 13443	   	187.08	DCR|1VULN|1AART|1NUKE|1ASPD|1DMG	1ASPD|2AELBLL|3AART|49ERES|5DUST|6RCR|7VULN|8DMG|aNUKE
309	23137 76131	 * 	186.56	DCR|3AART|1VULN|1ASPD|1DMG	1MLV|2CGEN|3MBVNT|4DMG|59aAART|6VULN|7RCR|8ASPD
310	42511 12264	   	186.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2BEXP|3RPLT|49VULN|5ZMB|6MBVNT|7CDMG|8RCR|aDMG
311	24242 47245	   	186.29	DCR|2VULN|1AART|1NUKE|1CDMG|1DUR	17MLV|2MBVNT|3DUR|47CGEN|57VULN|6AART|7BPWR|8CDMG|9RCR|aNUKE
312	42253 41111	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|49VULN|5AART|6RCR|7CGEN|8LHND|aZMB
313	42253 41311	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|49VULN|5AART|6RCR|7CGEN|8FEWX|aZMB
314	42253 42132	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|48VULN|5AART|6RCR|7FEWX|9ZMB|aRPLT
315	42253 42311	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ASPD|2BEXP|3DUR|49VULN|5AART|6RCR|7FEWX|8CGEN|aZMB
316	52253 42223	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|28BEXP|3DUR|49VULN|5AART|6RCR|7FEWX|aDMG
317	52213 42151	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2BEXP|3DUR|4LWND|5AART|6RCR|7FEWX|89VULN|aDMG
318	52213 42153	   	186.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|2BEXP|3DUR|4LWND|5AART|6RCR|7FEWX|89VULN|aASPD
319	53241 13432	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2CGEN|35LHND|4AART|6RCR|7aVULN|8DMG|9DUR
320	53243 13432	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|25CGEN|3LHND|4AART|6RCR|7aVULN|8DMG|9DUR
321	53342 13432	   	186.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2CGEN|3LWND|4AART|5RCVC|6RCR|7aVULN|8DMG|9DUR
322	42513 16321	   	186.25	DCR|3VULN|2ASPD|1ZMB	18ASPD|2BEXP|3RPLT|49aVULN|5FEWX|6RCR|7ZMB
