0	Index      	 *	Score 	Summary	Detail	
1	25111 15335	 * 	194.95	DCR|3DMG|2AART|2VULN|1DUR	14AART|256DMG|3AIRHEL|7aVULN|8DUR|9RCR
164	26222 26323	   	176.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	14AART|2DUR|3BEXP|5VULN|6RCR|7DMG|8CGEN|9CDMG|aZMB
165	26322 26323	   	176.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	14AART|2DUR|3FEWX|5VULN|6RCR|7DMG|8CGEN|9CDMG|aZMB
166	26342 23431	   	176.07	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2DUR|3FEWX|4RCR|5ERES|6CDMG|7DMG|89VULN|aASPD
167	25433 23423	   	175.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	17AART|2DMG|3DUR|4RMIN|5DUST|6RCR|8VULN|9CDMG|aZMB
168	21622 13431	   	175.95	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	12AART|3MLV|4RPLT|5DUR|6RCR|7DMG|89VULN|aASPD
169	21622 13451	   	175.95	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	12AART|3MLV|4RPLT|5DUR|6RCR|79DMG|8VULN|aASPD
170	21622 13425	   	175.95	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	12AART|3MLV|4RPLT|5DUR|6RCR|7DMG|8aVULN|9ASPD
171	25633 23423	   	175.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	17AART|2DMG|3ERES|4DUR|5DUST|6RCR|8VULN|9CDMG|aZMB
172	12543 16233	   	175.80	DCR|2AART|2VULN|2DMG|1ASPD	1ASPD|27DMG|36AART|45VULN|8LIT|9BELT|aRCR
173	25461 12221	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1AART|24DMG|3DUR|5VULN|6CGEN|7RCR|8FEWX|9CDMG|aASPD
174	25461 12321	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1AART|24DMG|3DUR|5VULN|6CGEN|7RCR|8LHND|9CDMG|aASPD
175	25215 12621	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8DUR|9CDMG|aASPD
176	25261 12621	   	175.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8DUR|9CDMG|aASPD
177	26242 32335	 * 	175.73	ACR|3VULN|1AART|1FLTHEA|1ZMB|1DUR	1AART|2DUR|3BEXP|4RCR|58aVULN|6ZMB|7DUST|9FLTHEA
178	22222 26535	 * 	175.72	DCR|2AART|2VULN|1DMG|1FLTHEA	14AART|2FEWX|3BEXP|5aVULN|6RCR|7DMG|8LHND|9FLTHEA
179	21621 13432	   	175.72	DCR|2AART|2VULN|1DMG|1CDMG	12AART|3MLV|4RPLT|5FEWX|6RCR|7DMG|89VULN|aCDMG
180	21621 13452	   	175.72	DCR|2AART|2DMG|1VULN|1CDMG	12AART|3MLV|4RPLT|5FEWX|6RCR|79DMG|8VULN|aCDMG
181	25211 32621	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8DUR|9CDMG|aASPD
182	25215 32621	   	175.65	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8DUR|9CDMG|aASPD
183	25242 32621	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8DUR|9CDMG|aASPD
184	25261 32621	   	175.65	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8DUR|9CDMG|aASPD
185	25461 32221	   	175.65	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8FEWX|9CDMG|aASPD
186	25461 32321	   	175.65	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8LHND|9CDMG|aASPD
187	22222 26435	   	175.62	DCR|2AART|2VULN|1DMG|1FLTHEA	14AART|2FEWX|3BEXP|5aVULN|6RCR|7DMG|8DUST|9FLTHEA
188	26342 23432	 * 	175.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2DUR|3FEWX|4RCR|5ERES|6aCDMG|7DMG|89VULN
189	25215 52221	 * 	175.43	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|25DMG|3LWND|4VULN|6aASPD|7RCR|8FEWX|9CDMG
190	25215 52321	   	175.43	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|25DMG|3LWND|4VULN|6aASPD|7RCR|8LHND|9CDMG
191	25261 52221	   	175.43	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|24DMG|3LWND|5VULN|6aASPD|7RCR|8FEWX|9CDMG
192	25261 52321	   	175.43	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|24DMG|3LWND|5VULN|6aASPD|7RCR|8LHND|9CDMG
193	25111 32316	   	175.36	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	14AART|25DMG|3AIRHEL|6VULN|7CDMG|8ASPD|9RCR|aLHND
194	25114 32316	   	175.36	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	14AART|25DMG|35AIRHEL|5BPWR|6VULN|7CDMG|8ASPD|9RCR|aLHND
195	25543 32221	 * 	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2DMG|3aASPD|45VULN|6DUST|7RCR|8FEWX|9CDMG
196	25543 32321	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2DMG|3aASPD|45VULN|6DUST|7RCR|8LHND|9CDMG
197	25111 32236	   	175.26	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	14AART|25DMG|3AIRHEL|6VULN|7CDMG|8ERES|9RCR|aDUR
198	25111 32311	   	175.26	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	14AART|25DMG|3AIRHEL|6VULN|7CDMG|8ASPD|9RCR|aDLOT
199	25111 32313	   	175.26	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	14AART|25DMG|3AIRHEL|6VULN|7CDMG|8ASPD|9RCR|aDUST
200	25111 32315	   	175.26	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	14AART|25DMG|3AIRHEL|6VULN|7CDMG|8ASPD|9RCR|aNUKE
201	25114 32236	   	175.26	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	14AART|25DMG|35AIRHEL|5BPWR|6VULN|7CDMG|8ERES|9RCR|aDUR
202	25114 32311	   	175.26	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	14AART|25DMG|35AIRHEL|5BPWR|6VULN|7CDMG|8ASPD|9RCR|aDLOT
203	25114 32313	   	175.26	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	14AART|25DMG|35AIRHEL|5BPWR|6VULN|7CDMG|8ASPD|9RCR|aDUST
204	25114 32315	   	175.26	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	14AART|25DMG|35AIRHEL|5BPWR|6VULN|7CDMG|8ASPD|9RCR|aNUKE
205	22631 13121	   	175.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|2FEWX|3VENICY|469VULN|5ASPD|7DUR|8RCR|aDMG
206	22635 13121	   	175.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|2FEWX|3VENICY|459VULN|6DUR|7ASPD|8RCR|aDMG
207	24362 26223	   	175.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2CGEN|3DUST|47DMG|5VULN|6RCR|8FEWX|9CDMG|aZMB
208	24362 26323	   	175.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2CGEN|3DUST|47DMG|5VULN|6RCR|8LHND|9CDMG|aZMB
209	13451 11253	   	175.18	ACR|3VULN|2DMG|2ASPD|1DUR	19ASPD|2RCVC|389VULN|4DUST|5RCR|6LHND|79DMG|9BPWR|aDUR
210	25411 21531	   	175.15	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|49VULN|5ERES|6RCR|7DUST|89CGEN|9BPWR|aLWND
211	25215 52222	   	175.13	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1AART|25DMG|3LWND|4VULN|6ASPD|7RCR|8FEWX|9aCDMG
212	25215 52322	   	175.13	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1AART|25DMG|3LWND|4VULN|6ASPD|7RCR|8LHND|9aCDMG
213	25261 52222	   	175.13	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1AART|24DMG|3LWND|5VULN|6ASPD|7RCR|8FEWX|9aCDMG
214	25261 52322	   	175.13	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1AART|24DMG|3LWND|5VULN|6ASPD|7RCR|8LHND|9aCDMG
215	25461 12222	   	175.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|24DMG|3DUR|5VULN|6CGEN|7RCR|8FEWX|9aCDMG
216	25461 12322	   	175.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|24DMG|3DUR|5VULN|6CGEN|7RCR|8LHND|9aCDMG
217	25215 12622	   	175.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8DUR|9aCDMG
218	25261 12622	   	175.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8DUR|9aCDMG
219	25211 32411	   	175.13	DCR|3VULN|2AART|1DMG	1aAART|2DMG|3LWND|468VULN|5ERES|7RCR|9DUST
220	25242 32411	   	175.13	DCR|3VULN|2AART|1DMG	1aAART|2DMG|3LWND|4ERES|568VULN|7RCR|9DUST
221	21241 23642	   	175.12	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	12AART|3DUST|46VULN|5ZMB|7LIT|8RCR|9DUR|aDMG
222	21241 23651	   	175.12	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	12AART|3DUST|46VULN|5ZMB|7LIT|8RCR|9DMG|aASPD
223	25411 21532	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|49VULN|5aERES|6RCR|7DUST|89CGEN|9BPWR
224	25411 21533	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|49VULN|5ERES|6RCR|7aDUST|89CGEN|9BPWR
225	25643 22231	   	175.05	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3ERES|49VULN|5BEXP|6RCR|7DUR|89TLV|9BPWR|aLWND
226	25211 32622	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8DUR|9aCDMG
227	25215 32622	   	175.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8DUR|9aCDMG
228	25242 32622	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8DUR|9aCDMG
229	25261 32622	   	175.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8DUR|9aCDMG
230	25461 32222	   	175.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8FEWX|9aCDMG
231	25461 32322	   	175.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|24DMG|3DUR|5VULN|6TLV|7RCR|8LHND|9aCDMG
232	25543 32222	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|2DMG|3ASPD|45VULN|6DUST|7RCR|8FEWX|9aCDMG
233	25543 32322	   	175.03	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|2DMG|3ASPD|45VULN|6DUST|7RCR|8LHND|9aCDMG
234	25411 21231	   	174.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|49VULN|5ERES|6RCR|7DUST|89TLV|9BPWR|aLWND
235	25411 21235	   	174.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|49VULN|5ERES|6RCR|7DUST|89TLV|9BPWR|aBELT
236	25411 21236	   	174.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|49VULN|5ERES|6RCR|7DUST|89TLV|9BPWR|aFEWX
237	25643 22232	   	174.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3aERES|49VULN|5BEXP|6RCR|7DUR|89TLV|9BPWR
238	25643 22233	   	174.95	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3ERES|49VULN|5BEXP|6RCR|7DUR|89TLV|9BPWR|aDUST
239	44412 33322	   	174.86	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2DLOT|3RCVC|4AART|5aVULN|6DMG|7ASPD|8RCR|9CDMG
240	44412 33323	   	174.86	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2DLOT|3RCVC|4AART|5VULN|6aDMG|7ASPD|8RCR|9CDMG
241	25411 21232	   	174.85	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|49VULN|5aERES|6RCR|7DUST|89TLV|9BPWR
242	25411 21233	   	174.85	DCR|2VULN|2DMG|1AART|1DUR	1AART|29DMG|3DUR|49VULN|5ERES|6RCR|7aDUST|89TLV|9BPWR
243	25211 32124	   	174.78	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2DMG|3LWND|46aVULN|5ERES|7RCR|8ZMB|9CGEN
244	25242 32124	   	174.78	DCR|3VULN|1AART|1DMG|1ZMB	1AART|2DMG|3LWND|4ERES|56aVULN|7RCR|8ZMB|9CGEN
245	25111 34531	   	174.76	DCR|2AART|2DMG|2VULN	14AART|25DMG|3AIRHEL|69VULN|7CGEN|8RCR|aLHND
246	25111 34533	   	174.76	DCR|2AART|2DMG|2VULN	14AART|25DMG|3AIRHEL|69VULN|7CGEN|8RCR|aFEWX
247	25115 12121	   	174.76	DCR|2AART|2DMG|2VULN	14AART|2aDMG|3AIRHEL|5LWND|69VULN|7LHND|8RCR
248	25115 25121	   	174.76	DCR|2AART|2DMG|2VULN	14AART|2aDMG|3AIRHEL|5LWND|6FEWX|79VULN|8RCR
249	26242 13314	 * 	174.69	ACR|4VULN|1AART|3DUR	1AART|289DUR|3BEXP|4RCR|589aVULN|689LIT|7MBVNT|89BPWR
250	42263 23423	   	174.68	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2TLV|37AART|4DMG|5DUST|6RCR|8VULN|9CDMG|aZMB
251	25215 13412	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	1AART|25DMG|3LWND|48VULN|6CGEN|7RPLT|9RCR|aCDMG
252	25261 13412	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	1AART|24DMG|3LWND|58VULN|6CGEN|7RPLT|9RCR|aCDMG
253	25463 31113	   	174.62	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|249DMG|3DUR|5ZMB|67LIT|8VULN|aRCR
254	25215 33412	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1AART|25DMG|3LWND|48VULN|6TLV|7RPLT|9RCR|aCDMG
255	25261 33412	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1AART|24DMG|3LWND|58VULN|6TLV|7RPLT|9RCR|aCDMG
256	12132 21143	 * 	174.48	DCR|2VULN|2DMG|1AART|3ASPD	179ASPD|27DMG|3LWND|45VULN|67LIT|7BPWR|8AART|aRCR
257	12232 21143	   	174.48	DCR|2VULN|2DMG|1AART|3ASPD	179ASPD|27DMG|3LHND|45VULN|67LIT|7BPWR|8AART|aRCR
258	12236 51143	   	174.48	DCR|2VULN|2DMG|1AART|3ASPD	179ASPD|27DMG|3LHND|46VULN|57LIT|7BPWR|8AART|aRCR
259	12332 21443	   	174.38	DCR|2VULN|2DMG|1AART|3ASPD	179ASPD|27DMG|3DUST|45VULN|67LIT|7BPWR|8AART|aRCR
260	25642 22322	   	174.37	DCR|3VULN|2DMG|1AART	1AART|27DMG|3ERES|457VULN|67CGEN|7BPWR|8FEWX|9LHND|aRCR
261	21241 32134	   	174.33	DCR|2AART|2VULN|1DMG|2ZMB	12AART|3DUST|4aVULN|58ZMB|6TLV|7RCR|9DMG
262	25231 11434	   	174.27	DCR|3VULN|2DMG|1AART	1AART|29DMG|369LWND|4DUST|5ERES|789VULN|9BPWR|aRCR
263	12543 14212	   	174.26	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1ASPD|2DMG|36AART|45VULN|7RPLT|8LWND|9RCR|aCDMG
264	12163 51253	   	174.23	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	19ASPD|29DMG|3LWND|4BELT|5CDMG|6RCR|7AART|89CANHEL|9BPWR|aVULN
265	25133 65121	   	174.22	DCR|2VULN|2DMG|1AART|1ZMB	1AART|2aDMG|3AIRHEL|4TLV|5FEWX|6ZMB|79VULN|8RCR
266	12543 14112	   	174.16	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1ASPD|2DMG|36AART|45VULN|7RPLT|8DUST|9RCR|aCDMG
267	12543 32221	   	174.13	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1aASPD|2DMG|3AART|45VULN|6DUST|7RCR|8FEWX|9CDMG
268	12543 32321	   	174.13	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1aASPD|2DMG|3AART|45VULN|6DUST|7RCR|8LHND|9CDMG
269	25213 62533	   	174.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2DMG|3LWND|48VULN|5FEWX|69DUR|7RCR|aCDMG
270	25413 32633	   	174.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|29DMG|3aDUR|4VULN|5FEWX|6LHND|7RCR|8CDMG
271	12514 53231	 * 	174.06	DCR|2AART|2DMG|1VULN|1FLTHEA|1ASPD	1ASPD|2aDMG|34AART|5ERES|6FLTHEA|7VULN|8MBVNT|9RCR
272	25212 62333	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2DMG|3LWND|48VULN|5DUST|69DUR|7RCR|aCDMG
273	25412 32633	   	174.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1AART|29DMG|3aDUR|4VULN|5DUST|6LHND|7RCR|8CDMG
274	25412 42333	   	174.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2DMG|39DUR|48VULN|5DUST|6LWND|7RCR|aCDMG
275	26342 23413	 * 	174.00	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	19AART|2DUR|3FEWX|4RCR|5ERES|6CDMG|7DMG|8VULN|aZMB
276	25412 27334	   	173.91	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1AART|2DMG|3aDUR|48VULN|5DUST|6MBVNT|7RCR|9FLTHEA
277	26242 42221	 * 	173.87	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	18AART|2DUR|3BEXP|4RCR|59VULN|6SNIHEL|7ASPD|aDMG
278	25432 22124	   	173.86	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2DMG|37DUR|4RMIN|5aVULN|6RCR|8ZMB|9CGEN
279	12543 32222	   	173.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8FEWX|9aCDMG
280	12543 32322	   	173.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2DMG|3AART|45VULN|6DUST|7RCR|8LHND|9aCDMG
281	25411 22124	   	173.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2DMG|37DUR|4aVULN|5ERES|6RCR|8ZMB|9CGEN
282	25632 22124	   	173.76	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1AART|2DMG|3ERES|47DUR|5aVULN|6RCR|8ZMB|9CGEN
283	12333 32644	 * 	173.72	DCR|2AART|1VULN|1DMG|1CDMG|1FLTHEA|1ASPD	1ASPD|2DMG|36DUST|4VULN|58AART|7RCR|9CDMG|aFLTHEA
284	25214 42132	   	173.67	DCR|2VULN|2DMG|1AART|2ZMB	1AART|29DMG|35LWND|49VULN|6LHND|7CGEN|89ZMB|9BPWR|aRCR
285	25216 32132	   	173.67	DCR|2VULN|2DMG|1AART|2ZMB	1AART|29DMG|3LWND|49VULN|56LHND|7CGEN|89ZMB|9BPWR|aRCR
286	25216 42132	   	173.67	DCR|2VULN|2DMG|1AART|2ZMB	1AART|29DMG|36LWND|49VULN|5LHND|7CGEN|89ZMB|9BPWR|aRCR
287	25221 42132	   	173.67	DCR|2VULN|2DMG|1AART|2ZMB	1AART|29DMG|34LWND|59VULN|6LHND|7CGEN|89ZMB|9BPWR|aRCR
288	25211 42623	   	173.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	16AART|2DMG|3LWND|4VULN|5ERES|7RCR|8DUR|9CDMG|aZMB
289	25414 12313	   	173.55	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1aAART|2DMG|3DUR|49VULN|5LWND|6BEXP|7RCR|8ASPD
290	25241 43232	   	173.47	DCR|2VULN|2DMG|1AART|2ZMB	1AART|29DMG|3LWND|49ERES|57ZMB|6LHND|89VULN|9BPWR|aRCR
291	31333 22446	   	173.40	DCR|3VULN|1AART|1CDMG|2DUR	1LHND|2RCVC|37DUR|48aVULN|5AART|6RCR|9CDMG
292	25213 32513	   	173.32	DCR|2AART|2VULN|1DMG|1CDMG	19AART|2DMG|3LWND|48VULN|5FEWX|6LHND|7RCR|aCDMG
293	25216 12513	   	173.32	DCR|2AART|2VULN|1DMG|1CDMG	19AART|2DMG|3LWND|48VULN|5LHND|6BEXP|7RCR|aCDMG
294	21622 13416	   	173.28	DCR|3AART|2VULN|1DMG|1DUR	129AART|3MLV|4RPLT|5DUR|6RCR|7DMG|8aVULN
295	22631 13146	   	173.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2FEWX|3VENICY|46VULN|5ASPD|7DUR|8RCR|9CDMG|aDMG
296	25212 32513	   	173.22	DCR|2AART|2VULN|1DMG|1CDMG	19AART|2DMG|3LWND|48VULN|5DUST|6LHND|7RCR|aCDMG
297	26562 21112	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MLV|4DMG|59aVULN|6RCR|7DUST|8LWND
298	26562 21312	   	173.12	DCR|3VULN|1AART|1DMG|1DUR	1AART|2DUR|3MLV|4DMG|59aVULN|6RCR|7DUST|8BEXP
299	25215 52133	   	173.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|25DMG|3LWND|4VULN|6ASPD|7RCR|8ZMB|9RPLT|aDUR
300	25261 52133	   	173.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1AART|24DMG|3LWND|5VULN|6ASPD|7RCR|8ZMB|9RPLT|aDUR
301	25211 31551	   	173.08	DCR|4VULN|1AART|1DMG	1AART|2DMG|3LWND|4678VULN|5ERES|9RCR|aRPLT
302	25211 31553	   	173.08	DCR|4VULN|1AART|1DMG	1AART|2DMG|3LWND|4678VULN|5ERES|9RCR|aMLV
303	25162 13121	   	173.06	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aDMG|3AIRHEL|4LHND|5RCVC|69VULN|7DUR|8RCR
304	12542 53212	   	173.01	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	19ASPD|2DMG|3AART|49VULN|5LIT|6LWND|7RCR|89DUR|9BPWR|aCGEN
305	25211 31552	   	172.98	DCR|4VULN|1AART|1DMG	1AART|2DMG|3LWND|4678VULN|5ERES|9RCR|aLEGI
306	12542 53211	   	172.91	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	19ASPD|2DMG|3AART|49VULN|5LIT|6LWND|7RCR|89DUR|9BPWR|aTLV
307	22636 13126	   	172.91	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2FEWX|3VENICY|469VULN|5ZMB|7DUR|8RCR|aCDMG
308	24215 12136	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CGEN|36LWND|4aVULN|5DMG|7RCR|8ZMB|9CDMG
309	24262 12136	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2CGEN|36LWND|4DMG|5aVULN|7RCR|8ZMB|9CDMG
310	25214 12136	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|35LWND|4aVULN|6CGEN|7RCR|8ZMB|9CDMG
311	25215 12131	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3LWND|4VULN|6aCGEN|7RCR|8ZMB|9CDMG
312	25215 12132	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3aLWND|4VULN|6CGEN|7RCR|8ZMB|9CDMG
313	25215 12143	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8ZMB|9FEWX|aCDMG
314	25215 12223	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8FEWX|9CDMG|aZMB
315	25215 12323	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8LHND|9CDMG|aZMB
316	25221 12136	   	172.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2DMG|34LWND|5aVULN|6CGEN|7RCR|8ZMB|9CDMG
317	25261 12131	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3LWND|5VULN|6aCGEN|7RCR|8ZMB|9CDMG
318	25261 12132	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3aLWND|5VULN|6CGEN|7RCR|8ZMB|9CDMG
319	25261 12143	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8ZMB|9FEWX|aCDMG
320	25261 12223	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8FEWX|9CDMG|aZMB
321	25261 12323	   	172.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8LHND|9CDMG|aZMB
322	25221 52523	   	172.85	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2aDMG|34LWND|5aVULN|6ASPD|7RCR|8TLV|9aCGEN|aBPWR
323	25413 12128	   	172.85	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aDMG|3DUR|4aVULN|5FEWX|6BEXP|7RCR|8aLHND|9MBVNT|aBPWR
324	21413 36421	   	172.80	DCR|3AART|2VULN|1DMG|1CDMG	123AART|4LHND|5CDMG|6LWND|78VULN|9RCR|aDMG
325	21413 53421	   	172.80	DCR|3AART|2VULN|1DMG|1CDMG	123AART|4LHND|5CDMG|68VULN|7LWND|9RCR|aDMG
