0	Index      	 *	Score 	Summary	Detail	
1	34363 22342	 * 	203.68	ACR|4VULN|3DMG|1CDMG|1ASPD|1SELL	18BEXP|258DMG|3568VULN|4RCR|58BPWR|7SELL|9ASPD|aCDMG
172	54362 23112	   	178.29	ACR|3DMG|2VULN|1AART	1DUST|279DMG|36VULN|4RCR|5FEWX|8RCVC|aAART
173	34363 25112	   	178.18	ACR|3VULN|3DMG|1DUR	1BEXP|259DMG|356VULN|4RCR|5BPWR|7RCVC|8LWND|aDUR
174	34363 11261	   	178.15	ACR|3VULN|2DMG|1AART|1SELL	1BEXP|25DMG|359VULN|4RCR|5BPWR|6DUST|7SELL|8RCVC|aAART
175	35363 12161	 * 	177.96	ACR|2VULN|1AART|3ASPD|1DMG|1CDMG	1BEXP|25aASPD|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9DMG
176	34363 31362	   	177.94	ACR|3VULN|2DMG|1CDMG|1ZMB	1BEXP|25DMG|359VULN|4RCR|5BPWR|6TLV|7CGEN|8CDMG|aZMB
177	34363 13614	   	177.84	ACR|3DMG|2VULN|1CDMG|1ZMB	1BEXP|257DMG|35VULN|4RCR|5BPWR|6DUST|8MBVNT|9CDMG|aZMB
178	34363 32315	   	177.84	ACR|3DMG|2VULN|1CDMG|1ZMB	1BEXP|25aDMG|35VULN|4RCR|5BPWR|6TLV|7NUKE|8CDMG|9ZMB
179	34461 23121	 * 	177.68	ACR|2VULN|2DMG|1AART|3DUR	1aBEXP|27DMG|35aDUR|4RCR|6aVULN|8BELT|9AART|aBPWR
180	34363 11151	   	177.44	ACR|3VULN|2DMG|1AART|1SELL	1BEXP|25DMG|359VULN|4RCR|5BPWR|6DUST|7SELL|8AART|aMLV
181	34363 11163	   	177.44	ACR|3DMG|2VULN|1AART|1SELL	1BEXP|259DMG|35VULN|4RCR|5BPWR|6DUST|7SELL|8AART|aLIT
182	35363 13151	   	177.36	ACR|2VULN|1AART|3ASPD|1DMG|1CDMG	1BEXP|25aASPD|35VULN|4RCR|5BPWR|6DUST|7DMG|8CDMG|9AART
183	34363 11153	   	177.34	ACR|3VULN|2DMG|1AART|1SELL	1BEXP|25DMG|359VULN|4RCR|5BPWR|6DUST|7SELL|8AART|aERES
184	34363 11162	   	177.34	ACR|3DMG|2VULN|1AART|1SELL	1BEXP|259DMG|35VULN|4RCR|5BPWR|6DUST|7SELL|8AART|aLEGI
185	12112 23143	 * 	177.19	DCR|3ZMB|1AART|1DMG|2CDMG|1VULN	1ERES|245ZMB|35CDMG|5BPWR|6RCR|7CGEN|8AART|9DMG|aVULN
186	12112 25223	   	177.19	DCR|3ZMB|1AART|1VULN|1DMG|2CDMG	1ERES|245ZMB|35CDMG|5BPWR|6RCR|7LIT|8AART|9VULN|aDMG
187	34363 12241	   	176.99	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8RCVC|9AART|aMLV
188	34363 12243	   	176.89	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8RCVC|9AART|aERES
189	34363 23161	   	176.59	ACR|3VULN|2DMG|1AART	17BEXP|25DMG|356VULN|4RCR|5BPWR|8LWND|9DMSP|aAART
190	34363 23432	   	176.49	ACR|3VULN|2DMG|1AART	17BEXP|25DMG|356VULN|4RCR|5BPWR|8LIT|9ERES|aAART
191	34363 31261	   	176.49	ACR|3VULN|2DMG|1AART	1BEXP|25DMG|358VULN|4RCR|5BPWR|6TLV|7CGEN|9DMSP|aAART
192	54363 21332	   	176.49	ACR|3DMG|2VULN|1AART	1DUST|258DMG|35VULN|4RCR|5BPWR|6RPLT|7BELT|9LWND|aAART
193	34363 12221	   	176.39	ACR|2VULN|2DMG|1AART|1CDMG	19BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8RCVC|aAART
194	34363 32432	   	176.39	ACR|3DMG|2VULN|1AART	19BEXP|258DMG|35VULN|4RCR|5BPWR|6TLV|7NUKE|aAART
195	34363 11361	   	176.24	ACR|3VULN|2DMG|1AART|1SELL	18BEXP|25DMG|359VULN|4RCR|5BPWR|6DUST|7SELL|aAART
196	34363 22231	   	176.14	ACR|3VULN|2DMG|1AART|1SELL	1BEXP|25DMG|356VULN|4RCR|5BPWR|7SELL|8ERES|9DLOT|aAART
197	34363 23423	   	175.98	ACR|3VULN|3DMG|1DUR	17BEXP|25aDMG|356VULN|4RCR|5BPWR|8LIT|9DUR
198	34363 23112	   	175.98	ACR|3VULN|3DMG|1DUR	17BEXP|259DMG|356VULN|4RCR|5BPWR|8LWND|aDUR
199	34363 31212	   	175.88	ACR|3VULN|3DMG|1DUR	1BEXP|259DMG|358VULN|4RCR|5BPWR|6TLV|7CGEN|aDUR
200	34363 41212	   	175.88	ACR|3VULN|3DMG|1DUR	1BEXP|259DMG|358VULN|4RCR|5BPWR|6ERES|7CGEN|aDUR
201	34363 62112	   	175.78	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6FEWX|7CDMG|8AART|9MGNLIT|aLWND
202	34363 62113	   	175.78	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6FEWX|7CDMG|8AART|9MGNLIT|aDMSP
203	54363 31112	   	175.78	ACR|3VULN|3DMG|1DUR	17DUST|259DMG|356VULN|4RCR|5BPWR|8LWND|aDUR
204	54361 23213	   	175.78	ACR|3VULN|3DMG|1DUR	1DUST|279DMG|368VULN|4RCR|5DUR|aFEWX
205	34363 61121	   	175.77	ACR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	1BEXP|25DMG|35VULN|4RCR|5BPWR|6FEWX|7SELL|8AART|9DUR|aASPD
206	34363 12112	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9MGNLIT|aLWND
207	34363 12113	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9MGNLIT|aDMSP
208	34363 62132	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6FEWX|7CDMG|8AART|9AIRHEL|aLWND
209	34363 62133	   	175.68	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6FEWX|7CDMG|8AART|9AIRHEL|aDMSP
210	34363 11121	   	175.67	ACR|2VULN|2DMG|1AART|1DUR|1ASPD|1SELL	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7SELL|8AART|9DUR|aASPD
211	64322 23232	   	175.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3VULN|4LWND|5CDMG|6ZMB|7RCR|8AART|aCGEN
212	64322 23234	   	175.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3VULN|4aLWND|5CDMG|6ZMB|7RCR|8AART
213	64322 23236	   	175.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3VULN|4LWND|5CDMG|6ZMB|7RCR|8AART|aMLV
214	64322 23253	   	175.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|3aVULN|4LWND|5CDMG|6ZMB|7RCR|8AART|9FEWX
215	64322 23262	   	175.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|39VULN|4LWND|5CDMG|6ZMB|7RCR|8AART|aCGEN
216	34363 12114	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9MGNLIT|aLEGI
217	34363 12132	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9AIRHEL|aLWND
218	34363 12133	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9AIRHEL|aDMSP
219	34363 12142	   	175.58	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9NUKE|aCGEN
220	34313 25374	   	175.52	DCR|4VULN|3DMG	17BEXP|257DMG|3567VULN|4MBVNT|57BPWR|8LEGI|9RPLT|aRCR
221	64322 23233	   	175.52	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3VULN|4LWND|5CDMG|6ZMB|7RCR|8AART|aDUST
222	64322 23235	   	175.52	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3VULN|4LWND|5CDMG|6ZMB|7RCR|8AART|aERES
223	64322 23263	   	175.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2DMG|39VULN|4LWND|5CDMG|6ZMB|7RCR|8AART|aDUST
224	34363 12134	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9AIRHEL|aLEGI
225	34363 12143	   	175.48	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6aDUST|7CDMG|8AART|9NUKE
226	64311 25334	 * 	175.46	DCR|3VULN|2DMG|3DUR|1CDMG	157DUR|27DMG|367VULN|4MBVNT|7BPWR|8CDMG|9LHND|aRCR
227	64311 25344	   	175.46	DCR|3VULN|2DMG|3DUR|1CDMG	157DUR|27DMG|367VULN|4MBVNT|7BPWR|8CDMG|9LWND|aRCR
228	34313 13184	   	175.32	DCR|4VULN|3DMG	1BEXP|257DMG|3589VULN|4MBVNT|5BPWR|6DUST|aRCR
229	34313 21584	   	175.32	DCR|4VULN|3DMG	1BEXP|258DMG|3569VULN|4MBVNT|5BPWR|7DUST|aRCR
230	54313 43184	   	175.32	DCR|4VULN|3DMG	1DUST|257DMG|3589VULN|4MBVNT|5BPWR|6BEXP|aRCR
231	34356 23233	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	1BEXP|29DMG|3aVULN|4FEWX|5CDMG|6CGEN|7RCR|8AART
232	35363 21114	 * 	175.25	ACR|3VULN|2DMG|3ASPD	1aBEXP|25aASPD|356VULN|4RCR|5aBPWR|7DUST|8RCVC|9aDMG
233	54234 23233	   	175.16	DCR|2VULN|2DMG|1AART|1CDMG	1DUST|29DMG|3CGEN|4CDMG|5aVULN|6FEWX|7RCR|8AART
234	45211 31132	 * 	175.12	ACR|3AART|2DMG|1VULN|1ZMB|1SELL	1SELL|2RPLT|3RCR|4aDMG|578AART|6ZMB|9VULN
235	34363 12341	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	18BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|9AART|aMLV
236	34363 31341	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7CGEN|8CDMG|9AART|aMLV
237	54363 21222	   	175.08	ACR|2VULN|2DMG|1AART|1CDMG	1DUST|25DMG|35VULN|4RCR|5BPWR|6RPLT|7BELT|8CDMG|9AART|aLHND
238	34363 12343	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	18BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|9AART|aERES
239	34363 31343	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7CGEN|8CDMG|9AART|aERES
240	34363 32341	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7NUKE|8CDMG|9AART|aMLV
241	34363 33152	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7DUST|8CDMG|9AART|aCGEN
242	54363 21221	   	174.98	ACR|2VULN|2DMG|1AART|1CDMG	1aDUST|25DMG|35VULN|4RCR|5BPWR|6RPLT|7BELT|8CDMG|9AART
243	34363 32343	   	174.88	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7NUKE|8CDMG|9AART|aERES
244	34363 33153	   	174.88	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7aDUST|8CDMG|9AART
245	12112 22253	 * 	174.71	DCR|2VULN|3ZMB|1AART|2CDMG	1ERES|245ZMB|35CDMG|5BPWR|6RCR|7LHND|8AART|9aVULN
246	45211 31431	 * 	174.70	ACR|2AART|2DMG|1VULN|2ZMB|1SELL	1SELL|2RPLT|3RCR|48DMG|57AART|69ZMB|aVULN
247	45233 32361	   	174.60	ACR|3VULN|1AART|1DMG|1CDMG|1SELL	1SELL|2RPLT|3RCR|459VULN|5BPWR|6TLV|7DMG|8CDMG|aAART
248	34363 12631	   	174.48	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8LWND|9CGEN|aAART
249	34363 32321	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	19BEXP|25DMG|35VULN|4RCR|5BPWR|6TLV|7NUKE|8CDMG|aAART
250	34363 42321	   	174.38	ACR|2VULN|2DMG|1AART|1CDMG	19BEXP|25DMG|35VULN|4RCR|5BPWR|6ERES|7NUKE|8CDMG|aAART
251	34363 21231	   	174.32	ACR|4VULN|2DMG|1DUR	1BEXP|25DMG|356aVULN|4RCR|5BPWR|7DUST|8CGEN|9DUR
252	54363 32331	   	174.32	ACR|4VULN|2DMG|1DUR	1DUST|25DMG|356aVULN|4RCR|5BPWR|7CGEN|8BEXP|9DUR
253	54363 33231	   	174.32	ACR|4VULN|2DMG|1DUR	1DUST|25DMG|356aVULN|4RCR|5BPWR|7BEXP|8CGEN|9DUR
254	34363 42331	   	174.28	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|25DMG|35VULN|4RCR|5BPWR|69ERES|7NUKE|8CDMG|aAART
255	35363 12152	 * 	174.17	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|359VULN|4RCR|5BPWR|6DUST|7CDMG|8AART|aDUR
256	35363 12126	   	174.17	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	1BEXP|25ASPD|35aVULN|4RCR|5BPWR|6DUST|7CDMG|8AART|9DUR
257	13152 14433	   	173.95	DCR|2VULN|2DMG|1AART|1ASPD	17ERES|27LIT|3AART|4RMIN|57DMG|6RCR|7BPWR|8aVULN|9ASPD
258	65322 23262	 * 	173.94	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|39VULN|4LWND|5CDMG|6ZMB|7RCR|8aAART
259	34363 31361	   	173.87	ACR|3VULN|2DMG|1CDMG|1DUR	1BEXP|25DMG|359VULN|4RCR|5BPWR|6TLV|7CGEN|8CDMG|aDUR
260	54363 21323	   	173.87	ACR|3DMG|2VULN|1CDMG|1DUR	1DUST|258DMG|35VULN|4RCR|5BPWR|6RPLT|7BELT|9CDMG|aDUR
261	34363 12532	   	173.87	ACR|3DMG|2VULN|1CDMG|1DUR	1BEXP|25aDMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8DUR|9CGEN
262	13152 11433	   	173.85	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2LIT|3AART|4RMIN|57DMG|6RCR|8aVULN|9ASPD
263	34363 12524	   	173.77	ACR|3DMG|2VULN|1CDMG|1DUR	1BEXP|25aDMG|35VULN|4RCR|5BPWR|6DUST|7CDMG|8DUR|9MBVNT
264	34363 34222	   	173.77	ACR|3VULN|2DMG|2ASPD|1DUR	1BEXP|25DMG|358VULN|4RCR|5BPWR|6TLV|7aASPD|9DUR
