0	Index      	 *	Score 	Summary	Detail	
1	34433 23353	 * 	185.40	DCR|3VULN|2DMG|1AART|2DUR	179ERES|29DUR|3AART|457VULN|67DMG|79BPWR|89FEWX|aRCR
157	11724 62413	   	158.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|7ASPD|8DMG|9VULN|aERES
158	11724 62415	   	158.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|7ASPD|8DMG|9VULN|aVENICY
159	11724 63117	   	158.85	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|7DUST|8DUR|9VULN|aDMG
160	34161 53233	 * 	158.81	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1ERES|28DUR|3MLV|4ZMB|5CDMG|6RCR|79DMG|aVULN
161	34361 53233	   	158.81	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1ERES|28DUR|3RMIN|4ZMB|5CDMG|6RCR|79DMG|aVULN
162	11724 48211	 * 	158.79	ACR|2DMG|1AART|1VULN|1CDMG	18LIT|2MBVNT|3AART|4CDMG|5RCR|68LHND|78DMG|8BPWR|9VULN|aLWND
163	11724 48214	   	158.79	ACR|2DMG|1AART|1VULN|1CDMG	18LIT|2MBVNT|3AART|4CDMG|5RCR|68LHND|78DMG|8BPWR|9VULN|aMLV
164	11534 53417	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2MBVNT|35VULN|4LWND|6RCR|7MGNSTR|8CDMG|9DMG|aAART
165	11724 62464	   	158.70	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|7ASPD|8DMG|9SELL|aVULN
166	11744 62417	   	158.70	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1LIT|2MBVNT|3AART|4SELL|5RCR|6ZMB|7ASPD|8DMG|9VULN|aCDMG
167	11724 48212	   	158.69	ACR|2DMG|1AART|1VULN|1CDMG	18LIT|2MBVNT|3AART|4CDMG|5RCR|68LHND|78DMG|8BPWR|9VULN|aDUST
168	11724 48213	   	158.69	ACR|2DMG|1AART|1VULN|1CDMG	18LIT|2MBVNT|3AART|4CDMG|5RCR|68LHND|78DMG|8BPWR|9VULN|aERES
169	11724 48215	   	158.69	ACR|2DMG|1AART|1VULN|1CDMG	18LIT|2MBVNT|3AART|4CDMG|5RCR|68LHND|78DMG|8BPWR|9VULN|aVENICY
170	11724 48216	   	158.69	ACR|2DMG|1AART|1VULN|1CDMG	18LIT|2MBVNT|3AART|4CDMG|5RCR|68LHND|78DMG|8BPWR|9VULN|aLEGI
171	11728 42253	 * 	158.63	DCR|3AART|2DMG|1CDMG	1LIT|2MBVNT|35aAART|4CDMG|6RCR|79DMG|8LHND
172	11728 42433	   	158.63	DCR|3AART|2DMG|1CDMG	1LIT|2MBVNT|35aAART|4CDMG|6RCR|79DMG|8DMSP
173	11724 48611	   	158.59	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RCR|6LHND|78DMG|9VULN|aLWND
174	11724 48614	   	158.59	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RCR|6LHND|78DMG|9VULN|aMLV
175	11724 42682	   	158.59	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RCR|6LHND|7RMIN|8DMG|9aVULN
176	11724 48382	   	158.59	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RCR|6LHND|7DMG|8CGEN|9aVULN
177	11724 48514	   	158.59	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RCR|6LHND|7DMG|8LWND|9aVULN
178	15332 35251	   	158.57	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1LIT|27DMG|3DUR|4RCR|5BEXP|6ZMB|8VULN|9ASPD|aCDMG
179	15332 35621	   	158.57	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1LIT|27DMG|3DUR|4RCR|5BEXP|6ZMB|8ASPD|9VULN|aCDMG
180	11721 21138	   	158.57	DCR|3VULN|1AART|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RPLT|6RCR|78aVULN|9MGNSTR
181	11533 26412	   	158.51	DCR|2VULN|2DMG|1AART	1LIT|2MBVNT|3aVULN|4LWND|5MLV|67DMG|8RCR|9AART
182	11724 26642	   	158.49	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ERES|79VULN|8DMG|aCGEN
183	11724 26643	   	158.49	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ERES|79VULN|8DMG|aRPLT
184	11724 43682	   	158.49	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RCR|6LHND|7TLV|8DMG|9aVULN
185	11724 32157	   	158.49	ACR|2DMG|1AART|1VULN|1CDMG	16LIT|2MBVNT|3AART|4CDMG|5RCR|79DMG|8TLV|aVULN
186	11724 48612	   	158.49	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RCR|6LHND|78DMG|9VULN|aDUST
187	11724 48613	   	158.49	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2MBVNT|3AART|4CDMG|5RCR|6LHND|78DMG|9VULN|aERES
188	32641 62113	   	158.48	ACR|3VULN|1DMG|1CDMG|1DUR	1ERES|2NUKE|3RCR|4CGEN|5CDMG|68aVULN|7DMG|9DUR
189	15333 35231	   	158.47	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1LIT|27DMG|3DUR|4RCR|5DUST|6ZMB|8VULN|9ASPD|aCDMG
190	32626 11363	   	158.38	ACR|3VULN|1DMG|1CDMG|1ASPD	14ERES|2NUKE|3RCR|57aVULN|6DMG|8ASPD|9CDMG
191	11534 54742	   	158.37	DCR|2VULN|2AART|1DMG	1LIT|2MBVNT|35VULN|4LWND|6RCR|78AART|9FEWX|aDMG
192	11434 62417	   	158.10	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1LIT|2MBVNT|3SELL|4AART|5RCR|6ZMB|7ASPD|8DMG|9VULN|aCDMG
193	11538 24254	   	157.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2MBVNT|3VULN|4LWND|5ASPD|69DMG|7AART|8CDMG|aRCR
194	11538 24514	   	157.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2MBVNT|3VULN|4LWND|5ASPD|68DMG|7AART|9CDMG|aRCR
195	33431 36431	   	157.73	DCR|2DMG|1AART|1VULN|1ZMB	16ERES|2DUST|3AART|4ZMB|5FEWX|7RCR|89DMG|aVULN
196	11721 26251	 * 	157.72	DCR|2DMG|1AART|2ZMB|1CDMG|1SELL	1aLIT|2MBVNT|3AART|4CDMG|5RPLT|6RCR|7aZMB|8SELL|9aDMG|aBPWR
197	11725 31145	 * 	157.67	DCR|2DMG|1AART|2ZMB|1CDMG	1LIT|2MBVNT|3AART|4CDMG|57ZMB|6RCR|8TLV|9aDMG
198	11434 62455	   	157.63	ACR|3DMG|1AART|1ZMB|1ASPD|1SELL	1LIT|2MBVNT|3SELL|4AART|5RCR|6ZMB|7ASPD|89aDMG
199	15331 35112	 * 	157.63	ACR|2VULN|1AART|1DMG|2DUR|1SELL	1LIT|2DMG|38DUR|4RCR|5SELL|6AART|79VULN|aLHND
200	15331 35142	 * 	157.63	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1LIT|29DMG|38DUR|4RCR|5SELL|6AART|7VULN|aLHND
201	15331 35162	 * 	157.63	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1LIT|2aDMG|38DUR|4RCR|5SELL|6AART|7VULN|9RPLT
202	15331 35111	 * 	157.53	ACR|2VULN|1AART|1DMG|2DUR|1SELL	1LIT|2DMG|38DUR|4RCR|5SELL|6AART|79VULN|aDUST
203	15331 35116	 * 	157.53	ACR|2VULN|1AART|1DMG|2DUR|1SELL	1LIT|2DMG|38DUR|4RCR|5SELL|6AART|79VULN|aERES
204	15331 35141	 * 	157.53	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1LIT|29DMG|38DUR|4RCR|5SELL|6AART|7VULN|aDUST
205	15331 35153	 * 	157.53	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1LIT|2aDMG|38DUR|4RCR|5SELL|6AART|7VULN|9NUKE
206	15331 35243	 * 	157.53	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1LIT|29DMG|3aDUR|4RCR|5SELL|6AART|7VULN|8ERES
207	11518 28114	   	157.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2MBVNT|3VULN|46DMG|5LHND|7ASPD|8AART|9CDMG|aRCR
208	11538 26114	   	157.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2MBVNT|3VULN|4LWND|5ASPD|67DMG|8AART|9CDMG|aRCR
209	11538 28114	   	157.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2MBVNT|37VULN|4LWND|5ASPD|6DMG|8AART|9CDMG|aRCR
210	21421 25112	   	157.31	DCR|2VULN|2DMG|1AART	147DUST|2RMIN|3AART|57VULN|67DMG|7BPWR|8LIT|9LWND|aRCR
211	21421 25362	   	157.31	DCR|2VULN|2DMG|1AART	147DUST|2RMIN|3AART|57VULN|67DMG|7BPWR|8BEXP|9LIT|aRCR
212	26421 23112	   	157.31	DCR|2VULN|2DMG|1AART	147DUST|2MLV|3AART|57VULN|67DMG|7BPWR|8LIT|9LHND|aRCR
213	26421 23152	   	157.31	DCR|2VULN|2DMG|1AART	147DUST|2MLV|3AART|57VULN|67DMG|7BPWR|8LIT|9LWND|aRCR
214	26421 23362	   	157.31	DCR|2VULN|2DMG|1AART	147DUST|2MLV|3AART|57VULN|67DMG|7BPWR|8BEXP|9LIT|aRCR
215	31433 21436	   	157.31	DCR|2VULN|2DMG|1AART	1ERES|2BEXP|3AART|45VULN|68DMG|7LHND|9FEWX|aRCR
216	11724 81451	 * 	157.28	ACR|2DMG|1AART|2CDMG|2DUR	18aLIT|2MBVNT|3AART|4aCDMG|5RCR|68DUR|78DUST|8aBPWR|9aDMG
217	11724 62731	 * 	157.27	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1LIT|2MBVNT|38AART|4CDMG|5RCR|6ZMB|7ASPD|9VULN|aDUR
218	11513 28814	   	157.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2MBVNT|3VULN|46DMG|5DUST|7ASPD|8AART|9CDMG|aRCR
219	11513 53814	   	157.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2MBVNT|37VULN|4DMG|5DUST|6ASPD|8AART|9CDMG|aRCR
220	11517 28114	   	157.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LIT|2MBVNT|3VULN|46DMG|5LEGI|7ASPD|8AART|9CDMG|aRCR
221	11517 53114	   	157.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2MBVNT|37VULN|4DMG|5LEGI|6ASPD|8AART|9CDMG|aRCR
222	11873 23814	   	157.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2MBVNT|3ASPD|47VULN|5DUST|6DMG|8AART|9CDMG|aRCR
223	11877 23114	   	157.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2MBVNT|3ASPD|47VULN|5LEGI|6DMG|8AART|9CDMG|aRCR
224	31433 21326	   	157.21	DCR|2VULN|2DMG|1AART	1ERES|2BEXP|3AART|45VULN|69DMG|7LHND|8DUST|aRCR
225	33421 23524	   	157.21	DCR|2VULN|2DMG|1AART	17ERES|24DUST|3AART|57VULN|67DMG|7BPWR|8RPLT|9MLV|aRCR
226	41433 21423	   	157.21	DCR|2VULN|2DMG|1AART	1LWND|2RMIN|3AART|45VULN|68DMG|7LEGI|9DLOT|aRCR
227	61433 21326	   	157.21	DCR|2VULN|2DMG|1AART	1LHND|2RMIN|3AART|45VULN|69DMG|7LEGI|8DUST|aRCR
228	61433 21423	   	157.21	DCR|2VULN|2DMG|1AART	1LHND|2RMIN|3AART|45VULN|68DMG|7LEGI|9DLOT|aRCR
229	11724 81251	   	157.18	ACR|2DMG|1AART|2CDMG|2DUR	1aLIT|2MBVNT|3AART|4aCDMG|5RCR|68DUR|7DUST|9aDMG|aBPWR
230	33421 23423	   	157.11	DCR|2VULN|2DMG|1AART	17ERES|24DUST|3AART|57VULN|67DMG|7BPWR|8LWND|9DLOT|aRCR
231	33421 23453	   	157.11	DCR|2VULN|2DMG|1AART	179ERES|24DUST|3AART|57VULN|67DMG|7BPWR|8LWND|aRCR
232	33463 21423	   	157.11	DCR|2VULN|2DMG|1AART	1ERES|2DUST|3AART|45VULN|68DMG|7LHND|9DLOT|aRCR
233	36433 21326	   	157.11	DCR|2DMG|2VULN|1AART	1ERES|2LHND|3AART|45VULN|69DMG|7LEGI|8DUST|aRCR
234	36433 21423	   	157.11	DCR|2VULN|2DMG|1AART	1ERES|2LHND|3AART|45VULN|68DMG|7LEGI|9DLOT|aRCR
235	21432 26213	   	157.11	DCR|3DMG|1AART|2ZMB|1ASPD	17DUST|2RMIN|3AART|47ZMB|567DMG|7BPWR|8ERES|9ASPD|aRCR
236	15225 32141	   	156.95	DCR|2AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LIT|2DMG|39AART|4CDMG|5ZMB|6DMSP|7ASPD|8RCR|aDUR
237	11728 42211	   	156.84	DCR|2AART|1DMG|1VULN|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LHND|9VULN|aLWND
238	11728 42214	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LHND|9VULN|aMLV
239	11728 42311	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8aLWND|9VULN
240	11728 42312	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LWND|9VULN|aDMSP
241	11728 42313	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LWND|9VULN|aFEWX
242	11728 42314	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LWND|9VULN|aMLV
243	11728 42447	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8DMSP|9CGEN|aVULN
244	11728 42611	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8BEXP|9VULN|aLWND
245	11728 42614	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8BEXP|9VULN|aMLV
246	11723 35437	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|38AART|4CDMG|5CGEN|6RCR|7RCVC|9DMG|aVULN
247	11723 38437	   	156.84	DCR|2AART|1VULN|1DMG|1CDMG	17LIT|2MBVNT|38AART|4CDMG|5CGEN|6RCR|9DMG|aVULN
248	11725 32334	 * 	156.82	DCR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB|1ASPD	1LIT|2MBVNT|3AART|4CDMG|5ZMB|6RCR|7ASPD|8SNIHEL|9VULN|aFLTHEA
249	34232 51333	 * 	156.80	DCR|3VULN|1CDMG|1FLTHEA|2DUR|1SELL	1ERES|25DUR|3SELL|47aVULN|6RCR|8CDMG|9FLTHEA
250	11723 36341	   	156.79	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2MBVNT|3AART|4CDMG|5CGEN|6RCR|79VULN|8ASPD|aDUR
251	34534 31348	   	156.77	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2DUR|3ASPD|4MBVNT|5BELT|6RCR|7AART|8CDMG|9DMG|aVULN
252	34534 31383	   	156.77	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2DUR|3ASPD|4MBVNT|5BELT|6RCR|7AART|8CDMG|9VULN|aDMG
253	11728 42132	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8TLV|9VULN|aCGEN
254	11728 42133	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8TLV|9VULN|aRPLT
255	11728 42135	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8TLV|9VULN|aDMSP
256	11728 42136	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1aLIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8TLV|9VULN
257	11728 42137	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8TLV|9VULN|aLHND
258	11728 42212	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LHND|9VULN|aDUST
259	11728 42213	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LHND|9VULN|aERES
260	11728 42215	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LHND|9VULN|aVENICY
261	11728 42216	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LHND|9VULN|aLEGI
262	11728 42315	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LWND|9VULN|aVENICY
263	11728 42316	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LWND|9VULN|aLEGI
264	11728 42317	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LWND|9VULN|aDUST
265	11728 42318	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8LWND|9VULN|aERES
266	11728 42612	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8BEXP|9VULN|aDUST
267	11728 42613	   	156.74	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8BEXP|9VULN|aERES
268	11728 42138	   	156.64	DCR|2AART|1VULN|1DMG|1CDMG	1LIT|2MBVNT|35AART|4CDMG|6RCR|7DMG|8TLV|9VULN|aLEGI
269	15225 32153	 * 	156.63	DCR|2AART|1DMG|2ASPD|1CDMG|1ZMB	1LIT|2DMG|3aAART|4CDMG|5ZMB|6DMSP|79ASPD|8RCR
270	11533 28412	   	156.58	DCR|3VULN|1AART|1DMG	1LIT|2MBVNT|37aVULN|4LWND|5MLV|6DMG|8RCR|9AART
271	14333 52413	 * 	156.58	DCR|2VULN|1AART|1DMG|2ASPD	1aLIT|2AART|3aCGEN|4DMG|57VULN|6BELT|8aASPD|9RCR|aBPWR
272	15223 32133	   	156.50	DCR|2AART|2DMG|1CDMG|1ASPD	1LIT|29DMG|3aAART|4CDMG|5NUKE|6DMSP|7ASPD|8RCR
273	11728 31131	   	156.50	DCR|2AART|2DMG|1CDMG|1DUR	1LIT|2MBVNT|35AART|4CDMG|6DMSP|79DMG|8RCR|aDUR
274	11728 81131	   	156.50	DCR|2AART|2DMG|1CDMG|1DUR	1LIT|2MBVNT|35AART|4CDMG|6RCVC|79DMG|8RCR|aDUR
275	11724 48243	 * 	156.49	ACR|2AART|2DMG|2CDMG	18LIT|2MBVNT|3aAART|49CDMG|5RCR|68LHND|78DMG|8BPWR
276	15532 23411	 * 	156.49	ACR|2DMG|2AART|1VULN	1LIT|26DMG|3FEWX|4RCR|5BEXP|78AART|9DMSP|aVULN
277	11724 62452	   	156.47	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|7ASPD|89DMG|aLHND
278	11724 62453	   	156.47	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|7ASPD|89DMG|aBEXP
279	11724 66111	   	156.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|79VULN|8DUR|aLWND
280	11724 66114	   	156.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|79VULN|8DUR|aMLV
281	11724 66342	   	156.47	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|7aVULN|8ASPD|9FEWX
282	15533 23411	   	156.39	ACR|2DMG|2AART|1VULN	1LIT|26DMG|3FEWX|4RCR|5DUST|78AART|9DMSP|aVULN
283	11721 21652	   	156.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	19LIT|2MBVNT|3AART|4CDMG|5RPLT|6RCR|7VULN|8ZMB|aDMG
284	11721 21682	   	156.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2MBVNT|3AART|4CDMG|5RPLT|6RCR|7VULN|8ZMB|9DMSP|aDMG
285	11721 26521	   	156.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2MBVNT|3AART|4CDMG|5RPLT|6RCR|7ZMB|8DMG|9FEWX|aVULN
286	11721 26532	   	156.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2MBVNT|3AART|4CDMG|5RPLT|6RCR|7ZMB|8DMG|9MLV|aVULN
287	14133 52413	   	156.38	DCR|2VULN|1AART|1DMG|2ASPD	1aLIT|2AART|3aERES|4DMG|57VULN|6BELT|8aASPD|9RCR|aBPWR
288	11724 26114	   	156.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ERES|79VULN|8DUR|aZMB
289	11724 26344	   	156.37	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ERES|79VULN|8ASPD|aZMB
290	11724 62451	   	156.37	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|7ASPD|89DMG|aDUST
291	11724 66112	   	156.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|79VULN|8DUR|aDUST
292	11724 66113	   	156.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|79VULN|8DUR|aERES
293	11724 66332	   	156.37	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1LIT|2MBVNT|3AART|4CDMG|5RCR|6ZMB|7aVULN|8ASPD|9DUST
294	34433 23253	   	156.36	DCR|3VULN|2DMG|1AART|1DUR|1MSE	179ERES|2DUR|3AART|457VULN|67DMG|7BPWR|8MSE|aRCR
295	15225 32123	   	156.33	DCR|2AART|1DMG|2CDMG|1ZMB|1ASPD	1LIT|2DMG|3aAART|49CDMG|5ZMB|6DMSP|7ASPD|8RCR
296	11724 48643	   	156.29	ACR|2AART|2DMG|2CDMG	1LIT|2MBVNT|3aAART|49CDMG|5RCR|6LHND|78DMG
297	11725 33413	   	156.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2MBVNT|3AART|4CDMG|5ZMB|6RCR|7DUST|8FEWX|9VULN|aDMG
298	11721 21632	   	156.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2MBVNT|3AART|4CDMG|5RPLT|6RCR|7VULN|8ZMB|9TLV|aDMG
299	11723 36611	   	156.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2MBVNT|3AART|4CDMG|5CGEN|6RCR|7VULN|8DMG|9BASHEA|aZMB
300	11723 36634	   	156.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2MBVNT|3AART|4CDMG|5CGEN|6RCR|7VULN|8DMG|9ERES|aZMB
301	11726 42134	   	156.29	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2MBVNT|3AART|4CDMG|5RCVC|6RCR|7DMG|8TLV|9VULN|aZMB
302	15332 21631	   	156.28	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5BEXP|8CDMG|9LWND|aVULN
303	15332 21641	   	156.28	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5BEXP|8CDMG|9FEWX|aVULN
304	15336 21631	   	156.28	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5LHND|8CDMG|9LWND|aVULN
305	15332 21141	   	156.28	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5BEXP|8FEWX|9CDMG|aVULN
306	15332 21241	   	156.28	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5BEXP|8LHND|9CDMG|aVULN
307	15332 21522	   	156.28	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5BEXP|8MGNSTR|9CDMG|aVULN
308	15336 21141	   	156.28	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5LHND|8FEWX|9CDMG|aVULN
309	11726 43451	   	156.26	DCR|2DMG|1AART|2CDMG|1DUR	1aLIT|2MBVNT|3AART|4aCDMG|5RCVC|6RCR|7DUST|8DUR|9aDMG|aBPWR
310	32661 61322	 * 	156.25	ACR|2VULN|1AART|2CDMG|1ZMB	1ERES|2NUKE|3RCR|4ZMB|58CDMG|67VULN|9BASICY|aAART
311	15332 21356	   	156.18	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5BEXP|8NUKE|9CDMG|aVULN
312	15332 21626	   	156.18	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5BEXP|8CDMG|9ERES|aVULN
313	15333 21141	   	156.18	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5DUST|8FEWX|9CDMG|aVULN
314	15333 21241	   	156.18	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5DUST|8LHND|9CDMG|aVULN
315	15333 21522	   	156.18	ACR|3DMG|1VULN|1CDMG|1DUR	1LIT|267DMG|3DUR|4RCR|5DUST|8MGNSTR|9CDMG|aVULN
