0	Index      	 *	Score 	Summary	Detail	
1	31263 64223	 * 	217.99	ACR|4VULN|2DMG|1AART|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|5679VULN|6BPWR|8MLV|aAART
160	25241 33535	   	195.50	ACR|3DMG|2VULN|2CDMG|2ZMB	1RCR|2MBVNT|379DMG|49CDMG|57VULN|67ZMB|79BPWR|89LHND|aERES
161	25241 33733	   	195.50	ACR|3DMG|2VULN|2CDMG|2ZMB	1RCR|2MBVNT|379DMG|49CDMG|57VULN|67ZMB|79BPWR|89BEXP|aLEGI
162	25241 33735	   	195.50	ACR|3DMG|2VULN|2CDMG|2ZMB	1RCR|2MBVNT|379DMG|49CDMG|57VULN|67ZMB|79BPWR|89BEXP|aERES
163	33534 22331	   	195.42	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	16DMG|2DUR|3RCR|47VULN|5FLTHEA|8ZMB|9AART|aLHND
164	33534 22335	   	195.42	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	16DMG|2DUR|3RCR|47VULN|5FLTHEA|8ZMB|9AART|aCGEN
165	25241 33211	   	195.40	ACR|3VULN|2DMG|2CDMG|2ZMB	1RCR|2MBVNT|37DMG|48CDMG|579VULN|67ZMB|7BPWR|aCGEN
166	25241 33214	   	195.40	ACR|3VULN|2DMG|2CDMG|2ZMB	1RCR|2MBVNT|37DMG|48CDMG|579VULN|67ZMB|7BPWR|aFEWX
167	25241 33831	   	195.40	ACR|3DMG|2VULN|2CDMG|2ZMB	1RCR|2MBVNT|379DMG|49CDMG|57VULN|67ZMB|79BPWR|89DUST|aCGEN
168	25241 33832	   	195.40	ACR|3DMG|2VULN|2CDMG|2ZMB	1RCR|2MBVNT|379DMG|49CDMG|57VULN|67ZMB|79BPWR|89DUST|aFEWX
169	25241 33834	   	195.40	ACR|3DMG|2VULN|2CDMG|2ZMB	1RCR|2MBVNT|379DMG|49CDMG|57VULN|67ZMB|79BPWR|89DUST|aLHND
170	25241 33836	   	195.40	ACR|3DMG|2VULN|2CDMG|2ZMB	1RCR|2MBVNT|379DMG|49CDMG|57VULN|67ZMB|79BPWR|89DUST|aLIT
171	25241 33837	   	195.40	ACR|3DMG|2VULN|2CDMG|2ZMB	1RCR|2MBVNT|379DMG|49CDMG|57VULN|67ZMB|79BPWR|89DUST|aLWND
172	33534 22332	   	195.32	ACR|2VULN|2DMG|1AART|1FLTHEA|1ZMB	16DMG|2DUR|3RCR|47VULN|5FLTHEA|8ZMB|9AART|aDUST
173	25241 33212	   	195.30	ACR|3VULN|2DMG|2CDMG|2ZMB	1RCR|2MBVNT|37DMG|48CDMG|579VULN|67ZMB|7BPWR|aERES
174	25241 33833	   	195.30	ACR|3DMG|2VULN|2CDMG|2ZMB	1RCR|2MBVNT|379DMG|49CDMG|57VULN|67ZMB|79BPWR|89DUST|aLEGI
175	25241 33835	   	195.30	ACR|3DMG|2VULN|2CDMG|2ZMB	1RCR|2MBVNT|379DMG|49CDMG|57VULN|67ZMB|79BPWR|89DUST|aERES
176	25243 21843	   	195.30	ACR|3DMG|1AART|1VULN|2CDMG	1RCR|2MBVNT|35aDMG|48CDMG|6AART|7VULN|9DUR
177	31263 61222	   	195.17	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|56VULN|6BPWR|7ASPD|8LWND|9BEXP|aAART
178	31263 61252	   	195.17	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|56VULN|6BPWR|7ASPD|8LWND|9FEWX|aAART
179	31263 66212	   	195.17	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|56VULN|6BPWR|7FEWX|8ASPD|9LWND|aAART
180	31263 66232	   	195.17	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|56VULN|6BPWR|7FEWX|8ASPD|9LHND|aAART
181	25243 21831	   	195.16	ACR|2DMG|2AART|1VULN|2CDMG|1ZMB	1RCR|2MBVNT|35DMG|48CDMG|6aAART|7VULN|9ZMB
182	21441 21351	   	195.16	ACR|3VULN|1AART|1DMG|2CDMG|1SELL	1RCR|2SELL|357VULN|4ASPD|6AART|8aCDMG|9DMG
183	33633 24611	   	195.14	ACR|3DMG|2AART|1VULN|1CDMG	167DMG|2DUR|35AART|4RCR|8CDMG|9LHND|aVULN
184	24662 23322	   	195.07	ACR|4VULN|2DMG|1CDMG	1RCR|2CDMG|3456VULN|7DUST|89DMG|aDUR
185	24662 31322	   	195.07	ACR|4VULN|2DMG|1CDMG	1RCR|2CDMG|3457VULN|6DUST|89DMG|aDUR
186	31263 65212	   	195.07	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|56VULN|6BPWR|7MBVNT|8ASPD|9LWND|aAART
187	31263 65232	   	195.07	ACR|2VULN|2DMG|1AART|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|56VULN|6BPWR|7MBVNT|8ASPD|9LHND|aAART
188	33633 24631	   	195.04	ACR|3DMG|2AART|1VULN|1CDMG	167DMG|2DUR|35AART|4RCR|8CDMG|9DUST|aVULN
189	25241 33288	   	194.88	ACR|2VULN|2DMG|3ZMB|2CDMG	1RCR|2MBVNT|37DMG|48CDMG|57VULN|67aZMB|7BPWR|9RCVC
190	24221 32626	   	194.80	ACR|3VULN|2AART|2CDMG|2ASPD	1RCR|27CDMG|3FEWX|4aAART|578VULN|67ASPD|7BPWR|9BELT
191	31263 63221	   	194.79	ACR|4VULN|2DMG|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|569aVULN|6BPWR|7DMSP|8MLV
192	24211 32145	   	194.75	ACR|4VULN|2DMG|2CDMG	1RCR|2aCDMG|346FEWX|589aVULN|7aDMG|aBPWR
193	33636 42322	 * 	194.73	ACR|2VULN|2DMG|1AART|3DUR|1CDMG	17DMG|269DUR|3AART|4RCR|56VULN|6BPWR|8ERES|aCDMG
194	33636 33336	   	194.69	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2DUR|3AART|4RCR|56aVULN|7ZMB|8LHND|9CDMG
195	31263 24241	   	194.69	ACR|4VULN|2DMG|1CDMG|1FLTHEA	19DMG|2CDMG|3FLTHEA|4RCR|567aVULN|8MLV
196	31263 24331	   	194.69	ACR|4VULN|2DMG|1CDMG|1FLTHEA	18DMG|2CDMG|3FLTHEA|4RCR|567aVULN|9CGEN
197	31263 24352	   	194.69	ACR|4VULN|2DMG|1CDMG|1FLTHEA	18DMG|2CDMG|3FLTHEA|4RCR|567aVULN|9BEXP
198	31263 54221	   	194.69	ACR|4VULN|2DMG|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|579aVULN|8MLV
199	31263 64232	   	194.69	ACR|4VULN|2DMG|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|567aVULN|6BPWR|8MLV|9ERES
200	31263 65133	   	194.69	ACR|4VULN|2DMG|1CDMG|1FLTHEA	16DMG|2CDMG|3FLTHEA|4RCR|569aVULN|6BPWR|7MBVNT|8MLV
201	33244 23323	 * 	194.61	DCR|3DMG|3ZMB|3CDMG|1VULN	17aDMG|2DUR|37aZMB|4VULN|5FEWX|67aCDMG|7aBPWR|8RCR|9RPLT
202	31263 24312	   	194.59	ACR|4VULN|2DMG|1CDMG|1FLTHEA	18DMG|2CDMG|3FLTHEA|4RCR|567aVULN|9DUST
203	21433 21453	   	194.58	ACR|3DMG|2VULN|2ASPD|1CDMG|1SELL	1RCR|2SELL|3aVULN|4DUR|5aASPD|6CDMG|7FEWX|89aDMG|aBPWR
204	21433 21413	   	194.58	ACR|3VULN|2DMG|2ASPD|1CDMG|1SELL	1RCR|2SELL|39aVULN|4DUR|5aASPD|6CDMG|7FEWX|8aDMG|aBPWR
205	21433 21633	   	194.58	ACR|3VULN|2DMG|2ASPD|1CDMG|1SELL	1RCR|2SELL|38aVULN|4DUR|5aASPD|6CDMG|7FEWX|9aDMG|aBPWR
206	33635 31321	   	194.56	ACR|3DMG|2VULN|1AART	189DMG|2DUR|3AART|4RCR|5FEWX|67VULN|aASPD
207	33636 21321	   	194.56	ACR|3DMG|2VULN|1AART	189DMG|2DUR|3AART|4RCR|57VULN|6BEXP|aASPD
208	33636 32221	   	194.56	ACR|3DMG|2VULN|1AART	179DMG|2DUR|3AART|4RCR|56VULN|8FEWX|aASPD
209	33636 32421	   	194.56	ACR|3DMG|2VULN|1AART	179DMG|2DUR|3AART|4RCR|56VULN|8LHND|aASPD
210	33636 61321	   	194.56	ACR|3DMG|2VULN|1AART	189DMG|2DUR|3AART|4RCR|57VULN|6LHND|aASPD
211	31263 61242	   	194.56	ACR|3DMG|2VULN|1FLTHEA|1CDMG	169DMG|2CDMG|3FLTHEA|4RCR|56VULN|6BPWR|7ASPD|8LWND|aDUR
212	31263 61335	   	194.56	ACR|3VULN|2DMG|1FLTHEA|1CDMG	16DMG|2CDMG|3FLTHEA|4RCR|56aVULN|6BPWR|7ASPD|8CGEN|9DUR
213	34266 32133	   	194.54	ACR|4VULN|2DMG|2ASPD|1FLTHEA|1SELL	18DMG|2SELL|3FLTHEA|4RCR|58ASPD|6RPLT|789aVULN|8BPWR
214	33636 11321	   	194.46	ACR|3DMG|2VULN|1AART	189DMG|2DUR|3AART|4RCR|57VULN|6DUST|aASPD
215	31263 21543	   	194.46	ACR|3VULN|2DMG|1CDMG|1FLTHEA	19DMG|2CDMG|3FLTHEA|4RCR|56aVULN|7ASPD|8DUR
216	24121 34521	   	194.46	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2CDMG|3MLV|45aVULN|6RCVC|7ZMB|8AART|9DMG
217	31666 32133	   	194.39	ACR|4VULN|2DMG|2CDMG	18DMG|28CDMG|3BASHEA|4RCR|5ASPD|6RPLT|789aVULN|8BPWR
218	24221 32633	   	194.35	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|4AART|578VULN|67ASPD|7BPWR|9ZMB|aLWND
219	24221 32634	   	194.35	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|4AART|578VULN|67ASPD|7BPWR|9ZMB|aLIT
220	24221 32635	   	194.35	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|4AART|578VULN|67ASPD|7BPWR|9ZMB|aRMIN
221	33636 42112	   	194.32	ACR|3VULN|2DMG|1AART|2DUR	17DMG|26DUR|3AART|4RCR|568VULN|6BPWR|9MLV|aRCVC
222	24221 32613	   	194.25	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|4AART|578VULN|67ASPD|7BPWR|9VENICY|aZMB
223	24221 32632	   	194.25	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|4AART|578VULN|67ASPD|7BPWR|9ZMB|aDUST
224	33636 42122	   	194.22	ACR|3VULN|2DMG|1AART|2DUR	17DMG|26DUR|3AART|4RCR|568VULN|6BPWR|9ERES|aRCVC
225	25241 23263	   	194.10	ACR|3DMG|2VULN|2CDMG|2ASPD	1RCR|2MBVNT|39aDMG|46CDMG|5aVULN|7aASPD|8RPLT|aBPWR
226	25241 23213	   	194.10	ACR|3VULN|2DMG|2CDMG|2ASPD	1RCR|2MBVNT|3aDMG|46CDMG|59aVULN|7aASPD|8RPLT|aBPWR
227	22243 14621	   	194.08	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	1RCR|2CGEN|3ZMB|46VULN|5ASPD|7CDMG|8DMG|9aAART
228	31266 32132	   	194.04	ACR|3VULN|2DMG|2CDMG|1FLTHEA	18DMG|28CDMG|3FLTHEA|4RCR|5ASPD|6RPLT|789VULN|8BPWR|aFEWX
229	31266 32135	   	194.04	ACR|3VULN|2DMG|2CDMG|1FLTHEA	18DMG|28CDMG|3FLTHEA|4RCR|5ASPD|6RPLT|789VULN|8BPWR|aBEXP
230	31266 32136	   	194.04	ACR|3VULN|2DMG|2CDMG|1FLTHEA	18DMG|28CDMG|3FLTHEA|4RCR|5ASPD|6RPLT|789VULN|8BPWR|aCGEN
231	25247 15222	   	194.02	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1RCR|2MBVNT|39DMG|4CDMG|59DUR|6FEWX|7MLV|89VULN|9BPWR|aAART
232	31263 66223	   	193.94	ACR|3VULN|2DMG|2CDMG|1FLTHEA	16DMG|29CDMG|3FLTHEA|4RCR|56aVULN|6BPWR|7FEWX|8ASPD
233	33633 34121	   	193.92	ACR|3DMG|2AART|1VULN|2DUR	179DMG|27DUR|35AART|4RCR|67LHND|7BPWR|8VULN|aASPD
234	25247 18222	   	193.92	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1RCR|2MBVNT|39DMG|4CDMG|59DUR|6FEWX|7ERES|89VULN|9BPWR|aAART
235	25247 42222	   	193.92	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1RCR|2MBVNT|39DMG|4CDMG|59DUR|6ERES|7FEWX|89VULN|9BPWR|aAART
236	25247 44222	   	193.92	ACR|2VULN|2DMG|1AART|1CDMG|2DUR	1RCR|2MBVNT|39DMG|4CDMG|59DUR|6ERES|7LWND|89VULN|9BPWR|aAART
237	25241 41615	   	193.89	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RCR|2MBVNT|3aDMG|4CDMG|5aVULN|6ERES|7ZMB|8AART|9aLHND|aBPWR
238	25241 41645	   	193.89	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RCR|2MBVNT|3aDMG|4CDMG|5aVULN|6ERES|7ZMB|8AART|9aLWND|aBPWR
239	21462 23521	 * 	193.88	ACR|5VULN|1AART|1DMG|1SELL	1RCR|2SELL|3456aVULN|7DUST|8AART|9DMG
240	21462 31521	 * 	193.88	ACR|5VULN|1AART|1DMG|1SELL	1RCR|2SELL|3457aVULN|6DUST|8AART|9DMG
241	31263 65223	   	193.84	ACR|3VULN|2DMG|2CDMG|1FLTHEA	16DMG|29CDMG|3FLTHEA|4RCR|56aVULN|6BPWR|7MBVNT|8ASPD
242	34263 24222	   	193.82	ACR|5VULN|2DMG|1FLTHEA|1SELL	1aDMG|2SELL|3FLTHEA|4RCR|5679aVULN|8aMLV|aBPWR
243	33623 24413	   	193.75	DCR|3DMG|2AART|2VULN	167DMG|2DUR|35AART|4LEGI|8aVULN|9RCR
244	25241 41635	   	193.69	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RCR|2MBVNT|3aDMG|4CDMG|5aVULN|6ERES|7ZMB|8AART|9aDUST|aBPWR
245	24662 23313	   	193.65	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2CDMG|3456VULN|7DUST|8DMG|9ERES|aAART
246	24662 31313	   	193.65	ACR|4VULN|1AART|1DMG|1CDMG	1RCR|2CDMG|3457VULN|6DUST|8DMG|9ERES|aAART
247	25281 21821	   	193.53	ACR|2VULN|2DMG|2AART|1CDMG	1RCR|2MBVNT|34DMG|4BPWR|5ERES|6CDMG|78VULN|9aAART
248	25283 21233	   	193.53	ACR|3DMG|2VULN|3CDMG	1RCR|2MBVNT|34aDMG|4aBPWR|5ASPD|69aCDMG|7aVULN|8RPLT
249	25243 24327	   	193.50	ACR|3DMG|2AART|1VULN|1CDMG	1RCR|2MBVNT|358DMG|4CDMG|6aAART|7CGEN|9VULN
250	33531 33223	   	193.50	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB|2DUR	17DMG|27DUR|3RCR|4VULN|58CDMG|67ZMB|7BPWR|9AART|aLWND
251	33531 33224	   	193.50	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB|2DUR	17DMG|27DUR|3RCR|4VULN|58CDMG|67ZMB|7BPWR|9AART|aLIT
252	33531 33225	   	193.50	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB|2DUR	17DMG|27DUR|3RCR|4VULN|58CDMG|67ZMB|7BPWR|9AART|aRMIN
253	33531 33222	   	193.40	ACR|2DMG|1AART|1VULN|2CDMG|2ZMB|2DUR	17DMG|27DUR|3RCR|4VULN|58CDMG|67ZMB|7BPWR|9AART|aDUST
254	33531 33213	   	193.32	ACR|2VULN|2DMG|3CDMG|2ZMB|2DUR	17DMG|27DUR|3RCR|49VULN|58aCDMG|67ZMB|7BPWR
255	25241 85243	   	193.28	ACR|3DMG|2VULN|3CDMG|1SELL	1RCR|2MBVNT|389DMG|479CDMG|59VULN|6SELL|9BPWR|aASPD
256	21413 26226	   	193.25	ACR|2VULN|1AART|1DMG|2CDMG|2ASPD|1SELL	1RCR|2SELL|38VULN|4FEWX|58ASPD|6AART|78CDMG|8BPWR|9DUR|aDMG
257	25571 24313	   	193.16	ACR|3VULN|2DMG|1CDMG|2DUR|1SELL	1RCR|2MBVNT|3SELL|4aDMG|59aVULN|6CDMG|7ASPD|8aDUR|aBPWR
258	24241 22633	   	193.15	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|47ASPD|578VULN|6AART|7BPWR|9ZMB|aLWND
259	24263 22633	   	193.15	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|478VULN|57ASPD|6AART|7BPWR|9ZMB|aLWND
260	24241 22613	   	193.05	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|47ASPD|578VULN|6AART|7BPWR|9VENICY|aZMB
261	24241 22632	   	193.05	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|47ASPD|578VULN|6AART|7BPWR|9ZMB|aDUST
262	25243 24328	   	193.05	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2MBVNT|358DMG|4CDMG|6AART|7CGEN|9VULN|aZMB
263	25243 26823	   	193.05	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2MBVNT|359DMG|4CDMG|6AART|7RPLT|8ZMB|aVULN
264	24263 22613	   	193.05	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|478VULN|57ASPD|6AART|7BPWR|9VENICY|aZMB
265	24263 22632	   	193.05	ACR|3VULN|1AART|2CDMG|2ASPD|1ZMB	1RCR|27CDMG|3FEWX|478VULN|57ASPD|6AART|7BPWR|9ZMB|aDUST
266	33636 42111	   	193.02	ACR|3VULN|2DMG|1AART|2DUR	17DMG|26DUR|3AART|4RCR|568VULN|6BPWR|9MLV|aRMIN
267	33636 42113	   	193.02	ACR|3VULN|2DMG|1AART|2DUR	17DMG|26DUR|3AART|4RCR|568VULN|6BPWR|9MLV|aBEXP
268	33636 42131	   	193.02	ACR|3VULN|2DMG|1AART|2DUR	17DMG|26DUR|3AART|4RCR|568VULN|6BPWR|9aFEWX
269	33636 42133	   	193.02	ACR|3VULN|2DMG|1AART|2DUR	17DMG|26DUR|3AART|4RCR|568VULN|6BPWR|9FEWX|aCGEN
270	33636 42222	   	193.02	ACR|3DMG|2VULN|1AART|2DUR	179DMG|26DUR|3AART|4RCR|56VULN|6BPWR|8FEWX|aBEXP
271	21433 23413	   	193.02	ACR|3VULN|2DMG|1CDMG|2DUR|2SELL	1RCR|27SELL|39aVULN|4aDUR|5ASPD|6CDMG|8aDMG|aBPWR
272	21433 23453	   	193.02	ACR|3DMG|2VULN|1CDMG|2DUR|2SELL	1RCR|27SELL|3aVULN|4aDUR|5ASPD|6CDMG|89aDMG|aBPWR
273	33636 42121	   	192.92	ACR|3VULN|2DMG|1AART|2DUR	17DMG|26DUR|3AART|4RCR|568VULN|6BPWR|9ERES|aRMIN
274	33636 42123	   	192.92	ACR|3VULN|2DMG|1AART|2DUR	17DMG|26DUR|3AART|4RCR|568VULN|6BPWR|9ERES|aBEXP
275	33636 42132	   	192.92	ACR|3VULN|2DMG|1AART|2DUR	17DMG|26DUR|3AART|4RCR|568VULN|6BPWR|9FEWX|aDUST
276	25243 21448	   	192.83	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|35DMG|4CDMG|6AART|7aVULN|8RCVC|9DUR
277	32531 33221	   	192.71	ACR|2DMG|2AART|1VULN|2CDMG|2ZMB	17DMG|27LHND|3RCR|4VULN|58CDMG|67ZMB|7BPWR|9aAART
278	24636 33313	   	192.40	ACR|2VULN|1AART|2CDMG|1DMG|2ZMB	1RCR|27CDMG|37VULN|4DUR|5DMG|67ZMB|7BPWR|8RMIN|9LIT|aAART
279	21441 22333	   	191.98	ACR|2VULN|2DMG|1AART|2ZMB|1SELL	1RCR|2SELL|35VULN|4ASPD|6AART|79ZMB|8aDMG
280	25241 62236	   	191.98	ACR|2VULN|2DMG|2CDMG|2ZMB|2DUR	1RCR|2MBVNT|39DMG|49CDMG|58VULN|6aDUR|79ZMB|9BPWR
281	31663 24321	   	191.94	ACR|4VULN|2DMG|1CDMG|1ZMB	18DMG|2CDMG|3BASHEA|4RCR|567aVULN|9ZMB
282	24266 22322	   	191.90	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LIT|9LWND|aRCVC
283	24266 22133	   	191.80	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LWND|9DUST|aRCVC
284	34263 24321	   	191.79	ACR|4VULN|2DMG|1FLTHEA|1ZMB|1SELL	18DMG|2SELL|3FLTHEA|4RCR|567aVULN|9ZMB
285	25282 21383	   	191.75	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2MBVNT|34aDMG|4BPWR|5NUKE|6CDMG|7VULN|8AART|9ZMB
286	36361 13321	 * 	191.72	DCR|3VULN|3DMG|1AART	136DMG|2BELT|36BPWR|469VULN|5NUKE|7RCR|8RMIN|aAART
287	31263 23321	   	191.59	ACR|3VULN|2DMG|1FLTHEA|1CDMG|1ZMB	18DMG|2CDMG|3FLTHEA|4RCR|56aVULN|7DMSP|9ZMB
288	31263 24324	   	191.59	ACR|3VULN|2DMG|1CDMG|1FLTHEA|1ZMB	18DMG|2CDMG|3FLTHEA|4RCR|567VULN|9ZMB|aBEXP
289	31263 24351	   	191.59	ACR|3VULN|2DMG|1CDMG|1FLTHEA|1ZMB	18DMG|2CDMG|3FLTHEA|4RCR|567VULN|9BEXP|aZMB
290	31263 64231	   	191.59	ACR|3VULN|2DMG|1FLTHEA|1CDMG|1ZMB	16DMG|2CDMG|3FLTHEA|4RCR|567VULN|6BPWR|8MLV|9ERES|aZMB
291	25244 77323	   	191.55	ACR|3VULN|2DMG|2CDMG|1ZMB	1RCR|2MBVNT|38DMG|48CDMG|5FEWX|6CGEN|78aVULN|8BPWR|9ZMB
292	33531 25121	   	191.53	ACR|2VULN|2AART|1DMG|2CDMG	1DMG|2DUR|3RCR|47VULN|56CDMG|8ASPD|9aAART
293	31263 24311	   	191.49	ACR|3VULN|2DMG|1CDMG|1FLTHEA|1ZMB	18DMG|2CDMG|3FLTHEA|4RCR|567VULN|9DUST|aZMB
294	31263 24326	   	191.49	ACR|3VULN|2DMG|1CDMG|1FLTHEA|1ZMB	18DMG|2CDMG|3FLTHEA|4RCR|567VULN|9ZMB|aDUST
295	31663 24322	   	191.49	ACR|3VULN|2DMG|1CDMG|1FLTHEA|1ZMB	18DMG|2CDMG|3BASHEA|4RCR|567VULN|9ZMB|aFLTHEA
296	33511 32551	   	191.43	ACR|2VULN|2DMG|1AART|2CDMG	16DMG|2DUR|3RCR|4FEWX|56CDMG|6BPWR|7LHND|8AART|9aVULN
297	33511 33551	   	191.43	ACR|2VULN|2DMG|1AART|2CDMG	16DMG|2DUR|3RCR|4FEWX|56CDMG|6BPWR|7BEXP|8AART|9aVULN
298	33511 35511	   	191.43	ACR|2VULN|2DMG|1AART|2CDMG	16DMG|2DUR|3RCR|4FEWX|56CDMG|6BPWR|7aVULN|8AART|9LHND
299	24641 22322	   	191.38	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2CDMG|35VULN|4ASPD|6AART|7ZMB|8DMG|9BELT|aDUR
300	33511 35531	   	191.33	ACR|2VULN|2DMG|1AART|2CDMG	16DMG|2DUR|3RCR|4FEWX|56CDMG|6BPWR|7aVULN|8AART|9DUST
301	32531 52223	   	191.33	ACR|3VULN|2DMG|2ZMB|1CDMG	1aDMG|2LHND|3RCR|48aVULN|5CDMG|6DUR|7aZMB|9RPLT|aBPWR
302	33531 42423	   	191.33	ACR|3VULN|2DMG|2ZMB|1CDMG	1aDMG|2DUR|3RCR|48aVULN|5CDMG|6BEXP|7aZMB|9RPLT|aBPWR
303	33535 51233	   	191.33	ACR|3DMG|2VULN|2ZMB|1CDMG	16aDMG|2DUR|3RCR|4aVULN|5LWND|7CDMG|8RPLT|9aZMB|aBPWR
304	33551 35122	   	191.32	ACR|3VULN|2DMG|1AART|2DUR	19DMG|29DUR|3RCR|4MLV|5RPLT|6LWND|789VULN|9BPWR|aAART
305	24624 22122	   	191.29	ACR|2VULN|2AART|1DMG|2CDMG	1RCR|25CDMG|35VULN|4RMIN|5BPWR|6aAART|7RPLT|8ASPD|9DMG
306	22242 32226	   	191.29	ACR|3VULN|3DMG|2ZMB	1RCR|29aCGEN|36ZMB|46aVULN|5RMIN|6aBPWR|78aDMG
307	33541 35122	   	191.22	ACR|3VULN|2DMG|1AART|2DUR	19DMG|29DUR|3RCR|4TLV|5RPLT|6LWND|789VULN|9BPWR|aAART
308	33551 25122	   	191.22	ACR|3VULN|2DMG|1AART|2DUR	19DMG|29DUR|3RCR|4MLV|5RPLT|6DUST|789VULN|9BPWR|aAART
309	33541 25122	   	191.12	ACR|3VULN|2DMG|1AART|2DUR	19DMG|29DUR|3RCR|4TLV|5RPLT|6DUST|789VULN|9BPWR|aAART
310	25243 22461	   	190.92	ACR|2VULN|2DMG|1AART|1CDMG	1RCR|2MBVNT|35DMG|4CDMG|6AART|7LHND|8DUR|9aVULN
311	25243 21443	   	190.89	ACR|3DMG|1AART|1VULN|1CDMG	1RCR|2MBVNT|35aDMG|4CDMG|6AART|7VULN|8RCVC|9DUR
312	25243 21431	   	190.75	ACR|2DMG|2AART|1VULN|1CDMG|1ZMB	1RCR|2MBVNT|35DMG|4CDMG|6aAART|7VULN|8RCVC|9ZMB
313	32531 33215	   	190.70	ACR|3VULN|2DMG|2CDMG|2ZMB	17DMG|27LHND|3RCR|49aVULN|58CDMG|67ZMB|7BPWR
314	24266 22112	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LWND|9aLHND
315	24266 22113	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LWND|9LHND|aRMIN
316	24266 22212	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|89LHND|aRMIN
317	24266 22213	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|89aLHND
318	24266 22221	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3FEWX|47VULN|57DMG|6AART|7BPWR|8LHND|9CGEN|aLWND
319	24266 22222	   	190.60	ACR|2VULN|2DMG|1AART|2CDMG	1RCR|27CDMG|3aFEWX|47VULN|57DMG|6AART|7BPWR|8LHND|9CGEN
