0	Index      	 *	Score 	Summary	Detail	
1	31314 12563	 * 	187.05	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1LIT|2ERES|3RCR|4ZMB|5CDMG|6DMG|79aVULN|8AART
159	66223 34423	   	164.43	ACR|4VULN|2CDMG|2DUR	1aDUR|2MBVNT|3RCR|47LIT|589aVULN|6aCDMG|aBPWR
160	66223 38231	 * 	164.16	ACR|3ZMB|1AART|1VULN|1CDMG|2DUR	19DUR|2MBVNT|3RCR|49LIT|5VULN|6CDMG|7AART|89aZMB|9BPWR
161	25315 11315	   	164.16	DCR|2VULN|2DMG|1CDMG|1ZMB	13LHND|29VULN|48DMG|5VENICY|6RCR|7ZMB|aCDMG
162	26211 16162	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15LHND|2MBVNT|3RCR|4ASPD|68VULN|7DMG|9AART|aZMB
163	26211 16152	   	164.03	ACR|3VULN|2DMG|1ASPD	159LHND|2MBVNT|3RCR|4ASPD|689VULN|79DMG|9BPWR|aRCVC
164	26211 16742	   	164.03	ACR|3VULN|2DMG|1ASPD	158LHND|2MBVNT|3RCR|4ASPD|689VULN|78DMG|8BPWR|aRCVC
165	66644 44412	 * 	164.00	DCR|2DMG|1AART|2ZMB|2ASPD|2DUR	19DUR|2MBVNT|39ASPD|4aZMB|5AART|6ERES|79DMG|8RCR|9BPWR
166	32621 36324	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3RMIN|4ASPD|5DMG|6aVULN|7RCR|8LSRREG|9AART
167	26138 41312	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6MLV|7DMG|8RCR|9aVULN
168	16214 83238	 * 	163.90	ACR|3VULN|3FLTHEA|3ASPD	179DUST|2MBVNT|3RCR|49aASPD|57TLV|67aFLTHEA|79aBPWR|89aVULN
169	15123 36521	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	14DUST|2aVULN|3CDMG|5AART|6BEXP|7DMG|8RCR|9DUR
170	16138 41382	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2MBVNT|3CDMG|4aVULN|5AART|6MLV|7DMG|8RCR|9DUR
171	16138 41316	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2MBVNT|3CDMG|49VULN|5AART|6MLV|7DMG|8RCR|aDUR
172	31213 12516	   	163.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2ERES|3ZMB|4CDMG|5FEWX|6aDMG|7VULN|8AART|9RCR
173	31224 12516	   	163.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2ERES|3ZMB|4FEWX|5CDMG|6aDMG|7VULN|8AART|9RCR
174	36313 12516	   	163.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2ZMB|3ERES|4CDMG|5FEWX|6aDMG|7VULN|8AART|9RCR
175	31216 12516	   	163.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|2ERES|3ZMB|4CDMG|5DUST|6aDMG|7VULN|8AART|9RCR
176	16172 42811	 * 	163.61	ACR|2VULN|1AART|1DMG|2CDMG	1DUST|2MBVNT|36CDMG|4RCR|58VULN|7MLV|9AART|aDMG
177	16172 46341	   	163.61	ACR|2VULN|1AART|1DMG|2CDMG	1DUST|2MBVNT|36CDMG|4RCR|5aVULN|7DMG|8BEXP|9AART
178	34116 63123	 * 	163.59	DCR|2AART|2VULN|1CDMG|2DUR	1LIT|2aDUR|3LSRHEA|49AART|56VULN|7RCR|8CDMG
179	61116 63123	   	163.59	DCR|2AART|2VULN|1CDMG|2DUR	1aDUR|2LSRREG|3LIT|49AART|56VULN|7RCR|8CDMG
180	66223 38132	   	163.52	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4LIT|59aVULN|6CDMG|7AART|8BEXP
181	26244 31126	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2MBVNT|3RCR|4CGEN|5DMG|6ZMB|7ASPD|89VULN|aAART
182	23113 63151	 * 	163.47	DCR|3DMG|1AART|1VULN|1DUR|1SELL	17LHND|2DMSP|367DMG|4SELL|5AART|7BPWR|8DUR|9RCR|aVULN
183	62152 33633	 * 	163.43	DCR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR|1SELL	1aDUR|2LWND|3aCDMG|4SELL|5RCVC|6DMG|7FLTHEA|8aVULN|9RCR|aBPWR
184	41234 43474	   	163.41	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	168CGEN|2ASPD|3MBVNT|4VULN|56DMG|6BPWR|7RCR|9CDMG|aAART
185	64513 32333	   	163.41	DCR|3DMG|2VULN|1DUR	1DUR|2CGEN|345DMG|6RCR|78VULN|9ERES|aRCVC
186	26283 34362	   	163.33	ACR|2VULN|2DMG|1AART	18LHND|2MBVNT|3RCR|48VULN|5BEXP|6LIT|78DMG|8BPWR|9FEWX|aAART
187	41234 83474	   	163.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18CGEN|2ASPD|3MBVNT|46VULN|5DMG|7RCR|9CDMG|aAART
188	16171 73112	   	163.31	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2MBVNT|3CDMG|4RCR|5ASPD|6DUR|7AART|8ZMB|9aVULN
189	26261 41426	   	163.23	ACR|2VULN|2DMG|1AART	18LHND|2MBVNT|3RCR|4LEGI|59VULN|68DMG|78CGEN|8BPWR|aAART
190	66184 21314	   	163.22	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1aDUR|2MBVNT|3CDMG|4AART|5ZMB|6LWND|7DMG|8RCR|9VULN
191	61623 25233	   	163.22	ACR|3DMG|2VULN|2DUR	19DUR|2LSRREG|39MLV|47aDMG|5RCR|6FEWX|89VULN|9BPWR
192	66213 34241	 * 	163.15	ACR|1AART|1VULN|1DMG|3DUR|1ZMB|1ASPD	159DUR|2MBVNT|3RCR|4ASPD|6ZMB|7DMG|8AART|aVULN
193	26263 54311	   	163.13	ACR|2VULN|2DMG|1AART	18LHND|2MBVNT|3RCR|4LEGI|5LIT|68VULN|78DMG|8BPWR|9ERES|aAART
194	66184 11314	   	163.12	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1aDUR|2MBVNT|3CDMG|4AART|5ZMB|6LEGI|7DMG|8RCR|9VULN
195	41213 83243	   	163.10	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1CGEN|2ASPD|3MBVNT|45DMG|69DUR|7RCR|8AART|aVULN
196	26283 43226	   	163.03	ACR|2VULN|2DMG|1AART	1LHND|2MBVNT|3RCR|49VULN|5BEXP|67DMG|8ERES|aAART
197	16172 46424	   	163.01	ACR|2VULN|1AART|1DMG|2CDMG	1DUST|2MBVNT|36CDMG|4RCR|59VULN|7DMG|8FEWX|aAART
198	25315 11263	   	162.95	DCR|2VULN|2DMG|2DUR|1ZMB	13aLHND|28VULN|4aDMG|5VENICY|6RCR|7ZMB|9aDUR|aBPWR
199	16261 43226	   	162.93	ACR|2VULN|2DMG|1AART	1DUST|2MBVNT|3RCR|4LHND|59VULN|67DMG|8ERES|aAART
200	16281 13226	   	162.93	ACR|2VULN|2DMG|1AART	1DUST|2MBVNT|3RCR|47DMG|5LHND|69VULN|8ERES|aAART
201	26261 43226	   	162.93	ACR|2DMG|2VULN|1AART	1LHND|2MBVNT|3RCR|4LEGI|59VULN|67DMG|8ERES|aAART
202	26271 43226	   	162.93	ACR|2VULN|2DMG|1AART	1LHND|2MBVNT|3RCR|4DUST|59VULN|67DMG|8ERES|aAART
203	66222 23732	   	162.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4LIT|5CDMG|6BEXP|79aVULN|8AART
204	66222 43732	   	162.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4LIT|5CDMG|6FEWX|79aVULN|8AART
205	66224 33732	   	162.92	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4LIT|5FEWX|6CDMG|79aVULN|8AART
206	31343 52522	   	162.89	ACR|2VULN|2DMG|1AART|1SELL	1LIT|2ERES|3RCR|49DMG|5CGEN|6SELL|78VULN|aAART
207	66223 31732	   	162.82	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4LIT|59aVULN|6CDMG|7DUST|8AART
208	31314 13132	   	162.75	ACR|3DMG|1VULN|1CDMG|1ZMB	178LIT|278ERES|3RCR|4ZMB|5CDMG|678DMG|78BPWR|9NUKE|aVULN
209	26211 16151	   	162.72	ACR|3VULN|2DMG|1ASPD	159LHND|2MBVNT|3RCR|4ASPD|689VULN|79DMG|9BPWR|aCGEN
210	26211 16154	   	162.72	ACR|3VULN|2DMG|1ASPD	159LHND|2MBVNT|3RCR|4ASPD|689VULN|79DMG|9BPWR|aRPLT
211	26211 16741	   	162.72	ACR|3VULN|2DMG|1ASPD	158LHND|2MBVNT|3RCR|4ASPD|689VULN|78DMG|8BPWR|aCGEN
212	26211 16744	   	162.72	ACR|3VULN|2DMG|1ASPD	158LHND|2MBVNT|3RCR|4ASPD|689VULN|78DMG|8BPWR|aRPLT
213	26282 34233	   	162.72	ACR|3VULN|2DMG|1DUR	1aLHND|2MBVNT|3RCR|49aVULN|5DUR|6LIT|7aDMG|8RMIN|aBPWR
214	26283 13712	   	162.72	ACR|3VULN|2DMG|1ASPD	189LHND|2MBVNT|3RCR|48aVULN|5BEXP|6ASPD|78DMG|8BPWR
215	26283 13723	   	162.72	ACR|3VULN|2DMG|1ASPD	18aLHND|2MBVNT|3RCR|489VULN|5BEXP|6ASPD|78DMG|8BPWR
216	26283 13724	   	162.72	ACR|3VULN|2DMG|1ASPD	18LHND|2MBVNT|3RCR|489VULN|5BEXP|6ASPD|78DMG|8BPWR|aCGEN
217	26283 13741	   	162.72	ACR|3VULN|2DMG|1ASPD	18LHND|2MBVNT|3RCR|48aVULN|5BEXP|6ASPD|78DMG|8BPWR|9MLV
218	15162 11216	 * 	162.72	DCR|4VULN|2ASPD|1CDMG|1ZMB	17DUST|257aVULN|3CDMG|4ZMB|67ASPD|7BPWR|8BEXP|9RCR
219	42523 32153	 * 	162.67	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1CGEN|2LWND|3DMG|4LIT|57AART|6RCR|8CDMG|9ASPD|aVULN
220	31314 13561	   	162.65	ACR|3DMG|1VULN|1CDMG|1ZMB	17LIT|278ERES|3RCR|4ZMB|5CDMG|679DMG|7BPWR|aVULN
221	31314 31526	   	162.65	ACR|3DMG|1VULN|1CDMG|1ZMB	16LIT|2ERES|3RCR|4ZMB|5CDMG|7VULN|89aDMG
222	11316 11413	   	162.65	DCR|2VULN|2DMG|2DUR|1ZMB	13aDUST|23LSRREG|3aBPWR|4aDMG|58DUR|6RCR|7ZMB|9aVULN
223	26138 51314	   	162.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|2MBVNT|3CDMG|4aDUR|5AART|6ZMB|7DMG|8RCR|9VULN
224	26211 16153	   	162.62	ACR|3VULN|2DMG|1ASPD	159LHND|2MBVNT|3RCR|4ASPD|689VULN|79DMG|9BPWR|aDUST
225	26211 16743	   	162.62	ACR|3VULN|2DMG|1ASPD	158LHND|2MBVNT|3RCR|4ASPD|689VULN|78DMG|8BPWR|aDUST
226	26282 34312	   	162.62	ACR|3DMG|2VULN|1DUR	18LHND|2MBVNT|3RCR|48VULN|5DUR|6LIT|78aDMG|8BPWR|9ERES
227	26282 34333	   	162.62	ACR|3VULN|2DMG|1DUR	18LHND|2MBVNT|3RCR|48aVULN|5DUR|6LIT|78DMG|8BPWR|9BASICY
228	26283 13721	   	162.62	ACR|3VULN|2DMG|1ASPD	18LHND|2MBVNT|3RCR|489VULN|5BEXP|6ASPD|78DMG|8BPWR|aERES
229	26283 13731	   	162.62	ACR|3VULN|2DMG|1ASPD	18LHND|2MBVNT|3RCR|48aVULN|5BEXP|6ASPD|78DMG|8BPWR|9ERES
230	26224 52214	   	162.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2MBVNT|3RCR|4LIT|5AART|6VULN|7CDMG|8ZMB|9ASPD|aDMG
231	31344 25421	   	162.55	ACR|3VULN|1DMG|1CDMG|1ZMB	1LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|789VULN|aZMB
232	26282 43171	   	162.52	ACR|3VULN|2DMG|1DUR	1LHND|2MBVNT|3RCR|49aVULN|5DUR|67DMG|8BEXP
233	26282 43471	   	162.52	ACR|3VULN|2DMG|1DUR	1LHND|2MBVNT|3RCR|49aVULN|5DUR|67DMG|8LWND
234	16283 21333	   	162.42	ACR|3DMG|2VULN|1DUR	1aDUST|2MBVNT|3RCR|48aDMG|5DUR|6BASICY|7aVULN|9RMIN|aBPWR
235	26282 43225	   	162.42	ACR|3VULN|2DMG|1DUR	1LHND|2MBVNT|3RCR|49aVULN|5DUR|67DMG|8ERES
236	41234 33452	   	162.41	DCR|3VULN|2DMG|1ASPD	189CGEN|2ASPD|3MBVNT|49aVULN|59DMG|6RCVC|7RCR|9BPWR
237	33641 32163	   	162.40	DCR|3DMG|2VULN|1DUR	1aLIT|25LWND|3NUKE|45aDMG|5aBPWR|6RCR|7DUR|8LHND|9aVULN
238	33641 32633	   	162.40	DCR|3DMG|2VULN|1DUR	1aLIT|25LWND|3NUKE|45aDMG|5aBPWR|6RCR|7DUR|8FEWX|9aVULN
239	66223 22271	 * 	162.39	ACR|2VULN|1AART|1DMG|3DUR	178DUR|2MBVNT|3RCR|4LIT|57VULN|67LHND|7BPWR|9AART|aDMG
240	36611 32243	 * 	162.36	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1LIT|2ZMB|3aASPD|4CDMG|5DMG|67VULN|8RCR|9DUR
241	32621 32242	   	162.34	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3RMIN|4ASPD|5aDMG|67VULN|8RCR|9DUR
242	32661 32242	   	162.34	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3RMIN|4aDMG|5ASPD|67VULN|8RCR|9DUR
243	32621 32223	   	162.34	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3RMIN|4ASPD|59DMG|67VULN|8RCR|aDUR
244	32661 32223	   	162.34	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3RMIN|49DMG|5ASPD|67VULN|8RCR|aDUR
245	33641 31352	   	162.33	DCR|3DMG|1VULN|1CDMG|1ZMB	1LIT|25LWND|3NUKE|45aDMG|5BPWR|6RCR|7ZMB|8CDMG|9VULN
246	66223 11411	   	162.32	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|46LIT|58aVULN|7CDMG|9AART
247	66223 34411	   	162.32	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|47LIT|58aVULN|6CDMG|9AART
248	66245 13341	   	162.32	ACR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4CGEN|5BEXP|67aVULN|8CDMG|9AART
249	33641 33233	   	162.30	DCR|3DMG|2VULN|1DUR	1aLIT|25LWND|3NUKE|45aDMG|5aBPWR|6RCR|7DUST|8DUR|9aVULN
250	16223 73734	   	162.30	ACR|3VULN|1AART|1DMG	1DUST|2MBVNT|3RCR|4LIT|569VULN|7RPLT|8AART|aDMG
251	26261 41284	   	162.30	ACR|3VULN|1AART|1DMG	1LHND|2MBVNT|3RCR|4LEGI|59aVULN|6DMG|7CGEN|8AART
252	25315 11215	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	13LHND|289VULN|4DMG|5VENICY|6RCR|7ZMB|aCDMG
253	16223 71413	   	162.22	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2MBVNT|3RCR|4LIT|568VULN|7CDMG|9AART|aDUR
254	64513 32222	   	162.20	DCR|3DMG|2VULN|1DUR	1DUR|289CGEN|345DMG|6RCR|7aVULN
255	64513 32312	   	162.20	DCR|3DMG|2VULN|1DUR	1DUR|2CGEN|345DMG|6RCR|78VULN|9LHND|aBEXP
256	64513 32313	   	162.20	DCR|3DMG|2VULN|1DUR	1DUR|2CGEN|345DMG|6RCR|78VULN|9LHND|aLIT
257	64513 32323	   	162.20	DCR|3DMG|2VULN|1DUR	1DUR|29CGEN|345DMG|6RCR|78VULN|aLHND
258	66243 13312	   	162.19	ACR|2VULN|1AART|1DMG|3DUR	157DUR|2MBVNT|3RCR|4CGEN|6aVULN|8DMG|9AART
259	66243 13315	 * 	162.19	ACR|2DMG|1AART|1VULN|3DUR	157DUR|2MBVNT|3RCR|4CGEN|6VULN|8aDMG|9AART
260	66283 13421	   	162.19	ACR|2DMG|1AART|1VULN|3DUR	157DUR|2MBVNT|3RCR|4aDMG|6VULN|8LHND|9AART
261	64513 32311	   	162.10	DCR|3DMG|2VULN|1DUR	1DUR|2CGEN|345DMG|6RCR|78VULN|9LHND|aERES
262	64513 32321	   	162.10	DCR|3DMG|2VULN|1DUR	1DUR|29CGEN|345DMG|6RCR|78VULN|aERES
263	26224 51814	   	162.09	ACR|2VULN|1AART|1DMG|1CDMG	1LHND|2MBVNT|3RCR|4LIT|5AART|67VULN|8DMG|9ERES|aCDMG
264	66233 13315	   	162.09	ACR|2DMG|1AART|1VULN|3DUR	157DUR|2MBVNT|3RCR|4ERES|6VULN|8aDMG|9AART
265	66233 13318	   	162.09	ACR|2VULN|1AART|1DMG|3DUR	157DUR|2MBVNT|3RCR|4ERES|6aVULN|8DMG|9AART
266	36611 35223	   	162.07	DCR|2DMG|1VULN|2CDMG|1ZMB|1DUR|1ASPD	1LIT|2ZMB|3ASPD|47CDMG|59DMG|6VULN|8RCR|aDUR
267	64513 32331	   	162.00	DCR|3DMG|2VULN|1DUR	1DUR|2CGEN|345DMG|6RCR|78VULN|9ERES|aTLV
268	36111 61611	 * 	161.98	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1LIT|2ZMB|3BEXP|4RCR|58ASPD|6aVULN|7CDMG|9AART
269	66644 44433	   	161.97	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|3ASPD|4ZMB|5aAART|6ERES|7DMG|8RCR|9VULN
270	66644 44444	   	161.97	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|3ASPD|4ZMB|59AART|6ERES|7DMG|8RCR|aVULN
271	26224 52383	   	161.92	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB	1LHND|2MBVNT|3RCR|4LIT|5AART|6VULN|78CDMG|9ZMB|aDMG
272	31344 28411	   	161.90	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2ERES|3RCR|4DMG|5CDMG|6MBVNT|7RCVC|8aVULN|9AART
273	64513 32332	   	161.86	DCR|3DMG|2VULN|1DUR|1SELL	1DUR|2CGEN|345DMG|6RCR|78VULN|9ERES|aSELL
274	66213 12151	 * 	161.83	ACR|4VULN|3DUR|2ASPD	159DUR|2MBVNT|3RCR|49ASPD|689aVULN|7RMIN|9BPWR
275	31344 14123	   	161.72	ACR|3DMG|1AART|1CDMG|1ASPD	1LIT|2ERES|3RCR|469DMG|5CDMG|7BEXP|8ASPD|aAART
276	16138 52313	   	161.66	DCR|2VULN|2AART|1CDMG|1ZMB	1DUST|2MBVNT|3CDMG|49VULN|5aAART|6ZMB|7RCR|8RMIN
277	16223 71481	   	161.62	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2MBVNT|3RCR|4LIT|568VULN|7CDMG|9DUR|aAART
278	16172 62442	   	161.62	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2MBVNT|3CDMG|4RCR|59aVULN|6AART|7LHND|8DUR
279	36112 22314	   	161.58	ACR|2VULN|2AART|1CDMG|1ZMB	1LIT|2ZMB|3BEXP|4RCR|5CANHEL|69AART|7aVULN|8CDMG
280	26285 44441	   	161.55	ACR|3VULN|1AART|1DMG|1SELL	1LHND|2MBVNT|3RCR|48aVULN|5DMG|6SELL|7BEXP|9AART
281	33641 34232	 * 	161.48	DCR|3DMG|1AART|1VULN	1LIT|258LWND|3NUKE|457DMG|5BPWR|6RCR|9AART|aVULN
282	64513 31323	   	161.41	DCR|3DMG|1AART|1CDMG|1DUR	1DUR|2CGEN|345DMG|6RCR|7CDMG|8BEXP|9LHND|aAART
283	16223 38214	   	161.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1DUST|2MBVNT|3RCR|4LIT|5VULN|6CDMG|7AART|8ZMB|9ASPD|aDMG
284	26281 23318	   	161.20	ACR|3VULN|1AART|1DMG	179LHND|2MBVNT|3RCR|457VULN|67BASHEA|7BPWR|8DMG|aAART
285	26281 23347	   	161.20	ACR|3VULN|1AART|1DMG	17LHND|2MBVNT|3RCR|457VULN|67BASHEA|7BPWR|8DMG|9BEXP|aAART
286	66234 32382	   	161.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2MBVNT|3RCR|4ERES|5DMG|6LIT|7AART|8aVULN|9ASPD
287	26281 23437	   	161.10	ACR|3VULN|1AART|1DMG	17LHND|2MBVNT|3RCR|457VULN|67BASHEA|7BPWR|8ERES|9DMG|aAART
288	36143 36131	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	15LIT|2ZMB|3BEXP|4DMG|6RCR|7AART|8CDMG|9DUR|aVULN
289	34432 23612	   	161.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3CDMG|4RMIN|5BEXP|6AART|7aVULN|8DMG|9RCR
290	34433 23612	   	161.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LIT|2DUR|3CDMG|4RMIN|5FEWX|6AART|7aVULN|8DMG|9RCR
291	25315 11363	   	161.01	DCR|3DMG|1VULN|2DUR|1ZMB	13aLHND|2VULN|48aDMG|5VENICY|6RCR|7ZMB|9aDUR|aBPWR
292	16138 52121	 * 	161.01	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	1DUST|2MBVNT|3CDMG|4aVULN|5AART|68ZMB|7RCR|9DUR
293	26227 41742	   	160.99	ACR|2DMG|1AART|1VULN|1CDMG	1LHND|2MBVNT|3RCR|4LIT|58DMG|6RPLT|7AART|9CDMG|aVULN
294	31314 13263	   	160.97	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	17LIT|27ERES|3RCR|4ZMB|5CDMG|67DMG|7BPWR|8DUR|9VULN|aASPD
295	26285 44424	   	160.95	ACR|3VULN|1AART|1DMG|1SELL	1LHND|2MBVNT|3RCR|489VULN|5DMG|6SELL|7BEXP|aAART
296	26281 41623	 * 	160.92	ACR|2VULN|1AART|1CDMG|1FLTHEA|1ASPD	1LHND|2MBVNT|3RCR|45VULN|6MLV|7ASPD|8AART|9FLTHEA|aCDMG
297	66213 12164	   	160.91	ACR|3VULN|1AART|2DUR|1ASPD	15DUR|2MBVNT|3RCR|4ASPD|68aVULN|7RMIN|9AART
298	16223 38134	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4LIT|59VULN|6CDMG|7AART|8FEWX|aDMG
299	16223 38734	   	160.89	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2MBVNT|3RCR|4LIT|59VULN|6CDMG|7AART|8LWND|aDMG
300	15153 12316	 * 	160.89	DCR|2DMG|1AART|1VULN|2CDMG	1DUST|2VULN|34CDMG|5AART|6LIT|7LHND|8aDMG|9RCR
301	16173 82234	   	160.89	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1DUST|2MBVNT|38CDMG|4RCR|5DUR|67VULN|9ZMB|aAART
302	33641 34133	   	160.88	DCR|3DMG|1AART|1VULN	1LIT|25LWND|3NUKE|457DMG|5BPWR|6RCR|8LHND|9VULN|aAART
303	31312 42155	   	160.85	ACR|2VULN|1AART|1DMG|1ZMB	15LIT|2ERES|3RCR|4ZMB|6RCVC|7AART|89VULN|aDMG
304	61621 12361	   	160.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2LSRREG|3MLV|4DMG|5ERES|6RCR|7AART|8ZMB|9CDMG|aVULN
305	26281 31623	   	160.82	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ASPD	1LHND|2MBVNT|3RCR|45VULN|6ERES|7ASPD|8AART|9FLTHEA|aCDMG
306	15113 34351	   	160.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18DUST|25VULN|3CDMG|4BELT|6AART|7ASPD|9RCR|aDMG
307	61211 11263	   	160.81	DCR|3DMG|1VULN|2DUR|1ZMB	13DUR|2LSRREG|49aDMG|5FEWX|6RCR|7ZMB|8VULN
308	31344 13512	   	160.80	ACR|2DMG|1AART|1VULN|1CDMG	1LIT|2ERES|3RCR|46DMG|5CDMG|7CGEN|8VULN|9RCVC|aAART
309	31314 12525	   	160.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	19LIT|2ERES|3RCR|4ZMB|5CDMG|6DMG|7VULN|8AART|aDUR
310	31314 12535	   	160.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2ERES|3RCR|4ZMB|5CDMG|6DMG|7VULN|8AART|9BEXP|aASPD
311	66213 13242	   	160.67	ACR|2VULN|1AART|3DUR|1ZMB|1ASPD	159DUR|2MBVNT|3RCR|4ASPD|67VULN|8AART|aZMB
312	41612 33125	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1CGEN|2ASPD|3LHND|4DMG|5DUST|6ZMB|7RCR|89VULN|aAART
313	36214 32325	   	160.66	DCR|3ZMB|1AART|1DMG|1VULN|2DUR	149LIT|239ZMB|5DMG|6VULN|7AART|89DUR|9BPWR|aRCR
314	16283 17421	   	160.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2MBVNT|3RCR|4DMG|5DUR|6VULN|7ZMB|8AART|9CDMG|aBEXP
315	16283 17423	   	160.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2MBVNT|3RCR|4DMG|5DUR|6VULN|7ZMB|8AART|9CDMG|aCGEN
316	34263 35133	   	160.65	DCR|2VULN|2DMG|1CDMG|2DUR|1SELL	1LIT|2aDUR|3BEXP|4LWND|5aVULN|6CDMG|7aDMG|8RCR|9SELL|aBPWR
317	62135 33633	 * 	160.62	DCR|2VULN|2CDMG|1DMG|1FLTHEA|2DUR|1SELL	1aDUR|2LWND|3aCDMG|4DMSP|5SELL|6DMG|7FLTHEA|8aVULN|9RCR|aBPWR
318	16223 38383	   	160.62	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB	1DUST|2MBVNT|3RCR|4LIT|5VULN|68CDMG|7AART|9ZMB|aDMG
319	66215 13422	   	160.62	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DUR|2MBVNT|3RCR|4ASPD|5BEXP|6aVULN|7DMG|8AART|9RPLT
320	26282 34335	   	160.62	ACR|2VULN|2DMG|1CDMG|1DUR	18LHND|2MBVNT|3RCR|48VULN|5DUR|6LIT|78DMG|8BPWR|9BASICY|aCDMG
321	21425 12133	   	160.58	DCR|2DMG|1AART|1VULN|1CDMG	15LHND|2LSRREG|3FEWX|45DMG|5BPWR|6RCR|7AART|8TLV|9VULN|aCDMG
