0	Index      	 *	Score 	Summary	Detail	
1	62323 26432	 * 	197.72	DCR|3VULN|2AART|2CDMG|2ZMB|2DUR	16AART|257VULN|37ZMB|47DUR|7BPWR|8aCDMG|9RCR
163	62153 35332	   	172.29	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|25VULN|3LEGI|4ASPD|67DMG|8DUR|9ERES|aRCR
164	63331 31134	 * 	172.26	DCR|3DMG|1AART|2ZMB|1CDMG|1DUR	1AART|257LHND|37ZMB|467DMG|7BPWR|8CDMG|9DUR|aRCR
165	66231 42318	   	172.24	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8RMIN|aRCVC
166	66123 53321	 * 	172.17	ACR|3AART|1VULN|1DMG|1CDMG|1ASPD	147AART|2RCR|3LWND|5VULN|6BELT|8ASPD|9CDMG|aDMG
167	66222 23432	   	172.17	ACR|3AART|1DMG|1VULN|1CDMG|1DUR	146AART|2RCR|3LHND|5DMG|7DUR|8VULN|9LWND|aCDMG
168	63332 31134	   	172.16	DCR|3DMG|1AART|2ZMB|1CDMG|1DUR	1AART|27LHND|37ZMB|456DMG|7BPWR|8CDMG|9DUR|aRCR
169	66123 51221	 * 	172.13	ACR|2AART|2VULN|1CDMG|1FLTHEA	14AART|2RCR|3LWND|5aVULN|6BELT|7CDMG|8FLTHEA|9CGEN
170	66323 53321	   	172.07	ACR|3AART|1VULN|1DMG|1CDMG|1ASPD	147AART|2RCR|3DUST|5VULN|6BELT|8ASPD|9CDMG|aDMG
171	66222 23422	   	172.07	ACR|3AART|1VULN|1DMG|1CDMG|1DUR	146AART|2RCR|3LHND|5DMG|7DUR|8VULN|9DUST|aCDMG
172	66123 51211	   	172.03	ACR|2AART|2VULN|1CDMG|1FLTHEA	14AART|2RCR|3LWND|5aVULN|6BELT|7CDMG|8FLTHEA|9TLV
173	66323 51221	   	172.03	ACR|2AART|2VULN|1CDMG|1FLTHEA	14AART|2RCR|3DUST|5aVULN|6BELT|7CDMG|8FLTHEA|9CGEN
174	66221 31413	   	171.96	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	14AART|2RCR|357LHND|6DMG|8CDMG|9ZMB|aVULN
175	66323 51211	   	171.93	ACR|2AART|2VULN|1CDMG|1FLTHEA	14AART|2RCR|3DUST|5aVULN|6BELT|7CDMG|8FLTHEA|9TLV
176	66221 31253	 * 	171.83	ACR|2AART|2VULN|1DMG|1ASPD	14AART|2RCR|357LHND|6DMG|8ASPD|9aVULN
177	66222 22115	   	171.79	ACR|3DMG|3AART|1DUR	146AART|2RCR|37LHND|579DMG|7BPWR|8DUR|aLIT
178	66222 22613	   	171.79	ACR|3DMG|3AART|1ASPD	146AART|2RCR|37LHND|579DMG|7BPWR|8LWND|aASPD
179	46233 32243	   	171.73	ACR|2DMG|1AART|1VULN|2ASPD|1DUR	1RPLT|2RCR|3DMSP|4aFEWX|5AART|6aDMG|7DUR|8VULN|9aASPD|aBPWR
180	66131 42412	   	171.73	ACR|2AART|2DMG|1VULN|1DUR	18AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|9LHND|aDUR
181	66131 42422	   	171.73	ACR|2AART|2DMG|1VULN|1DUR	18AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|9FEWX|aDUR
182	66131 45112	   	171.73	ACR|2AART|2DMG|1VULN|1DUR	19AART|2RCR|3LWND|4VULN|5MBVNT|68DMG|7BEXP|aDUR
183	66131 45412	   	171.73	ACR|2AART|2VULN|1DMG|1DUR	19AART|2RCR|3LWND|48VULN|5MBVNT|6DMG|7BEXP|aDUR
184	66131 47112	   	171.73	ACR|2AART|2DMG|1VULN|1DUR	19AART|2RCR|3LWND|4VULN|5MBVNT|68DMG|7FEWX|aDUR
185	66131 47412	   	171.73	ACR|2AART|2VULN|1DMG|1DUR	19AART|2RCR|3LWND|48VULN|5MBVNT|6DMG|7FEWX|aDUR
186	66231 45112	   	171.73	ACR|2AART|2DMG|1VULN|1DUR	19AART|2RCR|3LHND|4VULN|5MBVNT|68DMG|7BEXP|aDUR
187	66231 45412	   	171.73	ACR|2AART|2VULN|1DMG|1DUR	19AART|2RCR|3LHND|48VULN|5MBVNT|6DMG|7BEXP|aDUR
188	66222 12225	   	171.73	ACR|2AART|2VULN|1DMG|1DUR	14AART|2RCR|3LHND|5DMG|6RPLT|7DUR|8aVULN|9TLV
189	66231 43811	   	171.73	ACR|2AART|2VULN|1DMG|1DUR	18AART|2RCR|3LHND|4aVULN|5MBVNT|6DMG|7LWND|9DUR
190	66531 42111	   	171.73	ACR|2AART|2DMG|1VULN|1DUR	19AART|2RCR|3DUR|4VULN|5MBVNT|67DMG|8LWND|aCGEN
191	66531 43111	   	171.73	ACR|2AART|2DMG|1VULN|1DUR	19AART|2RCR|3DUR|4VULN|5MBVNT|68DMG|7LWND|aCGEN
192	66222 22111	   	171.69	ACR|3DMG|3AART|1DUR	146AART|2RCR|37LHND|579DMG|7BPWR|8DUR|aERES
193	66222 22112	   	171.69	ACR|3DMG|3AART|1DUR	146AART|2RCR|37LHND|579DMG|7BPWR|8DUR|aMBVNT
194	66222 22116	   	171.69	ACR|3DMG|3AART|1DUR	146AART|2RCR|37LHND|579DMG|7BPWR|8DUR|aDUST
195	66222 24113	   	171.69	ACR|3DMG|3AART|1ASPD	146AART|2RCR|3LHND|59aDMG|7ASPD|8CGEN
196	66131 42482	   	171.63	ACR|2AART|2DMG|1VULN|1DUR	18AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|9DUST|aDUR
197	66331 82412	   	171.63	ACR|2AART|2VULN|1DMG|1ASPD	18AART|2RCR|3DUST|49VULN|5MBVNT|6ASPD|7DMG|aLIT
198	66331 82413	   	171.63	ACR|2AART|2VULN|1DMG|1ASPD	18AART|2RCR|3DUST|49VULN|5MBVNT|6ASPD|7DMG|aCGEN
199	66331 82414	   	171.63	ACR|2AART|2VULN|1DMG|1ASPD	18AART|2RCR|3DUST|49VULN|5MBVNT|6ASPD|7DMG|aMLV
200	66531 42113	   	171.63	ACR|2AART|2DMG|1VULN|1DUR	19AART|2RCR|3DUR|4VULN|5MBVNT|67DMG|8LWND|aERES
201	66531 43113	   	171.63	ACR|2AART|2DMG|1VULN|1DUR	19AART|2RCR|3DUR|4VULN|5MBVNT|68DMG|7LWND|aERES
202	66222 26111	   	171.59	ACR|3DMG|3AART|1DUR	146AART|2RCR|3LHND|579DMG|8DUR|aERES
203	66222 26112	   	171.59	ACR|3DMG|3AART|1DUR	146AART|2RCR|3LHND|579DMG|8DUR|aMBVNT
204	66222 23611	   	171.59	ACR|3DMG|3AART|1DUR	146AART|2RCR|3LHND|589DMG|7DUR|aERES
205	66222 23612	   	171.59	ACR|3DMG|3AART|1DUR	146AART|2RCR|3LHND|589DMG|7DUR|aMBVNT
206	62231 14632	 * 	171.57	DCR|4VULN|1AART|1CDMG	1AART|2489VULN|3FEWX|5LHND|6LIT|7RCR|aCDMG
207	66331 82411	   	171.53	ACR|2AART|2VULN|1DMG|1ASPD	18AART|2RCR|3DUST|49VULN|5MBVNT|6ASPD|7DMG|aBASICY
208	66123 12631	   	171.49	ACR|3VULN|2AART|1ZMB	14AART|2RCR|3LWND|589VULN|6LIT|7BEXP|aZMB
209	62232 14632	   	171.47	DCR|4VULN|1AART|1CDMG	1AART|2489VULN|3FEWX|5DUST|6LIT|7RCR|aCDMG
210	66123 11631	   	171.39	ACR|3VULN|2AART|1ZMB	14AART|2RCR|3LWND|589VULN|6LIT|7DUST|aZMB
211	66231 42125	   	171.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|2RCR|3LHND|4VULN|5MBVNT|67DMG|8LWND|9ASPD|aZMB
212	66231 42445	   	171.29	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RCR|3LHND|4VULN|5MBVNT|67DMG|8CGEN|9DUR|aZMB
213	66231 42542	   	171.29	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RCR|3LHND|4VULN|5MBVNT|67DMG|8ZMB|9CGEN|aDUR
214	66231 43125	   	171.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AART|2RCR|3LHND|4VULN|5MBVNT|68DMG|7LWND|9ASPD|aZMB
215	66231 43425	   	171.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2RCR|3LHND|48VULN|5MBVNT|6DMG|7LWND|9ASPD|aZMB
216	66231 13127	   	171.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCR|3LHND|4aVULN|5MBVNT|6BEXP|7ZMB|8DMG|9DUR
217	66131 42542	   	171.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|2RCR|3LWND|4VULN|5MBVNT|67DMG|8ZMB|9TLV|aDUR
218	66231 33127	   	171.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCR|3LHND|4aVULN|5MBVNT|6DUST|7ZMB|8DMG|9DUR
219	66331 13117	   	171.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCR|3DUST|4aVULN|5MBVNT|6BEXP|7ZMB|8DMG|9DUR
220	66332 35312	   	171.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCR|36DUST|49VULN|5DUR|7DMG|8ZMB|aLIT
221	66332 35313	   	171.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCR|36DUST|49VULN|5DUR|7DMG|8ZMB|aCGEN
222	66231 41212	   	171.13	ACR|2VULN|2DMG|1AART	1AART|2RCR|38LHND|49VULN|5MBVNT|68DMG|78MLV|8BPWR|aLIT
223	66231 41213	   	171.13	ACR|2VULN|2DMG|1AART	1AART|2RCR|38LHND|49VULN|5MBVNT|68DMG|78MLV|8BPWR|aCGEN
224	66231 41215	   	171.13	ACR|2VULN|2DMG|1AART	1AART|2RCR|38LHND|49VULN|5MBVNT|68DMG|78MLV|8BPWR|aBEXP
225	66231 41216	   	171.13	ACR|2VULN|2DMG|1AART	1AART|2RCR|38LHND|49VULN|5MBVNT|68DMG|78MLV|8BPWR|aRPLT
226	66231 41248	   	171.13	ACR|2VULN|2DMG|1AART	1AART|2RCR|38LHND|4aVULN|5MBVNT|68DMG|78MLV|8BPWR|9CGEN
227	66332 35311	   	171.09	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2RCR|36DUST|49VULN|5DUR|7DMG|8ZMB|aBASICY
228	66231 41211	   	171.03	ACR|2VULN|2DMG|1AART	1AART|2RCR|38LHND|49VULN|5MBVNT|68DMG|78MLV|8BPWR|aCANSTR
229	66231 41214	   	171.03	ACR|2VULN|2DMG|1AART	1AART|2RCR|38LHND|49VULN|5MBVNT|68DMG|78MLV|8BPWR|aBASICY
230	66231 41217	   	171.03	ACR|2VULN|2DMG|1AART	1AART|2RCR|38LHND|49VULN|5MBVNT|68DMG|78MLV|8BPWR|aLEGI
231	66221 31423	 * 	171.03	ACR|2AART|2DMG|3CDMG	14AART|2RCR|357aLHND|6aDMG|89aCDMG|aBPWR
232	46313 32361	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2RCR|3LHND|4DUST|5CDMG|6AART|7DMG|8ASPD|9aVULN
233	66131 41472	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LWND|48VULN|5MBVNT|69DMG|7MLV|aLIT
234	66131 41473	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LWND|48VULN|5MBVNT|69DMG|7MLV|aCGEN
235	66131 42731	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LWND|4aVULN|5MBVNT|67DMG|8LHND|9FEWX
236	66131 45131	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LWND|4aVULN|5MBVNT|68DMG|7BEXP|9LHND
237	66131 46131	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LWND|4aVULN|5MBVNT|68DMG|7LHND|9FEWX
238	66131 47131	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LWND|4aVULN|5MBVNT|68DMG|7FEWX|9LHND
239	66231 42131	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|4aVULN|5MBVNT|67DMG|8LWND|9FEWX
240	66231 42312	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8RMIN|aLIT
241	66231 42313	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8RMIN|aCGEN
242	66231 42314	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8RMIN|aMLV
243	66231 42315	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8RMIN|aBEXP
244	66231 42316	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8RMIN|aRPLT
245	66231 42348	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|4aVULN|5MBVNT|67DMG|8RMIN|9CGEN
246	66231 43131	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|4aVULN|5MBVNT|68DMG|7LWND|9FEWX
247	66231 44238	   	170.93	ACR|2VULN|2DMG|1AART	1AART|2RCR|38LHND|4aVULN|5MBVNT|68DMG|78ERES|8BPWR|9CGEN
248	66113 33351	   	170.90	ACR|2VULN|1AART|2CDMG|2ZMB	1AART|2RCR|39LWND|45CDMG|6RCVC|79VULN|89ZMB|9BPWR|aLIT
249	66113 33353	   	170.90	ACR|2VULN|1AART|2CDMG|2ZMB	1AART|2RCR|39LWND|45CDMG|6RCVC|79VULN|89ZMB|9BPWR|aLHND
250	66131 41471	   	170.83	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LWND|48VULN|5MBVNT|69DMG|7MLV|aCANSTR
251	66131 41474	   	170.83	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LWND|48VULN|5MBVNT|69DMG|7MLV|aBASICY
252	66231 42311	   	170.83	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8RMIN|aBASICY
253	66231 42317	   	170.83	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|49VULN|5MBVNT|67DMG|8RMIN|aLEGI
254	66231 42418	   	170.83	ACR|2VULN|2DMG|1AART	1AART|2RCR|3LHND|4aVULN|5MBVNT|67DMG|8CGEN|9TLV
255	66222 22236	   	170.77	ACR|3AART|2DMG|1VULN	146AART|2RCR|37LHND|57DMG|7BPWR|8AIRHEA|9RCVC|aVULN
256	61133 25226	   	170.75	DCR|2VULN|2DMG|1AART|2DUR	1AART|2MLV|35VULN|47DMG|69DUR|8ERES|aRCR
257	46241 33111	   	170.72	ACR|3VULN|1AART|1CDMG|2DUR	1RPLT|2RCR|3DMSP|457VULN|57BPWR|67DUR|8AART|9DUST|aCDMG
258	46243 33111	   	170.72	ACR|3VULN|1AART|1CDMG|2DUR	1RPLT|2RCR|3DMSP|457VULN|67DUR|7BPWR|8AART|9DUST|aCDMG
259	62362 35311	   	170.61	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1AART|2aVULN|3ZMB|4LEGI|5LHND|6ASPD|7DMG|8RCR|9DUR
260	62343 26211	   	170.61	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|25VULN|3ZMB|4ASPD|6DUR|7BELT|8RCR|9ERES|aDMG
261	62362 35322	   	170.61	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1AART|2VULN|3ZMB|4LEGI|5LHND|6ASPD|79DMG|8RCR|aDUR
262	62233 26412	 * 	170.49	DCR|5VULN|1AART|1DUR	1AART|24589VULN|3FEWX|6DUR|7BELT|aRCR
263	62333 52225	 * 	170.48	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1AART|25VULN|3ZMB|4DMG|6BELT|7LWND|8RCR|9RPLT|aFLTHEA
264	62323 21322	   	170.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	16AART|25VULN|3ZMB|4DUR|7LHND|8MLV|9DMG|aRCR
265	62323 22422	   	170.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	16AART|25VULN|3ZMB|4DUR|7FEWX|8MLV|9DMG|aRCR
266	62323 21622	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	16AART|25VULN|3ZMB|4DUR|7LHND|8TLV|9DMG|aRCR
267	62323 22622	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	16AART|25VULN|3ZMB|4DUR|7FEWX|8TLV|9DMG|aRCR
268	62323 24422	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	16AART|25VULN|3ZMB|4DUR|7ERES|8FEWX|9DMG|aRCR
269	62323 24622	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	16AART|25VULN|3ZMB|4DUR|7ERES|8LHND|9DMG|aRCR
270	62323 25422	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	16AART|25VULN|3ZMB|4DUR|7TLV|8FEWX|9DMG|aRCR
271	62323 25622	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	16AART|25VULN|3ZMB|4DUR|7TLV|8LHND|9DMG|aRCR
272	66131 41418	   	170.30	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aRCVC
273	62323 24122	   	170.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	16AART|25VULN|3ZMB|4DUR|7ERES|8DUST|9DMG|aRCR
274	62323 25122	   	170.22	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	16AART|25VULN|3ZMB|4DUR|7TLV|8DUST|9DMG|aRCR
275	62121 42331	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	1AART|2aVULN|3LEGI|4DUR|5MBVNT|67DMG|8RCR|9LHND
276	66523 13122	   	170.10	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2RCR|3DUR|5VULN|6LIT|7RCVC|8CGEN|9DMG|aCDMG
277	63332 65323	   	170.08	DCR|3DMG|1AART|1VULN|1ZMB	1AART|2LHND|3ZMB|457DMG|68FEWX|9RCR|aVULN
278	63332 33223	   	169.88	DCR|3DMG|1AART|1VULN|1ZMB	1AART|2LHND|3ZMB|456DMG|78DUST|9RCR|aVULN
279	66323 36322	   	169.72	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	14AART|2RCR|3DUST|5VULN|67RCVC|8DUR|9DMG|aZMB
280	66123 15123	 * 	169.69	ACR|3AART|2VULN|1CDMG|1DUR	14aAART|2RCR|3LWND|59VULN|6LIT|7CDMG|8DUR
281	66112 33243	   	169.57	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD	1AART|2RCR|3LWND|4aCDMG|5FEWX|6DMG|7aLHND|8VULN|9aASPD|aBPWR
282	65323 61224	   	169.56	DCR|3VULN|1AART|3CDMG|1ASPD	1AART|289ERES|3ASPD|4MBVNT|589VULN|6BELT|789CDMG|89BPWR|aRCR
283	62333 65212	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|47DMG|6FEWX|8ERES|9BEXP|aRCR
284	62333 65232	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|47DMG|6FEWX|8ERES|9LHND|aRCR
285	62112 63433	   	169.51	DCR|2AART|2VULN|2CDMG|2DUR	19AART|2aVULN|3LEGI|4aCDMG|5FEWX|6BEXP|7aDUR|8RCR|aBPWR
286	66221 31412	   	169.48	ACR|2AART|2DMG|1CDMG|1ZMB	14AART|2RCR|357LHND|6aDMG|8CDMG|9ZMB
287	66323 35122	   	169.42	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	14AART|2RCR|3DUST|5VULN|68RCVC|7DMG|9DUR|aZMB
288	66222 25331	   	169.42	ACR|3AART|1VULN|1DMG|1ZMB|1DUR	146AART|2RCR|3LHND|5DMG|7DUST|8ZMB|9VULN|aDUR
289	62133 35142	   	169.42	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3LEGI|4MLV|67DMG|8DUST|9ZMB|aRCR
290	62333 65112	   	169.42	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|47DMG|6FEWX|8DUST|9TLV|aRCR
291	62333 65122	   	169.42	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|47DMG|6FEWX|8DUST|9NUKE|aRCR
292	62333 65132	   	169.42	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|47DMG|6FEWX|8DUST|9ERES|aRCR
293	62363 35212	   	169.42	DCR|2DMG|2VULN|1AART|1ZMB	1AART|25VULN|3ZMB|4LEGI|67DMG|8ERES|9BEXP|aRCR
294	62363 35232	   	169.42	DCR|2DMG|2VULN|1AART|1ZMB	1AART|25VULN|3ZMB|4LEGI|67DMG|8ERES|9LHND|aRCR
295	66234 32333	   	169.37	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD	1AART|2RCR|3aLHND|4VULN|5aASPD|6DUST|7DMG|8aCDMG|9LEGI|aBPWR
296	62363 35112	   	169.32	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|4LEGI|67DMG|8DUST|9TLV|aRCR
297	62363 35122	   	169.32	DCR|2VULN|2DMG|1AART|1ZMB	1AART|25VULN|3ZMB|4LEGI|67DMG|8DUST|9NUKE|aRCR
298	62363 35132	   	169.32	DCR|2DMG|2VULN|1AART|1ZMB	1AART|25VULN|3ZMB|4LEGI|67DMG|8DUST|9ERES|aRCR
299	62121 42312	   	169.31	DCR|2AART|2DMG|1VULN|2DUR	19AART|2VULN|3LEGI|4aDUR|5MBVNT|67DMG|8RCR
300	62121 56312	   	169.31	DCR|2AART|2VULN|1DMG|2DUR	19AART|26VULN|3LEGI|4aDUR|5MBVNT|7DMG|8RCR
301	66231 82321	   	169.27	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	1AART|2RCR|3LHND|4VULN|5MBVNT|69ASPD|7DMG|8aCDMG
302	66234 32321	   	169.27	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	1AART|2RCR|3LHND|4VULN|59ASPD|6DUST|7DMG|8aCDMG
303	66334 22321	   	169.27	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	1AART|2RCR|3DUST|4VULN|59ASPD|6LHND|7DMG|8aCDMG
304	66334 22333	   	169.27	ACR|1AART|1DMG|2CDMG|1VULN|2ASPD	1AART|2RCR|3aDUST|4VULN|5aASPD|6LHND|7DMG|8aCDMG|9LEGI|aBPWR
305	66353 22321	   	169.27	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	1AART|2RCR|3DUST|49ASPD|5VULN|6LHND|7DMG|8aCDMG
306	16131 16236	   	169.27	DCR|3VULN|2DMG|1AART	17DUST|27TLV|36DMG|4CGEN|578VULN|7BPWR|9AART|aRCR
307	66222 22412	   	169.26	ACR|3AART|2DMG|1VULN	146AART|2RCR|378LHND|57DMG|7BPWR|9RPLT|aVULN
308	66221 36212	 * 	169.20	ACR|2AART|1DMG|2FLTHEA|2ZMB|1DUR	14AART|2RCR|359LHND|6DMG|79FLTHEA|89ZMB|9BPWR|aDUR
309	66231 41271	   	169.20	ACR|3DMG|1AART|1VULN	1AART|2RCR|38LHND|4VULN|5MBVNT|689DMG|78MLV|8BPWR|aRPLT
310	66231 41273	   	169.20	ACR|3DMG|1AART|1VULN	1AART|2RCR|38LHND|4VULN|5MBVNT|689DMG|78MLV|8BPWR|aCGEN
311	66231 41274	   	169.20	ACR|3DMG|1AART|1VULN	1AART|2RCR|38LHND|4VULN|5MBVNT|689DMG|78MLV|8BPWR|aFEWX
312	11551 21413	 * 	169.17	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1DUST|2LWND|379DMG|4VULN|5ZMB|6RCR|8CDMG|aASPD
313	16111 16236	   	169.17	DCR|3VULN|2DMG|1AART	17DUST|27TLV|36DMG|4ERES|578VULN|7BPWR|9AART|aRCR
314	66231 41272	   	169.10	ACR|3DMG|1AART|1VULN	1AART|2RCR|38LHND|4VULN|5MBVNT|689DMG|78MLV|8BPWR|aDUST
315	66131 41412	   	169.00	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aLIT
316	66131 41413	   	169.00	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aCGEN
317	66131 41415	   	169.00	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aBEXP
318	66131 41416	   	169.00	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aRPLT
319	66131 45431	   	169.00	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|48aVULN|5MBVNT|6DMG|7BEXP|9LHND
320	66131 46431	   	169.00	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|48aVULN|5MBVNT|6DMG|7LHND|9FEWX
321	66131 47431	   	169.00	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|48aVULN|5MBVNT|6DMG|7FEWX|9LHND
322	66231 42371	   	169.00	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8RMIN|aRPLT
323	66231 42373	   	169.00	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8RMIN|aCGEN
324	66231 42374	   	169.00	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8RMIN|aFEWX
325	66231 42471	   	169.00	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8CGEN|aRPLT
326	66231 42473	   	169.00	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8aCGEN
327	66231 42474	   	169.00	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8CGEN|aFEWX
328	66231 43431	   	169.00	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LHND|48aVULN|5MBVNT|6DMG|7LWND|9FEWX
329	62231 14631	   	168.92	DCR|4VULN|1AART|1ZMB	1AART|2489VULN|3FEWX|5LHND|6LIT|7RCR|aZMB
330	62221 14632	   	168.91	DCR|3VULN|2AART|1CDMG	14AART|289VULN|3FEWX|5LHND|6LIT|7RCR|aCDMG
331	12553 31413	 * 	168.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUST|2DUR|3aDMG|4aFEWX|5CDMG|6aVULN|7RCR|8ZMB|9CGEN|aBPWR
332	66131 41411	   	168.90	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aCANSTR
333	66131 41414	   	168.90	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aBASICY
334	66131 41417	   	168.90	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|489VULN|5MBVNT|6DMG|7MLV|aLEGI
335	66131 54433	   	168.90	ACR|3VULN|1AART|1DMG	1AART|2RCR|3LWND|46aVULN|5MBVNT|7VENICY|8MLV|9DMG
336	66231 42372	   	168.90	ACR|3DMG|1AART|1VULN	1AART|2RCR|3LHND|4VULN|5MBVNT|679DMG|8RMIN|aDUST
