0	Index      	 *	Score 	Summary	Detail	
1	11533 25152	 * 	237.53	DCR|4VULN|1AART|1ASPD|1DMG|1CDMG	1249VULN|3DMG|5ERES|6RCR|7ASPD|8AART|aCDMG
186	11111 25121	   	215.34	DCR|4VULN|2ASPD|1AART	1234VULN|5aDUST|6RCR|79ASPD|8AART
187	11532 12234	   	215.31	DCR|3VULN|2DMG|1AART|1CDMG	124VULN|36DMG|5RPLT|7AART|8RCR|9DMSP|aCDMG
188	11532 12262	   	215.13	DCR|3VULN|2AART|2DMG	124VULN|36DMG|5RPLT|79AART|8RCR|aLHND
189	11532 12266	   	215.13	DCR|3VULN|2AART|2DMG	124VULN|36DMG|5RPLT|79AART|8RCR|aLWND
190	61522 32213	   	214.99	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|25aVULN|3CDMG|4ZMB|6DMG|7AART|8RCR|9CGEN
191	61522 32233	   	214.99	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|25aVULN|3CDMG|4ZMB|6DMG|7AART|8RCR|9DMSP
192	11532 62211	   	214.91	DCR|4VULN|2DMG|1AART	1246VULN|3aDMG|5RPLT|7AART|8RCR|9CGEN
193	11532 12213	   	214.91	DCR|4VULN|2DMG|1AART	124aVULN|36DMG|5RPLT|7AART|8RCR|9CGEN
194	11532 12233	   	214.91	DCR|4VULN|2DMG|1AART	124aVULN|36DMG|5RPLT|7AART|8RCR|9DMSP
195	61522 32211	   	214.75	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1RMIN|25VULN|3CDMG|4ZMB|6aDMG|7AART|8RCR|9CGEN
196	11532 12211	 * 	214.71	DCR|3VULN|3DMG|1AART	124VULN|36aDMG|5RPLT|7AART|8RCR|9CGEN
197	11533 24161	 * 	214.70	DCR|3VULN|1MDPS|1AART|1DMG|1NUKE|1DUR	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9MDPS|aDUR
198	11533 24162	   	214.70	DCR|3VULN|1MDPS|1AART|1DMG|1NUKE	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9MDPS|aLHND
199	11533 24163	   	214.70	DCR|3VULN|1MDPS|1AART|1DMG|1NUKE|1SELL	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9MDPS|aSELL
200	11115 24235	   	214.15	DCR|5VULN|1AART|1ZMB|1DUR	1234aVULN|5DUR|6RCR|7AART|8LHND|9ZMB
201	11533 23415	   	214.07	DCR|3VULN|2DMG|1CDMG|1ZMB|1DUR	124VULN|37DMG|5ERES|6RCR|8ZMB|9DUR|aCDMG
202	11111 24435	   	214.05	DCR|5VULN|1AART|1ZMB|1DUR	1234aVULN|5DUST|6RCR|7AART|8DUR|9ZMB
203	11155 23122	   	213.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	123VULN|4BEXP|5AELBLL|6RCR|7DMG|8AART|9ASPD|aDUR
204	11155 24122	   	213.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	123VULN|4BEXP|5AELBLL|6RCR|7AART|8DMG|9ASPD|aDUR
205	11265 23125	   	213.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3LWND|5AELBLL|6RCR|7DMG|8AART|9ASPD|aDUR
206	11153 33311	   	213.78	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	123VULN|4BEXP|5AART|6CDMG|7MLV|8ASPD|9DMG|aRCR
207	11153 34324	   	213.78	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	123VULN|4BEXP|5AART|6CDMG|7DMG|8ASPD|9LHND|aRCR
208	13553 32311	   	213.78	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	156VULN|2CGEN|3CDMG|4FEWX|7AART|8ASPD|9DMG|aRCR
209	15343 11421	   	213.78	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	149VULN|2LWND|3ASPD|5CDMG|6DMG|7CGEN|8AART|aRCR
210	11153 23611	   	213.78	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	123VULN|4BEXP|5AART|6AME|7ASPD|8CDMG|9DMG|aRCR
211	11125 23122	   	213.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	123VULN|4DUST|5AELBLL|6RCR|7DMG|8AART|9ASPD|aDUR
212	11125 24122	   	213.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	123VULN|4DUST|5AELBLL|6RCR|7AART|8DMG|9ASPD|aDUR
213	11533 22125	   	213.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	124VULN|3DMG|5ERES|6RCR|7CGEN|8AART|9ASPD|aDUR
214	11123 23611	   	213.68	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	123VULN|4DUST|5AART|6AME|7ASPD|8CDMG|9DMG|aRCR
215	11123 33311	   	213.68	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	123VULN|4DUST|5AART|6CDMG|7MLV|8ASPD|9DMG|aRCR
216	11123 34324	   	213.68	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	123VULN|4DUST|5AART|6CDMG|7DMG|8ASPD|9LHND|aRCR
217	11123 34344	   	213.68	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	123VULN|4DUST|5AART|6CDMG|7DMG|8ASPD|9FEWX|aRCR
218	11123 34451	   	213.68	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	123VULN|4DUST|5AART|6CDMG|7DMG|8CGEN|9ASPD|aRCR
219	11153 31311	   	213.68	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	123VULN|4BEXP|5AART|6CDMG|7ERES|8ASPD|9DMG|aRCR
220	11163 23125	 * 	213.64	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	123VULN|4NUKE|5ERES|6RCR|7DMG|8AART|9ASPD|aDUR
221	11163 24125	   	213.64	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	123VULN|4NUKE|5ERES|6RCR|7AART|8DMG|9ASPD|aDUR
222	11533 21125	   	213.64	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	124VULN|3DMG|5ERES|6RCR|7TLV|8AART|9ASPD|aDUR
223	11533 24125	   	213.64	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9ASPD|aDUR
224	45326 13123	   	213.60	DCR|3DMG|3ASPD|1MDPS|1VULN|1AAC|1ZMB	167ASPD|2MDPS|3VULN|47DUST|567DMG|67BPWR|8RCR|9ZMB|aAAC
225	11123 31311	   	213.58	DCR|3VULN|1AART|1ASPD|1DMG|1CDMG	123VULN|4DUST|5AART|6CDMG|7ERES|8ASPD|9DMG|aRCR
226	11532 62234	   	213.57	DCR|4VULN|1AART|1DMG|1CDMG	1246VULN|3DMG|5RPLT|7AART|8RCR|9DMSP|aCDMG
227	11563 12324	 * 	213.44	DCR|2VULN|2DMG|1AART|1ASPD|1CDMG	12VULN|36DMG|4LHND|5CDMG|7AART|8ASPD|9LEGI|aRCR
228	11153 12553	 * 	213.39	DCR|4VULN|2AART|1ASPD	1239VULN|4BEXP|56AART|7ASPD|8RCR|aCGEN
229	11532 62262	   	213.39	DCR|4VULN|2AART|1DMG	1246VULN|3DMG|5RPLT|79AART|8RCR|aLHND
230	11123 12545	   	213.29	DCR|4VULN|2AART|1ASPD	123aVULN|4DUST|56AART|7ASPD|8RCR|9LHND
231	11123 12552	   	213.29	DCR|4VULN|2AART|1ASPD	1239VULN|4DUST|56AART|7ASPD|8RCR|aDMSP
232	11123 12553	   	213.29	DCR|4VULN|2AART|1ASPD	1239VULN|4DUST|56AART|7ASPD|8RCR|aRPLT
233	11123 12554	   	213.29	DCR|4VULN|2AART|1ASPD	1239VULN|4DUST|56AART|7ASPD|8RCR|aFEWX
234	11123 12555	   	213.29	DCR|4VULN|2AART|1ASPD	1239VULN|4DUST|56AART|7ASPD|8RCR|aLIT
235	11123 12556	   	213.29	DCR|4VULN|2AART|1ASPD	1239VULN|4DUST|56AART|7ASPD|8RCR|aLHND
236	11153 12551	   	213.29	DCR|4VULN|2AART|1ASPD	1239VULN|4BEXP|56AART|7ASPD|8RCR|aDUST
237	11153 12552	   	213.29	DCR|4VULN|2AART|1ASPD|1SELL	1239VULN|4BEXP|56AART|7ASPD|8RCR|aSELL
238	11533 23144	   	213.29	DCR|3VULN|2DMG|1AART|1ZMB	124VULN|37DMG|5ERES|6RCR|8DMSP|9AART|aZMB
239	61522 32262	   	213.24	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	1RMIN|25VULN|3CDMG|4ZMB|6DMG|79AART|8RCR|aLHND
240	11123 12551	   	213.19	DCR|4VULN|2AART|1ASPD	1239VULN|4aDUST|56AART|7ASPD|8RCR
241	11115 22122	   	212.96	DCR|4VULN|1AART|1ASPD|1AAC|1DUR	1234VULN|5DUR|6RCR|7CGEN|8AART|9ASPD|aAAC
242	11115 23132	   	212.96	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9CGEN|aAAC
243	11115 24132	   	212.96	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9CGEN|aAAC
244	11115 24322	   	212.96	DCR|4VULN|1AART|1ASPD|1AAC|1DUR	1234VULN|5DUR|6RCR|7AART|8MLV|9ASPD|aAAC
245	11115 24622	   	212.96	DCR|4VULN|1AART|1ASPD|1AAC|1DUR	1234VULN|5DUR|6RCR|7AART|8CGEN|9ASPD|aAAC
246	11115 21122	   	212.86	DCR|4VULN|1AART|1ASPD|1AAC|1DUR	1234VULN|5DUR|6RCR|7TLV|8AART|9ASPD|aAAC
247	11115 23111	   	212.86	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9AAC|aFEWX
248	11115 23113	   	212.86	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9AAC|aAME
249	11115 23114	   	212.86	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9AAC|aLWND
250	11115 23115	   	212.86	DCR|4VULN|1AART|1DMG|2DUR|1AAC	1234VULN|5aDUR|6RCR|7DMG|8AART|9AAC
251	11115 23116	   	212.86	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9AAC|aMLV
252	11115 23652	   	212.86	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7DMG|8ERES|9AART|aAAC
253	11115 24111	   	212.86	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9AAC|aFEWX
254	11115 24113	   	212.86	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9AAC|aAME
255	11115 24114	   	212.86	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9AAC|aLWND
256	11115 24115	   	212.86	DCR|4VULN|1AART|1DMG|2DUR|1AAC	1234VULN|5aDUR|6RCR|7AART|8DMG|9AAC
257	11115 24116	   	212.86	DCR|4VULN|1AART|1DMG|1AAC|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9AAC|aMLV
258	11115 25111	   	212.86	DCR|4VULN|1AART|1ASPD|1AAC|1DUR	1234VULN|5DUR|6RCR|7ASPD|8AART|9AAC|aFEWX
259	11115 25113	   	212.86	DCR|4VULN|1AART|1ASPD|1AAC|1DUR	1234VULN|5DUR|6RCR|7ASPD|8AART|9AAC|aAME
260	11115 25114	   	212.86	DCR|4VULN|1AART|1ASPD|1AAC|1DUR	1234VULN|5DUR|6RCR|7ASPD|8AART|9AAC|aLWND
261	11115 25115	   	212.86	DCR|4VULN|1AART|1ASPD|2DUR|1AAC	1234VULN|5aDUR|6RCR|7ASPD|8AART|9AAC
262	11115 25116	   	212.86	DCR|4VULN|1AART|1ASPD|1AAC|1DUR	1234VULN|5DUR|6RCR|7ASPD|8AART|9AAC|aMLV
263	11131 34453	   	212.62	DCR|4VULN|1AART|1DMG|2DUR|1SELL	123aVULN|4SELL|59DUR|6DMG|7RCR|8AART
264	11243 34522	   	212.62	DCR|3VULN|3ASPD|1AART	125VULN|3LWND|4AART|6RCR|789ASPD|aLHND
265	21333 62311	   	212.54	DCR|3VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1DUR|256VULN|3RMIN|4SELL|7AART|8ASPD|9DMG|aRCR
266	61133 62311	   	212.54	DCR|3VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1RMIN|256VULN|3DUR|4SELL|7AART|8ASPD|9DMG|aRCR
267	11153 34234	   	212.36	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	123VULN|4BEXP|5AART|6CDMG|7DMG|8ZMB|9DUR|aRCR
268	11265 23122	   	212.31	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	124VULN|3LWND|5AELBLL|6RCR|7DMG|8AART|9ASPD|aAAC
269	35143 35122	   	212.31	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	1AELBLL|2LHND|357VULN|4AART|6RCR|8DMG|9ASPD|aAAC
270	11123 34234	   	212.26	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	123VULN|4DUST|5AART|6CDMG|7DMG|8ZMB|9DUR|aRCR
271	11123 42634	   	212.26	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	123VULN|4DUST|5AART|6DMG|7ZMB|8CDMG|9DUR|aRCR
272	22513 62211	   	212.26	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ERES|3CDMG|456VULN|7AART|8ZMB|9DMG|aRCR
273	22513 62251	   	212.26	DCR|3VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1DUR|2ERES|3CDMG|456VULN|7AART|8ZMB|9ASPD|aRCR
274	11465 23122	   	212.21	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	124VULN|3LEGI|5AELBLL|6RCR|7DMG|8AART|9ASPD|aAAC
275	11533 22122	   	212.21	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	124VULN|3DMG|5ERES|6RCR|7CGEN|8AART|9ASPD|aAAC
276	53143 35122	   	212.21	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	1AME|2ERES|357VULN|4AART|6RCR|8DMG|9ASPD|aAAC
277	11163 23122	   	212.11	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1AAC	123VULN|4NUKE|5ERES|6RCR|7DMG|8AART|9ASPD|aAAC
278	11163 24122	   	212.11	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1AAC	123VULN|4NUKE|5ERES|6RCR|7AART|8DMG|9ASPD|aAAC
279	11533 21122	   	212.11	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	124VULN|3DMG|5ERES|6RCR|7TLV|8AART|9ASPD|aAAC
280	11533 24122	   	212.11	DCR|3VULN|1AART|1ASPD|1DMG|1NUKE|1AAC	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9ASPD|aAAC
281	11533 25111	   	212.11	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	124VULN|3DMG|5ERES|6RCR|7ASPD|8AART|9AAC|aFEWX
282	11533 25113	   	212.11	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	124VULN|3DMG|5ERES|6RCR|7ASPD|8AART|9AAC|aAME
283	11533 25114	   	212.11	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	124VULN|3DMG|5ERES|6RCR|7ASPD|8AART|9AAC|aLHND
284	11533 25115	   	212.11	DCR|3VULN|1AART|1ASPD|1DMG|1AAC|1DUR	124VULN|3DMG|5ERES|6RCR|7ASPD|8AART|9AAC|aDUR
285	11533 25116	   	212.11	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	124VULN|3DMG|5ERES|6RCR|7ASPD|8AART|9AAC|aDUST
286	43216 23126	 * 	212.05	DCR|3ASPD|2DMG|1AART|1VULN	139ASPD|2aERES|4VULN|5aAELBLL|6RCR|7aDMG|8AART|aBPWR
287	23257 34344	 * 	211.91	ACR|3VULN|2ASPD|1DMG|1CDMG|2DUR|1ZMB	18DUR|2RCR|38ASPD|4MBVNT|5ZMB|6CDMG|78aVULN|8BPWR|9DMG
288	11533 24112	 * 	211.81	DCR|3VULN|2AAC|1AART|1NUKE|1DMG	124VULN|3DMG|5ERES|6RCR|7AART|8NUKE|9aAAC
289	11153 12523	 * 	211.77	DCR|3VULN|2AART|2ASPD	123VULN|4BEXP|56AART|79ASPD|8RCR|aCGEN
290	11153 12524	   	211.77	DCR|3VULN|2AART|2ASPD	123VULN|4BEXP|56AART|79ASPD|8RCR|aFEWX
291	11153 12525	   	211.77	DCR|3VULN|2AART|2ASPD	123VULN|4BEXP|56AART|79ASPD|8RCR|aLIT
292	11153 12526	   	211.77	DCR|3VULN|2AART|2ASPD	123VULN|4BEXP|56AART|79ASPD|8RCR|aLHND
293	11123 12522	   	211.67	DCR|3VULN|2AART|2ASPD	123VULN|4DUST|56AART|79ASPD|8RCR|aDMSP
294	11123 12523	   	211.67	DCR|3VULN|2AART|2ASPD	123VULN|4DUST|56AART|79ASPD|8RCR|aRPLT
295	11123 12524	   	211.67	DCR|3VULN|2AART|2ASPD	123VULN|4DUST|56AART|79ASPD|8RCR|aFEWX
296	11123 12525	   	211.67	DCR|3VULN|2AART|2ASPD	123VULN|4DUST|56AART|79ASPD|8RCR|aLIT
297	11123 12526	   	211.67	DCR|3VULN|2AART|2ASPD	123VULN|4DUST|56AART|79ASPD|8RCR|aLHND
298	11153 12521	   	211.67	DCR|3VULN|2AART|2ASPD	123VULN|4BEXP|56AART|79ASPD|8RCR|aDUST
299	11153 12522	   	211.67	DCR|3VULN|2AART|2ASPD|1SELL	123VULN|4BEXP|56AART|79ASPD|8RCR|aSELL
300	16435 31333	 * 	211.61	DCR|3VULN|2ASPD|1AART|1DMG|1NUKE|1SELL	148VULN|2SELL|38LIT|5AART|68ASPD|7NUKE|8BPWR|9DMG|aRCR
301	11131 54411	   	211.60	DCR|3VULN|1AART|1ASPD|1DMG|1DUR|1SELL	123VULN|4SELL|5DUR|6ASPD|7RCR|8AART|9CGEN|aDMG
302	21233 64411	   	211.60	DCR|3VULN|1AART|1ASPD|1DMG|1DUR|1SELL	1DUR|256VULN|3ASPD|4SELL|7RCR|8AART|9CGEN|aDMG
303	11533 23255	   	211.59	DCR|3VULN|2DMG|1AART|1DUR	124VULN|37DMG|5ERES|6RCR|8DUR|9AART|aRCVC
304	11532 62213	   	211.58	DCR|5VULN|1AART|1DMG	1246aVULN|3DMG|5RPLT|7AART|8RCR|9CGEN
305	11532 62233	   	211.58	DCR|5VULN|1AART|1DMG	1246aVULN|3DMG|5RPLT|7AART|8RCR|9DMSP
306	11123 12521	   	211.57	DCR|3VULN|2AART|2ASPD	123VULN|4aDUST|56AART|79ASPD|8RCR
307	11111 24633	   	211.56	DCR|5VULN|1AART|1CDMG	1234aVULN|5DUST|6RCR|7AART|8CDMG|9ERES
308	11533 24253	   	211.55	DCR|4VULN|1AART|1DMG|1ZMB	1249VULN|3DMG|5ERES|6RCR|7AART|8ZMB|aCGEN
309	11533 24251	   	211.45	DCR|4VULN|1AART|1DMG|1ZMB	1249VULN|3DMG|5ERES|6RCR|7AART|8ZMB|aDUST
310	11533 24252	   	211.45	DCR|4VULN|1AART|1DMG|1ZMB|1SELL	1249VULN|3DMG|5ERES|6RCR|7AART|8ZMB|aSELL
311	11112 23425	 * 	211.38	DCR|4VULN|2DMG|1CDMG	1234VULN|5LHND|6RCR|79DMG|8LWND|aCDMG
312	11533 23624	   	211.28	DCR|4VULN|2DMG|1CDMG	124aVULN|37DMG|5ERES|6RCR|8LHND|9CDMG
313	11533 23141	   	211.26	DCR|3VULN|2DMG|1AART|1DUR	124VULN|37DMG|5ERES|6RCR|8DMSP|9AART|aDUR
314	11533 23251	   	211.26	DCR|3VULN|2DMG|1AART|1DUR	124VULN|37DMG|5ERES|6RCR|8DUR|9AART|aFEWX
315	11533 23254	   	211.26	DCR|3VULN|2DMG|1AART|1DUR	124VULN|37DMG|5ERES|6RCR|8DUR|9AART|aLHND
316	11533 23253	   	211.16	DCR|3VULN|2DMG|1AART|1DUR	124VULN|37DMG|5ERES|6RCR|8DUR|9AART|aDUST
317	11533 23256	   	211.16	DCR|3VULN|2DMG|1AART|1DUR	124VULN|37DMG|5aERES|6RCR|8DUR|9AART
318	11533 23355	   	211.16	DCR|3VULN|2DMG|1AART|1DUR	124VULN|37DMG|5ERES|6RCR|8DUST|9AART|aDUR
319	61243 62211	   	210.99	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|246VULN|3LHND|5CDMG|7AART|8ZMB|9DMG|aRCR
320	11125 24611	   	210.98	DCR|3VULN|1MDPS|1AART|1DMG|1CDMG	123VULN|4DUST|5AELBLL|6RCR|7AART|8CDMG|9DMG|aMDPS
321	11153 12344	 * 	210.97	DCR|3VULN|2AART|1ASPD|1CDMG	123VULN|4BEXP|56AART|7ASPD|8RCVC|9CDMG|aRCR
322	11163 24611	 * 	210.88	DCR|3VULN|1MDPS|1AART|1DMG|1NUKE|1CDMG	123VULN|4NUKE|5ERES|6RCR|7AART|8CDMG|9DMG|aMDPS
323	11163 24631	 * 	210.88	DCR|3VULN|1MDPS|1AART|1ASPD|1NUKE|1CDMG	123VULN|4NUKE|5ERES|6RCR|7AART|8CDMG|9ASPD|aMDPS
324	11123 12344	   	210.87	DCR|3VULN|2AART|1ASPD|1CDMG	123VULN|4DUST|56AART|7ASPD|8RCVC|9CDMG|aRCR
325	41216 25123	 * 	210.71	DCR|3ASPD|1VULN|1AART|1DMG|1CDMG	139ASPD|2CGEN|4VULN|5AELBLL|6RCR|7DMG|8AART|aCDMG
326	11112 23135	   	210.68	DCR|4VULN|1MDPS|1AART|1DMG	1234VULN|5LHND|6RCR|7DMG|8AART|9CGEN|aMDPS
327	41521 21232	 * 	210.67	DCR|1SPLARM|2VULN|2DMG|2ASPD|1SELL	1aASPD|2CGEN|3aDMG|4SPLARM|5RCVC|6LWND|7RCR|8SELL|9aVULN|aBPWR
328	41521 31232	 * 	210.67	DCR|1SPLARM|2VULN|2DMG|2ASPD|1SELL	1aASPD|2CGEN|3aDMG|4SPLARM|5RCVC|6FEWX|7RCR|8SELL|9aVULN|aBPWR
329	43216 23123	   	210.61	DCR|3ASPD|1VULN|1AART|1DMG|1CDMG	139ASPD|2ERES|4VULN|5AELBLL|6RCR|7DMG|8AART|aCDMG
330	11112 23655	   	210.58	DCR|4VULN|1MDPS|1AART|1DMG	1234VULN|5LHND|6RCR|7DMG|8ERES|9AART|aMDPS
331	43521 21232	 * 	210.57	DCR|1SPLARM|2VULN|2DMG|2ASPD|1SELL	1aASPD|2ERES|3aDMG|4SPLARM|5RCVC|6LWND|7RCR|8SELL|9aVULN|aBPWR
332	43521 31232	 * 	210.57	DCR|1SPLARM|2VULN|2DMG|2ASPD|1SELL	1aASPD|2ERES|3aDMG|4SPLARM|5RCVC|6FEWX|7RCR|8SELL|9aVULN|aBPWR
333	43244 23123	   	210.51	DCR|3ASPD|1VULN|1AART|1DMG|1CDMG	139ASPD|24ERES|5VULN|6RCR|7DMG|8AART|aCDMG
334	45326 13122	   	210.16	DCR|3DMG|3ASPD|1MDPS|1VULN|1ZMB	167ASPD|2MDPS|3VULN|47DUST|567DMG|67BPWR|8RCR|9ZMB|aERES
335	11233 54411	   	210.05	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	126VULN|3LWND|4ZMB|5CDMG|7RCR|8AART|9CGEN|aDMG
336	11115 22125	   	209.95	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7CGEN|8AART|9ASPD|aRCVC
337	11115 23135	   	209.95	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9CGEN|aRCVC
338	11115 24135	   	209.95	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7AART|8DMG|9CGEN|aRCVC
339	11115 24325	   	209.95	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7AART|8MLV|9ASPD|aRCVC
340	11533 24632	   	209.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	124VULN|3DMG|5ERES|6RCR|7AART|8CDMG|9DUR|aLHND
341	11115 21125	   	209.85	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7TLV|8AART|9ASPD|aRCVC
342	11153 43522	   	209.84	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	123VULN|4BEXP|5AART|6DMG|7DMSP|8RCR|9ASPD|aDUR
343	11153 35511	   	209.80	DCR|3VULN|2AART|1DMG|1CDMG	123VULN|4BEXP|58AART|6CDMG|7LHND|9DMG|aRCR
344	11153 11611	   	209.80	DCR|3VULN|2AART|1DMG|1CDMG	123VULN|4BEXP|56AART|7LHND|8CDMG|9DMG|aRCR
345	11123 43522	   	209.74	DCR|3VULN|1AART|1ASPD|1DMG|1DUR	123VULN|4DUST|5AART|6DMG|7DMSP|8RCR|9ASPD|aDUR
346	11533 23552	   	209.73	DCR|3VULN|2DMG|1AART|1AAC	124VULN|37DMG|5ERES|6RCR|8LWND|9AART|aAAC
347	11533 23652	   	209.73	DCR|3VULN|2DMG|1AART|1AAC	124VULN|37DMG|5ERES|6RCR|8LHND|9AART|aAAC
348	11123 11611	   	209.70	DCR|3VULN|2AART|1DMG|1CDMG	123VULN|4DUST|56AART|7LHND|8CDMG|9DMG|aRCR
349	11123 11651	   	209.70	DCR|3VULN|2AART|1ASPD|1CDMG	123VULN|4DUST|56AART|7LHND|8CDMG|9ASPD|aRCR
350	11123 14244	   	209.70	DCR|3VULN|2AART|1DMG|1CDMG	123VULN|4DUST|56AART|7DMSP|8DMG|9CDMG|aRCR
351	11123 35511	   	209.70	DCR|3VULN|2AART|1DMG|1CDMG	123VULN|4DUST|58AART|6CDMG|7LHND|9DMG|aRCR
352	11123 35551	   	209.70	DCR|3VULN|2AART|1ASPD|1CDMG	123VULN|4DUST|58AART|6CDMG|7LHND|9ASPD|aRCR
353	11123 34561	   	209.70	DCR|3VULN|2AART|1DMG|1CDMG	123VULN|4DUST|59AART|6CDMG|7DMG|8FEWX|aRCR
354	45317 11321	 * 	209.66	DCR|3VULN|2DMG|1MDPS|2ASPD	1aASPD|2MDPS|36aVULN|4MBVNT|56DMG|6aBPWR|7LIT|8RCR|9aLHND
355	11112 23423	 * 	209.65	DCR|4VULN|1SPLARM|2DMG	1234VULN|5LHND|6RCR|79DMG|8LWND|aSPLARM
356	11533 23352	   	209.63	DCR|3VULN|2DMG|1AART|1AAC	124VULN|37DMG|5ERES|6RCR|8DUST|9AART|aAAC
357	11115 22121	   	209.62	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7CGEN|8AART|9ASPD|aFEWX
358	11115 22124	   	209.62	DCR|4VULN|1AART|1ASPD|1DUR	1234VULN|5DUR|6RCR|7CGEN|8AART|9ASPD|aLHND
359	11115 23131	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9CGEN|aFEWX
360	11115 23134	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9CGEN|aLHND
361	11115 23141	   	209.62	DCR|4VULN|1AART|1DMG|1DUR	1234VULN|5DUR|6RCR|7DMG|8AART|9LHND|aLIT
