0	Index      	 *	Score 	Summary	Detail	
1	42321 51263	 * 	213.24	DCR|3DMG|2VULN|1AART|2DUR	126DMG|29BPWR|39DUR|4DLOT|5RCVC|79VULN|8RCR|aAART
160	42613 43221	 * 	188.42	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3RMIN|4ZMB|5RCVC|6MDPS|7RCR|8CDMG|9ASPD|aVULN
161	62235 13522	   	188.41	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2CGEN|3ASPD|4LHND|5DMG|6aVULN|7RCR|8ZMB|9CDMG
162	42113 43221	   	188.32	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3TLV|4ZMB|5RCVC|6MDPS|7RCR|8CDMG|9ASPD|aVULN
163	53211 42364	   	188.31	DCR|3DMG|1VULN|1AART|1DUR	1DUR|2MBVNT|358DMG|4VULN|6MULFIG|7RCR|9RCVC|aAART
164	53231 33715	   	188.23	DCR|3DMG|1VULN|1ASPD|2DUR	16DUR|2MBVNT|359DMG|4BEXP|7RCR|8ASPD|aVULN
165	53323 72364	   	188.21	DCR|3DMG|1VULN|1AART|1DUR	1DUR|2MBVNT|3CANARM|458DMG|6VULN|7RCR|9RCVC|aAART
166	23231 61652	   	188.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|2CDMG|3LHND|4LIT|59VULN|6ASPD|7DUR|8RCR|aAART
167	23143 15124	 * 	188.16	DCR|3ASPD|2VULN|1NUKE|1CDMG	13aMLV|2CDMG|48aASPD|5RCVC|6NUKE|7RCR|9aVULN|aBPWR
168	33271 33715	   	188.13	DCR|3DMG|1VULN|1ASPD|2DUR	1DUST|2MBVNT|359DMG|46DUR|7RCR|8ASPD|aVULN
169	53221 33715	   	188.13	DCR|3DMG|1VULN|1ASPD|2DUR	16DUR|2MBVNT|359DMG|4DUST|7RCR|8ASPD|aVULN
170	23531 83334	 * 	188.11	DCR|2VULN|2AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|4LIT|58VULN|6RCR|7aAART|9DUR
171	42213 24431	   	188.06	DCR|2AART|2DMG|1VULN|1ZMB	12DMG|2BPWR|3CGEN|4ZMB|5RCVC|6FEWX|7aAART|8VULN|9RCR
172	54335 32132	   	187.98	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	1DUR|2RCVC|37VULN|4MDPS|5CANARM|6CDMG|8RCR|9DMG|aASPD
173	13543 25331	   	187.89	DCR|2DMG|2ASPD|1VULN|1AAC|1ZMB|1DUR	1AAC|2DUR|3ZMB|4RPLT|56DMG|78ASPD|9RCR|aVULN
174	13551 25331	   	187.89	DCR|2DMG|2ASPD|1VULN|1AAC|1ZMB|1DUR	1AAC|2DUR|3ZMB|46DMG|5RPLT|78ASPD|9RCR|aVULN
175	33211 57711	   	187.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1DUST|2MBVNT|35DMG|47VULN|6ZMB|8RCR|9ASPD|aLIT
176	33211 57712	   	187.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1DUST|2MBVNT|35DMG|47VULN|6ZMB|8RCR|9ASPD|aLHND
177	33211 57713	   	187.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1DUST|2MBVNT|35DMG|47VULN|6ZMB|8RCR|9ASPD|aCGEN
178	53423 84335	   	187.64	DCR|3DMG|2VULN|1ZMB|1DUR	1DUR|2MBVNT|3BELT|467DMG|58VULN|9ZMB|aRCR
179	53321 21243	   	187.62	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2MBVNT|3CANARM|46DMG|5ASPD|7RCR|8LHND|9aVULN
180	53321 21343	   	187.62	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2MBVNT|3CANARM|46DMG|5ASPD|7RCR|8BEXP|9aVULN
181	53321 21743	   	187.62	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2MBVNT|3CANARM|46DMG|5ASPD|7RCR|8FEWX|9aVULN
182	45124 23113	 * 	187.60	DCR|2VULN|1AART|1ASPD|1DMG	1DMG|25VULN|3DUST|4LIT|6RCR|7AME|8AART|9RMIN|aASPD
183	33234 74157	   	187.55	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1DUST|2MBVNT|3DMG|4ERES|5AART|6aASPD|7RCR|8DUR|9VULN
184	33211 57714	   	187.54	DCR|2VULN|2DMG|1ASPD|1ZMB	1DUST|2MBVNT|35DMG|47VULN|6ZMB|8RCR|9ASPD|aERES
185	53321 21643	   	187.52	DCR|2VULN|2DMG|1ASPD|1DUR	1DUR|2MBVNT|3CANARM|46DMG|5ASPD|7RCR|8DUST|9aVULN
186	45124 22113	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG	1DMG|25VULN|3DUST|4LIT|6RCR|7TLV|8AART|9RMIN|aASPD
187	45124 23313	   	187.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1DMG|25VULN|3DUST|4LIT|6RCR|7AME|8AAC|9AART|aASPD
188	45423 21233	   	187.49	DCR|3VULN|2DMG|1DUR	15DMG|29aVULN|3DUR|45LIT|5BPWR|6RCR|7TSLFST|8DUST
189	16363 13215	   	187.46	DCR|2VULN|2DMG|1AART|1AAC|1ZMB	1AAC|2ZMB|34VULN|59DMG|6LHND|7CGEN|8AART|aRCR
190	53114 64331	   	187.43	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2MBVNT|3aCDMG|4BEXP|5CGEN|6aVULN|7TLV|8aDMG|9RCR|aBPWR
191	53235 33231	   	187.43	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2MBVNT|3aDMG|4BEXP|5TLV|6aVULN|7CGEN|8aCDMG|9RCR|aBPWR
192	53235 34231	   	187.43	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2MBVNT|3aDMG|4BEXP|5TLV|6aVULN|7AME|8aCDMG|9RCR|aBPWR
193	53236 34231	   	187.43	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2MBVNT|3aDMG|4BEXP|5ERES|6aVULN|7AME|8aCDMG|9RCR|aBPWR
194	33772 23146	   	187.40	DCR|2VULN|1AART|1ASPD|1DMG	135DUST|2MBVNT|45VULN|5BPWR|6RCR|7DMG|8FEWX|9AART|aASPD
195	45124 22313	   	187.40	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1DMG|25VULN|3DUST|4LIT|6RCR|7TLV|8AAC|9AART|aASPD
196	53211 42527	   	187.40	DCR|2DMG|1VULN|1ASPD|1NUKE|1DUR	1DUR|2MBVNT|35DMG|4VULN|6MULFIG|7RCR|8RMIN|9ASPD|aNUKE
197	53252 64231	   	187.33	DCR|2VULN|2DMG|2CDMG|1DUR	1DUR|2MBVNT|3aDMG|4ERES|5TLV|6aVULN|7BEXP|8aCDMG|9RCR|aBPWR
198	53321 21478	 * 	187.30	DCR|2DMG|1AART|1ASPD|1NUKE|1DUR	1DUR|2MBVNT|3CANARM|46DMG|5ASPD|7RCR|8MLV|9AART|aNUKE
199	53211 42127	   	187.30	DCR|2DMG|1VULN|1ASPD|1NUKE|1DUR	1DUR|2MBVNT|35DMG|4VULN|6MULFIG|7RCR|8TLV|9ASPD|aNUKE
200	53323 63141	   	187.22	DCR|3DMG|1VULN|1ASPD|1ZMB|1DUR	1DUR|2MBVNT|3CANARM|456DMG|7ASPD|8ZMB|9VULN|aRCR
201	53321 21178	   	187.20	DCR|2DMG|1AART|1ASPD|1NUKE|1DUR	1DUR|2MBVNT|3CANARM|46DMG|5ASPD|7RCR|8TLV|9AART|aNUKE
202	53323 72127	   	187.20	DCR|2DMG|1VULN|1ASPD|1NUKE|1DUR	1DUR|2MBVNT|3CANARM|45DMG|6VULN|7RCR|8TLV|9ASPD|aNUKE
203	33472 28823	 * 	187.19	DCR|5VULN|1CDMG	15DUST|2MBVNT|3RCVC|4567aVULN|5BPWR|8RCR|9CDMG
204	43114 34112	   	187.18	DCR|1AART|1VULN|1ASPD|1DMG|1NUKE|1AAC	1DMG|2AAC|3AME|4LIT|5ASPD|6RCR|7VULN|8AART|9DUST|aNUKE
205	53422 43355	   	187.16	DCR|2VULN|2DMG|1ASPD|2DUR	19DUR|2MBVNT|3BELT|49DMG|58FEWX|6ASPD|79VULN|9BPWR|aRCR
206	53423 44254	   	187.12	DCR|2VULN|1ASPD|1DMG|2DUR|2ZMB	1aDUR|2MBVNT|3BELT|4DMG|5aVULN|6ASPD|7FEWX|8RCR|9aZMB|aBPWR
207	53443 84254	   	187.12	DCR|2VULN|1ASPD|1DMG|2DUR|2ZMB	1aDUR|2MBVNT|3BELT|4ASPD|5aVULN|6DMG|7FEWX|8RCR|9aZMB|aBPWR
208	33472 28833	   	187.08	DCR|4VULN|1DMG|1ZMB	15DUST|2MBVNT|3RCVC|4567VULN|5BPWR|8RCR|9DMG|aZMB
209	53443 14254	   	187.02	DCR|2VULN|1ASPD|1DMG|2DUR|2ZMB	1aDUR|2MBVNT|3BELT|4ASPD|5aVULN|6DUST|7DMG|8RCR|9aZMB|aBPWR
210	33248 84742	   	186.82	DCR|3DMG|1VULN|1ASPD|1ZMB	1DUST|2MBVNT|39aDMG|4TLV|5ZMB|6RCR|7ASPD|8VULN
211	53572 22414	   	186.82	DCR|3VULN|3DUR|1CDMG|1ZMB	135DUR|2MBVNT|459VULN|5BPWR|6RCR|7LIT|8CDMG|aZMB
212	42211 33355	   	186.73	DCR|2DMG|1VULN|1AART|2DUR|1ZMB	12DMG|2BPWR|3CGEN|4ZMB|5LHND|69DUR|7RCR|8AART|aVULN
213	33262 28344	   	186.70	DCR|3DMG|1VULN|1AART|1DUR	1DUST|2MBVNT|359DMG|45CGEN|5BPWR|6VULN|7RCR|8DUR|aAART
214	53211 42387	   	186.70	DCR|3DMG|1VULN|1AART|1DUR	1DUR|2MBVNT|358DMG|4VULN|6MULFIG|7RCR|9RMIN|aAART
215	12313 35313	   	186.63	DCR|3DMG|1VULN|1AART|1AAC|1ZMB	1AAC|2MSLFST|346DMG|5ZMB|7AELBLL|8RCR|9AART|aVULN
216	33242 28344	   	186.50	DCR|3DMG|1VULN|1AART|1DUR	1DUST|2MBVNT|359DMG|45TLV|5BPWR|6VULN|7RCR|8DUR|aAART
217	42264 11221	   	186.41	DCR|3DMG|1AART|1VULN|1DUR	125DMG|2BPWR|3CGEN|4AART|6DUR|7AME|8RCR|9RCVC|aVULN
218	13241 41623	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1AAC|2DUR|3SPLJET|4DMG|5MULFIG|6CDMG|7RCR|8aVULN|9ASPD
219	42164 11221	   	186.31	DCR|3DMG|1AART|1VULN|1DUR	125DMG|2BPWR|3TLV|4AART|6DUR|7AME|8RCR|9RCVC|aVULN
220	42264 13221	   	186.31	DCR|3DMG|1VULN|1AART|1DUR	125DMG|2BPWR|3CGEN|4AART|6DUR|7ERES|8RCR|9RCVC|aVULN
221	63215 31132	   	186.31	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2MSLFST|3CDMG|4MLV|56VULN|7ZMB|8RCR|9DMG|aASPD
222	63215 31136	 * 	186.31	DCR|2VULN|1MDPS|1DMG|1NUKE|1CDMG|1ZMB	1MDPS|2MSLFST|3CDMG|4MLV|56VULN|7ZMB|8RCR|9DMG|aNUKE
223	63262 31132	   	186.31	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2MSLFST|3CDMG|46VULN|5CGEN|7ZMB|8RCR|9DMG|aASPD
224	63262 31136	   	186.31	DCR|2VULN|1MDPS|1DMG|1NUKE|1CDMG|1ZMB	1MDPS|2MSLFST|3CDMG|46VULN|5CGEN|7ZMB|8RCR|9DMG|aNUKE
225	63451 32132	   	186.31	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2MSLFST|3ZMB|47VULN|5MLV|6CDMG|8RCR|9DMG|aASPD
226	63452 22132	   	186.31	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2MSLFST|3ZMB|47VULN|5CGEN|6CDMG|8RCR|9DMG|aASPD
227	53572 23144	   	186.24	DCR|2VULN|1AART|1DMG|3DUR	135DUR|2MBVNT|45VULN|5BPWR|6RCR|7DMG|8BEXP|9AART|aCGEN
228	42164 13221	   	186.21	DCR|3DMG|1AART|1VULN|1DUR	125DMG|2BPWR|3TLV|4AART|6DUR|7ERES|8RCR|9RCVC|aVULN
229	63263 31132	   	186.21	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1MDPS|2MSLFST|3CDMG|46VULN|5ERES|7ZMB|8RCR|9DMG|aASPD
230	63263 31136	   	186.21	DCR|2VULN|1MDPS|1DMG|1NUKE|1CDMG|1ZMB	1MDPS|2MSLFST|3CDMG|46VULN|5ERES|7ZMB|8RCR|9DMG|aNUKE
231	53171 44131	 * 	186.14	DCR|2VULN|3CDMG|1DMG|2DUR	18DUR|2MBVNT|38aCDMG|4CANARM|5LHND|68VULN|7RCR|8BPWR|9DMG
232	53572 23142	   	186.14	DCR|2VULN|1AART|1DMG|3DUR	135DUR|2MBVNT|45VULN|5BPWR|6RCR|7DMG|8BEXP|9AART|aTLV
233	53572 23143	   	186.14	DCR|2VULN|1AART|1DMG|3DUR	135DUR|2MBVNT|45VULN|5BPWR|6RCR|7DMG|8BEXP|9AART|aERES
234	53572 23341	   	186.14	DCR|2VULN|1AART|1DMG|3DUR	135DUR|2MBVNT|45VULN|5BPWR|6RCR|7DMG|8ERES|9AART|aLWND
235	53572 23342	   	186.14	DCR|2VULN|1AART|1DMG|3DUR	135DUR|2MBVNT|45VULN|5BPWR|6RCR|7DMG|8ERES|9AART|aLHND
236	53411 44422	   	185.98	DCR|2VULN|2ASPD|1CDMG|2DUR	1aDUR|2MBVNT|3BELT|4CDMG|5aVULN|6FEWX|7RCR|8LWND|9aASPD|aBPWR
237	53411 74422	   	185.98	DCR|2VULN|2ASPD|1CDMG|2DUR	1aDUR|2MBVNT|3BELT|4CDMG|5aVULN|6BEXP|7RCR|8LWND|9aASPD|aBPWR
238	25254 23212	   	185.78	DCR|3VULN|1AART|1DMG|1DUR	13MLV|236VULN|3BPWR|4DUR|5TLV|7LHND|8AART|9DMG|aRCR
239	53423 41168	   	185.75	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3BELT|4DMG|5VULN|6aASPD|7AME|8RCR|9AART
240	16343 25131	   	185.74	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	1AAC|2ZMB|38VULN|4RPLT|56DMG|7ASPD|9RCR|aAELBLL
241	16343 25133	   	185.74	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	1AAC|2ZMB|38VULN|4RPLT|56DMG|7ASPD|9RCR|aMLV
242	16351 25131	   	185.74	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	1AAC|2ZMB|38VULN|46DMG|5RPLT|7ASPD|9RCR|aAELBLL
243	16351 25133	   	185.74	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	1AAC|2ZMB|38VULN|46DMG|5RPLT|7ASPD|9RCR|aMLV
244	43341 25131	   	185.74	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	16DMG|2AAC|38VULN|4ZMB|5RPLT|7ASPD|9RCR|aAELBLL
245	43341 25133	   	185.74	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	16DMG|2AAC|38VULN|4ZMB|5RPLT|7ASPD|9RCR|aMLV
246	42615 13221	   	185.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3RMIN|4ZMB|5LWND|6LHND|7RCR|8CDMG|9ASPD|aVULN
247	42624 13221	   	185.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3RMIN|4BEXP|5ZMB|6LHND|7RCR|8CDMG|9ASPD|aVULN
248	42313 21143	 * 	185.69	DCR|2DMG|1AART|1ASPD|1CDMG|1DUR	12DMG|2BPWR|3DUR|4LIT|5LHND|6RCR|7VENFST|8AART|9CDMG|aASPD
249	16343 25132	   	185.64	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	1AAC|2ZMB|38VULN|4RPLT|56DMG|7ASPD|9RCR|aCANSTR
250	16351 25132	   	185.64	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	1AAC|2ZMB|38VULN|46DMG|5RPLT|7ASPD|9RCR|aCANSTR
251	43341 25132	   	185.64	DCR|2VULN|2DMG|1ASPD|1AAC|1ZMB	16DMG|2AAC|38VULN|4ZMB|5RPLT|7ASPD|9RCR|aCANSTR
252	63215 22126	 * 	185.62	DCR|1SPLARM|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1MDPS|2MSLFST|3CDMG|4MLV|57VULN|6DMG|8RCR|9SPLARM|aASPD
253	63262 22126	   	185.62	DCR|1SPLARM|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1MDPS|2MSLFST|3CDMG|47VULN|5CGEN|6DMG|8RCR|9SPLARM|aASPD
254	42111 63221	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3TLV|4ZMB|5LHND|6LWND|7RCR|8CDMG|9ASPD|aVULN
255	42115 13221	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3TLV|4ZMB|5LWND|6LHND|7RCR|8CDMG|9ASPD|aVULN
256	42124 13221	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3TLV|4BEXP|5ZMB|6LHND|7RCR|8CDMG|9ASPD|aVULN
257	42124 63221	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3TLV|4BEXP|5ZMB|6LWND|7RCR|8CDMG|9ASPD|aVULN
258	42611 33221	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3RMIN|4ZMB|5LHND|6DUST|7RCR|8CDMG|9ASPD|aVULN
259	42614 13221	   	185.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3RMIN|4ZMB|5DUST|6LHND|7RCR|8CDMG|9ASPD|aVULN
260	23541 14131	   	185.60	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC	17MLV|2CDMG|3MBVNT|47DMG|5AAC|67ASPD|7BPWR|8LHND|9RCR|aVULN
261	23541 14531	   	185.60	DCR|2DMG|2ASPD|1VULN|1CDMG|1AAC	17MLV|2CDMG|3MBVNT|47DMG|5AAC|67ASPD|7BPWR|8BEXP|9RCR|aVULN
262	42321 51221	   	185.59	DCR|3DMG|2VULN|1DUR	126DMG|2BPWR|3DUR|4DLOT|59RCVC|7aVULN|8RCR
263	16363 43113	   	185.57	DCR|4VULN|1DMG|1AAC|1ZMB	1AAC|2ZMB|348aVULN|5DMG|6CANARM|7RCR|9DUST
264	41411 53332	   	185.53	DCR|2VULN|2DMG|1AART|1DUR	15DMG|29BEXP|3DUR|46VULN|7LWND|8AART|aRCR
265	56211 51332	   	185.53	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2LWND|35DMG|46VULN|79BEXP|8AART|aRCR
266	63263 22126	   	185.52	DCR|1SPLARM|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1MDPS|2MSLFST|3CDMG|47VULN|5ERES|6DMG|8RCR|9SPLARM|aASPD
267	42111 33221	   	185.51	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3TLV|4ZMB|5LHND|6DUST|7RCR|8CDMG|9ASPD|aVULN
268	42114 13221	   	185.51	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3TLV|4ZMB|5DUST|6LHND|7RCR|8CDMG|9ASPD|aVULN
269	42114 63221	   	185.51	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3TLV|4ZMB|5DUST|6LWND|7RCR|8CDMG|9ASPD|aVULN
270	42144 13221	   	185.51	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12DMG|2BPWR|3TLV|4DUST|5ZMB|6LHND|7RCR|8CDMG|9ASPD|aVULN
271	42313 25163	 * 	185.51	DCR|2AART|2DMG|1ASPD|1DUR	12DMG|2BPWR|3DUR|4LIT|5LHND|6RCR|78AART|9FEWX|aASPD
272	12146 23163	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AAC|2MSLFST|3BEXP|4DMG|5ASPD|6AELBLL|7RCR|8aVULN|9AART
273	12146 33163	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AAC|2MSLFST|3BEXP|4DMG|5ASPD|6DMSP|7RCR|8aVULN|9AART
274	25113 55322	   	185.49	DCR|3VULN|2DMG|1DUR	1MLV|246VULN|3DUST|5LWND|7RCR|8DUR|9aDMG
275	36211 53411	   	185.43	DCR|2VULN|2DMG|1AART|1DUR	1DUST|2LWND|35DMG|46VULN|7LIT|8DUR|9AART|aRCR
276	33234 74572	   	185.40	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2MBVNT|3DMG|4ERES|5AART|6ASPD|7RCR|8AME|9aVULN
277	33171 44132	   	185.40	DCR|2VULN|2CDMG|1ASPD|1DMG	18DUST|2MBVNT|38CDMG|4CANARM|5LHND|68VULN|7RCR|8BPWR|9DMG|aASPD
278	33171 44137	   	185.40	DCR|2VULN|2CDMG|1DMG|1NUKE	18DUST|2MBVNT|38CDMG|4CANARM|5LHND|68VULN|7RCR|8BPWR|9DMG|aNUKE
279	33215 38348	   	185.39	DCR|3VULN|2DMG|1DUR	1DUST|2MBVNT|39DMG|46aVULN|5AME|7RCR|8DUR
280	33234 74872	   	185.30	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2MBVNT|3DMG|4ERES|5AART|6ASPD|7RCR|8TLV|9aVULN
281	55133 23151	   	185.29	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4LHND|56DMG|7RCR|8ASPD|9RCVC|aVULN
282	42236 43113	   	185.29	DCR|2VULN|2DMG|1AART|1DUR|1SELL	12DMG|2BPWR|34CGEN|5SELL|6AART|78VULN|9DUR|aRCR
283	42352 13134	   	185.29	DCR|3VULN|2DMG|1MDPS|1DUR	12DMG|2BPWR|3DUR|4MDPS|5DUST|6ERES|7RCR|89aVULN
284	45123 23151	   	185.23	DCR|2VULN|2DMG|1AART	15DMG|29VULN|3DUST|45LIT|5BPWR|6RCR|7AME|8AART|aRMIN
285	45123 23152	   	185.23	DCR|2VULN|2DMG|1AART	15DMG|29VULN|3DUST|45LIT|5BPWR|6RCR|7aAME|8AART
286	55123 23151	   	185.19	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2FEWX|3CDMG|4LEGI|56DMG|7RCR|8ASPD|9RCVC|aVULN
287	33772 23141	   	185.17	DCR|3VULN|1AART|1DMG	135DUST|2MBVNT|45aVULN|5BPWR|6RCR|7DMG|8FEWX|9AART
288	33772 26443	   	185.17	DCR|3VULN|1AART|1DMG	135DUST|2MBVNT|457VULN|5BPWR|6RCR|8AART|9LIT|aDMG
289	12313 11113	   	185.13	DCR|2VULN|2DMG|2DUR|1AAC|1ZMB	1AAC|2MSLFST|34DMG|5ZMB|6RCR|79DUR|8aVULN
290	45124 23132	   	185.13	DCR|2VULN|2DMG|1AART	1aDMG|25VULN|3DUST|4LIT|6RCR|7AME|8AART|9BEXP
291	45123 21336	   	185.13	DCR|2VULN|2DMG|1AART	15DMG|29VULN|3DUST|45LIT|5BPWR|6RCR|7TSLFST|8LHND|aAART
292	45123 22151	   	185.13	DCR|2VULN|2DMG|1AART	15DMG|29VULN|3DUST|45LIT|5BPWR|6RCR|7TLV|8AART|aRMIN
293	45123 22152	   	185.13	DCR|2VULN|2DMG|1AART	15DMG|29VULN|3DUST|45LIT|5BPWR|6RCR|7TLV|8AART|aAME
294	45123 22153	   	185.13	DCR|2VULN|2DMG|1AART	15DMG|29VULN|3DUST|45LIT|5BPWR|6RCR|7TLV|8AART|aFEWX
295	53231 33228	 * 	185.11	DCR|2DMG|1ASPD|1NUKE|1CDMG|2DUR	16DUR|2MBVNT|35DMG|4BEXP|7RCR|8CDMG|9ASPD|aNUKE
296	42313 21116	   	185.09	DCR|3DMG|1AART|1ASPD|1DUR	129DMG|2BPWR|3DUR|4LIT|5LHND|6RCR|7VENFST|8AART|aASPD
297	33472 28834	   	185.05	DCR|4VULN|1DMG|1DUR	15DUST|2MBVNT|3RCVC|4567VULN|5BPWR|8RCR|9DMG|aDUR
298	45124 21112	   	185.03	DCR|2VULN|2DMG|1AART	19DMG|25VULN|3DUST|4LIT|6RCR|7TSLFST|8AART|aAME
299	45124 21132	   	185.03	DCR|2VULN|2DMG|1AART	1aDMG|25VULN|3DUST|4LIT|6RCR|7TSLFST|8AART|9LWND
300	45124 22132	   	185.03	DCR|2VULN|2DMG|1AART	1aDMG|25VULN|3DUST|4LIT|6RCR|7TLV|8AART|9BEXP
301	23521 83141	   	185.03	DCR|2VULN|2DMG|2CDMG	1MLV|2aCDMG|3MBVNT|4DUST|5LHND|6RCR|7aVULN|8ERES|9aDMG|aBPWR
302	23521 83341	   	185.03	DCR|2VULN|2DMG|2CDMG	1MLV|2aCDMG|3MBVNT|4DUST|5LHND|6RCR|7aVULN|8TLV|9aDMG|aBPWR
303	33138 83141	   	185.03	DCR|2VULN|2DMG|2CDMG	1DUST|2MBVNT|3aCDMG|4LHND|5AME|6RCR|7aVULN|8ERES|9aDMG|aBPWR
304	33138 83341	   	185.03	DCR|2VULN|2DMG|2CDMG	1DUST|2MBVNT|3aCDMG|4LHND|5AME|6RCR|7aVULN|8TLV|9aDMG|aBPWR
305	45623 23113	   	185.01	DCR|2DMG|1VULN|1AART|1ASPD	15DMG|2VULN|3BEXP|45LIT|5BPWR|6RCR|7AME|8AART|9RMIN|aASPD
306	45124 21113	   	184.93	DCR|2VULN|2DMG|1AART	19DMG|25VULN|3DUST|4LIT|6RCR|7TSLFST|8AART|aERES
307	45124 21122	   	184.93	DCR|2VULN|2DMG|1AART	1aDMG|25VULN|3DUST|4LIT|6RCR|7TSLFST|8AART|9LEGI
308	53211 42366	   	184.91	DCR|3DMG|2VULN|1DUR	1DUR|2MBVNT|358DMG|4aVULN|6MULFIG|7RCR|9RCVC
309	45123 23113	   	184.91	DCR|2DMG|1VULN|1AART|1ASPD	15DMG|2VULN|3DUST|45LIT|5BPWR|6RCR|7AME|8AART|9RMIN|aASPD
310	45123 23214	   	184.91	DCR|2DMG|1AART|1VULN|1ASPD	15DMG|2VULN|3DUST|45LIT|5BPWR|6RCR|7AME|8MLV|9AART|aASPD
311	45623 22113	   	184.91	DCR|2DMG|1VULN|1AART|1ASPD	15DMG|2VULN|3BEXP|45LIT|5BPWR|6RCR|7TLV|8AART|9RMIN|aASPD
312	45623 23313	   	184.91	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	15DMG|2VULN|3BEXP|45LIT|5BPWR|6RCR|7AME|8AAC|9AART|aASPD
313	53443 14244	   	184.90	DCR|2DMG|2ASPD|1VULN|2DUR	1aDUR|2MBVNT|3BELT|4aASPD|5VULN|6DUST|7aDMG|8RCR|9RMIN|aBPWR
314	12311 11124	   	184.89	DCR|3DMG|1VULN|1ASPD|1AAC|1DUR	1AAC|2MSLFST|34aDMG|5ASPD|6RCR|7DUR|8VULN|9LIT
315	12311 11146	   	184.89	DCR|3DMG|1VULN|1ASPD|1AAC|1DUR	1AAC|2MSLFST|34aDMG|5ASPD|6RCR|7DUR|8VULN|9BEXP
