0	Index      	 *	Score 	Summary	Detail	
1	21334 24343	 * 	184.58	ACR|2VULN|3ZMB|1AART|1DMG|1CDMG	134ZMB|24DUST|4BPWR|5RCR|69VULN|7AART|8CDMG|aDMG
165	23253 31212	   	160.22	DCR|3VULN|1AART|2ZMB|1CDMG	13ZMB|2CDMG|456VULN|7LWND|8ERES|9AART|aRCR
166	23253 35112	   	160.22	DCR|3VULN|1AART|2ZMB|1CDMG	13ZMB|2CDMG|456VULN|7LHND|8TLV|9AART|aRCR
167	23253 35212	   	160.22	DCR|3VULN|1AART|2ZMB|1CDMG	13ZMB|2CDMG|456VULN|7LHND|8ERES|9AART|aRCR
168	24433 12212	   	160.15	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|4DLOT|57CDMG|68VULN|9DUST|aDMG
169	24433 12642	   	160.15	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|4DLOT|57CDMG|69VULN|8MBVNT|aDMG
170	62435 12123	   	159.92	DCR|3VULN|1AART|1DMG|1ASPD	146VULN|2LHND|3ERES|5DMG|7AART|8LWND|9ASPD|aRCR
171	63424 23212	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	17VULN|279TLV|3DUST|4LHND|57ZMB|6RCR|7BPWR|8DMG|aAART
172	63434 23212	   	159.88	DCR|2VULN|1AART|1DMG|2ZMB	17VULN|279TLV|3DUST|4FEWX|57ZMB|6RCR|7BPWR|8DMG|aAART
173	24125 15121	 * 	159.80	ACR|2VULN|1AART|3ASPD|2ZMB	13ZMB|239ASPD|3BPWR|4RCR|5LWND|68VULN|7AART|aLIT
174	24125 15122	   	159.80	ACR|2VULN|1AART|3ASPD|2ZMB	13ZMB|239ASPD|3BPWR|4RCR|5LWND|68VULN|7AART|aBEXP
175	24125 15123	   	159.80	ACR|2VULN|1AART|3ASPD|2ZMB	13ZMB|239ASPD|3BPWR|4RCR|5LWND|68VULN|7AART|aCGEN
176	24126 15121	   	159.80	ACR|2VULN|1AART|3ASPD|2ZMB	13ZMB|239ASPD|3BPWR|4RCR|5BEXP|68VULN|7AART|aLIT
177	24126 15122	   	159.80	ACR|2VULN|1AART|3ASPD|2ZMB	13ZMB|239ASPD|3BPWR|4RCR|5aBEXP|68VULN|7AART
178	24617 12243	   	159.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|4MBVNT|5CDMG|6RCR|7BEXP|8VULN|9AART|aDMG
179	21318 67133	   	159.70	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	13ZMB|2DUST|4MBVNT|5RCR|6CDMG|7DUR|8AART|9VULN|aDMG
180	24126 15123	   	159.70	ACR|2VULN|1AART|3ASPD|2ZMB	13ZMB|239ASPD|3BPWR|4RCR|5BEXP|68VULN|7AART|aDUST
181	23125 53641	 * 	159.65	DCR|3DMG|3ZMB|1CDMG	19aZMB|2CDMG|39aERES|4RPLT|59aDMG|6RCR|7MBVNT|8RMIN|9aBPWR
182	14417 12243	   	159.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3ZMB|4MBVNT|5CDMG|6RCR|7BEXP|8VULN|9AART|aDMG
183	24617 14243	   	159.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3MLV|4MBVNT|5CDMG|6RCR|7DUST|8VULN|9AART|aDMG
184	21318 24475	   	159.58	ACR|2DMG|3ZMB|1VULN|1CDMG	13aZMB|2aDUST|4MBVNT|5RCR|6VULN|7CDMG|8aDMG|9DMSP|aBPWR
185	26318 24443	   	159.58	ACR|2VULN|3ZMB|1DMG|1CDMG	139ZMB|2BEXP|4MBVNT|5RCR|6aVULN|7CDMG|8DMG
186	35318 24443	   	159.58	ACR|2VULN|3ZMB|1DMG|1CDMG	1BEXP|239ZMB|4MBVNT|5RCR|6aVULN|7CDMG|8DMG
187	55318 24443	   	159.58	ACR|2VULN|3ZMB|1DMG|1CDMG	1LWND|239ZMB|4MBVNT|5RCR|6aVULN|7CDMG|8DMG
188	14417 14243	   	159.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|2ASPD|3ZMB|4MBVNT|5CDMG|6RCR|7DUST|8VULN|9AART|aDMG
189	21318 24425	   	159.48	ACR|2DMG|3ZMB|1VULN|1CDMG	13aZMB|29aDUST|4MBVNT|5RCR|6VULN|7CDMG|8aDMG|aBPWR
190	23331 22615	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|368VULN|4AART|57LIT|9BELT|aRCR
191	23332 33312	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|78CGEN|9LWND|aRCR
192	23332 33342	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|78CGEN|9FEWX|aRCR
193	23332 33352	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|78CGEN|9BEXP|aRCR
194	23332 33512	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|7CGEN|8DMSP|9LWND|aRCR
195	23332 33542	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|7CGEN|8DMSP|9FEWX|aRCR
196	23332 33552	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|7CGEN|8DMSP|9BEXP|aRCR
197	23332 61312	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|357VULN|4AART|6DMSP|8CGEN|9LWND|aRCR
198	23332 61342	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|357VULN|4AART|6DMSP|8CGEN|9FEWX|aRCR
199	23332 61352	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|357VULN|4AART|6DMSP|8CGEN|9BEXP|aRCR
200	23332 61515	   	159.47	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|357VULN|4AART|6DMSP|8LIT|9BELT|aRCR
201	23213 23314	   	159.46	DCR|2DMG|3ZMB|1VULN|1CDMG	13aZMB|2CDMG|4aFEWX|5VULN|69BEXP|7aDMG|8RCR|aBPWR
202	23213 23364	   	159.46	DCR|2DMG|3ZMB|1VULN|1CDMG	13aZMB|2CDMG|4aFEWX|5VULN|6BEXP|7aDMG|8RCR|9DMSP|aBPWR
203	23332 34512	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|7ERES|8DMSP|9LWND|aRCR
204	23332 34542	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|7ERES|8DMSP|9FEWX|aRCR
205	23332 34552	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|7ERES|8DMSP|9BEXP|aRCR
206	23332 61112	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|357VULN|4AART|6DMSP|8TLV|9LWND|aRCR
207	23332 61142	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|357VULN|4AART|6DMSP|8TLV|9FEWX|aRCR
208	23332 61152	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|357VULN|4AART|6DMSP|8TLV|9BEXP|aRCR
209	23336 11512	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|367VULN|4AART|5ERES|8DMSP|9LWND|aRCR
210	23336 11542	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|367VULN|4AART|5ERES|8DMSP|9FEWX|aRCR
211	23336 11552	   	159.37	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|367VULN|4AART|5ERES|8DMSP|9BEXP|aRCR
212	23332 33412	   	159.27	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|7CGEN|89DUST|aRCR
213	23332 34112	   	159.27	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|78ERES|9LWND|aRCR
214	23332 34142	   	159.27	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|78ERES|9FEWX|aRCR
215	23332 34152	   	159.27	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|78ERES|9BEXP|aRCR
216	23336 11112	   	159.27	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|367VULN|4AART|58ERES|9LWND|aRCR
217	23336 11142	   	159.27	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|367VULN|4AART|58ERES|9FEWX|aRCR
218	23336 11152	   	159.27	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|367VULN|4AART|58ERES|9BEXP|aRCR
219	63321 23652	   	159.26	DCR|3VULN|1AART|1ZMB|1DUR	178VULN|27TLV|3ZMB|4DUST|57LWND|6RCR|7BPWR|9AART|aDUR
220	55318 24143	   	159.20	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1LWND|23ZMB|4MBVNT|5RCR|6VULN|7CDMG|8DUR|9AART|aDMG
221	23332 34412	   	159.17	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|356VULN|4AART|7ERES|89DUST|aRCR
222	23336 11412	   	159.17	DCR|3VULN|1AART|1CDMG|1ZMB	1ZMB|2CDMG|367VULN|4AART|5ERES|89DUST|aRCR
223	23336 61362	 * 	159.02	DCR|2AART|2VULN|2ZMB|1CDMG	19ZMB|2CDMG|37VULN|46AART|5ERES|8FEWX|aRCR
224	21334 13245	   	158.98	ACR|3ZMB|1AART|1DMG|1VULN|1DUR	134ZMB|246DUST|4BPWR|5RCR|7DMG|8DUR|9AART|aVULN
225	65314 43443	   	158.96	DCR|2DMG|3ZMB|1VULN|1CDMG	1VULN|235ZMB|4MBVNT|6CDMG|7RCVC|8aDMG|9RCR
226	65316 13443	   	158.96	DCR|2DMG|3ZMB|1VULN|1CDMG	1VULN|236ZMB|4MBVNT|5CDMG|7RCVC|8aDMG|9RCR
227	23336 61422	   	158.92	DCR|2AART|2VULN|2ZMB|1CDMG	19ZMB|2CDMG|37VULN|46AART|5ERES|8DUST|aRCR
228	63224 16123	 * 	158.91	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	18VULN|24TLV|34ASPD|4BPWR|5AART|6DUR|7DMG|9LEGI|aRCR
229	63254 11123	   	158.90	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	148VULN|2TLV|3ASPD|5AART|6DUR|7ZMB|9LEGI|aRCR
230	61133 23364	   	158.88	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1VULN|2BEXP|3LWND|4ASPD|5CDMG|67ZMB|8RCR|9AART|aDMG
231	61133 21366	   	158.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	1aVULN|2BEXP|3aLWND|4ASPD|5CDMG|6aZMB|7RCVC|8RCR|9AART|aBPWR
232	21251 33364	   	158.78	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	17ZMB|2DUST|3ASPD|4VULN|5LWND|6CDMG|8RCR|9AART|aDMG
233	23252 23314	   	158.57	DCR|2VULN|3ZMB|1CDMG|2DUR|1ASPD	13aZMB|2CDMG|4aVULN|5ASPD|69BEXP|7aDUR|8RCR|aBPWR
234	65318 34123	 * 	158.28	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR	19VULN|23ZMB|4MBVNT|5RCR|68DUR|7CDMG|aDMG
235	11355 13235	   	158.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2DUST|3ZMB|4VULN|56DMG|7DUR|8RCR|9BEXP|aAART
236	63325 13235	   	158.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2TLV|3ZMB|4DUST|56DMG|7DUR|8RCR|9BEXP|aAART
237	23335 41116	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|56RPLT|7RCR|9FEWX|aASPD
238	23335 41123	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|56RPLT|7RCR|9ASPD|aCGEN
239	23335 41125	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|56RPLT|7RCR|9ASPD|aBEXP
240	23335 41126	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|56RPLT|7RCR|9ASPD|aLIT
241	23335 41136	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|56RPLT|7RCR|9LHND|aASPD
242	23335 41161	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|38VULN|4AART|56RPLT|7RCR|9CGEN|aDUR
243	23335 61116	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9FEWX|aASPD
244	23335 61123	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9ASPD|aCGEN
245	23335 61125	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9ASPD|aBEXP
246	23335 61126	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9ASPD|aLIT
247	23335 61136	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9LHND|aASPD
248	23335 61161	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9CGEN|aDUR
249	23461 33334	 * 	157.94	DCR|2VULN|3ZMB|2CDMG|2DUR	17aZMB|2aCDMG|3FEWX|49DUR|5RMIN|6aVULN|8RCR|aBPWR
250	23621 33434	   	157.94	DCR|2VULN|3ZMB|2CDMG|2DUR	17aZMB|2aCDMG|39DUR|4LHND|5RMIN|6aVULN|8RCR|aBPWR
251	23335 41124	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|56RPLT|7RCR|9ASPD|aDUST
252	23335 41151	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|38VULN|4AART|56RPLT|7RCR|9ERES|aDUR
253	23335 61124	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2CDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9ASPD|aDUST
254	23335 61151	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9ERES|aDUR
255	21334 24116	   	157.81	ACR|2VULN|3ZMB|1AART|1DUR	134ZMB|24DUST|4BPWR|5RCR|6aVULN|7AART|8DUR|9LWND
256	24422 33342	   	157.77	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|4MGNSTR|5FEWX|6CDMG|78DMG|9AART|aLHND
257	24422 33343	   	157.77	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|4MGNSTR|5aFEWX|6CDMG|78DMG|9AART
258	24453 33211	   	157.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|48VULN|5BEXP|6CDMG|7CGEN|9AART|aMLV
259	24453 33213	   	157.77	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|48VULN|5BEXP|6CDMG|7CGEN|9AART|aBELT
260	22231 25511	   	157.75	DCR|3ZMB|1AART|1VULN|1CDMG|1DUR	168ZMB|2BELT|3RMIN|4AART|5DUR|7RCR|9VULN|aCDMG
261	23335 31525	   	157.75	DCR|3ZMB|1AART|1VULN|1CDMG|1DUR	16aZMB|2CDMG|3VULN|4AART|5RPLT|7RCR|8DUR|9CGEN
262	23335 31625	   	157.75	DCR|3ZMB|1AART|1VULN|1CDMG|1ASPD	16aZMB|2CDMG|3VULN|4AART|5RPLT|7RCR|8ASPD|9LWND
263	21334 24225	   	157.71	ACR|2VULN|3ZMB|1AART|1ASPD	134ZMB|249DUST|4BPWR|5RCR|6aVULN|7AART|8ASPD
264	24422 33341	   	157.67	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|4MGNSTR|5FEWX|6CDMG|78DMG|9AART|aNUKE
265	24452 33211	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|48VULN|5DUST|6CDMG|7CGEN|9AART|aMLV
266	24452 33213	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|48VULN|5DUST|6CDMG|7CGEN|9AART|aBELT
267	24453 33212	   	157.67	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|48VULN|5BEXP|6CDMG|7CGEN|9AART|aERES
268	23335 31515	   	157.65	DCR|3ZMB|1AART|1VULN|1CDMG|1DUR	16aZMB|2CDMG|3VULN|4AART|5RPLT|7RCR|8DUR|9TLV
269	24412 15331	   	157.64	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD|1SELL	16ZMB|2ASPD|3RCR|4SELL|5CGEN|7CDMG|8aVULN|9DMG
270	65314 26214	   	157.60	DCR|4VULN|3ZMB	169aVULN|235ZMB|4MBVNT|7RCR|8BEXP
271	65314 26414	   	157.60	DCR|4VULN|3ZMB	169aVULN|235ZMB|4MBVNT|7RCR|8FEWX
272	24452 33212	   	157.57	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|48VULN|5DUST|6CDMG|7CGEN|9AART|aERES
273	24125 21135	   	157.57	ACR|1AART|1DMG|1VULN|2ZMB|2ASPD	13ZMB|23ASPD|3BPWR|4RCR|5LWND|6BELT|7RCVC|8AART|9VULN|aDMG
274	24126 21135	   	157.57	ACR|1AART|1VULN|1DMG|2ZMB|2ASPD	13ZMB|23ASPD|3BPWR|4RCR|5BEXP|6BELT|7RCVC|8AART|9VULN|aDMG
275	23253 36241	   	157.56	DCR|4VULN|2ZMB|1CDMG|1ASPD	13ZMB|2CDMG|4567VULN|8ASPD|9LIT|aRCR
276	24412 32332	 * 	157.53	ACR|2DMG|1AART|1FLTHEA|1ZMB|1ASPD|1SELL	1ZMB|2ASPD|3RCR|4SELL|5CGEN|6FLTHEA|7LWND|8aDMG|9AART
277	65314 26114	   	157.50	DCR|4VULN|3ZMB	169aVULN|235ZMB|4MBVNT|7RCR|8LEGI
278	65314 26314	   	157.50	DCR|4VULN|3ZMB	169aVULN|235ZMB|4MBVNT|7RCR|8DUST
279	23361 35334	 * 	157.47	DCR|3VULN|3DUR|2ZMB|1CDMG	1aZMB|2CDMG|36aVULN|49aDUR|5RMIN|7LEGI|8RCR|aBPWR
280	21336 24134	   	157.46	DCR|3ZMB|1AART|1DMG|1VULN|1DUR	134ZMB|24DUST|4BPWR|5FEWX|6VULN|7AART|8DUR|9RCR|aDMG
281	24415 32332	 * 	157.43	ACR|2DMG|1AART|1FLTHEA|1ZMB|1ASPD|1SELL	1ZMB|2ASPD|3RCR|4SELL|5ERES|6FLTHEA|7LWND|8aDMG|9AART
282	23335 41115	   	157.33	DCR|2VULN|1AART|2CDMG|1ZMB	1ZMB|2aCDMG|38VULN|4AART|56RPLT|7RCR|9FEWX
283	23335 41135	   	157.33	DCR|2VULN|1AART|2CDMG|1ZMB	1ZMB|2aCDMG|38VULN|4AART|56RPLT|7RCR|9LHND
284	23335 61115	   	157.33	DCR|2VULN|1AART|2CDMG|1ZMB	1ZMB|2aCDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9FEWX
285	23335 61135	   	157.33	DCR|2VULN|1AART|2CDMG|1ZMB	1ZMB|2aCDMG|38VULN|4AART|5RPLT|6DMSP|7RCR|9LHND
286	61534 23233	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1VULN|2BEXP|3RMIN|4FEWX|5ZMB|6RCR|7LSRHEA|8AART|9aDMG
287	61133 21364	   	157.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VULN|2BEXP|3LWND|4ASPD|5CDMG|6ZMB|7RCVC|8RCR|9AART|aDMG
288	26413 23233	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1ZMB|2BEXP|3DUST|4RMIN|5VULN|6RCR|7LSRHEA|8AART|9aDMG
289	35413 23233	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|2ZMB|3DUST|4RMIN|5VULN|6RCR|7LSRHEA|8AART|9aDMG
290	45413 23233	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1FEWX|2ZMB|3DUST|4RMIN|5VULN|6RCR|7LSRHEA|8AART|9aDMG
291	21251 31364	   	157.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2DUST|3ASPD|4VULN|5LWND|6CDMG|7RCVC|8RCR|9AART|aDMG
292	65318 14313	 * 	156.96	ACR|2DMG|1AART|1VULN|2ZMB|1SELL	1VULN|23ZMB|4MBVNT|5RCR|67DMG|8SELL|9RCVC|aAART
293	45318 23142	   	156.92	ACR|2VULN|2DMG|2ZMB|1DUR	1FEWX|23ZMB|4MBVNT|5RCR|69VULN|7aDMG|8DUR
294	65318 21132	   	156.92	ACR|2VULN|2DMG|2ZMB|1DUR	16VULN|23ZMB|4MBVNT|5RCR|7FEWX|8DUR|9aDMG
295	24161 31112	 * 	156.91	2VULN|2DMG|1AART|3ASPD|2ZMB|1CDMG|1DUR	13ZMB|23aASPD|3aBPWR|4LIT|5CDMG|6aDMG|7AART|8DUR|9aVULN
296	65318 12142	   	156.82	ACR|2VULN|2DMG|2ZMB|1DUR	19VULN|23ZMB|4MBVNT|5RCR|6aDMG|7DUST|8DUR
297	65318 24132	   	156.82	ACR|2VULN|2DMG|2ZMB|1DUR	16VULN|23ZMB|4MBVNT|5RCR|7DUST|8DUR|9aDMG
298	21318 13237	   	156.82	ACR|2VULN|2DMG|2ZMB|1ASPD	13ZMB|2DUST|4MBVNT|5RCR|68DMG|79VULN|aASPD
299	21318 13142	   	156.82	ACR|2VULN|2DMG|2ZMB|1DUR	13ZMB|2DUST|4MBVNT|5RCR|6aDMG|79VULN|8DUR
300	65314 24441	   	156.76	DCR|2VULN|3ZMB|1DMG|1CDMG	16VULN|235ZMB|4MBVNT|7CDMG|8DMG|9RCR|aRMIN
301	65314 24442	   	156.76	DCR|2VULN|3ZMB|1DMG|1CDMG	16VULN|235ZMB|4MBVNT|7CDMG|8DMG|9RCR|aLIT
302	65314 24444	   	156.76	DCR|2VULN|3ZMB|1DMG|1CDMG	16VULN|235ZMB|4MBVNT|7CDMG|8DMG|9RCR|aBELT
303	65314 24446	   	156.76	DCR|2VULN|3ZMB|1DMG|1CDMG	16VULN|235ZMB|4MBVNT|7CDMG|8DMG|9RCR|aLHND
304	65314 24447	   	156.76	DCR|2VULN|3ZMB|1DMG|1CDMG	16VULN|235ZMB|4MBVNT|7CDMG|8DMG|9RCR|aLWND
305	65314 24448	   	156.76	DCR|2VULN|3ZMB|1DMG|1CDMG	16VULN|235ZMB|4MBVNT|7CDMG|8DMG|9RCR|aFEWX
306	45314 24173	   	156.76	DCR|2VULN|3ZMB|1DMG|1CDMG	1FEWX|235ZMB|4MBVNT|6aVULN|7DMG|8CDMG|9RCR
307	55318 24214	   	156.73	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1LWND|23ZMB|4MBVNT|5RCR|68VULN|7CDMG|9AART|aDUR
308	21314 24173	   	156.66	DCR|2VULN|3ZMB|1DMG|1CDMG	135ZMB|2DUST|4MBVNT|6aVULN|7DMG|8CDMG|9RCR
309	65314 14173	   	156.66	DCR|2VULN|3ZMB|1DMG|1CDMG	1aVULN|235ZMB|4MBVNT|6DUST|7DMG|8CDMG|9RCR
310	22635 27443	   	156.63	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2BELT|3MBVNT|4aRCVC|5RCR|67VULN|8DMG|9AART
311	65353 21232	   	156.60	DCR|2VULN|2DMG|2ZMB|1DUR	16VULN|23ZMB|4DUR|5BEXP|7FEWX|8RCR|9aDMG
312	65363 23232	   	156.60	DCR|2VULN|2DMG|2ZMB|1DUR	16VULN|23ZMB|4LWND|5BEXP|7DUR|8RCR|9aDMG
313	23234 54322	   	156.45	DCR|3ZMB|1AART|1VULN|1CDMG|1ASPD	135ZMB|2CDMG|4DLOT|6RCR|7VULN|8CGEN|9ASPD|aAART
314	23142 51633	   	156.38	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	18ZMB|2CDMG|3ERES|4DMG|5AART|6ASPD|7VULN|9LIT|aRCR
315	23142 54112	 * 	156.37	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1ZMB|28CDMG|3ERES|49DMG|5AART|6ASPD|7BELT|aRCR
316	24433 16133	   	156.22	ACR|3VULN|1CDMG|1ZMB|1ASPD|1DUR|1SELL	1ZMB|2ASPD|3RCR|4DLOT|5CDMG|689VULN|7SELL|aDUR
317	23335 31112	   	156.17	DCR|2VULN|1AART|2ZMB|1CDMG	16ZMB|2CDMG|38VULN|4AART|5RPLT|7RCR|9FEWX|aRCVC
318	22132 66531	 * 	156.13	DCR|2VULN|1DMG|3DUR|2ZMB	18ZMB|2BELT|3DUST|4RCVC|589DUR|6RCR|78VULN|8BPWR|aDMG
319	32324 61326	   	156.13	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|2LHND|3DUST|4LIT|5ZMB|6RCR|7VULN|89DMG|aAART
320	21318 14288	 * 	156.10	ACR|2DMG|1AART|1VULN|2ZMB	13ZMB|2DUST|4MBVNT|5RCR|68DMG|7BEXP|9AART|aVULN
321	63321 23212	   	156.03	DCR|2VULN|1AART|1DMG|1ZMB	17VULN|279TLV|3ZMB|4DUST|57LWND|6RCR|7BPWR|8DMG|aAART
322	23321 31466	   	155.98	DCR|2VULN|1AART|2CDMG|2ZMB	1aZMB|2aCDMG|36VULN|4LHND|5RMIN|7aBEXP|8RCR|9AART|aBPWR
323	63344 23212	   	155.93	DCR|2VULN|1AART|1DMG|1ZMB	17VULN|279TLV|3ZMB|4LWND|57DUST|6RCR|7BPWR|8DMG|aAART
324	24433 16131	   	155.89	ACR|3VULN|2ASPD|1CDMG|1ZMB|1SELL	1ZMB|2aASPD|3RCR|4DLOT|5CDMG|689VULN|7SELL
325	65231 63122	   	155.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|2ZMB|3ASPD|4DLOT|5LWND|6AART|8RMIN|9DMG|aRCR
326	24443 12232	   	155.84	ACR|3DMG|1VULN|1ZMB|1ASPD	1ZMB|2ASPD|3RCR|4LWND|5TLV|68aDMG|7DUST|9VULN
