0	Index      	 *	Score 	Summary	Detail	
1	31231 51652	 * 	194.91	ACR|2AART|2DMG|1VULN|2CDMG|2ZMB	19CDMG|2DUST|3RCR|49DMG|58AART|6MBVNT|79ZMB|9BPWR|aVULN
159	52513 31233	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	18BEXP|23aVULN|4CDMG|5DMG|6AART|7RCR|9DUST
160	52513 31422	   	174.43	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|239VULN|4CDMG|5DMG|6AART|7RCR|8RMIN|aTLV
161	36323 31311	   	174.43	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	19CDMG|2AART|3MLV|49VULN|5DMG|6TLV|7RCR|89DUST|9BPWR|aDUR
162	21423 25141	   	174.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|47VULN|5DMG|6ASPD|8ZMB|9RCR|aBELT
163	21423 25143	   	174.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|47VULN|5DMG|6ASPD|8ZMB|9RCR|aFEWX
164	36323 25141	   	174.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|3MLV|47VULN|5DMG|6ASPD|8ZMB|9RCR|aBELT
165	36323 25142	   	174.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|3MLV|47VULN|5DMG|6ASPD|8ZMB|9RCR|aCGEN
166	36323 25143	   	174.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|3MLV|47VULN|5DMG|6ASPD|8ZMB|9RCR|aFEWX
167	36423 31311	   	174.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	19CDMG|2AART|3ERES|49VULN|5DMG|6TLV|7RCR|89DUST|9BPWR|aDUR
168	21423 25142	   	174.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|47VULN|5DMG|6ASPD|8ZMB|9RCR|aERES
169	42513 32122	   	174.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|239VULN|4CDMG|5DMG|6AART|7BEXP|8CGEN|aRCR
170	42513 32522	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|238VULN|4CDMG|5DMG|6AART|7BEXP|9TLV|aRCR
171	31231 43434	   	174.00	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8RMIN|9DUR|aZMB
172	31231 43531	   	174.00	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9DUR|aLIT
173	31231 43536	   	174.00	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9DUR|aCGEN
174	31231 43533	   	173.90	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8ZMB|9DUR|aERES
175	31231 55443	   	173.90	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|3RCR|4DMG|57AART|6MBVNT|8ASPD|9ZMB|aVULN
176	21232 53324	 * 	173.83	DCR|2VULN|1AART|2FLTHEA|2ZMB|1CDMG	1aCGEN|2AART|37ZMB|4aFLTHEA|5CDMG|6BEXP|8RCR|9aVULN|aBPWR
177	21232 33324	   	173.73	DCR|2VULN|1AART|2FLTHEA|2ZMB|1CDMG	1aCGEN|2AART|37ZMB|4aFLTHEA|5CDMG|6DUST|8RCR|9aVULN|aBPWR
178	31231 43233	   	173.64	ACR|2VULN|2AART|1DMG|1CDMG	1CDMG|2DUST|3RCR|4DMG|56AART|7aVULN|89BEXP
179	31231 43254	   	173.64	ACR|2VULN|2AART|1DMG|1CDMG	1CDMG|2DUST|3RCR|4DMG|56AART|7aVULN|8BEXP|9FEWX
180	36423 31216	 * 	173.63	DCR|2VULN|1AART|3CDMG|1DMG	19aCDMG|2AART|3ERES|49VULN|5DMG|6TLV|7RCR|89BEXP|9BPWR
181	21423 31315	   	173.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19CGEN|2AART|3CDMG|49VULN|5DMG|6TLV|7RCR|89DUR|9BPWR|aMLV
182	31231 43313	   	173.54	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|28DUST|3RCR|4DMG|56AART|7aVULN|9LHND
183	31231 43343	   	173.54	ACR|2VULN|2AART|1DMG|1CDMG	1CDMG|28DUST|3RCR|4DMG|56AART|7aVULN|9FEWX
184	31231 43355	   	173.54	ACR|2VULN|2AART|1DMG|1CDMG	1CDMG|28DUST|3RCR|4DMG|56AART|7aVULN|9RCVC
185	31231 55451	   	173.54	ACR|2AART|2DMG|2CDMG|2ASPD	19CDMG|2DUST|3RCR|49DMG|57AART|6MBVNT|89ASPD|9BPWR|aRCVC
186	31231 55453	   	173.54	ACR|2AART|2DMG|2CDMG|2ASPD	19CDMG|2DUST|3RCR|49DMG|57AART|6MBVNT|89ASPD|9BPWR|aBEXP
187	31231 55454	   	173.54	ACR|2AART|2DMG|2CDMG|2ASPD	19CDMG|2DUST|3RCR|49DMG|57AART|6MBVNT|89ASPD|9BPWR|aLHND
188	21423 31312	   	173.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19CGEN|2AART|3CDMG|49VULN|5DMG|6TLV|7RCR|89DUR|9BPWR|aDUST
189	21423 31313	   	173.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19CGEN|2AART|3CDMG|49VULN|5DMG|6TLV|7RCR|89DUR|9BPWR|aERES
190	36423 31316	   	173.43	DCR|2VULN|1AART|3CDMG|1DMG	19aCDMG|2AART|3ERES|49VULN|5DMG|6TLV|7RCR|89DUST|9BPWR
191	31231 21532	   	173.37	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	19CDMG|2DUST|3RCR|4DMG|58AART|6FEWX|7ZMB|aVULN
192	31231 42532	   	173.37	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	19CDMG|2DUST|3RCR|4DMG|56AART|7BEXP|8ZMB|aVULN
193	31231 24532	   	173.37	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	19CDMG|2DUST|3RCR|4DMG|57AART|6FEWX|8ZMB|aVULN
194	52513 25332	   	173.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1BEXP|23VULN|49CDMG|5DMG|6RCR|7LIT|8AART|aDUR
195	31231 51682	   	173.27	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB	19CDMG|2DUST|3RCR|4DMG|58AART|6MBVNT|7ZMB|aVULN
196	31231 21241	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6FEWX|7ZMB|8LWND|9aVULN
197	31231 21341	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6FEWX|7ZMB|8LHND|9aVULN
198	31231 21611	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6FEWX|7ZMB|8aVULN|9LWND
199	31231 21641	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6FEWX|7ZMB|89VULN|aLIT
200	31231 21646	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6FEWX|7ZMB|89VULN|aCGEN
201	31231 16332	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6RPLT|7LIT|8aVULN|9ZMB
202	31231 26244	   	173.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6FEWX|7MLV|89VULN|aZMB
203	26313 24314	   	173.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19CGEN|2aVULN|39MLV|4CDMG|5DMG|6RCR|7AART|89DUR|9BPWR
204	31231 21643	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6FEWX|7ZMB|89VULN|aERES
205	31231 23851	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6FEWX|7MBVNT|8ZMB|9aVULN
206	31231 51211	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|7ZMB|8aVULN|9LWND
207	31231 51231	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|7ZMB|8aVULN|9FEWX
208	31231 51251	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|7ZMB|89VULN|aLIT
209	31231 51254	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|7ZMB|89VULN|aCGEN
210	31231 51258	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|7ZMB|89VULN|aLHND
211	31231 51281	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|7ZMB|8aVULN|9BEXP
212	31231 51851	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|7ZMB|8FEWX|9aVULN
213	31231 57245	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|7MLV|8aVULN|9ZMB
214	31231 58245	   	173.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|7CGEN|8aVULN|9ZMB
215	21423 51311	   	173.08	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9LHND|aDUR
216	21423 51326	   	173.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9MLV|aDUR
217	21423 51341	   	173.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9FEWX|aDUR
218	21332 52611	 * 	173.01	ACR|3VULN|3AART|1CDMG	1CGEN|236AART|4RCR|5LWND|79aVULN|8CDMG
219	31231 51253	   	173.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|7ZMB|89VULN|aERES
220	21423 51331	   	172.98	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|28AART|3CDMG|4VULN|5DMG|6ZMB|7RCR|9DUST|aDUR
221	31231 61635	   	172.95	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1CDMG|2DUST|3RCR|4DMG|5AART|6SELL|79VULN|8LIT|aZMB
222	42513 24231	   	172.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|23VULN|4CDMG|5DMG|6RCR|7AART|89BEXP
223	31231 51245	   	172.90	ACR|3ZMB|1AART|1VULN|1DMG|1CDMG	1CDMG|2DUST|3RCR|4DMG|5AART|6MBVNT|79aZMB|8VULN
224	36323 53614	   	172.78	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD	1CDMG|2AART|3MLV|4VULN|5DMG|6ZMB|7MBVNT|8RCR|9FLTHEA|aASPD
225	65513 23112	   	172.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1LHND|23VULN|4CDMG|5DMG|6RCR|7RCVC|8ASPD|9DUR|aAART
226	31252 25532	 * 	172.75	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1CDMG|2DUST|3RCR|47VULN|58ASPD|6LHND|9DMG|aAART
227	36146 23131	   	172.72	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|2aAART|34LIT|56DMG|7RCR|8MLV|9VULN
228	42513 31612	   	172.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|23VULN|4CDMG|5DMG|6AART|7RCR|8RPLT|9SNIHEL|aASPD
229	36146 23231	   	172.62	DCR|2AART|2DMG|1VULN|1CDMG	1CDMG|2aAART|34LIT|56DMG|7RCR|8ERES|9VULN
230	21143 65212	   	172.62	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2AART|3FEWX|478VULN|5DMG|6RCR|9DUR|aBEXP
231	21143 65213	   	172.62	DCR|3VULN|1AART|1DMG|1DUR	1CGEN|2AART|3FEWX|478VULN|5DMG|6RCR|9DUR|aRCVC
232	21425 21311	 * 	172.49	DCR|3VULN|3AART|1CDMG	1CGEN|258AART|3CDMG|49aVULN|6MBVNT|7RCR
233	21423 51316	   	172.45	DCR|2AART|1DMG|2CDMG|1VULN|1ZMB	1CGEN|28AART|3aCDMG|4VULN|5DMG|6ZMB|7RCR|9LHND
234	31234 25612	   	172.45	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	18CDMG|2DUST|3RCR|4DMG|57VULN|6LHND|9ASPD|aAART
235	42633 42131	 * 	172.41	DCR|3VULN|1DMG|2ASPD|1CDMG|2DUR	14DUR|256VULN|35ASPD|5BPWR|7LIT|8RCR|9CDMG|aDMG
236	21232 12224	   	172.38	DCR|2VULN|1AART|2FLTHEA|1CDMG|1ZMB	1aCGEN|2AART|3ZMB|4aFLTHEA|5CDMG|6FEWX|7RCR|8RCVC|9aVULN|aBPWR
237	21232 12424	   	172.38	DCR|2VULN|1AART|2FLTHEA|1CDMG|1ZMB	18aCGEN|2AART|3ZMB|4aFLTHEA|5CDMG|6FEWX|7RCR|9aVULN|aBPWR
238	42513 23234	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|239aVULN|4CDMG|5DMG|6RCR|7RCVC|8CGEN
239	52513 21335	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	1BEXP|239aVULN|4CDMG|5DMG|6RCR|7RMIN|8DUR
240	21423 51336	   	172.35	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	1CGEN|28AART|3aCDMG|4VULN|5DMG|6ZMB|7RCR|9DUST
241	23413 35413	   	172.33	DCR|3VULN|1AART|1DMG|1CDMG	19CGEN|2MLV|39BEXP|4CDMG|5DMG|6AART|79aVULN|8RCR|9BPWR
242	21423 51113	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18CGEN|2AART|3CDMG|4aVULN|5DMG|6ZMB|7RCR|9LHND
243	21423 51143	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18CGEN|2AART|3CDMG|4aVULN|5DMG|6ZMB|7RCR|9FEWX
244	21423 51233	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4aVULN|5DMG|6ZMB|7RCR|8LHND|9RCVC
245	21423 51243	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	19CGEN|2AART|3CDMG|4aVULN|5DMG|6ZMB|7RCR|8LHND
246	21423 51253	   	172.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4aVULN|5DMG|6ZMB|7RCR|89LHND
247	36323 32411	   	172.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	19CDMG|2AART|3MLV|49VULN|5DMG|6TLV|79BEXP|8RCR|9BPWR|aDUR
248	36323 36411	   	172.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	19CDMG|2AART|3MLV|49VULN|5DMG|6TLV|79LWND|8RCR|9BPWR|aDUR
249	21423 51133	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	18CGEN|2AART|3CDMG|4aVULN|5DMG|6ZMB|7RCR|9DUST
250	21423 51224	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4aVULN|5DMG|6ZMB|7RCR|8LHND|9DUST
251	36323 51224	   	172.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3MLV|4aVULN|5DMG|6ZMB|7RCR|8BEXP|9DUST
252	52513 32433	   	172.13	DCR|3VULN|1AART|1DMG|1CDMG	19BEXP|23aVULN|4CDMG|5DMG|6AART|7FEWX|8RCR
253	36423 32411	   	172.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	19CDMG|2AART|3ERES|49VULN|5DMG|6TLV|79BEXP|8RCR|9BPWR|aDUR
254	52513 24312	   	172.12	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|6RCR|78AART|9LHND|aCGEN
255	21423 51623	   	172.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|2AART|3CDMG|4aVULN|5DMG|6ZMB|7RCR|89DUST
256	36323 51323	   	172.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3MLV|4aVULN|5DMG|6ZMB|7RCR|89DUST
257	26613 24313	   	172.02	DCR|2VULN|2AART|1DMG|1CDMG	1CGEN|2aVULN|3DMG|4CDMG|5NUKE|6RCR|78AART|9LHND
258	52513 24321	   	172.02	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|6RCR|78AART|9TLV|aBELT
259	52513 24322	   	172.02	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|6RCR|78AART|9TLV|aCGEN
260	52513 24323	   	172.02	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|6RCR|78AART|9TLV|aFEWX
261	52513 24332	   	172.02	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|6RCR|78AART|9DUST|aCGEN
262	36423 51323	   	171.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2AART|3ERES|4aVULN|5DMG|6ZMB|7RCR|89DUST
263	26613 24333	   	171.92	DCR|2VULN|2AART|1DMG|1CDMG	1CGEN|2aVULN|3DMG|4CDMG|5NUKE|6RCR|78AART|9DUST
264	31231 61552	   	171.89	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD|1SELL	1CDMG|2DUST|3RCR|4DMG|5AART|6SELL|7VULN|8DUR|9FLTHEA|aASPD
265	26314 43122	   	171.89	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	1CGEN|268VULN|3MLV|4CDMG|5SELL|7RCR|9DMG|aAART
266	36111 25325	 * 	171.78	DCR|3DMG|1AART|2CDMG|1ZMB	1aCDMG|2AART|3LIT|4aTLV|5LHND|6ZMB|79aDMG|8RCR|aBPWR
267	31261 64113	 * 	171.71	ACR|3VULN|1DMG|2CDMG|2ASPD	17CDMG|2DUST|3RCR|4RPLT|57ASPD|678VULN|7BPWR|9LHND|aDMG
268	43632 15323	   	171.62	DCR|3DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2ZMB|347DMG|5RCVC|6LIT|8VULN|9RCR|aAART
269	42533 42111	   	171.60	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|45DMG|5BPWR|7LIT|8RCR|9CGEN|aRCVC
270	42533 42112	   	171.60	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|45DMG|5BPWR|7LIT|8RCR|9CGEN|aLHND
271	42533 42122	   	171.60	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|45DMG|5BPWR|7LIT|8RCR|9LWND|aBEXP
272	42533 42123	   	171.60	DCR|4VULN|2DMG|1DUR	1DUR|2356VULN|45DMG|5BPWR|7LIT|8RCR|9LWND|aCGEN
273	43632 22225	   	171.30	DCR|3VULN|2DMG|2DUR|1ZMB	1aDUR|2ZMB|34DMG|5RCVC|678VULN|9RCR
274	31234 33344	   	171.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4DMG|59VULN|6ERES|7FEWX|8AART|aZMB
275	26631 42222	   	171.27	DCR|3VULN|2DMG|1AART	1CGEN|278VULN|34DMG|56BEXP|9RCR|aAART
276	26632 32222	   	171.27	DCR|3VULN|2DMG|1AART	1CGEN|278VULN|34DMG|5RCVC|6BEXP|9RCR|aAART
277	43313 21433	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MLV|4CDMG|5aDMG|6RCR|7RMIN|89VULN
278	43333 21433	   	171.20	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3MLV|4aDMG|5CDMG|6RCR|7RMIN|89VULN
279	42513 21132	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUR|23VULN|4CDMG|5DMG|6RCR|7RMIN|8LHND|aAART
280	42513 26132	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUR|23VULN|4CDMG|5DMG|6RCR|7MLV|8LHND|aAART
281	42513 31231	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|23VULN|4CDMG|5DMG|6AART|7RCR|89BEXP
282	43413 21433	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3ERES|4CDMG|5aDMG|6RCR|7RMIN|89VULN
283	43433 21433	   	171.10	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3ERES|4aDMG|5CDMG|6RCR|7RMIN|89VULN
284	42513 23413	   	170.96	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|23VULN|4CDMG|59DMG|6RCR|7RCVC|8SELL|aZMB
285	31231 42524	   	170.91	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|2DUST|3RCR|4DMG|56AART|7BEXP|8aZMB|9VULN
286	31231 43514	   	170.91	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8aZMB|9BEXP
287	31231 43524	   	170.91	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|2DUST|3RCR|4DMG|56AART|7VULN|8aZMB|9FEWX
288	31231 51642	   	170.81	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|2DUST|3RCR|4DMG|58AART|6MBVNT|79ZMB|aVULN
289	31231 55642	   	170.81	ACR|2AART|1VULN|1DMG|2ZMB|1CDMG	1CDMG|2DUST|3RCR|4DMG|57AART|6MBVNT|89ZMB|aVULN
290	21335 24432	   	170.70	ACR|3AART|2VULN|1DMG|1DUR	1CGEN|237AART|4RCR|5FEWX|6DUR|89VULN|aDMG
291	21332 52432	   	170.70	ACR|3AART|2VULN|1DMG|1DUR	1CGEN|236AART|4RCR|5LWND|78VULN|9DUR|aDMG
292	36224 31236	   	170.64	ACR|2AART|2VULN|1DMG|1CDMG	1CDMG|26AART|3FEWX|4BELT|5RCR|7ERES|89VULN|aDMG
293	31331 41532	   	170.55	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	19CDMG|2DUST|3FEWX|4DMG|56AART|7RCR|8ZMB|aVULN
294	42513 23136	   	170.50	DCR|3VULN|1DMG|1CDMG|2DUR|1ASPD	1aDUR|239VULN|4CDMG|5DMG|6RCR|7RCVC|8ASPD
295	21232 65315	   	170.40	DCR|2DMG|1AART|1FLTHEA|1CDMG|1ZMB|1DUR	1CGEN|2AART|3ZMB|4FLTHEA|5CDMG|6RMIN|79DMG|8RCR|aDUR
296	52513 31312	   	170.32	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9LHND|aCGEN
297	52513 31342	   	170.32	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9FEWX|aCGEN
298	52513 31351	   	170.32	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9RCVC|aLWND
299	52513 31361	   	170.32	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9CGEN|aBELT
300	52513 31363	   	170.32	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9CGEN|aFEWX
301	31231 51457	   	170.24	ACR|2DMG|1AART|2CDMG|2ZMB|1DUR	19CDMG|28DUST|3RCR|49DMG|5AART|6MBVNT|79ZMB|9BPWR|aDUR
302	52513 31314	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9LHND|aERES
303	52513 31316	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9LHND|aDUST
304	52513 31321	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9TLV|aBELT
305	52513 31322	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9TLV|aCGEN
306	52513 31323	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9TLV|aFEWX
307	52513 31325	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9TLV|aLWND
308	52513 31332	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9DUST|aCGEN
309	52513 31352	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9RCVC|aDUST
310	52513 31353	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9RCVC|aERES
311	52513 31362	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9CGEN|aERES
312	31215 22526	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2DUST|3RCR|4BEXP|58DMG|6LHND|7VULN|9ZMB|aAART
313	31234 21526	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1CDMG|2DUST|3RCR|48DMG|5VULN|6LHND|7BEXP|9ZMB|aAART
314	33213 35416	   	170.13	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2RMIN|3MLV|4BEXP|5DMG|6AART|7aVULN|8RCR|9FLTHEA
315	21356 25313	   	170.12	DCR|2AART|2DMG|1VULN|1CDMG	1CGEN|23AART|4LSRHEA|5CDMG|6DUST|79DMG|8RCR|aVULN
316	52513 31334	   	170.12	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9DUST|aERES
317	52513 31336	   	170.12	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|23VULN|4CDMG|5DMG|68AART|7RCR|9aDUST
