0	Index      	 *	Score 	Summary	Detail	
1	11353 15264	 * 	206.95	DCR|3VULN|3DMG|1AART|2DUR	19aDMG|2ERES|369VULN|49DUR|5AART|7RCR|8MBVNT|9BPWR
157	34332 11653	   	179.32	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	14DUR|24CDMG|3DMSP|4BPWR|5FEWX|6RCR|7AART|89VULN|aDMG
158	13421 51431	   	179.17	DCR|3DMG|2VULN|1AART	138DMG|2FEWX|48VULN|578BEXP|6RCR|8BPWR|9AART|aDUST
159	16333 15261	   	179.17	DCR|3VULN|2DMG|1AART	19DMG|2CGEN|369VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR|aRPLT
160	41163 32431	   	179.09	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1AART|2FEWX|3DMG|4aVULN|59CDMG|6ZMB|7RCR|8LSRHEA
161	11333 15261	   	179.07	DCR|3VULN|2DMG|1AART	19DMG|2ERES|369VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR|aRPLT
162	11333 15265	   	179.07	DCR|3VULN|2DMG|1AART	19DMG|2ERES|369VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR|aRMIN
163	11333 15267	   	179.07	DCR|3VULN|2DMG|1AART	19DMG|2ERES|369VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR|aLIT
164	11333 45264	   	179.07	DCR|3DMG|2VULN|1AART	19aDMG|2ERES|39VULN|49BEXP|5AART|6DMSP|7RCR|8MBVNT|9BPWR
165	11333 55261	   	179.07	DCR|3DMG|2VULN|1AART	169DMG|2ERES|39VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR|aCGEN
166	11333 55262	   	179.07	DCR|3DMG|2VULN|1AART	169DMG|2ERES|39VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR|aRCVC
167	16333 15262	   	179.07	DCR|3VULN|2DMG|1AART	19DMG|2CGEN|369VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR|aTLV
168	42163 32431	   	178.99	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1AART|2DUST|3DMG|4aVULN|59CDMG|6ZMB|7RCR|8LSRHEA
169	11333 15262	   	178.97	DCR|3VULN|2DMG|1AART	19DMG|2ERES|369VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR|aTLV
170	11333 15266	   	178.97	DCR|3VULN|2DMG|1AART	19DMG|2aERES|369VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR
171	11333 15643	   	178.97	DCR|3DMG|2VULN|1AART	19aDMG|2ERES|36VULN|48BEXP|5AART|7RCR
172	11333 55263	   	178.97	DCR|3DMG|2VULN|1AART	169DMG|2aERES|39VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR
173	11333 55264	   	178.82	DCR|3DMG|2VULN|1AART|1SELL	169DMG|2ERES|39VULN|49BEXP|5AART|7RCR|8MBVNT|9BPWR|aSELL
174	42161 16221	   	178.76	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|2DUST|37DMG|46VULN|5ERES|8ASPD|9RCR|aZMB
175	13423 21515	   	178.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	13DMG|2FEWX|49VULN|5CDMG|6RMIN|7DUR|8RCR|aAART
176	13126 62116	   	178.57	DCR|3DMG|2VULN|1AART	179DMG|27FEWX|3MGNLIT|4DUST|57VULN|6RCR|7BPWR|8LWND|aAART
177	43213 22255	   	178.56	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD|1DUR	19AART|2ASPD|3LHND|4RCR|5CDMG|6aVULN|7DUR|8ZMB
178	43213 32355	   	178.56	ACR|2AART|2VULN|1CDMG|1ZMB|1ASPD|1DUR	17AART|2ASPD|3LHND|4RCR|5CDMG|6DUR|8ZMB|9aVULN
179	14531 42132	 * 	178.40	ACR|2VULN|2DMG|1AART|2CDMG	14DMG|24CDMG|3RMIN|4BPWR|5RCR|6RPLT|78VULN|9TLV|aAART
180	13421 52132	   	178.37	DCR|3VULN|2DMG|1AART	13DMG|2FEWX|478VULN|5BEXP|6RCR|9TLV|aAART
181	14531 21613	 * 	178.26	ACR|3DMG|1AART|1VULN|2CDMG	14aDMG|24CDMG|3RMIN|4BPWR|5RCR|6DUST|7AART|8VULN|9RCVC
182	13421 52413	   	177.96	DCR|3VULN|3DMG|1DUR	138DMG|2FEWX|478VULN|58BEXP|6RCR|8BPWR|9ERES|aDUR
183	16353 25332	   	177.86	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|2CGEN|3aVULN|4DUR|56AART|7RCR|8CDMG|9BELT
184	16333 25335	   	177.86	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|2CGEN|3aVULN|4BEXP|56AART|7RCR|8CDMG|9DUR
185	41111 11356	   	177.85	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2FEWX|3DMG|4RCR|5ERES|69aVULN|7DMSP|8CDMG
186	11353 25313	   	177.76	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1aDMG|2ERES|3VULN|4DUR|56AART|7RCR|8CDMG|9RCVC
187	11353 25316	   	177.76	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2ERES|3aVULN|4DUR|56AART|7RCR|8CDMG|9RCVC
188	11353 25325	   	177.76	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2ERES|3aVULN|4DUR|56AART|7RCR|8CDMG|9LWND
189	11353 25332	   	177.76	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2ERES|3aVULN|4DUR|56AART|7RCR|8CDMG|9BELT
190	11353 25351	   	177.76	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2ERES|39VULN|4DUR|56AART|7RCR|8CDMG|aCGEN
191	11333 25335	   	177.76	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2ERES|3aVULN|4BEXP|56AART|7RCR|8CDMG|9DUR
192	42111 11356	   	177.75	ACR|3VULN|1AART|1DMG|1CDMG	1AART|2DUST|3DMG|4RCR|5ERES|69aVULN|7DMSP|8CDMG
193	11353 25344	   	177.66	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1aDMG|2ERES|3VULN|4DUR|56AART|7RCR|8CDMG|9MBVNT
194	11353 25352	   	177.52	DCR|2AART|2VULN|1DMG|1CDMG|1DUR|1SELL	1DMG|2ERES|39VULN|4DUR|56AART|7RCR|8CDMG|aSELL
195	13421 54322	   	177.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	13DMG|2FEWX|4VULN|5BEXP|6RCR|7CDMG|8DUR|9AART|aZMB
196	41111 51233	   	177.34	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2FEWX|3aDMG|4RCR|5ERES|6ZMB|7aVULN|8LWND|9aCGEN|aBPWR
197	41111 51633	   	177.34	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2FEWX|3aDMG|4RCR|5ERES|6ZMB|7aVULN|8LHND|9aCGEN|aBPWR
198	41112 51233	   	177.34	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2FEWX|3aDMG|4RCR|5TLV|6ZMB|7aVULN|8LWND|9aCGEN|aBPWR
199	41112 51633	   	177.34	ACR|2VULN|2DMG|1AART|1ZMB	1AART|2FEWX|3aDMG|4RCR|5TLV|6ZMB|7aVULN|8LHND|9aCGEN|aBPWR
200	41114 31612	   	177.34	ACR|2VULN|2DMG|1AART|1ZMB	1AART|29aFEWX|39DMG|4RCR|5LHND|6ZMB|7LEGI|89VULN|9BPWR
201	41114 31613	   	177.34	ACR|2VULN|2DMG|1AART|1ZMB	1AART|29FEWX|39DMG|4RCR|5LHND|6ZMB|7LEGI|89VULN|9BPWR|aMGNLIT
202	14243 12242	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2CDMG|3DUST|4ZMB|5AART|69VULN|7RCR|8LWND|aDUR
203	43321 41125	   	177.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3NUKE|4DMG|5ZMB|6CDMG|7aVULN|8RCR|9LWND
204	43215 61221	 * 	177.25	ACR|2VULN|1AART|1DMG|2ZMB|2ASPD	1AART|28ASPD|389LHND|4RCR|5aZMB|6DMG|78VULN|8BPWR
205	16333 15363	 * 	177.24	DCR|2VULN|2AART|1DMG|2CDMG	1DMG|2CGEN|36VULN|4BEXP|5aAART|7RCR|89CDMG
206	25312 32638	   	177.17	DCR|3VULN|2DMG|1AART	1aBASICY|2RMIN|3LIT|4AART|5MBVNT|67aVULN|8RCR|9aDMG|aBPWR
207	41113 35126	 * 	177.15	ACR|2DMG|1AART|1VULN|2ZMB|1CDMG	1AART|2FEWX|37DMG|4RCR|5CDMG|68ZMB|9LWND|aVULN
208	11333 25363	   	177.14	DCR|2AART|2DMG|1VULN|2CDMG	1aDMG|2ERES|3VULN|4BEXP|56AART|7RCR|89CDMG
209	11333 25366	   	177.14	DCR|2AART|2VULN|2CDMG|1DMG	1DMG|2ERES|3aVULN|4BEXP|56AART|7RCR|89CDMG
210	42114 31612	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	1AART|29DUST|39DMG|4RCR|5LHND|6ZMB|7LEGI|89VULN|9BPWR|aFEWX
211	11353 15274	   	177.09	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	1aDMG|2ERES|36VULN|4DUR|5AART|7RCR|8MBVNT|9ASPD
212	11353 11643	   	177.06	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2ERES|36VULN|4DUR|5AART|7ZMB|8CDMG|9ASPD|aRCR
213	11353 12143	   	177.06	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2ERES|36VULN|4DUR|5AART|7CDMG|8ZMB|9ASPD|aRCR
214	11353 52143	   	177.06	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR|1ASPD	16DMG|2ERES|3VULN|4DUR|5AART|7CDMG|8ZMB|9ASPD|aRCR
215	42114 31613	   	177.04	ACR|2DMG|2VULN|1AART|1ZMB	1AART|29DUST|39DMG|4RCR|5LHND|6ZMB|7LEGI|89VULN|9BPWR|aERES
216	11333 15313	   	176.96	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2ERES|36VULN|4BEXP|5AART|7RCR|8CDMG|9RCVC
217	11333 45353	   	176.96	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2ERES|39VULN|4BEXP|5AART|6DMSP|7RCR|8CDMG
218	11333 55316	   	176.96	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|2ERES|3aVULN|4BEXP|5AART|7RCR|8CDMG|9RCVC
219	11333 55325	   	176.96	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|2ERES|3aVULN|4BEXP|5AART|7RCR|8CDMG|9LWND
220	11333 55351	   	176.96	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|2ERES|39VULN|4BEXP|5AART|7RCR|8CDMG|aCGEN
221	62433 15313	   	176.96	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|26VULN|3aDMG|4BEXP|5AART|7RCR|8CDMG|9RCVC
222	11552 16221	   	176.96	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	17DMG|2ERES|3DUST|4AART|56VULN|8ASPD|9RCR|aZMB
