0	Index      	 *	Score 	Summary	Detail	
1	51212 68443	 * 	198.38	ACR|5VULN|2AART|3ASPD	156ASPD|2MBVNT|35679VULN|4RCR|569BPWR|8aAART
160	51232 44832	   	173.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2MBVNT|35VULN|45DUST|5BPWR|6RCR|7CDMG|8AART|9DMG|aDUR
161	51235 44832	   	173.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2MBVNT|35VULN|4DUST|6RCR|7CDMG|8AART|9DMG|aDUR
162	31312 66633	 * 	173.68	ACR|2VULN|2DMG|1AART|1CDMG	1AIRHEL|2BEXP|3CDMG|49VULN|5RCR|6aDMG|7AART|8ERES
163	51212 82184	 * 	173.67	ACR|3DMG|2VULN|2ASPD|1DUR	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6DUR|7DUST|89aDMG
164	51212 63345	   	173.65	ACR|3VULN|1AART|3ASPD|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7LWND|8AART|9BELT|aCDMG
165	51212 63351	   	173.65	ACR|3VULN|1AART|3ASPD|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7LWND|8AART|9CDMG|aDMSP
166	51212 63353	   	173.65	ACR|3VULN|1AART|3ASPD|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7aLWND|8AART|9CDMG
167	51714 22844	   	173.61	DCR|3VULN|1AART|3ASPD|2DUR	136ASPD|2MBVNT|36aBPWR|46aVULN|5AART|7RCR|8aDUR|9BELT
168	51212 22256	   	173.60	ACR|3VULN|3ASPD|2CDMG|1ZMB|1DUR	158ASPD|2MBVNT|358VULN|4RCR|58BPWR|68CDMG|7RMIN|9DUR|aZMB
169	51212 24321	   	173.55	ACR|3VULN|1AART|3ASPD|1CDMG	159ASPD|2MBVNT|357VULN|4RCR|5BPWR|6CDMG|8AART|aCGEN
170	51212 24322	   	173.55	ACR|3VULN|1AART|3ASPD|1CDMG	159ASPD|2MBVNT|357VULN|4RCR|5BPWR|6CDMG|8AART|aMLV
171	51212 24325	   	173.55	ACR|3VULN|1AART|3ASPD|1CDMG	159ASPD|2MBVNT|357VULN|4RCR|5BPWR|6CDMG|8AART|aRCVC
172	51212 24328	   	173.55	ACR|3VULN|1AART|3ASPD|1CDMG	159ASPD|2MBVNT|357VULN|4RCR|5BPWR|6CDMG|8AART|aLWND
173	51212 24346	   	173.55	ACR|3VULN|1AART|3ASPD|1CDMG	15aASPD|2MBVNT|357VULN|4RCR|5BPWR|6CDMG|8AART|9LIT
174	51212 63354	   	173.55	ACR|3VULN|1AART|3ASPD|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7LWND|8AART|9CDMG|aDUST
175	21232 33513	   	173.54	DCR|3VULN|1AART|2CDMG|1ZMB|1SELL	1aLHND|2aCDMG|3FEWX|4ZMB|59aVULN|6RCR|7AART|8SELL|aBPWR
176	51212 44348	   	173.53	ACR|5VULN|3ASPD|1ZMB	157ASPD|2MBVNT|3578aVULN|4RCR|57BPWR|6RMIN|9ZMB
177	51212 24323	   	173.45	ACR|3VULN|1AART|3ASPD|1CDMG	159ASPD|2MBVNT|357VULN|4RCR|5BPWR|6CDMG|8AART|aERES
178	51212 24324	   	173.45	ACR|3VULN|1AART|3ASPD|1CDMG	159ASPD|2MBVNT|357VULN|4RCR|5BPWR|6CDMG|8AART|aTLV
179	51814 33445	   	173.43	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	19ASPD|2MBVNT|3DUR|4RCR|5AART|69FEWX|789VULN|9BPWR|aZMB
180	51814 43445	   	173.43	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	19ASPD|2MBVNT|3DUR|4RCR|5AART|69LHND|789VULN|9BPWR|aZMB
181	51212 63118	   	173.25	ACR|3VULN|2DMG|3ASPD	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7LWND|8aDMG|9CGEN
182	51232 44874	 * 	173.13	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|2MBVNT|35VULN|45DUST|5BPWR|6RCR|79CDMG|8AART|aDMG
183	51212 31224	   	173.03	ACR|4VULN|3ASPD|2DUR|1ZMB	159ASPD|2MBVNT|3579VULN|4RCR|59BPWR|6RCVC|89DUR|aZMB
184	51414 26273	   	173.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	16ASPD|2MBVNT|3DMSP|46VULN|5AART|6BPWR|7RCR|8RPLT|9CDMG|aDMG
185	51414 26334	   	173.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	16ASPD|2MBVNT|3DMSP|46VULN|5AART|6BPWR|7RCR|8BEXP|9CDMG|aDMG
186	51414 26534	   	173.03	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	16ASPD|2MBVNT|3DMSP|46VULN|5AART|6BPWR|7RCR|8LWND|9CDMG|aDMG
187	51215 62334	   	173.00	ACR|4VULN|1AART|3ASPD	169ASPD|2MBVNT|3569VULN|4RCR|69BPWR|7RPLT|89LHND|aAART
188	51212 31316	   	173.00	ACR|4VULN|1AART|3ASPD	159ASPD|2MBVNT|3579VULN|4RCR|59BPWR|6RCVC|89CGEN|aAART
189	51212 75334	   	173.00	ACR|4VULN|1AART|3ASPD	159ASPD|2MBVNT|3579VULN|4RCR|59BPWR|6RPLT|89LHND|aAART
190	51212 14436	   	173.00	ACR|4VULN|1AART|3ASPD	159ASPD|2MBVNT|3589VULN|4RCR|59BPWR|69FEWX|7RPLT|aAART
191	51212 36422	   	173.00	ACR|4VULN|1AART|3ASPD	159ASPD|2MBVNT|3589VULN|4RCR|59BPWR|6RCVC|79BEXP|aAART
192	51212 53422	   	173.00	ACR|4VULN|1AART|3ASPD	159ASPD|2MBVNT|3589VULN|4RCR|59BPWR|69BEXP|7DMSP|aAART
193	51414 26134	   	172.93	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	16ASPD|2MBVNT|3DMSP|46VULN|5AART|6BPWR|7RCR|8DUST|9CDMG|aDMG
194	51212 62332	   	172.90	ACR|4VULN|1AART|3ASPD	156ASPD|2MBVNT|3569VULN|4RCR|56BPWR|7BEXP|8DMSP|aAART
195	51212 62832	   	172.90	ACR|4VULN|1AART|3ASPD	156ASPD|2MBVNT|3569VULN|4RCR|56BPWR|7BEXP|8RCVC|aAART
196	51212 68212	   	172.90	ACR|4VULN|1AART|3ASPD	156ASPD|2MBVNT|3567VULN|4RCR|56BPWR|8MLV|9CGEN|aAART
197	51212 68222	   	172.90	ACR|4VULN|1AART|3ASPD	156ASPD|2MBVNT|3567VULN|4RCR|56BPWR|8MLV|9RMIN|aAART
198	51212 44312	   	172.90	ACR|4VULN|1AART|3ASPD	157ASPD|2MBVNT|3578VULN|4RCR|57BPWR|6RMIN|9CGEN|aAART
199	51212 44326	   	172.90	ACR|4VULN|1AART|3ASPD	157ASPD|2MBVNT|3578VULN|4RCR|57BPWR|69RMIN|aAART
200	51212 44386	   	172.90	ACR|4VULN|1AART|3ASPD	157ASPD|2MBVNT|3578VULN|4RCR|57BPWR|6RMIN|9RCVC|aAART
201	51212 44732	   	172.90	ACR|4VULN|1AART|3ASPD	157ASPD|2MBVNT|3579VULN|4RCR|57BPWR|6RMIN|8MLV|aAART
202	51212 65332	   	172.80	ACR|4VULN|1AART|3ASPD	156ASPD|2MBVNT|3569VULN|4RCR|56BPWR|7DUST|8DMSP|aAART
203	51212 66232	   	172.80	ACR|4VULN|1AART|3ASPD	156ASPD|2MBVNT|3569VULN|4RCR|56BPWR|7TLV|8RMIN|aAART
204	51212 38422	   	172.80	ACR|4VULN|1AART|3ASPD	159ASPD|2MBVNT|3589VULN|4RCR|59BPWR|6RCVC|79DUST|aAART
205	51212 44332	   	172.80	ACR|4VULN|1AART|3ASPD	157ASPD|2MBVNT|3578VULN|4RCR|57BPWR|6RMIN|9ERES|aAART
206	51212 66432	   	172.70	ACR|4VULN|1AART|3ASPD	156ASPD|2MBVNT|3569VULN|4RCR|56BPWR|7TLV|8ERES|aAART
207	51714 22323	   	172.63	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8RMIN|9DUR|aDMG
208	51714 22417	   	172.63	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8DMG|9LWND|aDUR
209	51714 22421	   	172.63	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8DMG|9DUR|aRPLT
210	51714 22425	   	172.63	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8DMG|9DUR|aLHND
211	51714 22426	   	172.63	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8DMG|9DUR|aFEWX
212	51714 22454	   	172.63	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8DMG|9MLV|aDUR
213	51212 28634	   	172.55	ACR|3VULN|1AART|3ASPD|1CDMG	159ASPD|2MBVNT|359VULN|4RCR|59BPWR|6CDMG|7LHND|89FEWX|aAART
214	51714 23254	   	172.53	DCR|3VULN|1AART|3ASPD|1CDMG	136ASPD|2MBVNT|36BPWR|46aVULN|5AART|7BEXP|8RCR|9CDMG
215	51714 22223	   	172.53	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8ERES|9DUR|aDMG
216	51714 22234	   	172.53	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8ERES|9DMG|aDUR
217	51714 22422	   	172.53	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8DMG|9DUR|aDUST
218	51714 22423	   	172.53	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8DMG|9DUR|aNUKE
219	51714 22424	   	172.53	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8DMG|9DUR|aERES
220	51714 22444	   	172.53	DCR|2VULN|1AART|3ASPD|1DMG|1DUR	136ASPD|2MBVNT|36BPWR|46VULN|5AART|7RCR|8DMG|9TLV|aDUR
221	55312 23121	   	172.52	DCR|2VULN|3CDMG|1DMG|2ASPD|1ZMB|1DUR	17ASPD|247CDMG|3LWND|5ZMB|67VULN|7BPWR|8DMG|9RCR|aDUR
222	51215 22241	 * 	172.45	ACR|3VULN|1AART|2CDMG|2ASPD	18ASPD|2MBVNT|358VULN|4RCR|68CDMG|7RMIN|8BPWR|9LHND|aAART
223	51215 22261	   	172.45	ACR|3VULN|1AART|2CDMG|2ASPD	18ASPD|2MBVNT|358VULN|4RCR|68CDMG|7RMIN|8BPWR|9BEXP|aAART
224	51215 22271	   	172.45	ACR|3VULN|1AART|2CDMG|2ASPD	18ASPD|2MBVNT|358VULN|4RCR|68CDMG|7RMIN|8BPWR|9FEWX|aAART
225	51212 34446	   	172.45	ACR|3VULN|1AART|1DMG|2ASPD	15ASPD|2MBVNT|359VULN|4RCR|5BPWR|6RCVC|7LIT|8DMG|aAART
226	51215 22221	   	172.35	ACR|3VULN|1AART|2CDMG|2ASPD	18ASPD|2MBVNT|358VULN|4RCR|68CDMG|7RMIN|8BPWR|9DUST|aAART
227	51215 23241	   	172.35	ACR|3VULN|1AART|2CDMG|2ASPD	18ASPD|2MBVNT|358VULN|4RCR|68CDMG|7NUKE|8BPWR|9LHND|aAART
228	51215 23261	   	172.35	ACR|3VULN|1AART|2CDMG|2ASPD	18ASPD|2MBVNT|358VULN|4RCR|68CDMG|7NUKE|8BPWR|9BEXP|aAART
229	51215 23271	   	172.35	ACR|3VULN|1AART|2CDMG|2ASPD	18ASPD|2MBVNT|358VULN|4RCR|68CDMG|7NUKE|8BPWR|9FEWX|aAART
230	51215 23221	   	172.25	ACR|3VULN|1AART|2CDMG|2ASPD	18ASPD|2MBVNT|358VULN|4RCR|68CDMG|7NUKE|8BPWR|9DUST|aAART
231	25212 34424	 * 	172.25	DCR|2VULN|2DMG|3ZMB|2ASPD	179LHND|249ZMB|37VULN|5MBVNT|67DMG|79BPWR|89ASPD|aRCR
232	51212 61512	   	172.20	ACR|3VULN|1AART|3ASPD|1CDMG|1SELL	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7SELL|8CDMG|9CGEN|aAART
233	51212 61522	   	172.20	ACR|3VULN|1AART|3ASPD|1CDMG|1SELL	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7SELL|8CDMG|9RMIN|aAART
234	51212 44882	   	172.20	ACR|3VULN|1AART|3ASPD|1CDMG|1SELL	157ASPD|2MBVNT|357VULN|4RCR|57BPWR|6RMIN|8CDMG|9SELL|aAART
235	51814 13463	   	172.13	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	1aASPD|2MBVNT|3aDUR|4RCR|5AART|6RMIN|7LIT|8DMG|9aVULN|aBPWR
236	51814 23463	   	172.03	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	1aASPD|2MBVNT|3aDUR|4RCR|5AART|6NUKE|7LIT|8DMG|9aVULN|aBPWR
237	51814 43348	   	172.03	ACR|2VULN|1AART|2CDMG|2ASPD|2DUR	19ASPD|2MBVNT|39DUR|4RCR|5AART|6LHND|7aVULN|89CDMG|9BPWR
238	31312 66234	   	171.85	ACR|3VULN|1AART|1DMG|1CDMG	1AIRHEL|2BEXP|3CDMG|49aVULN|5RCR|6DMG|7AART|8LHND
239	51212 32873	   	171.65	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6RCVC|7RPLT|8AART|9CDMG|aDMG
240	51212 63313	   	171.35	ACR|3VULN|2AART|3ASPD	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7LWND|8aAART|9LSRHEA
241	51212 32236	   	171.13	ACR|3VULN|1AART|3ASPD|2DUR	159ASPD|2MBVNT|359VULN|4RCR|59BPWR|6RCVC|7RPLT|89DUR|aAART
242	51212 73236	   	171.13	ACR|3VULN|1AART|3ASPD|2DUR	159ASPD|2MBVNT|359VULN|4RCR|59BPWR|6RPLT|7DMSP|89DUR|aAART
243	51212 28264	   	171.05	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6CDMG|7LHND|8RCVC|9AART|aDMG
244	51212 37464	   	171.05	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6RCVC|7LWND|8CDMG|9AART|aDMG
245	51212 31242	   	170.93	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	15ASPD|2MBVNT|357VULN|4RCR|5BPWR|6RCVC|8DUR|9AART|aZMB
246	51414 26254	   	170.82	DCR|2AART|2VULN|1DMG|2ASPD	16ASPD|2MBVNT|3DMSP|46VULN|59AART|6BPWR|7RCR|8RPLT|aDMG
247	51414 11818	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2MBVNT|3DMSP|49aVULN|5AART|6RCR|7BEXP|8DMG
248	51212 46454	   	170.45	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6RMIN|7DMG|8CDMG|9LIT|aAART
249	51212 14782	   	170.45	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6FEWX|7RPLT|8CDMG|9DMG|aAART
250	51212 21171	   	170.45	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6CDMG|7CGEN|8MLV|9DMG|aAART
251	51212 28271	   	170.45	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6CDMG|7LHND|8RCVC|9DMG|aAART
252	51212 37471	   	170.45	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6RCVC|7LWND|8CDMG|9DMG|aAART
253	51212 21871	   	170.35	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6CDMG|7CGEN|8TLV|9DMG|aAART
254	51212 22171	   	170.35	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6CDMG|7RMIN|8TLV|9DMG|aAART
255	51212 22871	   	170.35	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6CDMG|7RMIN|8ERES|9DMG|aAART
256	51212 46421	   	170.35	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6RMIN|7DMG|8CDMG|9ERES|aAART
257	51212 48471	   	170.35	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6RMIN|7TLV|8CDMG|9DMG|aAART
258	51215 61234	   	170.29	ACR|4VULN|1DMG|2ASPD|1DUR	16ASPD|2MBVNT|3567VULN|4RCR|6BPWR|8DUR|9DMSP|aDMG
259	51215 64441	   	170.29	ACR|4VULN|1DMG|2ASPD|1DUR	16ASPD|2MBVNT|3569VULN|4RCR|6BPWR|7LIT|8DMG|aDUR
260	51212 23171	   	170.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6CDMG|7NUKE|8TLV|9DMG|aAART
261	51212 23871	   	170.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6CDMG|7NUKE|8ERES|9DMG|aAART
262	51483 15112	 * 	170.23	DCR|3DMG|1AART|1VULN|2ASPD	17ASPD|2MBVNT|3DMSP|478DMG|5AART|6RMIN|7BPWR|9RCR|aVULN
263	51212 82346	   	170.23	ACR|3VULN|1AART|2ASPD|1ZMB|1DUR	15ASPD|2MBVNT|358VULN|4RCR|5BPWR|6DUR|7DUST|9ZMB|aAART
264	55332 23124	   	170.13	DCR|3VULN|3CDMG|1DMG|2ASPD	17ASPD|257CDMG|3LWND|4DMG|67aVULN|7BPWR|8NUKE|9RCR
265	55334 33122	   	170.13	DCR|3VULN|3CDMG|1DMG|2ASPD	17ASPD|267CDMG|3LWND|4DMG|567VULN|67BPWR|8NUKE|9RCR|aDUST
266	55334 33123	   	170.13	DCR|3VULN|3CDMG|1DMG|2ASPD	17ASPD|267CDMG|3LWND|4DMG|567VULN|67BPWR|8NUKE|9RCR|aERES
267	51242 46122	   	170.11	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2MBVNT|35VULN|45BEXP|5BPWR|6RCR|7DMG|8DUR|9ZMB|aAART
268	51245 46122	   	170.01	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2MBVNT|35VULN|4BEXP|6RCR|7DMG|8DUR|9ZMB|aAART
269	51231 41822	   	169.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2MBVNT|38VULN|4DUST|5DUR|6RCR|7DMG|9ZMB|aAART
270	51231 47122	   	169.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2MBVNT|37VULN|4DUST|5DUR|6RCR|8DMG|9ZMB|aAART
271	51232 46122	   	169.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2MBVNT|35VULN|45DUST|5BPWR|6RCR|7DMG|8DUR|9ZMB|aAART
272	51235 46122	   	169.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2MBVNT|35VULN|4DUST|6RCR|7DMG|8DUR|9ZMB|aAART
273	51265 42122	   	169.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1ASPD|2MBVNT|35VULN|4DUR|6RCR|7DUST|8DMG|9ZMB|aAART
274	21232 34261	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2CDMG|3FEWX|4ZMB|57VULN|6RCR|8RCVC|9DMG|aAART
275	21232 34561	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2CDMG|38FEWX|4ZMB|57VULN|6RCR|9DMG|aAART
276	21332 34261	   	169.88	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2CDMG|3BEXP|4ZMB|57VULN|6RCR|8RCVC|9DMG|aAART
277	51212 24472	   	169.83	ACR|3VULN|1DMG|2ASPD|1CDMG|1DUR	15ASPD|2MBVNT|357VULN|4RCR|5BPWR|6CDMG|8LHND|9DMG|aDUR
278	51212 44642	   	169.80	ACR|3VULN|1AART|3ASPD|1ZMB	157ASPD|2MBVNT|357VULN|4RCR|57BPWR|6RMIN|8RCVC|9ZMB|aAART
279	51212 24217	   	169.76	ACR|5VULN|2ASPD|1CDMG	15ASPD|2MBVNT|3578aVULN|4RCR|5BPWR|6CDMG|9FEWX
280	51212 24251	   	169.76	ACR|5VULN|2ASPD|1CDMG	15ASPD|2MBVNT|3578aVULN|4RCR|5BPWR|6CDMG|9MLV
281	51212 24277	   	169.76	ACR|5VULN|2ASPD|1CDMG	15ASPD|2MBVNT|3578aVULN|4RCR|5BPWR|6CDMG|9LHND
282	51212 24487	   	169.76	ACR|5VULN|2ASPD|1CDMG	15ASPD|2MBVNT|3579aVULN|4RCR|5BPWR|6CDMG|8LHND
283	51212 25272	   	169.76	ACR|5VULN|2ASPD|1CDMG	15ASPD|2MBVNT|3589aVULN|4RCR|5BPWR|6CDMG|7LIT
284	51215 44311	   	169.76	ACR|5VULN|2ASPD|1CDMG	17ASPD|2MBVNT|3579aVULN|4RCR|6RMIN|7BPWR|8CDMG
285	51212 62154	   	169.76	ACR|4VULN|3ASPD|1DMG	156ASPD|2MBVNT|356aVULN|4RCR|56BPWR|7BEXP|8DMG|9LIT
286	51212 22228	 * 	169.76	ACR|4VULN|3ASPD|2CDMG	158ASPD|2MBVNT|358aVULN|4RCR|58BPWR|68CDMG|7RMIN|9LHND
287	51212 44371	   	169.76	ACR|4VULN|3ASPD|1DMG	157ASPD|2MBVNT|3578VULN|4RCR|57BPWR|6RMIN|9DMG|aLWND
288	51212 44376	   	169.76	ACR|4VULN|3ASPD|1DMG	157ASPD|2MBVNT|3578VULN|4RCR|57BPWR|6RMIN|9DMG|aBELT
289	51212 44377	   	169.76	ACR|4VULN|3ASPD|1DMG	157ASPD|2MBVNT|3578VULN|4RCR|57BPWR|6RMIN|9DMG|aFEWX
290	51215 44442	   	169.70	ACR|3VULN|1AART|3ASPD|1ZMB	178ASPD|2MBVNT|357VULN|4RCR|6RMIN|7BPWR|9ZMB|aAART
291	51212 23711	   	169.66	ACR|5VULN|2ASPD|1CDMG	15ASPD|2MBVNT|3589aVULN|4RCR|5BPWR|6CDMG|7NUKE
292	51212 24187	   	169.66	ACR|5VULN|2ASPD|1CDMG	15ASPD|2MBVNT|3579aVULN|4RCR|5BPWR|6CDMG|8DUST
293	51212 24287	   	169.66	ACR|5VULN|2ASPD|1CDMG	15ASPD|2MBVNT|3578aVULN|4RCR|5BPWR|6CDMG|9DUST
294	51212 23228	   	169.66	ACR|4VULN|3ASPD|2CDMG	158ASPD|2MBVNT|358aVULN|4RCR|58BPWR|68CDMG|7NUKE|9LHND
295	51212 31411	   	169.66	ACR|4VULN|3ASPD|1DMG	159ASPD|2MBVNT|3578VULN|4RCR|5BPWR|6RCVC|aDMG
296	51212 44373	   	169.66	ACR|4VULN|3ASPD|1DMG	157ASPD|2MBVNT|3578VULN|4RCR|57BPWR|6RMIN|9DMG|aTLV
297	51242 42186	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2MBVNT|35VULN|45BEXP|5BPWR|6RCR|7DUST|89DMG|aAART
298	51215 61313	   	169.56	ACR|5VULN|3ASPD|1DUR	169ASPD|2MBVNT|35679VULN|4RCR|69BPWR|89CGEN|aDUR
299	51212 22288	   	169.52	ACR|4VULN|3ASPD|2CDMG|1SELL	158ASPD|2MBVNT|358aVULN|4RCR|58BPWR|68CDMG|7RMIN|9SELL
300	23463 33513	   	169.47	DCR|3VULN|1AART|2CDMG|1DUR|1SELL	1aLHND|2DUR|3RMIN|49aVULN|5SELL|6RCR|7AART|8aCDMG|aBPWR
301	51212 32854	   	169.44	ACR|2VULN|2AART|1DMG|2ASPD	15ASPD|2MBVNT|35VULN|4RCR|5BPWR|6RCVC|7RPLT|89AART|aDMG
302	51212 23288	   	169.42	ACR|4VULN|3ASPD|2CDMG|1SELL	158ASPD|2MBVNT|358aVULN|4RCR|58BPWR|68CDMG|7NUKE|9SELL
303	51261 46121	 * 	169.31	DCR|2VULN|2DMG|3DUR|2ASPD	19ASPD|2MBVNT|39VULN|458DUR|6RCR|79DMG|9BPWR|aBEXP
304	51261 46122	   	169.31	DCR|2VULN|2DMG|3DUR|2ASPD	19ASPD|2MBVNT|39VULN|458DUR|6RCR|79DMG|9BPWR|aRCVC
305	51212 62111	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7BEXP|8DMG|9CGEN|aCDMG
306	51212 62121	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7BEXP|8DMG|9RMIN|aCDMG
307	51212 62161	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7BEXP|8DMG|9CDMG|aFEWX
308	51212 62162	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7BEXP|8DMG|9CDMG|aLWND
309	51212 62163	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7BEXP|8DMG|9CDMG|aRPLT
310	51212 62164	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7BEXP|8DMG|9CDMG|aLHND
311	51212 63111	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7LWND|8DMG|9CGEN|aCDMG
312	51212 63121	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7LWND|8DMG|9RMIN|aCDMG
313	51212 63161	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7LWND|8DMG|9CDMG|aFEWX
314	51212 63162	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7aLWND|8DMG|9CDMG
315	51212 63163	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	156ASPD|2MBVNT|356VULN|4RCR|56BPWR|7LWND|8DMG|9CDMG|aCGEN
316	51212 44467	   	169.31	ACR|3VULN|3ASPD|1DMG|1CDMG	157ASPD|2MBVNT|357VULN|4RCR|57BPWR|6RMIN|8BEXP|9CDMG|aDMG
