0	Index      	 *	Score 	Summary	Detail	
1	51338 51422	 * 	180.07	DCR|3VULN|2AART|3CDMG	1MLV|25aCDMG|3MBVNT|458VULN|5BPWR|6RCR|79AART
167	51337 54433	   	157.99	DCR|5VULN|1CDMG	1MLV|2CDMG|3MBVNT|4578aVULN|6RCR|9DUST
168	66131 21411	   	157.89	DCR|2DMG|1AART|1VULN|2CDMG	1LEGI|27CDMG|36FEWX|47SNIHEL|57DMG|7BPWR|8VULN|9RCR|aAART
169	35431 31216	 * 	157.82	ACR|3DMG|2VULN|1ASPD	1aBEXP|24TLV|34aDMG|4aBPWR|5RCR|6DUST|7ASPD|8BELT|9aVULN
170	31334 31345	   	157.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|29FEWX|3AART|4VULN|5DUR|68DMG|7ZMB|aRCR
171	15431 21216	   	157.72	ACR|3DMG|2VULN|1ASPD	1aDUST|24TLV|34aDMG|4aBPWR|5RCR|6BEXP|7ASPD|8BELT|9aVULN
172	11334 31345	   	157.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|29FEWX|3AART|4VULN|5DUR|68DMG|7ZMB|aRCR
173	51338 54214	   	157.64	DCR|3VULN|1DMG|2CDMG	1aMLV|25CDMG|3MBVNT|457VULN|5BPWR|6RCR|8CGEN|9DMG
174	34133 52336	   	157.63	DCR|2VULN|1AART|1DMG|1ZMB	179BEXP|2DMSP|3DMG|49VULN|59LIT|6RCR|8AART|9BPWR|aZMB
175	66231 13325	 * 	157.58	DCR|3VULN|1DMG|1FLTHEA|1CDMG	1LEGI|2CDMG|3FLTHEA|4MBVNT|5DMG|6CGEN|78aVULN|9RCR
176	51337 53213	   	157.54	DCR|3VULN|1DMG|2CDMG	1MLV|27CDMG|3MBVNT|45aVULN|6RCR|8CGEN|9DMG
177	51337 53221	   	157.54	DCR|3VULN|1DMG|2CDMG	1MLV|27CDMG|3MBVNT|459VULN|6RCR|8CGEN|aDMG
178	51337 53441	   	157.54	DCR|3VULN|1DMG|2CDMG	1MLV|27CDMG|3MBVNT|458VULN|6RCR|9CGEN|aDMG
179	51338 54211	   	157.54	DCR|3VULN|1DMG|2CDMG	1MLV|25CDMG|3MBVNT|457VULN|5BPWR|6RCR|8CGEN|9DMG|aERES
180	44234 44442	   	157.52	DCR|3VULN|1AART|2ZMB|1DUR	18VENICY|2DUR|3MBVNT|468VULN|58ZMB|7RCVC|8BPWR|9RCR|aAART
181	55412 31221	   	157.48	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR	1MLV|2VULN|3DMG|4aTLV|5AART|6CDMG|7FLTHEA|8DUR|9RCR
182	55412 31222	   	157.48	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR	1MLV|2VULN|3DMG|4TLV|5AART|6CDMG|7FLTHEA|8DUR|9RCR|aERES
183	14134 12633	   	157.45	DCR|2VULN|2DMG|1ZMB|1DUR	1DUST|2DMSP|35DMG|48VULN|6RCR|7DUR|9LIT|aZMB
184	34133 52351	   	157.43	DCR|2VULN|1AART|1DMG|1ZMB	17BEXP|2DMSP|3DMG|49VULN|5LIT|6RCR|8AART|aZMB
185	34134 13311	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|2DMSP|35DMG|4VULN|6RCR|7LIT|8AART|9LWND|aZMB
186	34134 13321	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|2DMSP|35DMG|4VULN|6RCR|7LIT|8AART|9FEWX|aZMB
187	34114 13351	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|2DMSP|35DMG|4LHND|6RCR|7LIT|8AART|9VULN|aZMB
188	14134 12132	 * 	157.36	DCR|2DMG|1AART|1VULN|2DUR	1DUST|2DMSP|35DMG|4VULN|6RCR|79DUR|8LWND|aAART
189	14134 12242	   	157.36	DCR|2DMG|1AART|1VULN|2DUR	1DUST|2DMSP|35DMG|4VULN|6RCR|79DUR|8FEWX|aAART
190	14134 12432	   	157.36	DCR|2DMG|1AART|1VULN|2DUR	1DUST|2DMSP|35DMG|4VULN|6RCR|79DUR|8LHND|aAART
191	14114 13351	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|2DMSP|35DMG|4LHND|6RCR|7LIT|8AART|9VULN|aZMB
192	14134 13311	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|2DMSP|35DMG|4VULN|6RCR|7LIT|8AART|9LWND|aZMB
193	14134 13321	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1DUST|2DMSP|35DMG|4VULN|6RCR|7LIT|8AART|9FEWX|aZMB
194	34134 13341	   	157.33	DCR|2DMG|1AART|1VULN|1ZMB	1BEXP|2DMSP|35DMG|4VULN|6RCR|7LIT|8AART|9DUST|aZMB
195	14134 13361	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	19DUST|2DMSP|35DMG|4VULN|6RCR|7LIT|8AART|aZMB
196	11335 54142	   	157.21	DCR|2VULN|2DMG|1AART	18DUST|2FEWX|3AART|48VULN|5BELT|6MBVNT|78DMG|8BPWR|9ERES|aRCR
197	31333 13443	   	156.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2FEWX|3AART|4VULN|5RPLT|6DMG|7RCR|8ASPD|9CDMG|aDUR
198	31333 13613	   	156.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1BEXP|2FEWX|3AART|4VULN|5RPLT|6DMG|7RCR|8CDMG|9ASPD|aDUR
199	15431 32532	 * 	156.80	ACR|3DMG|1AART|1VULN	16DUST|24TLV|348DMG|4BPWR|5RCR|7CGEN|9AART|aVULN
200	51111 22463	 * 	156.75	DCR|3CDMG|1AART|1VULN|1DMG	1MLV|25aCDMG|3FEWX|4RCVC|6AART|7RCR|8VULN|9DMG
201	62136 41132	   	156.57	DCR|3DMG|2AART|1ZMB	1LEGI|2LIT|3ZMB|479DMG|56AART|8MLV|aRCR
202	51333 31125	   	156.55	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3MBVNT|4aVULN|5SNIHEL|6AART|7RCR|8ASPD|9ZMB
203	51332 42448	   	156.51	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|48aVULN|5DUR|6AART|7FEWX|9RCR
204	55431 32212	 * 	156.40	ACR|3VULN|1AART|1DMG	1MLV|249VULN|3DMG|5RCR|6DUST|7CGEN|8FEWX|aAART
205	55431 33212	   	156.30	ACR|3VULN|1AART|1DMG	1MLV|249VULN|3DMG|5RCR|6DUST|7ERES|8FEWX|aAART
206	51338 53434	   	156.27	DCR|2VULN|3CDMG|1DMG|1DUR	1MLV|257CDMG|3MBVNT|45VULN|5BPWR|6RCR|8DUR|9DMG|aRCVC
207	51382 37422	   	156.27	DCR|2DMG|1VULN|2CDMG|1DUR|1ASPD	1MLV|26CDMG|3MBVNT|46DMG|5RCVC|6BPWR|7RCR|8ASPD|9VULN|aDUR
208	31334 33322	   	156.23	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BEXP|2FEWX|3AART|4VULN|5DUR|6DMG|7FLTHEA|8ZMB|9RCR|aMLV
209	31334 33323	   	156.23	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1BEXP|2FEWX|3AART|4VULN|5DUR|6DMG|7FLTHEA|8ZMB|9RCR|aLHND
210	31334 33324	   	156.23	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BEXP|2aFEWX|3AART|4VULN|5DUR|6DMG|7FLTHEA|8ZMB|9RCR
211	31334 33326	   	156.23	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1BEXP|2FEWX|3AART|4VULN|5DUR|6DMG|7FLTHEA|8ZMB|9RCR|aCGEN
212	51337 51441	   	156.17	DCR|3VULN|1AART|1CDMG	1MLV|2CDMG|3MBVNT|458VULN|6RCR|7AART|9RPLT|aFEWX
213	51337 51443	   	156.17	DCR|3VULN|1AART|1CDMG	1aMLV|2CDMG|3MBVNT|458VULN|6RCR|7AART|9RPLT
214	51337 51444	   	156.17	DCR|3VULN|1AART|1CDMG	1MLV|2CDMG|3MBVNT|458VULN|6RCR|7AART|9RPLT|aCGEN
215	31331 13323	   	156.13	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1BEXP|2FEWX|3AART|4VULN|5DUST|6ASPD|7FLTHEA|8ZMB|9RCR|aDMG
216	31334 33321	   	156.13	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1BEXP|2FEWX|3AART|4VULN|5DUR|6DMG|7FLTHEA|8ZMB|9RCR|aDUST
217	51337 51411	   	156.07	DCR|3VULN|1AART|1CDMG	1MLV|2CDMG|3MBVNT|458VULN|6RCR|7AART|9NUKE|aRMIN
218	51337 51412	   	156.07	DCR|3VULN|1AART|1CDMG	1MLV|2CDMG|3MBVNT|458VULN|6RCR|7AART|9NUKE|aBEXP
219	51337 51414	   	156.07	DCR|3VULN|1AART|1CDMG	1MLV|2CDMG|3MBVNT|458VULN|6RCR|7AART|9NUKE|aLIT
220	51337 51442	   	156.07	DCR|3VULN|1AART|1CDMG	1MLV|2CDMG|3MBVNT|458VULN|6RCR|7AART|9RPLT|aERES
221	11343 22156	   	156.03	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1DUST|2FEWX|3AART|46ASPD|5ZMB|7DMG|8VULN|9RCR|aDUR
222	31333 16314	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2FEWX|3AART|4aVULN|5RPLT|6DMG|7MLV|8CDMG|9RCR
223	31333 31314	   	155.88	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2FEWX|3AART|4aVULN|5RPLT|6MLV|7DMG|8CDMG|9RCR
224	66231 42313	   	155.80	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ASPD|1DUR	1LEGI|2CDMG|3FLTHEA|4MBVNT|5DMG|6DUR|7ASPD|8aVULN|9RCR
225	66231 42315	   	155.80	DCR|2DMG|1VULN|1CDMG|1FLTHEA|1ASPD|1DUR	1LEGI|2CDMG|3FLTHEA|4MBVNT|5aDMG|6DUR|7ASPD|8VULN|9RCR
226	31331 35523	   	155.78	DCR|2DMG|1AART|1VULN|1FLTHEA	1BEXP|2FEWX|3AART|4VULN|5DUST|6aDMG|7CGEN|8FLTHEA|9RCR
227	31331 63163	   	155.78	DCR|2DMG|1AART|1VULN|1FLTHEA	1BEXP|2FEWX|3AART|4VULN|5DUST|6RMIN|7FLTHEA|8aDMG|9RCR
228	31333 15314	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2FEWX|3AART|4aVULN|5RPLT|6DMG|7TLV|8CDMG|9RCR
229	31333 21314	   	155.78	DCR|2VULN|1AART|1DMG|1CDMG	1BEXP|2FEWX|3AART|4aVULN|5RPLT|6TLV|7DMG|8CDMG|9RCR
230	31331 33123	   	155.68	DCR|2DMG|1AART|1VULN|1FLTHEA	1BEXP|2FEWX|3AART|4VULN|5DUST|6aDMG|7FLTHEA|8NUKE|9RCR
231	51382 31314	   	155.64	DCR|3DMG|1VULN|2CDMG	1MLV|26CDMG|3MBVNT|469DMG|5RCVC|6BPWR|7LHND|8RCR|aVULN
232	51382 33314	   	155.64	DCR|3DMG|1VULN|2CDMG	1MLV|26CDMG|3MBVNT|469DMG|5RCVC|6BPWR|7LWND|8RCR|aVULN
233	34134 12326	   	155.62	DCR|3DMG|1VULN|1ZMB|1DUR	1BEXP|29DMSP|358DMG|4VULN|6RCR|7DUR|aZMB
234	43524 22231	 * 	155.58	ACR|3VULN|2AART	1VENICY|2LHND|3RCR|47CGEN|58AART|69aVULN
235	31333 13435	   	155.57	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|2FEWX|3AART|4aVULN|5RPLT|6DMG|7RCR|8ASPD|9RCVC
236	15431 34223	 * 	155.52	ACR|2VULN|2DMG|1CDMG|1ASPD	16DUST|24TLV|34DMG|4BPWR|5RCR|7ASPD|8CDMG|9aVULN
237	51338 54123	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	1MLV|25CDMG|3MBVNT|457VULN|5BPWR|6RCR|8LIT|9ZMB|aDUR
238	52424 12223	   	155.46	DCR|2VULN|2DMG|1CDMG	1MLV|2LWND|35DMG|4CGEN|6RCR|7RCVC|8CDMG|9aVULN
239	51338 21148	   	155.38	DCR|3VULN|1AART|2CDMG	1MLV|25CDMG|3MBVNT|45aVULN|5BPWR|6BEXP|7AART|8FEWX|9RCR
240	52414 12223	   	155.36	DCR|2VULN|2DMG|1CDMG	1MLV|2LWND|35DMG|4TLV|6RCR|7RCVC|8CDMG|9aVULN
241	66234 33732	   	155.33	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1LEGI|2CDMG|3FLTHEA|4MBVNT|5BEXP|6ZMB|79VULN|8RCR|aDMG
242	55512 31223	   	155.10	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1MLV|2aVULN|3RMIN|4TLV|5AART|6CDMG|7FLTHEA|8DUR|9RCR
243	51332 47273	 * 	155.06	DCR|2VULN|1AART|2CDMG|2DUR	1aMLV|29CDMG|3MBVNT|4aVULN|5aDUR|6AART|7RPLT|8RCR|aBPWR
244	66331 21362	   	155.04	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1LEGI|23CDMG|4DUR|5LIT|6RCR|7LHND|8VULN|9AART|aDMG
245	13563 11352	   	155.03	DCR|3VULN|1DMG|1CDMG|1ZMB	1DUST|2RPLT|3DMG|468VULN|5ZMB|7BEXP|9RCR|aCDMG
246	51625 22323	 * 	155.03	DCR|2VULN|3ASPD|2CDMG|1ZMB|1DUR	1MLV|2aCDMG|3DUR|4ZMB|56aASPD|7TLV|8RCR|9aVULN|aBPWR
247	66234 42384	   	155.00	DCR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1LEGI|2CDMG|3FLTHEA|4MBVNT|5BEXP|6DUR|7aVULN|8RCR|9AART
248	11331 66221	   	154.97	DCR|3VULN|1AART|2ZMB	157DUST|2FEWX|3AART|47aVULN|67ZMB|7BPWR|8RCR|9MLV
249	11331 66251	   	154.97	DCR|3VULN|1AART|2ZMB	157DUST|2FEWX|3AART|479VULN|67ZMB|7BPWR|8RCR|aBEXP
250	11331 66252	   	154.97	DCR|3VULN|1AART|2ZMB	157DUST|2aFEWX|3AART|479VULN|67ZMB|7BPWR|8RCR
251	45641 33143	   	154.93	DCR|3VULN|1DMG|1CDMG|1ZMB	1VENICY|2MBVNT|3DMSP|45aVULN|6ZMB|7DMG|8CDMG|9RCR
252	45644 23143	   	154.93	DCR|3VULN|1DMG|1CDMG|1ZMB	1VENICY|2MBVNT|3DMSP|46aVULN|5ZMB|7DMG|8CDMG|9RCR
253	66131 33323	   	154.93	DCR|3VULN|1DMG|1CDMG|1ZMB	1LEGI|2CDMG|3FEWX|4SNIHEL|5DMG|6ZMB|78aVULN|9RCR
254	66161 33323	   	154.93	DCR|3VULN|1DMG|1CDMG|1ZMB	1LEGI|2CDMG|3FEWX|4BASICY|5DMG|6ZMB|78aVULN|9RCR
255	43532 31336	 * 	154.89	ACR|3VULN|1AART|1FLTHEA	1VENICY|268LHND|3RCR|456VULN|6BPWR|7LIT|9FLTHEA|aAART
256	11331 66211	   	154.87	DCR|3VULN|1AART|2ZMB	157DUST|2FEWX|3AART|47aVULN|67ZMB|7BPWR|8RCR|9ERES
257	11331 66241	   	154.87	DCR|3VULN|1AART|2ZMB	157DUST|2FEWX|3AART|47aVULN|67ZMB|7BPWR|8RCR|9TLV
258	51338 53432	   	154.86	DCR|2VULN|3CDMG|1DMG|1DUR	1MLV|257CDMG|3MBVNT|45VULN|5BPWR|6RCR|8DUR|9DMG|aTLV
259	51338 53433	   	154.86	DCR|2VULN|3CDMG|1DMG|1DUR	1MLV|257CDMG|3MBVNT|45VULN|5BPWR|6RCR|8DUR|9DMG|aDUST
260	45141 33143	   	154.83	DCR|3VULN|1DMG|1CDMG|1ZMB	13VENICY|2MBVNT|3BPWR|45aVULN|6ZMB|7DMG|8CDMG|9RCR
261	45144 23143	   	154.83	DCR|3VULN|1DMG|1CDMG|1ZMB	13VENICY|2MBVNT|3BPWR|46aVULN|5ZMB|7DMG|8CDMG|9RCR
262	51623 42331	   	154.82	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3DUR|4ZMB|59DMG|6RCR|7ERES|8VULN|aRCVC
263	51332 43247	   	154.70	DCR|2VULN|2AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|49VULN|5DUR|6aAART|7CGEN|8RCR
264	31333 13311	 * 	154.54	DCR|2AART|1VULN|1DMG|1CDMG	1BEXP|2FEWX|39AART|4VULN|5RPLT|6DMG|7RCR|8CGEN|aCDMG
265	51333 31375	   	154.27	DCR|3VULN|1AART|1CDMG	1MLV|2CDMG|3MBVNT|49aVULN|5SNIHEL|6AART|7RCR|8LHND
266	51333 31468	   	154.27	DCR|3VULN|1AART|1CDMG	1MLV|2CDMG|3MBVNT|49aVULN|5SNIHEL|6AART|7RCR|8CGEN
267	51233 36124	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1MLV|2CDMG|3BEXP|4aVULN|5SNIHEL|6AART|7ASPD|8RCR|9ZMB
268	51233 31151	   	154.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3BEXP|49VULN|5SNIHEL|6AART|7ZMB|8RCR|aDUR
269	31333 13423	   	154.19	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	19BEXP|29FEWX|3AART|4VULN|5RPLT|6DMG|7RCR|89ASPD|9BPWR|aZMB
270	51332 43671	   	154.11	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CDMG|3MBVNT|489VULN|5DUR|6AART|7CGEN|aRCR
271	34134 12236	   	154.07	DCR|2DMG|1AART|1VULN|1DUR	1BEXP|2DMSP|35DMG|4VULN|6RCR|7DUR|8FEWX|9AART|aRCVC
272	14134 12236	   	153.97	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DMSP|35DMG|4VULN|6RCR|7DUR|8FEWX|9AART|aRCVC
273	31333 13415	   	153.96	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|2FEWX|3AART|4aVULN|5RPLT|6DMG|7RCR|8ASPD|9DMSP
274	31333 13455	   	153.96	DCR|2VULN|1AART|1DMG|1ASPD	19BEXP|2FEWX|3AART|4aVULN|5RPLT|6DMG|7RCR|8ASPD
275	31333 13462	   	153.96	DCR|2DMG|1AART|1VULN|1ASPD	1BEXP|2FEWX|3AART|4VULN|5RPLT|6aDMG|7RCR|8ASPD|9BELT
276	31333 13464	   	153.96	DCR|2VULN|1AART|1DMG|1ASPD	1BEXP|2FEWX|3AART|4aVULN|5RPLT|6DMG|7RCR|8ASPD|9BELT
277	51338 51124	   	153.86	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8FEWX|9ASPD|aLWND
278	51338 51131	   	153.86	DCR|2VULN|1AART|2CDMG|1DUR	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8FEWX|9DUR|aLHND
279	51338 51132	   	153.86	DCR|2VULN|1AART|2CDMG|1DUR	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8FEWX|9DUR|aRPLT
280	51338 51134	   	153.86	DCR|2VULN|1AART|2CDMG|1DUR	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8FEWX|9DUR|aRMIN
281	51338 51224	   	153.86	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8LWND|9ASPD|aLHND
282	51338 51231	   	153.86	DCR|2VULN|1AART|2CDMG|1DUR	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8LWND|9DUR|aLHND
283	51338 51232	   	153.86	DCR|2VULN|1AART|2CDMG|1DUR	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8LWND|9DUR|aRPLT
284	51338 51234	   	153.86	DCR|2VULN|1AART|2CDMG|1DUR	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8LWND|9DUR|aRMIN
285	66221 33411	   	153.85	DCR|1AART|1DMG|2CDMG|1VULN|1FLTHEA	1LEGI|27CDMG|3FLTHEA|4DUST|5DMG|6DMSP|8VULN|9RCR|aAART
286	51337 51123	   	153.76	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|2aCDMG|3MBVNT|45VULN|6RCR|7AART|8FEWX|9ASPD
287	51337 51223	   	153.76	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|2aCDMG|3MBVNT|45VULN|6RCR|7AART|8LWND|9ASPD
288	51338 51122	   	153.76	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8FEWX|9ASPD|aERES
289	51338 51133	   	153.76	DCR|2VULN|1AART|2CDMG|1DUR	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8FEWX|9DUR|aERES
290	51338 51222	   	153.76	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8LWND|9ASPD|aERES
291	51338 51233	   	153.76	DCR|2VULN|1AART|2CDMG|1DUR	1MLV|25CDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|8LWND|9DUR|aERES
292	33563 12353	 * 	153.71	DCR|3VULN|1DMG|2DUR|1ZMB	1BEXP|2RPLT|3DMG|468VULN|5ZMB|7aDUR|9RCR
293	55431 31322	   	153.68	ACR|3VULN|1DMG|1FLTHEA|1ASPD	1MLV|249VULN|3DMG|5RCR|6DUST|7ASPD|8NUKE|aFLTHEA
294	34114 12333	 * 	153.65	DCR|3DMG|1AART|2DUR	1BEXP|2DMSP|358DMG|4LHND|6RCR|7aDUR|9AART
295	44234 44542	   	153.56	DCR|3VULN|1AART|1ZMB|1DUR	1VENICY|2DUR|3MBVNT|468VULN|5ZMB|7RCVC|9RCR|aAART
296	14114 12333	   	153.55	DCR|3DMG|1AART|2DUR	1DUST|2DMSP|358DMG|4LHND|6RCR|7aDUR|9AART
297	51623 42333	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3DUR|4ZMB|59DMG|6RCR|7ERES|8VULN|aLIT
298	31343 32156	   	153.47	DCR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	16BEXP|2FEWX|3AART|4ASPD|56ZMB|6BPWR|7DMG|8VULN|9RCR|aDUR
299	34134 16223	   	153.46	DCR|2VULN|2DMG|1CDMG	1aBEXP|2DMSP|35DMG|4aVULN|6RCR|7LWND|8CDMG|9aCGEN|aBPWR
300	51382 31184	   	153.44	DCR|3DMG|1VULN|2CDMG	18MLV|26CDMG|3MBVNT|468DMG|5RCVC|68BPWR|78LHND|9RCR|aVULN
301	51382 33184	   	153.44	DCR|3DMG|1VULN|2CDMG	18MLV|26CDMG|3MBVNT|468DMG|5RCVC|68BPWR|78LWND|9RCR|aVULN
302	51623 42332	   	153.41	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MLV|2CDMG|3DUR|4ZMB|59DMG|6RCR|7aERES|8VULN
303	51337 51321	   	153.26	DCR|2VULN|2AART|1CDMG	18MLV|2CDMG|3MBVNT|45VULN|6RCR|79AART|aRCVC
304	14134 16223	   	153.26	DCR|2VULN|2DMG|1CDMG	1aDUST|2DMSP|35DMG|4aVULN|6RCR|7LWND|8CDMG|9aCGEN|aBPWR
305	34134 11324	   	153.26	DCR|2VULN|2DMG|1CDMG	1BEXP|2DMSP|35DMG|4aVULN|6RCR|7RPLT|8FEWX|9CDMG
306	14134 11324	   	153.16	DCR|2VULN|2DMG|1CDMG	1DUST|2DMSP|35DMG|4aVULN|6RCR|7RPLT|8FEWX|9CDMG
307	14134 11353	   	153.16	DCR|2VULN|2DMG|1CDMG	1DUST|2DMSP|35DMG|49VULN|6RCR|7RPLT|8FEWX|aCDMG
308	34134 15322	   	153.16	DCR|2VULN|2DMG|1FLTHEA	1BEXP|2DMSP|35DMG|49VULN|6RCR|7TLV|8LWND|aFLTHEA
309	13521 21523	   	153.12	DCR|3VULN|1DMG|1ZMB|1DUR	1DUST|2RPLT|3DMG|4BELT|5ZMB|6DUR|7RCR|89aVULN
310	14134 15322	   	153.06	DCR|2VULN|2DMG|1FLTHEA	1DUST|2DMSP|35DMG|49VULN|6RCR|7TLV|8LWND|aFLTHEA
311	11331 66262	   	152.97	DCR|2VULN|1AART|2ZMB|1CDMG	157DUST|2FEWX|3AART|47VULN|67ZMB|7BPWR|8RCR|9CDMG|aMLV
312	51338 51141	   	152.97	DCR|2VULN|3CDMG|1AART	1MLV|25aCDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|89FEWX
313	66231 13324	   	152.93	DCR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1LEGI|2CDMG|3FLTHEA|4MBVNT|5DMG|6CGEN|78VULN|9RCR|aZMB
314	66231 28311	   	152.93	DCR|2DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1LEGI|2CDMG|3FLTHEA|4MBVNT|5aDMG|6FEWX|7ZMB|8VULN|9RCR
315	66231 28314	   	152.93	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1LEGI|2CDMG|3FLTHEA|4MBVNT|5DMG|6FEWX|7ZMB|8aVULN|9RCR
316	51338 51313	   	152.87	DCR|2VULN|3CDMG|1AART	18MLV|25aCDMG|3MBVNT|45VULN|5BPWR|6RCR|7AART|9NUKE
317	51338 53441	   	152.84	DCR|2VULN|3CDMG|1ZMB|1DUR|1ASPD	1MLV|257CDMG|3MBVNT|45VULN|5BPWR|6RCR|8DUR|9ASPD|aZMB
318	34134 12231	   	152.76	DCR|2DMG|1AART|1VULN|1DUR	1BEXP|2DMSP|35DMG|4VULN|6RCR|7DUR|8FEWX|9AART|aCGEN
319	34134 12233	   	152.76	DCR|2DMG|1AART|1VULN|1DUR	1BEXP|2DMSP|35DMG|4VULN|6RCR|7DUR|8FEWX|9AART|aLHND
320	53424 12232	   	152.76	DCR|2DMG|1AART|1VULN|1DUR	1MLV|2BEXP|35DMG|4CGEN|6RCR|7DUR|8FEWX|9AART|aVULN
321	43532 32363	   	152.74	ACR|3VULN|1AART|1ZMB	1VENICY|26LHND|3RCR|456VULN|6BPWR|7ERES|8ZMB|9AART|aRMIN
322	51332 46821	   	152.67	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2CDMG|3MBVNT|4VULN|5DUR|6AART|7ASPD|8RCR|9DMG|aLHND
323	51332 46822	   	152.67	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2CDMG|3MBVNT|4VULN|5DUR|6AART|7ASPD|8RCR|9DMG|aRPLT
324	51332 46824	   	152.67	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2CDMG|3MBVNT|4VULN|5DUR|6AART|7ASPD|8RCR|9DMG|aRMIN
325	14134 12231	   	152.66	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DMSP|35DMG|4VULN|6RCR|7DUR|8FEWX|9AART|aCGEN
326	14134 12233	   	152.66	DCR|2DMG|1AART|1VULN|1DUR	1DUST|2DMSP|35DMG|4VULN|6RCR|7DUR|8FEWX|9AART|aLHND
