0	Index      	 *	Score 	Summary	Detail	
1	62243 52418	 * 	184.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|4aVULN|59DMG|6RCR|7CDMG|8AART
162	55132 22141	   	166.44	ACR|3VULN|1AART|1DMG|1DUR	15MLV|235VULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9AART|aFEWX
163	55132 22143	   	166.44	ACR|3VULN|1AART|1DMG|1DUR	15MLV|235VULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9AART|aCGEN
164	65132 22141	   	166.44	ACR|3VULN|1AART|1DMG|1DUR	15CGEN|235VULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9AART|aFEWX
165	11132 24245	   	166.34	ACR|3VULN|1AART|1DMG|1DUR	17LWND|25TLV|356VULN|4RCR|5BPWR|8DUR|9AART|aDMG
166	13332 24245	   	166.34	ACR|3VULN|1AART|1DMG|1DUR	17LWND|256VULN|35ERES|4RCR|5BPWR|8DUR|9AART|aDMG
167	55132 22142	   	166.34	ACR|3VULN|1AART|1DMG|1DUR	15MLV|235VULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9AART|aDUST
168	65132 22142	   	166.34	ACR|3VULN|1AART|1DMG|1DUR	15CGEN|235VULN|4RCR|5BPWR|6ERES|7DUR|8DMG|9AART|aDUST
169	65132 22143	   	166.34	ACR|3VULN|1AART|1DMG|1DUR	15CGEN|235VULN|4RCR|5BPWR|6aERES|7DUR|8DMG|9AART
170	62812 44436	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2MBVNT|3DMG|4DUR|5AART|68VULN|7RCR|9LWND|aCDMG
171	23256 43332	   	166.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LSRICY|27VULN|3LHND|4AART|5ZMB|6CDMG|8DMG|9RCR|aRCVC
172	23256 43333	   	166.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LSRICY|27VULN|3LHND|4AART|5ZMB|6CDMG|8DMG|9RCR|aBEXP
173	16335 31333	   	166.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|2ASPD|3LHND|4RCR|5BEXP|6AART|78DMG|9CDMG|aVULN
174	62812 44447	   	166.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2MBVNT|3DMG|4DUR|5AART|68VULN|7RCR|9DUST|aCDMG
175	43123 61315	   	166.15	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|27VULN|36LHND|4ASPD|5AART|8DMG|9CDMG|aRCR
176	16132 62322	 * 	166.14	ACR|2VULN|2DMG|2ZMB|2ASPD	1LWND|2aASPD|38VULN|4RCR|5LSRREG|6aDMG|7CGEN|9aZMB|aBPWR
177	16331 31333	   	166.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|2ASPD|3LHND|4RCR|5DUST|6AART|78DMG|9CDMG|aVULN
178	16151 21141	   	166.02	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2ASPD|346VULN|5RMIN|7RCR|8DMG|9AART|aFEWX
179	16151 21143	   	166.02	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2ASPD|346VULN|5RMIN|7RCR|8DMG|9AART|aCGEN
180	23234 55211	   	165.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18LSRICY|28VULN|3LHND|4ZMB|5RCR|68DUR|7AART|8BPWR|9DMG|aMBVNT
181	23234 55213	   	165.98	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	18LSRICY|28VULN|3LHND|4ZMB|5RCR|68DUR|7AART|8BPWR|9DMG|aBASICY
182	16151 21142	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1LWND|2ASPD|346VULN|5RMIN|7RCR|8DMG|9AART|aDUST
183	41152 21141	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	1DUR|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
184	41152 21143	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	1DUR|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
185	13523 23515	   	165.73	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1LWND|26VULN|3LEGI|47ASPD|5AART|8DMG|9CDMG|aRCR
186	41152 21142	   	165.72	DCR|3VULN|1AART|1DMG|1DUR	1DUR|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
187	53223 35522	 * 	165.71	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR|1ASPD	1MLV|27DUR|3ASPD|4FLTHEA|5DMG|6VULN|8AART|9CDMG|aRCR
188	55132 61331	   	165.69	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	15MLV|235VULN|4RCR|5BPWR|6SELL|7FEWX|8DMG|9ASPD|aAART
189	65132 61331	   	165.69	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	15CGEN|235VULN|4RCR|5BPWR|6SELL|7FEWX|8DMG|9ASPD|aAART
190	24512 41322	   	165.68	DCR|3VULN|1AART|1DMG	1LSRICY|2AART|359VULN|457CGEN|5BPWR|6RCR|8DUST|aDMG
191	16133 41241	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2ASPD|36VULN|4RCR|58LIT|7AART|9DMG|aCDMG
192	24523 21631	   	165.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LSRICY|2AART|3VULN|45DMG|6ERES|7CDMG|8RCR|9TLV|aASPD
193	24525 31232	   	165.61	DCR|2VULN|2DMG|1AART	18aLSRICY|2AART|38VULN|4aDMG|5LWND|68LHND|7RCR|8aBPWR|9aFEWX
194	41223 35522	   	165.61	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR|1ASPD	17DUR|2TLV|3ASPD|4FLTHEA|5DMG|6VULN|8AART|9CDMG|aRCR
195	24521 31232	   	165.51	DCR|2VULN|2DMG|1AART	18aLSRICY|2AART|38VULN|4aDMG|5DUST|68LHND|7RCR|8aBPWR|9aFEWX
196	24521 31252	   	165.51	DCR|2VULN|2DMG|1AART	18aLSRICY|2AART|38VULN|4aDMG|5DUST|68LHND|7RCR|8aBPWR|9aBEXP
197	24242 41222	   	165.48	DCR|3VULN|1AART|1DMG	1LSRICY|2AART|35ERES|459VULN|5BPWR|6RCR|7CGEN|8DMG|aNUKE
198	24242 41223	   	165.48	DCR|3VULN|1AART|1DMG	1LSRICY|2AART|35ERES|459VULN|5BPWR|6RCR|7CGEN|8DMG|aDUST
199	24242 43222	   	165.48	DCR|3VULN|1AART|1DMG	1LSRICY|2AART|35ERES|459VULN|5BPWR|6RCR|7MBVNT|8RCVC|aDMG
200	24525 31211	   	165.41	DCR|2VULN|2DMG|1AART	18LSRICY|2AART|38VULN|49DMG|5LWND|68LHND|7RCR|8BPWR|aBEXP
201	16131 31346	 * 	165.41	ACR|2DMG|1AART|1VULN|3ASPD	1LWND|29aASPD|3VULN|4RCR|5DUST|6AART|78DMG
202	16133 31532	 * 	165.38	ACR|4VULN|2ZMB|1FLTHEA|1ASPD	19LWND|2ASPD|389aVULN|4RCR|5LIT|6FLTHEA|79ZMB|9BPWR
203	24242 41133	   	165.34	DCR|3VULN|1AART|1DMG|1SELL	1LSRICY|2AART|35ERES|45aVULN|5BPWR|6RCR|7CGEN|8SELL|9DMG
204	24523 21223	 * 	165.32	DCR|2AART|2DMG|1VULN|1CDMG	1LSRICY|28AART|3VULN|45DMG|6ERES|7CDMG|9DUST|aRCR
205	24521 31211	   	165.31	DCR|2VULN|2DMG|1AART	18LSRICY|2AART|38VULN|49DMG|5DUST|68LHND|7RCR|8BPWR|aBEXP
206	24521 31216	   	165.31	DCR|2VULN|2DMG|1AART	18LSRICY|2AART|38VULN|49DMG|5DUST|68LHND|7RCR|8BPWR|aMLV
207	24525 31212	   	165.31	DCR|2VULN|2DMG|1AART	18LSRICY|2AART|38VULN|49DMG|5LWND|68LHND|7RCR|8BPWR|aERES
208	13433 32422	 * 	165.28	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD	1LWND|2aVULN|3ZMB|4RCR|5LIT|6FLTHEA|7ASPD|8CDMG|9DMG
209	16133 31422	   	165.28	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD	1LWND|2ASPD|3aVULN|4RCR|5LIT|6FLTHEA|7ZMB|8CDMG|9DMG
210	62213 52413	   	165.24	DCR|2DMG|2AART|1CDMG|1DUR|1ASPD	1CGEN|2MBVNT|3ASPD|4DUR|59DMG|6RCR|7CDMG|8aAART
211	24521 31212	   	165.21	DCR|2VULN|2DMG|1AART	18LSRICY|2AART|38VULN|49DMG|5DUST|68LHND|7RCR|8BPWR|aERES
212	62842 51134	   	165.08	DCR|3VULN|1AART|1DMG|1ZMB	1CGEN|2MBVNT|3DMG|478VULN|5AART|6NUKE|9ZMB|aRCR
213	21322 72183	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LSRICY|2RPLT|3MBVNT|45VULN|6RCR|7AART|8DUR|9DMG|aZMB
214	23343 72183	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LSRICY|23VULN|4RPLT|5MBVNT|6RCR|7AART|8DUR|9DMG|aZMB
215	23523 42521	   	164.79	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1LSRICY|29VULN|3CGEN|4RCR|5DMG|6SELL|7CDMG|8AART|aASPD
216	23523 42532	   	164.79	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1LSRICY|2VULN|3CGEN|4RCR|5aDMG|6SELL|7CDMG|8AART|9ASPD
217	62141 72412	   	164.71	DCR|3VULN|1AART|1DMG|2DUR	1CGEN|2MBVNT|367VULN|4RPLT|56DUR|6BPWR|8AART|9DMG|aRCR
218	13452 21216	 * 	164.64	DCR|4VULN|3ZMB|1DUR	1LWND|245aVULN|358ZMB|5BPWR|6ERES|7RCR|9DUR
219	23663 35212	   	164.64	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	18LSRICY|28VULN|3FEWX|4LWND|5RCR|68ZMB|7AART|8BPWR|9DMG|aASPD
220	23256 31212	   	164.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18LSRICY|28VULN|3LHND|4AART|5ZMB|68FEWX|7RCR|8BPWR|9DMG|aASPD
221	23256 31215	   	164.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18LSRICY|28VULN|3LHND|4AART|5ZMB|68FEWX|7RCR|8BPWR|9DMG|aDUR
222	23213 35212	   	164.54	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	18LSRICY|28VULN|3LHND|4DUST|5RCR|68ZMB|7AART|8BPWR|9DMG|aASPD
223	23613 35212	   	164.54	ACR|2VULN|1AART|1DMG|2ZMB|1ASPD	18LSRICY|28VULN|3FEWX|4DUST|5RCR|68ZMB|7AART|8BPWR|9DMG|aASPD
224	21322 72646	   	164.51	DCR|2VULN|2DMG|1AART	1LSRICY|2RPLT|3MBVNT|45VULN|6RCR|7AART|8LIT|9aDMG
225	23523 55333	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LSRICY|28VULN|3CGEN|4RCR|5DMG|6RMIN|7DUR|9AART|aCDMG
226	23523 64333	   	164.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LSRICY|28VULN|3CGEN|4RCR|5DMG|6ASPD|7LWND|9AART|aCDMG
227	16132 62333	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2ASPD|38VULN|4RCR|5LSRREG|6DMG|7CGEN|9AART|aCDMG
228	13451 51112	   	164.33	DCR|4VULN|1DMG|2ZMB	1LWND|246aVULN|36ZMB|5RMIN|6BPWR|7RCR|8DMG|9FEWX
229	23523 64322	   	164.30	ACR|3VULN|1DMG|2ZMB|2ASPD	1LSRICY|28aVULN|3CGEN|4RCR|5DMG|6aASPD|7LWND|9aZMB|aBPWR
230	46132 31261	   	164.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3VULN|4MLV|5AART|6DUST|7ZMB|8RCR|9DMG|aCDMG
231	53123 51261	   	164.27	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|3VULN|4DUST|5AART|6ASPD|7ZMB|8RCR|9DMG|aCDMG
232	13451 51132	   	164.23	DCR|4VULN|1DMG|2ZMB	1LWND|246aVULN|36ZMB|5RMIN|6BPWR|7RCR|8DMG|9DUST
233	13452 21112	   	164.23	DCR|4VULN|1DMG|2ZMB	1LWND|245aVULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9FEWX
234	13433 31242	 * 	164.20	ACR|3VULN|1DMG|2ZMB|1FLTHEA	1LWND|29aVULN|37ZMB|4RCR|5LIT|6FLTHEA|8DMG
235	23425 15111	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2VULN|3MLV|4RCR|5AART|6ZMB|79DMG|8DUR|aBEXP
236	23425 15232	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LSRICY|2VULN|3MLV|4RCR|5AART|6ZMB|7aDMG|8RCVC|9ASPD
237	23425 15332	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LSRICY|2VULN|38MLV|4RCR|5AART|6ZMB|7aDMG|9ASPD
238	23525 13232	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LSRICY|2VULN|37CGEN|4RCR|5AART|6ZMB|8aDMG|9ASPD
239	23525 15111	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2VULN|3CGEN|4RCR|5AART|6ZMB|79DMG|8DUR|aBEXP
240	23525 15232	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LSRICY|2VULN|3CGEN|4RCR|5AART|6ZMB|7aDMG|8RCVC|9ASPD
241	25225 15112	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2CGEN|3BEXP|4RCR|5AART|6ZMB|79DMG|8DUR|aVULN
242	25525 13232	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LSRICY|27CGEN|3VULN|4RCR|5AART|6ZMB|8aDMG|9ASPD
243	23425 15211	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|29VULN|3MLV|4RCR|5AART|6ZMB|7DMG|8RCVC|aASPD
244	23425 15311	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|29VULN|38MLV|4RCR|5AART|6ZMB|7DMG|aASPD
245	23425 16231	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|27VULN|3MLV|4RCR|5AART|6ZMB|8DMG|9ASPD|aLWND
246	23425 16233	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|27VULN|3MLV|4RCR|5AART|6ZMB|8DMG|9ASPD|aLIT
247	23525 13221	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|29VULN|37CGEN|4RCR|5AART|6ZMB|8DMG|aASPD
248	23525 13225	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LSRICY|29VULN|37CGEN|4RCR|5AART|6ZMB|8DMG|aDUR
249	23525 15221	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|29VULN|3CGEN|4RCR|5AART|6ZMB|7DMG|8RCVC|aASPD
250	23525 15322	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LSRICY|2VULN|3CGEN|4RCR|5AART|6ZMB|79DMG|8MLV|aASPD
251	23525 15323	   	164.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2VULN|3CGEN|4RCR|5AART|6ZMB|79DMG|8MLV|aDUR
252	25525 13221	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|27CGEN|39VULN|4RCR|5AART|6ZMB|8DMG|aASPD
253	41123 51261	   	164.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|3VULN|4DUST|5AART|6ASPD|7ZMB|8RCR|9DMG|aCDMG
254	43323 51261	   	164.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2VULN|3ERES|4DUST|5AART|6ASPD|7ZMB|8RCR|9DMG|aCDMG
255	13452 21132	   	164.13	DCR|4VULN|1DMG|2ZMB	1LWND|245aVULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9DUST
256	46335 31332	   	164.11	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3LWND|4RCR|5BEXP|6AART|78DMG|9CDMG|aZMB
257	62812 44414	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|2MBVNT|3DMG|4DUR|5aAART|68VULN|7RCR|9MGNLIT
258	62812 44814	   	164.11	DCR|2AART|2DMG|1VULN|1DUR	1CGEN|2MBVNT|38DMG|4DUR|5aAART|6VULN|7RCR|9MGNLIT
259	62842 64414	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|2MBVNT|3DMG|48VULN|5aAART|6DUR|7RCR|9MGNLIT
260	23425 14221	 * 	164.10	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1LSRICY|2VULN|3MLV|4RCR|5AART|67ZMB|8DMG|9CDMG|aASPD
261	22525 15211	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|2TLV|39VULN|4RCR|5AART|6ZMB|7DMG|8RCVC|aASPD
262	22525 15322	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LSRICY|2TLV|3VULN|4RCR|5AART|6ZMB|79DMG|8MLV|aASPD
263	22525 15323	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2TLV|3VULN|4RCR|5AART|6ZMB|79DMG|8MLV|aDUR
264	22525 16231	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|2TLV|37VULN|4RCR|5AART|6ZMB|8DMG|9ASPD|aLWND
265	22525 16233	   	164.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LSRICY|2TLV|37VULN|4RCR|5AART|6ZMB|8DMG|9ASPD|aLIT
266	22225 15112	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2TLV|3BEXP|4RCR|5AART|6ZMB|79DMG|8DUR|aVULN
267	22525 15111	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2TLV|3VULN|4RCR|5AART|6ZMB|79DMG|8DUR|aBEXP
268	22525 15232	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LSRICY|2TLV|3VULN|4RCR|5AART|6ZMB|7aDMG|8RCVC|9ASPD
269	23425 15112	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2VULN|3MLV|4RCR|5AART|6ZMB|79DMG|8DUR|aERES
270	23525 15112	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2VULN|3CGEN|4RCR|5AART|6ZMB|79DMG|8DUR|aERES
271	23324 43341	   	164.07	DCR|3VULN|2DMG|1ZMB	1aLSRICY|23aVULN|4ZMB|59LHND|6RMIN|7RCR|8aDMG|aBPWR
272	16135 31333	   	164.03	ACR|2DMG|2AART|1VULN|1ASPD	19LWND|2ASPD|3VULN|4RCR|5BEXP|6aAART|78DMG
273	46331 31332	   	164.01	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3LWND|4RCR|5DUST|6AART|78DMG|9CDMG|aZMB
274	22525 14221	   	164.00	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1LSRICY|2TLV|3VULN|4RCR|5AART|67ZMB|8DMG|9CDMG|aASPD
275	22525 15112	   	163.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LSRICY|2TLV|3VULN|4RCR|5AART|6ZMB|79DMG|8DUR|aERES
276	23324 53341	   	163.97	DCR|3VULN|2DMG|1ZMB	1aLSRICY|23aVULN|4ZMB|59LHND|6aDMG|7RCR|8NUKE|aBPWR
277	16131 31333	   	163.93	ACR|2DMG|2AART|1VULN|1ASPD	19LWND|2ASPD|3VULN|4RCR|5DUST|6aAART|78DMG
278	13433 36421	   	163.86	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1LWND|2VULN|3ZMB|4RCR|5LIT|6FLTHEA|7ERES|8CDMG|9DMG|aAART
279	24512 42222	 * 	163.86	DCR|3VULN|2AART|1DUR|1SELL	1LSRICY|28AART|359VULN|45CGEN|5BPWR|6RCR|7SELL|aDUR
280	13451 51231	   	163.66	DCR|3VULN|3ZMB|1DMG	1LWND|246VULN|368ZMB|5RMIN|6BPWR|7RCR|9DUST|aDMG
281	13452 21241	   	163.66	DCR|3VULN|3ZMB|1DMG	1LWND|245VULN|358ZMB|5BPWR|6ERES|7RCR|9FEWX|aDMG
282	13452 21251	   	163.66	DCR|3VULN|3ZMB|1DMG	1LWND|245VULN|358ZMB|5BPWR|6ERES|7RCR|9DMG|aBEXP
283	13452 21253	   	163.66	DCR|3VULN|3ZMB|1DMG	1LWND|245VULN|358ZMB|5BPWR|6ERES|7RCR|9DMG|aCGEN
284	13452 21261	   	163.66	DCR|3VULN|3ZMB|1DMG	1LWND|245VULN|358ZMB|5BPWR|6ERES|7RCR|9BEXP|aDMG
285	62843 64323	 * 	163.61	DCR|3DMG|2VULN|1ZMB|1DUR	1CGEN|2MBVNT|356DMG|46VULN|6BPWR|7ZMB|8LHND|9DUR|aRCR
286	23523 42153	   	163.59	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	1LSRICY|2VULN|3CGEN|4RCR|58DMG|6SELL|7CDMG|9ASPD|aAART
287	16152 21241	   	163.57	DCR|3VULN|1AART|2ASPD|1ZMB	1LWND|25ASPD|345VULN|5BPWR|6ERES|7RCR|8ZMB|9AART|aFEWX
288	16152 21243	   	163.57	DCR|3VULN|1AART|2ASPD|1ZMB	1LWND|25ASPD|345VULN|5BPWR|6ERES|7RCR|8ZMB|9AART|aCGEN
289	43413 33143	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2aVULN|3ZMB|4LWND|5AART|6DUST|7RCR|8LSRHEA|9DMG
290	13452 21231	   	163.56	DCR|3VULN|3ZMB|1DMG	1LWND|245VULN|358ZMB|5BPWR|6ERES|7RCR|9DUST|aDMG
291	12431 31363	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2FEWX|3ZMB|4RCR|5DUST|6AART|7ASPD|89DMG|aVULN
292	13431 31361	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7ASPD|89DMG|aBEXP
293	13431 31362	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7ASPD|89DMG|aRMIN
294	13431 31364	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7ASPD|89DMG|aFEWX
295	13431 31366	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1aLWND|2VULN|3ZMB|4RCR|5DUST|6AART|7ASPD|89DMG
296	16131 31561	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|79DMG|8ZMB|aBEXP
297	16131 31562	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|79DMG|8ZMB|aRMIN
298	16131 32361	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7ZMB|89DMG|aBEXP
299	16131 32362	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7ZMB|89DMG|aRMIN
300	16131 32364	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7ZMB|89DMG|aFEWX
301	16131 32366	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1aLWND|2ASPD|3VULN|4RCR|5DUST|6AART|7ZMB|89DMG
302	16331 31563	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3LHND|4RCR|5DUST|6AART|79DMG|8ZMB|aVULN
303	16331 32363	   	163.49	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3LHND|4RCR|5DUST|6AART|7ZMB|89DMG|aVULN
304	16152 21242	   	163.47	DCR|3VULN|1AART|2ASPD|1ZMB	1LWND|25ASPD|345VULN|5BPWR|6ERES|7RCR|8ZMB|9AART|aDUST
305	55131 23151	   	163.39	ACR|3VULN|1AART|1CDMG|1ZMB	1MLV|236VULN|4RCR|5RMIN|7CDMG|8DUST|9ZMB|aAART
306	65131 23151	   	163.39	ACR|3VULN|1AART|1CDMG|1ZMB	1CGEN|236VULN|4RCR|5RMIN|7CDMG|8DUST|9ZMB|aAART
307	13431 31363	   	163.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7ASPD|89DMG|aTLV
308	13431 31365	   	163.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2VULN|3ZMB|4RCR|5DUST|6AART|7ASPD|89DMG|aMBVNT
309	16131 31563	   	163.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|79DMG|8ZMB|aTLV
310	16131 32363	   	163.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7ZMB|89DMG|aTLV
311	16131 32365	   	163.39	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LWND|2ASPD|3VULN|4RCR|5DUST|6AART|7ZMB|89DMG|aMBVNT
312	62242 48252	 * 	163.29	DCR|2DMG|1AART|1VULN|3ASPD	1aCGEN|2MBVNT|39aASPD|4VULN|5AART|6TLV|7aDMG|8RCR|aBPWR
313	62842 33252	   	163.29	DCR|2DMG|1AART|1VULN|3ASPD	1aCGEN|2MBVNT|3aDMG|4VULN|5AART|6ERES|79aASPD|8RCR|aBPWR
314	46151 21112	   	163.26	DCR|4VULN|1DMG|1ASPD|1DUR	1DUR|2ASPD|346aVULN|5RMIN|7RCR|8DMG|9FEWX
315	21324 27524	   	163.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LSRICY|2RPLT|3MBVNT|47VULN|5AART|6ZMB|8CDMG|9DMG|aRCR
316	46151 21132	   	163.16	DCR|4VULN|1DMG|1ASPD|1DUR	1DUR|2ASPD|346aVULN|5RMIN|7RCR|8DMG|9DUST
317	24215 33323	   	163.09	ACR|2VULN|2DMG|1AART|1SELL	18LSRICY|2AART|3ERES|48DMG|5RCR|6SELL|78CGEN|8BPWR|9aVULN
318	13432 25212	   	163.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	18LWND|28VULN|3ZMB|4RCR|5LSRREG|68FEWX|7AART|8BPWR|9DMG|aASPD
