0	Index      	 *	Score 	Summary	Detail	
1	54322 23251	 * 	213.84	DCR|3VULN|1AART|1DMG|1NUKE|1DUR	1DMSP|234VULN|5LWND|6RCR|7AART|8DUR|9DMG|aNUKE
159	22315 24163	   	187.34	DCR|3VULN|2DMG|1DUR|1SELL	1CGEN|237VULN|4DUR|5SELL|6RCR|8LWND|9aDMG
160	53322 23264	 * 	187.33	DCR|2VULN|2AART|2CDMG	1DMSP|2aCDMG|3CGEN|4aVULN|5aDUST|6RCR|7RPLT|89AART|aBPWR
161	33611 13626	   	187.32	DCR|2VULN|1AART|2CDMG|1DMG	1BEXP|2AELBLL|39VULN|4aCDMG|5CGEN|6AART|7DMG|8RCR
162	53322 13626	   	187.22	DCR|2VULN|1AART|2CDMG|1DMG	1DMSP|2aCDMG|3CGEN|49VULN|5DUST|6AART|7DMG|8RCR
163	15111 41253	   	187.03	DCR|2VULN|1AART|1CDMG|2DUR|2ZMB|1AAC	17DUR|2AAC|37ZMB|4CDMG|5aCGEN|67VULN|7BPWR|8RCR|9AART
164	21361 51111	 * 	186.94	ACR|3DMG|2VULN|1AART|1CDMG	18CGEN|2TLV|38VULN|4RPLT|5RCR|678DMG|8BPWR|9CDMG|aAART
165	23461 51111	   	186.94	ACR|3DMG|2VULN|1AART|1CDMG	18CGEN|2ERES|38VULN|4RPLT|5RCR|678DMG|8BPWR|9CDMG|aAART
166	15111 41251	   	186.93	DCR|2VULN|1AART|1CDMG|2DUR|2ZMB|1AAC|1MSE	17DUR|2AAC|37ZMB|4CDMG|5CGEN|67VULN|7BPWR|8RCR|9AART|aMSE
167	15111 41252	   	186.93	DCR|2VULN|1AART|1CDMG|2DUR|1AAC|2ZMB	17DUR|2AAC|37ZMB|4CDMG|5CGEN|67VULN|7BPWR|8RCR|9AART|aERES
168	42461 32123	 * 	186.48	DCR|2VULN|2ASPD|1DMG|1ZMB	1BELT|2ZMB|3aASPD|49VULN|5RMIN|6RPLT|7RCR|8DMG
169	42463 32123	   	186.48	DCR|2VULN|2ASPD|1DMG|1ZMB	1BELT|2ZMB|3aASPD|49VULN|5MLV|6RPLT|7RCR|8DMG
170	42434 32123	   	186.38	DCR|2VULN|2ASPD|1DMG|1AAC|1ZMB	1BELT|2ZMB|3aASPD|4AAC|59VULN|6RPLT|7RCR|8DMG
171	11132 16116	 * 	186.24	DCR|2VULN|1AART|1ASPD|3DUR	14aDUR|2LHND|3LIT|5ASPD|6RCR|7AART|89VULN
172	22315 22543	   	186.20	DCR|2VULN|2ASPD|1DMG|1DUR|1SELL	1CGEN|23VULN|4DUR|5SELL|6RCR|7LHND|89ASPD|aDMG
173	15111 41233	 * 	186.13	DCR|3VULN|3DUR|1CDMG|2ZMB|1AAC	17aDUR|2AAC|37ZMB|4CDMG|5CGEN|679VULN|7BPWR|8RCR
174	13311 24163	   	186.00	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2AELBLL|37VULN|4CDMG|5CGEN|6RCR|8LWND|9aDMG
175	13313 24163	   	186.00	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2AELBLL|37VULN|4CDMG|5RMIN|6RCR|8LWND|9aDMG
176	22323 46315	 * 	185.87	DCR|4VULN|1ASPD|1ZMB	1CGEN|239aVULN|4LHND|5RMIN|6ASPD|7RCR|8ZMB
177	24222 13636	   	185.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1CGEN|2LIT|3DMG|4VULN|5ASPD|6RCR|7ZMB|8TLV|9AART|aDUR
178	24222 11261	   	185.72	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR|1SELL	1CGEN|2LIT|3DMG|4VULN|5ASPD|6RCR|7SELL|8AART|9DUR|aZMB
179	22133 61361	 * 	185.61	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1CGEN|2VULN|3ZMB|4BEXP|5MDPS|6ASPD|7RCR|8CDMG|9aDMG
180	22143 61361	   	185.61	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1CGEN|2VULN|3ZMB|4LHND|5MDPS|6ASPD|7RCR|8CDMG|9aDMG
181	11312 54351	   	185.59	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|23LHND|4CDMG|5MDPS|6RCR|7aDMG|8ASPD|9VULN
182	13212 54351	   	185.59	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2AELBLL|3FEWX|4CDMG|5MDPS|6RCR|7aDMG|8ASPD|9VULN
183	13312 54311	   	185.59	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1DUR|2AELBLL|3VULN|4CDMG|5MDPS|6RCR|7aDMG|8ASPD|9LHND
184	13312 54321	   	185.59	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2AELBLL|3VULN|4CDMG|5MDPS|6RCR|7aDMG|8ASPD|9FEWX
185	13312 54331	   	185.59	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2AELBLL|3VULN|4CDMG|5MDPS|6RCR|7aDMG|8ASPD|9BEXP
186	43335 11512	 * 	185.57	DCR|3VULN|2CDMG|1DMG	1BELT|28aVULN|3478CGEN|58CDMG|6RCR|8BPWR|9DMG
187	22315 13223	   	185.53	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1CGEN|239VULN|4DUR|5SELL|6AART|7DMG|8FEWX|aRCR
188	22335 13123	   	185.53	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1CGEN|239VULN|4FEWX|5SELL|6AART|7DMG|8DUR|aRCR
189	22565 13123	   	185.53	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1CGEN|249VULN|3BEXP|5SELL|6AART|7DMG|8DUR|aRCR
190	22652 61311	 * 	185.50	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1CGEN|2aVULN|3MDPS|4ASPD|5BEXP|6DMG|7RCR|89CDMG
191	13312 54361	   	185.49	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1DUR	1DUR|2AELBLL|3VULN|4CDMG|5MDPS|6RCR|7aDMG|8ASPD|9DUST
192	54322 21261	   	185.47	DCR|3VULN|1AART|1DMG	1DMSP|234VULN|5LWND|6RCR|7BEXP|8CGEN|9AART|aDMG
193	54322 22162	   	185.47	DCR|3VULN|1AART|1DMG	1DMSP|234VULN|5LWND|6RCR|7DMG|8BEXP|9AART|aFEWX
194	54322 23121	   	185.47	DCR|3VULN|1AART|1DMG	1DMSP|234VULN|5LWND|6RCR|7AART|8FEWX|9AME|aDMG
195	54322 23152	   	185.47	DCR|3VULN|1AART|1DMG	1DMSP|234VULN|5LWND|6RCR|7AART|8aFEWX|9DMG
196	54322 23153	   	185.47	DCR|3VULN|1AART|1DMG	1DMSP|234VULN|5LWND|6RCR|7AART|8FEWX|9DMG|aMLV
197	14511 11243	   	185.45	DCR|2VULN|2AART|1CDMG|2DUR	19DUR|2DUST|39BEXP|4ERES|56AART|7CDMG|89VULN|9BPWR|aRCR
198	34611 11243	   	185.45	DCR|2VULN|2AART|1CDMG|2DUR	19BEXP|2DUST|39DUR|4ERES|56AART|7CDMG|89VULN|9BPWR|aRCR
199	25365 13123	   	185.43	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1CGEN|2DUST|349VULN|5SELL|6AART|7DMG|8DUR|aRCR
200	22315 21363	   	185.43	DCR|3VULN|1DMG|2DUR|1ZMB|1SELL	17CGEN|237VULN|47DUR|5SELL|6RCR|7BPWR|8ZMB|9DUST|aDMG
201	22651 61311	   	185.40	DCR|2VULN|1MDPS|2CDMG|1ASPD|1DMG	1CGEN|2aVULN|3MDPS|4ASPD|5DUST|6DMG|7RCR|89CDMG
202	54322 23633	   	185.37	DCR|3VULN|1AART|1DMG	1DMSP|234VULN|5LWND|6RCR|7AART|8BELT|9CANARM|aDMG
203	33243 11164	 * 	185.33	DCR|2VULN|2DMG|2CDMG	1aBEXP|2AELBLL|3BELT|4aDMG|59CDMG|6RCR|7CGEN|8aVULN|aBPWR
204	54322 23421	   	185.27	DCR|3VULN|1AART|1NUKE|1SELL	1DMSP|234VULN|5LWND|6RCR|7AART|8SELL|9NUKE|aCGEN
205	54322 23422	   	185.27	DCR|3VULN|1AART|1NUKE|1SELL	1DMSP|234VULN|5LWND|6RCR|7AART|8SELL|9NUKE|aMLV
206	22315 21346	   	184.93	DCR|3VULN|1CDMG|2DUR|2ZMB|1SELL	17CGEN|237VULN|47DUR|5SELL|6RCR|7BPWR|89ZMB|aCDMG
207	24222 14153	 * 	184.91	DCR|2DMG|1VULN|1AART|1ASPD	1CGEN|2LIT|3aDMG|4VULN|5ASPD|6RCR|7LHND|8AME|9AART
208	24222 14342	   	184.91	DCR|2DMG|1VULN|1AART|1ASPD	1CGEN|2LIT|39DMG|4VULN|5ASPD|6RCR|7LHND|8LWND|aAART
209	24222 16153	   	184.81	DCR|2DMG|1VULN|1AART|1ASPD	1CGEN|2LIT|3aDMG|4VULN|5ASPD|6RCR|7LEGI|8AME|9AART
210	24222 16242	   	184.81	DCR|2DMG|1VULN|1AART|1ASPD	1CGEN|2LIT|39DMG|4VULN|5ASPD|6RCR|7LEGI|8LHND|aAART
211	22315 21344	   	184.53	DCR|4VULN|2DUR|2ZMB|1SELL	17CGEN|237aVULN|47DUR|5SELL|6RCR|7BPWR|89ZMB
212	22356 11333	 * 	184.52	DCR|4VULN|1MDPS|1AART	1CGEN|2345VULN|6AART|7RPLT|8ERES|9RCR|aMDPS
213	21355 22432	   	184.50	DCR|2VULN|2DMG|1ASPD	158CGEN|2TLV|38VULN|4RCVC|6RCR|78DMG|8BPWR|9LWND|aASPD
214	23341 22433	   	184.50	DCR|2VULN|2DMG|1ASPD	138CGEN|2ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9ASPD|aAME
215	23341 22434	   	184.50	DCR|2VULN|2DMG|1ASPD	138CGEN|2ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9ASPD|aLHND
216	23341 22436	   	184.50	DCR|2VULN|2DMG|1ASPD	138CGEN|2ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9ASPD|aDMSP
217	13135 26231	   	184.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2AELBLL|3CGEN|4CDMG|5ASPD|6LHND|7DMG|8RCR|9aVULN
218	53423 15231	   	184.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMSP|2CDMG|3DUR|4DMG|5RMIN|6ASPD|7FEWX|8RCR|9aVULN
219	53425 22231	   	184.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMSP|2CDMG|3DUR|4DMG|5ASPD|6LHND|7AME|8RCR|9aVULN
220	22324 46132	   	184.45	DCR|3VULN|2ASPD|1ZMB	1CGEN|23aVULN|4LHND|5ZMB|6aASPD|7RCR|8MLV|9aLIT|aBPWR
221	22324 46232	   	184.45	DCR|3VULN|2ASPD|1ZMB	1CGEN|23aVULN|4LHND|5ZMB|6aASPD|7RCR|8AME|9aLIT|aBPWR
222	22334 46132	   	184.45	DCR|3VULN|2ASPD|1ZMB	1CGEN|23aVULN|4FEWX|5ZMB|6aASPD|7RCR|8MLV|9aLIT|aBPWR
223	22334 46232	   	184.45	DCR|3VULN|2ASPD|1ZMB	1CGEN|23aVULN|4FEWX|5ZMB|6aASPD|7RCR|8AME|9aLIT|aBPWR
224	42442 32331	   	184.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1BELT|2ZMB|3ASPD|4DMG|5AAC|67VULN|8LIT|9RCR|aCDMG
225	23141 22433	   	184.40	DCR|2VULN|2DMG|1ASPD	18CGEN|23ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9ASPD|aAME
226	23141 22434	   	184.40	DCR|2VULN|2DMG|1ASPD	18CGEN|23ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9ASPD|aLHND
227	23141 22436	   	184.40	DCR|2VULN|2DMG|1ASPD	18CGEN|23ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9ASPD|aDMSP
228	23341 22432	   	184.40	DCR|2VULN|2DMG|1ASPD	138CGEN|2ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9ASPD|aMBVNT
229	23341 22451	 * 	184.40	DCR|2VULN|2DMG|1NUKE|1CDMG	138CGEN|2ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9NUKE|aCDMG
230	23341 22452	   	184.40	DCR|2VULN|2DMG|1NUKE	138CGEN|2ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9NUKE|aMBVNT
231	23341 22453	   	184.40	DCR|2VULN|2DMG|1NUKE	138CGEN|2ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9NUKE|aAME
232	13435 26231	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2AELBLL|3ERES|4CDMG|5ASPD|6LHND|7DMG|8RCR|9aVULN
233	53423 13231	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DMSP|2CDMG|3DUR|4DMG|5RMIN|6ASPD|7DUST|8RCR|9aVULN
234	23141 22432	   	184.30	DCR|2VULN|2DMG|1ASPD	18CGEN|23ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9ASPD|aMBVNT
235	23141 22451	   	184.30	DCR|2VULN|2DMG|1NUKE|1CDMG	18CGEN|23ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9NUKE|aCDMG
236	23141 22452	   	184.30	DCR|2VULN|2DMG|1NUKE	18CGEN|23ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9NUKE|aMBVNT
237	23141 22453	   	184.30	DCR|2VULN|2DMG|1NUKE	18CGEN|23ERES|4RCVC|58VULN|6RCR|78DMG|8BPWR|9NUKE|aAME
238	22324 46113	   	184.25	DCR|3VULN|2ASPD|1ZMB	1CGEN|239VULN|4LHND|5ZMB|6aASPD|7RCR|8MLV
239	22324 46213	   	184.25	DCR|3VULN|2ASPD|1ZMB	1CGEN|239VULN|4LHND|5ZMB|6aASPD|7RCR|8AME
240	22334 46113	   	184.25	DCR|3VULN|2ASPD|1ZMB	1CGEN|239VULN|4FEWX|5ZMB|6aASPD|7RCR|8MLV
241	22334 46213	   	184.25	DCR|3VULN|2ASPD|1ZMB	1CGEN|239VULN|4FEWX|5ZMB|6aASPD|7RCR|8AME
242	22323 46313	   	184.25	DCR|3VULN|2ASPD|1ZMB	1CGEN|239VULN|4LHND|5RMIN|6aASPD|7RCR|8ZMB
243	14121 23642	 * 	184.21	DCR|3VULN|1AART|3DUR	178DUR|2aDUST|38aLIT|48aVULN|5RPLT|6RCR|8aBPWR|9AART
244	11361 53423	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23LHND|4CGEN|59VULN|6AART|7DMG|8CDMG|aRCR
245	13152 53423	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AELBLL|3CGEN|49VULN|5LHND|6AART|7DMG|8CDMG|aRCR
246	13311 13223	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AELBLL|39VULN|4CDMG|5CGEN|6AART|7DMG|8FEWX|aRCR
247	33611 13123	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2AELBLL|39VULN|4CDMG|5CGEN|6AART|7DMG|8DUR|aRCR
248	33616 11123	   	184.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1BEXP|2AELBLL|39VULN|4CDMG|5ASPD|6AART|7CGEN|8DUR|aRCR
249	51611 13123	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMSP|2FEWX|39VULN|4CDMG|5CGEN|6AART|7DMG|8DUR|aRCR
250	53324 13123	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMSP|2CDMG|3CGEN|49VULN|5FEWX|6AART|7DMG|8DUR|aRCR
251	54211 13123	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMSP|29VULN|3FEWX|4CDMG|5CGEN|6AART|7DMG|8DUR|aRCR
252	63611 13123	   	184.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2AELBLL|39VULN|4CDMG|5CGEN|6AART|7DMG|8DUR|aRCR
253	22324 46313	   	184.15	DCR|3VULN|2ASPD|1AAC|1ZMB	1CGEN|239VULN|4LHND|5ZMB|6aASPD|7RCR|8AAC
254	22334 46313	   	184.15	DCR|3VULN|2ASPD|1AAC|1ZMB	1CGEN|239VULN|4FEWX|5ZMB|6aASPD|7RCR|8AAC
255	11351 53423	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23LHND|4ERES|59VULN|6AART|7DMG|8CDMG|aRCR
256	22316 51217	   	184.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1CGEN|23VULN|4DUR|5LWND|6AART|7CDMG|8MBVNT|9ASPD|aRCR
257	53322 13123	   	184.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMSP|2CDMG|3CGEN|49VULN|5DUST|6AART|7DMG|8DUR|aRCR
258	54322 23225	   	184.05	DCR|3VULN|1AART|1ZMB|1DUR	1DMSP|234VULN|5LWND|6RCR|7AART|8DUR|9AME|aZMB
259	15232 33334	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1DUR|2AAC|3FEWX|4AART|5TLV|69VULN|7DMG|8CDMG|aRCR
260	21111 51223	   	183.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2TLV|3ERES|4DUR|58VULN|6AART|7CDMG|9DMG|aRCR
261	33616 24112	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2AELBLL|37VULN|4CDMG|5ASPD|6RCR|8LWND|9AME|aAART
262	31311 24552	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|23LHND|4CDMG|5CGEN|6RCR|79VULN|8ASPD|aAART
263	33611 22552	   	183.89	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2AELBLL|39VULN|4CDMG|5CGEN|6RCR|7LHND|8ASPD|aAART
