0	Index      	 *	Score 	Summary	Detail	
1	55311 26313	 * 	193.64	DCR|3VULN|2DMG|1AART|2DUR|1ASPD	1AART|247VULN|3ASPD|57DMG|67DUR|7BPWR|8BEXP|9FEWX|aRCR
155	21431 12154	   	168.89	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|247DMG|3AART|5RMIN|6CDMG|8VULN|9FEWX|aRCR
156	21431 21314	   	168.89	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|249DMG|3AART|5RMIN|6VULN|7CDMG|8LWND|aRCR
157	21435 31314	   	168.89	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|249DMG|3AART|5VULN|6MLV|7CDMG|8LWND|aRCR
158	51311 23411	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|49VULN|5RMIN|6CDMG|7RCR|8DMG|aLIT
159	51311 23412	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|49VULN|5RMIN|6CDMG|7RCR|8DMG|aBEXP
160	51311 23414	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|49VULN|5RMIN|6CDMG|7RCR|8DMG|aLHND
161	51311 23415	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|49VULN|5RMIN|6CDMG|7RCR|8DMG|aRPLT
162	51311 23434	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|4aVULN|5RMIN|6CDMG|7RCR|8DMG|9LWND
163	52315 23411	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3FEWX|49VULN|5ASPD|6CDMG|7RCR|8DMG|aLIT
164	52315 23412	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3FEWX|49VULN|5ASPD|6CDMG|7RCR|8DMG|aBEXP
165	53311 23411	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|49VULN|5RMIN|6CDMG|7RCR|8DMG|aLIT
166	53311 23412	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|49VULN|5RMIN|6CDMG|7RCR|8DMG|aBEXP
167	53311 23414	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|49VULN|5RMIN|6CDMG|7RCR|8DMG|aLHND
168	53311 23415	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|49VULN|5RMIN|6CDMG|7RCR|8DMG|aRPLT
169	53311 23434	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|4aVULN|5RMIN|6CDMG|7RCR|8DMG|9LWND
170	51331 23414	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|4LWND|5RMIN|6CDMG|7RCR|8DMG|9aVULN
171	52316 23334	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2MLV|39FEWX|4aVULN|5DMG|6CDMG|7RCR|8DUR
172	52316 23362	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2MLV|3FEWX|49VULN|5DMG|6CDMG|7RCR|8DUR|aLHND
173	52316 23363	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2MLV|3FEWX|49VULN|5DMG|6CDMG|7RCR|8DUR|aLIT
174	53331 23414	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|4LWND|5RMIN|6CDMG|7RCR|8DMG|9aVULN
175	13232 34254	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1BEXP|2LWND|3CDMG|4aVULN|59DMG|6ZMB|7RCR|8ASPD
176	21431 21112	   	168.79	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|249DMG|3AART|5RMIN|6VULN|7CDMG|8DUST|aRCR
177	21435 31112	   	168.79	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1SELL|249DMG|3AART|5VULN|6MLV|7CDMG|8DUST|aRCR
178	21315 34612	   	168.76	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1SELL	1SELL|29DMG|3DUR|49LHND|5BEXP|6ZMB|7RCR|89VULN|9BPWR|aCDMG
179	51311 23413	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|49VULN|5RMIN|6CDMG|7RCR|8DMG|aVENICY
180	51311 23416	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|49VULN|5RMIN|6CDMG|7RCR|8DMG|aDUST
181	51314 23411	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|49VULN|5TLV|6CDMG|7RCR|8DMG|aLIT
182	51314 23412	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|49VULN|5TLV|6CDMG|7RCR|8DMG|aBEXP
183	52315 23413	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2MLV|3FEWX|49VULN|5ASPD|6CDMG|7RCR|8DMG|aAIRHEL
184	53311 23413	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|49VULN|5RMIN|6CDMG|7RCR|8DMG|aVENICY
185	53311 23416	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|49VULN|5RMIN|6CDMG|7RCR|8DMG|aDUST
186	53314 23411	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|49VULN|5TLV|6CDMG|7RCR|8DMG|aLIT
187	53314 23412	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|49VULN|5TLV|6CDMG|7RCR|8DMG|aBEXP
188	52316 23361	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2MLV|3FEWX|49VULN|5DMG|6CDMG|7RCR|8DUR|aDUST
189	13232 34314	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LWND|3CDMG|4aVULN|5DMG|6ZMB|7RCR|8AART|9DMSP
190	13232 34332	   	168.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2LWND|3CDMG|4VULN|59DMG|6ZMB|7RCR|8AART|aLHND
191	13232 34333	   	168.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2LWND|3CDMG|4VULN|59DMG|6ZMB|7RCR|8AART|aLIT
192	13232 34335	   	168.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2LWND|3CDMG|4VULN|59DMG|6ZMB|7RCR|8AART|aRMIN
193	13232 34362	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LWND|3CDMG|49VULN|5DMG|6ZMB|7RCR|8AART|aLHND
194	13232 34363	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LWND|3CDMG|49VULN|5DMG|6ZMB|7RCR|8AART|aLIT
195	13232 34365	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LWND|3CDMG|49VULN|5DMG|6ZMB|7RCR|8AART|aRMIN
196	14132 34314	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3LWND|4aVULN|5DMG|6ZMB|7RCR|8AART|9DMSP
197	14132 34332	   	168.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2CDMG|3LWND|4VULN|59DMG|6ZMB|7RCR|8AART|aLHND
198	14132 34333	   	168.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2CDMG|3LWND|4VULN|59DMG|6ZMB|7RCR|8AART|aLIT
199	14132 34335	   	168.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2CDMG|3LWND|4VULN|59DMG|6ZMB|7RCR|8AART|aRMIN
200	14132 34362	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3LWND|49VULN|5DMG|6ZMB|7RCR|8AART|aLHND
201	14132 34363	   	168.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3LWND|49VULN|5DMG|6ZMB|7RCR|8AART|aLIT
202	15236 34332	   	168.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2aLHND|3CDMG|4VULN|59DMG|6ZMB|7RCR|8AART
203	53416 12232	   	168.67	ACR|2AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	18AART|2ASPD|3RCR|4VULN|5ZMB|6CGEN|79DUR|aCDMG
204	51314 23413	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|49VULN|5TLV|6CDMG|7RCR|8DMG|aAIRHEL
205	51323 23414	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|4TLV|5DUST|6CDMG|7RCR|8DMG|9aVULN
206	53314 23413	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|49VULN|5TLV|6CDMG|7RCR|8DMG|aAIRHEL
207	53323 23414	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|4TLV|5DUST|6CDMG|7RCR|8DMG|9aVULN
208	25311 36235	   	168.61	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1SELL|28AART|3RCR|4CGEN|5TLV|6CDMG|7DMG|9ZMB|aVULN
209	11225 52141	 * 	168.59	ACR|3VULN|2DMG|1AART|1CDMG|1MSE	1aBEXP|28aVULN|3CDMG|4RCR|5BELT|6MSE|7AART|9aDMG|aBPWR
210	25326 13312	   	168.59	ACR|2AART|2VULN|1DMG|1DUR|1SELL	1SELL|27AART|3RCR|4FEWX|5LIT|69VULN|8DUR|aDMG
211	25326 43112	   	168.59	ACR|2AART|2VULN|1DMG|1DUR|1SELL	1SELL|27AART|3RCR|4FEWX|5LIT|6DUR|89VULN|aDMG
212	13232 34331	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2LWND|3CDMG|4VULN|59DMG|6ZMB|7RCR|8AART|aDUST
213	13232 34361	   	168.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2LWND|3CDMG|49VULN|5DMG|6ZMB|7RCR|8AART|aDUST
214	14132 34331	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2CDMG|3LWND|4VULN|59DMG|6ZMB|7RCR|8AART|aDUST
215	14132 34361	   	168.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3LWND|49VULN|5DMG|6ZMB|7RCR|8AART|aDUST
216	15236 34331	   	168.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1BEXP|2LHND|3CDMG|4VULN|59DMG|6ZMB|7RCR|8AART|aDUST
217	11164 32121	   	168.53	ACR|2VULN|1AART|1DMG|1FLTHEA|2DUR	16BEXP|2aVULN|38DUR|4FLTHEA|5RCR|7AART|9DMG
218	43363 32111	 * 	168.51	ACR|2DMG|1VULN|2FLTHEA|2ZMB|1CDMG	1CGEN|2DUST|3aDMG|4RCR|5aFLTHEA|6CDMG|7aZMB|8ERES|9VULN|aBPWR
219	31223 32141	 * 	168.49	ACR|3VULN|2DMG|1AART|1CDMG|2MSE	1aMSE|28aVULN|3CDMG|4RCR|5FEWX|6BELT|7AART|9aDMG|aBPWR
220	31225 22141	 * 	168.49	ACR|3VULN|2DMG|1AART|1CDMG|2MSE	1aMSE|28aVULN|3CDMG|4RCR|5BELT|6LWND|7AART|9aDMG|aBPWR
221	25353 13312	   	168.49	ACR|2AART|2VULN|1DMG|1DUR|1SELL	1SELL|27AART|3RCR|4DUST|5LIT|69VULN|8DUR|aDMG
222	25353 43112	   	168.49	ACR|2AART|2VULN|1DMG|1DUR|1SELL	1SELL|27AART|3RCR|4DUST|5LIT|6DUR|89VULN|aDMG
223	53411 13512	   	168.43	ACR|3VULN|1AART|1CDMG|1ASPD	1AART|2ASPD|3RCR|489VULN|5DUST|6CDMG|7LSRICY|aRCVC
224	31224 32141	 * 	168.39	ACR|3VULN|2DMG|1AART|1CDMG|2MSE	1aMSE|28aVULN|3CDMG|4RCR|5DUST|6BELT|7AART|9aDMG|aBPWR
225	23431 16133	   	168.37	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|28MLV|3AART|4ZMB|5RMIN|68VULN|78DMG|8BPWR|9CGEN|aRCR
226	25366 13113	 * 	168.24	ACR|3ZMB|1AART|2FLTHEA|1CDMG|2ASPD|1SELL	1SELL|2AART|3RCR|4RMIN|59FLTHEA|69ASPD|789ZMB|9BPWR|aCDMG
227	21431 26323	   	168.17	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|24DMG|3AART|5RMIN|68VULN|7ZMB|9LWND|aRCR
228	21435 36323	   	168.17	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|24DMG|3AART|58VULN|6MLV|7ZMB|9LWND|aRCR
229	26431 16133	   	168.17	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|28TLV|3AART|4ZMB|5RMIN|68VULN|78DMG|8BPWR|9CGEN|aRCR
230	21435 36333	   	168.07	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|24DMG|3AART|58VULN|6MLV|7ZMB|9DUST|aRCR
231	11222 45334	   	167.84	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2aVULN|3CDMG|4RCR|5RCVC|6LWND|7DUR|8AART|9DMG
232	11222 63334	   	167.84	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2aVULN|3CDMG|4RCR|5RCVC|6DUR|7LWND|8AART|9DMG
233	11222 66334	   	167.84	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2aVULN|3CDMG|4RCR|5RCVC|6DUR|7LHND|8AART|9DMG
234	11111 41334	   	167.72	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2aVULN|3DUR|4RCVC|5LWND|6CDMG|7RCR|8AART|9DMG
235	43325 22423	   	167.72	DCR|3DMG|1AART|1VULN|1DUR	1CGEN|24DUST|345DMG|4BPWR|6RCR|7BEXP|8DUR|9VULN|aAART
236	43325 24121	   	167.72	DCR|3DMG|1AART|1VULN|1ASPD	1CGEN|24DUST|345DMG|4BPWR|6RCR|7MLV|8ASPD|9VULN|aAART
237	43325 25213	   	167.72	DCR|3DMG|1AART|1VULN|1DUR	1CGEN|24DUST|345DMG|4BPWR|6RCR|7VULN|8BEXP|9DUR|aAART
238	25326 22112	   	167.69	ACR|2VULN|2DMG|1AART|1SELL	1SELL|2AART|3RCR|4FEWX|5LIT|6ERES|7aDMG|89VULN
239	16321 21314	   	167.68	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	1BEXP|25DUR|35CDMG|4RCR|5BPWR|6ZMB|7FEWX|8AART|9aVULN
240	53254 31233	 * 	167.65	DCR|2AART|2VULN|3CDMG|1ASPD	18AART|2ASPD|3ERES|4aVULN|567CDMG|9RCR
241	43325 21121	   	167.62	DCR|3DMG|1AART|1VULN|1ASPD	1CGEN|24DUST|345DMG|4BPWR|6RCR|7ERES|8ASPD|9VULN|aAART
242	53412 12232	   	167.60	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|1DUR	1AART|2aASPD|3RCR|4VULN|5LHND|6CDMG|7CGEN|8DUR|9DMG
243	53412 12432	   	167.60	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|1DUR	1AART|2aASPD|3RCR|4VULN|5LHND|6CDMG|7CGEN|8DMG|9DUR
244	53412 16213	   	167.60	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1AART|2aASPD|3RCR|4VULN|5LHND|6CDMG|7DMG|8DUR|9DMSP
245	53412 16332	   	167.60	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|1DUR	1AART|2aASPD|3RCR|4VULN|5LHND|6CDMG|7DMG|8CGEN|9DUR
246	53412 24232	   	167.60	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1AART|2aASPD|3RCR|4VULN|5LHND|6DUR|7RMIN|8CDMG|9DMG
247	53412 36232	   	167.60	ACR|1AART|1DMG|1VULN|2ASPD|1CDMG|1DUR	1AART|2aASPD|3RCR|4VULN|5LHND|6CGEN|7DUR|8CDMG|9DMG
248	53254 23311	 * 	167.60	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1AART|2aASPD|3ERES|4aVULN|5CDMG|6FEWX|7RCR|8aDUR|9LEGI|aBPWR
249	53314 23311	   	167.60	DCR|2VULN|1AART|2ASPD|1CDMG|2DUR	1AART|2aASPD|3FEWX|4aVULN|5TLV|6CDMG|7RCR|8aDUR|9LEGI|aBPWR
250	25353 22112	   	167.59	ACR|2VULN|2DMG|1AART|1SELL	1SELL|2AART|3RCR|4DUST|5LIT|6ERES|7aDMG|89VULN
251	53414 21232	   	167.50	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1AART|2aASPD|3RCR|4VULN|5TLV|6CDMG|7LWND|8DUR|9DMG
252	53412 16222	   	167.50	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1AART|2aASPD|3RCR|4VULN|5LHND|6CDMG|7DMG|8DUR|9ERES
253	11561 23621	   	167.39	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	13BEXP|239VULN|3BPWR|4RCR|5LWND|6ZMB|7CDMG|8DMG|aDUR
254	11221 25621	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|279VULN|3CDMG|4RCR|5LWND|6ZMB|8DMG|aDUR
255	11461 23621	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|239VULN|4RCR|5LWND|6ZMB|7CDMG|8DMG|aDUR
256	11221 25634	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|27aVULN|3CDMG|4RCR|5LWND|6ZMB|8DMG|9ASPD
257	25212 42333	 * 	167.28	DCR|3VULN|2AART|1DMG|1SELL	1SELL|23AART|457VULN|6FEWX|8LHND|9DMG|aRCR
258	53416 12213	   	167.21	ACR|2AART|2VULN|1ZMB|1DUR|1ASPD	18AART|2ASPD|3RCR|4aVULN|5ZMB|6CGEN|7DUR|9ERES
259	53416 13233	   	167.21	ACR|2AART|2VULN|1ZMB|1DUR|1ASPD	18AART|2ASPD|3RCR|4aVULN|5ZMB|6CGEN|7MBVNT|9DUR
260	53411 11352	   	167.20	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|5DUST|68CDMG|7DUR|9DMG|aLHND
261	53411 11353	   	167.20	ACR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1AART|2ASPD|3RCR|4VULN|5DUST|68CDMG|7DUR|9DMG|aLIT
262	25212 32333	 * 	167.18	DCR|3VULN|2AART|1DMG|1SELL	1SELL|23AART|457VULN|6DUST|8LHND|9DMG|aRCR
263	25212 52243	 * 	167.18	DCR|3VULN|2AART|1DMG|1SELL	1SELL|23AART|457VULN|6LEGI|8BEXP|9DMG|aRCR
264	25212 52333	 * 	167.18	DCR|3VULN|2AART|1DMG|1SELL	1SELL|23AART|457VULN|6LEGI|8LHND|9DMG|aRCR
265	53411 13511	   	167.12	ACR|3VULN|1AART|1CDMG|1ASPD	1AART|2ASPD|3RCR|489VULN|5DUST|6CDMG|7LSRICY|aCGEN
266	16331 61334	   	167.12	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3CDMG|4aVULN|5LWND|6RCVC|7RCR|8AART|9DMG
267	55333 14232	   	167.11	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1aAART|2VULN|3ASPD|4DUR|5LEGI|6CDMG|7LHND|8RCR|9DMG
268	11164 52122	   	167.09	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	1BEXP|2VULN|38DUR|4FLTHEA|5RCR|6RCVC|7AART|9DMG|aCDMG
269	53411 13513	   	167.02	ACR|3VULN|1AART|1CDMG|1ASPD	1AART|2ASPD|3RCR|489VULN|5aDUST|6CDMG|7LSRICY
270	55321 26233	 * 	166.99	2AART|2VULN|2DMG|2ASPD|1CDMG|2DUR|1ZMB	18AART|27VULN|34ASPD|57DMG|67DUR|7BPWR|9ZMB|aCDMG
271	53412 13353	 * 	166.97	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	1AART|2aASPD|3RCR|4VULN|5LHND|68CDMG|7FEWX|9DMG
272	43363 14222	   	166.83	ACR|3VULN|2DMG|1FLTHEA	1CGEN|2DUST|38DMG|4RCR|5FLTHEA|6LHND|79aVULN
273	43363 23253	 * 	166.83	ACR|3DMG|2VULN|1FLTHEA	1aCGEN|27DUST|39aDMG|4RCR|5FLTHEA|6TLV|8aVULN|aBPWR
274	43363 53222	   	166.83	ACR|3VULN|2DMG|1FLTHEA	1CGEN|2DUST|38DMG|4RCR|5FLTHEA|69aVULN|7BEXP
275	53153 51322	   	166.81	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|2ASPD|3BELT|49MLV|57aVULN|6RCR|8CDMG
276	11561 23623	   	166.76	ACR|3VULN|1DMG|2CDMG|1ZMB	13BEXP|239VULN|3BPWR|4RCR|5LWND|6ZMB|7aCDMG|8DMG
277	51316 23334	   	166.69	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|29FEWX|3ASPD|4aVULN|5ZMB|6CDMG|7RCR|8DUR
278	51316 23363	   	166.69	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2FEWX|3ASPD|4aVULN|5ZMB|6CDMG|7RCR|8DUR|9BEXP
279	53316 23334	   	166.69	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|39FEWX|4aVULN|5ZMB|6CDMG|7RCR|8DUR
280	53316 23363	   	166.69	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|2ASPD|3FEWX|4aVULN|5ZMB|6CDMG|7RCR|8DUR|9BEXP
281	11221 25623	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	1BEXP|279VULN|3aCDMG|4RCR|5LWND|6ZMB|8DMG
282	11461 23623	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	1BEXP|239VULN|4RCR|5LWND|6ZMB|7aCDMG|8DMG
283	41123 25612	 * 	166.61	DCR|2VULN|3ZMB|1AART|1DMG	147CGEN|2DMSP|347ZMB|47BPWR|57VULN|6AART|8DMG|9ERES|aRCR
284	53435 12333	 * 	166.60	ACR|3DMG|1AART|3ASPD	1AART|258ASPD|3RCR|4LWND|68aDMG|78BEXP|8BPWR|9ERES
285	16321 45231	   	166.53	ACR|2VULN|3CDMG|1AART|3DUR	1BEXP|256DUR|356CDMG|4RCR|56BPWR|7aVULN|8AART|9MBVNT
286	14344 21233	 * 	166.53	DCR|2DMG|3CDMG|1AART|1VULN	1BEXP|247CDMG|34DMG|4BPWR|5CGEN|6AART|8DMSP|9RCR|aVULN
287	14344 23133	   	166.53	DCR|2DMG|3CDMG|1AART|1VULN	1BEXP|248CDMG|34DMG|4BPWR|57CGEN|6AART|9RCR|aVULN
288	53112 61623	   	166.50	DCR|2VULN|1AART|2ZMB|2ASPD|2DUR	1AART|2aASPD|3BELT|4aDUR|57VULN|6ERES|8RCR|9aZMB|aBPWR
289	53112 21336	   	166.42	DCR|3VULN|1AART|3DUR|2ASPD	1AART|28ASPD|3BELT|468DUR|578VULN|8BPWR|9LWND|aRCR
290	53416 21131	   	166.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4VULN|5ZMB|6CDMG|7LWND|8FEWX|9DMG|aRCVC
291	53416 32231	   	166.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1AART|2ASPD|3RCR|4VULN|5ZMB|6FEWX|7LHND|8CDMG|9DMG|aRCVC
292	14343 32121	   	166.34	DCR|3DMG|1VULN|2CDMG|1ZMB	16BEXP|24CDMG|345DMG|4BPWR|7RCR|8LWND|9VULN|aZMB
293	51313 14233	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2FEWX|3ASPD|4aVULN|5LEGI|6CDMG|7LHND|8RCR|9DMG
294	53313 14233	   	166.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3FEWX|4aVULN|5LEGI|6CDMG|7LHND|8RCR|9DMG
295	63324 11326	 * 	166.30	DCR|3DMG|3ZMB|3DUR|2ASPD	1RMIN|247DUR|348ZMB|47BPWR|57ASPD|679DMG|aRCR
296	63325 11326	   	166.30	DCR|3DMG|3ZMB|3DUR|2ASPD	1RMIN|247DUR|348ZMB|47BPWR|579DMG|67ASPD|aRCR
297	55311 22613	   	166.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	19AART|24VULN|3ASPD|5DMG|6DUR|7BEXP|8DUST|aRCR
298	55311 23613	   	166.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	19AART|24VULN|3ASPD|5DMG|6DUR|7FEWX|8DUST|aRCR
299	14343 32221	   	166.24	DCR|3DMG|1VULN|2CDMG|1ZMB	16BEXP|24CDMG|345DMG|4BPWR|7RCR|8DUST|9VULN|aZMB
300	14343 32321	   	166.24	DCR|3DMG|1VULN|2CDMG|1ZMB	16BEXP|24CDMG|345DMG|4BPWR|7RCR|8MBVNT|9VULN|aZMB
301	25241 12361	 * 	166.09	ACR|3VULN|2AART|1CDMG|1SELL	1SELL|23AART|4CGEN|5RCR|678VULN|9CDMG|aLHND
302	25241 12363	 * 	166.09	ACR|3VULN|2AART|1CDMG|1SELL	1SELL|23AART|4CGEN|5RCR|678VULN|9CDMG|aLWND
303	25241 12362	 * 	165.99	ACR|3VULN|2AART|1CDMG|1SELL	1SELL|23AART|4CGEN|5RCR|678VULN|9CDMG|aNUKE
304	14343 31336	   	165.88	DCR|3DMG|1AART|2CDMG|1ZMB	16BEXP|24CDMG|345DMG|4BPWR|7FEWX|8AART|9RCR|aZMB
305	21232 22166	   	165.84	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1SELL|2DMG|3RCVC|47VULN|5ZMB|6AART|8CDMG|9RPLT|aRCR
306	25326 22113	   	165.75	ACR|3VULN|1AART|1DMG|1SELL	1SELL|2AART|3RCR|4FEWX|5LIT|6ERES|7DMG|89aVULN
307	25212 31353	 * 	165.70	DCR|2AART|2VULN|1CDMG|1FLTHEA|1DUR|1SELL	1SELL|23AART|45VULN|6DUST|7CDMG|8DUR|9FLTHEA|aRCR
308	11523 22415	 * 	165.67	DCR|4VULN|1AART|1CDMG	135BEXP|239aVULN|3BPWR|4LWND|6CDMG|7AART|8RCR
309	25322 11615	   	165.65	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2AART|3RCR|4FEWX|5CDMG|69DMG|7ERES|8RCVC|aVULN
