0	Index      	 *	Score 	Summary	Detail	
1	63122 12622	 * 	220.09	DCR|4VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1347VULN|2MDPS|5CDMG|6ZMB|8RCR|9ASPD|aDMG
168	32126 42223	   	197.72	DCR|3VULN|1AART|1ASPD|1CDMG	13BEXP|237VULN|3BPWR|4CDMG|5LHND|6ASPD|8RCR|9TLV|aAART
169	32126 42233	   	197.72	DCR|3VULN|1AART|1ASPD|1CDMG	13BEXP|237VULN|3BPWR|4CDMG|5LHND|6ASPD|8RCR|9ERES|aAART
170	32222 42263	   	197.72	DCR|3VULN|1AART|1ASPD|1CDMG	1BEXP|247VULN|3LHND|5CDMG|6ASPD|8RCR|9CGEN|aAART
171	32422 42223	   	197.72	DCR|3VULN|1AART|1ASPD|1CDMG	1BEXP|237VULN|4CDMG|5MLV|6LHND|8RCR|9ASPD|aAART
172	61313 26252	   	197.72	DCR|3VULN|1AART|1DMG|1CDMG	149VULN|2RPLT|3AART|5BELT|6CDMG|7DMG|8RCR|aAME
173	61313 32252	   	197.72	DCR|3VULN|1AART|1ASPD|1CDMG	149VULN|2RPLT|3AART|5BELT|6ASPD|7CDMG|8RCR|aAME
174	61313 32255	   	197.72	DCR|3VULN|1AART|1ASPD|1CDMG	149VULN|2RPLT|3AART|5BELT|6ASPD|7CDMG|8RCR|aMLV
175	61313 26216	 * 	197.65	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	14VULN|2RPLT|3AART|5BELT|6aCDMG|7DMG|8RCR|9ZMB
176	61313 32216	   	197.65	DCR|2VULN|1AART|2CDMG|1ASPD|1ZMB	14VULN|2RPLT|3AART|5BELT|6ASPD|7aCDMG|8RCR|9ZMB
177	32222 36223	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1BEXP|246VULN|3LHND|5CDMG|7ERES|8RCR|9ASPD|aAART
178	32222 42223	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1BEXP|247VULN|3LHND|5CDMG|6ASPD|8RCR|9TLV|aAART
179	32222 42233	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1BEXP|247VULN|3LHND|5CDMG|6ASPD|8RCR|9ERES|aAART
180	32426 36223	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1BEXP|236VULN|4CDMG|5LHND|7ERES|8RCR|9ASPD|aAART
181	32426 42223	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1BEXP|237VULN|4CDMG|5LHND|6ASPD|8RCR|9TLV|aAART
182	32426 42233	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	1BEXP|237VULN|4CDMG|5LHND|6ASPD|8RCR|9ERES|aAART
183	61313 32254	   	197.62	DCR|3VULN|1AART|1ASPD|1CDMG	149VULN|2RPLT|3AART|5BELT|6ASPD|7CDMG|8RCR|aTLV
184	32211 62326	   	197.53	DCR|3VULN|1AART|1ASPD|1DMG	1BEXP|257VULN|3LHND|4ASPD|6AART|8DMG|9RMIN|aRCR
185	32121 41615	   	197.49	DCR|3VULN|1AART|2CDMG|1DUR	137BEXP|235VULN|3BPWR|49CDMG|6RCR|8DUR|aAART
186	61313 26236	 * 	197.48	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2RPLT|3AART|5BELT|6CDMG|7aDMG|8RCR|9BEXP
187	32211 62316	   	197.43	DCR|3VULN|1AART|1ASPD|1DMG	1BEXP|257VULN|3LHND|4ASPD|6AART|8DMG|9ERES|aRCR
188	32141 21661	   	197.42	DCR|4VULN|1AART|1ASPD	13BEXP|2357VULN|3BPWR|4AELBLL|6CGEN|8RCR|9AART|aASPD
189	61313 26223	   	197.38	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2RPLT|3AART|5BELT|6CDMG|7aDMG|8RCR|9MSLREG
190	16311 11256	   	197.29	DCR|3VULN|1AART|1ASPD|1DMG|1SELL	1AME|2ASPD|3SELL|456VULN|7LWND|8DMG|9AART|aRCR
191	16311 12256	   	197.29	DCR|3VULN|1AART|1ASPD|1DMG|1SELL	1AME|2ASPD|3SELL|456VULN|7LHND|8DMG|9AART|aRCR
192	16311 13256	   	197.19	DCR|3VULN|1AART|1ASPD|1DMG|1SELL	1AME|2ASPD|3SELL|456VULN|7LEGI|8DMG|9AART|aRCR
193	33511 14212	   	197.06	DCR|4VULN|1ASPD|1DMG|1SELL	1BEXP|2RCVC|3SELL|4569VULN|7DMG|8RCR|aASPD
194	63122 42614	 * 	197.02	DCR|4VULN|1MDPS|2CDMG|1ASPD	1347VULN|2MDPS|5aCDMG|6ASPD|8RCR|9MBVNT
195	32121 14241	   	196.56	DCR|4VULN|1DMG|1CDMG|1AAC|1DUR	13BEXP|2356VULN|3BPWR|4CDMG|7DMG|8RCR|9AAC|aDUR
196	32121 14242	   	196.56	DCR|4VULN|1DMG|1CDMG|1AAC	13BEXP|2356VULN|3BPWR|4CDMG|7DMG|8RCR|9AAC|aCGEN
197	32121 14243	   	196.56	DCR|4VULN|1DMG|1CDMG|1AAC	13BEXP|2356VULN|3BPWR|4CDMG|7DMG|8RCR|9AAC|aRMIN
198	32121 14244	   	196.56	DCR|4VULN|1DMG|1CDMG|1AAC	13BEXP|2356VULN|3BPWR|4CDMG|7DMG|8RCR|9AAC|aLEGI
199	32121 14246	   	196.56	DCR|4VULN|1DMG|1CDMG|1AAC	13BEXP|2356VULN|3BPWR|4CDMG|7DMG|8RCR|9AAC|aRCVC
200	32421 14241	   	196.46	DCR|4VULN|1DMG|1CDMG|1AAC|1DUR	1BEXP|2356VULN|4CDMG|7DMG|8RCR|9AAC|aDUR
201	32421 14242	   	196.46	DCR|4VULN|1DMG|1CDMG|1AAC	1BEXP|2356VULN|4CDMG|7DMG|8RCR|9AAC|aCGEN
202	32421 14243	   	196.46	DCR|4VULN|1DMG|1CDMG|1AAC	1BEXP|2356VULN|4CDMG|7DMG|8RCR|9AAC|aRMIN
203	66122 34311	   	195.97	DCR|3VULN|2ASPD|1DMG	19aVULN|2BELT|3aERES|4DMG|5LHND|6RCR|7RPLT|8aASPD|aBPWR
204	61431 45223	   	195.77	DCR|3VULN|2ASPD|1DMG	149VULN|2RPLT|3MBVNT|5DUST|6RCR|7aASPD|8DMG
205	32421 41235	   	195.43	DCR|3VULN|2DMG|1CDMG	17BEXP|235VULN|4CDMG|6RCR|8aDMG|9DUST
206	32134 33425	   	195.42	DCR|4VULN|1AART|1DMG	138BEXP|2357VULN|3BPWR|4LWND|6AART|9RCR|aDMG
207	61431 44236	   	195.13	DCR|4VULN|2DMG	149aVULN|2RPLT|3MBVNT|5DUST|6RCR|7aAME|8aDMG|aBPWR
208	26312 14213	 * 	195.10	DCR|3VULN|2DMG|1ASPD|1SELL	1RMIN|26DMG|3SELL|479VULN|5MLV|8RCR|aASPD
209	26315 14213	 * 	195.10	DCR|3VULN|2DMG|1ASPD|1SELL	1RMIN|26DMG|3SELL|479VULN|5AME|8RCR|aASPD
210	33511 14622	   	195.06	DCR|4VULN|1ASPD|1DMG|1SELL	1BEXP|2RCVC|3SELL|4568VULN|7DMG|9RCR|aASPD
211	32121 41622	   	195.01	DCR|4VULN|2CDMG|2DUR	137BEXP|2359VULN|39BPWR|49CDMG|6RCR|89DUR|aLHND
212	32121 41626	   	195.01	DCR|4VULN|2CDMG|2DUR	137BEXP|2359VULN|39BPWR|49CDMG|6RCR|89DUR|aFEWX
213	32121 41623	   	194.91	DCR|4VULN|2CDMG|2DUR	137BEXP|2359VULN|39BPWR|49CDMG|6RCR|89DUR|aERES
214	32121 41624	   	194.91	DCR|4VULN|2CDMG|2DUR|1MSE	137BEXP|2359VULN|39BPWR|49CDMG|6RCR|89DUR|aMSE
215	32121 34213	   	194.32	DCR|5VULN|1CDMG|1ZMB	13BEXP|23579VULN|3BPWR|4CDMG|6ERES|8RCR|aZMB
216	63122 12635	   	194.22	DCR|5VULN|1MDPS|1CDMG|1ZMB	1347aVULN|2MDPS|5CDMG|6ZMB|8RCR|9RMIN
217	32421 34213	   	194.22	DCR|5VULN|1CDMG|1ZMB	1BEXP|23579VULN|4CDMG|6ERES|8RCR|aZMB
218	32112 42662	   	194.11	DCR|3VULN|1ASPD|1DMG|1CDMG	13BEXP|237VULN|3BPWR|4FEWX|5CDMG|6ASPD|8RCR|9CGEN|aDMG
219	32126 42262	   	194.11	DCR|3VULN|1ASPD|1DMG|1CDMG	13BEXP|237VULN|3BPWR|4CDMG|5LHND|6ASPD|8RCR|9CGEN|aDMG
220	32122 42222	   	194.11	DCR|3VULN|1ASPD|1DMG|1CDMG	13BEXP|237VULN|3BPWR|4CDMG|5MLV|6LHND|8RCR|9ASPD|aDMG
221	32141 44223	   	194.11	DCR|3VULN|1ASPD|1DMG|1CDMG	13BEXP|235VULN|3BPWR|4AELBLL|6CDMG|7DMG|8RCR|9CGEN|aASPD
222	32112 42622	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13BEXP|237VULN|3BPWR|4FEWX|5CDMG|6ASPD|8RCR|9TLV|aDMG
223	32112 42632	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13BEXP|237VULN|3BPWR|4FEWX|5CDMG|6ASPD|8RCR|9ERES|aDMG
224	32126 36222	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13BEXP|236VULN|3BPWR|4CDMG|5LHND|7ERES|8RCR|9ASPD|aDMG
225	32126 42222	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13BEXP|237VULN|3BPWR|4CDMG|5LHND|6ASPD|8RCR|9TLV|aDMG
226	32126 42232	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13BEXP|237VULN|3BPWR|4CDMG|5LHND|6ASPD|8RCR|9ERES|aDMG
227	32222 42262	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1BEXP|247VULN|3LHND|5CDMG|6ASPD|8RCR|9CGEN|aDMG
228	32422 42222	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1BEXP|237VULN|4CDMG|5MLV|6LHND|8RCR|9ASPD|aDMG
229	32442 62212	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	16BEXP|239VULN|4AELBLL|5ASPD|7CDMG|8RCR|aDMG
230	32621 14223	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13BEXP|256VULN|4CDMG|7DMG|8RCR|9CGEN|aASPD
231	62111 44213	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	159VULN|2AELBLL|3CGEN|4MLV|6CDMG|7DMG|8RCR|aASPD
232	62131 44213	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	159VULN|2AELBLL|3CGEN|4RMIN|6CDMG|7DMG|8RCR|aASPD
233	62221 14223	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	156VULN|2AELBLL|3BEXP|4CDMG|7DMG|8RCR|9CGEN|aASPD
234	62421 14223	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	156VULN|2AELBLL|3LWND|4CDMG|7DMG|8RCR|9CGEN|aASPD
235	32222 36222	   	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1BEXP|246VULN|3LHND|5CDMG|7ERES|8RCR|9ASPD|aDMG
236	32222 42222	   	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1BEXP|247VULN|3LHND|5CDMG|6ASPD|8RCR|9TLV|aDMG
237	32222 42232	   	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1BEXP|247VULN|3LHND|5CDMG|6ASPD|8RCR|9ERES|aDMG
238	32412 42622	   	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1BEXP|237VULN|4FEWX|5CDMG|6ASPD|8RCR|9TLV|aDMG
239	32412 42632	   	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1BEXP|237VULN|4FEWX|5CDMG|6ASPD|8RCR|9ERES|aDMG
240	32426 36222	   	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1BEXP|236VULN|4CDMG|5LHND|7ERES|8RCR|9ASPD|aDMG
241	32426 42222	   	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1BEXP|237VULN|4CDMG|5LHND|6ASPD|8RCR|9TLV|aDMG
242	32426 42232	   	193.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1BEXP|237VULN|4CDMG|5LHND|6ASPD|8RCR|9ERES|aDMG
243	32121 42282	   	193.79	DCR|4VULN|1ASPD|1CDMG	13BEXP|2359VULN|3BPWR|4CDMG|6RCR|7LWND|8MBVNT|aASPD
244	32121 43282	   	193.79	DCR|4VULN|1ASPD|1CDMG	13BEXP|2359VULN|3BPWR|4CDMG|6RCR|7LHND|8MBVNT|aASPD
245	32121 44242	   	193.79	DCR|4VULN|1ASPD|1CDMG	13BEXP|2359VULN|3BPWR|4CDMG|6RCR|7FEWX|8MBVNT|aASPD
246	32421 41211	   	193.79	DCR|4VULN|1DMG|1CDMG	17aBEXP|2359VULN|4CDMG|6RCR|8DMG
247	32421 41213	   	193.79	DCR|4VULN|1DMG|1CDMG	17BEXP|2359VULN|4CDMG|6RCR|8DMG|aLHND
248	32421 41214	   	193.79	DCR|4VULN|1DMG|1CDMG	17BEXP|2359VULN|4CDMG|6RCR|8DMG|aFEWX
249	32421 41215	   	193.79	DCR|4VULN|1DMG|1CDMG	17BEXP|2359VULN|4CDMG|6RCR|8DMG|aMLV
250	32421 42282	   	193.69	DCR|4VULN|1ASPD|1CDMG	1BEXP|2359VULN|4CDMG|6RCR|7LWND|8MBVNT|aASPD
251	32421 43282	   	193.69	DCR|4VULN|1ASPD|1CDMG	1BEXP|2359VULN|4CDMG|6RCR|7LHND|8MBVNT|aASPD
252	32421 44242	   	193.69	DCR|4VULN|1ASPD|1CDMG	1BEXP|2359VULN|4CDMG|6RCR|7FEWX|8MBVNT|aASPD
253	32121 12153	   	193.60	DCR|4VULN|1AART|1CDMG	13BEXP|2356VULN|3BPWR|4CDMG|7LHND|8RCR|9LWND|aAART
254	32121 16625	   	193.60	DCR|4VULN|1AART|1CDMG	137BEXP|2356VULN|3BPWR|4CDMG|8RCR|9LWND|aAART
255	63321 23563	 * 	193.58	DCR|2VULN|1MDPS|2DMG|1AART|1CDMG	19VULN|2MDPS|39LIT|4FEWX|5AART|6CDMG|79DMG|8DMSP|9BPWR|aRCR
256	61362 16221	   	193.51	DCR|2VULN|2ASPD|1AART|2DUR	18VULN|2RPLT|3AART|49ASPD|58DUR|68SNIFST|7RCR|8BPWR|aDUST
257	32121 13153	   	193.50	DCR|4VULN|1AART|1CDMG	13BEXP|2356VULN|3BPWR|4CDMG|7LEGI|8RCR|9LWND|aAART
258	32421 12153	   	193.50	DCR|4VULN|1AART|1CDMG	1BEXP|2356VULN|4CDMG|7LHND|8RCR|9LWND|aAART
259	32541 14223	   	193.46	DCR|4VULN|1ASPD|1DMG|1SELL	14BEXP|2456VULN|3SELL|4BPWR|7DMG|8RCR|9CGEN|aASPD
260	32421 13153	   	193.40	DCR|4VULN|1AART|1CDMG	1BEXP|2356VULN|4CDMG|7LEGI|8RCR|9LWND|aAART
261	26311 15213	   	193.36	DCR|4VULN|1ASPD|1DMG|1SELL	1RMIN|2DMG|3SELL|4569VULN|7AME|8RCR|aASPD
262	26312 34213	   	193.36	DCR|4VULN|1ASPD|1DMG|1SELL	1RMIN|2DMG|3SELL|4679VULN|5MLV|8RCR|aASPD
263	26315 34213	   	193.36	DCR|4VULN|1ASPD|1DMG|1SELL	1RMIN|2DMG|3SELL|4679VULN|5AME|8RCR|aASPD
264	62331 14213	   	193.36	DCR|4VULN|1ASPD|1DMG|1SELL	1569VULN|2AELBLL|3SELL|4LHND|7DMG|8RCR|aASPD
265	62351 14213	   	193.36	DCR|4VULN|1ASPD|1DMG|1SELL	1569VULN|2AELBLL|3SELL|4FEWX|7DMG|8RCR|aASPD
266	26311 21616	 * 	193.30	DCR|3VULN|2AART|1DMG|1SELL	1RMIN|2DMG|3SELL|459VULN|68AART|7CGEN|aRCR
267	25311 14213	   	193.26	DCR|4VULN|1ASPD|1DMG|1SELL	1RMIN|2TLV|3SELL|4569VULN|7DMG|8RCR|aASPD
268	16311 11245	 * 	193.10	DCR|3VULN|2DMG|1ASPD|1SELL	1AME|2ASPD|3SELL|456VULN|7LWND|8aDMG|9RCR
269	26312 14623	 * 	193.10	DCR|3VULN|2DMG|1ASPD|1SELL	1RMIN|26DMG|3SELL|478VULN|5MLV|9RCR|aASPD
270	16311 13245	 * 	193.00	DCR|3VULN|2DMG|1ASPD|1SELL	1AME|2ASPD|3SELL|456VULN|7LEGI|8aDMG|9RCR
271	26311 14423	 * 	193.00	DCR|3VULN|2DMG|1ASPD|1SELL	1RMIN|27DMG|3SELL|456VULN|8TLV|9RCR|aASPD
272	32112 12626	   	192.68	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	13BEXP|237VULN|3BPWR|4FEWX|5CDMG|6ZMB|8RCR|9ASPD|aDUR
273	32126 12226	   	192.68	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	13BEXP|237VULN|3BPWR|4CDMG|5LHND|6ZMB|8RCR|9ASPD|aDUR
274	32141 16115	   	192.68	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	13BEXP|235VULN|3BPWR|4AELBLL|6DUR|7CDMG|8RCR|9ZMB|aDMG
275	32222 12226	   	192.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1BEXP|247VULN|3LHND|5CDMG|6ZMB|8RCR|9ASPD|aDUR
276	32412 12626	   	192.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1BEXP|237VULN|4FEWX|5CDMG|6ZMB|8RCR|9ASPD|aDUR
277	32421 51115	   	192.58	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	17BEXP|235VULN|4CDMG|6DUR|8RCR|9ZMB|aDMG
278	32426 12226	   	192.58	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	1BEXP|237VULN|4CDMG|5LHND|6ZMB|8RCR|9ASPD|aDUR
279	64121 43233	 * 	192.43	DCR|3VULN|3CDMG|1ASPD	159VULN|2CGEN|39ERES|489CDMG|6RCR|7RPLT|9BPWR|aASPD
280	32121 42463	   	192.09	DCR|3VULN|1AART|1CDMG|1ZMB	13BEXP|235VULN|3BPWR|4CDMG|6RCR|7LWND|8MLV|9ZMB|aAART
281	32121 43463	   	192.09	DCR|3VULN|1AART|1CDMG|1ZMB	13BEXP|235VULN|3BPWR|4CDMG|6RCR|7LHND|8MLV|9ZMB|aAART
282	32121 41415	   	191.99	DCR|3VULN|1AART|1CDMG|1ZMB	137BEXP|235VULN|3BPWR|4CDMG|6RCR|8ZMB|9ERES|aAART
283	32121 46163	   	191.99	DCR|3VULN|1AART|1CDMG|1ZMB	13BEXP|235VULN|3BPWR|4CDMG|6RCR|7ERES|8LHND|9ZMB|aAART
284	32541 22421	   	191.84	DCR|3VULN|1AART|1ASPD|1DUR|1SELL	14BEXP|245VULN|3SELL|4BPWR|6AART|7RCVC|8RCR|9DUR|aASPD
285	32121 22316	   	191.81	DCR|4VULN|1AART|1CDMG	13BEXP|2359VULN|3BPWR|4CDMG|6AART|7RCVC|8MLV|aRCR
286	32121 22616	   	191.81	DCR|4VULN|1AART|1CDMG	13BEXP|2359VULN|3BPWR|4CDMG|6AART|7RCVC|8CGEN|aRCR
287	32112 12615	   	191.80	DCR|3VULN|2CDMG|1DMG|1ZMB	13BEXP|237VULN|3BPWR|4FEWX|59CDMG|6ZMB|8RCR|aDMG
288	21263 42331	 * 	191.80	DCR|2DMG|2ASPD|1AART|1CDMG	12RMIN|359CGEN|49ASPD|6RCR|7AART|89DMG|9BPWR|aCDMG
289	32121 22216	   	191.71	DCR|4VULN|1AART|1CDMG|1AAC	13BEXP|2359VULN|3BPWR|4CDMG|6AART|7RCVC|8AAC|aRCR
290	32421 22316	   	191.71	DCR|4VULN|1AART|1CDMG	1BEXP|2359VULN|4CDMG|6AART|7RCVC|8MLV|aRCR
291	32421 22616	   	191.71	DCR|4VULN|1AART|1CDMG	1BEXP|2359VULN|4CDMG|6AART|7RCVC|8CGEN|aRCR
292	32412 12615	   	191.70	DCR|3VULN|2CDMG|1DMG|1ZMB	1BEXP|237VULN|4FEWX|59CDMG|6ZMB|8RCR|aDMG
293	62315 32126	   	191.65	DCR|3VULN|2ASPD|1AART|1SELL	147VULN|27AELBLL|3SELL|57ASPD|6AART|7BPWR|8RMIN|9MLV|aRCR
294	32121 13165	 * 	191.61	DCR|5VULN|2CDMG	13aBEXP|2356aVULN|3aBPWR|4aCDMG|7LEGI|8RCR|9RPLT
295	32134 33634	 * 	191.61	DCR|5VULN|1AART	13BEXP|2357aVULN|3BPWR|4LWND|6AART|8RCR|9FEWX
296	32141 21611	   	191.61	DCR|5VULN|1AART	13BEXP|23579VULN|3BPWR|4AELBLL|6CGEN|8RCR|aAART
297	32421 22216	   	191.61	DCR|4VULN|1AART|1CDMG|1AAC	1BEXP|2359VULN|4CDMG|6AART|7RCVC|8AAC|aRCR
298	32126 14225	   	191.61	DCR|2VULN|2ASPD|2CDMG|2ZMB	13aBEXP|23VULN|3aBPWR|4aCDMG|5LHND|67ZMB|8RCR|9aASPD
299	32134 33424	   	191.60	DCR|4VULN|1AART|1CDMG	138BEXP|2357VULN|3BPWR|4LWND|6AART|9RCR|aCDMG
300	32421 13165	   	191.51	DCR|5VULN|2CDMG	1aBEXP|2356aVULN|4aCDMG|7LEGI|8RCR|9RPLT|aBPWR
301	32141 61611	   	191.51	DCR|5VULN|1AART	13BEXP|23579VULN|3BPWR|4AELBLL|6ERES|8RCR|aAART
302	32224 33634	   	191.51	DCR|5VULN|1AART	1BEXP|2457aVULN|3LHND|6AART|8RCR|9FEWX
303	32441 21611	   	191.51	DCR|5VULN|1AART	1BEXP|23579VULN|4AELBLL|6CGEN|8RCR|aAART
304	32121 22453	   	191.47	DCR|3VULN|1AART|1CDMG|1ZMB	13BEXP|235VULN|3BPWR|4CDMG|6AART|7aRCVC|8RCR|9ZMB
305	32121 21636	   	191.44	DCR|3VULN|2AART|1CDMG	13BEXP|235VULN|3BPWR|4CDMG|68AART|7CGEN|9RCVC|aRCR
306	32621 14235	   	191.43	DCR|3VULN|2DMG|1CDMG	13BEXP|256VULN|4CDMG|7aDMG|8RCR|9DUST
307	62221 14235	   	191.43	DCR|3VULN|2DMG|1CDMG	156VULN|2AELBLL|3BEXP|4CDMG|7aDMG|8RCR|9DUST
308	32421 22453	   	191.37	DCR|3VULN|1AART|1CDMG|1ZMB	1BEXP|235VULN|4CDMG|6AART|7aRCVC|8RCR|9ZMB
309	26312 34623	   	191.36	DCR|4VULN|1ASPD|1DMG|1SELL	1RMIN|2DMG|3SELL|4678VULN|5MLV|9RCR|aASPD
310	62331 14623	   	191.36	DCR|4VULN|1ASPD|1DMG|1SELL	1568VULN|2AELBLL|3SELL|4LHND|7DMG|9RCR|aASPD
311	26311 15623	   	191.36	DCR|4VULN|1ASPD|1DMG|1SELL	1RMIN|2DMG|3SELL|4568VULN|7AME|9RCR|aASPD
312	32121 25636	   	191.34	DCR|3VULN|2AART|1CDMG	13BEXP|235VULN|3BPWR|4CDMG|68AART|7ERES|9RCVC|aRCR
313	32421 21636	   	191.34	DCR|3VULN|2AART|1CDMG	1BEXP|235VULN|4CDMG|68AART|7CGEN|9RCVC|aRCR
314	32141 16135	   	191.31	DCR|3VULN|1AART|1CDMG|2DUR	13BEXP|235VULN|3BPWR|4AELBLL|69DUR|7CDMG|8RCR|aAART
315	25311 14623	   	191.26	DCR|4VULN|1ASPD|1DMG|1SELL	1RMIN|2TLV|3SELL|4568VULN|7DMG|9RCR|aASPD
316	32421 51135	   	191.21	DCR|3VULN|1AART|1CDMG|2DUR	17BEXP|235VULN|4CDMG|69DUR|8RCR|aAART
317	32121 14256	   	191.19	DCR|4VULN|1DMG|1CDMG	13BEXP|2356VULN|3BPWR|4CDMG|7DMG|8RCR|9LHND|aRCVC
318	62313 54213	   	191.06	DCR|3VULN|1ASPD|1DMG|2DUR|1SELL	149VULN|2AELBLL|3SELL|56DUR|7DMG|8RCR|aASPD
319	62321 54213	   	191.06	DCR|3VULN|1ASPD|1DMG|2DUR|1SELL	159VULN|2AELBLL|3SELL|46DUR|7DMG|8RCR|aASPD
320	62323 14213	   	191.06	DCR|3VULN|1ASPD|1DMG|2DUR|1SELL	169VULN|2AELBLL|3SELL|45DUR|7DMG|8RCR|aASPD
321	62323 64213	   	191.06	DCR|3VULN|1ASPD|1DMG|2DUR|1SELL	179VULN|2AELBLL|3SELL|45DUR|6DMG|8RCR|aASPD
322	63121 53352	 * 	191.03	DCR|4VULN|1MDPS|2DMG|1AAC	134aVULN|2MDPS|5DUST|6AAC|7aLIT|8RCR|9aDMG|aBPWR
323	13571 24113	 * 	190.96	DCR|2VULN|2DMG|1ASPD|2DUR	1AME|26DUR|3MBVNT|45VULN|79DMG|8RCR|aASPD
324	13362 13116	   	190.92	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	1AME|28DUR|3AART|467VULN|5AAC|9ASPD|aRCR
325	32121 13135	   	190.91	DCR|4VULN|2CDMG|2DUR	13aBEXP|2356VULN|3aBPWR|4aCDMG|7LEGI|8RCR|9aDUR
326	43362 13116	   	190.82	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	1TLV|28DUR|3AART|467VULN|5AAC|9ASPD|aRCR
327	32421 13135	   	190.81	DCR|4VULN|2CDMG|2DUR	1aBEXP|2356VULN|4aCDMG|7LEGI|8RCR|9aDUR|aBPWR
328	32211 62346	   	190.56	DCR|3VULN|1AART|1ASPD|1DMG|1AAC	1BEXP|257VULN|3LHND|4ASPD|6AART|8DMG|9AAC|aRCR
329	22571 28321	 * 	190.55	DCR|3VULN|1ASPD|3DUR|1CDMG	1RMIN|267DUR|3MBVNT|457VULN|7BPWR|8ASPD|9RCR|aCDMG
330	32621 22421	   	190.40	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	13BEXP|25VULN|4CDMG|6AART|7RCVC|8RCR|9DUR|aASPD
331	62221 22421	   	190.40	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	15VULN|2AELBLL|3BEXP|4CDMG|6AART|7RCVC|8RCR|9DUR|aASPD
332	32121 22451	   	190.30	DCR|3VULN|1AART|1CDMG|1ZMB	13aBEXP|235VULN|3BPWR|4CDMG|6AART|7RCVC|8RCR|9ZMB
333	32121 22452	   	190.30	DCR|3VULN|1AART|1CDMG|1ZMB	13BEXP|235VULN|3BPWR|4CDMG|6AART|7RCVC|8RCR|9ZMB|aLIT
334	32121 22454	   	190.30	DCR|3VULN|1AART|1CDMG|1ZMB	13BEXP|235VULN|3BPWR|4CDMG|6AART|7RCVC|8RCR|9ZMB|aBELT
335	32121 22455	   	190.30	DCR|3VULN|1AART|1CDMG|1ZMB	13BEXP|235VULN|3BPWR|4CDMG|6AART|7RCVC|8RCR|9ZMB|aLHND
336	32121 22456	   	190.30	DCR|3VULN|1AART|1CDMG|1ZMB	13BEXP|235VULN|3BPWR|4CDMG|6AART|7RCVC|8RCR|9ZMB|aLWND
337	32121 42515	   	190.28	DCR|3VULN|1DMG|1CDMG|1ZMB	13BEXP|235VULN|3BPWR|4CDMG|6RCR|7LWND|8RCVC|9ZMB|aDMG
338	61313 26211	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2RPLT|3AART|5BELT|6CDMG|7DMG|8RCR|9ZMB|aFEWX
339	61313 26215	   	190.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2RPLT|3AART|5BELT|6CDMG|7DMG|8RCR|9ZMB|aLWND
