0	Index      	 *	Score 	Summary	Detail	
1	42111 11321	 * 	219.77	DCR|3VULN|1SPLARM|1MDPS|1AART|2DUR	14DUR|268VULN|3LIT|5AART|7RCR|9SPLARM|aMDPS
166	16132 61135	 * 	195.78	DCR|2DMG|3CDMG|1VULN|1AART	1RPLT|2AART|38aCDMG|4LIT|58DMG|6RCR|78AELBLL|8BPWR|9VULN
167	31661 13331	   	195.76	DCR|2VULN|2AART|1DMG|1CDMG	1LWND|24AART|36VULN|57ERES|8RCR|9DMG|aCDMG
168	22262 35153	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	1BEXP|26aVULN|3CGEN|4DMG|5CDMG|7LIT|8AART|9RCR
169	31633 44233	   	195.72	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2AART|356VULN|4CDMG|7LIT|8DMG|9RCR|aRPLT
170	61231 11314	   	195.71	DCR|3VULN|1MDPS|1DMG|1NUKE|1CDMG|1AAC	1AAC|238VULN|3BPWR|4CDMG|5MDPS|6DMG|7RCR|9DUST|aNUKE
171	61231 11316	   	195.71	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC	1AAC|238VULN|3BPWR|4CDMG|5MDPS|6DMG|7RCR|9DUST|aASPD
172	61231 11364	   	195.71	DCR|3VULN|1MDPS|1DMG|1NUKE|1CDMG|1AAC|1MSE	1AAC|238VULN|3BPWR|4CDMG|5MDPS|6DMG|7RCR|9MSE|aNUKE
173	61223 26261	 * 	195.64	DCR|5VULN|3ZMB|1AAC	1AAC|2389aVULN|389BPWR|4DUST|589TLV|689ZMB|7RCR
174	31633 44231	   	195.62	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2AART|356VULN|4CDMG|7LIT|8DMG|9RCR|aDUST
175	31633 44232	   	195.62	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|2AART|356VULN|4CDMG|7LIT|8DMG|9RCR|aERES
176	42363 53212	 * 	195.59	DCR|3DMG|1VULN|1ASPD|3DUR	178DUR|2VULN|358LWND|489DMG|6RCR|8BPWR|aASPD
177	16114 62211	   	195.48	DCR|2VULN|2DMG|1AART|1CDMG	18RPLT|2AART|3CDMG|4aVULN|56DMG|7AME|9RCR
178	24214 32322	   	195.43	DCR|3VULN|2DMG|1CDMG	1BEXP|27DMG|3MULFIG|4DUST|5CDMG|6RCR|89aVULN
179	15322 47273	   	195.34	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1RPLT|2MBVNT|3CDMG|49VULN|5DMG|6aDUR|7RCR|8AART
180	55314 32322	   	195.33	DCR|3VULN|2DMG|1CDMG	1MSLREG|2BEXP|37DMG|4DUST|5CDMG|6RCR|89aVULN
181	16116 26214	   	195.30	DCR|4VULN|1AART|1CDMG	1RPLT|2AART|3CDMG|469aVULN|5ERES|7RCR|8MBVNT
182	26121 11534	   	195.09	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1BEXP|2ASPD|3DUR|4aVULN|59CDMG|6DMG|7RCR|8RCVC
183	42111 64331	   	194.81	DCR|4VULN|1AART|2DUR	14DUR|289aVULN|37LIT|5AART|6RCR
184	42121 63331	   	194.81	DCR|4VULN|1AART|2DUR	17DUR|289aVULN|34LIT|5AART|6RCR
185	24123 31315	   	194.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DMG|3DUR|46VULN|5LWND|7RCR|8ASPD|9RCVC|aAART
186	25353 31315	   	194.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DUR|3LWND|46VULN|5DMG|7RCR|8ASPD|9RCVC|aAART
187	26123 31515	   	194.76	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2ASPD|3DUR|46VULN|5LWND|7RCR|8DMG|9RCVC|aAART
188	42352 53221	   	194.71	DCR|3VULN|2ASPD|3DUR	178DUR|249VULN|38LWND|58ASPD|6RCR|8BPWR|aLHND
189	42352 53222	   	194.71	DCR|3VULN|2ASPD|3DUR	178DUR|249VULN|38LWND|58ASPD|6RCR|8BPWR|aBEXP
190	42352 53223	   	194.61	DCR|3VULN|2ASPD|3DUR	178DUR|249VULN|38LWND|58ASPD|6RCR|8BPWR|aERES
191	64212 13522	 * 	194.60	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AAC|2ASPD|3SPLARM|45LHND|6RCR|7DMG|8aVULN|9CDMG
192	31255 12332	   	194.46	DCR|3VULN|1AART|1DMG|1ZMB	17LWND|2AART|37CGEN|467VULN|5RCVC|7BPWR|8RCR|9DMG|aZMB
193	31645 12332	   	194.46	DCR|3VULN|1AART|1DMG|1ZMB	17LWND|2AART|367VULN|47AME|5RCVC|7BPWR|8RCR|9DMG|aZMB
194	36121 11142	 * 	194.41	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3DUR|4VULN|5CDMG|6DMG|7RCR|8TLV|9AART|aMDPS
195	16135 23523	   	194.32	DCR|1SPLARM|2VULN|2AART|1CDMG	1RPLT|28AART|3CDMG|4LIT|5DUST|6RCR|7SPLARM|9aVULN
196	31625 12332	   	194.26	DCR|3VULN|1AART|1DMG|1ZMB	17LWND|2AART|367VULN|47TLV|5RCVC|7BPWR|8RCR|9DMG|aZMB
197	31655 12332	   	194.26	DCR|3VULN|1AART|1DMG|1ZMB	17LWND|2AART|367VULN|47ERES|5RCVC|7BPWR|8RCR|9DMG|aZMB
198	15322 47252	   	194.26	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2MBVNT|3CDMG|4aVULN|5DMG|6DUR|7RCR|8AART|9RMIN
199	42511 11312	   	194.26	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3DUST|4MLV|5CDMG|6DMG|7RCR|9RMIN|aAART
200	42552 31312	   	194.26	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3DUST|4CDMG|5DMG|6MLV|7RCR|9RMIN|aAART
201	42553 11312	   	194.26	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3DUST|4CDMG|5MLV|6DMG|7RCR|9RMIN|aAART
202	44262 31312	   	194.26	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2DMG|3CGEN|4DUST|5CDMG|68VULN|7RCR|9RMIN|aAART
203	31625 11231	   	194.16	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2AART|36aVULN|4TLV|5RCVC|7ZMB|8RCR|9DMG
204	31631 63135	   	194.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LWND|2AART|3aVULN|4CDMG|5DUST|6RCR|7DMG|8MLV|9ZMB
205	24123 31325	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DMG|3DUR|46VULN|5LWND|7RCR|8ASPD|9BELT|aAART
206	24123 31365	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DMG|3DUR|46VULN|5LWND|7RCR|8ASPD|9AELBLL|aAART
207	25353 31325	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DUR|3LWND|46VULN|5DMG|7RCR|8ASPD|9BELT|aAART
208	26123 31525	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2ASPD|3DUR|46VULN|5LWND|7RCR|8DMG|9BELT|aAART
209	26121 11331	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1BEXP|2ASPD|3DUR|48VULN|59CDMG|6DMG|7RCR|aLIT
210	26121 11332	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1BEXP|2ASPD|3DUR|48VULN|59CDMG|6DMG|7RCR|aLHND
211	26121 11335	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1BEXP|2ASPD|3DUR|48VULN|59CDMG|6DMG|7RCR|aBELT
212	26121 11345	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1BEXP|2ASPD|3DUR|48VULN|5aCDMG|6DMG|7RCR|9FEWX
213	36121 11331	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DUR|48VULN|59CDMG|6DMG|7RCR|aLIT
214	36121 11332	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DUR|48VULN|59CDMG|6DMG|7RCR|aLHND
215	36121 11335	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DUR|48VULN|59CDMG|6DMG|7RCR|aFEWX
216	36121 11336	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DUR|48VULN|59CDMG|6DMG|7RCR|aBEXP
217	36121 11345	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|2ASPD|3DUR|48VULN|5aCDMG|6DMG|7RCR|9FEWX
218	36121 11634	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	18LWND|2ASPD|3DUR|4aVULN|59CDMG|6DMG|7RCR
219	36321 11333	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|2ASPD|3FEWX|48VULN|59CDMG|6DMG|7RCR|aDUR
220	36321 11365	   	193.91	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1LWND|2ASPD|3FEWX|48VULN|5aCDMG|6DMG|7RCR|9DUR
221	26121 11336	   	193.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1BEXP|2ASPD|3DUR|48VULN|59CDMG|6DMG|7RCR|aLEGI
222	26121 11653	   	193.81	DCR|2VULN|2CDMG|1ASPD|1DMG|1DUR	1BEXP|2ASPD|3DUR|4aVULN|58CDMG|6DMG|7RCR|9ERES
223	24123 41522	   	193.74	DCR|3DMG|2VULN|1ZMB|1DUR	1BEXP|268DMG|3DUR|4aVULN|5LWND|7RCR|9ZMB
224	61233 13242	 * 	193.64	DCR|5VULN|1CDMG|2DUR|1AAC	1AAC|23689VULN|39BPWR|4CDMG|59CGEN|79DUR|aRCR
225	31663 12313	   	193.63	DCR|4VULN|2AART|1AAC	17aLWND|24AART|367aVULN|57aCGEN|7aBPWR|8RCR|9AAC
226	64132 16232	   	193.60	DCR|3VULN|1AART|1ASPD|1AAC|1ZMB	1AAC|2ASPD|3DUST|4AART|5ZMB|68aVULN|7RCR|9LHND
227	31663 12341	   	193.53	DCR|4VULN|2AART	17LWND|24AART|367aVULN|57CGEN|7BPWR|8RCR|9BEXP
228	31663 12351	   	193.53	DCR|4VULN|2AART	17LWND|24AART|367aVULN|57CGEN|7BPWR|8RCR|9FEWX
229	31663 12361	   	193.53	DCR|4VULN|2AART	17LWND|24AART|3679VULN|57CGEN|7BPWR|8RCR|aBELT
230	31663 12362	   	193.53	DCR|4VULN|2AART	17LWND|24AART|3679VULN|57CGEN|7BPWR|8RCR|aFEWX
231	15322 14883	   	193.48	DCR|2DMG|3CDMG|1VULN|1AART	1RPLT|2MBVNT|39aCDMG|4VULN|59DMG|69TLV|7RCR|8AART|9BPWR
232	14253 31533	   	193.48	DCR|2VULN|2DMG|1AART|1CDMG	1RPLT|29DMG|36CGEN|4AART|56VULN|6BPWR|7ERES|8CDMG|aRCR
233	61234 13242	   	193.44	DCR|5VULN|1CDMG|2DUR|1AAC	1AAC|23689VULN|39BPWR|4CDMG|59ERES|79DUR|aRCR
234	46321 11334	   	193.42	DCR|2VULN|1DMG|1NUKE|1CDMG|1DUR	1DUR|2RMIN|3LWND|48VULN|5CDMG|6DMG|7RCR|9BEXP|aNUKE
235	31661 12313	   	193.33	DCR|4VULN|2AART|1AAC	17aLWND|24AART|367aVULN|57aERES|7aBPWR|8RCR|9AAC
236	31661 12341	   	193.33	DCR|4VULN|2AART	17LWND|24AART|367aVULN|57ERES|7BPWR|8RCR|9BEXP
237	31661 12351	   	193.33	DCR|4VULN|2AART	17LWND|24AART|367aVULN|57ERES|7BPWR|8RCR|9FEWX
238	31661 12361	   	193.33	DCR|4VULN|2AART	17LWND|24AART|3679VULN|57ERES|7BPWR|8RCR|aBELT
239	31661 12362	   	193.33	DCR|4VULN|2AART	17LWND|24AART|3679VULN|57ERES|7BPWR|8RCR|aFEWX
240	46321 11324	   	193.32	DCR|2VULN|1DMG|1NUKE|1CDMG|1DUR	1DUR|2RMIN|3LWND|48VULN|5CDMG|6DMG|7RCR|9DUST|aNUKE
241	46321 11326	   	193.32	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2RMIN|3LWND|48VULN|5CDMG|6DMG|7RCR|9DUST|aASPD
242	36321 11624	   	193.19	DCR|2ASPD|1VULN|2CDMG|1DMG|2ZMB	1LWND|29ASPD|3FEWX|4VULN|59CDMG|6DMG|7RCR|89ZMB|9BPWR|aLHND
243	36321 11626	   	193.19	DCR|2ASPD|1VULN|2CDMG|1DMG|2ZMB	1LWND|29ASPD|3FEWX|4VULN|59CDMG|6DMG|7RCR|89ZMB|9BPWR|aRPLT
244	15322 27228	   	193.15	DCR|2DMG|3ZMB|1VULN|2CDMG|1DUR	1RPLT|2MBVNT|38CDMG|4VULN|58DMG|678ZMB|8BPWR|9RCR|aDUR
245	31426 63332	 * 	193.15	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1LWND|2AART|3CDMG|4DUST|59VULN|6RCR|7DMG|8BEXP|aMDPS
246	31536 63332	   	193.15	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1LWND|2AART|3DUST|4CDMG|59VULN|6RCR|7DMG|8BEXP|aMDPS
247	31631 63332	   	193.15	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1LWND|2AART|39VULN|4CDMG|5DUST|6RCR|7DMG|8BEXP|aMDPS
248	62121 11366	 * 	193.13	DCR|2VULN|2AAC|1AART|1DMG|1CDMG|1DUR	1aAAC|2FEWX|3DUR|48VULN|5CDMG|6DMG|7RCR|9AART
249	16132 62143	   	193.13	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1RPLT|28AART|3CDMG|4LIT|5DMG|6RCR|79DUR|aVULN
250	42111 11315	   	193.11	DCR|3VULN|1AART|1CDMG|2DUR	14DUR|268VULN|3LIT|5AART|7RCR|9DUST|aCDMG
251	36321 11621	   	193.09	DCR|2ASPD|1VULN|2CDMG|1DMG|2ZMB	1LWND|29ASPD|3FEWX|4VULN|59CDMG|6DMG|7RCR|89ZMB|9BPWR|aDUST
252	36321 11625	   	193.09	DCR|2ASPD|1VULN|2CDMG|1DMG|2ZMB	1LWND|29ASPD|3FEWX|4VULN|59CDMG|6DMG|7RCR|89ZMB|9BPWR|aERES
253	24136 53332	   	193.01	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1BEXP|25DMG|3DUR|4DUST|6RCR|7AART|8TLV|9ASPD|aVULN
254	42342 53213	 * 	192.81	DCR|2ASPD|1VULN|1DMG|3DUR|1CDMG	178DUR|2VULN|348LWND|58ASPD|6RCR|8BPWR|9DMG|aCDMG
255	42111 11231	   	192.81	DCR|4VULN|1AART|2DUR	14DUR|269aVULN|3LIT|5AART|7RCR|8AELBLL
256	42111 11333	   	192.81	DCR|4VULN|1AART|2DUR	14DUR|2689VULN|3LIT|5AART|7RCR|aLWND
257	42111 11335	   	192.81	DCR|4VULN|1AART|2DUR	14DUR|2689VULN|3LIT|5AART|7RCR|aBEXP
258	42111 11332	   	192.71	DCR|4VULN|1AART|2DUR	14DUR|2689VULN|3LIT|5AART|7RCR|aERES
259	42111 11334	   	192.71	DCR|4VULN|1AART|2DUR	14DUR|2689VULN|3LIT|5AART|7RCR|aDUST
260	42111 11336	   	192.71	DCR|4VULN|1AART|2DUR	14DUR|2689VULN|3LIT|5AART|7RCR|aMBVNT
261	64231 13432	 * 	192.66	DCR|2SPLARM|3VULN|2ASPD|2AAC	17AAC|24ASPD|34SPLARM|4BPWR|5FEWX|6RCR|89aVULN
262	46321 11314	   	192.45	DCR|3VULN|1DMG|1CDMG|1DUR|2RMIN	1DUR|29RMIN|3LWND|48aVULN|5CDMG|6DMG|7RCR
263	61123 66232	   	192.45	DCR|3VULN|2ASPD|1AAC|1ZMB|1DUR	1AAC|248VULN|3DUR|58TLV|68ASPD|7RCR|8BPWR|9LIT|aZMB
264	16114 23134	   	192.39	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RPLT|2AART|3CDMG|48VULN|5DMG|6RMIN|7BELT|9RCR|aZMB
265	26214 33163	 * 	192.31	DCR|2ASPD|3CDMG|1VULN|1AART	18BEXP|28ASPD|3MULFIG|4DUST|58aCDMG|6RCR|7AART|8BPWR|9VULN
266	31133 63265	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19LWND|2AART|3LHND|4CDMG|5aVULN|6RCR|7DMG|8DUR
267	31133 62536	   	192.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LWND|2AART|3LHND|4CDMG|59VULN|6RCR|7BASARM|8DUR|aASPD
268	16116 26332	   	192.03	DCR|3VULN|1AART|1CDMG|1DUR	1RPLT|2AART|3CDMG|46aVULN|5ERES|7RCR|8RMIN|9DUR
269	64132 16233	   	192.02	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1AAC|2ASPD|3DUST|4AART|5ZMB|68VULN|7RCR|9LHND|aCDMG
270	24123 41315	   	191.97	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1BEXP|26DMG|3DUR|4VULN|5LWND|7RCR|8ASPD|9RCVC|aAART
271	64231 12512	   	191.94	DCR|2SPLARM|3ASPD|2VULN|1AAC	1AAC|248ASPD|34SPLARM|48BPWR|58FEWX|6RCR|78VULN|9RCVC|aRPLT
272	64231 12513	   	191.94	DCR|2SPLARM|3ASPD|2VULN|1AAC	1AAC|248ASPD|34SPLARM|48BPWR|58FEWX|6RCR|78VULN|9RCVC|aAME
273	16132 16224	   	191.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2AART|3CDMG|4LIT|5DMG|6VULN|7RCR|8ZMB|9LHND|aASPD
274	16132 16353	   	191.90	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2AART|3CDMG|4LIT|5DMG|6VULN|7RCR|8ASPD|9ZMB|aLWND
275	31631 65313	   	191.89	DCR|3VULN|1AART|1CDMG|1ZMB	1LWND|2AART|378VULN|4CDMG|5DUST|6RCR|9BELT|aZMB
276	31133 63221	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3LHND|4CDMG|5VULN|6RCR|7DMG|8DUR|9FEWX|aASPD
277	31443 63221	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3CDMG|4LHND|5VULN|6RCR|7DMG|8DUR|9FEWX|aASPD
278	31463 63221	   	191.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3CDMG|4BEXP|5VULN|6RCR|7DMG|8DUR|9FEWX|aASPD
279	26122 51182	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1BEXP|2ASPD|3DUR|4aVULN|5MBVNT|6DMG|7AAC|8RCR|9AART
280	36122 51182	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1LWND|2ASPD|3DUR|4aVULN|5MBVNT|6DMG|7AAC|8RCR|9AART
281	16132 16311	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2AART|3CDMG|4LIT|5DMG|6VULN|7RCR|8ASPD|9BASFIG|aZMB
282	16132 16351	   	191.80	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2AART|3CDMG|4LIT|5DMG|6VULN|7RCR|8ASPD|9ZMB|aDUST
283	16132 16352	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2AART|3CDMG|4LIT|5DMG|6VULN|7RCR|8ASPD|9ZMB|aERES
284	22231 11354	   	191.79	DCR|4VULN|1DMG|1CDMG	1BEXP|289aVULN|3CGEN|4LWND|5CDMG|6DMG|7RCR
285	22262 11354	   	191.79	DCR|4VULN|1DMG|1CDMG	1BEXP|289aVULN|3CGEN|4DMG|5CDMG|6LWND|7RCR
286	31133 62541	 * 	191.78	DCR|1AART|1VULN|1ASPD|1NUKE|1CDMG|1DUR	1LWND|2AART|3LHND|4CDMG|5VULN|6RCR|7BASARM|8DUR|9ASPD|aNUKE
287	31133 63211	   	191.78	DCR|1AART|1VULN|1DMG|1NUKE|1CDMG|1DUR	1LWND|2AART|3LHND|4CDMG|5VULN|6RCR|7DMG|8DUR|9MSLFST|aNUKE
288	31133 63214	   	191.78	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3LHND|4CDMG|5VULN|6RCR|7DMG|8DUR|9MSLFST|aASPD
289	31426 63221	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3CDMG|4DUST|5VULN|6RCR|7DMG|8DUR|9FEWX|aASPD
290	31443 63211	   	191.78	DCR|1AART|1VULN|1DMG|1NUKE|1CDMG|1DUR	1LWND|2AART|3CDMG|4LHND|5VULN|6RCR|7DMG|8DUR|9MSLFST|aNUKE
291	31463 63211	   	191.78	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1LWND|2AART|3CDMG|4BEXP|5VULN|6RCR|7DMG|8DUR|9MSLFST|aNUKE
292	31536 63221	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3DUST|4CDMG|5VULN|6RCR|7DMG|8DUR|9FEWX|aASPD
293	31631 63221	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3VULN|4CDMG|5DUST|6RCR|7DMG|8DUR|9FEWX|aASPD
294	26121 11255	   	191.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1BEXP|2ASPD|39DUR|4aVULN|5CDMG|6DMG|7RCR|8LIT
295	15322 14864	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1RPLT|2MBVNT|3CDMG|4VULN|5DMG|6TLV|7RCR|8AART|9ZMB|aASPD
296	36321 11313	   	191.70	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	1LWND|2ASPD|3FEWX|48VULN|5CDMG|6DMG|7RCR|9RMIN|aMDPS
297	22251 11334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1BEXP|28aVULN|3CGEN|4DUR|59CDMG|6DMG|7RCR
298	24121 31334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1BEXP|2DMG|3DUR|48aVULN|59CDMG|6MLV|7RCR
299	24121 41334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1BEXP|2DMG|3DUR|48aVULN|59CDMG|6CGEN|7RCR
300	25221 11334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1BEXP|2DUR|3CGEN|48aVULN|59CDMG|6DMG|7RCR
301	26121 41334	   	191.68	DCR|3VULN|2CDMG|1ASPD|1DUR	1BEXP|2ASPD|3DUR|48aVULN|59CDMG|6CGEN|7RCR
302	34121 31334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1LWND|2DMG|3DUR|48aVULN|59CDMG|6MLV|7RCR
303	34121 41334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1LWND|2DMG|3DUR|48aVULN|59CDMG|6CGEN|7RCR
304	35221 11334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1LWND|2DUR|3CGEN|48aVULN|59CDMG|6DMG|7RCR
305	36121 41334	   	191.68	DCR|3VULN|2CDMG|1ASPD|1DUR	1LWND|2ASPD|3DUR|48aVULN|59CDMG|6CGEN|7RCR
306	43221 11334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1DUR|2FEWX|3CGEN|48aVULN|59CDMG|6DMG|7RCR
307	44321 31334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1DUR|2DMG|3LWND|48aVULN|59CDMG|6MLV|7RCR
308	24142 31334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1BEXP|2DMG|3DUR|4AME|59CDMG|68aVULN|7RCR
309	26142 31334	   	191.68	DCR|3VULN|2CDMG|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4AME|59CDMG|68aVULN|7RCR
310	32121 11334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1LWND|2CGEN|3DUR|48aVULN|59CDMG|6DMG|7RCR
311	42231 11334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1DUR|28aVULN|3CGEN|4LWND|59CDMG|6DMG|7RCR
312	42311 11334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1DUR|28aVULN|3LWND|4MLV|59CDMG|6DMG|7RCR
313	42361 31334	   	191.68	DCR|3VULN|2CDMG|1DMG|1DUR	1DUR|28aVULN|3LWND|4DMG|59CDMG|6MLV|7RCR
314	31426 63211	   	191.68	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1LWND|2AART|3CDMG|4DUST|5VULN|6RCR|7DMG|8DUR|9MSLFST|aNUKE
315	31536 63211	   	191.68	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1LWND|2AART|3DUST|4CDMG|5VULN|6RCR|7DMG|8DUR|9MSLFST|aNUKE
316	31631 63211	   	191.68	DCR|1VULN|1AART|1DMG|1NUKE|1CDMG|1DUR	1LWND|2AART|3VULN|4CDMG|5DUST|6RCR|7DMG|8DUR|9MSLFST|aNUKE
317	31631 63214	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2AART|3VULN|4CDMG|5DUST|6RCR|7DMG|8DUR|9MSLFST|aASPD
318	31663 14332	   	191.65	DCR|2VULN|2AART|1DMG|1ZMB	1LWND|24AART|36VULN|5CGEN|7RCVC|8RCR|9DMG|aZMB
319	26121 11322	   	191.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1BEXP|2ASPD|3aDUR|48VULN|5CDMG|6DMG|7RCR|9TLV
320	26121 11352	   	191.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1BEXP|2ASPD|3aDUR|48VULN|5CDMG|6DMG|7RCR|9ERES
321	36121 11322	   	191.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1LWND|2ASPD|3aDUR|48VULN|5CDMG|6DMG|7RCR|9TLV
322	36121 11352	   	191.62	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1LWND|2ASPD|3aDUR|48VULN|5CDMG|6DMG|7RCR|9ERES
323	31626 11231	   	191.60	DCR|3VULN|1AART|1DMG|1ZMB	1LWND|2AART|36aVULN|45TLV|7ZMB|8RCR|9DMG
324	24112 31334	   	191.58	DCR|3VULN|2CDMG|1DMG|1DUR	1BEXP|2DMG|3DUR|4ERES|59CDMG|68aVULN|7RCR
325	24121 51334	   	191.58	DCR|3VULN|2CDMG|1DMG|1DUR	1BEXP|2DMG|3DUR|48aVULN|59CDMG|6ERES|7RCR
326	26112 31334	   	191.58	DCR|3VULN|2CDMG|1ASPD|1DUR	1BEXP|2ASPD|3DUR|4ERES|59CDMG|68aVULN|7RCR
327	26121 51334	   	191.58	DCR|3VULN|2CDMG|1ASPD|1DUR	1BEXP|2ASPD|3DUR|48aVULN|59CDMG|6ERES|7RCR
328	34121 51334	   	191.58	DCR|3VULN|2CDMG|1DMG|1DUR	1LWND|2DMG|3DUR|48aVULN|59CDMG|6ERES|7RCR
