0	Index      	 *	Score 	Summary	Detail	
1	61214 32654	 * 	234.66	DCR|4VULN|3DMG|1AART	1MBVNT|29aDMG|3aCGEN|4AART|578aVULN|6RCR|aBPWR
166	22126 31523	   	209.18	DCR|2VULN|2DMG|2ASPD|2ZMB	1aVULN|2TLV|3aASPD|45DMG|6RCR|7LEGI|8ERES|9aZMB|aBPWR
167	23261 36143	 * 	209.15	DCR|2DMG|1VULN|1ASPD|1NUKE|1CDMG|1AAC|1ZMB|1SELL	1VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|78DMG|9NUKE|aAAC
168	21112 22166	   	208.88	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG|2DUR|1ZMB	1VULN|24DUR|3DMG|5ZMB|67CDMG|8ASPD|9RCR|aAART
169	61115 24813	   	208.78	DCR|3DMG|2ASPD|1VULN|1AART	1MBVNT|258DMG|35ASPD|4AART|5BPWR|6BEXP|7VULN|9RCR|aLHND
170	22532 34225	   	208.75	DCR|3VULN|1AART|1ASPD|1DMG	14aVULN|24TLV|3RCVC|4BPWR|5AART|6RCR|7BEXP|8DMG|9ASPD
171	22532 33225	   	208.65	DCR|3VULN|1AART|1ASPD|1DMG	14aVULN|24TLV|3RCVC|4BPWR|5AART|6RCR|7DUST|8DMG|9ASPD
172	22552 33225	   	208.65	DCR|3VULN|1AART|1ASPD|1DMG	14aVULN|2TLV|3RCVC|5AART|6RCR|7DUST|8DMG|9ASPD
173	22122 26514	   	208.55	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	179VULN|2TLV|3ASPD|4DMG|5ZMB|6CDMG|8DUR|aRCR
174	61114 23627	 * 	208.54	DCR|3DMG|2AART|1VULN|1ASPD	1MBVNT|279DMG|3ASPD|48AART|5VULN|6BELT|aRCR
175	23261 25321	   	208.40	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR|1SELL	178VULN|2SELL|3CDMG|4ASPD|5ZMB|6DUR|9DMG|aRCR
176	23261 26531	   	208.40	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR|1SELL	189VULN|2SELL|3CDMG|4ASPD|5ZMB|6DUR|7DMG|aRCR
177	61162 73312	   	208.38	DCR|2VULN|2DMG|2CDMG|1ASPD|1ZMB	1MBVNT|28DMG|3ASPD|48VULN|5ZMB|6LIT|78CDMG|8BPWR|9RCVC|aRCR
178	22122 23214	   	208.30	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB|1DUR	19VULN|2TLV|3ASPD|48DMG|5ZMB|6CDMG|7DUR|aRCR
179	22151 26124	   	208.30	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB|1DUR	14VULN|2TLV|3ASPD|5ZMB|6DUR|78DMG|9CDMG|aRCR
180	25224 52222	   	208.30	DCR|2VULN|2AART|1DMG|1CDMG|1ZMB	1aVULN|23AART|4DMG|5RPLT|6LWND|7RCR|8CDMG|9ZMB
181	61122 63435	   	208.26	DCR|3ASPD|2DMG|1AART|2DUR|1ZMB	1MBVNT|2aDMG|36aASPD|4CGEN|5ZMB|7aDUR|8RCR|9AART|aBPWR
182	23261 26131	   	208.16	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB|1DUR|1SELL	19VULN|2SELL|3CDMG|4ASPD|5ZMB|6DUR|78DMG|aRCR
183	23261 35324	   	208.09	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	178VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|9DMG|aLWND
184	23261 35326	   	208.09	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	178VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|9DMG|aLIT
185	23261 35323	   	207.99	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	178VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|9DMG|aTSLFST
186	23261 35325	   	207.99	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	178VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|9DMG|aMBVNT
187	23261 36533	   	207.99	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	189VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|7DMG|aTSLFST
188	23264 35322	   	207.99	DCR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	178VULN|2SELL|3CDMG|4ASPD|5ERES|6RCR|9DMG|aZMB
189	21112 44111	   	207.92	DCR|3DMG|2VULN|2DUR|1ZMB	19VULN|24DUR|378DMG|5ZMB|6RCR|aSPLREG
190	23261 36134	   	207.85	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB|1SELL	19VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|78DMG|aLWND
191	23261 36136	   	207.85	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB|1SELL	19VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|78DMG|aLIT
192	22151 35324	   	207.84	DCR|4VULN|1ASPD|1DMG|1ZMB	1478VULN|2TLV|3ASPD|5ZMB|6RCR|9DMG|aLWND
193	22151 35326	   	207.84	DCR|4VULN|1ASPD|1DMG|1ZMB	1478VULN|2TLV|3ASPD|5ZMB|6RCR|9DMG|aLIT
194	21416 53131	 * 	207.83	DCR|4VULN|2DMG|1MDPS|3DUR	145aVULN|27aDUR|3MDPS|6aDMG|8RPLT|9RCR|aBPWR
195	23261 36133	   	207.75	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB|1SELL	19VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|78DMG|aTSLFST
196	23261 36135	   	207.75	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB|1SELL	19VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|78DMG|aMBVNT
197	22151 35323	   	207.74	DCR|4VULN|1ASPD|1DMG|1ZMB	1478VULN|2TLV|3ASPD|5ZMB|6RCR|9DMG|aMSLFST
198	22151 35325	   	207.74	DCR|4VULN|1ASPD|1DMG|1ZMB	1478VULN|2TLV|3ASPD|5ZMB|6RCR|9DMG|aMBVNT
199	61362 18431	   	207.71	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1MBVNT|24DMG|3BEXP|5ZMB|67VULN|8RCR|9AART|aCDMG
200	61722 18431	   	207.71	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1MBVNT|23DMG|4LHND|5ZMB|67VULN|8RCR|9AART|aCDMG
201	51126 32613	   	207.60	DCR|3DMG|2VULN|1ASPD|1ZMB	1LEGI|25aDMG|3ASPD|4aCGEN|6RCR|7MLV|8ZMB|9aVULN|aBPWR
202	53126 32613	   	207.60	DCR|3DMG|2VULN|1ASPD|1ZMB	1LEGI|2aCGEN|3ASPD|45aDMG|6RCR|7MLV|8ZMB|9aVULN|aBPWR
203	22126 32612	   	207.55	DCR|3VULN|2DMG|1ASPD|1DUR	189VULN|2TLV|3ASPD|45DMG|6RCR|7LWND|aDUR
204	22126 33612	   	207.55	DCR|3VULN|2DMG|1ASPD|1DUR	189VULN|2TLV|3ASPD|45DMG|6RCR|7LHND|aDUR
205	22126 35112	   	207.55	DCR|3VULN|2DMG|1ASPD|1DUR	179VULN|2TLV|3ASPD|45DMG|6RCR|8FEWX|aDUR
206	22126 35332	   	207.55	DCR|3VULN|2DMG|1ASPD|1DUR	178VULN|2TLV|3ASPD|45DMG|6RCR|9FEWX|aDUR
207	22126 35342	   	207.55	DCR|3VULN|2DMG|1ASPD|1DUR	178VULN|2TLV|3ASPD|45DMG|6RCR|9LWND|aDUR
208	22126 35361	   	207.55	DCR|3VULN|2DMG|1ASPD|1DUR	178VULN|2TLV|3ASPD|45DMG|6RCR|9MULARM|aDUR
209	21155 23136	   	207.48	DCR|2DMG|2ASPD|1VULN|1CDMG|2DUR|1ZMB	1VULN|27DUR|34DMG|58ASPD|6CDMG|9ZMB|aRCR
210	22126 31612	   	207.45	DCR|3VULN|2DMG|1ASPD|1DUR	189VULN|2TLV|3ASPD|45DMG|6RCR|7LEGI|aDUR
211	22126 35352	   	207.45	DCR|3VULN|2DMG|1ASPD|1DUR	178VULN|2TLV|3ASPD|45DMG|6RCR|9MBVNT|aDUR
212	23261 36141	 * 	207.43	DCR|2DMG|1VULN|1ASPD|1NUKE|1CDMG|1ZMB|1SELL	1VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|78DMG|9NUKE|aLIT
213	23261 36142	 * 	207.43	DCR|2DMG|1VULN|1ASPD|1NUKE|1CDMG|1ZMB|1DUR|1SELL	1VULN|2SELL|3CDMG|4ASPD|5ZMB|6RCR|78DMG|9NUKE|aDUR
214	51136 32613	   	207.40	DCR|3DMG|2VULN|1ASPD|1ZMB	1LEGI|25aDMG|3ASPD|4aERES|6RCR|7MLV|8ZMB|9aVULN|aBPWR
215	22126 36111	   	207.40	DCR|3DMG|2VULN|1ASPD|1ZMB	19VULN|2TLV|3ASPD|457DMG|6RCR|8ZMB|aMULFIG
216	22126 36112	   	207.40	DCR|3DMG|2VULN|1ASPD|1ZMB	19VULN|2TLV|3ASPD|457DMG|6RCR|8ZMB|aMLV
217	22126 36113	   	207.40	DCR|3DMG|2VULN|1ASPD|1ZMB	19VULN|2TLV|3ASPD|457DMG|6RCR|8ZMB|aAELBLL
218	22126 36116	   	207.40	DCR|3DMG|2VULN|1ASPD|1ZMB	19VULN|2TLV|3ASPD|457DMG|6RCR|8ZMB|aFEWX
219	61122 85431	   	207.39	DCR|2DMG|1AART|1VULN|1ASPD|1CDMG|1ZMB	1MBVNT|27DMG|3ASPD|4CGEN|5ZMB|6VULN|8RCR|9AART|aCDMG
220	22126 36114	   	207.30	DCR|3DMG|2VULN|1ASPD|1ZMB	19VULN|2TLV|3ASPD|457DMG|6RCR|8ZMB|aAIRARM
221	25222 32146	   	207.30	DCR|3VULN|2AART|1DMG|2SPLREG	178VULN|23AART|4DMG|58LIT|68SPLREG|8BPWR|9LHND|aRCR
222	25222 32133	   	207.20	DCR|3VULN|2AART|1DMG|2SPLREG	178VULN|23AART|4DMG|58LIT|68SPLREG|8BPWR|9ERES|aRCR
223	61163 48131	   	206.99	DCR|4VULN|2DMG|1ASPD	1MBVNT|28DMG|3ASPD|4679VULN|5DUST|aRCR
224	22126 36161	   	206.98	DCR|3DMG|1VULN|1ASPD|1NUKE|1ZMB	1VULN|2TLV|3ASPD|457DMG|6RCR|8ZMB|9NUKE|aRMIN
225	22126 36162	   	206.98	DCR|3DMG|1VULN|1ASPD|1NUKE|1ZMB	1VULN|2TLV|3ASPD|457DMG|6RCR|8ZMB|9NUKE|aLWND
226	64352 45221	 * 	206.81	DCR|3ASPD|3ZMB|1VULN|2CDMG|1DUR	1MBVNT|268ZMB|3BEXP|48CDMG|568ASPD|68BPWR|7RCR|9VULN|aDUR
227	25143 21221	 * 	206.76	ACR|3VULN|2DMG|1AART|1CDMG|2DUR	159VULN|2AART|3RCR|4RMIN|6BEXP|79DUR|89DMG|9BPWR|aCDMG
228	25143 31221	   	206.76	ACR|3VULN|2DMG|1AART|1CDMG|2DUR	159VULN|2AART|3RCR|4RMIN|6FEWX|79DUR|89DMG|9BPWR|aCDMG
229	61115 24834	   	206.68	DCR|3DMG|2ASPD|1VULN|1AART	1MBVNT|258DMG|35ASPD|4AART|5BPWR|6BEXP|7VULN|9CANARM|aRCR
230	25143 11221	   	206.66	ACR|3VULN|2DMG|1AART|1CDMG|2DUR	159VULN|2AART|3RCR|4RMIN|6DUST|79DUR|89DMG|9BPWR|aCDMG
231	22126 35522	   	206.55	DCR|3DMG|2VULN|1ASPD|1DUR	17VULN|2TLV|3ASPD|459DMG|6RCR|8RCVC|aDUR
232	21112 44531	   	206.50	DCR|3VULN|2DMG|2DUR|1AAC|1ZMB	189VULN|24DUR|37DMG|5ZMB|6RCR|aAAC
233	26133 22522	   	206.47	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	17VULN|2DUST|37DMG|4LIT|5DUR|67ASPD|7BPWR|8ZMB|9LWND|aRCR
234	26132 22542	   	206.47	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	17VULN|2DUST|37DMG|4LIT|5LWND|67ASPD|7BPWR|8ZMB|9DUR|aRCR
235	61161 25211	   	206.43	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1MBVNT|28DMG|3ASPD|49VULN|5RCVC|6CDMG|7RCR|aDUR
236	21112 44532	   	206.38	DCR|3VULN|2DMG|2DUR|2ZMB	189VULN|24DUR|37DMG|5aZMB|6RCR
237	22122 24216	   	206.32	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	19VULN|2TLV|3ASPD|48DMG|5ZMB|6CDMG|7RCR|aRCVC
238	22532 34242	   	206.27	DCR|3VULN|2DMG|1AART	14aVULN|24TLV|3RCVC|4BPWR|5AART|6RCR|7BEXP|89DMG
239	61214 32836	   	206.24	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1MBVNT|2DMG|3CGEN|4AART|57VULN|6RCR|8ASPD|9ZMB|aDUR
240	22125 35312	   	206.21	DCR|3VULN|2ASPD|1DMG|1ZMB	178VULN|2TLV|35ASPD|4DMG|6RCR|9AME|aZMB
241	61111 62445	   	206.19	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3ASPD|4AART|5ZMB|6CDMG|78VULN|9LHND|aRCR
242	22532 33242	   	206.17	DCR|3VULN|2DMG|1AART	14aVULN|24TLV|3RCVC|4BPWR|5AART|6RCR|7DUST|89DMG
243	22552 33242	   	206.17	DCR|3VULN|2DMG|1AART	14aVULN|2TLV|3RCVC|5AART|6RCR|7DUST|89DMG
244	51125 32613	   	206.16	DCR|2VULN|2DMG|2ASPD|1ZMB	1LEGI|2aDMG|35ASPD|4aCGEN|6RCR|7MLV|8ZMB|9aVULN|aBPWR
245	53125 32613	   	206.16	DCR|2VULN|2DMG|2ASPD|1ZMB	1LEGI|2aCGEN|35ASPD|4aDMG|6RCR|7MLV|8ZMB|9aVULN|aBPWR
246	22121 24561	   	206.15	DCR|2VULN|2ASPD|2CDMG|1DMG|1AAC|1ZMB	18VULN|2TLV|38ASPD|4DMG|5AME|68CDMG|7AAC|8BPWR|9RCR|aZMB
247	61111 62425	   	206.09	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1MBVNT|2DMG|3ASPD|4AART|5ZMB|6CDMG|78VULN|9DUST|aRCR
248	22126 31163	   	206.06	DCR|2VULN|2DMG|2ASPD|1ZMB	1aVULN|2TLV|3aASPD|45DMG|6RCR|7LEGI|8ZMB|9aMLV|aBPWR
249	21112 44122	   	206.04	DCR|3DMG|2VULN|3DUR|1ZMB	1aVULN|249DUR|378DMG|5ZMB|6RCR
250	61111 84446	   	206.01	DCR|2VULN|2AART|1ASPD|1DMG|1ZMB	1MBVNT|2DMG|3ASPD|49AART|5ZMB|67VULN|8RPLT|aRCR
251	23223 56322	   	205.99	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1SELL	148VULN|2SELL|3CDMG|5AAC|6ASPD|7RCR|9DMG|aZMB
252	22122 24213	   	205.99	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	19VULN|2TLV|3ASPD|48DMG|5ZMB|6CDMG|7RCR|aCGEN
253	22125 36312	   	205.96	DCR|2VULN|2DMG|2ASPD|1ZMB	18VULN|2TLV|35ASPD|47DMG|6RCR|9AME|aZMB
254	51135 32613	   	205.96	DCR|2VULN|2DMG|2ASPD|1ZMB	1LEGI|2aDMG|35ASPD|4aERES|6RCR|7MLV|8ZMB|9aVULN|aBPWR
255	22122 24212	   	205.89	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	19VULN|2TLV|3ASPD|48DMG|5ZMB|6CDMG|7RCR|aDUST
256	22122 24215	   	205.89	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB|1MSE	19VULN|2TLV|3ASPD|48DMG|5ZMB|6CDMG|7RCR|aMSE
257	22126 31153	   	205.86	DCR|2VULN|2DMG|2ASPD|1ZMB	1aVULN|2TLV|3aASPD|45DMG|6RCR|7LEGI|8ZMB|9aERES|aBPWR
258	21115 44121	   	205.72	DCR|3DMG|1VULN|1ASPD|3DUR|1ZMB	1VULN|249DUR|378DMG|5ASPD|6RCR|aZMB
259	61214 34846	 * 	205.69	DCR|1MDPS|2DMG|1AART|1VULN|1ASPD|1CDMG	1MBVNT|27DMG|3CGEN|4AART|5VULN|6RCR|8ASPD|9CDMG|aMDPS
260	61115 53222	   	205.49	DCR|2DMG|2ASPD|1VULN|1AART|1ZMB	1MBVNT|25DMG|35ASPD|4AART|5BPWR|6RCVC|7ZMB|8CGEN|9RCR|aVULN
261	61115 54422	   	205.49	DCR|2DMG|2ASPD|1VULN|1AART|1ZMB	1MBVNT|25DMG|35ASPD|4AART|5BPWR|6RCVC|7CGEN|8ZMB|9RCR|aVULN
262	61214 32621	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3CGEN|4AART|578VULN|6RCR|9ASPD|aMLV
263	61214 32622	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3CGEN|4AART|578VULN|6RCR|9ASPD|aLWND
264	61214 32623	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3CGEN|4AART|578VULN|6RCR|9ASPD|aBEXP
265	61214 32624	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3CGEN|4AART|578VULN|6RCR|9ASPD|aRPLT
266	61214 32627	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3aCGEN|4AART|578VULN|6RCR|9ASPD
267	61214 32822	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3CGEN|4AART|57aVULN|6RCR|8ASPD|9LWND
268	61514 32621	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3aMLV|4AART|578VULN|6RCR|9ASPD
269	61514 32644	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3MLV|4AART|578VULN|6RCR|9CGEN|aASPD
270	61514 32822	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3MLV|4AART|57aVULN|6RCR|8ASPD|9LWND
271	63112 32732	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2CGEN|3ASPD|4AART|5LWND|6RCR|79aVULN|8DMG
272	63714 32621	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2CGEN|3DMG|4AART|578VULN|6RCR|9ASPD|aMLV
273	63714 32622	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2CGEN|3DMG|4AART|578VULN|6RCR|9ASPD|aLWND
274	63714 32623	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2CGEN|3DMG|4AART|578VULN|6RCR|9ASPD|aBEXP
275	63714 32624	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2CGEN|3DMG|4AART|578VULN|6RCR|9ASPD|aRPLT
276	63714 32822	   	205.43	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2CGEN|3DMG|4AART|57aVULN|6RCR|8ASPD|9LWND
277	61115 53422	   	205.39	DCR|2DMG|2ASPD|1VULN|1AART|1ZMB	1MBVNT|25DMG|35ASPD|4AART|5BPWR|6RCVC|7ZMB|8TLV|9RCR|aVULN
278	22121 44122	   	205.37	DCR|3DMG|2VULN|1ASPD|1DUR	1aVULN|2TLV|3ASPD|478DMG|5AME|6RCR|9DUR
279	22126 34122	   	205.37	DCR|3DMG|2VULN|1ASPD|1DUR	1aVULN|2TLV|3ASPD|458DMG|6RCR|7CGEN|9DUR
280	22126 36242	   	205.37	DCR|3DMG|2VULN|1ASPD|1DUR	1aVULN|2TLV|3ASPD|457DMG|6RCR|8LWND|9DUR
281	22126 36322	   	205.37	DCR|3DMG|2VULN|1ASPD|1DUR	1aVULN|2TLV|3ASPD|457DMG|6RCR|8CGEN|9DUR
282	22126 36422	   	205.37	DCR|3DMG|2VULN|1ASPD|1DUR	1aVULN|2TLV|3ASPD|457DMG|6RCR|8MLV|9DUR
283	22225 44122	   	205.37	DCR|3DMG|2VULN|1ASPD|1DUR	1aVULN|2TLV|3CGEN|478DMG|5ASPD|6RCR|9DUR
284	61746 12434	   	205.36	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1DUR	1MBVNT|23DMG|4DUR|5ASPD|6VULN|7MLV|8RCR|9CDMG|aAART
285	61514 32614	   	205.33	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3MLV|4AART|578VULN|6RCR|9ERES|aASPD
286	61514 32622	   	205.33	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3MLV|4AART|578VULN|6RCR|9ASPD|aCANARM
287	61514 32623	   	205.33	DCR|3VULN|1AART|1ASPD|1DMG|1MSE	1MBVNT|2DMG|3MLV|4AART|578VULN|6RCR|9ASPD|aMSE
288	61614 32822	   	205.33	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2DMG|3ERES|4AART|57aVULN|6RCR|8ASPD|9LWND
289	65214 32822	   	205.33	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2AART|3ERES|4DMG|57aVULN|6RCR|8ASPD|9LWND
290	68212 32732	   	205.33	DCR|3VULN|1AART|1ASPD|1DMG	1MBVNT|2ASPD|3TLV|4AART|5LWND|6RCR|79aVULN|8DMG
291	21112 44523	   	205.29	DCR|2VULN|2DMG|1ASPD|2DUR|1ZMB	18VULN|24DUR|37DMG|5ZMB|6RCR|9LEGI|aASPD
292	22126 35422	   	205.27	DCR|3DMG|2VULN|1ASPD|1DUR	17VULN|28TLV|3ASPD|459DMG|6RCR|aDUR
293	51126 31622	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1LEGI|25DMG|3ASPD|4CGEN|6RCR|7LHND|8aVULN|9AART
294	53126 31622	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1LEGI|2CGEN|3ASPD|45DMG|6RCR|7LHND|8aVULN|9AART
295	61214 32817	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2aDMG|3aCGEN|4AART|57VULN|6RCR|8ASPD|9aTLV|aBPWR
296	61214 34621	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3CGEN|4AART|58VULN|6RCR|9ASPD|aMLV
297	61214 34622	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3CGEN|4AART|58VULN|6RCR|9ASPD|aLWND
298	61214 34623	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3CGEN|4AART|58VULN|6RCR|9ASPD|aBEXP
299	61214 34624	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3CGEN|4AART|58VULN|6RCR|9ASPD|aRPLT
300	61214 34627	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3aCGEN|4AART|58VULN|6RCR|9ASPD
301	61214 34822	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3CGEN|4AART|5aVULN|6RCR|8ASPD|9LWND
302	61514 34621	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3aMLV|4AART|58VULN|6RCR|9ASPD
303	61514 34644	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3MLV|4AART|58VULN|6RCR|9CGEN|aASPD
304	61514 34822	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3MLV|4AART|5aVULN|6RCR|8ASPD|9LWND
305	63714 34621	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2CGEN|37DMG|4AART|58VULN|6RCR|9ASPD|aMLV
306	63714 34622	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2CGEN|37DMG|4AART|58VULN|6RCR|9ASPD|aLWND
307	63714 34623	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2CGEN|37DMG|4AART|58VULN|6RCR|9ASPD|aBEXP
308	63714 34624	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2CGEN|37DMG|4AART|58VULN|6RCR|9ASPD|aRPLT
309	63714 34822	   	205.19	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2CGEN|37DMG|4AART|5aVULN|6RCR|8ASPD|9LWND
310	22125 35522	   	205.12	DCR|2VULN|2DMG|2ASPD|1DUR	17VULN|2TLV|35ASPD|49DMG|6RCR|8RCVC|aDUR
311	61514 34614	   	205.09	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3MLV|4AART|58VULN|6RCR|9ERES|aASPD
312	61514 34622	   	205.09	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3MLV|4AART|58VULN|6RCR|9ASPD|aCANARM
313	61514 34623	   	205.09	DCR|2VULN|2DMG|1AART|1ASPD|1MSE	1MBVNT|27DMG|3MLV|4AART|58VULN|6RCR|9ASPD|aMSE
314	61614 34822	   	205.09	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|27DMG|3ERES|4AART|5aVULN|6RCR|8ASPD|9LWND
315	65214 34822	   	205.09	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|3ERES|47DMG|5aVULN|6RCR|8ASPD|9LWND
316	23223 56321	 * 	205.02	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG|1AAC|1SELL	148VULN|2SELL|3CDMG|5AAC|6ASPD|7RCR|9DMG|aMDPS
317	22122 53524	   	204.93	DCR|2VULN|2ASPD|1DMG|1CDMG|1ZMB|1DUR	18VULN|2TLV|36ASPD|4DMG|5ZMB|7DUR|9CDMG|aRCR
318	21151 44333	   	204.88	DCR|3DMG|2AART|1VULN|1DUR	1VULN|2DUR|347DMG|5AME|6RCR|8LHND|9aAART
319	22532 35241	   	204.83	DCR|3VULN|1AART|1ASPD|1CDMG	148VULN|24TLV|3RCVC|4BPWR|5AART|6RCR|7DLOT|9CDMG|aASPD
320	22532 35622	   	204.83	DCR|3VULN|1AART|1DMG|1CDMG	149VULN|24TLV|3RCVC|4BPWR|5AART|6RCR|7DLOT|8DMG|aCDMG
