0	Index      	 *	Score 	Summary	Detail	
1	16263 33341	 * 	198.91	DCR|2AART|2VULN|1DMG|2CDMG|2DUR|1ASPD	1aAART|28CDMG|38VULN|4DMG|5ERES|68DUR|7RCR|8BPWR|9ASPD
157	16263 13131	   	179.54	DCR|2AART|2DMG|1VULN|2CDMG	1aAART|29CDMG|3VULN|49DMG|5ERES|6CGEN|7RCR|89DUST|9BPWR
158	52255 11112	   	179.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|24DMG|3RCR|5ZMB|6AART|7DUST|8ERES|9VULN|aCDMG
159	52255 11332	   	179.44	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|24DMG|3RCR|5ZMB|6AART|7DUST|8VULN|9TLV|aCDMG
160	32365 21732	   	179.39	ACR|3DMG|2VULN|1AART	19ERES|2LIT|3RPLT|4RCR|5AART|6MBVNT|79VULN|89aDMG|9BPWR
161	16261 53121	   	179.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|36aVULN|4DMG|5RMIN|7RCR|8RCVC|9TLV
162	33421 66122	   	179.17	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|2AART|34VULN|5RCVC|6aDMG|7CDMG|8RCR|9MLV
163	16261 13361	   	179.13	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|38aVULN|4DMG|5RMIN|6CGEN|7RCR|9RCVC
164	43326 16231	 * 	179.13	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG|1FLTHEA|1DUR	13ZMB|2AART|3BPWR|4CDMG|5VULN|6FEWX|7RCR|8DUR|9FLTHEA|aDMG
165	41143 13331	   	179.07	DCR|2AART|2VULN|2CDMG|2ZMB|1DUR	19ZMB|2TLV|39CDMG|4DUR|5aAART|6CGEN|7RCR|89VULN|9BPWR
166	16263 13361	   	179.03	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|38aVULN|4DMG|5ERES|6CGEN|7RCR|9RCVC
167	16132 13331	   	178.94	DCR|2AART|2VULN|2CDMG|2DUR|1ASPD	1aAART|29CDMG|3MLV|49DUR|5ASPD|6CGEN|7RCR|89VULN|9BPWR
168	16432 13331	   	178.84	DCR|2AART|2VULN|2CDMG|2DUR|1ASPD	1aAART|29CDMG|3ERES|49DUR|5ASPD|6CGEN|7RCR|89VULN|9BPWR
169	16261 53312	   	178.83	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|369VULN|4DMG|5RMIN|7RCR|8RPLT|aRCVC
170	43242 33331	 * 	178.83	DCR|2AART|2VULN|1DMG|1FLTHEA|1ZMB	1ZMB|2aAART|3FLTHEA|4ERES|57VULN|6MLV|8DMG|9RCR
171	43242 33362	 * 	178.63	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1ZMB	1ZMB|2AART|3FLTHEA|4ERES|57VULN|6MLV|8DMG|9CDMG|aRCR
172	16562 31331	 * 	178.57	ACR|3DMG|2AART|1CDMG|1DUR	16AART|2CDMG|3RCR|479DMG|5LIT|8ERES|aDUR
173	52261 13322	 * 	178.47	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	16DUR|2DMG|3RCR|4LIT|57VULN|8ASPD|9CDMG|aAART
174	52233 62331	   	178.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2aDMG|3RCR|4VULN|5CGEN|6SNIHEL|7CDMG|8AART|9ZMB
175	52353 63323	   	178.14	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|24DMG|37VULN|5LIT|6RCR|8ASPD|9CDMG|aZMB
176	43235 51312	 * 	178.11	DCR|3ZMB|1AART|2FLTHEA|1CDMG|2ASPD|1DUR	178ZMB|2AART|37FLTHEA|4RCVC|57ASPD|6RCR|7BPWR|9DUR|aCDMG
177	16562 31332	 * 	178.05	ACR|3DMG|2AART|2CDMG	16AART|2aCDMG|3RCR|479DMG|5aLIT|8aERES|aBPWR
178	16562 31323	   	177.95	ACR|3DMG|2AART|2CDMG	16AART|2aCDMG|3RCR|47aDMG|5LIT|8ERES|9aTLV|aBPWR
179	13316 12338	 * 	177.94	DCR|3VULN|1AART|2ZMB|2DUR|1ASPD	1AART|23aVULN|4MBVNT|5aDUR|6LIT|7RCR|8ASPD|9aZMB|aBPWR
180	13516 12338	   	177.94	DCR|3VULN|1AART|2ZMB|2DUR|1ASPD	1AART|23aVULN|3aBPWR|4MBVNT|5aDUR|6LIT|7RCR|8ASPD|9aZMB
181	43326 53121	 * 	177.94	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	13ZMB|2AART|3BPWR|4CDMG|5aVULN|6DMG|7RCR|8RCVC|9TLV
182	43326 53122	 * 	177.94	DCR|2DMG|1AART|1VULN|2ZMB|1CDMG	13ZMB|2AART|3BPWR|4CDMG|5VULN|6aDMG|7RCR|8RCVC|9TLV
183	13318 44544	 * 	177.63	DCR|3VULN|2AART|1DMG	1aAART|239VULN|4MBVNT|5CGEN|6RCR|7LHND|8DMG
184	13318 48544	   	177.63	DCR|3VULN|2AART|1DMG	1aAART|239VULN|4MBVNT|5CGEN|6RCR|7BEXP|8DMG
185	13323 66362	   	177.63	DCR|3VULN|2AART|1DMG	19AART|238VULN|4CGEN|5BEXP|6RCR|7NUKE|aDMG
186	13518 44544	   	177.63	DCR|3VULN|2AART|1DMG	1aAART|239VULN|3BPWR|4MBVNT|5CGEN|6RCR|7LHND|8DMG
187	13623 41161	 * 	177.56	DCR|3VULN|1AART|2ZMB|1CDMG|2DUR	1AART|268VULN|38DUR|4LWND|5LIT|78ZMB|8BPWR|9CDMG|aRCR
188	13651 11161	   	177.56	DCR|3VULN|1AART|2ZMB|1CDMG|2DUR	1AART|248VULN|38DUR|5FEWX|6LIT|78ZMB|8BPWR|9CDMG|aRCR
189	16261 13323	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|38aVULN|4DMG|5RMIN|6CGEN|7RCR|9BELT
190	16261 53311	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|369VULN|4DMG|5RMIN|7RCR|8RPLT|aLHND
191	16261 53313	   	177.53	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|369VULN|4DMG|5RMIN|7RCR|8aRPLT
192	13318 41372	   	177.53	DCR|3VULN|2AART|1DMG	19AART|238VULN|4MBVNT|5CGEN|6RCR|7TLV|aDMG
193	13318 46544	   	177.53	DCR|3VULN|2AART|1DMG	1aAART|239VULN|4MBVNT|5CGEN|6RCR|7LEGI|8DMG
194	13318 47372	   	177.53	DCR|3VULN|2AART|1DMG	19AART|238VULN|4MBVNT|5CGEN|6RCR|7NUKE|aDMG
195	13518 41372	   	177.53	DCR|3VULN|2AART|1DMG	19AART|238VULN|3BPWR|4MBVNT|5CGEN|6RCR|7TLV|aDMG
196	43326 53312	   	177.44	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	13ZMB|2AART|3BPWR|4CDMG|59VULN|6DMG|7RCR|8RPLT|aRCVC
197	16253 53123	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|35aVULN|4ERES|6DMG|7RCR|8BELT|9MLV
198	16253 53223	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|35aVULN|4ERES|6DMG|7RCR|8CGEN|9BELT
199	16253 53323	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|35aVULN|4ERES|6DMG|7RCR|8RMIN|9BELT
200	16263 53123	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|36aVULN|4DMG|5ERES|7RCR|8BELT|9MLV
201	16263 53223	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|36aVULN|4DMG|5ERES|7RCR|8CGEN|9BELT
202	16263 53323	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|36aVULN|4DMG|5ERES|7RCR|8RMIN|9BELT
203	16261 53223	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|36aVULN|4DMG|5RMIN|7RCR|8ERES|9BELT
204	16263 13323	   	177.43	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2CDMG|38aVULN|4DMG|5ERES|6CGEN|7RCR|9BELT
205	16253 24121	   	177.42	DCR|3VULN|2AART|1CDMG|1ZMB	16AART|2CDMG|35aVULN|4ERES|7ZMB|8RCR|9MLV
206	52261 13231	 * 	177.35	ACR|3VULN|1AART|1DMG|3DUR	168DUR|2DMG|3RCR|4LIT|579VULN|aAART
207	16262 53113	   	177.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|36VULN|4DMG|5aASPD|7RCR|8RCVC|9FEWX
208	16262 13231	   	177.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|3aVULN|4DMG|59ASPD|6CGEN|7RCR|8RCVC
209	16262 13232	   	177.33	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|2CDMG|3VULN|4aDMG|59ASPD|6CGEN|7RCR|8RCVC
210	33421 66121	   	177.23	DCR|3VULN|1AART|1DMG|1CDMG	1ERES|2AART|34aVULN|5RCVC|6DMG|7CDMG|8RCR|9MLV
211	13318 44563	   	177.18	DCR|3VULN|1AART|1DMG|1ZMB	1AART|23aVULN|4MBVNT|5CGEN|6RCR|7LHND|8DMG|9ZMB
212	16262 33422	   	177.06	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|38VULN|4DMG|5ASPD|6DUR|7RCR|9BEXP|aRCVC
213	16262 33412	   	176.96	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|38VULN|4DMG|5ASPD|6DUR|7RCR|9DUST|aRCVC
214	43412 21161	   	176.96	DCR|3VULN|1AART|2ZMB|1CDMG|2DUR	18ZMB|2AART|378VULN|4FEWX|5LIT|68DUR|8BPWR|9CDMG|aRCR
215	33422 61352	   	176.93	DCR|3VULN|2AART|1DMG	1ERES|28AART|349VULN|5LWND|6RCR|7TLV|aDMG
216	16235 43322	   	176.63	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68CGEN|7RCR|8BPWR|9BEXP|aRCVC
217	43422 61313	   	176.58	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2AART|348VULN|5LWND|6RCR|7TLV|9DMG|aFEWX
218	43423 61311	   	176.58	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2AART|348VULN|5BEXP|6RCR|7TLV|9DMG|aLHND
219	43423 61312	   	176.58	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2AART|348VULN|5BEXP|6RCR|7TLV|9DMG|aBELT
220	16235 43312	   	176.53	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68CGEN|7RCR|8BPWR|9DUST|aRCVC
221	16562 33323	 * 	176.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	16AART|2CDMG|3RCR|4DMG|5LIT|7RPLT|8ASPD|9ZMB|aVULN
222	43422 61311	   	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2AART|348VULN|5LWND|6RCR|7TLV|9DMG|aLEGI
223	43422 61312	   	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2AART|348VULN|5LWND|6RCR|7TLV|9DMG|aDLOT
224	43423 61313	   	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2AART|348VULN|5BEXP|6RCR|7aTLV|9DMG
225	23326 56122	   	176.46	DCR|2VULN|2DMG|1AART|1CDMG	13CGEN|2AART|3BPWR|4CDMG|57VULN|6aDMG|8RCR|9MLV
226	16235 13322	   	176.43	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9BEXP|aRCVC
227	16235 23322	   	176.43	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9BEXP|aRCVC
228	16235 13312	   	176.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9DUST|aRCVC
229	16235 23312	   	176.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9DUST|aRCVC
230	33126 56122	   	176.26	DCR|2VULN|2DMG|1AART|1CDMG	13ERES|2AART|4CDMG|57VULN|6aDMG|8RCR|9MLV
231	31133 45362	   	176.23	DCR|4VULN|1DMG|1CDMG|1ZMB	178ERES|278TLV|3CDMG|4ZMB|578aVULN|6RCR|78BPWR|9DMG
232	52333 63323	   	176.21	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|347VULN|5LIT|6RCR|8ASPD|9CDMG|aZMB
233	52361 63323	   	176.21	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2DMG|357VULN|4LIT|6RCR|8ASPD|9CDMG|aZMB
234	13312 55312	   	176.20	DCR|4VULN|2AART|1ASPD	18AART|2369VULN|4MBVNT|5BELT|7RCR|aASPD
235	13512 55312	   	176.20	DCR|4VULN|2AART|1ASPD	18AART|2369VULN|3BPWR|4MBVNT|5BELT|7RCR|aASPD
236	16562 31222	 * 	176.14	ACR|2AART|2DMG|1VULN|1CDMG	16AART|2CDMG|3RCR|47DMG|5LIT|8RPLT|9LHND|aVULN
237	43326 53311	   	176.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	13ZMB|2AART|3BPWR|4CDMG|59VULN|6DMG|7RCR|8RPLT|aLHND
238	43326 53313	   	176.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	13ZMB|2AART|3BPWR|4CDMG|59VULN|6DMG|7RCR|8aRPLT
239	16262 33253	 * 	176.12	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	19AART|2CDMG|3VULN|4DMG|5aASPD|6DUR|7RCR|8DUST
240	52663 13332	   	176.10	DCR|2VULN|2DMG|1AART|2DUR|1SELL	19DUR|29DMG|3SELL|4AART|5ERES|6CGEN|7RCR|89VULN|9BPWR|aRMIN
241	43326 53223	   	176.03	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	13ZMB|2AART|3BPWR|4CDMG|5aVULN|6DMG|7RCR|8ERES|9BELT
242	13312 21663	   	176.01	DCR|4VULN|1AART|1CDMG|1ASPD	1AART|239aVULN|4MBVNT|5BELT|6ASPD|7CDMG|8RCR
243	13512 21663	   	176.01	DCR|4VULN|1AART|1CDMG|1ASPD	1AART|239aVULN|3BPWR|4MBVNT|5BELT|6ASPD|7CDMG|8RCR
244	52663 13333	   	176.00	DCR|2VULN|2DMG|1AART|2DUR|1SELL	19DUR|29DMG|3SELL|4AART|5ERES|6CGEN|7RCR|89VULN|9BPWR|aDUST
245	16562 31123	   	175.94	ACR|2AART|2DMG|1VULN|1CDMG	16AART|2CDMG|3RCR|47DMG|5LIT|8DUST|9VENICY|aVULN
246	13315 31783	   	175.86	DCR|4VULN|1AART|1DMG	1AART|2389VULN|4MBVNT|56RCVC|7DMG|aRCR
247	43326 14221	 * 	175.85	DCR|2VULN|3ZMB|1AART|2CDMG|1DUR	138ZMB|2AART|38BPWR|47CDMG|58VULN|68FEWX|9DUR|aRCR
248	16262 33153	   	175.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|3aVULN|4DMG|5ASPD|6DUR|7RCR|8RPLT|9LSRICY
249	16235 33423	   	175.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|38VULN|4DUR|5DMG|6RMIN|7RCR|9BEXP|aASPD
250	16261 33423	   	175.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|38VULN|4DMG|5RMIN|6DUR|7RCR|9BEXP|aASPD
251	16262 13322	   	175.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|38VULN|4DMG|5ASPD|6CGEN|7RCR|9BELT|aDUR
252	16262 53321	   	175.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|36VULN|4DMG|5ASPD|7RCR|8RPLT|9DUR|aLWND
253	16262 53323	   	175.75	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|36VULN|4DMG|5ASPD|7RCR|8RPLT|9DUR|aBEXP
254	13312 55341	   	175.75	DCR|3VULN|2AART|1CDMG|1DUR	18AART|236VULN|4MBVNT|5BELT|7RCR|9CDMG|aDUR
255	13512 55341	   	175.75	DCR|3VULN|2AART|1CDMG|1DUR	18AART|236VULN|3BPWR|4MBVNT|5BELT|7RCR|9CDMG|aDUR
256	16562 23223	   	175.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2CDMG|3RCR|46DMG|5LIT|7RPLT|8CGEN|9ZMB|aVULN
257	16553 23132	 * 	175.67	ACR|2AART|1VULN|2CDMG|1DMG|1ZMB	16AART|25CDMG|3RCR|4ERES|7TLV|8ZMB|9VULN|aDMG
258	16262 33312	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|3aVULN|4DMG|5ASPD|6DUR|7RCR|8LSRHEA|9FEWX
259	16262 33326	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|3aVULN|4DMG|5ASPD|6DUR|7RCR|8LSRHEA|9LHND
260	16235 13423	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|38VULN|4DUR|5DMG|6ERES|7RCR|9BEXP|aASPD
261	16235 23423	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|38VULN|4DUR|5DMG|6TLV|7RCR|9BEXP|aASPD
262	16235 33413	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|38VULN|4DUR|5DMG|6RMIN|7RCR|9DUST|aASPD
263	16261 33413	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|38VULN|4DMG|5RMIN|6DUR|7RCR|9DUST|aASPD
264	16262 13314	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|38VULN|4DMG|5ASPD|6CGEN|7RCR|9LEGI|aDUR
265	16262 53222	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|36VULN|4DMG|5ASPD|7RCR|8ERES|9BELT|aDUR
266	16262 53322	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1AART|2CDMG|36VULN|4DMG|5ASPD|7RCR|8RPLT|9DUR|aMBVNT
267	16263 33423	   	175.65	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|38VULN|4DMG|5ERES|6DUR|7RCR|9BEXP|aASPD
268	13223 61531	   	175.62	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|24VULN|3MLV|5BEXP|6RCR|7TLV|8CDMG|9DMG
269	13323 61531	   	175.62	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|23VULN|4CGEN|5BEXP|6RCR|7TLV|8CDMG|9DMG
270	13333 61531	   	175.62	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|23VULN|4MLV|5BEXP|6RCR|7TLV|8CDMG|9DMG
271	13523 61531	   	175.62	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|23VULN|3BPWR|4CGEN|5BEXP|6RCR|7TLV|8CDMG|9DMG
272	13533 61531	   	175.62	DCR|2AART|2VULN|1DMG|1CDMG	1aAART|23VULN|3BPWR|4MLV|5BEXP|6RCR|7TLV|8CDMG|9DMG
273	16233 36362	   	175.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CDMG|38VULN|46DUR|5ERES|7RCR|9RCVC|aDMG
274	16235 13413	   	175.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|38VULN|4DUR|5DMG|6ERES|7RCR|9DUST|aASPD
275	16235 23413	   	175.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|38VULN|4DUR|5DMG|6TLV|7RCR|9DUST|aASPD
276	16263 33413	   	175.55	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2CDMG|38VULN|4DMG|5ERES|6DUR|7RCR|9DUST|aASPD
277	16242 13332	   	175.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|38VULN|4RMIN|59ASPD|6CGEN|7RCR|aDMG
278	16262 13333	   	175.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|38VULN|4DMG|59ASPD|6CGEN|7RCR|aMLV
279	16261 13333	   	175.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|38VULN|4DMG|5RMIN|6CGEN|7RCR|9aASPD
280	16163 13334	   	175.41	DCR|2VULN|1AART|2CDMG|2ZMB|2DUR	1AART|29CDMG|3MLV|49ZMB|5aDUR|6CGEN|7RCR|89VULN|9BPWR
281	13315 33851	   	175.41	DCR|3VULN|1AART|1DMG|1CDMG	1AART|238VULN|4MBVNT|56RCVC|7CDMG|9DMG|aRCR
282	13656 32332	   	175.36	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1AART|245VULN|3DUR|6RCVC|7TLV|8ASPD|9RCR|aDMG
283	16215 43321	   	175.33	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4LHND|5DMG|68CGEN|7RCR|8BPWR|9BEXP|aDUR
284	16215 43322	   	175.33	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|28CDMG|38VULN|4LHND|5DMG|68CGEN|7RCR|8BPWR|9BEXP|aASPD
285	16242 53232	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|36VULN|4RMIN|59ASPD|7RCR|8ERES|aDMG
286	16252 13332	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|38VULN|4ERES|59ASPD|6CGEN|7RCR|aDMG
287	16252 53232	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|36VULN|4ERES|59ASPD|7RCR|8CGEN|aDMG
288	16252 53332	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|36VULN|4ERES|59ASPD|7RCR|8RMIN|aDMG
289	16253 53233	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|35VULN|4ERES|6DMG|7RCR|8CGEN|9aASPD
290	16253 53333	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|35VULN|4ERES|6DMG|7RCR|8RMIN|9aASPD
291	16262 13335	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|38VULN|4DMG|59ASPD|6CGEN|7RCR|aDUST
292	16262 13336	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|38VULN|4DMG|59ASPD|6CGEN|7RCR|aDLOT
293	16262 53233	   	175.33	DCR|2VULN|1AART|1DMG|1CDMG|2ASPD	1AART|2CDMG|36VULN|4DMG|59ASPD|7RCR|8ERES|aMLV
294	16263 53233	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|36VULN|4DMG|5ERES|7RCR|8CGEN|9aASPD
295	16263 53333	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|36VULN|4DMG|5ERES|7RCR|8RMIN|9aASPD
296	12522 53251	   	175.33	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1AART|2FEWX|35ASPD|4CDMG|69DMG|7RCR|8ERES|aVULN
297	16261 53233	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|36VULN|4DMG|5RMIN|7RCR|8ERES|9aASPD
298	16263 13333	   	175.33	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1AART|2CDMG|38VULN|4DMG|5ERES|6CGEN|7RCR|9aASPD
299	13316 12727	   	175.31	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|239VULN|4MBVNT|5DUR|6LIT|7RCR|8CDMG|aZMB
300	16263 33632	   	175.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|29CDMG|3VULN|49DMG|5ERES|6DUR|7RCR|89CGEN|9BPWR|aRMIN
301	16215 43311	   	175.23	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4LHND|5DMG|68CGEN|7RCR|8BPWR|9DUST|aDUR
302	16215 43312	   	175.23	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1AART|28CDMG|38VULN|4LHND|5DMG|68CGEN|7RCR|8BPWR|9DUST|aASPD
303	13312 55337	   	175.23	DCR|3VULN|2AART|1DMG	18AART|236VULN|4MBVNT|5BELT|7RCR|9FEWX|aDMG
304	13318 44562	   	175.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|23VULN|4MBVNT|5CGEN|6RCR|7LHND|8DMG|9ZMB|aCDMG
305	41113 45311	 * 	175.16	DCR|4VULN|3ZMB|1CDMG	178ZMB|278TLV|3CDMG|4CGEN|5789VULN|6RCR|78BPWR|aRCVC
306	16235 13151	   	175.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|29CDMG|39VULN|4DUR|5DMG|69ERES|7RCR|8RPLT|9BPWR|aLWND
307	16235 13153	   	175.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|29CDMG|39VULN|4DUR|5DMG|69ERES|7RCR|8RPLT|9BPWR|aBEXP
308	16235 13324	   	175.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9BEXP|aFEWX
309	16235 13326	   	175.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68ERES|7RCR|8BPWR|9BEXP|aLWND
310	16235 23151	   	175.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|29CDMG|39VULN|4DUR|5DMG|69TLV|7RCR|8RPLT|9BPWR|aLWND
311	16235 23153	   	175.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|29CDMG|39VULN|4DUR|5DMG|69TLV|7RCR|8RPLT|9BPWR|aBEXP
312	16235 23324	   	175.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9BEXP|aFEWX
313	16235 23326	   	175.13	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1AART|28CDMG|38VULN|4DUR|5DMG|68TLV|7RCR|8BPWR|9BEXP|aLWND
314	16263 33633	   	175.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1AART|29CDMG|3VULN|49DMG|5ERES|6DUR|7RCR|89CGEN|9BPWR|aDUST
315	16132 53343	   	175.13	DCR|2VULN|1AART|3ASPD|2CDMG|1DUR	1AART|28CDMG|38MLV|4DUR|59aASPD|68VULN|7RCR|8BPWR
