0	Index      	 *	Score 	Summary	Detail	
1	15153 23521	 * 	198.74	ACR|3VULN|3DMG|2ASPD|1CDMG	18aDMG|2CDMG|3RCR|4RPLT|58ASPD|678VULN|8BPWR|9BELT
159	15132 21543	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3RCR|4FEWX|5BASICY|6AART|7ZMB|8aVULN|9LWND
160	15135 21523	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3RCR|4FEWX|5CANSTR|6AART|7ZMB|8aVULN|9BEXP
161	15152 42112	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3RCR|4RPLT|5LHND|6AART|7aVULN|8DUST|9ZMB
162	15112 21523	   	172.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3RCR|4DUST|5BASICY|6AART|7ZMB|8aVULN|9BEXP
163	15112 21543	   	172.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3RCR|4DUST|5BASICY|6AART|7ZMB|8aVULN|9LWND
164	15115 21523	   	172.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3RCR|4DUST|5CANSTR|6AART|7ZMB|8aVULN|9BEXP
165	24421 42221	   	172.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|279VULN|3DMG|4ASPD|5DUR|6AART|8RCR|aBEXP
166	24421 42223	   	172.36	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|279VULN|3DMG|4ASPD|5DUR|6AART|8RCR|aLWND
167	24521 42221	   	172.36	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|279VULN|3ASPD|4DMG|5DUR|6AART|8RCR|aBEXP
168	24521 42223	   	172.36	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|279VULN|3ASPD|4DMG|5DUR|6AART|8RCR|aLWND
169	11511 45222	 * 	172.32	DCR|3AART|2VULN|1DMG|1ASPD|1DUR	1DMG|2DUST|3ASPD|49VULN|5DUR|67aAART|8RCR
170	11511 42221	   	172.26	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2DUST|3ASPD|479VULN|5DUR|6AART|8RCR|aFEWX
171	11511 42223	   	172.26	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DMG|2DUST|3ASPD|479VULN|5DUR|6AART|8RCR|aLWND
172	11511 42224	   	172.26	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2DUST|3ASPD|479VULN|5DUR|6AART|8RCR|aCGEN
173	11511 42225	   	172.26	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2DUST|3ASPD|479VULN|5DUR|6AART|8RCR|aBEXP
174	11511 42226	   	172.26	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2DUST|3ASPD|479VULN|5DUR|6AART|8RCR|aDMSP
175	15121 31225	   	172.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDMG|2CDMG|3RCR|4aMLV|5ERES|6VULN|7aDUR|8RMIN|9AART|aBPWR
176	15122 41225	   	172.23	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDMG|2CDMG|3RCR|4aMLV|5TLV|6VULN|7aDUR|8RMIN|9AART|aBPWR
177	15166 31311	   	172.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	15DMG|2CDMG|3RCR|47DUR|6VULN|8DUST|9AART|aRMIN
178	15166 31313	   	172.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	15DMG|2CDMG|3RCR|47DUR|6VULN|8DUST|9AART|aCGEN
179	15126 12252	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2CDMG|3RCR|4MLV|5RCVC|68VULN|7AART|9SNIHEL|aZMB
180	15166 31312	   	171.93	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	15DMG|2CDMG|3RCR|47DUR|6VULN|8DUST|9AART|aTLV
181	15121 33133	 * 	171.71	ACR|3DMG|1VULN|2CDMG|2ASPD	18aDMG|29CDMG|3RCR|4aMLV|5ERES|6VULN|7aASPD|aBPWR
182	15122 43133	   	171.71	ACR|3DMG|1VULN|2CDMG|2ASPD	18aDMG|29CDMG|3RCR|4aMLV|5TLV|6VULN|7aASPD|aBPWR
183	15235 23241	   	171.64	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4FEWX|5FLTHEA|6AART|9LHND|aRCR
184	12544 23332	 * 	171.55	DCR|3VULN|2DMG|2ASPD|2DUR	18DMG|29DUR|38ASPD|4CGEN|5DUST|678VULN|8BPWR|aRCR
185	12552 23332	   	171.55	DCR|3VULN|2DMG|2ASPD|2DUR	18DMG|29DUR|38ASPD|4BEXP|5TLV|678VULN|8BPWR|aRCR
186	12553 23332	   	171.55	DCR|3VULN|2DMG|2ASPD|2DUR	18DMG|29DUR|38ASPD|4BEXP|5ERES|678VULN|8BPWR|aRCR
187	15215 23241	   	171.54	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4DUST|5FLTHEA|6AART|9LHND|aRCR
188	15235 23211	   	171.54	DCR|2VULN|1AART|1DMG|2CDMG|1FLTHEA	1DMG|27CDMG|38VULN|4FEWX|5FLTHEA|6AART|9DUST|aRCR
189	15162 62131	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	17DMG|2CDMG|3RCR|4DUR|5BASICY|6LWND|8aVULN|9ZMB
190	13363 23512	   	171.52	DCR|2DMG|2AART|1VULN|1ZMB|1DUR	13DMG|2DMSP|4MBVNT|5DUR|6ZMB|7aAART|8RCR|9VULN
191	15166 31332	   	171.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	15DMG|2CDMG|3RCR|47DUR|6VULN|8DUST|9CGEN|aAART
192	15164 33112	   	171.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	19DMG|2CDMG|3RCR|45DUR|6VULN|7DUST|8CGEN|aAART
193	21522 16612	 * 	171.23	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1FEWX|23ASPD|4DMSP|59VULN|6DMG|7RCR|8AART|aCDMG
194	16211 52221	   	171.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19DMG|2RMIN|39BEXP|4VULN|5DUR|69CDMG|7RCR|8AART|9BPWR|aLHND
195	16211 52223	   	171.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19DMG|2RMIN|39BEXP|4VULN|5DUR|69CDMG|7RCR|8AART|9BPWR|aLIT
196	16211 52225	   	171.13	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19DMG|2RMIN|39BEXP|4VULN|5DUR|69CDMG|7RCR|8AART|9BPWR|aCGEN
197	16112 15341	 * 	171.12	DCR|3DMG|1AART|2ZMB|2ASPD	14aDMG|2RMIN|34LSRHEA|4aBPWR|5DMSP|6RCR|7AART|8aASPD|9aZMB
198	23322 16614	   	171.08	DCR|2VULN|1AART|1DMG|1FLTHEA|1CDMG|1SELL	1FEWX|2SELL|3CDMG|4DMSP|59VULN|6DMG|7RCR|8AART|aFLTHEA
199	16211 52222	   	171.03	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19DMG|2RMIN|39BEXP|4VULN|5DUR|69CDMG|7RCR|8AART|9BPWR|aDUST
200	12215 35236	   	171.02	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	16DMG|2DUR|3FEWX|4aAART|5CGEN|7VULN|8ZMB|9RCR
201	12315 35233	   	170.92	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	16DMG|2DUR|3DUST|4aAART|5CGEN|7VULN|8ZMB|9RCR
202	52316 35233	   	170.92	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1CGEN|2DUR|3DUST|4aAART|56DMG|7VULN|8ZMB|9RCR
203	13224 63513	   	170.68	DCR|2VULN|2DMG|2CDMG|1ZMB	14DMG|29DMSP|34CDMG|4BPWR|5BELT|6RCR|7ZMB|8aVULN
204	15266 11221	 * 	170.66	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1DMG|2CDMG|39VULN|4DUR|58AART|6BEXP|7LWND|aRCR
205	15153 23532	   	170.54	ACR|3VULN|2DMG|2ASPD|1CDMG|1ZMB|1MSE	18DMG|2CDMG|3RCR|4RPLT|58ASPD|678VULN|8BPWR|9MSE|aZMB
206	24336 21234	 * 	170.53	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR|1SELL	1FEWX|2aVULN|3AIRHEL|4DUR|5RCR|6aZMB|7SELL|8CDMG|9aDMG|aBPWR
207	16313 55232	   	170.32	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DMG|2RMIN|3LEGI|47VULN|56AART|8ZMB|9RCR|aDUR
208	62113 22622	   	170.23	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	1aCDMG|2LHND|3DUR|4VULN|5ERES|68DMG|7RCR|9AART
209	21541 32512	 * 	169.93	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1FEWX|23ASPD|4CDMG|5VULN|6LEGI|7RCR|89DMG|aAART
210	15223 22512	   	169.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19DMG|28CDMG|3VULN|4MLV|5DUR|6FEWX|7RCR|aAART
211	15123 23123	   	169.69	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	18aDMG|2CDMG|3RCR|4MLV|5RPLT|6DUR|7VULN|9ZMB
212	15234 22512	   	169.63	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19DMG|28CDMG|3VULN|4FEWX|5DUR|6ERES|7RCR|aAART
213	15263 22512	   	169.63	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19DMG|28CDMG|3VULN|4DUR|5FEWX|6ERES|7RCR|aAART
214	61113 22512	   	169.63	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	18CDMG|2LWND|3DUR|4VULN|5ERES|69DMG|7RCR|aAART
215	62113 22512	   	169.63	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	18CDMG|2LHND|3DUR|4VULN|5ERES|69DMG|7RCR|aAART
216	15154 23123	   	169.59	ACR|3DMG|1VULN|1CDMG|1ZMB|1DUR	18aDMG|2CDMG|3RCR|4RPLT|5ERES|6DUR|7VULN|9ZMB
217	15162 11621	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2CDMG|3RCR|4DUR|5BASICY|6ZMB|7FEWX|89aVULN
218	15214 22512	   	169.53	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	19DMG|28CDMG|3VULN|4DUST|5DUR|6ERES|7RCR|aAART
219	12132 14232	   	169.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR|1SELL	14DMG|2DUR|3LHND|5VULN|6ASPD|7AART|8RCR|9SELL|aCDMG
220	12212 61222	   	169.35	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DMG|2DUR|35FEWX|4aAART|69VULN|7ASPD|8RCR
221	26412 61222	   	169.35	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	15FEWX|2DUR|3DMG|4aAART|69VULN|7ASPD|8RCR
222	26512 61222	   	169.35	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	15FEWX|2DUR|3ASPD|4aAART|69VULN|7DMG|8RCR
223	15113 31612	   	169.23	ACR|3DMG|2VULN|1CDMG	189DMG|2CDMG|3RCR|4DUST|5FEWX|6aVULN|7RMIN
224	12231 14236	   	169.22	DCR|2DMG|2AART|1VULN|1ZMB|1DUR	14DMG|2DUR|3FEWX|5CGEN|6VULN|7aAART|8ZMB|9RCR
225	12331 14233	   	169.12	DCR|2DMG|2AART|1VULN|1ZMB|1DUR	14DMG|2DUR|3DUST|5CGEN|6VULN|7aAART|8ZMB|9RCR
226	61262 23316	 * 	169.05	DCR|2VULN|2DMG|1FLTHEA|1CDMG|1DUR	1CDMG|2LWND|39VULN|4CGEN|5FLTHEA|6DUR|7aDMG|8RCR
227	62262 23316	   	169.05	DCR|2VULN|2DMG|1FLTHEA|1CDMG|1DUR	1CDMG|2LHND|39VULN|4CGEN|5FLTHEA|6DUR|7aDMG|8RCR
228	61214 62231	   	169.02	DCR|2VULN|2AART|1DMG|1CDMG	1CDMG|2LWND|34VULN|5DUST|6BEXP|7RCR|8aAART|9DMG
229	62214 62231	   	169.02	DCR|2VULN|2AART|1DMG|1CDMG	1CDMG|2LHND|34VULN|5DUST|6BEXP|7RCR|8aAART|9DMG
230	15533 22125	   	169.01	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2CDMG|3LIT|4ASPD|5ZMB|6DUR|78aVULN|9RCR
231	15132 21512	   	168.89	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2CDMG|3RCR|4FEWX|5BASICY|6AART|7ZMB|8VULN|9ASPD|aDUR
232	15135 21512	   	168.89	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2CDMG|3RCR|4FEWX|5CANSTR|6AART|7ZMB|8VULN|9ASPD|aDUR
233	15112 21512	   	168.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2CDMG|3RCR|4DUST|5BASICY|6AART|7ZMB|8VULN|9ASPD|aDUR
234	15115 21512	   	168.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2CDMG|3RCR|4DUST|5CANSTR|6AART|7ZMB|8VULN|9ASPD|aDUR
235	15162 21513	   	168.79	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DMG|2CDMG|3RCR|4DUR|5BASICY|6AART|7ZMB|8VULN|9ASPD|aDUST
236	61113 22461	   	168.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2LWND|3DUR|4VULN|5ERES|6DMG|7RCR|8ZMB|9aAART
237	62113 22461	   	168.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2LHND|3DUR|4VULN|5ERES|6DMG|7RCR|8ZMB|9aAART
