0	Index      	 *	Score 	Summary	Detail	
1	12121 51143	 * 	218.81	ACR|3VULN|2DMG|3ZMB|2CDMG|2DUR	17aZMB|27DMG|39aVULN|4ASPD|5RCR|67DUR|7aBPWR|8aCDMG
165	12233 36621	   	189.20	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG	16ZMB|26DMG|3RCR|45AART|6BPWR|7CDMG|8ERES|9VULN|aMLV
166	12233 36626	   	189.20	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG	16ZMB|26DMG|3RCR|45AART|6BPWR|7CDMG|8ERES|9VULN|aRMIN
167	12233 66422	   	189.18	ACR|2AART|2DMG|3ZMB|2CDMG	18aZMB|26DMG|3RCR|45AART|7aCDMG|9aLIT|aBPWR
168	12244 15122	   	189.18	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|479VULN|5AART|6DUR|8MLV|aASPD
169	12244 15212	   	189.18	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|478VULN|5AART|6DUR|9MLV|aASPD
170	12244 15322	   	189.18	ACR|3VULN|1AART|1DMG|1ZMB	1ZMB|2DMG|3RCR|479VULN|5AART|6DUR|8CGEN|aASPD
171	12233 35624	   	189.10	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG	16ZMB|26DMG|3RCR|45AART|6BPWR|7TLV|8CDMG|9VULN|aLSRHEA
172	12233 35625	   	189.10	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG	16ZMB|26DMG|3RCR|45AART|6BPWR|7TLV|8CDMG|9VULN|aERES
173	12233 36624	   	189.10	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG	16ZMB|26DMG|3RCR|45AART|6BPWR|7CDMG|8ERES|9VULN|aLSRHEA
174	12233 36625	   	189.10	ACR|2AART|2DMG|1VULN|2ZMB|1CDMG	16ZMB|26DMG|3RCR|45AART|6BPWR|7CDMG|8aERES|9VULN
175	11233 65126	   	189.08	ACR|2AART|2VULN|2DMG|1ZMB	1ZMB|2ERES|3RCR|45AART|6aDMG|79VULN|8LSRREG
176	12233 35652	   	188.98	ACR|2AART|2DMG|3ZMB|2CDMG	16aZMB|26DMG|3RCR|45AART|6aBPWR|79aTLV|8aCDMG
177	12131 53413	 * 	188.90	DCR|2VULN|2DMG|1AART|2ZMB|2DUR	19ZMB|2aDMG|39VULN|4AART|5CGEN|6LWND|79DUR|8RCR|9BPWR
178	14132 53413	   	188.90	DCR|2VULN|2DMG|1AART|2ZMB|2DUR	19ZMB|2CGEN|39VULN|4AART|5aDMG|6LWND|79DUR|8RCR|9BPWR
179	12244 25221	   	188.85	ACR|3VULN|1AART|1DMG|1FLTHEA|1ZMB	1ZMB|2DMG|3RCR|478VULN|5AART|6LWND|9DUST|aFLTHEA
