0	Index      	 *	Score 	Summary	Detail	
1	32131 51343	 * 	211.31	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8aVULN|9RCR
157	32251 42341	   	193.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LHND|2DUR|3DUST|4aDMG|5LIT|6RCR|7VULN|8ASPD|9AART
158	63621 13611	   	192.92	DCR|3VULN|1AART|1DMG|2DUR	1MLV|2AART|346VULN|58DUR|7DMG|9RCR|aDUST
159	62353 13321	   	192.46	DCR|3DMG|1VULN|1AART|1ASPD	1MLV|2TLV|347DMG|5VULN|6AART|8RPLT|9ASPD|aRCR
160	32133 16422	   	192.46	DCR|2DMG|1AART|1VULN|1ASPD|2DUR|1AAC	1LHND|25DUR|3AART|45DMG|5BPWR|6VULN|7AAC|8LWND|9RCR|aASPD
161	32133 16526	   	192.46	DCR|2DMG|1VULN|1AART|1ASPD|2DUR|1AAC	1LHND|25DUR|3AART|45DMG|5BPWR|6VULN|7AAC|8FEWX|9RCR|aASPD
162	63621 13113	   	192.29	DCR|3VULN|1AART|1DMG|1AAC|1DUR	1MLV|2AART|346VULN|5DUR|7DMG|8RCVC|9RCR|aAAC
163	12122 31545	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|37AART|4FEWX|5VULN|6CDMG|8DMG|9RCR|aZMB
164	12131 55352	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3aAART|4DMG|5LHND|6CDMG|7VULN|8ZMB|9RCR
165	12132 43152	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3aAART|4DMG|5ZMB|6LWND|7CDMG|8VULN|9RCR
166	12133 55352	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3aAART|4DMG|5LWND|6CDMG|7VULN|8ZMB|9RCR
167	12136 51352	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3aAART|4DMG|5VULN|6CDMG|7LWND|8ZMB|9RCR
168	22122 31545	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|37AART|4BEXP|5VULN|6CDMG|8DMG|9RCR|aZMB
169	22131 55352	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3aAART|4DMG|5LHND|6CDMG|7VULN|8ZMB|9RCR
170	22132 43152	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3aAART|4DMG|5ZMB|6LWND|7CDMG|8VULN|9RCR
171	22133 55352	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3aAART|4DMG|5LWND|6CDMG|7VULN|8ZMB|9RCR
172	22136 51352	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3aAART|4DMG|5VULN|6CDMG|7LWND|8ZMB|9RCR
173	32122 55352	   	192.22	DCR|2AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1LHND|2DUR|3aAART|4BEXP|5ASPD|6CDMG|7VULN|8ZMB|9RCR
174	32136 51352	   	192.22	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DUR|3aAART|4DMG|5VULN|6CDMG|7LWND|8ZMB|9RCR
175	21413 21623	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|57VULN|6RCR|8DUR|9LWND|aAART
176	21413 25153	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|59VULN|6RCR|7DUR|8LHND|aAART
177	21414 21153	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|5DUR|6RCR|79VULN|8LHND|aAART
178	21414 22353	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|5DUR|6RCR|7LIT|8aVULN|9AART
179	21313 21113	   	192.19	DCR|2VULN|2ASPD|2CDMG|1ZMB	13FEWX|23CDMG|3BPWR|4aASPD|57VULN|6RCR|8MLV|9ZMB
180	21313 21513	   	192.19	DCR|2VULN|2ASPD|2CDMG|1ZMB	13FEWX|23CDMG|3BPWR|4aASPD|57VULN|6RCR|8CGEN|9ZMB
181	32131 55352	   	192.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DUR|3aAART|4DMG|5LEGI|6CDMG|7VULN|8ZMB|9RCR
182	52132 43152	   	192.12	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUST|2DUR|3aAART|4DMG|5ZMB|6LWND|7CDMG|8VULN|9RCR
183	12223 54433	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2DUR|3DUST|4CDMG|5LHND|6RCR|7AART|8aVULN|9DMG
184	22223 54433	   	192.09	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2DUR|3DUST|4CDMG|5LHND|6RCR|7AART|8aVULN|9DMG
185	12162 42513	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DUR|3AART|47LWND|5aVULN|6ASPD|8RCR|9DMG
186	12136 26262	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DUR|3AART|4DMG|59VULN|6MBVNT|7AME|8RCR|aASPD
187	12136 26273	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DUR|3AART|4DMG|5aVULN|6MBVNT|7AME|8RCR|9ASPD
188	22136 26273	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2DUR|3AART|4DMG|5aVULN|6MBVNT|7AME|8RCR|9ASPD
189	63621 33512	   	191.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1MLV|2AART|34VULN|5DUR|6DUST|7LHND|8RCR|9DMG|aASPD
190	21414 22326	   	191.88	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	13FEWX|2CDMG|4ASPD|5DUR|6RCR|7LIT|8VULN|9DMG|aAART
191	12136 25242	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DUR|3AART|4DMG|59VULN|6MBVNT|7ERES|8RCR|aASPD
192	12136 25273	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|2DUR|3AART|4DMG|5aVULN|6MBVNT|7ERES|8RCR|9ASPD
193	22136 25247	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2DUR|3AART|4DMG|59VULN|6MBVNT|7ERES|8RCR|aASPD
194	22136 25273	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2DUR|3AART|4DMG|5aVULN|6MBVNT|7ERES|8RCR|9ASPD
195	52136 24262	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2DUR|3AART|4DMG|59VULN|6MBVNT|7AME|8RCR|aASPD
196	52136 24273	   	191.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2DUR|3AART|4DMG|5aVULN|6MBVNT|7AME|8RCR|9ASPD
197	52136 25242	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1DUST|2DUR|3AART|4DMG|59VULN|6MBVNT|7ERES|8RCR|aASPD
198	32135 63225	   	191.63	DCR|3DMG|2AART|1ZMB|1DUR	17LHND|2DUR|3aAART|478DMG|57LIT|6RCR|7BPWR|9ZMB
199	52123 23267	 * 	191.49	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1DUST|2DUR|3AART|4FEWX|5ASPD|6MBVNT|7DMG|8RCR|9VULN|aNUKE
200	12122 13543	   	191.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|26DUR|3AART|4FEWX|5aVULN|7CDMG|8DMG|9RCR
201	12162 31543	   	191.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|27DUR|3AART|4LWND|5aVULN|6CDMG|8DMG|9RCR
202	22122 13543	   	191.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1FEWX|26DUR|3AART|4BEXP|5aVULN|7CDMG|8DMG|9RCR
203	22162 31543	   	191.44	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1FEWX|27DUR|3AART|4LWND|5aVULN|6CDMG|8DMG|9RCR
204	21313 21226	   	191.42	DCR|2VULN|1AART|2CDMG|1ASPD	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|89LWND|aAART
205	52122 13543	   	191.34	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DUST|26DUR|3AART|4FEWX|5aVULN|7CDMG|8DMG|9RCR
206	32136 23213	   	191.33	DCR|2VULN|2DMG|1AART|1AAC|1DUR	1LHND|2DUR|3AART|49DMG|5aVULN|6ERES|7RCR|8AAC
207	43233 32336	 * 	191.32	ACR|2VULN|1AART|2CDMG|1ASPD|1DMG|1ZMB	1ERES|2AART|3ZMB|4aVULN|5RCR|68CDMG|7DMG|9ASPD
208	21313 21263	   	191.32	DCR|2VULN|1AART|2CDMG|1ASPD	13FEWX|23CDMG|3BPWR|4ASPD|57VULN|6RCR|8LWND|9DUST|aAART
209	32131 51344	   	191.26	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8VULN|9RCR|aRCVC
210	11231 54433	   	191.22	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG	1BEXP|25CDMG|3MDPS|4LWND|6RCR|7AART|8aVULN|9DMG
211	21231 54433	   	191.22	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG	1FEWX|25CDMG|3MDPS|4LWND|6RCR|7AART|8aVULN|9DMG
212	12136 16513	   	191.14	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2DUR|3AART|49DMG|5aVULN|6LHND|7RCVC|8RCR
213	22136 16513	   	191.14	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2DUR|3AART|49DMG|5aVULN|6LHND|7RCVC|8RCR
214	31211 54433	   	191.12	DCR|2VULN|1MDPS|1AART|2CDMG|1DMG	1LHND|25CDMG|3MDPS|4DUST|6RCR|7AART|8aVULN|9DMG
215	32136 23662	   	191.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LHND|2DUR|3AART|4aDMG|5VULN|6ERES|7RCR|8CGEN|9ASPD
216	11263 21154	   	191.07	DCR|2AART|2DMG|1MDPS|1VULN|1CDMG	1BEXP|2CDMG|3MDPS|47AART|5MLV|6aDMG|8VULN|9RCR
217	32131 51141	   	190.93	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8FEWX|9RCR|aVULN
218	32131 51341	   	190.93	DCR|2DMG|1AART|2CDMG|1VULN|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8VULN|9RCR|aAELBLL
219	32131 51346	   	190.93	DCR|2DMG|1VULN|1AART|2CDMG|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8VULN|9RCR|aRMIN
220	32131 51441	   	190.93	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8LWND|9RCR|aVULN
221	32131 51342	   	190.83	DCR|2DMG|1VULN|2CDMG|1AART|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8VULN|9RCR|aERES
222	43234 23116	   	190.64	DCR|2VULN|2DMG|1AART|1ZMB	15aERES|2AART|3ZMB|4aVULN|6RMIN|7aDMG|8RCVC|9RCR|aBPWR
223	12135 63216	   	190.62	DCR|3DMG|1AART|1VULN|1AAC|1DUR	17BEXP|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aAAC
224	22135 63216	   	190.62	DCR|3DMG|1AART|1VULN|1AAC|1DUR	17FEWX|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aAAC
225	32135 63216	   	190.62	DCR|3DMG|1VULN|1AART|1AAC|1DUR	17LHND|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aAAC
226	21413 21255	   	190.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	13FEWX|2CDMG|4ASPD|57VULN|6RCR|8LWND|9DMG|aZMB
227	63212 11853	   	190.36	DCR|2DMG|1VULN|1AART|1ASPD|2ZMB	1MLV|2AART|39ZMB|4MBVNT|5ASPD|6VULN|78DMG|aRCR
228	43212 11853	   	190.26	DCR|2DMG|1VULN|1AART|1ASPD|2ZMB	1ERES|2AART|39ZMB|4MBVNT|5ASPD|6VULN|78DMG|aRCR
229	63231 35242	   	190.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1MLV|2AART|3ZMB|49VULN|5FEWX|6CDMG|7BELT|8RCR|aASPD
230	33232 53625	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1LHND|2RPLT|3CDMG|4DUR|5ASPD|6BELT|7RCR|89VULN|aAART
231	21313 21333	   	190.16	DCR|2VULN|2ASPD|2CDMG|1DUR	13FEWX|23CDMG|3BPWR|49ASPD|57VULN|6RCR|8LIT|aDUR
232	21313 21622	   	190.16	DCR|2VULN|2ASPD|2CDMG|1DUR	13FEWX|23CDMG|3BPWR|4aASPD|57VULN|6RCR|8DUR|9LWND
233	21313 25152	   	190.16	DCR|2VULN|2ASPD|2CDMG|1DUR	13FEWX|23CDMG|3BPWR|4aASPD|59VULN|6RCR|7DUR|8LHND
234	21314 21152	   	190.16	DCR|2VULN|2ASPD|2CDMG|1DUR	13FEWX|23CDMG|3BPWR|4aASPD|5DUR|6RCR|79VULN|8LHND
235	43231 35242	   	190.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1ERES|2AART|3ZMB|49VULN|5FEWX|6CDMG|7BELT|8RCR|aASPD
236	21313 21662	   	190.06	DCR|2VULN|2ASPD|2CDMG|1DUR	13FEWX|23CDMG|3BPWR|4aASPD|57VULN|6RCR|8DUR|9DUST
237	11265 11331	   	189.86	DCR|3DMG|1MDPS|3CDMG|1AART|1DUR	17BEXP|267CDMG|3MDPS|4AART|578DMG|7BPWR|9RCR|aDUR
238	31265 11331	   	189.86	DCR|3DMG|1MDPS|3CDMG|1AART|1DUR	17LHND|267CDMG|3MDPS|4AART|578DMG|7BPWR|9RCR|aDUR
239	63213 16262	 * 	189.85	DCR|2VULN|2AART|1MDPS|1ASPD|1ZMB	1MLV|26AART|3ZMB|4MBVNT|5MDPS|79VULN|8RCR|aASPD
240	63213 16264	   	189.85	DCR|2VULN|2AART|1MDPS|1DMG|1ZMB	1MLV|26AART|3ZMB|4MBVNT|5MDPS|79VULN|8RCR|aDMG
241	63213 16272	   	189.85	DCR|2VULN|2AART|1MDPS|1ASPD|1ZMB	1MLV|26AART|3ZMB|4MBVNT|5MDPS|7aVULN|8RCR|9ASPD
242	43213 16242	   	189.75	DCR|2VULN|2AART|1MDPS|1ASPD|1ZMB	1ERES|26AART|3ZMB|4MBVNT|5MDPS|79VULN|8RCR|aASPD
243	43213 16244	   	189.75	DCR|2VULN|2AART|1MDPS|1DMG|1ZMB	1ERES|26AART|3ZMB|4MBVNT|5MDPS|79VULN|8RCR|aDMG
244	43213 16272	   	189.75	DCR|2VULN|2AART|1MDPS|1ASPD|1ZMB	1ERES|26AART|3ZMB|4MBVNT|5MDPS|7aVULN|8RCR|9ASPD
245	21314 22166	   	189.68	DCR|1AART|1VULN|2CDMG|1ASPD|1ZMB|1DUR	13FEWX|23CDMG|3BPWR|4ASPD|5DUR|6RCR|7LIT|8ZMB|9VULN|aAART
246	51265 11331	   	189.66	DCR|3DMG|1MDPS|3CDMG|1AART|1DUR	17DUST|267CDMG|3MDPS|4AART|578DMG|7BPWR|9RCR|aDUR
247	12131 23266	   	189.63	DCR|2VULN|2DMG|1AART|1DUR	1aBEXP|2DUR|3AART|4aDMG|5LHND|6MBVNT|7CGEN|8RCR|9aVULN|aBPWR
248	12133 23266	   	189.63	DCR|2VULN|2DMG|1AART|1DUR	1aBEXP|2DUR|3AART|4aDMG|5LWND|6MBVNT|7CGEN|8RCR|9aVULN|aBPWR
249	22131 23266	   	189.63	DCR|2VULN|2DMG|1AART|1DUR	1aFEWX|2DUR|3AART|4aDMG|5LHND|6MBVNT|7CGEN|8RCR|9aVULN|aBPWR
250	22133 23266	   	189.63	DCR|2VULN|2DMG|1AART|1DUR	1aFEWX|2DUR|3AART|4aDMG|5LWND|6MBVNT|7CGEN|8RCR|9aVULN|aBPWR
251	21413 21144	   	189.54	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG	13FEWX|2CDMG|4ASPD|57VULN|6RCR|8MLV|9DMG|aMDPS
252	12131 25266	   	189.53	DCR|2VULN|2DMG|1AART|1DUR	1aBEXP|2DUR|3AART|4aDMG|5LHND|6MBVNT|7ERES|8RCR|9aVULN|aBPWR
253	12131 26266	   	189.53	DCR|2VULN|2DMG|1AART|1DUR	1aBEXP|2DUR|3AART|4aDMG|5LHND|6MBVNT|7TLV|8RCR|9aVULN|aBPWR
254	12133 25266	   	189.53	DCR|2VULN|2DMG|1AART|1DUR	1aBEXP|2DUR|3AART|4aDMG|5LWND|6MBVNT|7ERES|8RCR|9aVULN|aBPWR
255	12133 26266	   	189.53	DCR|2VULN|2DMG|1AART|1DUR	1aBEXP|2DUR|3AART|4aDMG|5LWND|6MBVNT|7TLV|8RCR|9aVULN|aBPWR
256	22131 25266	   	189.53	DCR|2VULN|2DMG|1AART|1DUR	1aFEWX|2DUR|3AART|4aDMG|5LHND|6MBVNT|7ERES|8RCR|9aVULN|aBPWR
257	22131 26266	   	189.53	DCR|2VULN|2DMG|1AART|1DUR	1aFEWX|2DUR|3AART|4aDMG|5LHND|6MBVNT|7TLV|8RCR|9aVULN|aBPWR
258	22133 25266	   	189.53	DCR|2VULN|2DMG|1AART|1DUR	1aFEWX|2DUR|3AART|4aDMG|5LWND|6MBVNT|7ERES|8RCR|9aVULN|aBPWR
259	22133 26266	   	189.53	DCR|2VULN|2DMG|1AART|1DUR	1aFEWX|2DUR|3AART|4aDMG|5LWND|6MBVNT|7TLV|8RCR|9aVULN|aBPWR
260	63213 16271	 * 	189.53	DCR|2AART|1MDPS|1VULN|1ASPD|1NUKE|1ZMB	1MLV|26AART|3ZMB|4MBVNT|5MDPS|7VULN|8RCR|9ASPD|aNUKE
261	32136 51531	   	189.49	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1LHND|2DUR|3AART|4DMG|5VULN|6CDMG|7LWND|8RCR|9ASPD|aAAC
262	32136 63513	   	189.43	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2DUR|3AART|49DMG|5aVULN|6AME|7ERES|8RCR
263	43213 16271	   	189.43	DCR|2AART|1MDPS|1VULN|1ASPD|1NUKE|1ZMB	1ERES|26AART|3ZMB|4MBVNT|5MDPS|7VULN|8RCR|9ASPD|aNUKE
264	32135 63322	   	189.43	DCR|2AART|2DMG|1VULN|1DUR	17LHND|2DUR|38AART|47DMG|57LIT|6RCR|7BPWR|9AELBLL|aVULN
265	32135 63341	   	189.43	DCR|2AART|2DMG|1VULN|1DUR	17aLHND|2DUR|38AART|47DMG|57LIT|6RCR|7BPWR|9VULN
266	32135 63343	   	189.43	DCR|2AART|2DMG|1VULN|1DUR	17LHND|2DUR|38AART|47DMG|57LIT|6RCR|7BPWR|9VULN|aCGEN
267	32135 63352	   	189.43	DCR|2AART|2DMG|1VULN|1DUR	17LHND|2DUR|38AART|47DMG|57LIT|6RCR|7BPWR|9BEXP|aVULN
268	32131 55531	   	189.39	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1LHND|2DUR|3AART|4DMG|5LEGI|6CDMG|7VULN|8RCR|9ASPD|aAAC
269	12136 41513	   	189.33	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2DUR|3AART|49DMG|5aVULN|67DUST|8RCR
270	22136 41513	   	189.33	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2DUR|3AART|49DMG|5aVULN|67DUST|8RCR
271	32136 22513	   	189.33	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2DUR|3AART|49DMG|5aVULN|6ERES|7TLV|8RCR
272	32136 33513	   	189.33	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2DUR|3AART|49DMG|5aVULN|6TLV|7ERES|8RCR
273	32136 41513	   	189.33	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2DUR|3AART|49DMG|5aVULN|67DUST|8RCR
274	52131 24266	   	189.33	DCR|2VULN|2DMG|1AART|1DUR	1aDUST|2DUR|3AART|4aDMG|5LHND|6MBVNT|7TLV|8RCR|9aVULN|aBPWR
275	52133 24266	   	189.33	DCR|2VULN|2DMG|1AART|1DUR	1aDUST|2DUR|3AART|4aDMG|5LWND|6MBVNT|7TLV|8RCR|9aVULN|aBPWR
276	52136 11513	   	189.33	DCR|2VULN|2DMG|1AART|1DUR	17DUST|2DUR|3AART|49DMG|5aVULN|6LHND|8RCR
277	11263 26431	   	189.33	DCR|1MDPS|2DMG|1VULN|1AART|1CDMG|1ZMB	1BEXP|2CDMG|3MDPS|4AART|5MLV|69DMG|7RCR|8VULN|aZMB
278	31263 26431	   	189.33	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG|1ZMB	1LHND|2CDMG|3MDPS|4AART|5MLV|69DMG|7RCR|8VULN|aZMB
279	32132 13164	   	189.26	DCR|2VULN|2AART|1DMG|2DUR	17LHND|29DUR|35AART|4DMG|68VULN|aRCR
280	63235 13112	   	189.23	DCR|2VULN|2AART|1DMG|1ZMB	1MLV|2aAART|3ZMB|46VULN|5AME|7DMG|8RCVC|9RCR
281	63246 13112	   	189.23	DCR|2VULN|2AART|1DMG|1ZMB	1MLV|2aAART|3ZMB|4RMIN|56VULN|7DMG|8RCVC|9RCR
282	63612 13116	   	189.23	DCR|2VULN|2AART|1DMG|1ZMB	1MLV|25AART|36VULN|4BEXP|7DMG|8RCVC|9RCR|aZMB
283	12162 42512	   	189.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1BEXP|2DUR|3AART|47LWND|5VULN|6ASPD|8RCR|9aDMG
284	16631 22341	   	189.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1BEXP|2LHND|3ASPD|4DUR|5LIT|6aDMG|7VULN|8RCR|9AART
285	26631 22341	   	189.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1FEWX|2LHND|3ASPD|4DUR|5LIT|6aDMG|7VULN|8RCR|9AART
286	32641 22341	   	189.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LHND|2DUR|3ASPD|4FEWX|5LIT|6aDMG|7VULN|8RCR|9AART
287	32651 22341	   	189.21	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LHND|2DUR|3ASPD|4LWND|5LIT|6aDMG|7VULN|8RCR|9AART
288	43121 22154	   	189.21	DCR|2VULN|2ASPD|1AART|1AAC|2ZMB	137ERES|2AART|3aBPWR|4aASPD|5AAC|6aVULN|8aZMB|9RCR
289	43232 16112	   	189.13	DCR|2VULN|2AART|1ASPD|1ZMB	1ERES|2aAART|3ZMB|46VULN|5ASPD|7AME|8RCVC|9RCR
290	43236 13112	   	189.13	DCR|2VULN|2AART|1DMG|1ZMB	1ERES|2aAART|3ZMB|46VULN|5AME|7DMG|8RCVC|9RCR
291	43246 13112	   	189.13	DCR|2VULN|2AART|1DMG|1ZMB	1ERES|2aAART|3ZMB|4RMIN|56VULN|7DMG|8RCVC|9RCR
292	63232 12112	   	189.13	DCR|2VULN|2AART|1ASPD|1ZMB	1MLV|2aAART|3ZMB|46VULN|5ASPD|7ERES|8RCVC|9RCR
293	63232 16112	   	189.13	DCR|2VULN|2AART|1ASPD|1ZMB	1MLV|2aAART|3ZMB|46VULN|5ASPD|7TLV|8RCVC|9RCR
294	63234 13112	   	189.13	DCR|2VULN|2AART|1DMG|1ZMB	1MLV|2aAART|3ZMB|46VULN|5ERES|7DMG|8RCVC|9RCR
295	63266 13112	   	189.13	DCR|2VULN|2AART|1DMG|1ZMB	1MLV|2aAART|3ZMB|4TLV|56VULN|7DMG|8RCVC|9RCR
296	63426 12112	   	189.13	DCR|2VULN|2AART|1DMG|1ZMB	1MLV|2aAART|3DMG|4ZMB|56VULN|7ERES|8RCVC|9RCR
297	32661 22341	   	189.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LHND|2DUR|3ASPD|4DUST|5LIT|6aDMG|7VULN|8RCR|9AART
298	12633 16252	   	189.06	DCR|2VULN|2DMG|1ASPD|2DUR	1BEXP|24DUR|3ASPD|58VULN|6CGEN|7aDMG|9RCR
299	22633 16252	   	189.06	DCR|2VULN|2DMG|1ASPD|2DUR	1FEWX|24DUR|3ASPD|58VULN|6CGEN|7aDMG|9RCR
300	43266 13112	   	189.03	DCR|2VULN|2AART|1DMG|1ZMB	1ERES|2aAART|3ZMB|4TLV|56VULN|7DMG|8RCVC|9RCR
301	12136 43522	   	189.01	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1BEXP|2DUR|3AART|47DMG|5VULN|6DUST|8RCR|9ERES|aASPD
302	12136 43531	 * 	189.01	DCR|2DMG|1VULN|1AART|1NUKE|1DUR|1MSE	1BEXP|2DUR|3AART|47DMG|5VULN|6DUST|8RCR|9MSE|aNUKE
303	22136 43531	 * 	189.01	DCR|2DMG|1VULN|1AART|1NUKE|1DUR|1MSE	1FEWX|2DUR|3AART|47DMG|5VULN|6DUST|8RCR|9MSE|aNUKE
304	32136 43522	   	189.01	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1LHND|2DUR|3AART|47DMG|5VULN|6DUST|8RCR|9ERES|aASPD
305	32136 43531	 * 	189.01	DCR|2DMG|1AART|1VULN|1NUKE|1DUR|1MSE	1LHND|2DUR|3AART|47DMG|5VULN|6DUST|8RCR|9MSE|aNUKE
306	52136 13522	   	189.01	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1DUST|2DUR|3AART|47DMG|5VULN|6LHND|8RCR|9ERES|aASPD
307	52136 13531	 * 	189.01	DCR|2DMG|1AART|1VULN|1NUKE|1DUR|1MSE	1DUST|2DUR|3AART|47DMG|5VULN|6LHND|8RCR|9MSE|aNUKE
308	12135 63213	   	189.00	DCR|3DMG|1AART|1VULN|1DUR	17BEXP|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aRMIN
309	22135 63213	   	189.00	DCR|3DMG|1AART|1VULN|1DUR	17FEWX|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aRMIN
310	32135 63213	   	189.00	DCR|3DMG|1VULN|1AART|1DUR	17LHND|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9VULN|aRMIN
311	32135 63243	   	189.00	DCR|3DMG|1VULN|1AART|1DUR	17LHND|2DUR|3AART|478DMG|57LIT|6RCR|7BPWR|9RPLT|aVULN
312	63621 13115	   	188.96	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2AART|346VULN|5DUR|7DMG|8RCVC|9RCR|aFEWX
313	63621 13116	   	188.96	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2AART|346VULN|5DUR|7DMG|8RCVC|9RCR|aLWND
