0	Index      	 *	Score 	Summary	Detail	
1	56611 22221	 * 	192.85	DCR|3VULN|2DMG|1AART|1ASPD|1DUR	14DMG|2DLOT|34aVULN|4BPWR|5AART|6ASPD|7RCR|8TLV|9DUR
160	43344 31211	 * 	166.92	DCR|2DMG|1AART|2CDMG|2ZMB|1DUR	18ZMB|2DUST|38DMG|4ERES|5MGNSTR|6RCR|78CDMG|8BPWR|9DUR|aAART
161	45153 12223	   	166.77	DCR|3VULN|2AART|1ZMB	1ZMB|2RPLT|3BEXP|49AART|5CANHEL|6RCR|78aVULN
162	41723 11621	   	166.72	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3CDMG|4DUR|5RCR|6aDMG|78VULN|9RCVC
163	41723 17222	   	166.70	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3CDMG|4DUR|5RCR|6DMG|7BASICY|8VULN|9aAART
164	43315 22621	   	166.50	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ZMB|2DUST|3DMG|4DMSP|5RCR|69VULN|7aASPD|8AART
165	53153 62221	 * 	166.49	ACR|1AART|1DMG|2CDMG|1FLTHEA|1ZMB|1ASPD|1DUR	1DMG|2LWND|3RCR|4DUR|5ASPD|67CDMG|8ZMB|9FLTHEA|aAART
166	21155 13482	   	166.49	ACR|3DMG|2VULN|1ZMB	149ERES|2MBVNT|3RCR|5MGNSTR|679DMG|89VULN|9BPWR|aZMB
167	32416 21211	   	166.48	DCR|4VULN|1AART|1DMG	1BEXP|2569VULN|3DMG|4DUST|7LSRICY|8AART|aRCR
168	21314 73837	   	166.42	DCR|3DMG|1AART|1VULN|1ASPD	1ERES|2MBVNT|37aDMG|4AART|5VULN|6BELT|8RCR|9ASPD
169	21315 43837	   	166.42	DCR|3DMG|1AART|1VULN|1ASPD	1ERES|2MBVNT|37aDMG|4AART|5BELT|6VULN|8RCR|9ASPD
170	21314 74826	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2MBVNT|3DMG|4AART|579VULN|6BELT|8RCR|aDUR
171	21315 44826	   	166.42	DCR|3VULN|1AART|1DMG|1DUR	1ERES|2MBVNT|3DMG|4AART|5BELT|679VULN|8RCR|aDUR
172	43325 22621	   	166.40	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	1ZMB|24DUST|3DMG|5RCR|69VULN|7aASPD|8AART
173	21182 43113	 * 	166.28	ACR|3DMG|3ZMB|3ASPD	168ERES|2MBVNT|3RCR|49aZMB|59aASPD|79aDMG|9aBPWR
174	21356 21147	   	166.24	ACR|3VULN|3DMG	148ERES|2MBVNT|39aDMG|5RCR|679VULN|9BPWR
175	21383 82434	 * 	166.21	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1ERES|2MBVNT|3aDMG|4VULN|5DUR|6RCR|7FLTHEA|8LWND|9AART
176	21383 82634	   	166.21	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1ERES|2MBVNT|3aDMG|4VULN|5DUR|6RCR|7FLTHEA|8LHND|9AART
177	53156 32123	 * 	166.13	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	19DMG|2LWND|3RCR|4DUR|5CGEN|6VULN|7FLTHEA|8DUST|aAART
178	12156 11631	   	166.11	DCR|3VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1LHND|279VULN|3SELL|4ASPD|5DUR|6DMG|8AART|aRCR
179	53143 32123	   	166.03	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	19DMG|2LWND|3RCR|4ERES|5DUR|6VULN|7FLTHEA|8DUST|aAART
180	53152 22123	   	166.03	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	19DMG|2LWND|3RCR|4DUR|5TLV|6VULN|7FLTHEA|8DUST|aAART
181	21312 55721	 * 	165.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1ERES|2MBVNT|3DMG|4AART|5DUR|67VULN|89CDMG|aRCR
182	21314 85721	   	165.93	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1ERES|2MBVNT|3DMG|4AART|57VULN|6DUR|89CDMG|aRCR
183	41713 11641	   	165.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2MBVNT|3CDMG|4BEXP|5RCR|6DMG|78VULN|9AART|aDUST
184	41713 11642	   	165.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2MBVNT|3CDMG|4BEXP|5RCR|6DMG|78VULN|9AART|aERES
185	31222 34411	   	165.89	DCR|1AART|1DMG|2CDMG|1VULN|1FLTHEA|1ASPD	15BEXP|2CGEN|3DMG|45CDMG|5BPWR|6VULN|7RCR|8ASPD|9FLTHEA|aAART
186	12464 23232	 * 	165.88	DCR|2VULN|2DMG|2CDMG|1ZMB	15LHND|29VULN|36DMG|45CDMG|5BPWR|7ZMB|8RCR|aDMSP
187	12464 23233	   	165.88	DCR|2VULN|2DMG|2CDMG|1ZMB	15LHND|29VULN|36DMG|45CDMG|5BPWR|7ZMB|8RCR|aBEXP
188	32464 23232	   	165.88	DCR|2VULN|2DMG|2CDMG|1ZMB	15BEXP|29VULN|36DMG|45CDMG|5BPWR|7ZMB|8RCR|aDMSP
189	32464 23233	   	165.88	DCR|2VULN|2DMG|2CDMG|1ZMB	15aBEXP|29VULN|36DMG|45CDMG|5BPWR|7ZMB|8RCR
190	42343 24122	 * 	165.82	DCR|2VULN|2DMG|2ZMB|1FLTHEA	19ZMB|245BELT|39VULN|69DMG|7RCR|8NUKE|9BPWR|aFLTHEA
191	12154 23631	   	165.79	DCR|3VULN|1AART|1DMG|2ASPD|1SELL	1LHND|259VULN|3SELL|45ASPD|5BPWR|6DMG|7DUST|8AART|aRCR
192	32154 23631	   	165.79	DCR|3VULN|1AART|1DMG|2ASPD|1SELL	1BEXP|259VULN|3SELL|45ASPD|5BPWR|6DMG|7DUST|8AART|aRCR
193	51533 28444	   	165.77	ACR|2VULN|2DMG|1AART|1DUR	14DMG|2RPLT|3DUR|5RCR|6MBVNT|7aVULN|8BASICY|9AART
194	53144 21333	 * 	165.65	ACR|4VULN|1DMG|1CDMG	1DMG|2LWND|3RCR|45ERES|679aVULN|8CDMG
195	12464 23231	   	165.63	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	15LHND|29VULN|36DMG|45CDMG|5BPWR|7ZMB|8RCR|aSELL
196	32464 23231	   	165.63	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	15BEXP|29VULN|36DMG|45CDMG|5BPWR|7ZMB|8RCR|aSELL
197	53166 22322	   	165.61	ACR|2DMG|1AART|1VULN|2CDMG	16DMG|2LWND|3RCR|45CDMG|7CGEN|8VULN|9RCVC|aAART
198	56362 22321	   	165.60	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	15DMG|2DLOT|35DUR|4AART|5BPWR|6ASPD|7RCR|8BEXP|9MLV|aVULN
199	56362 22121	   	165.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	15DMG|2DLOT|35DUR|4AART|5BPWR|6ASPD|7RCR|8CGEN|9DUST|aVULN
200	56362 22222	   	165.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	15DMG|2DLOT|35DUR|4AART|5BPWR|6ASPD|7RCR|8VULN|9DUST|aCGEN
201	56362 22223	   	165.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	15DMG|2DLOT|35DUR|4AART|5BPWR|6ASPD|7RCR|8VULN|9DUST|aLHND
202	21327 13642	   	165.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2MBVNT|3DMG|4CDMG|5aVULN|6CGEN|7ZMB|8RCR|9AART
203	41226 41642	   	165.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2MBVNT|3DMG|4DUST|5CDMG|67VULN|8RCR|9AART|aERES
204	53343 11242	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	13DMG|2LWND|4DUST|5ERES|6DUR|7aVULN|8RCR|9AART
205	21182 38252	   	165.19	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2MBVNT|3RCR|4ZMB|5ASPD|6BEXP|7AART|8aVULN|9DMG
206	21351 82531	 * 	165.17	DCR|3DMG|1AART|1FLTHEA|1ZMB	14ERES|2MBVNT|389DMG|5FLTHEA|6AART|7RCR|aZMB
207	21185 28331	   	165.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	15ERES|2MBVNT|3RCR|4ZMB|68VULN|7AART|9DMG|aASPD
208	16122 62363	   	165.07	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1LHND|2DUR|3SELL|4DMG|5BASHEA|6AART|79aVULN|8RCR
209	21312 53731	   	164.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1ERES|2MBVNT|39DMG|4AART|57DUR|6VULN|8CDMG|aRCR
210	21312 83131	   	164.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1ERES|2MBVNT|36DMG|4AART|58DUR|7CDMG|9VULN|aRCR
211	21314 83731	   	164.91	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1ERES|2MBVNT|39DMG|4AART|5VULN|67DUR|8CDMG|aRCR
212	43311 31424	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2DUST|38DMG|4DMSP|5MGNLIT|6RCR|7AART|9VULN|aDUR
213	41723 11164	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3CDMG|4DUR|5RCR|6DMG|79aVULN|8CGEN
214	43321 31424	   	164.77	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|24DUST|38DMG|5MGNLIT|6RCR|7AART|9VULN|aDUR
215	43132 22622	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2DUST|3RCR|47CGEN|5ASPD|69VULN|8AART|aDMG
216	21382 25823	   	164.62	DCR|3VULN|1AART|1DMG|1ASPD	1ERES|2MBVNT|3DMG|469VULN|5ASPD|7AART|8RCR|aLHND
217	21382 25824	   	164.62	DCR|3VULN|1AART|1DMG|1ASPD	1ERES|2MBVNT|3DMG|469VULN|5ASPD|7AART|8RCR|aBEXP
218	53163 31521	   	164.58	ACR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2LWND|3RCR|4CDMG|5ZMB|6DUST|78VULN|9RCVC
219	21382 25822	   	164.52	DCR|3VULN|1AART|1DMG|1ASPD	1ERES|2MBVNT|3DMG|469VULN|5ASPD|7AART|8RCR|aNUKE
220	26663 21222	   	164.51	DCR|2AART|2VULN|1DMG|1DUR	1ERES|2DLOT|39VULN|4aAART|5DMG|6DUR|7RCR|8NUKE
221	53651 23231	   	164.47	DCR|3DMG|1VULN|1CDMG|1ZMB|1DUR	16aDMG|2LWND|3CDMG|4DMSP|5DUR|7ZMB|8RCR|9VULN
222	21314 73861	   	164.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2MBVNT|37DMG|4AART|5VULN|6BELT|8RCR|9CDMG|aDUR
223	21314 74861	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DMG|4AART|57VULN|6BELT|8RCR|9CDMG|aDUR
224	21315 43861	   	164.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2MBVNT|37DMG|4AART|5BELT|6VULN|8RCR|9CDMG|aDUR
225	21315 44861	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DMG|4AART|5BELT|67VULN|8RCR|9CDMG|aDUR
226	51153 12253	   	164.38	DCR|3VULN|1AART|1DMG	1DMG|2RPLT|39BEXP|4AART|5CANHEL|6RCR|78aVULN
227	51153 12351	   	164.38	DCR|3VULN|1AART|1DMG	1DMG|2RPLT|3BEXP|4AART|5CANHEL|6RCR|79aVULN|8LIT
228	53421 32233	   	164.36	DCR|2VULN|2DMG|1FLTHEA|1ZMB	13DMG|23LWND|3BPWR|4MLV|5FLTHEA|6RCR|7RPLT|8aVULN|9ZMB
229	21368 83131	   	164.31	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1ERES|2MBVNT|36DMG|48DUR|5AART|7CDMG|9VULN|aRCR
230	44312 32326	   	164.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ZMB|2LWND|3aDMG|4AART|5RCVC|6DUR|7RCR|8ERES|9VULN
231	53321 32233	   	164.26	DCR|2VULN|2DMG|1FLTHEA|1ZMB	13DMG|2LWND|4MLV|5FLTHEA|6RCR|7RPLT|8aVULN|9ZMB
232	26661 21211	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2DLOT|3VULN|4AART|5ZMB|6DUR|7RCR|8aDMG|9CGEN
233	26661 11222	   	164.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DLOT|39VULN|4AART|5ZMB|6LWND|7RCR|8DMG|aDUR
234	21322 15328	 * 	164.13	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	18ERES|2MBVNT|35DMG|45CDMG|5BPWR|6ASPD|7AART|9VULN|aRCR
235	21314 25441	   	164.12	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|2MBVNT|3DMG|47AART|56VULN|8CDMG|9FEWX|aRCR
236	11211 22523	   	164.11	DCR|2VULN|2DMG|1AART	16aLHND|2CGEN|3aDMG|4AART|5FEWX|7RCR|8ERES|9aVULN|aBPWR
237	11211 62523	   	164.11	DCR|2VULN|2DMG|1AART	1aLHND|2CGEN|3aDMG|4AART|56FEWX|7RCR|8ERES|9aVULN|aBPWR
238	11216 22223	   	164.11	DCR|2VULN|2DMG|1AART	16aLHND|2CGEN|3aDMG|4AART|5BEXP|7RCR|8ERES|9aVULN|aBPWR
239	31211 62223	   	164.11	DCR|2VULN|2DMG|1AART	1aBEXP|2CGEN|3aDMG|4AART|56FEWX|7RCR|8ERES|9aVULN|aBPWR
240	21314 25411	   	164.02	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|2MBVNT|3DMG|47AART|56VULN|8CDMG|9LEGI|aRCR
241	21314 25481	   	164.02	DCR|2AART|2VULN|1DMG|1CDMG	1ERES|2MBVNT|3DMG|47AART|56VULN|8CDMG|9DUST|aRCR
242	51362 32126	   	164.01	DCR|2VULN|2DMG|1AART	19DMG|2RPLT|3LIT|4aVULN|5BELT|6RCR|7RCVC|8AART
243	53166 13312	 * 	163.92	ACR|2DMG|3CDMG|1AART|2DUR	19DMG|2LWND|3RCR|459CDMG|6LIT|7ERES|89DUR|9BPWR|aAART
244	21312 56218	   	163.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2MBVNT|3DMG|4AART|5DUR|68VULN|7ASPD|9ZMB|aRCR
245	21312 56428	   	163.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2MBVNT|3DMG|4AART|5DUR|69VULN|7ASPD|8ZMB|aRCR
246	21314 86218	   	163.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2MBVNT|3DMG|4AART|58VULN|6DUR|7ASPD|9ZMB|aRCR
247	21314 86428	   	163.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|2MBVNT|3DMG|4AART|59VULN|6DUR|7ASPD|8ZMB|aRCR
248	33466 23231	   	163.84	DCR|3DMG|1VULN|2CDMG|1ZMB	1BEXP|2LHND|36aDMG|45CDMG|7ZMB|8RCR|9VULN
249	51233 66132	   	163.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	14DMG|2RPLT|3LWND|5RCR|6AART|7DUR|8CDMG|9BEXP|aVULN
250	21612 12313	   	163.81	DCR|2VULN|2DMG|1AART	1aERES|2MBVNT|3CGEN|4AART|5RCVC|6LEGI|7RCR|8aVULN|9aDMG|aBPWR
251	21327 41831	   	163.71	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1ERES|2MBVNT|39DMG|4CDMG|5VULN|6AART|78DUR|aRCR
252	32422 36323	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2aVULN|3DMG|4LIT|5AART|6BASHEA|7RCR|8DUR|9ZMB
253	21314 12724	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2MBVNT|36DMG|4AART|56VULN|6BPWR|7DMSP|8DUR|9BEXP|aRCR
254	21317 35834	   	163.65	DCR|2VULN|2DMG|1AART|1DUR	18ERES|2MBVNT|38DMG|4AART|59BEXP|6DUR|78VULN|8BPWR|aRCR
255	21312 55424	   	163.55	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2MBVNT|38DMG|4AART|5DUR|67VULN|9BEXP|aRCR
256	21314 13724	   	163.55	DCR|2VULN|2DMG|1AART|1DUR	17ERES|2MBVNT|36DMG|4AART|56VULN|6BPWR|8DUR|9BEXP|aRCR
257	21314 85424	   	163.55	DCR|2VULN|2DMG|1AART|1DUR	1ERES|2MBVNT|38DMG|4AART|57VULN|6DUR|9BEXP|aRCR
258	31126 44111	   	163.54	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ZMB	1BEXP|2CGEN|3ZMB|4CDMG|5VULN|6RCVC|7RCR|8DMG|9FLTHEA|aAART
259	21188 83313	   	163.30	ACR|2VULN|1AART|1DMG|2ZMB	1aERES|2MBVNT|3RCR|4aZMB|5AART|6DMG|7CGEN|8aVULN|9NUKE|aBPWR
260	53352 62131	   	163.28	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2LWND|4DMSP|5AART|6CDMG|7ZMB|8FEWX|9VULN|aRCR
261	11121 34262	   	163.27	DCR|3VULN|1AART|1CDMG|1ZMB	19LHND|29CGEN|3ZMB|4CDMG|5DMSP|689VULN|7RCR|9BPWR|aAART
262	11122 34262	   	163.27	DCR|3VULN|1AART|1CDMG|1ZMB	19LHND|29CGEN|3ZMB|4CDMG|5RCVC|689VULN|7RCR|9BPWR|aAART
263	21327 41214	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DMG|4CDMG|59VULN|6AART|7DUR|8RCR|aLHND
264	21327 41215	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DMG|4CDMG|59VULN|6AART|7DUR|8RCR|aRCVC
265	21327 41234	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2MBVNT|39DMG|4CDMG|5VULN|6AART|7DUR|8RCR|aLHND
266	21327 41235	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2MBVNT|39DMG|4CDMG|5VULN|6AART|7DUR|8RCR|aRCVC
267	21327 41266	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2MBVNT|3aDMG|4CDMG|5VULN|6AART|7DUR|8RCR|9BEXP
268	21327 42217	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DMG|4CDMG|59VULN|6AART|7FEWX|8RCR|aDUR
269	21327 42237	   	163.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2MBVNT|39DMG|4CDMG|5VULN|6AART|7FEWX|8RCR|aDUR
270	51126 43232	   	163.21	ACR|2DMG|1AART|1VULN|2CDMG	19DMG|2RPLT|3BEXP|49CDMG|5RCR|6AART|7RCVC|89ERES|9BPWR|aVULN
271	51226 42332	   	163.21	ACR|2DMG|1AART|1VULN|2CDMG	19DMG|2RPLT|3LWND|49CDMG|5RCR|6AART|7DMSP|89ERES|9BPWR|aVULN
272	51226 43332	   	163.21	ACR|2DMG|1AART|1VULN|2CDMG	19DMG|2RPLT|3LWND|49CDMG|5RCR|6AART|7RCVC|89ERES|9BPWR|aVULN
273	12456 12233	 * 	163.20	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1LHND|29VULN|3DMG|4DUR|5MLV|6RCR|7FLTHEA|8ASPD|aCDMG
274	53352 62231	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|2LWND|4DMSP|5AART|6CDMG|7ZMB|8DUST|9VULN|aRCR
275	32154 24323	 * 	163.14	DCR|2VULN|1AART|3ASPD|1DMG|1SELL	1BEXP|25VULN|3SELL|45aASPD|5BPWR|6DMG|7RCR|8FEWX|9AART
276	21327 41211	   	163.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DMG|4CDMG|59VULN|6AART|7DUR|8RCR|aDUST
277	21327 41212	   	163.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aERES|2MBVNT|3DMG|4CDMG|59VULN|6AART|7DUR|8RCR
278	21327 41213	   	163.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DMG|4CDMG|59VULN|6AART|7DUR|8RCR|aLEGI
279	21327 41231	   	163.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2MBVNT|39DMG|4CDMG|5VULN|6AART|7DUR|8RCR|aDUST
280	21327 41232	   	163.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1aERES|2MBVNT|39DMG|4CDMG|5VULN|6AART|7DUR|8RCR
281	21327 41233	   	163.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2MBVNT|39DMG|4CDMG|5VULN|6AART|7DUR|8RCR|aLEGI
282	21327 43217	   	163.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2MBVNT|3DMG|4CDMG|59VULN|6AART|7DUST|8RCR|aDUR
283	21327 43237	   	163.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2MBVNT|39DMG|4CDMG|5VULN|6AART|7DUST|8RCR|aDUR
284	32124 24411	 * 	163.07	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD|1SELL	1BEXP|25VULN|3SELL|45ERES|5BPWR|6DMG|7RCR|8ASPD|9FLTHEA|aAART
285	11121 34232	   	163.07	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2CGEN|3ZMB|4CDMG|5DMSP|689VULN|7RCR|aAART
286	11122 34232	   	163.07	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2CGEN|3ZMB|4CDMG|5RCVC|689VULN|7RCR|aAART
287	11126 44232	   	163.07	DCR|3VULN|1AART|1CDMG|1ZMB	1LHND|2CGEN|3ZMB|4CDMG|589VULN|6RCVC|7RCR|aAART
288	21124 61554	   	163.03	ACR|2VULN|2DMG|1AART	19ERES|2MBVNT|3RCR|4LIT|59VULN|6BEXP|7DUST|89DMG|9BPWR|aAART
289	21124 71422	   	163.03	ACR|2VULN|2DMG|1AART	1ERES|2MBVNT|3RCR|4LIT|59VULN|68DMG|7RMIN|aAART
290	21124 77422	   	163.03	ACR|2VULN|2DMG|1AART	1ERES|2MBVNT|3RCR|4LIT|59VULN|68DMG|7MLV|aAART
291	24121 34232	   	162.97	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|2LWND|3ZMB|4CDMG|5DMSP|689VULN|7RCR|aAART
292	24122 34232	   	162.97	DCR|3VULN|1AART|1CDMG|1ZMB	1ERES|2LWND|3ZMB|4CDMG|5RCVC|689VULN|7RCR|aAART
293	21327 41228	   	162.94	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1ERES|2MBVNT|3DMG|49CDMG|5VULN|6AART|7DUR|8RCR|aZMB
294	43163 53233	 * 	162.94	ACR|2AART|3ZMB|1VULN|1CDMG|1SELL	15aZMB|2DUST|3RCR|4SELL|6CDMG|79AART|8VULN
295	21155 13462	   	162.93	ACR|2VULN|2DMG|1AART	14ERES|2MBVNT|3RCR|5MGNSTR|67DMG|89VULN|aAART
