0	Index      	 *	Score 	Summary	Detail	
1	31453 11232	 * 	193.22	ACR|3DMG|2VULN|3ZMB|1FLTHEA	1LEGI|279LIT|38VULN|479ZMB|5RCR|679DMG|79BPWR|aFLTHEA
174	24221 35224	   	172.97	ACR|2VULN|2DMG|1AART|1ASPD	1RMIN|29DUST|3RCR|49VULN|5AART|6ASPD|7ERES|89DMG|9BPWR|aBASICY
175	24221 63261	   	172.97	ACR|2VULN|2DMG|1AART|1ASPD	1RMIN|2DUST|3RCR|4aVULN|5AART|68DMG|7ASPD|9TLV
176	65223 13362	   	172.95	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	14VULN|2CGEN|3RCR|5DMG|6CDMG|7LHND|8BELT|9FLTHEA|aAART
177	66223 13362	   	172.85	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	14VULN|2ERES|3RCR|5DMG|6CDMG|7LHND|8BELT|9FLTHEA|aAART
178	65223 62231	   	172.80	ACR|3VULN|1AART|1DMG|1ZMB	146VULN|2CGEN|3RCR|5DMG|7ZMB|8TLV|9AART|aMLV
179	25222 42212	   	172.79	ACR|4VULN|1DMG|1CDMG|1ASPD	1RMIN|2LWND|3RCR|456aVULN|7CDMG|8DMG|9ASPD
180	26222 42215	   	172.79	ACR|4VULN|1DMG|1CDMG|1ASPD	1RMIN|2FEWX|3RCR|456aVULN|7CDMG|8DMG|9ASPD
181	26222 42251	   	172.79	ACR|4VULN|1DMG|1CDMG|1DUR	1RMIN|2FEWX|3RCR|4569VULN|7CDMG|8DMG|aDUR
182	12133 53634	   	172.78	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1ERES|2FEWX|39DMG|4FLTHEA|5AART|6RCR|7VULN|8LHND|aZMB
183	66223 62231	   	172.70	ACR|3VULN|1AART|1DMG|1ZMB	146VULN|2ERES|3RCR|5DMG|7ZMB|8TLV|9AART|aMLV
184	24222 42215	   	172.69	ACR|4VULN|1DMG|1CDMG|1ASPD	1RMIN|2DUST|3RCR|456aVULN|7CDMG|8DMG|9ASPD
185	24222 42251	   	172.69	ACR|4VULN|1DMG|1CDMG|1DUR	1RMIN|2DUST|3RCR|4569VULN|7CDMG|8DMG|aDUR
186	32222 42212	   	172.69	ACR|4VULN|1DMG|1CDMG|1ASPD	1LEGI|2MLV|3RCR|456aVULN|7CDMG|8DMG|9ASPD
187	36222 42215	   	172.69	ACR|4VULN|1DMG|1CDMG|1ASPD	1LEGI|2CGEN|3RCR|456aVULN|7CDMG|8DMG|9ASPD
188	65221 32215	   	172.69	ACR|4VULN|1DMG|1CDMG|1ASPD	145aVULN|2CGEN|3RCR|6DUST|7CDMG|8DMG|9ASPD
189	65221 32251	   	172.69	ACR|4VULN|1DMG|1CDMG|1DUR	1459VULN|2CGEN|3RCR|6DUST|7CDMG|8DMG|aDUR
190	12133 53334	   	172.68	DCR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	1ERES|2FEWX|39DMG|4FLTHEA|5AART|6RCR|7VULN|8DUST|aZMB
191	32222 62662	   	172.47	ACR|2VULN|2DMG|1AART|1DUR	1LEGI|2MLV|3RCR|45VULN|6AART|7RPLT|89DMG|aDUR
192	32222 66223	   	172.47	ACR|2VULN|2DMG|1AART|1ASPD	1LEGI|29MLV|3RCR|45VULN|6AART|79DUST|89DMG|9BPWR|aASPD
193	12123 63854	 * 	172.37	DCR|3DMG|2VULN|1AART	1ERES|24FEWX|345DMG|4BPWR|6aVULN|7MBVNT|8AART|9RCR
194	32222 45361	   	172.29	ACR|4VULN|1AART|1CDMG	1LEGI|2MLV|3RCR|4568VULN|7AART|9RCVC|aCDMG
195	16222 42422	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	1ERES|27LHND|3RCR|456VULN|8ZMB|9DMG|aAART
196	66223 62312	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	146VULN|2ERES|3RCR|5DMG|7ZMB|89LHND|aAART
197	26222 42253	 * 	172.16	ACR|4VULN|1DMG|2CDMG	1RMIN|2FEWX|3RCR|4569VULN|7aCDMG|8DMG
198	12222 41426	   	172.10	ACR|3VULN|1AART|1DMG|1ZMB	17ERES|2FEWX|3RCR|456VULN|8ZMB|9DMG|aAART
199	16222 41422	   	172.10	ACR|3VULN|1AART|1DMG|1ZMB	17ERES|2LHND|3RCR|456VULN|8ZMB|9DMG|aAART
200	25211 33441	 * 	172.09	ACR|4VULN|1AART|2ASPD	1RMIN|28LWND|3RCR|4BEXP|5AART|68ASPD|789aVULN|8BPWR
201	66223 62222	   	172.00	ACR|3VULN|1AART|1DMG|1ZMB	146VULN|2ERES|3RCR|5DMG|7ZMB|8TLV|9NUKE|aAART
202	22334 37232	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2CDMG|3RCR|49VULN|5CGEN|6MBVNT|7AART|8ZMB|aDMG
203	22346 37232	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2CDMG|3RCR|4CGEN|5MBVNT|69VULN|7AART|8ZMB|aDMG
204	65221 11125	   	171.99	ACR|4VULN|2DMG	145aVULN|2CGEN|3RCR|6aCANSTR|7RCVC|8BELT|9aDMG|aBPWR
205	24222 15223	   	171.97	ACR|2VULN|2DMG|1AART|1ASPD	1RMIN|29DUST|3RCR|45VULN|69LWND|7AART|89DMG|9BPWR|aASPD
206	32224 23662	   	171.87	ACR|2VULN|2DMG|1AART|1DUR	1LEGI|2MLV|3RCR|46VULN|5RPLT|7AART|89DMG|aDUR
207	32222 45363	   	171.47	ACR|5VULN|1AART	1LEGI|2MLV|3RCR|4568aVULN|7AART|9RCVC
208	23214 34432	 * 	171.39	DCR|3VULN|1AART|1DMG|1ZMB	1RMIN|2RCVC|3LIT|4ZMB|5AART|67aVULN|8DMG|9RCR
209	25221 16125	   	171.20	ACR|2AART|2VULN|2CDMG|1ZMB	1RMIN|29LWND|3RCR|49VULN|58AART|69CDMG|7RPLT|9BPWR|aZMB
210	26221 16125	   	171.20	ACR|2AART|2VULN|2CDMG|1ZMB	1RMIN|29FEWX|3RCR|49VULN|58AART|69CDMG|7RPLT|9BPWR|aZMB
211	36221 66311	   	171.14	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|28CGEN|3RCR|47aVULN|5AART|6DMG|9DUR
212	24221 36241	   	171.14	ACR|3VULN|1AART|1DMG|1ASPD	1RMIN|2DUST|3RCR|49aVULN|5AART|6ASPD|7CGEN|8DMG
213	25221 61125	   	171.10	ACR|2AART|2DMG|1VULN|1ZMB	1RMIN|29LWND|3RCR|4VULN|58AART|69DMG|79DUST|9BPWR|aZMB
214	12133 53513	 * 	171.09	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA|1DUR	1ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|7VULN|89CDMG|aDUR
215	12133 53515	   	171.09	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA|1ASPD	1ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|7VULN|89CDMG|aASPD
216	12133 55613	   	171.09	DCR|1AART|1VULN|1DMG|2CDMG|1FLTHEA|1DUR	1ERES|2FEWX|3DMG|4FLTHEA|5AART|6RCR|79CDMG|8VULN|aDUR
217	24221 23241	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1RMIN|2DUST|3RCR|49aVULN|5AART|6ERES|7ASPD|8DMG
218	24221 32241	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1RMIN|2DUST|3RCR|49aVULN|5AART|6ASPD|7TLV|8DMG
219	24221 35241	   	171.04	ACR|3VULN|1AART|1DMG|1ASPD	1RMIN|2DUST|3RCR|49aVULN|5AART|6ASPD|7ERES|8DMG
220	32222 25434	   	171.03	ACR|2VULN|2AART|1DMG|2DUR	1LEGI|2MLV|3RCR|45VULN|68DUR|79AART|aDMG
221	24221 16125	   	171.00	ACR|2AART|2VULN|2CDMG|1ZMB	1RMIN|29DUST|3RCR|49VULN|58AART|69CDMG|7RPLT|9BPWR|aZMB
222	22333 35544	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2CDMG|3RCR|45VULN|6MBVNT|7DMG|8ZMB|9AART|aBEXP
223	22333 35546	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2CDMG|3RCR|45VULN|6MBVNT|7DMG|8ZMB|9AART|aMGNLIT
224	22333 35547	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2CDMG|3RCR|45VULN|6MBVNT|7DMG|8ZMB|9AART|aLWND
225	22333 35548	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2CDMG|3RCR|45VULN|6MBVNT|7DMG|8ZMB|9AART|aLHND
226	25222 45323	   	170.79	ACR|4VULN|1AART|1CDMG	1RMIN|2LWND|3RCR|4568VULN|7AART|9CGEN|aCDMG
227	12222 45323	   	170.69	ACR|4VULN|1AART|1CDMG	1ERES|2FEWX|3RCR|4568VULN|7AART|9CGEN|aCDMG
228	12222 45341	   	170.69	ACR|4VULN|1AART|1CDMG	1ERES|29FEWX|3RCR|4568VULN|7AART|aCDMG
229	16222 45323	   	170.69	ACR|4VULN|1AART|1CDMG	1ERES|2LHND|3RCR|4568VULN|7AART|9CGEN|aCDMG
230	36222 45321	   	170.69	ACR|4VULN|1AART|1CDMG	1LEGI|29CGEN|3RCR|4568VULN|7AART|aCDMG
231	25222 45333	   	170.69	ACR|4VULN|1AART|1CDMG	1RMIN|2LWND|3RCR|4568VULN|7AART|9TLV|aCDMG
232	25221 16422	   	170.64	ACR|3VULN|1AART|3CDMG	1RMIN|289LWND|3RCR|489VULN|5AART|689CDMG|7RPLT|89BPWR|aCGEN
233	25221 16423	   	170.64	ACR|3VULN|1AART|3CDMG	1RMIN|289LWND|3RCR|489VULN|5AART|689CDMG|7RPLT|89BPWR|aLHND
234	26221 16421	   	170.64	ACR|3VULN|1AART|3CDMG	1RMIN|289FEWX|3RCR|489VULN|5AART|689CDMG|7RPLT|89BPWR|aDMSP
235	26221 16422	   	170.64	ACR|3VULN|1AART|3CDMG	1RMIN|289FEWX|3RCR|489VULN|5AART|689CDMG|7RPLT|89BPWR|aBEXP
236	22325 63125	   	170.64	ACR|3VULN|1AART|2CDMG|1ASPD	1RMIN|25CDMG|3RCR|45MLV|5BPWR|6AART|79aVULN|8ASPD
237	45222 61211	   	170.64	ACR|3VULN|1AART|1DMG|1DUR	1LWND|27CGEN|3RCR|45aVULN|6AART|8DMG|9DUR
238	65212 61211	   	170.64	ACR|3VULN|1AART|1DMG|1DUR	15aVULN|27CGEN|3RCR|4BEXP|6AART|8DMG|9DUR
239	12222 45351	   	170.59	ACR|4VULN|1AART|1CDMG	19ERES|2FEWX|3RCR|4568VULN|7AART|aCDMG
240	32222 65211	   	170.54	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|27MLV|3RCR|45aVULN|6AART|8DMG|9DUR
241	36222 61211	   	170.54	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|27CGEN|3RCR|45aVULN|6AART|8DMG|9DUR
242	36222 61262	   	170.54	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|27CGEN|3RCR|459VULN|6AART|8DMG|aDUR
243	22325 63325	   	170.50	ACR|2VULN|2AART|2CDMG|1ZMB	1RMIN|25CDMG|3RCR|45MLV|5BPWR|68AART|7aVULN|9ZMB
244	32222 66243	   	170.44	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|2MLV|3RCR|459VULN|6AART|7DUST|8DMG|aASPD
245	24221 16421	   	170.34	ACR|3VULN|1AART|3CDMG	1RMIN|289DUST|3RCR|489VULN|5AART|689CDMG|7RPLT|89BPWR|aDMSP
246	24221 16422	   	170.34	ACR|3VULN|1AART|3CDMG	1RMIN|289DUST|3RCR|489VULN|5AART|689CDMG|7RPLT|89BPWR|aFEWX
247	24221 16423	   	170.34	ACR|3VULN|1AART|3CDMG	1RMIN|289DUST|3RCR|489VULN|5AART|689CDMG|7RPLT|89BPWR|aBEXP
248	32221 12436	   	170.12	ACR|3VULN|1AART|1CDMG|2DUR	1LEGI|2aMLV|3RCR|49aVULN|5AART|6CDMG|7ERES|8aDUR|aBPWR
249	36221 12436	   	170.12	ACR|3VULN|1AART|1CDMG|2DUR	1LEGI|2aCGEN|3RCR|49aVULN|5AART|6CDMG|7ERES|8aDUR|aBPWR
250	22333 35561	   	170.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2CDMG|3RCR|45VULN|6MBVNT|7DMG|8ZMB|9DLOT|aAART
251	65221 22631	   	170.09	ACR|4VULN|1AART|1CDMG	145aVULN|2CGEN|3RCR|6RPLT|7ERES|8AART|9CDMG
252	65223 62213	   	170.04	ACR|4VULN|1DMG|1ZMB|1ASPD	146aVULN|2CGEN|3RCR|5DMG|7ZMB|8TLV|9ASPD
253	25222 45212	   	170.04	ACR|3VULN|1AART|1DMG|1DUR	1RMIN|2LWND|3RCR|456VULN|7AART|8DMG|9DUR|aLHND
254	25222 45232	   	170.04	ACR|3VULN|1AART|1DMG|1DUR	19RMIN|2LWND|3RCR|456VULN|7AART|8DMG|aDUR
255	25222 15211	   	170.04	ACR|3VULN|1AART|1DMG|1DUR	1RMIN|26LWND|3RCR|45aVULN|7AART|8DMG|9DUR
256	25223 45211	   	170.04	ACR|3VULN|1AART|1DMG|1DUR	1RMIN|25LWND|3RCR|46aVULN|7AART|8DMG|9DUR
257	45222 15211	   	170.04	ACR|3VULN|1AART|1DMG|1DUR	16LWND|2CGEN|3RCR|45aVULN|7AART|8DMG|9DUR
258	12222 45361	   	169.97	ACR|5VULN|1AART	19ERES|29FEWX|3RCR|45689VULN|7AART|9BPWR|aBEXP
259	12222 45212	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2FEWX|3RCR|456VULN|7AART|8DMG|9DUR|aLHND
260	12222 45215	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2FEWX|3RCR|456VULN|7AART|8DMG|9DUR|aBEXP
261	12222 45216	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2FEWX|3RCR|456VULN|7AART|8DMG|9DUR|aLIT
262	12222 45235	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2FEWX|3RCR|456VULN|7AART|8DMG|9RMIN|aDUR
263	12222 45242	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1ERES|29FEWX|3RCR|456VULN|7AART|8DMG|aDUR
264	16222 45212	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2aLHND|3RCR|456VULN|7AART|8DMG|9DUR
265	16222 45213	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2LHND|3RCR|456VULN|7AART|8DMG|9DUR|aRMIN
266	32222 45212	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|2MLV|3RCR|456VULN|7AART|8DMG|9DUR|aLHND
267	32222 45215	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|2MLV|3RCR|456VULN|7AART|8DMG|9DUR|aBEXP
268	32222 45216	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|2MLV|3RCR|456VULN|7AART|8DMG|9DUR|aLIT
269	32222 45243	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|2MLV|3RCR|456VULN|7AART|8DMG|9FEWX|aASPD
270	32222 45253	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	1LEGI|2MLV|3RCR|456VULN|7AART|8DMG|9LWND|aASPD
271	36222 45212	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|2CGEN|3RCR|456VULN|7AART|8DMG|9DUR|aLHND
272	46222 15211	   	169.94	ACR|3VULN|1AART|1DMG|1DUR	16LWND|2ERES|3RCR|45aVULN|7AART|8DMG|9DUR
273	24222 15243	   	169.94	ACR|3VULN|1AART|1DMG|1ASPD	1RMIN|2DUST|3RCR|459VULN|6LWND|7AART|8DMG|aASPD
274	53513 62233	   	169.88	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|2MLV|36aVULN|48ERES|5DMG|7RCR|9AART
275	53626 11221	 * 	169.88	ACR|2DMG|1AART|2ZMB|1CDMG|1FLTHEA|1DUR	14ZMB|2MLV|3CDMG|5RCR|68DMG|7DUR|9FLTHEA|aAART
276	35323 62152	 * 	169.87	DCR|4VULN|1DMG|1CDMG|1ASPD	1LEGI|2ASPD|3469VULN|5DMG|7RCR|8BEXP|aCDMG
277	35323 62432	   	169.87	DCR|4VULN|1DMG|1CDMG|1ASPD	1LEGI|2ASPD|3469VULN|5DMG|7RCR|8FEWX|aCDMG
278	35323 62532	   	169.87	DCR|4VULN|1DMG|1CDMG|1ASPD	1LEGI|2ASPD|3469VULN|5DMG|7RCR|8LHND|aCDMG
279	12222 45333	   	169.87	ACR|5VULN|1AART	1ERES|2FEWX|3RCR|4568aVULN|7AART|9MLV
280	12222 45343	   	169.87	ACR|5VULN|1AART	1ERES|29FEWX|3RCR|4568aVULN|7AART
281	12222 45363	   	169.87	ACR|5VULN|1AART	19ERES|29FEWX|3RCR|45689VULN|7AART|9BPWR|aDUST
282	32222 45323	   	169.87	ACR|5VULN|1AART	1LEGI|2MLV|3RCR|4568aVULN|7AART|9CGEN
283	32222 45341	   	169.87	ACR|5VULN|1AART	1LEGI|2MLV|3RCR|4568aVULN|7AART|9FEWX
284	36222 45323	   	169.87	ACR|5VULN|1AART	1LEGI|29CGEN|3RCR|4568aVULN|7AART
285	12222 45214	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2FEWX|3RCR|456VULN|7AART|8DMG|9DUR|aBASICY
286	12222 45261	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2FEWX|3RCR|456VULN|7AART|8DMG|9LSRHEA|aDUR
287	12251 45211	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	14ERES|2FEWX|3RCR|56aVULN|7AART|8DMG|9DUR
288	16222 45222	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	1ERES|2LHND|3RCR|456VULN|7AART|8DMG|9DLOT|aDUR
289	32222 45214	   	169.84	ACR|3VULN|1AART|1DMG|1DUR	1LEGI|2MLV|3RCR|456VULN|7AART|8DMG|9DUR|aBASICY
290	22523 62363	 * 	169.82	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RMIN|2CDMG|3RCVC|4VULN|5aDMG|6RCR|7LIT|8ASPD|9AART
291	65221 12125	   	169.78	ACR|4VULN|2DMG	145aVULN|27CGEN|3RCR|6aCANSTR|8BELT|9aDMG|aBPWR
292	51626 11221	   	169.78	ACR|2DMG|1AART|2ZMB|1CDMG|1FLTHEA|1DUR	14ZMB|2TLV|3CDMG|5RCR|68DMG|7DUR|9FLTHEA|aAART
293	35323 62225	   	169.77	DCR|4VULN|1DMG|1CDMG|1ASPD	1LEGI|2ASPD|346aVULN|5DMG|7RCR|8ERES|9CDMG
294	12222 45353	   	169.77	ACR|5VULN|1AART	19ERES|2FEWX|3RCR|4568aVULN|7AART
295	32222 45333	   	169.77	ACR|5VULN|1AART	1LEGI|2MLV|3RCR|4568aVULN|7AART|9TLV
296	65223 16211	   	169.69	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	147VULN|2CGEN|3RCR|5DMG|6CDMG|8MLV|9ZMB|aDUR
297	65223 61211	   	169.69	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	146VULN|2CGEN|3RCR|5DMG|7CDMG|8MLV|9ZMB|aDUR
298	25222 42263	   	169.69	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2LWND|3RCR|456VULN|7CDMG|8DMG|9DUR|aZMB
299	32222 42263	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LEGI|2MLV|3RCR|456VULN|7CDMG|8DMG|9DUR|aZMB
300	36222 42263	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LEGI|2CGEN|3RCR|456VULN|7CDMG|8DMG|9DUR|aZMB
301	66223 16211	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	147VULN|2ERES|3RCR|5DMG|6CDMG|8MLV|9ZMB|aDUR
302	66223 61211	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	146VULN|2ERES|3RCR|5DMG|7CDMG|8MLV|9ZMB|aDUR
303	22333 35523	   	169.59	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1RMIN|2CDMG|3RCR|45aVULN|6MBVNT|7DMG|8ZMB|9DUR
304	23214 34431	   	169.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2RCVC|3LIT|4ZMB|5AART|67VULN|8DMG|9RCR|aCDMG
305	22333 24416	   	169.33	ACR|3VULN|2DMG|1CDMG	1RMIN|2CDMG|3RCR|459VULN|6LWND|7aDMG|8RPLT
306	65223 12121	   	169.33	ACR|3VULN|2DMG|1CDMG	148VULN|2CGEN|3RCR|5aDMG|6CDMG|7LIT|9MGNSTR
307	65223 16222	   	169.33	ACR|3VULN|2DMG|1CDMG	147VULN|29CGEN|3RCR|5aDMG|6CDMG|8MLV
308	65223 16321	   	169.33	ACR|3VULN|2DMG|1CDMG	147VULN|2CGEN|3RCR|5aDMG|6CDMG|8LIT|9MGNSTR
309	65223 61222	   	169.33	ACR|3VULN|2DMG|1CDMG	146VULN|29CGEN|3RCR|5aDMG|7CDMG|8MLV
310	65223 61321	   	169.33	ACR|3VULN|2DMG|1CDMG	146VULN|2CGEN|3RCR|5aDMG|7CDMG|8LIT|9MGNSTR
311	24223 62632	   	169.33	ACR|3VULN|2DMG|1CDMG	1RMIN|28DUST|3RCR|489VULN|5LWND|6LHND|78DMG|8BPWR|aCDMG
312	25221 16141	   	169.33	ACR|3VULN|2AART|1CDMG	1RMIN|2LWND|3RCR|49aVULN|58AART|6CDMG|7RPLT
313	25222 42236	   	169.33	ACR|3VULN|2DMG|1CDMG	1RMIN|2LWND|3RCR|456VULN|7CDMG|8aDMG|9BEXP
314	26221 16141	   	169.33	ACR|3VULN|2AART|1CDMG	1RMIN|2FEWX|3RCR|49aVULN|58AART|6CDMG|7RPLT
315	65211 13141	   	169.33	ACR|3VULN|2AART|1CDMG	19aVULN|2CGEN|3RCR|4BEXP|58AART|6CDMG|7RPLT
316	65223 12221	 * 	169.33	ACR|3DMG|2VULN|1CDMG	14VULN|2CGEN|3RCR|58aDMG|6CDMG|7LIT|9MGNSTR
317	12133 53534	 * 	169.29	DCR|2AART|1VULN|1DMG|1FLTHEA|1CDMG	1ERES|2FEWX|3DMG|4FLTHEA|5aAART|6RCR|7VULN|8CDMG|9MLV
318	66221 41211	   	169.27	ACR|5VULN|1AART	14567VULN|267ERES|3RCR|67BPWR|8AART|9LIT|aDMSP
319	66221 41213	   	169.27	ACR|5VULN|1AART	14567VULN|267ERES|3RCR|67BPWR|8AART|9LIT|aRMIN
320	66221 41222	   	169.27	ACR|5VULN|1AART	14567VULN|267ERES|3RCR|67BPWR|8AART|9BEXP|aCGEN
321	66221 41223	   	169.27	ACR|5VULN|1AART	14567VULN|267ERES|3RCR|67BPWR|8AART|9BEXP|aLWND
322	16126 52131	 * 	169.26	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|24LHND|34DMG|4BPWR|5CDMG|68VULN|7LIT|9RCR|aAART
323	65323 12231	   	169.26	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2CGEN|3LHND|58DMG|6CDMG|7LIT|9RCR|aAART
324	12133 55216	 * 	169.24	DCR|2DMG|1AART|1FLTHEA|1CDMG|1DUR|1ASPD	1ERES|2FEWX|3aDMG|4FLTHEA|5AART|6RCR|7CDMG|8ASPD|9DUR
325	25221 63222	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2LWND|3RCR|47VULN|5AART|6DMG|8CDMG|9FEWX|aDUR
326	25221 63262	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2LWND|3RCR|47VULN|5AART|6DMG|8CDMG|9BEXP|aDUR
327	25221 63512	   	169.23	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RMIN|2LWND|3RCR|47VULN|5AART|6DMG|8LIT|9ASPD|aCDMG
328	25221 11662	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RMIN|2LWND|3RCR|4VULN|5AART|6CDMG|7BEXP|89DMG|aDUR
329	24222 42236	   	169.23	ACR|3VULN|2DMG|1CDMG	1RMIN|2DUST|3RCR|456VULN|7CDMG|8aDMG|9BEXP
330	32222 42236	   	169.23	ACR|3VULN|2DMG|1CDMG	1LEGI|2MLV|3RCR|456VULN|7CDMG|8aDMG|9BEXP
331	36222 42236	   	169.23	ACR|3VULN|2DMG|1CDMG	1LEGI|2CGEN|3RCR|456VULN|7CDMG|8aDMG|9BEXP
332	65221 32236	   	169.23	ACR|3VULN|2DMG|1CDMG	145VULN|2CGEN|3RCR|6DUST|7CDMG|8aDMG|9BEXP
333	66223 12121	   	169.23	ACR|3VULN|2DMG|1CDMG	148VULN|2ERES|3RCR|5aDMG|6CDMG|7LIT|9MGNSTR
334	66223 12221	   	169.23	ACR|3DMG|2VULN|1CDMG	14VULN|2ERES|3RCR|58aDMG|6CDMG|7LIT|9MGNSTR
335	66223 12226	   	169.23	ACR|3VULN|2DMG|1CDMG	14aVULN|2ERES|3RCR|58DMG|6CDMG|7LIT|9MGNSTR
336	66223 16232	   	169.23	ACR|3VULN|2DMG|1CDMG	147VULN|2ERES|3RCR|5aDMG|6CDMG|8MLV|9DMSP
337	66223 16321	   	169.23	ACR|3VULN|2DMG|1CDMG	147VULN|2ERES|3RCR|5aDMG|6CDMG|8LIT|9MGNSTR
338	66223 61232	   	169.23	ACR|3VULN|2DMG|1CDMG	146VULN|2ERES|3RCR|5aDMG|7CDMG|8MLV|9DMSP
339	66223 61321	   	169.23	ACR|3VULN|2DMG|1CDMG	146VULN|2ERES|3RCR|5aDMG|7CDMG|8LIT|9MGNSTR
340	24221 16141	   	169.23	ACR|3VULN|2AART|1CDMG	1RMIN|2DUST|3RCR|49aVULN|58AART|6CDMG|7RPLT
341	66211 13141	   	169.23	ACR|3VULN|2AART|1CDMG	19aVULN|2ERES|3RCR|4BEXP|58AART|6CDMG|7RPLT
342	66231 42223	   	169.23	ACR|3VULN|2DMG|1CDMG	189VULN|29ERES|3RCR|4BASHEA|5LWND|6RPLT|79DMG|9BPWR|aCDMG
343	63323 12235	   	169.16	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2DUST|3MLV|58DMG|6CDMG|7LIT|9RCR|aAART
344	66323 12231	   	169.16	DCR|2VULN|2DMG|1AART|1CDMG	14VULN|2ERES|3LHND|58DMG|6CDMG|7LIT|9RCR|aAART
345	12132 35215	 * 	169.15	ACR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	16ERES|2FEWX|37DMG|4FLTHEA|5RCR|8AART|9VULN|aCDMG
346	16132 35215	   	169.15	ACR|2DMG|1AART|1VULN|1FLTHEA|1CDMG	16ERES|2LHND|37DMG|4FLTHEA|5RCR|8AART|9VULN|aCDMG
347	16221 11662	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1ERES|2LHND|3RCR|4VULN|5AART|6CDMG|7BEXP|89DMG|aDUR
348	25221 63212	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RMIN|2LWND|3RCR|47VULN|5AART|6DMG|8CDMG|9DUST|aDUR
349	32221 11662	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LEGI|2MLV|3RCR|4VULN|5AART|6CDMG|7BEXP|89DMG|aDUR
