0	Index      	 *	Score 	Summary	Detail	
1	43651 24134	 * 	180.76	DCR|2VULN|2DMG|1AART|1CDMG	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9aVULN
166	61531 23233	   	163.21	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RPLT|3AART|4LHND|58aVULN|6BEXP|7RCR|9CDMG
167	61531 43233	   	163.21	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2RPLT|3AART|4LHND|58aVULN|6FEWX|7RCR|9CDMG
168	43651 24131	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	17aLWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9VULN
169	43651 24132	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9VULN|aDMSP
170	43632 24123	   	163.10	ACR|3VULN|1AART|1DMG	1LWND|2LIT|3AART|4RCR|58aVULN|6CGEN|7MGNLIT|9DMG
171	36327 13234	 * 	163.02	DCR|3VULN|1AART|2ASPD|1CDMG	1LEGI|235VULN|4MBVNT|6AART|78ASPD|9RCR|aCDMG
172	11363 33622	   	163.01	DCR|2AART|2VULN|1DMG|1ASPD	17ERES|2BELT|3aAART|4ASPD|57LIT|67VULN|7BPWR|8RCR|9DMG
173	43651 21134	   	162.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|27LIT|3AART|4DMG|5MBVNT|6RCR|8CDMG|9aVULN
174	16313 43521	   	162.96	DCR|2AART|2VULN|1CDMG|1ZMB	1ERES|25VULN|36AART|4CGEN|7RCR|8ZMB|9CDMG|aBELT
175	16313 43531	   	162.96	DCR|2AART|2VULN|1CDMG|1ZMB	1ERES|25VULN|36AART|4CGEN|7RCR|8ZMB|9RPLT|aCDMG
176	14331 41523	   	162.88	DCR|2DMG|1AART|1VULN|1FLTHEA	15ERES|2LHND|3AART|4BEXP|6RCR|7FLTHEA|8aDMG|9VULN
177	16313 43523	   	162.86	DCR|2AART|2VULN|1CDMG|1ZMB	1aERES|25VULN|36AART|4CGEN|7RCR|8ZMB|9CDMG
178	16263 36223	 * 	162.82	DCR|3DMG|2VULN|2ZMB	1ERES|27VULN|34ZMB|58aDMG|6BEXP|9RCR
179	16236 16321	   	162.81	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ERES|25VULN|3ZMB|4LWND|6AART|7DMG|8DUR|9ASPD|aRCR
180	16313 43522	   	162.72	DCR|2AART|2VULN|1CDMG|1ZMB|1SELL	1ERES|25VULN|36AART|4CGEN|7RCR|8ZMB|9CDMG|aSELL
181	31156 51221	   	162.71	DCR|2VULN|2DMG|1AART	1LEGI|2AART|36LIT|45DMG|7aVULN|8RCR|9LHND
182	31132 33312	 * 	162.71	ACR|3VULN|1AART|2DUR|1ASPD	1LEGI|2AART|3LIT|4RCR|589VULN|6ASPD|7aDUR
183	31132 33351	   	162.71	ACR|3VULN|1AART|2DUR|1ASPD	1LEGI|2AART|3LIT|4RCR|58aVULN|6ASPD|79DUR
184	31132 33611	   	162.71	ACR|3VULN|1AART|2DUR|1ASPD	1LEGI|2AART|3LIT|4RCR|59aVULN|6ASPD|78DUR
185	16431 14333	   	162.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|2aVULN|3DMG|4DUR|5RPLT|6LEGI|7AART|8RCR|9CDMG
186	43353 13322	 * 	162.61	ACR|3VULN|3ZMB|1CDMG|1DUR	19aLWND|2LIT|39aVULN|4DUR|5RCR|6CDMG|79aZMB|8RMIN|9aBPWR
187	53231 21222	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LHND|aDUR
188	53231 21252	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LWND|aDUR
189	53231 23221	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2MLV|3AART|4ZMB|56DMG|7DUR|8RCR|9LHND|aVULN
190	53231 23234	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2MLV|3AART|4ZMB|56DMG|7DUR|8RCR|9RMIN|aVULN
191	53231 23251	   	162.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2MLV|3AART|4ZMB|56DMG|7DUR|8RCR|9LWND|aVULN
192	55231 21222	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LHND|aDUR
193	55231 21252	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9LWND|aDUR
194	55231 23221	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2TLV|3AART|4ZMB|56DMG|7DUR|8RCR|9LHND|aVULN
195	55231 23234	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2TLV|3AART|4ZMB|56DMG|7DUR|8RCR|9RMIN|aVULN
196	55231 23251	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2TLV|3AART|4ZMB|56DMG|7DUR|8RCR|9LWND|aVULN
197	53231 23214	   	162.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2MLV|3AART|4ZMB|56DMG|7DUR|8RCR|9ERES|aVULN
198	55231 23214	   	162.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2TLV|3AART|4ZMB|56DMG|7DUR|8RCR|9ERES|aVULN
199	43653 21221	   	162.21	DCR|2VULN|2DMG|1AART	15LWND|2LIT|3AART|46DMG|7aVULN|8RCR|9LHND
200	43632 33611	   	162.21	ACR|3VULN|1AART|2DUR|1ASPD	1LWND|2LIT|3AART|4RCR|59aVULN|6ASPD|78DUR
201	31151 24314	 * 	162.16	DCR|2DMG|1AART|1VULN|2DUR	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8aDUR|9VULN
202	36321 53211	 * 	162.13	DCR|3VULN|1DMG|1CDMG|1ZMB	1LEGI|23aVULN|4MBVNT|5RPLT|6RCR|7CDMG|8DMG|9ZMB
203	16411 14332	   	162.09	DCR|2VULN|1AART|1DMG|2CDMG	1aERES|2aVULN|3DMG|4FEWX|5RPLT|6LEGI|7AART|8RCR|9aCDMG|aBPWR
204	16422 14332	   	162.09	DCR|2VULN|1AART|1DMG|2CDMG	1aERES|2aVULN|3DMG|4RPLT|5BEXP|6LEGI|7AART|8RCR|9aCDMG|aBPWR
205	31132 46112	 * 	162.02	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|6DUR|7FLTHEA|8DLOT|9CDMG
206	36321 54632	   	161.98	DCR|3VULN|1AART|2CDMG	1LEGI|23aVULN|4MBVNT|5RPLT|6RCR|7aFEWX|8AART|9aCDMG|aBPWR
207	31132 32316	   	161.92	ACR|3VULN|2AART|1ASPD	1LEGI|2aAART|3LIT|4RCR|589VULN|6ASPD|7LHND
208	63353 11241	   	161.90	DCR|3VULN|1AART|1CDMG|2DUR	14DUR|2LIT|38aVULN|5RPLT|6AART|7CDMG|9RCR
209	31132 33342	   	161.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7DUR|9DMG|aBELT
210	31132 32344	   	161.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7LHND|9DMG|aDUR
211	43651 24314	   	161.76	DCR|2DMG|1AART|1VULN|2DUR	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8aDUR|9VULN
212	43651 24341	   	161.76	DCR|2DMG|1AART|1VULN|2DUR	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|89DUR|aVULN
213	31132 33341	   	161.72	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7DUR|9DMG|aDUST
214	31132 33345	   	161.72	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7DUR|9DMG|aTLV
215	31133 41243	   	161.70	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1LEGI|2AART|3LIT|4RCR|5SELL|6DUR|7CDMG|8VULN|9DMG|aZMB
216	63352 23221	   	161.65	DCR|3VULN|1AART|2DUR|1ZMB	14DUR|2LIT|35aVULN|6AART|7ZMB|8RCR|9LHND
217	63352 23234	   	161.65	DCR|3VULN|1AART|2DUR|1ZMB	14DUR|2LIT|35aVULN|6AART|7ZMB|8RCR|9RMIN
218	63352 23251	   	161.65	DCR|3VULN|1AART|2DUR|1ZMB	14DUR|2LIT|35aVULN|6AART|7ZMB|8RCR|9BEXP
219	12514 62113	 * 	161.64	ACR|3VULN|2DMG|1ZMB|1SELL	18ERES|2RCVC|3SELL|4CGEN|5RCR|689VULN|78DMG|8BPWR|aZMB
220	63352 23214	   	161.55	DCR|3VULN|1AART|2DUR|1ZMB	14DUR|2LIT|35aVULN|6AART|7ZMB|8RCR|9ERES
221	46216 11331	   	161.47	DCR|3VULN|2DMG|1ZMB	1LWND|26DMG|3ZMB|4FEWX|56aVULN|6BPWR|7MLV|8RCR|9DUST
222	32151 32326	 * 	161.43	ACR|2VULN|2AART|1DMG|1ASPD	1LEGI|2LHND|38VULN|4ASPD|5RCR|69AART|7ERES|aDMG
223	53252 33411	   	161.42	ACR|3VULN|2AART|1DUR	1LIT|2MLV|38AART|4RCR|5FEWX|69aVULN|7DUR
224	31133 21246	 * 	161.35	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1LEGI|2AART|3LIT|4RCR|5SELL|6LWND|7CDMG|8aVULN|9DMG
225	31133 31246	 * 	161.35	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1LEGI|2AART|3LIT|4RCR|5SELL|6LHND|7CDMG|8aVULN|9DMG
226	53251 33511	   	161.32	ACR|3VULN|2AART|1DUR	1LIT|2MLV|38AART|4RCR|5MBVNT|69aVULN|7DUR
227	31151 22551	   	161.27	DCR|2AART|2DMG|1VULN	1LEGI|28AART|3LIT|49DMG|5MBVNT|6RCR|7LWND|aVULN
228	43633 31243	   	161.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1LWND|2LIT|3AART|4RCR|5SELL|6DUR|7CDMG|8VULN|9DMG|aZMB
229	32151 35511	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LEGI|2LHND|37VULN|4ASPD|5RCR|6AART|8ZMB|9LWND|aDMG
230	56231 12531	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|5DMG|6aLWND|7RCR|8CDMG|9VULN
231	56231 12532	   	161.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|5DMG|6LWND|7RCR|8CDMG|9VULN|aDMSP
232	31156 31332	   	161.01	DCR|2AART|2DMG|1VULN|1DUR	1LEGI|26AART|3LIT|45DMG|7VULN|8DUST|9RCR|aDUR
233	31156 33331	   	161.01	DCR|2AART|2DMG|1VULN|1DUR	1LEGI|26AART|3LIT|45DMG|7DUR|8DUST|9RCR|aVULN
234	31132 33444	 * 	160.98	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	1LEGI|28AART|3LIT|4RCR|5VULN|6ASPD|7aDUR|9DMG
235	31151 24267	   	160.93	DCR|2DMG|1AART|1VULN|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8FEWX|9ZMB|aVULN
236	31151 24467	   	160.93	DCR|2DMG|1AART|1VULN|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8BEXP|9ZMB|aVULN
237	31151 24711	   	160.93	DCR|2DMG|1AART|1VULN|1ZMB	1LEGI|2AART|379LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|aVULN
238	31151 24735	   	160.93	DCR|2DMG|1AART|1VULN|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|9DMSP|aVULN
239	31151 24742	   	160.93	DCR|2DMG|1AART|1VULN|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|9VULN|aRCVC
240	31151 24743	   	160.93	DCR|2DMG|1AART|1VULN|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|9VULN|aRMIN
241	31151 24744	   	160.93	DCR|2DMG|1AART|1VULN|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|9VULN|aLHND
242	31151 24746	   	160.93	DCR|2DMG|1AART|1VULN|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|9VULN|aCGEN
243	52234 21234	   	160.91	DCR|2VULN|2DMG|1AART	1LIT|2ERES|36DMG|4CGEN|5AART|7aVULN|8RCR|9RCVC
244	52234 21251	   	160.91	DCR|2VULN|2DMG|1AART	1LIT|2ERES|36DMG|4CGEN|5AART|7aVULN|8RCR|9LWND
245	16331 41232	   	160.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	157ERES|27VULN|3AART|47BEXP|6RCR|7BPWR|8CDMG|9DUR|aZMB
246	31156 31226	 * 	160.85	DCR|3AART|2DMG|1VULN	1LEGI|26aAART|3LIT|45DMG|7VULN|8RCR|9LHND
247	31151 21747	   	160.83	DCR|2VULN|1AART|1DMG|1ZMB	1LEGI|2AART|37LIT|4DMG|5MBVNT|6RCR|8ZMB|9aVULN
248	31151 24721	   	160.83	DCR|2DMG|1AART|1VULN|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|9ERES|aVULN
249	16263 36222	 * 	160.82	DCR|2VULN|2DMG|2ZMB|1CDMG	1ERES|27VULN|34ZMB|58DMG|6BEXP|9RCR|aCDMG
250	52214 21234	   	160.81	DCR|2VULN|2DMG|1AART	1LIT|2ERES|36DMG|4TLV|5AART|7aVULN|8RCR|9RCVC
251	52214 21251	   	160.81	DCR|2VULN|2DMG|1AART	1LIT|2ERES|36DMG|4TLV|5AART|7aVULN|8RCR|9LWND
252	52234 21214	   	160.81	DCR|2VULN|2DMG|1AART	1LIT|29ERES|36DMG|4CGEN|5AART|7aVULN|8RCR
253	52234 21221	   	160.81	DCR|2VULN|2DMG|1AART	1LIT|2ERES|36DMG|4CGEN|5AART|7aVULN|8RCR|9MBVNT
254	31156 21612	   	160.78	DCR|3DMG|1AART|1VULN	1LEGI|2AART|37LIT|456DMG|8RCR|9VULN|aBEXP
255	31156 21613	   	160.78	DCR|3DMG|1AART|1VULN	1LEGI|2AART|37LIT|456DMG|8RCR|9VULN|aRMIN
256	52214 21214	   	160.71	DCR|2VULN|2DMG|1AART	1LIT|29ERES|36DMG|4TLV|5AART|7aVULN|8RCR
257	52214 21221	   	160.71	DCR|2VULN|2DMG|1AART	1LIT|2ERES|36DMG|4TLV|5AART|7aVULN|8RCR|9MBVNT
258	11366 34211	   	160.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2BELT|3AART|4ASPD|5DMG|6MBVNT|7RCR|8aVULN|9DUR
259	31152 33333	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LEGI|2AART|3LIT|4DMG|5FEWX|68VULN|7DUR|9RCR|aZMB
260	56233 22211	   	160.56	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59aVULN|6MLV|7RCR|8FEWX
261	56233 22411	   	160.56	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59aVULN|6MLV|7RCR|8LWND
262	31132 33643	   	160.53	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1LEGI|2AART|3LIT|4RCR|5VULN|6ASPD|78DUR|9DMG|aZMB
263	32152 35231	   	160.52	DCR|3VULN|1AART|1DMG|1ASPD	1LEGI|2LHND|378VULN|4ASPD|5BEXP|6AART|9DMG|aRCR
264	36316 13331	   	160.52	DCR|3VULN|1AART|1DMG|1ASPD	1LEGI|235VULN|4FEWX|6AART|7ASPD|8BEXP|9DMG|aRCR
265	36336 14331	   	160.52	DCR|3VULN|1AART|1DMG|1ASPD	1LEGI|235VULN|4LWND|6AART|7ASPD|8BEXP|9DMG|aRCR
266	16313 41116	   	160.51	DCR|2AART|2VULN|1DMG|1DUR	1ERES|25VULN|36AART|4CGEN|7LIT|8DUR|9RCR|aDMG
267	11322 51422	 * 	160.46	DCR|3DMG|1AART|1CDMG|1DUR|1SELL	1ERES|2BELT|3AART|4CDMG|5DUR|67aDMG|8RCR|9SELL
268	11324 35422	 * 	160.46	DCR|3DMG|1AART|1CDMG|1DUR|1SELL	1ERES|2BELT|3AART|4CDMG|56aDMG|7DUR|8RCR|9SELL
269	56233 42211	   	160.46	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|59aVULN|6ERES|7RCR|8FEWX
270	36336 53231	 * 	160.45	DCR|5VULN|1AART	1LEGI|23578VULN|48LWND|68VENICY|8BPWR|9RCR|aAART
271	32153 35231	   	160.42	DCR|3VULN|1AART|1DMG|1ASPD	1LEGI|2LHND|378VULN|4ASPD|5DUST|6AART|9DMG|aRCR
272	36346 13331	   	160.42	DCR|3VULN|1AART|1DMG|1ASPD	1LEGI|235VULN|4DUST|6AART|7ASPD|8BEXP|9DMG|aRCR
273	16313 12333	   	160.41	DCR|3VULN|2AART|1CDMG	1ERES|258VULN|39AART|4CGEN|6CDMG|7BELT|aRCR
274	31156 12331	   	160.31	DCR|2VULN|2DMG|1AART	1LEGI|2AART|3LIT|45DMG|6LWND|7aVULN|8RCVC|9RCR
275	16436 23123	 * 	160.30	DCR|3VULN|2DMG|2DUR	18ERES|258VULN|3aDMG|47DUR|68MLV|8BPWR|9RCR
276	43351 11222	 * 	160.26	DCR|4VULN|3CDMG|1DUR	19aLWND|2LIT|379aVULN|4DUR|5BEXP|69aCDMG|8RCR|9aBPWR
277	31156 51331	   	160.21	DCR|2VULN|2DMG|1AART	1LEGI|2AART|36LIT|45DMG|7aVULN|8DUST|9RCR
278	32221 45216	   	160.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LEGI|2LHND|3BELT|4aVULN|5ASPD|6RCR|7DMG|8AART|9DUR
279	16362 12214	   	160.17	DCR|3VULN|2AART|1ZMB	1ERES|27aVULN|36AART|4LIT|5FEWX|8ZMB|9RCR
280	16363 12214	   	160.17	DCR|3VULN|2AART|1ZMB	1ERES|27aVULN|36AART|4LIT|5LWND|8ZMB|9RCR
281	16331 43147	   	160.13	DCR|2VULN|1AART|1DMG|1ZMB	15ERES|2aVULN|3AART|4BEXP|6RCR|7ZMB|8MBVNT|9DMG
282	16366 22221	   	160.08	DCR|3VULN|1AART|1DMG	1ERES|27aVULN|3AART|4LIT|5DMG|6MLV|8RCR|9MBVNT
283	53231 21342	   	160.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8DUST|9RCR|aDUR
284	53231 23341	   	160.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2MLV|3AART|4ZMB|56DMG|7DUR|8DUST|9RCR|aVULN
285	36327 24483	 * 	160.00	DCR|4VULN|3ZMB	1LEGI|2359VULN|4MBVNT|6RCR|7RCVC|89aZMB|9BPWR
286	55231 21342	   	159.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8DUST|9RCR|aDUR
287	55231 23341	   	159.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2TLV|3AART|4ZMB|56DMG|7DUR|8DUST|9RCR|aVULN
288	31132 31132	   	159.92	ACR|2AART|2VULN|1CDMG|1ASPD	1LEGI|2aAART|37LIT|4RCR|59VULN|6ASPD|8CDMG
289	33151 23543	   	159.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LEGI|2DUST|3aVULN|4ASPD|5RCR|6LHND|7ZMB|8AART|9DMG
290	32151 35262	   	159.78	ACR|4VULN|1AART|1ASPD	1LEGI|2LHND|378aVULN|4ASPD|5RCR|6AART|9RCVC
291	32151 35611	   	159.78	ACR|4VULN|1AART|1ASPD	1LEGI|2LHND|379aVULN|4ASPD|5RCR|6AART|8LIT
292	31134 35313	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LEGI|25AART|3LIT|4RCR|6LHND|7DMG|8DUR|9VULN|aZMB
293	31134 55313	   	159.75	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LEGI|25AART|3LIT|4RCR|6LWND|7DMG|8DUR|9VULN|aZMB
294	31134 55132	 * 	159.73	ACR|3AART|1VULN|1DMG|1CDMG	1LEGI|25aAART|3LIT|4RCR|6LWND|7DMG|8CDMG|9VULN
295	43653 21331	   	159.71	DCR|2VULN|2DMG|1AART	15LWND|2LIT|3AART|46DMG|7aVULN|8DUST|9RCR
296	53233 13623	   	159.68	DCR|2VULN|1AART|1DMG|2ZMB	17LIT|2MLV|3AART|47ZMB|57VULN|6BELT|7BPWR|8RCR|9DMG|aLHND
297	53233 13624	   	159.68	DCR|2VULN|1AART|1DMG|2ZMB	17LIT|2MLV|3AART|47ZMB|57VULN|6BELT|7BPWR|8RCR|9DMG|aLWND
298	32151 35243	   	159.68	ACR|4VULN|1AART|1ASPD	1LEGI|2LHND|378aVULN|4ASPD|5RCR|6AART|9TLV
299	55233 13623	   	159.58	DCR|2VULN|1AART|1DMG|2ZMB	17LIT|2TLV|3AART|47ZMB|57VULN|6BELT|7BPWR|8RCR|9DMG|aLHND
300	53233 13621	   	159.58	DCR|2VULN|1AART|1DMG|2ZMB	17LIT|2MLV|3AART|47ZMB|57VULN|6BELT|7BPWR|8RCR|9DMG|aDUST
301	53233 13625	   	159.58	DCR|2VULN|1AART|1DMG|2ZMB	17LIT|2MLV|3AART|47ZMB|57VULN|6BELT|7BPWR|8RCR|9DMG|aERES
302	36211 46131	   	159.58	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1LEGI|2VULN|3FEWX|4aCDMG|5AART|6ASPD|7DMG|8RCR|9DUR
303	46216 11323	   	159.56	DCR|2VULN|2DMG|1CDMG|1ZMB	1LWND|26DMG|3ZMB|4FEWX|56VULN|6BPWR|7MLV|8RCR|9RCVC|aCDMG
304	31133 44351	   	159.50	ACR|2AART|1VULN|1DMG|1ZMB|1DUR|1SELL	1LEGI|2aAART|3LIT|4RCR|5SELL|6DUR|7VULN|8DMG|9ZMB
305	31621 63221	   	159.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1LEGI|2AART|3LWND|48VULN|57DUR|6DMG|9ASPD|aRCR
306	53231 21264	 * 	159.48	DCR|2DMG|1AART|1VULN|2ZMB	1LIT|2MLV|3AART|4aZMB|56DMG|7VULN|8RCR|9RPLT
307	53233 32245	   	159.48	DCR|2VULN|1AART|1DMG|2ZMB	1LIT|2MLV|3AART|49ZMB|57VULN|6CGEN|8RCR|aDMG
308	55233 13621	   	159.48	DCR|2VULN|1AART|1DMG|2ZMB	17LIT|2TLV|3AART|47ZMB|57VULN|6BELT|7BPWR|8RCR|9DMG|aDUST
309	43632 31132	   	159.42	ACR|2AART|2VULN|1CDMG|1ASPD	1LWND|27LIT|3aAART|4RCR|59VULN|6ASPD|8CDMG
310	43632 35132	   	159.42	ACR|2AART|2VULN|1CDMG|1ASPD	17LWND|2LIT|3aAART|4RCR|59VULN|6ASPD|8CDMG
311	56253 31132	   	159.42	ACR|2AART|2VULN|1CDMG|1ASPD	17LIT|2ASPD|3aAART|4RCR|5LWND|69VULN|8CDMG
312	31132 14661	   	159.39	ACR|2AART|2VULN|1DMG	1LEGI|28AART|3LIT|4RCR|5aVULN|6FEWX|7RPLT|9DMG
313	31134 22246	   	159.39	ACR|2AART|2VULN|1DMG	1LEGI|25AART|3LIT|4RCR|6MLV|7aVULN|8FEWX|9DMG
314	31134 35241	   	159.39	ACR|2AART|2DMG|1VULN	1LEGI|25AART|3LIT|4RCR|6LHND|79DMG|8FEWX|aVULN
315	31135 12461	   	159.39	ACR|2AART|2DMG|1VULN	1LEGI|2aAART|3LIT|4RCR|5RPLT|6MLV|7VULN|89DMG
316	16313 23245	   	159.38	DCR|2VULN|1AART|1DMG|2ZMB	1ERES|25VULN|3AART|4CGEN|6LIT|79ZMB|8RCR|aDMG
317	61511 23232	   	159.36	DCR|2VULN|1AART|2CDMG|2DUR	1aDUR|2RPLT|3AART|4aLWND|58VULN|6BEXP|7RCR|9aCDMG|aBPWR
318	61511 43232	   	159.36	DCR|2VULN|1AART|2CDMG|2DUR	1aDUR|2RPLT|3AART|4aLWND|58VULN|6FEWX|7RCR|9aCDMG|aBPWR
319	61531 23232	   	159.36	DCR|2VULN|1AART|2CDMG|2DUR	1aDUR|2RPLT|3AART|4aLHND|58VULN|6BEXP|7RCR|9aCDMG|aBPWR
320	61531 43232	   	159.36	DCR|2VULN|1AART|2CDMG|2DUR	1aDUR|2RPLT|3AART|4aLHND|58VULN|6FEWX|7RCR|9aCDMG|aBPWR
321	32151 35613	   	159.32	ACR|3VULN|1AART|1CDMG|1ASPD	1LEGI|2LHND|379VULN|4ASPD|5RCR|6AART|8LIT|aCDMG
322	31136 12246	   	159.29	ACR|2AART|2VULN|1DMG	1LEGI|26AART|3LIT|4RCR|5TLV|7aVULN|8FEWX|9DMG
323	16236 23211	   	159.26	DCR|3VULN|1AART|1ZMB|1ASPD	1ERES|25aVULN|3ZMB|4LWND|6RCR|7LIT|8ASPD|9AART
324	31133 41213	   	159.23	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1LEGI|2AART|3LIT|4RCR|5SELL|6DUR|7CDMG|89VULN|aZMB
325	32151 35225	   	159.22	ACR|3VULN|1AART|2ASPD|1DUR	1LEGI|2LHND|378VULN|49ASPD|5RCR|6AART|aDUR
326	31151 24175	 * 	159.17	DCR|3DMG|1AART|1CDMG	1LEGI|2AART|37LIT|47aDMG|5MBVNT|6RCR|7BPWR|8CDMG|9CGEN
327	36327 23712	   	159.16	DCR|3VULN|1AART|1ZMB|1DUR	1LEGI|235VULN|4MBVNT|6RCR|7LIT|8ZMB|9AART|aDUR
328	63352 23331	   	159.15	DCR|3VULN|1AART|2DUR|1ZMB	14DUR|2LIT|35aVULN|6AART|7ZMB|8DUST|9RCR
329	32151 34523	 * 	159.08	ACR|2VULN|2AART|2ASPD|1ZMB	1LEGI|2LHND|3aVULN|47ASPD|5RCR|69AART|8ZMB
330	16331 41345	   	159.02	DCR|4VULN|1AART	157ERES|279aVULN|3AART|479BEXP|6RCR|79BPWR|8MBVNT
331	52234 21235	   	158.98	DCR|3DMG|1AART|1VULN	1LIT|2ERES|36aDMG|4CGEN|5AART|7VULN|8RCR|9RCVC
332	12253 36223	   	158.97	DCR|3DMG|2VULN|1ZMB	1ERES|2RCVC|37VULN|4ZMB|58aDMG|6BEXP|9RCR
333	31132 24124	   	158.95	ACR|2VULN|1AART|1DMG|1ZMB	1LEGI|2AART|3LIT|4RCR|58VULN|6CGEN|7MGNLIT|9DMG|aZMB
