0	Index      	 *	Score 	Summary	Detail	
1	52513 22141	 * 	195.58	DCR|4VULN|2DMG|1AART|1CDMG|1ZMB|1MSE	1MSE|235aVULN|45DMG|5BPWR|6RCR|7AART|8CDMG|9ZMB
166	52613 22152	 * 	170.37	DCR|3VULN|2DMG|1AART|1CDMG|2MSE	13MSE|259VULN|45DMG|5BPWR|6RCR|7AART|8CDMG|aRMIN
167	63362 21134	   	170.29	ACR|3VULN|1AART|2CDMG|1DUR|1SELL	1SELL|2AART|3DMSP|4RCR|5DUR|68CDMG|79aVULN
168	14113 16212	 * 	170.28	ACR|3DMG|1AART|1VULN|1DUR|1ASPD	167DMG|2VENICY|3VULN|4ASPD|5RCR|8BELT|9DUR|aAART
169	15113 16212	   	170.28	ACR|3DMG|1AART|1VULN|1DUR|1ASPD	167DMG|2BASICY|3VULN|4ASPD|5RCR|8BELT|9DUR|aAART
170	52513 22121	 * 	170.27	DCR|3VULN|2DMG|1AART|1CDMG|1MSE	1MSE|235VULN|45DMG|5BPWR|6RCR|7AART|8CDMG|9DUST|aERES
171	52513 22125	 * 	170.27	DCR|3VULN|2DMG|1AART|1CDMG|1MSE	1MSE|235VULN|45DMG|5BPWR|6RCR|7AART|8CDMG|9DUST|aMBVNT
172	63135 16311	   	170.03	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1SELL|2AART|39LHND|49VULN|5RCR|6ERES|7FEWX|89DMG|9BPWR|aDUR
173	13213 61425	   	169.92	DCR|3VULN|3DMG	169DMG|29LHND|3BEXP|4DUST|589VULN|7RCR|9BPWR|aRCVC
174	52513 25312	 * 	169.87	DCR|3VULN|2DMG|1AART|1CDMG|1MSE	1MSE|235VULN|45DMG|5BPWR|6RCR|7CDMG|8AART|9BEXP|aMLV
175	52513 25313	 * 	169.87	DCR|3VULN|2DMG|1AART|1CDMG|1MSE	1MSE|235VULN|45DMG|5BPWR|6RCR|7CDMG|8AART|9BEXP|aLHND
176	43341 15212	   	169.87	ACR|2VULN|1AART|2ZMB|1CDMG|1ASPD|1DUR	19BEXP|2CDMG|3RCR|49VULN|5TLV|6DUR|7AART|89ZMB|9BPWR|aASPD
177	42512 25313	   	169.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19BEXP|23VULN|4DMG|5RCVC|6RCR|7CDMG|8AART|aDUR
178	42512 22114	   	169.79	DCR|2VULN|1AART|1DMG|2CDMG	19BEXP|23VULN|4DMG|5RCVC|6RCR|7AART|8aCDMG
179	42512 22136	   	169.79	DCR|2VULN|1AART|1DMG|2CDMG	1BEXP|23VULN|4DMG|5RCVC|6RCR|7AART|8aCDMG|9MLV
180	31513 23146	   	169.78	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14CGEN|25ERES|35DMG|5BPWR|6RCR|7VULN|8ZMB|9CDMG|aAART
181	52513 25311	 * 	169.77	DCR|3VULN|2DMG|1AART|1CDMG|1MSE	1MSE|235VULN|45DMG|5BPWR|6RCR|7CDMG|8AART|9BEXP|aERES
182	52513 25322	 * 	169.77	DCR|3VULN|2DMG|1AART|1CDMG|1MSE	1MSE|235VULN|45DMG|5BPWR|6RCR|7CDMG|8AART|9DUST|aMLV
183	52513 25323	 * 	169.77	DCR|3VULN|2DMG|1AART|1CDMG|1MSE	1MSE|235VULN|45DMG|5BPWR|6RCR|7CDMG|8AART|9DUST|aLHND
184	52513 25321	 * 	169.67	DCR|3VULN|2DMG|1AART|1CDMG|1MSE	1MSE|235VULN|45DMG|5BPWR|6RCR|7CDMG|8AART|9DUST|aERES
185	43342 21353	   	169.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16BEXP|2CDMG|3RCR|49VULN|5DMG|7RCVC|8AART|aDUR
186	43342 61313	   	169.64	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	19BEXP|2CDMG|3RCR|46VULN|5DMG|7RCVC|8AART|aDUR
187	52513 24332	 * 	169.62	DCR|4VULN|2DMG|1AART|1MSE	1MSE|235aVULN|45DMG|5BPWR|6RCR|7TLV|8LIT|9AART
188	14522 15222	   	169.62	DCR|3DMG|1AART|2CDMG|1DUR	159DMG|25VENICY|3AART|4RMIN|59BPWR|69LWND|7RCR|89CDMG|aDUR
189	15522 15222	   	169.62	DCR|3DMG|1AART|2CDMG|1DUR	159DMG|25BASICY|3AART|4RMIN|59BPWR|69LWND|7RCR|89CDMG|aDUR
190	11422 12166	 * 	169.54	DCR|2DMG|2AART|1VULN|2CDMG	19DMG|2ERES|39LIT|4LHND|5VULN|67AART|89CDMG|9BPWR|aRCR
191	14523 35223	   	169.48	DCR|2AART|2DMG|2CDMG|1ZMB	19DMG|2VENICY|36AART|4RMIN|59LWND|7RCR|89CDMG|9BPWR|aZMB
192	15523 35223	   	169.48	DCR|2AART|2DMG|2CDMG|1ZMB	19DMG|2BASICY|36AART|4RMIN|59LWND|7RCR|89CDMG|9BPWR|aZMB
193	14135 32642	   	169.44	ACR|3VULN|3DMG	178DMG|2VENICY|39aVULN|4RCVC|5RCR|6MBVNT
194	15135 32642	   	169.44	ACR|3VULN|3DMG	178DMG|2BASICY|39aVULN|4RCVC|5RCR|6MBVNT
195	11422 13341	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2ERES|3LIT|4LHND|57aVULN|6AART|8RCR|9ZMB
196	11442 13341	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2ERES|3LIT|4LWND|57aVULN|6AART|8RCR|9ZMB
197	11522 23152	   	169.27	DCR|3VULN|2DMG|1ZMB	13DMG|2ERES|4RCVC|5CGEN|6RCR|79aVULN|8ZMB
198	31553 23152	   	169.27	DCR|3VULN|2DMG|1ZMB	1CGEN|25ERES|35DMG|4RCVC|5BPWR|6RCR|79aVULN|8ZMB
199	43343 33243	   	169.26	ACR|3VULN|1DMG|2CDMG|1ZMB	157BEXP|27CDMG|3RCR|47aVULN|6BELT|7BPWR|8ZMB|9DMG
200	43343 33136	 * 	169.14	ACR|3VULN|3CDMG|1AART	157BEXP|278CDMG|3RCR|478VULN|6BELT|78BPWR|9RCVC|aAART
201	13213 41122	   	169.12	DCR|3DMG|2VULN|1CDMG	189DMG|29LHND|3BEXP|4DUST|59VULN|6RCVC|7RCR|9BPWR|aCDMG
202	52513 22312	   	169.05	DCR|3VULN|2DMG|1AART|2DUR|1MSE	1MSE|235VULN|45DMG|5BPWR|6RCR|7AART|8LIT|9aDUR
203	11543 21513	   	169.01	DCR|3DMG|2VULN|1CDMG	13aDMG|25ERES|45aMLV|5aBPWR|6RCR|7CDMG|8CGEN|9aVULN
204	42165 23322	 * 	168.95	ACR|5VULN|3ZMB	19aBEXP|2679aVULN|3LHND|4FEWX|5RCR|89aZMB|9aBPWR
205	14363 15221	   	168.92	DCR|3DMG|1AART|2CDMG|1ASPD	19aDMG|29VENICY|3ASPD|4AART|56LWND|7RCR|89CDMG|9BPWR
206	15363 15221	   	168.92	DCR|3DMG|1AART|2CDMG|1ASPD	19aDMG|29BASICY|3ASPD|4AART|56LWND|7RCR|89CDMG|9BPWR
207	43315 33341	 * 	168.91	ACR|2VULN|1AART|1DMG|2CDMG	17BEXP|27CDMG|3RCR|4RCVC|57VULN|6BELT|7BPWR|8DMG|9LHND|aAART
208	42512 22332	   	168.89	DCR|2VULN|2DMG|1AART	1BEXP|23VULN|4aDMG|59RCVC|6RCR|7AART|8LIT
209	13213 43622	   	168.82	DCR|3VULN|3DMG	19aDMG|29aLHND|3BEXP|47DUST|59aVULN|6RCVC|8RCR|9aBPWR
210	11522 21416	   	168.82	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13DMG|2ERES|4RCVC|5CGEN|6RCR|7CDMG|8ASPD|9VULN|aAART
211	11553 16132	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	13DMG|2ERES|46VULN|5ASPD|7RCR|8RMIN|9ZMB|aCDMG
212	14113 11531	   	168.63	ACR|3DMG|2VULN|1ZMB|1ASPD	168DMG|2VENICY|39VULN|4ASPD|5RCR|7ERES|aZMB
213	15113 11531	   	168.63	ACR|3DMG|2VULN|1ZMB|1ASPD	168DMG|2BASICY|39VULN|4ASPD|5RCR|7ERES|aZMB
214	24113 12531	   	168.63	ACR|3DMG|2VULN|1ZMB|1ASPD	1ERES|2AIRHEA|39VULN|4ASPD|5RCR|678DMG|aZMB
215	24353 12531	   	168.63	ACR|3DMG|2VULN|1ZMB|1ASPD	1ERES|2AIRHEA|3ASPD|49VULN|5RCR|678DMG|aZMB
216	25113 12531	   	168.63	ACR|3DMG|2VULN|1ZMB|1ASPD	1ERES|2CANHEL|39VULN|4ASPD|5RCR|678DMG|aZMB
217	25353 12531	   	168.63	ACR|3DMG|2VULN|1ZMB|1ASPD	1ERES|2CANHEL|3ASPD|49VULN|5RCR|678DMG|aZMB
218	13213 51425	   	168.62	DCR|3VULN|3DMG	19aDMG|269LHND|3BEXP|4DUST|589VULN|7RCR|9BPWR
219	13213 61421	   	168.62	DCR|3VULN|3DMG	169DMG|29aLHND|3BEXP|4DUST|589VULN|7RCR|9BPWR
220	13213 61423	   	168.62	DCR|3VULN|3DMG	169DMG|29LHND|3BEXP|4DUST|589VULN|7RCR|9BPWR|aFEWX
221	13213 61442	   	168.62	DCR|3VULN|3DMG	16aDMG|2aLHND|39BEXP|4DUST|58aVULN|7RCR|aBPWR
222	42265 21322	   	168.35	ACR|4VULN|3ZMB|2DUR	19aBEXP|269aVULN|37DUR|4FEWX|5RCR|89aZMB|9aBPWR
223	13136 24248	   	168.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2LHND|39DUR|4MBVNT|5aVULN|6CDMG|7AART|8RCR
224	52513 21241	   	167.96	DCR|3VULN|3DMG|1CDMG|1ASPD|1MSE	1MSE|235VULN|45aDMG|5BPWR|6RCR|7BASHEA|8ASPD|9CDMG
225	43313 24411	   	167.79	ACR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2CDMG|3RCR|4RCVC|5ZMB|6LWND|79VULN|8aDMG
226	43313 34411	   	167.79	ACR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2CDMG|3RCR|4RCVC|5ZMB|6LHND|79VULN|8aDMG
227	42512 22314	   	167.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|23VULN|4DMG|5RCVC|6RCR|7AART|8LIT|9DUR|aZMB
228	52513 22324	   	167.72	DCR|3VULN|2DMG|1AART|1ZMB|1MSE	1MSE|235VULN|45DMG|5BPWR|6RCR|7AART|8LIT|9DUST|aZMB
229	14161 13151	 * 	167.68	DCR|3VULN|2DMG|2CDMG|1SELL	15DMG|2VENICY|37aVULN|46CDMG|8SELL|9RCR
230	15161 13151	 * 	167.68	DCR|3VULN|2DMG|2CDMG|1SELL	15DMG|2BASICY|37aVULN|46CDMG|8SELL|9RCR
231	42524 22321	   	167.62	DCR|4VULN|1AART|1ZMB	1BEXP|234aVULN|5ZMB|6RCR|7AART|8LIT|9DUST
232	14522 15231	   	167.61	DCR|3DMG|2AART|1CDMG	15aDMG|25VENICY|39AART|4RMIN|5BPWR|6LWND|7RCR|8CDMG
233	15522 15231	   	167.61	DCR|3DMG|2AART|1CDMG	15aDMG|25BASICY|39AART|4RMIN|5BPWR|6LWND|7RCR|8CDMG
234	43342 16222	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3RCR|49VULN|5DMG|6DUR|7RPLT|8AART|aMLV
235	43342 24313	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	169BEXP|2CDMG|3RCR|47VULN|5DMG|8AART|aASPD
236	43343 14311	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	159BEXP|2CDMG|3RCR|47VULN|6ASPD|8AART|aDMG
237	42512 22512	   	167.42	DCR|2VULN|2DMG|1AART	1BEXP|23VULN|49DMG|5RCVC|6RCR|7AART|8RPLT|aMLV
238	42512 22513	   	167.42	DCR|2VULN|2DMG|1AART	1BEXP|23VULN|49DMG|5RCVC|6RCR|7AART|8RPLT|aLHND
239	43341 35211	   	167.34	ACR|2VULN|2AART|2ZMB|1CDMG	19BEXP|2CDMG|3RCR|49VULN|5TLV|6DUST|7aAART|89ZMB|9BPWR
240	43342 36221	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3RCR|49VULN|5DMG|6DUST|7RPLT|8AART|aDUR
241	42512 22511	   	167.32	DCR|2VULN|2DMG|1AART	1BEXP|23VULN|49DMG|5RCVC|6RCR|7AART|8RPLT|aERES
242	42524 22111	   	167.27	DCR|3VULN|1AART|1CDMG|1ZMB	19BEXP|234VULN|5ZMB|6RCR|7AART|8CDMG|aLIT
243	42524 22112	   	167.27	DCR|3VULN|1AART|1CDMG|1ZMB	19BEXP|234VULN|5ZMB|6RCR|7AART|8CDMG|aRMIN
244	42524 22132	   	167.27	DCR|3VULN|1AART|1CDMG|1ZMB	1BEXP|234VULN|5ZMB|6RCR|7AART|8CDMG|9MLV|aLIT
245	11522 23153	   	167.27	DCR|2VULN|2DMG|1CDMG|1ZMB	13DMG|2ERES|4RCVC|5CGEN|6RCR|79VULN|8ZMB|aCDMG
246	31553 23153	   	167.27	DCR|2VULN|2DMG|1CDMG|1ZMB	1CGEN|25ERES|35DMG|4RCVC|5BPWR|6RCR|79VULN|8ZMB|aCDMG
247	11422 13156	   	167.23	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2ERES|3LIT|4LHND|579VULN|6AART|8CDMG|aRCR
248	42524 22122	   	167.17	DCR|3VULN|1AART|1CDMG|1ZMB	1BEXP|234VULN|5ZMB|6RCR|7AART|8CDMG|9LEGI|aMLV
249	42524 22123	   	167.17	DCR|3VULN|1AART|1CDMG|1ZMB	1BEXP|234VULN|5ZMB|6RCR|7AART|8CDMG|9LEGI|aLHND
250	42524 22133	   	167.17	DCR|3VULN|1AART|1CDMG|1ZMB	1BEXP|234VULN|5ZMB|6RCR|7AART|8CDMG|9MLV|aNUKE
251	13142 13626	   	167.10	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	19DMG|25LHND|39DUR|4CDMG|6ZMB|7RPLT|89VULN|9BPWR|aRCR
252	14523 15222	   	167.09	DCR|2DMG|1AART|1VULN|2CDMG	19DMG|2VENICY|3AART|4RMIN|569LWND|7RCR|89CDMG|9BPWR|aVULN
253	15523 15222	   	167.09	DCR|2DMG|1AART|1VULN|2CDMG	19DMG|2BASICY|3AART|4RMIN|569LWND|7RCR|89CDMG|9BPWR|aVULN
254	42524 22121	   	167.07	DCR|3VULN|1AART|1CDMG|1ZMB	1BEXP|234VULN|5ZMB|6RCR|7AART|8CDMG|9LEGI|aERES
255	43342 14221	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3RCR|47VULN|5DMG|6DUR|8FEWX|9AART|aMLV
256	43342 14222	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3RCR|47VULN|5DMG|6DUR|8FEWX|9AART|aLIT
257	43342 11162	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2CDMG|3RCR|4aVULN|5DMG|6DUR|7CGEN|8LWND|9AART
258	14345 32211	   	166.77	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	14aDMG|2VENICY|3ASPD|5CGEN|6ZMB|7RCR|8CDMG|9VULN
259	15345 32211	   	166.77	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	14aDMG|2BASICY|3ASPD|5CGEN|6ZMB|7RCR|8CDMG|9VULN
260	11553 25112	 * 	166.71	DCR|2VULN|2DMG|2ASPD|1CDMG	13DMG|2ERES|4aVULN|59ASPD|6RCR|7CDMG|8BELT
261	14341 32211	   	166.67	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	14aDMG|2VENICY|3ASPD|5TLV|6ZMB|7RCR|8CDMG|9VULN
262	15341 32211	   	166.67	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	14aDMG|2BASICY|3ASPD|5TLV|6ZMB|7RCR|8CDMG|9VULN
263	63232 32553	 * 	166.65	DCR|3VULN|2AART|2DUR|1SELL	1SELL|28AART|3MLV|469VULN|5aDUR|7RCR
264	13213 51122	   	166.61	DCR|3DMG|2VULN|1CDMG	189DMG|269LHND|3BEXP|4DUST|59VULN|7RCR|9BPWR|aCDMG
265	12213 26652	   	166.37	DCR|3VULN|2DMG|1ZMB	15DMG|2DMSP|35MLV|4RMIN|5BPWR|6RCR|7ZMB|89aVULN
266	13213 53622	   	166.32	DCR|3VULN|3DMG	19aDMG|269aLHND|3BEXP|47DUST|59aVULN|8RCR|9aBPWR
267	11553 16122	 * 	166.31	DCR|3VULN|2DMG|2ASPD	13DMG|2ERES|46aVULN|59ASPD|7RCR|8RMIN
268	11553 33214	 * 	166.25	DCR|3DMG|2VULN|2ASPD|1DUR	137DMG|2ERES|47VULN|57ASPD|6RPLT|7BPWR|8DUR|9FEWX|aRCR
269	13213 64621	   	166.22	DCR|3VULN|3DMG	169DMG|29aLHND|3BEXP|4DUST|579VULN|8RCR|9BPWR
270	13213 64623	   	166.22	DCR|3VULN|3DMG	169DMG|29LHND|3BEXP|4DUST|579VULN|8RCR|9BPWR|aFEWX
271	63365 31121	 * 	166.19	ACR|2AART|2VULN|1DMG|1DUR|1SELL	1SELL|26AART|3DMSP|4RCR|57VULN|8DUR|9DMG|aLIT
272	63365 31122	 * 	166.19	ACR|2AART|2VULN|1DMG|1DUR|1SELL	1SELL|26AART|3DMSP|4RCR|57VULN|8DUR|9DMG|aRMIN
273	31513 23152	   	166.17	DCR|3VULN|2DMG|1ZMB	14CGEN|25ERES|35DMG|5BPWR|6RCR|79aVULN|8ZMB
274	52613 22131	 * 	166.16	DCR|2VULN|2DMG|2AART|1CDMG|2MSE	13MSE|25VULN|45DMG|5BPWR|6RCR|79AART|8CDMG|aLIT
275	52613 22132	 * 	166.16	DCR|2VULN|2DMG|2AART|1CDMG|2MSE	13MSE|25VULN|45DMG|5BPWR|6RCR|79AART|8CDMG|aRMIN
276	52613 22136	 * 	166.16	DCR|2VULN|2DMG|2AART|1CDMG|2MSE	13MSE|25VULN|45DMG|5BPWR|6RCR|79AART|8CDMG|aDMSP
277	14161 24322	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|2VENICY|378VULN|4CDMG|6LHND|9DUR|aRCR
278	15161 24322	   	166.15	DCR|3VULN|2DMG|1CDMG|1DUR	15DMG|2BASICY|378VULN|4CDMG|6LHND|9DUR|aRCR
279	43315 14331	   	166.13	ACR|3VULN|1AART|1CDMG|1ASPD	1BEXP|2CDMG|3RCR|4RCVC|57aVULN|6ASPD|8AART|9MLV
280	63365 31323	 * 	166.09	ACR|2AART|2VULN|1DMG|1DUR|1SELL	1SELL|26AART|3DMSP|4RCR|57VULN|8LEGI|9DMG|aDUR
281	52613 22135	 * 	166.06	DCR|2VULN|2DMG|2AART|1CDMG|2MSE	13MSE|25VULN|45DMG|5BPWR|6RCR|79AART|8CDMG|aTLV
282	43342 14133	   	165.99	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1BEXP|2CDMG|3RCR|47VULN|5DMG|6DUR|8LIT|9SELL|aAART
283	14362 15222	 * 	165.92	DCR|2DMG|1AART|3CDMG|2ASPD	19DMG|259VENICY|35ASPD|4AART|59BPWR|6LWND|7RCR|89aCDMG
284	15362 15222	   	165.92	DCR|2DMG|1AART|3CDMG|2ASPD	19DMG|259BASICY|35ASPD|4AART|59BPWR|6LWND|7RCR|89aCDMG
285	42524 22312	   	165.85	DCR|3VULN|1AART|2DUR|1ZMB	1BEXP|234VULN|5ZMB|6RCR|7AART|8LIT|9aDUR
286	43341 12411	   	165.81	ACR|2VULN|2DMG|1CDMG|2DUR	1BEXP|2CDMG|3RCR|49VULN|5TLV|67DUR|8aDMG
287	43342 12411	   	165.81	ACR|2VULN|2DMG|1CDMG|2DUR	1BEXP|2CDMG|3RCR|49VULN|5aDMG|67DUR|8NUKE
288	14532 15221	   	165.78	DCR|3DMG|1AART|2CDMG	19aDMG|2VENICY|3AART|4RCVC|5RMIN|69LWND|7RCR|89CDMG|9BPWR
289	15532 15221	   	165.78	DCR|3DMG|1AART|2CDMG	19aDMG|2BASICY|3AART|4RCVC|5RMIN|69LWND|7RCR|89CDMG|9BPWR
290	63233 32411	 * 	165.77	DCR|2AART|2VULN|1DMG|1DUR|1SELL	1SELL|2aAART|3MLV|46VULN|5FEWX|7RCR|8DUR|9DMG
291	63234 32411	 * 	165.77	DCR|2AART|2VULN|1DMG|1DUR|1SELL	1SELL|2aAART|3MLV|46VULN|5BEXP|7RCR|8DUR|9DMG
292	63363 21241	   	165.74	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1SELL|2AART|3DMSP|4RCR|5ASPD|6DMG|7aVULN|8MLV|9ZMB
293	52613 22142	   	165.72	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|2MSE	13MSE|25VULN|45DMG|5BPWR|6RCR|7AART|8CDMG|9ZMB|aLIT
294	31513 21416	   	165.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	14CGEN|25ERES|35DMG|5BPWR|6RCR|7CDMG|8ASPD|9VULN|aAART
295	63235 32411	 * 	165.67	DCR|2AART|2VULN|1DMG|1DUR|1SELL	1SELL|2aAART|3MLV|46VULN|5DUST|7RCR|8DUR|9DMG
296	33625 42231	 * 	165.60	ACR|2VULN|2AART|1DMG|1ZMB	1CGEN|2LEGI|3ZMB|4aVULN|5RCR|68AART|7LIT|9DMG
