0	Index      	 *	Score 	Summary	Detail	
1	23361 31344	 * 	188.28	DCR|2VULN|2DMG|1AART|3ASPD	1AART|2aCGEN|3RMIN|4aDMG|589ASPD|6RCR|7aVULN|aBPWR
176	51631 13252	   	172.23	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BEXP|2RCR|3DUR|4AART|58VULN|6CDMG|7LIT|9LHND|aDMG
177	51231 12461	   	172.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6CDMG|7LHND|89DMG|aASPD
178	51233 26251	   	172.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BEXP|2RCR|3FEWX|4AART|5LWND|6aDMG|7CDMG|8ASPD|9VULN
179	22533 24253	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	1AART|29ERES|39VULN|4CDMG|5NUKE|68BEXP|79DMG|9BPWR|aRCR
180	21333 22434	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2TLV|3RMIN|46DMG|57VULN|8LHND|9CDMG|aRCR
181	22363 22434	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	1AART|2ERES|3RMIN|46DMG|57VULN|8LHND|9CDMG|aRCR
182	22523 22163	   	172.16	DCR|2AART|2VULN|2DMG	14AART|28ERES|35VULN|6aDMG|7TLV|9RCR
183	51113 22256	   	172.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BEXP|2RCR|3TLV|4AART|5CDMG|69VULN|7LHND|8ASPD|aDMG
184	51231 26211	   	172.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|6aDMG|7CDMG|8ASPD|9DUST
185	51231 26161	   	172.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1BEXP|2RCR|3FEWX|4AART|5VULN|69DMG|7CDMG|8DUST|aASPD
186	15612 12413	   	172.04	ACR|3VULN|1AART|1DMG|1DUR	17CGEN|2DUR|3RCR|4AART|579VULN|67BEXP|7BPWR|8FEWX|aDMG
187	51631 12325	   	171.96	ACR|1AART|1VULN|2CDMG|1DMG|1ZMB|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|69CDMG|7LHND|8ZMB|aDMG
188	51231 11426	   	171.96	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|69CDMG|7ZMB|8DUR|aDMG
189	51231 15326	   	171.96	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1BEXP|2RCR|3FEWX|4AART|5VULN|69CDMG|7DUR|8ZMB|aDMG
190	51232 11626	   	171.96	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|69CDMG|7ZMB|8VULN|aDMG
191	51631 11125	   	171.86	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1BEXP|2RCR|3DUR|4AART|5VULN|69CDMG|7ZMB|8DUST|aDMG
192	15612 61333	   	171.84	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2DUR|3RCR|4AART|568VULN|7FEWX|9BEXP|aDMG
193	15612 53131	   	171.74	ACR|3VULN|1AART|1DMG|1DUR	18CGEN|2DUR|3RCR|4AART|57aVULN|6DMG|9ERES
194	16523 21163	   	171.66	DCR|2AART|2VULN|2DMG	1CGEN|24AART|35VULN|6aDMG|78ERES|9RCR
195	51231 12426	   	171.61	ACR|2DMG|1AART|1VULN|2CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|69CDMG|7LHND|8aDMG
196	15612 53123	   	171.59	ACR|3VULN|1AART|1DMG|1DUR|1SELL	18CGEN|2DUR|3RCR|4AART|57aVULN|6DMG|9SELL
197	51231 26126	   	171.51	ACR|2DMG|1AART|1VULN|2CDMG	1BEXP|2RCR|3FEWX|4AART|5VULN|6aDMG|79CDMG|8DUST
198	25653 22323	 * 	171.42	DCR|2AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	15AART|2CDMG|3LWND|4DUR|6VULN|78ASPD|9RCR|aDMG
199	51113 21214	 * 	171.41	ACR|2VULN|1AART|2CDMG|1DMG	1BEXP|2RCR|3TLV|4AART|5aCDMG|69VULN|7ERES|8DMG
200	26451 13112	   	171.39	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1AART|2LHND|3RCR|4ASPD|5SELL|6BELT|7aVULN|8CDMG|9DMG
201	23361 31126	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|28CGEN|3RMIN|4DMG|5ASPD|6RCR|7aVULN|9CDMG
202	23361 31246	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|7aVULN|8BELT|9CDMG
203	23361 31426	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|7aVULN|8RCVC|9CDMG
204	23361 31622	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aMLV
205	23361 31624	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CGEN|3aRMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG
206	23361 31625	   	171.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aLHND
207	23361 32144	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2CGEN|3RMIN|49DMG|5ASPD|6RCR|7LIT|8VULN|aCDMG
208	23361 32433	   	171.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2CGEN|3RMIN|49DMG|5ASPD|6RCR|7LIT|8CDMG|aVULN
209	13511 31426	   	171.16	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1CGEN|2DMG|3ERES|4DUR|57VULN|6CDMG|8aAART|9RCR
210	21331 31426	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2TLV|3RMIN|4DMG|5ASPD|6RCR|7aVULN|8RCVC|9CDMG
211	21331 31622	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2TLV|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aMLV
212	21331 31624	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2TLV|3aRMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG
213	21331 31625	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2TLV|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aLHND
214	21331 32144	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2TLV|3RMIN|49DMG|5ASPD|6RCR|7LIT|8VULN|aCDMG
215	21331 32433	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2TLV|3RMIN|49DMG|5ASPD|6RCR|7LIT|8CDMG|aVULN
216	22361 31426	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3RMIN|4DMG|5ASPD|6RCR|7aVULN|8RCVC|9CDMG
217	22361 31622	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aMLV
218	22361 31624	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3aRMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG
219	22361 31625	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ERES|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aLHND
220	22361 32144	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ERES|3RMIN|49DMG|5ASPD|6RCR|7LIT|8VULN|aCDMG
221	22361 32434	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ERES|3RMIN|49DMG|5ASPD|6RCR|7LIT|8CDMG|aVULN
222	23361 31623	   	171.11	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aERES
223	25343 25123	 * 	171.03	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	14AART|25CDMG|3LEGI|6ASPD|7DUR|8VULN|9RCR|aDMG
224	25343 62123	   	171.03	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	14AART|25CDMG|3LEGI|6DUR|7ASPD|8VULN|9RCR|aDMG
225	21561 31622	   	171.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2TLV|3ERES|4DMG|5ASPD|6RCR|78VULN|9CDMG|aMLV
226	21331 31623	   	171.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2TLV|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aERES
227	21561 32432	   	171.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2TLV|3ERES|49DMG|5ASPD|6RCR|7LIT|8CDMG|aVULN
228	22361 31623	   	171.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2aERES|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG
229	21561 31623	   	170.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2TLV|3aERES|4DMG|5ASPD|6RCR|78VULN|9CDMG
230	22521 52523	   	170.71	DCR|3VULN|2AART|1ZMB|1ASPD	14AART|2ERES|37aVULN|5ASPD|6ZMB|8RCR|9LHND
231	16361 31126	   	170.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18CGEN|2AART|3RMIN|4DMG|5ASPD|6RCR|7aVULN|9CDMG
232	16361 31622	   	170.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2AART|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aMLV
233	16361 32433	   	170.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1CGEN|2AART|3RMIN|49DMG|5ASPD|6RCR|7LIT|8CDMG|aVULN
234	15612 33314	   	170.53	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2DUR|3RCR|4aAART|5VULN|6VENICY|7DMG|8CDMG|9ASPD
235	23523 42233	   	170.53	DCR|3VULN|2AART|1DMG	14AART|27CGEN|358VULN|6LIT|9RCR|aDMG
236	66331 31622	   	170.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2AART|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aMLV
237	42231 53351	   	170.51	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1RPLT|2AART|3BASICY|4LWND|5VULN|6RCR|79DMG|8CDMG|aDUR
238	16361 31623	   	170.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1CGEN|2AART|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aERES
239	42231 53325	   	170.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RPLT|2AART|3BASICY|4LWND|5aVULN|6RCR|7DMG|8CDMG|9ASPD
240	66331 32433	   	170.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1TLV|2AART|3RMIN|49DMG|5ASPD|6RCR|7LIT|8CDMG|aVULN
241	66331 31623	   	170.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2AART|3RMIN|4DMG|5ASPD|6RCR|78VULN|9CDMG|aERES
242	23513 26513	   	170.35	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2CGEN|35VULN|49RCVC|6aDMG|7ASPD|8RCR
243	23623 26513	   	170.35	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2CGEN|39RCVC|45VULN|6aDMG|7ASPD|8RCR
244	22315 22163	 * 	170.33	DCR|3DMG|2AART|1VULN	14AART|28ERES|3RMIN|56aDMG|7VULN|9RCR
245	22363 26163	   	170.33	DCR|3DMG|2AART|1VULN	17AART|28ERES|3RMIN|46aDMG|5VULN|9RCR
246	22364 22163	   	170.33	DCR|3DMG|2AART|1VULN	15AART|28ERES|3RMIN|46aDMG|7VULN|9RCR
247	22366 32163	   	170.33	DCR|3DMG|2AART|1VULN	16AART|28ERES|3RMIN|45aDMG|7VULN|9RCR
248	42422 32513	   	170.32	DCR|2AART|2VULN|1DMG|1CDMG	1RPLT|26AART|39RCVC|47VULN|5CDMG|8RCR|aDMG
249	21623 26513	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2TLV|39RCVC|45VULN|6aDMG|7ASPD|8RCR
250	22513 26513	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2ERES|35VULN|49RCVC|6aDMG|7ASPD|8RCR
251	22623 26513	   	170.25	DCR|2VULN|2DMG|1AART|1ASPD	1AART|2ERES|39RCVC|45VULN|6aDMG|7ASPD|8RCR
252	21333 42434	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1AART|2TLV|3RMIN|4DMG|567VULN|8LHND|9CDMG|aRCR
253	51232 11253	   	170.11	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|6CDMG|7ZMB|8ASPD|9aVULN
254	51631 11233	   	170.11	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5aVULN|6CDMG|7ZMB|8ASPD|9FEWX
255	51631 11252	   	170.11	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|59VULN|6CDMG|7ZMB|8ASPD|aLHND
256	51631 11253	   	170.11	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|59VULN|6CDMG|7ZMB|8ASPD|aFEWX
257	51231 26152	   	170.06	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2RCR|3FEWX|4aAART|5VULN|6DMG|7CDMG|8DUST|9ZMB
258	51631 21132	   	170.03	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2RCR|3DUR|4aAART|59VULN|6DMG|7CGEN|8RPLT
259	51232 23626	   	170.03	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2RCR|3FEWX|49AART|5DUR|6DMG|7LHND|8aVULN
260	51232 35623	   	170.03	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2RCR|3FEWX|49AART|5DUR|6LWND|7DMG|8aVULN
261	51631 11213	   	170.01	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1BEXP|2RCR|3DUR|4AART|5aVULN|6CDMG|7ZMB|8ASPD|9DUST
262	25353 62123	   	170.01	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	15AART|2CDMG|3LEGI|46DUR|7ASPD|8VULN|9RCR|aDMG
263	51112 52132	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2RCR|3TLV|4aAART|59VULN|6DMG|7DUR|8RPLT
264	51112 52143	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2RCR|3TLV|49AART|5aVULN|6DMG|7DUR|8RPLT
265	51231 45123	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2RCR|3FEWX|49AART|5aVULN|6DUR|7DMG|8DUST
266	51232 25623	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2RCR|3FEWX|49AART|5DUR|6DMG|7DUST|8aVULN
267	51631 22132	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2RCR|3DUR|4aAART|59VULN|6DMG|7ERES|8RPLT
268	51631 23126	   	169.93	ACR|2AART|2VULN|1DMG|1DUR	1BEXP|2RCR|3DUR|49AART|5aVULN|6DMG|7LHND|8DUST
269	16523 42233	   	169.93	DCR|3VULN|2AART|1DMG	17CGEN|24AART|358VULN|6LIT|9RCR|aDMG
270	25232 23714	   	169.85	DCR|2VULN|1AART|3CDMG|2ASPD|1DUR	1AART|258CDMG|3DUST|4MBVNT|68ASPD|78VULN|8BPWR|9RCR|aDUR
271	25236 43714	   	169.85	DCR|2VULN|1AART|3CDMG|2ASPD|1DUR	1AART|268CDMG|3DUST|4MBVNT|58ASPD|78VULN|8BPWR|9RCR|aDUR
272	15613 23213	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|5CDMG|6LWND|7RMIN|8DMG|9aVULN
273	15613 23215	   	169.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|5CDMG|6LWND|7RMIN|8aDMG|9VULN
274	23522 35533	   	169.76	DCR|3AART|2VULN|1CDMG|2DUR	146AART|2CGEN|38VULN|5aDUR|7RCR|9CDMG
275	15612 33332	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|59VULN|6VENICY|7DMG|8CDMG|aLIT
276	15612 33333	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|59VULN|6VENICY|7DMG|8CDMG|aDMSP
277	15612 33335	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|59VULN|6VENICY|7DMG|8CDMG|aMLV
278	15612 51133	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|59VULN|6DMG|7LEGI|8RPLT|aCDMG
279	15613 21213	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|5CDMG|6LWND|7ERES|8DMG|9aVULN
280	15613 21215	   	169.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|5CDMG|6LWND|7ERES|8aDMG|9VULN
281	15613 31213	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|5CDMG|6LHND|7ERES|8DMG|9aVULN
282	15613 31215	   	169.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|5CDMG|6LHND|7ERES|8aDMG|9VULN
283	15613 51213	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|5CDMG|6ERES|7LWND|8DMG|9aVULN
284	15613 52213	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1CGEN|2DUR|3RCR|4AART|5CDMG|6ERES|7LHND|8DMG|9aVULN
285	13111 31414	   	169.65	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ASPD	1CGEN|2DMG|3ASPD|49DUR|57VULN|6CDMG|8AART|aRCR
286	65613 21213	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2DUR|3RCR|4AART|5CDMG|6LWND|7ERES|8DMG|9aVULN
287	65613 31213	   	169.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2DUR|3RCR|4AART|5CDMG|6LHND|7ERES|8DMG|9aVULN
288	15612 53122	   	169.59	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	18CGEN|2DUR|3RCR|4AART|57VULN|6DMG|9SELL|aCDMG
289	51232 24631	   	169.59	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1BEXP|2RCR|3FEWX|4AART|5DUR|6aDMG|7LIT|8ZMB|9VULN
290	51413 62313	 * 	169.53	ACR|2VULN|2DMG|2CDMG|1DUR	18BEXP|2RCR|3aAIRHEL|48VULN|5DUR|6aCDMG|78LWND|8aBPWR|9aDMG
291	23512 32323	   	169.51	DCR|2AART|2VULN|1DMG|2DUR	16AART|2CGEN|37VULN|4RCVC|59DUR|8RCR|aDMG
292	23512 45323	   	169.51	DCR|2AART|2VULN|1DMG|2DUR	17AART|2CGEN|36VULN|4RCVC|59DUR|8RCR|aDMG
293	23522 62323	   	169.51	DCR|2AART|2VULN|1DMG|2DUR	14AART|2CGEN|37VULN|59DUR|6RCVC|8RCR|aDMG
294	23622 32323	   	169.51	DCR|2AART|2VULN|1DMG|2DUR	16AART|2CGEN|3RCVC|47VULN|59DUR|8RCR|aDMG
295	23622 45323	   	169.51	DCR|2AART|2VULN|1DMG|2DUR	17AART|2CGEN|3RCVC|46VULN|59DUR|8RCR|aDMG
296	51112 53513	   	169.49	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2RCR|3TLV|4AART|59VULN|6DMG|7LHND|8ZMB|aDUR
297	26435 23322	   	169.43	ACR|2AART|2DMG|1VULN|1DUR	17AART|24LHND|3RCR|4BPWR|56DMG|8VULN|9DUR|aBEXP
298	26435 23323	   	169.43	ACR|2AART|2DMG|1VULN|1DUR	17AART|24LHND|3RCR|4BPWR|56DMG|8VULN|9DUR|aRCVC
299	51112 51513	   	169.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|2RCR|3TLV|4AART|59VULN|6DMG|7LEGI|8ZMB|aDUR
300	26435 23321	   	169.33	ACR|2AART|2DMG|1VULN|1DUR	17AART|24LHND|3RCR|4BPWR|56DMG|8VULN|9DUR|aERES
301	23524 42332	 * 	169.25	DCR|3AART|1VULN|1DMG|2ASPD|1DUR	145AART|2CGEN|3VULN|6RCR|7DUR|8DMG|9aASPD
302	51231 23653	   	169.23	ACR|2VULN|2DMG|1AART	19BEXP|2RCR|3FEWX|4AART|58VULN|6aDMG|7LHND
303	23542 23423	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2CGEN|35VULN|4aDUR|6DMG|7TLV|8CDMG|9RCR
304	51231 25213	   	169.03	ACR|2VULN|2DMG|1AART	1BEXP|2RCR|3FEWX|4AART|59VULN|6aDMG|78DUST
305	51611 51313	   	169.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	15BEXP|2RCR|39DUR|48VULN|6ASPD|7AART|aDMG
306	23361 31615	   	169.01	DCR|2AART|2VULN|1DMG|1ASPD	1aAART|2CGEN|3RMIN|4DMG|5ASPD|6RCR|78VULN|9FEWX
307	41262 31415	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	1RPLT|29DMG|3LHND|46VULN|5MBVNT|7ZMB|8RCR|aAART
308	21331 31615	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	1aAART|2TLV|3RMIN|4DMG|5ASPD|6RCR|78VULN|9FEWX
309	22361 31615	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	1aAART|2ERES|3RMIN|4DMG|5ASPD|6RCR|78VULN|9FEWX
310	16512 32323	   	168.91	DCR|2AART|2VULN|1DMG|2DUR	1CGEN|26AART|37VULN|4RCVC|59DUR|8RCR|aDMG
311	16522 62323	   	168.91	DCR|2AART|2VULN|1DMG|2DUR	1CGEN|24AART|37VULN|59DUR|6RCVC|8RCR|aDMG
312	16622 32323	   	168.91	DCR|2AART|2VULN|1DMG|2DUR	1CGEN|26AART|3RCVC|47VULN|59DUR|8RCR|aDMG
313	21331 31655	   	168.81	DCR|2AART|2VULN|1DMG|1ASPD	1aAART|2TLV|3RMIN|4DMG|5ASPD|6RCR|78VULN|9DUST
314	21561 32142	   	168.81	DCR|2AART|2DMG|1VULN|1ASPD	1aAART|2TLV|3ERES|49DMG|5ASPD|6RCR|7LIT|8VULN
315	51215 22513	   	168.77	ACR|3VULN|1AART|2DUR|1ZMB	18BEXP|2RCR|3FEWX|48aVULN|5MBVNT|68DUR|7AART|8BPWR|9ZMB
316	15612 12316	 * 	168.72	ACR|3VULN|2AART|2DUR	17CGEN|29DUR|3RCR|4aAART|578VULN|67BEXP|7BPWR
317	25642 22133	   	168.65	DCR|3VULN|2AART|1CDMG|1ASPD	14AART|2CDMG|3LWND|568VULN|7ASPD|9BEXP|aRCR
318	25231 21581	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2CDMG|3DUST|4MBVNT|5BEXP|6VULN|7RCR|8aDMG|9ASPD
319	25231 21571	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2CDMG|3DUST|4MBVNT|5BEXP|6VULN|7RCR|89DMG|aASPD
320	25231 21574	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2CDMG|3DUST|4MBVNT|5BEXP|6VULN|7RCR|89DMG|aDUR
321	42351 13261	 * 	168.57	DCR|4VULN|1AART|2ASPD	1RPLT|2AART|359aVULN|4LSRHEA|69LIT|79ASPD|8RCR|9BPWR
322	42351 33261	   	168.57	DCR|4VULN|1AART|2ASPD	1RPLT|2AART|359aVULN|4LSRHEA|69ASPD|79LIT|8RCR|9BPWR
323	25342 22133	   	168.55	DCR|3VULN|2AART|1CDMG|1ASPD	14AART|2CDMG|3LEGI|568VULN|7ASPD|9BEXP|aRCR
324	26435 22133	   	168.53	ACR|2VULN|2DMG|1AART	1AART|24LHND|3RCR|4BPWR|56DMG|7aVULN|8MLV|9ERES
325	51632 23225	   	168.47	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BEXP|2RCR|35DUR|4AART|6LIT|78VULN|9ZMB|aCDMG
326	22361 31436	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ERES|3RMIN|4DMG|5ASPD|6RCR|79VULN|8RCVC|aZMB
327	15612 33341	   	168.44	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CGEN|29DUR|3RCR|4AART|5VULN|6VENICY|7DMG|8CDMG|aZMB
328	25263 13623	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	15AART|2CDMG|3DUST|4LWND|6RMIN|78VULN|9RCR|aDMG
329	25342 13243	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2CDMG|3LEGI|57VULN|6RMIN|8LIT|9RCR|aDMG
330	25633 13623	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	15AART|2CDMG|3LWND|4DUST|6RMIN|78VULN|9RCR|aDMG
331	26512 22343	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2LHND|3LIT|56VULN|7TLV|8CDMG|9RCR|aDMG
332	23512 42315	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|2CGEN|367VULN|4RCVC|5DUR|8RCR|9BELT|aDMG
333	23512 42353	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|29CGEN|367VULN|4RCVC|5DUR|8RCR|aDMG
334	23622 42315	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|2CGEN|3RCVC|467VULN|5DUR|8RCR|9BELT|aDMG
335	23622 42353	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	1AART|29CGEN|3RCVC|467VULN|5DUR|8RCR|aDMG
336	51633 34131	   	168.37	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BEXP|2RCR|37DUR|4AART|5VENICY|6CDMG|89VULN|aZMB
337	25333 13623	   	168.32	DCR|2AART|2VULN|1DMG|1CDMG	15AART|2CDMG|3LEGI|4DUST|6RMIN|78VULN|9RCR|aDMG
338	25342 12623	   	168.32	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2CDMG|3LEGI|58VULN|6RMIN|7DUST|9RCR|aDMG
339	25342 23243	   	168.32	DCR|2AART|2VULN|1DMG|1CDMG	14AART|2CDMG|3LEGI|56VULN|7ERES|8LIT|9RCR|aDMG
