0	Index      	 *	Score 	Summary	Detail	
1	63612 31621	 * 	192.73	DCR|4VULN|1AART|1DMG|1CDMG	1589VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|aCDMG
162	43224 41636	   	167.75	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2MBVNT|3ERES|46VULN|58DMG|7RCR|9AART|aDUR
163	62341 31322	 * 	167.75	ACR|3VULN|1DMG|3DUR|2ASPD|1SELL	158VULN|2SELL|3RCR|458DUR|58BPWR|6RMIN|78ASPD|9DMG|aFEWX
164	62341 31323	 * 	167.75	ACR|3VULN|1DMG|3DUR|2ASPD|1SELL	158VULN|2SELL|3RCR|458DUR|58BPWR|6RMIN|78ASPD|9DMG|aBEXP
165	62341 31324	 * 	167.75	ACR|3VULN|1DMG|3DUR|2ASPD|1SELL	158VULN|2SELL|3RCR|458DUR|58BPWR|6RMIN|78ASPD|9DMG|aLHND
166	63612 31126	   	167.71	DCR|2AART|2VULN|1DMG|1DUR	15VULN|2MBVNT|39AART|4MLV|6RCR|7DMG|8CGEN|aDUR
167	63612 31344	   	167.71	DCR|2AART|2VULN|1DMG|1ASPD	15VULN|2MBVNT|39AART|4MLV|6RCR|7DMG|8BEXP|aASPD
168	63612 31346	   	167.71	DCR|2AART|2VULN|1DMG|1DUR	15VULN|2MBVNT|39AART|4MLV|6RCR|7DMG|8BEXP|aDUR
169	63612 31544	   	167.71	DCR|2AART|2VULN|1DMG|1ASPD	15VULN|2MBVNT|39AART|4MLV|6RCR|7DMG|8LHND|aASPD
170	63612 31744	   	167.71	DCR|2AART|2VULN|1DMG|1ASPD	15VULN|2MBVNT|39AART|4MLV|6RCR|7DMG|8LWND|aASPD
171	63612 33622	   	167.71	DCR|2AART|2VULN|1DMG|1DUR	15VULN|2MBVNT|39AART|4MLV|6RCR|7RCVC|8DUR|aDMG
172	63612 37112	   	167.71	DCR|2AART|2VULN|1DMG|1DUR	15VULN|2MBVNT|3aAART|4MLV|6RCR|7LIT|8DMG|9DUR
173	63642 22623	 * 	167.70	DCR|4VULN|2AART|1DUR	1789VULN|2MBVNT|35AART|4DUR|6DUST|aRCR
174	12336 31135	   	167.69	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|2SELL|3RCR|4LWND|59VULN|6DMG|7AART|8DUR|aCDMG
175	42317 35134	   	167.69	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1BEXP|2SELL|3RCR|4MBVNT|59VULN|6DMG|7AART|8DUR|aCDMG
176	32314 71736	   	167.69	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1LHND|2SELL|3RCR|4MBVNT|5CDMG|68VULN|7AART|9DUR|aDMG
177	32314 71744	   	167.69	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1LHND|2SELL|3RCR|4MBVNT|5CDMG|68VULN|7AART|9DMG|aASPD
178	32314 71746	   	167.69	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1LHND|2SELL|3RCR|4MBVNT|5CDMG|68VULN|7AART|9DMG|aDUR
179	62316 11844	   	167.69	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	18VULN|2SELL|3RCR|4MBVNT|5CDMG|6BEXP|7AART|9DMG|aASPD
180	62316 21744	   	167.69	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	18VULN|2SELL|3RCR|4MBVNT|5CDMG|6LHND|7AART|9DMG|aASPD
181	12314 71823	 * 	167.69	ACR|3VULN|2AART|1CDMG|1SELL	1DUST|2SELL|3RCR|4MBVNT|5CDMG|68aVULN|79AART
182	62316 31823	 * 	167.69	ACR|3VULN|2AART|1CDMG|1SELL	18aVULN|2SELL|3RCR|4MBVNT|5CDMG|6DUST|79AART
183	62361 31623	 * 	167.69	ACR|3VULN|2AART|1CDMG|1SELL	18aVULN|2SELL|3RCR|4CDMG|5LEGI|6DUST|79AART
184	33677 42124	 * 	167.69	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1LHND|2MBVNT|36AART|4ASPD|58CDMG|7RCR|9VULN|aDMG
185	63284 41631	   	167.65	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2MBVNT|3aERES|4DUR|58DMG|7RCR|9AART
186	62341 31321	 * 	167.65	ACR|3VULN|1DMG|3DUR|2ASPD|1SELL	158VULN|2SELL|3RCR|458DUR|58BPWR|6RMIN|78ASPD|9DMG|aMBVNT
187	12317 35114	 * 	167.59	ACR|2VULN|1AART|1DMG|2ASPD|1DUR|1SELL	1aDUST|2SELL|3RCR|4MBVNT|5aVULN|6DMG|7AART|8DUR|9aASPD|aBPWR
188	12314 71836	   	167.59	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|2SELL|3RCR|4MBVNT|5CDMG|68VULN|7AART|9DUR|aDMG
189	12314 71844	   	167.59	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DUST|2SELL|3RCR|4MBVNT|5CDMG|68VULN|7AART|9DMG|aASPD
190	12314 71846	   	167.59	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|2SELL|3RCR|4MBVNT|5CDMG|68VULN|7AART|9DMG|aDUR
191	12317 35134	   	167.59	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|2SELL|3RCR|4MBVNT|59VULN|6DMG|7AART|8DUR|aCDMG
192	62314 35114	 * 	167.59	ACR|2VULN|1AART|1DMG|2ASPD|1DUR|1SELL	1aVULN|2SELL|3RCR|4MBVNT|5aDUST|6DMG|7AART|8DUR|9aASPD|aBPWR
193	62314 35134	   	167.59	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	19VULN|2SELL|3RCR|4MBVNT|5DUST|6DMG|7AART|8DUR|aCDMG
194	62316 31844	   	167.59	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	18VULN|2SELL|3RCR|4MBVNT|5CDMG|6DUST|7AART|9DMG|aASPD
195	36323 14335	   	167.53	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1LHND|2CGEN|3DUR|4VULN|5RCR|6ASPD|7AART|8aDMG|9ZMB
196	51313 14335	   	167.53	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1CGEN|2VULN|3DUR|4LHND|5RCR|6ASPD|7AART|8aDMG|9ZMB
197	52323 14335	   	167.53	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1CGEN|2LWND|3DUR|4VULN|5RCR|6ASPD|7AART|8aDMG|9ZMB
198	33672 13452	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2MBVNT|3AART|4ASPD|5aVULN|6DMG|7RCR|8CGEN|9CDMG
199	63624 13452	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aVULN|2MBVNT|3AART|4FEWX|5DMG|6ASPD|7RCR|8CGEN|9CDMG
200	63324 63623	   	167.50	DCR|3VULN|2DMG|2DUR	18aVULN|2MBVNT|3CANSTR|4RPLT|5RCVC|6RCR|7aDUR|9aDMG|aBPWR
201	13224 43336	 * 	167.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	19DUST|2MBVNT|3ERES|49VULN|5DMG|6CDMG|79ASPD|8RCR|9BPWR|aAART
202	63234 43336	   	167.43	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	19VULN|2MBVNT|3ERES|49DUST|5DMG|6CDMG|79ASPD|8RCR|9BPWR|aAART
203	13472 13652	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|2MBVNT|3AART|4ASPD|5aVULN|6DMG|7RCR|8CGEN|9CDMG
204	33124 71635	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2MBVNT|3CGEN|46VULN|58DMG|7RCR|9DUR|aAART
205	33324 71635	   	167.25	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2MBVNT|3MLV|46VULN|58DMG|7RCR|9DUR|aAART
206	62346 11213	 * 	167.21	ACR|2VULN|2DMG|1FLTHEA|1DUR|1ASPD|1SELL	15VULN|2SELL|3RCR|4DUR|6ASPD|79DMG|8ERES|aFLTHEA
207	56312 21235	   	167.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2RCR|3DUR|4LWND|57VULN|6LHND|8AART|9ZMB|aDMG
208	56322 23235	   	167.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2RCR|3DUR|45VULN|6LHND|7BEXP|8AART|9ZMB|aDMG
209	63432 42283	   	167.17	DCR|3VULN|1AART|1CDMG|1ZMB	19aVULN|2MBVNT|3LIT|4ZMB|5LWND|6RCR|7AART|8CDMG
210	63612 31435	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|8DUR|9DLOT|aZMB
211	33224 41635	   	167.15	DCR|2VULN|2DMG|1AART|1DUR	1LHND|2MBVNT|3ERES|46VULN|58DMG|7RCR|9DUR|aAART
212	63214 41635	   	167.15	DCR|2VULN|2DMG|1AART|1DUR	16VULN|2MBVNT|3ERES|4LHND|58DMG|7RCR|9DUR|aAART
213	33672 17432	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1LHND|2MBVNT|3AART|4ASPD|5aVULN|6DMG|7ZMB|8DUR|9RCR
214	43447 12332	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1BEXP|2MBVNT|3AART|4DUR|5ZMB|6ASPD|7aVULN|8DMG|9RCR
215	63622 15332	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1aVULN|2MBVNT|3AART|4FEWX|5ZMB|6ASPD|7DUR|8DMG|9RCR
216	63641 27332	   	167.01	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1aVULN|2MBVNT|3AART|4DUR|5FEWX|6ASPD|7ZMB|8DMG|9RCR
217	63152 28134	   	166.92	DCR|4VULN|2DMG|1SELL	149aVULN|2MBVNT|349CGEN|49BPWR|5RCVC|69DMG|7RCR|8SELL
218	63612 31141	   	166.91	DCR|2VULN|2DMG|1AART	15VULN|2MBVNT|3AART|4aMLV|6RCR|79DMG|8CGEN
219	63612 31145	   	166.91	DCR|2VULN|2DMG|1AART	15VULN|2MBVNT|3AART|4MLV|6RCR|79DMG|8CGEN|aFEWX
220	63612 31147	   	166.91	DCR|2VULN|2DMG|1AART	15VULN|2MBVNT|3AART|4MLV|6RCR|79DMG|8CGEN|aRCVC
221	63612 31148	   	166.91	DCR|2VULN|2DMG|1AART	15VULN|2MBVNT|3AART|4MLV|6RCR|79DMG|8CGEN|aLWND
222	13443 17732	   	166.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|2MBVNT|3AART|4DUR|5DMG|6ASPD|7ZMB|8aVULN|9RCR
223	13447 17732	   	166.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|2MBVNT|3AART|4DUR|5ASPD|6DMG|7ZMB|8aVULN|9RCR
224	32331 44523	 * 	166.89	ACR|2VULN|2DMG|2FLTHEA|1DUR|1SELL	1aLHND|2SELL|3RCR|4LWND|5aFLTHEA|6DUR|78VULN|9aDMG|aBPWR
225	62311 17361	 * 	166.88	ACR|3VULN|2ZMB|2ASPD|1CDMG|1DUR|1SELL	158VULN|2SELL|3RCR|4MBVNT|58BPWR|68ASPD|78ZMB|9DUR|aCDMG
226	63122 28134	   	166.82	DCR|4VULN|2DMG|1SELL	149aVULN|2MBVNT|39CGEN|5RCVC|69DMG|7RCR|8SELL|9BPWR
227	63612 31142	   	166.81	DCR|2VULN|2DMG|1AART	15VULN|2MBVNT|3AART|4MLV|6RCR|79DMG|8CGEN|aNUKE
228	63612 31144	   	166.81	DCR|2VULN|2DMG|1AART	15VULN|2MBVNT|3AART|4MLV|6RCR|79DMG|8CGEN|aAIRHEA
229	63624 13844	 * 	166.79	DCR|2DMG|1AART|1VULN|3ASPD	1VULN|2MBVNT|3AART|4FEWX|59DMG|68aASPD|7RCR
230	32311 55623	 * 	166.79	ACR|2VULN|2DMG|2FLTHEA|1DUR|1SELL	1aLHND|2SELL|3RCR|4MBVNT|5aFLTHEA|6DUR|78VULN|9aDMG|aBPWR
231	32321 44523	 * 	166.79	ACR|2VULN|2DMG|2FLTHEA|1DUR|1SELL	1aLHND|2SELL|3RCR|4DUST|5aFLTHEA|6DUR|78VULN|9aDMG|aBPWR
232	62111 44321	   	166.72	DCR|4VULN|2DMG|1SELL	1589VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|aBEXP
233	62111 44325	   	166.72	DCR|4VULN|2DMG|1SELL	1589VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|aRPLT
234	62111 44327	   	166.72	DCR|4VULN|2DMG|1SELL	1589VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|aCGEN
235	62111 44328	   	166.72	DCR|4VULN|2DMG|1SELL	1589VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|aLWND
236	62311 17326	 * 	166.71	ACR|4VULN|3ASPD|2ZMB|1SELL	1589VULN|2SELL|3RCR|4MBVNT|58BPWR|68aASPD|78ZMB
237	12331 44523	 * 	166.69	ACR|2VULN|2DMG|2FLTHEA|1DUR|1SELL	1aDUST|2SELL|3RCR|4LWND|5aFLTHEA|6DUR|78VULN|9aDMG|aBPWR
238	62111 44322	   	166.62	DCR|4VULN|2DMG|1SELL	1589VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|aERES
239	62111 44323	   	166.62	DCR|4VULN|2DMG|1SELL	1589VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|aTLV
240	56311 62332	 * 	166.52	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3DUR|4LWND|5DUST|6AART|79aVULN|8CDMG
241	62114 44324	   	166.50	DCR|3DMG|2VULN|1DUR|1ASPD|1SELL	18VULN|2SELL|3RMIN|458DMG|6MBVNT|7RCR|8BPWR|9ASPD|aDUR
242	62316 72434	   	166.49	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	16VULN|2SELL|3RCR|4MBVNT|5CDMG|7LWND|8DMG|9AART|aASPD
243	12317 36534	   	166.39	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DUST|2SELL|3RCR|4MBVNT|57VULN|6DMG|8CDMG|9AART|aASPD
244	62314 36534	   	166.39	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	17VULN|2SELL|3RCR|4MBVNT|5DUST|6DMG|8CDMG|9AART|aASPD
245	56323 21623	 * 	166.38	ACR|4VULN|1AART|1DUR	1CGEN|2RCR|3DUR|489aVULN|5RMIN|6ERES|7AART
246	62311 17318	 * 	166.36	ACR|3VULN|1DMG|2ZMB|2ASPD|1SELL	158VULN|2SELL|3RCR|4MBVNT|58BPWR|68ASPD|78ZMB|9LWND|aDMG
247	63624 13511	   	166.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49FEWX|5DMG|6ASPD|7RCR|89DUR|9BPWR|aLIT
248	63624 13512	   	166.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49FEWX|5DMG|6ASPD|7RCR|89DUR|9BPWR|aLWND
249	63624 13513	   	166.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49FEWX|5DMG|6ASPD|7RCR|89DUR|9BPWR|aLHND
250	63647 13211	   	166.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49DUR|5ASPD|6DMG|7RCR|89BEXP|9BPWR|aLIT
251	63647 13212	   	166.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49DUR|5ASPD|6DMG|7RCR|89BEXP|9BPWR|aLWND
252	63647 13213	   	166.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49DUR|5ASPD|6DMG|7RCR|89BEXP|9BPWR|aLHND
253	63642 18143	   	166.30	DCR|3VULN|2AART|2DUR	16aVULN|2MBVNT|35AART|46DUR|6BPWR|7RCR|89CGEN
254	62111 44311	   	166.27	DCR|3VULN|2DMG|1CDMG|1SELL	158VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|9LWND|aCDMG
255	62111 44371	   	166.27	DCR|3VULN|2DMG|1CDMG|1SELL	158VULN|2SELL|3RMIN|48DMG|6MBVNT|7RCR|8BPWR|9FEWX|aCDMG
256	43721 14343	   	166.25	DCR|3VULN|2DMG|1CDMG|1ASPD	1BEXP|2MBVNT|3RPLT|469VULN|56DMG|6BPWR|7ASPD|8CDMG|aRCR
257	63624 13514	   	166.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49FEWX|5DMG|6ASPD|7RCR|89DUR|9BPWR|aTLV
258	63647 13214	   	166.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49DUR|5ASPD|6DMG|7RCR|89BEXP|9BPWR|aTLV
259	13452 48346	 * 	166.20	DCR|3DMG|2AART|2DUR	19DUST|2MBVNT|35AART|4LWND|69DUR|7RCR|89aDMG|9BPWR
260	42211 51316	   	166.17	DCR|3VULN|3DMG|1SELL	167BEXP|2SELL|3aCGEN|47aDMG|57aVULN|7aBPWR|8RCR|9DLOT
261	62341 11133	   	166.12	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|7DMG|8CDMG|9LWND|aZMB
262	62341 11143	   	166.12	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|7DMG|8CDMG|9LHND|aZMB
263	43721 11322	   	166.12	DCR|3VULN|3DMG	1BEXP|2MBVNT|3RPLT|469VULN|56aDMG|6BPWR|7DMSP|8RCR
264	43721 13322	   	166.12	DCR|3VULN|3DMG	17BEXP|2MBVNT|3RPLT|469VULN|56aDMG|6BPWR|8RCR
265	63647 13111	   	166.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49DUR|5ASPD|6DMG|7RCR|89DUST|9BPWR|aLIT
266	63647 13112	   	166.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49DUR|5ASPD|6DMG|7RCR|89DUST|9BPWR|aLWND
267	63647 13113	   	166.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49DUR|5ASPD|6DMG|7RCR|89DUST|9BPWR|aLHND
268	42211 51324	   	166.07	DCR|3VULN|3DMG|1SELL	167BEXP|2SELL|3CGEN|479DMG|57aVULN|7BPWR|8RCR
269	56312 25332	   	166.02	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3DUR|4LWND|59aVULN|6LHND|7AART|8CDMG
270	56322 11142	   	166.02	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3DUR|45aVULN|6BEXP|7AART|8FEWX|9CDMG
271	62341 11163	   	166.02	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD|1SELL	15VULN|2SELL|3RCR|45DUR|5BPWR|6ASPD|7DMG|8CDMG|9DUST|aZMB
272	63647 13114	   	166.00	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	19VULN|2MBVNT|3AART|49DUR|5ASPD|6DMG|7RCR|89DUST|9BPWR|aTLV
273	62316 82432	 * 	165.96	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	16VULN|2SELL|3RCR|4MBVNT|56CDMG|6BPWR|7LWND|8DMG|9AART|aRCVC
274	63612 36132	   	165.96	DCR|4VULN|1AART|1DUR	159aVULN|2MBVNT|3AART|4MLV|6RCR|7RPLT|8DUR
275	42311 57242	   	165.94	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1SELL	1BEXP|2SELL|3RCR|4MBVNT|5FLTHEA|6AART|7aVULN|8CDMG|9ZMB
276	62116 46334	   	165.93	DCR|3VULN|3DMG|2SELL	19aVULN|27SELL|3RMIN|49aDMG|5MBVNT|69aCGEN|8RCR|9aBPWR
277	56322 31142	   	165.92	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3DUR|45aVULN|6DUST|7AART|8FEWX|9CDMG
278	56322 31342	   	165.92	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3DUR|45aVULN|6DUST|7AART|8BEXP|9CDMG
279	56321 25332	   	165.92	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3DUR|49aVULN|5DUST|6LHND|7AART|8CDMG
280	43122 21534	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1BEXP|2MBVNT|3CGEN|458VULN|6DMG|7RCR|9AART|aASPD
281	43122 21536	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2MBVNT|3CGEN|458VULN|6DMG|7RCR|9AART|aDUR
282	43322 21534	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1BEXP|2MBVNT|3MLV|458VULN|6DMG|7RCR|9AART|aASPD
283	43322 21536	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2MBVNT|3MLV|458VULN|6DMG|7RCR|9AART|aDUR
284	63812 21534	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	158VULN|2MBVNT|3BEXP|4CGEN|6DMG|7RCR|9AART|aASPD
285	62316 82431	 * 	165.86	ACR|2VULN|1AART|1DMG|2CDMG|1SELL	16VULN|2SELL|3RCR|4MBVNT|56CDMG|6BPWR|7LWND|8DMG|9AART|aERES
286	12311 57242	   	165.84	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1SELL	1DUST|2SELL|3RCR|4MBVNT|5FLTHEA|6AART|7aVULN|8CDMG|9ZMB
287	43222 21536	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2MBVNT|3ERES|458VULN|6DMG|7RCR|9AART|aDUR
288	43224 41536	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2MBVNT|3ERES|468VULN|5DMG|7RCR|9AART|aDUR
289	63284 41532	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	168VULN|2MBVNT|3ERES|4DUR|5DMG|7RCR|9AART|aLHND
290	63284 41533	   	165.82	DCR|3VULN|1AART|1DMG|1DUR	168VULN|2MBVNT|3ERES|4DUR|5DMG|7RCR|9AART|aDMSP
291	11224 23363	   	165.73	ACR|2AART|2VULN|1DMG|1DUR	1DUST|2LIT|35AART|4RCR|6RCVC|79VULN|8DUR|aDMG
292	11224 43422	   	165.73	ACR|2AART|2VULN|1DMG|1ASPD	1DUST|2LIT|35AART|4RCR|6LWND|78VULN|9ASPD|aDMG
293	11224 53413	   	165.73	ACR|2AART|2VULN|1DMG|1DUR	1DUST|2LIT|35AART|4RCR|6FEWX|78VULN|9DUR|aDMG
294	11224 53422	   	165.73	ACR|2AART|2VULN|1DMG|1ASPD	1DUST|2LIT|35AART|4RCR|6FEWX|78VULN|9ASPD|aDMG
295	22224 23363	   	165.73	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUST|35AART|4RCR|6RCVC|79VULN|8DUR|aDMG
296	22224 43422	   	165.73	ACR|2AART|2VULN|1DMG|1ASPD	1LIT|2DUST|35AART|4RCR|6LWND|78VULN|9ASPD|aDMG
297	22224 53413	   	165.73	ACR|2AART|2VULN|1DMG|1DUR	1LIT|2DUST|35AART|4RCR|6FEWX|78VULN|9DUR|aDMG
298	22224 53422	   	165.73	ACR|2AART|2VULN|1DMG|1ASPD	1LIT|2DUST|35AART|4RCR|6FEWX|78VULN|9ASPD|aDMG
299	63284 41531	   	165.72	DCR|3VULN|1AART|1DMG|1DUR	168VULN|2MBVNT|3aERES|4DUR|5DMG|7RCR|9AART
300	11226 15432	 * 	165.63	ACR|2AART|2DMG|1VULN|1DUR	1DUST|2LIT|3aAART|4RCR|5ERES|69DMG|7DUR|8VULN
301	22226 15432	   	165.63	ACR|2AART|2DMG|1VULN|1DUR	1LIT|2DUST|3aAART|4RCR|5ERES|69DMG|7DUR|8VULN
302	11224 33363	   	165.63	ACR|2AART|2VULN|1DMG|1DUR	16DUST|2LIT|35AART|4RCR|79VULN|8DUR|aDMG
303	22224 33363	   	165.63	ACR|2AART|2VULN|1DMG|1DUR	1LIT|26DUST|35AART|4RCR|79VULN|8DUR|aDMG
304	32343 34433	   	165.59	ACR|2VULN|2AART|1DMG|1DUR|1SELL	1LHND|2SELL|3RCR|4DUR|5BEXP|6DMG|7aAART|89VULN
305	42336 31133	   	165.59	ACR|2VULN|2AART|1DMG|1DUR|1SELL	1BEXP|2SELL|3RCR|4LWND|59VULN|6DMG|7aAART|8DUR
306	43441 68344	   	165.51	DCR|2AART|2DMG|1VULN|1DUR	19BEXP|2MBVNT|36AART|4DUR|59FEWX|7RCR|89DMG|9BPWR|aVULN
307	63612 32452	   	165.51	DCR|3VULN|1AART|1CDMG|1DUR	15aVULN|2MBVNT|3AART|4MLV|6RCR|7LHND|8DUR|9CDMG
308	63612 36134	   	165.51	DCR|3VULN|1AART|1CDMG|1DUR	159VULN|2MBVNT|3AART|4MLV|6RCR|7RPLT|8DUR|aCDMG
309	12336 31133	   	165.49	ACR|2VULN|2AART|1DMG|1DUR|1SELL	1DUST|2SELL|3RCR|4LWND|59VULN|6DMG|7aAART|8DUR
310	32342 34433	   	165.49	ACR|2VULN|2AART|1DMG|1DUR|1SELL	1LHND|2SELL|3RCR|4DUR|5DUST|6DMG|7aAART|89VULN
311	62331 11451	 * 	165.48	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD|1SELL	158VULN|2SELL|3RCR|45LHND|5BPWR|6ASPD|7DMG|9DUR|aCDMG
312	63642 18432	   	165.46	DCR|2AART|2VULN|3DUR|1ZMB	16VULN|2MBVNT|35AART|468DUR|6BPWR|7RCR|9ZMB|aLWND
313	63642 18434	   	165.46	DCR|2AART|2VULN|3DUR|1ZMB	16VULN|2MBVNT|35AART|468DUR|6BPWR|7RCR|9ZMB|aLHND
314	56312 21242	   	165.42	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3DUR|4LWND|57aVULN|6LHND|8AART|9CDMG
315	56322 23242	   	165.42	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3DUR|45aVULN|6LHND|7BEXP|8AART|9CDMG
316	63612 34452	   	165.41	DCR|3VULN|1AART|1CDMG|1DUR	15aVULN|2MBVNT|3AART|4MLV|6RCR|7LEGI|8DUR|9CDMG
317	62311 11526	 * 	165.40	ACR|4VULN|1DMG|2ASPD|1SELL	1589VULN|2SELL|3RCR|4MBVNT|5BPWR|6aASPD|7DMG
318	63612 31426	 * 	165.38	DCR|2VULN|1AART|1DMG|3DUR	15VULN|2MBVNT|3AART|4MLV|6RCR|7DMG|89aDUR
319	63642 18431	   	165.36	DCR|2AART|2VULN|3DUR|1ZMB	16VULN|2MBVNT|35AART|468DUR|6BPWR|7RCR|9ZMB|aDLOT
320	63642 18433	   	165.36	DCR|2AART|2VULN|3DUR|1ZMB	16VULN|2MBVNT|35AART|468DUR|6BPWR|7RCR|9ZMB|aDUST
321	56321 21242	   	165.32	ACR|3VULN|1AART|1CDMG|1DUR	1CGEN|2RCR|3DUR|47aVULN|5DUST|6LHND|8AART|9CDMG
