0	Index      	 *	Score 	Summary	Detail	
1	56363 11212	 * 	194.07	ACR|3VULN|1AART|2CDMG|1DMG|1ZMB	19ERES|2ZMB|3RCR|49CDMG|5DMG|6CGEN|7AART|89aVULN|9BPWR
165	41622 21144	   	169.97	ACR|2VULN|2DMG|1AART|1DUR	1BEXP|2ERES|3RCR|4DUR|59VULN|6MBVNT|78DMG|aAART
166	13612 25413	   	169.88	ACR|4VULN|2DMG	148aVULN|2RMIN|3RCR|5CANSTR|6aDMG|7RPLT|9aCGEN|aBPWR
167	13612 32223	   	169.88	ACR|4VULN|2DMG	146aVULN|2RMIN|3RCR|5CANSTR|78aBEXP|9aDMG|aBPWR
168	13615 32223	   	169.88	ACR|4VULN|2DMG	146aVULN|2RMIN|3RCR|5VENICY|78aBEXP|9aDMG|aBPWR
169	13662 32223	   	169.88	ACR|4VULN|2DMG	146aVULN|2RMIN|3RCR|4aBPWR|5CANSTR|78aBEXP|9aDMG
170	13665 32223	   	169.88	ACR|4VULN|2DMG	146aVULN|2RMIN|3RCR|4aBPWR|5VENICY|78aBEXP|9aDMG
171	11522 25334	   	169.87	DCR|3VULN|1DMG|2CDMG|2DUR	159VULN|2ERES|39DUR|4FEWX|6RCR|7DUST|89CDMG|9BPWR|aDMG
172	53311 41133	   	169.87	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	12ERES|3RCR|4DMG|5CDMG|6VULN|7AART|8RCVC|9FLTHEA|aZMB
173	53341 41133	   	169.87	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	12ERES|3RCR|4CDMG|5DMG|6VULN|7AART|8RCVC|9FLTHEA|aZMB
174	53343 41133	   	169.87	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	12ERES|3RCR|4CDMG|5VULN|6DMG|7AART|8RCVC|9FLTHEA|aZMB
175	54311 41133	   	169.87	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	12ERES|2BPWR|3RCR|4DMG|5CDMG|6VULN|7AART|8RCVC|9FLTHEA|aZMB
176	13614 33353	   	169.79	ACR|3VULN|1AART|1DMG|1ASPD|1SELL	14aVULN|2RMIN|3RCR|5LWND|6SELL|7AART|8ASPD|9DMG
177	13614 32622	   	169.74	ACR|4VULN|2DMG|1SELL	149aVULN|2RMIN|3RCR|59LWND|6SELL|7BELT|89DMG|9BPWR
178	13612 25233	   	169.68	ACR|4VULN|2DMG	149aVULN|2RMIN|3RCR|5CANSTR|6aDMG|7RPLT|8aERES|aBPWR
179	13615 25233	   	169.68	ACR|4VULN|2DMG	149aVULN|2RMIN|3RCR|5VENICY|6aDMG|7RPLT|8aERES|aBPWR
180	13662 25233	   	169.68	ACR|4VULN|2DMG	149aVULN|2RMIN|3RCR|4aBPWR|5CANSTR|6aDMG|7RPLT|8aERES
181	11612 13442	 * 	169.64	ACR|3VULN|1AART|2ZMB|1CDMG	147VULN|2ERES|3RCR|57ZMB|67CANHEL|7BPWR|8BELT|9CDMG|aAART
182	16625 31133	   	169.63	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1ASPD	16VULN|2CDMG|3ERES|4ASPD|5RCR|7AART|8RCVC|9FLTHEA|aZMB
183	11512 22316	   	169.62	DCR|4VULN|1DMG|1ZMB|1DUR	149aVULN|2ERES|3DUR|5ZMB|6RCR|7DMG|8RMIN
184	13624 11621	   	169.53	ACR|3VULN|2DMG|1CDMG	159VULN|2RMIN|3RCR|4BELT|6CDMG|79LWND|89DMG|9BPWR|aCGEN
185	11512 22616	   	169.52	DCR|4VULN|1DMG|1ZMB|1DUR	149aVULN|2ERES|3DUR|5ZMB|6RCR|7DMG|8TLV
186	52435 31233	   	169.48	ACR|3VULN|1AART|1FLTHEA|1ZMB|1ASPD|1SELL	1ERES|2SELL|3ASPD|468VULN|5RCR|7AART|9FLTHEA|aZMB
187	52625 31233	   	169.48	ACR|3VULN|1AART|1FLTHEA|1ZMB|1ASPD|1SELL	1ERES|2SELL|368VULN|4ASPD|5RCR|7AART|9FLTHEA|aZMB
188	25334 22732	   	169.47	DCR|4VULN|2DMG	128FEWX|3MBVNT|4589VULN|6RCR|78DMG|8BPWR|aBEXP
189	25334 22733	   	169.47	DCR|4VULN|2DMG	128FEWX|3MBVNT|4589VULN|6RCR|78DMG|8BPWR|aCGEN
190	25334 22737	   	169.47	DCR|4VULN|2DMG	128FEWX|3MBVNT|4589VULN|6RCR|78DMG|8BPWR|aRPLT
191	34213 24512	 * 	169.44	ACR|2AART|2VULN|1DMG|1CDMG	1LHND|2LWND|37VULN|49AART|5RCR|6DMG|8DUST|aCDMG
192	53311 41342	   	169.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	12ERES|3RCR|4DMG|5CDMG|6aVULN|7AART|8DUR|9RCVC
193	53311 51242	   	169.44	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	12ERES|3RCR|4DMG|5CDMG|6DUR|7AART|8aVULN|9RCVC
194	25334 22735	   	169.37	DCR|4VULN|2DMG	128FEWX|3MBVNT|4589VULN|6RCR|78DMG|8BPWR|aLEGI
195	13624 12352	 * 	169.24	ACR|3VULN|3CDMG|1AART	15aVULN|2RMIN|3RCR|4BELT|69aCDMG|7AART|8aLHND|aBPWR
196	13611 33216	   	169.24	ACR|3VULN|1AART|1DMG|1DUR	147VULN|2RMIN|3RCR|56ERES|8AART|9DMG|aDUR
197	13661 33216	   	169.24	ACR|3VULN|1AART|1DMG|1DUR	147VULN|2RMIN|3RCR|4BPWR|56ERES|8AART|9DMG|aDUR
198	13612 22635	 * 	169.23	ACR|3DMG|2VULN|1CDMG	14VULN|2RMIN|3RCR|5CANSTR|67aDMG|8FEWX|9CDMG
199	53311 41263	   	169.14	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	12ERES|3RCR|4DMG|5CDMG|68VULN|7AART|9ASPD|aRCVC
200	11615 22522	 * 	169.03	ACR|3DMG|2VULN|2ASPD	14VULN|2ERES|3RCR|5AIRHEA|679DMG|8aASPD
201	11653 13522	 * 	169.03	ACR|3VULN|2DMG|2ASPD	17aVULN|25ERES|3RCR|47ASPD|67CANHEL|7BPWR|89DMG
202	25334 22721	   	169.01	DCR|3VULN|2DMG|1CDMG	128FEWX|3MBVNT|458VULN|6RCR|78DMG|8BPWR|9CGEN|aCDMG
203	25334 22751	   	169.01	DCR|3VULN|2DMG|1CDMG	128FEWX|3MBVNT|458VULN|6RCR|78DMG|8BPWR|9RMIN|aCDMG
204	13623 26116	 * 	168.96	ACR|2VULN|2DMG|2ZMB|1ASPD|1DUR	19VULN|2RMIN|3RCR|4BELT|59ZMB|6CGEN|7ASPD|89DMG|9BPWR|aDUR
205	56332 12331	   	168.96	ACR|3VULN|1DMG|2CDMG|1ZMB	1ERES|2ZMB|3RCR|479VULN|5FEWX|68CDMG|aDMG
206	13216 22264	 * 	168.88	DCR|2DMG|2AART|1VULN|1ZMB	1VULN|2RMIN|3DMSP|47DMG|5LHND|6RCR|89AART|aZMB
207	13623 36116	   	168.86	ACR|2VULN|2DMG|2ZMB|1DUR|1ASPD	19VULN|2RMIN|3RCR|4BELT|59ZMB|6TLV|7ASPD|89DMG|9BPWR|aDUR
208	11612 45311	   	168.86	ACR|3VULN|1DMG|2CDMG|1ZMB	147VULN|2ERES|3RCR|5ZMB|6DUST|89CDMG|aDMG
209	11123 53216	   	168.82	DCR|3VULN|1AART|1DMG|1DUR	147VULN|2ERES|3DMSP|5TLV|6RCR|8AART|9DMG|aDUR
210	25334 22748	   	168.77	DCR|3VULN|2DMG|1CDMG|1SELL	128FEWX|3MBVNT|458VULN|6RCR|78DMG|8BPWR|9SELL|aCDMG
211	52211 41233	   	168.67	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD|1SELL	1ERES|2SELL|3ZMB|4ASPD|5DMG|68VULN|7AART|9FLTHEA|aRCR
212	52213 41233	   	168.67	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1ASPD|1SELL	1ERES|2SELL|3ZMB|4ASPD|58VULN|6DMG|7AART|9FLTHEA|aRCR
213	13612 33413	   	168.67	ACR|4VULN|1AART|2DUR	1467VULN|2RMIN|3RCR|5CANSTR|8AART|9aDUR
214	13615 33413	   	168.67	ACR|4VULN|1AART|2DUR	1467VULN|2RMIN|3RCR|5VENICY|8AART|9aDUR
215	13662 33413	   	168.67	ACR|4VULN|1AART|2DUR	1467VULN|2RMIN|3RCR|4BPWR|5CANSTR|8AART|9aDUR
216	13211 44325	   	168.66	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2RMIN|3DMSP|48DMG|5CDMG|7AART|9CGEN|aRCR
217	31612 63226	   	168.59	ACR|3VULN|1AART|1CDMG|1ZMB	1LHND|2ERES|3RCR|457VULN|6ZMB|8AART|9RCVC|aCDMG
218	15263 11612	   	168.56	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2FEWX|4CDMG|59DMG|6CGEN|7AART|8ERES|aRCR
219	11412 25331	   	168.54	DCR|3VULN|1DMG|2CDMG|1ZMB	149VULN|2ERES|3FEWX|5ZMB|6RCR|78CDMG|aDMG
220	15263 21612	   	168.46	DCR|2VULN|2DMG|1AART|1CDMG	13VULN|2FEWX|4CDMG|59DMG|6TLV|7AART|8ERES|aRCR
221	53311 21215	 * 	168.41	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG	12ERES|3RCR|4DMG|5CDMG|6LWND|7aAART|8VULN|9FLTHEA
222	53341 21215	   	168.41	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG	12ERES|3RCR|4CDMG|5DMG|6LWND|7aAART|8VULN|9FLTHEA
223	54311 21215	   	168.41	ACR|2AART|1VULN|1DMG|1FLTHEA|1CDMG	12ERES|2BPWR|3RCR|4DMG|5CDMG|6LWND|7aAART|8VULN|9FLTHEA
224	32335 17384	   	168.23	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	12LHND|3MBVNT|46VULN|5FLTHEA|7CDMG|8RCR|9AART|aDMG
225	11312 23226	   	168.17	DCR|3VULN|1AART|1CDMG|1ZMB	147VULN|2ERES|3LHND|5ZMB|6RCR|8AART|9RCVC|aCDMG
226	13624 12126	   	168.13	ACR|3VULN|2AART|1CDMG	158VULN|2RMIN|3RCR|4BELT|6CDMG|7aAART|9DMSP
227	11633 21644	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	189VULN|2ERES|3RCR|4BEXP|5DUR|6MBVNT|7DMG|aAART
228	41613 21644	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	1BEXP|2ERES|3RCR|489VULN|5DUR|6MBVNT|7DMG|aAART
229	41622 21644	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	1BEXP|2ERES|3RCR|4DUR|589VULN|6MBVNT|7DMG|aAART
230	13656 33133	   	168.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2RMIN|3RCR|4ASPD|5DMG|6CDMG|7AART|9CGEN|aLWND
231	13656 33333	   	168.03	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2RMIN|3RCR|4ASPD|58DMG|6CDMG|7AART|9CGEN|aLWND
232	11111 25411	   	167.96	DCR|2VULN|2DMG|1AART|1CDMG	19VULN|2ERES|3DMSP|49DMG|5CDMG|6LHND|79BASICY|8AART|9BPWR|aRCR
233	13656 33113	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2RMIN|3RCR|4ASPD|5DMG|6CDMG|7AART|9NUKE|aLWND
234	13656 33131	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2RMIN|3RCR|4ASPD|5DMG|6CDMG|7AART|9CGEN|aDUST
235	13656 33313	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2RMIN|3RCR|4ASPD|58DMG|6CDMG|7AART|9NUKE|aLWND
236	13656 33331	   	167.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2RMIN|3RCR|4ASPD|58DMG|6CDMG|7AART|9CGEN|aDUST
237	31611 14353	   	167.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LHND|2ERES|3RCR|49VULN|5ASPD|6CDMG|7AART|8RPLT|aDMG
238	13656 33111	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	18VULN|2RMIN|3RCR|4ASPD|5DMG|6CDMG|7AART|9NUKE|aDUST
239	13656 33311	   	167.83	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2RMIN|3RCR|4ASPD|58DMG|6CDMG|7AART|9NUKE|aDUST
240	53311 41353	   	167.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	12ERES|3RCR|49DMG|5CDMG|6VULN|7AART|8DUR|aLWND
241	53311 51253	   	167.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	12ERES|3RCR|49DMG|5CDMG|6DUR|7AART|8VULN|aLWND
242	53311 41262	   	167.83	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	12ERES|3RCR|4DMG|5CDMG|68VULN|7AART|9ASPD|aRMIN
243	53311 21552	   	167.83	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	12ERES|3RCR|49DMG|5CDMG|6LWND|7AART|8DUR|aVULN
244	16162 11313	 * 	167.79	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1VULN|28CDMG|3LIT|4BELT|5DMG|6RCR|79AART|aASPD
245	16162 11336	   	167.79	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1VULN|28CDMG|3LIT|4BELT|5DMG|6RCR|7aAART|9DUR
246	53311 41351	   	167.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	12ERES|3RCR|49DMG|5CDMG|6VULN|7AART|8DUR|aDUST
247	53311 51251	   	167.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	12ERES|3RCR|49DMG|5CDMG|6DUR|7AART|8VULN|aDUST
248	53311 41261	   	167.73	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	12aERES|3RCR|4DMG|5CDMG|68VULN|7AART|9ASPD
249	52613 33214	   	167.72	DCR|2VULN|2DMG|1AART|1CDMG|1SELL	1ERES|2SELL|37VULN|4CGEN|59DMG|6CDMG|8AART|aRCR
250	53336 53213	   	167.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	12ERES|3RCR|4RCVC|5ASPD|67VULN|8AART|9DMG|aZMB
251	13624 12163	   	167.69	ACR|3VULN|1AART|1CDMG|1ZMB	158VULN|2RMIN|3RCR|4BELT|6CDMG|7AART|9RPLT|aZMB
252	16625 21233	   	167.62	ACR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB|1ASPD	18VULN|2CDMG|36ERES|4ASPD|5RCR|7AART|9FLTHEA|aZMB
253	13655 23213	   	167.59	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|26RMIN|3RCR|4ASPD|5RCVC|8AART|9DMG|aZMB
254	13612 26223	   	167.46	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	14VULN|2RMIN|3RCR|5CANSTR|68DMG|7CDMG|9DUR|aASPD
255	13615 26223	   	167.46	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	14VULN|2RMIN|3RCR|5VENICY|68DMG|7CDMG|9DUR|aASPD
256	13662 26223	   	167.46	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	14VULN|2RMIN|3RCR|4BPWR|5CANSTR|68DMG|7CDMG|9DUR|aASPD
257	11614 51313	   	167.44	ACR|4VULN|1AART|1ZMB	1469VULN|2ERES|3RCR|57LWND|8AART|aZMB
258	11662 51313	   	167.44	ACR|4VULN|1AART|1ZMB	1569VULN|2ERES|3RCR|47LWND|8AART|aZMB
259	13654 23221	 * 	167.43	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1VULN|2RMIN|3RCR|4ASPD|5FLTHEA|6aDMG|7RPLT|8AART|9BEXP
260	13636 31126	   	167.43	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2RMIN|3RCR|4BEXP|5CDMG|6FEWX|79DMG|8AART|aDUR
261	13636 51112	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RMIN|3RCR|4BEXP|5CDMG|6DUR|7DMG|8AART|9LHND
262	13636 51132	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2RMIN|3RCR|4BEXP|5CDMG|6DUR|7DMG|8AART|9FEWX
263	16323 33384	   	167.40	DCR|3VULN|1AART|1CDMG|2DUR	17aVULN|2CDMG|3aFEWX|4RPLT|5aDUR|6RCR|8MBVNT|9AART|aBPWR
264	11655 33213	   	167.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	17VULN|26ERES|3RCR|4ASPD|5RCVC|8AART|9DMG|aZMB
265	11615 26223	   	167.36	ACR|2VULN|2DMG|1CDMG|1DUR|1ASPD	14VULN|2ERES|3RCR|5AIRHEA|68DMG|7CDMG|9DUR|aASPD
266	11636 51112	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2ERES|3RCR|4BEXP|5CDMG|6DUR|7DMG|8AART|9LHND
267	11636 51132	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aVULN|2ERES|3RCR|4BEXP|5CDMG|6DUR|7DMG|8AART|9FEWX
268	11651 31143	   	167.33	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2ERES|3RCR|4ASPD|5RPLT|6MLV|7aDMG|8AART|9CDMG
269	13654 23211	   	167.33	ACR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1VULN|2RMIN|3RCR|4ASPD|5FLTHEA|6aDMG|7RPLT|8AART|9DUST
270	13636 51121	   	167.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2RMIN|3RCR|4BEXP|5CDMG|6DUR|79DMG|8AART|aTLV
271	13636 51122	   	167.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2RMIN|3RCR|4BEXP|5CDMG|6DUR|79DMG|8AART|aERES
272	13636 51123	   	167.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2RMIN|3RCR|4BEXP|5CDMG|6DUR|79DMG|8AART|aDUST
273	13624 12413	   	167.31	ACR|2VULN|1AART|1DMG|2CDMG	15VULN|2RMIN|3RCR|4BELT|6aCDMG|7AART|8AIRHEL|9DMG
274	55363 11213	   	167.31	ACR|2VULN|1AART|1DMG|2CDMG	19ERES|2TLV|3RCR|49CDMG|5DMG|6CGEN|7AART|89VULN|9BPWR|aLWND
275	55363 31213	   	167.31	ACR|2VULN|1AART|2CDMG|1DMG	19ERES|2TLV|3RCR|49CDMG|5DMG|6MLV|7AART|89VULN|9BPWR|aLWND
276	15265 32331	 * 	167.26	ACR|4VULN|1DMG|2CDMG	1379VULN|2FEWX|48CDMG|5RCR|6DUST|aDMG
277	11636 51121	   	167.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2ERES|3RCR|4BEXP|5CDMG|6DUR|79DMG|8AART|aTLV
278	11636 51122	   	167.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2aERES|3RCR|4BEXP|5CDMG|6DUR|79DMG|8AART
279	53311 41213	   	167.21	ACR|2VULN|1AART|1DMG|2CDMG	12ERES|3RCR|4DMG|5aCDMG|68VULN|7AART|9LIT
280	53341 41213	   	167.21	ACR|2VULN|1AART|1DMG|2CDMG	12ERES|3RCR|4aCDMG|5DMG|68VULN|7AART|9LIT
281	53343 41213	   	167.21	ACR|2VULN|1AART|1DMG|2CDMG	12ERES|3RCR|4aCDMG|58VULN|6DMG|7AART|9LIT
282	54311 41213	   	167.21	ACR|2VULN|1AART|1DMG|2CDMG	12ERES|2BPWR|3RCR|4DMG|5aCDMG|68VULN|7AART|9LIT
283	55363 11211	   	167.21	ACR|2VULN|1AART|1DMG|2CDMG	19ERES|2TLV|3RCR|49CDMG|5DMG|6CGEN|7AART|89VULN|9BPWR|aDUST
284	55363 31211	   	167.21	ACR|2VULN|1AART|2CDMG|1DMG	19ERES|2TLV|3RCR|49CDMG|5DMG|6MLV|7AART|89VULN|9BPWR|aDUST
285	16423 33384	   	167.20	DCR|3VULN|1AART|1CDMG|2DUR	17aVULN|2CDMG|3aDUST|4RPLT|5aDUR|6RCR|8MBVNT|9AART|aBPWR
286	12262 11321	   	167.16	ACR|5VULN|1DMG|1DUR	13789VULN|2LHND|4LIT|5RCR|6DUR|aDMG
287	33262 11321	   	167.16	ACR|5VULN|1DMG|1DUR	1LHND|23789VULN|4LIT|5RCR|6DUR|aDMG
288	16524 31231	   	167.16	DCR|3VULN|1AART|1CDMG|1FLTHEA|1ASPD	158VULN|2CDMG|3MLV|4ASPD|6DUST|7AART|9FLTHEA|aRCR
289	46223 31125	   	167.14	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1BEXP|2CDMG|3aVULN|4RPLT|5DUR|6RCR|78DMG|9ASPD
290	46322 31125	   	167.14	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1BEXP|2CDMG|3DUR|4RPLT|5aVULN|6RCR|78DMG|9ASPD
291	16224 31231	   	167.06	DCR|3VULN|1AART|1CDMG|1FLTHEA|1ASPD	158VULN|2CDMG|3TLV|4ASPD|6DUST|7AART|9FLTHEA|aRCR
292	16461 31231	   	167.06	DCR|3VULN|1AART|1FLTHEA|1CDMG|1ASPD	168VULN|2CDMG|3DUST|4ASPD|5ERES|7AART|9FLTHEA|aRCR
293	16624 31231	   	167.06	DCR|3VULN|1AART|1FLTHEA|1CDMG|1ASPD	158VULN|2CDMG|3ERES|4ASPD|6DUST|7AART|9FLTHEA|aRCR
294	34213 24224	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	1LHND|2LWND|378VULN|4AART|5RCR|6DMG|9MLV|aDUR
295	34213 24263	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	1LHND|2LWND|378VULN|4AART|5RCR|6DMG|9DUR|aFEWX
296	16162 11326	   	166.99	DCR|2VULN|1AART|1DMG|2CDMG	1aVULN|28CDMG|3LIT|4BELT|5DMG|6RCR|7AART|9CGEN
297	34213 24362	   	166.94	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2LWND|37VULN|4AART|5RCR|6DMG|8RCVC|9DUR|aCDMG
298	34213 24241	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	1LHND|2LWND|378VULN|4AART|5RCR|6DMG|9LEGI|aDUR
299	11612 33246	   	166.89	ACR|3VULN|1AART|1CDMG|1ZMB	147VULN|26ERES|3RCR|5ZMB|8AART|9FEWX|aCDMG
300	16162 11315	 * 	166.89	DCR|2AART|3CDMG|1VULN|1DMG	1VULN|28aCDMG|3LIT|4BELT|5DMG|6RCR|79AART
301	13623 25123	   	166.89	ACR|3DMG|2VULN|1ZMB	1aVULN|2RMIN|3RCR|4BELT|5ZMB|69aCGEN|78aDMG|aBPWR
302	16226 41133	   	166.88	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1ASPD	1VULN|2CDMG|3TLV|4ASPD|5ZMB|6DMG|7AART|8RCVC|9FLTHEA|aRCR
303	11612 33236	   	166.79	ACR|3VULN|1AART|1CDMG|1ZMB	147VULN|26ERES|3RCR|5ZMB|8AART|9DUST|aCDMG
304	13424 12134	   	166.73	DCR|3VULN|1AART|1DMG|1CDMG	158VULN|2RMIN|3FEWX|4BELT|6CDMG|7AART|9DMG|aRCR
305	15263 61231	   	166.73	DCR|3VULN|1AART|1DMG|1CDMG	138VULN|2FEWX|4CDMG|5DMG|6RMIN|7AART|9MGNLIT|aRCR
306	11612 13524	   	166.73	ACR|3VULN|1DMG|2ZMB|1DUR|1ASPD	147VULN|2ERES|3RCR|57ZMB|67CANHEL|7BPWR|8ASPD|9DMG|aDUR
307	11612 13542	 * 	166.66	ACR|5VULN|2ZMB|1ASPD	1479aVULN|2ERES|3RCR|57ZMB|67CANHEL|7BPWR|8ASPD
308	15263 11131	   	166.63	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	13VULN|2FEWX|4CDMG|5DMG|6CGEN|7AART|8RCVC|9FLTHEA|aRCR
309	15263 11262	   	166.63	DCR|3VULN|1AART|1DMG|1CDMG	138VULN|2FEWX|4CDMG|5DMG|6CGEN|7AART|9ERES|aRCR
310	63331 12356	 * 	166.62	DCR|4VULN|1AART|3DUR|1SELL	1RPLT|2aDUST|35aDUR|456aVULN|5aBPWR|7SELL|8RCR|9AART
311	13213 26146	   	166.59	DCR|2VULN|1AART|1DMG|2CDMG	1aVULN|2RMIN|3DMSP|4DMG|5aBEXP|6RCR|7RPLT|8AART|9aCDMG|aBPWR
312	13216 26126	   	166.59	DCR|2VULN|1AART|1DMG|2CDMG	1aVULN|2RMIN|3DMSP|4DMG|5aLHND|6RCR|7RPLT|8AART|9aCDMG|aBPWR
313	11612 52134	   	166.59	ACR|3VULN|2DMG|1ZMB	149VULN|2ERES|3RCR|5ZMB|6LWND|7aDMG|8RPLT
314	11622 34124	   	166.59	ACR|3VULN|2DMG|1ZMB	19aVULN|2aERES|3RCR|4BELT|5RMIN|6TLV|7ZMB|8aDMG|aBPWR
315	61216 21125	   	166.57	ACR|2VULN|2DMG|1AART|1DUR	1RPLT|2DUR|36VULN|4CGEN|5RCR|79DMG|8AART|aRMIN
316	61216 21126	   	166.57	ACR|2VULN|2DMG|1AART|1DUR	1RPLT|2DUR|36VULN|4CGEN|5RCR|79DMG|8AART|aLWND
317	52322 53216	   	166.57	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	13ERES|2SELL|3BPWR|4CDMG|57VULN|6RCR|8AART|9DMG|aDUR
318	15263 21131	   	166.53	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	13VULN|2FEWX|4CDMG|5DMG|6TLV|7AART|8RCVC|9FLTHEA|aRCR
319	11612 42134	   	166.49	ACR|3VULN|2DMG|1ZMB	149VULN|2ERES|3RCR|5ZMB|6DUST|7aDMG|8RPLT
320	61216 21121	   	166.47	ACR|2VULN|2DMG|1AART|1DUR	1RPLT|2DUR|36VULN|4CGEN|5RCR|79DMG|8AART|aTLV
321	61216 21122	   	166.47	ACR|2VULN|2DMG|1AART|1DUR	1RPLT|2DUR|36VULN|4CGEN|5RCR|79DMG|8AART|aERES
322	11312 23256	   	166.47	DCR|3VULN|1AART|1CDMG|1ZMB	147VULN|29ERES|3LHND|5ZMB|6RCR|8AART|aCDMG
323	13212 26146	   	166.39	DCR|2VULN|1AART|1DMG|2CDMG	1aVULN|2RMIN|3DMSP|4DMG|5aDUST|6RCR|7RPLT|8AART|9aCDMG|aBPWR
324	13614 52313	   	166.34	ACR|4VULN|1AART|1ZMB	1469VULN|2RMIN|3RCR|5LWND|7LHND|8ZMB|aAART
325	11621 12112	   	166.33	ACR|3VULN|1AART|1CDMG|1ASPD	189VULN|2ERES|3RCR|4BELT|5RCVC|6CDMG|7AART|aASPD
326	13331 54342	   	166.31	DCR|2VULN|2DMG|1AART	17VULN|2RMIN|3LIT|4AART|5ERES|6RCR|8CGEN|9aDMG
327	16123 71283	 * 	166.27	DCR|4VULN|1AART|1CDMG	1489VULN|2CDMG|39LIT|5MBVNT|69BEXP|7RCR|9BPWR|aAART
328	11612 55313	   	166.24	ACR|4VULN|1AART|1ZMB	1479VULN|2ERES|3RCR|5ZMB|6LWND|8FEWX|aAART
329	13614 14313	   	166.24	ACR|4VULN|1AART|1ZMB	1479VULN|2RMIN|3RCR|5LWND|6DUST|8ZMB|aAART
