0	Index      	 *	Score 	Summary	Detail	
1	25341 22321	 * 	196.74	ACR|3DMG|2VULN|3CDMG|2ZMB	148CDMG|29VULN|3RCR|5BELT|68ZMB|78aDMG|8BPWR
160	37736 22214	   	174.75	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|2LEGI|3RCR|468VULN|5RPLT|7CDMG|9DMG|aAART
161	25321 31154	   	174.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|278VULN|3RCR|4LEGI|5ERES|6LSRREG|9DMG|aAART
162	22333 35351	 * 	174.45	ACR|3VULN|2AART|2CDMG	15CDMG|2BEXP|3RCR|4RPLT|68aVULN|79AART
163	32461 36464	 * 	174.45	ACR|3DMG|2AART|1VULN	1MBVNT|24BEXP|3RCR|4BPWR|58aDMG|6VULN|79AART
164	33461 36464	   	174.45	ACR|3DMG|2AART|1VULN	1MBVNT|24FEWX|3RCR|4BPWR|58aDMG|6VULN|79AART
165	25322 24361	   	174.35	ACR|2VULN|1AART|2CDMG|1DMG|1ASPD	19CDMG|29VULN|3RCR|4LEGI|5ASPD|6TLV|7AART|89CGEN|9BPWR|aDMG
166	25236 31533	   	174.28	ACR|2VULN|2DMG|1AART|1CDMG	1CDMG|27VULN|3FEWX|4RCR|59DMG|6AIRHEA|8MBVNT|aAART
167	25232 53612	   	174.23	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|279VULN|3FEWX|4RCR|5ASPD|6ZMB|8DMG|aDUR
168	25252 51123	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|278VULN|3FEWX|4CANHEL|5DUR|6DMG|9RCR|aAART
169	41332 61323	 * 	174.17	DCR|3VULN|1AART|2CDMG|1FLTHEA|1DUR	145VULN|2LEGI|34CDMG|4BPWR|6FLTHEA|7DUR|8RMIN|9RCR|aAART
170	42352 51123	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	178VULN|2LHND|3CDMG|4CANHEL|5DUR|6DMG|9RCR|aAART
171	42643 31123	   	174.17	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	178VULN|2LHND|3DUR|4DMG|5CDMG|6AIRHEA|9RCR|aAART
172	25313 32251	   	174.13	ACR|3VULN|2AART|1CDMG|1DUR|1SELL	1CDMG|26aVULN|3RCR|4DUST|5SELL|7DUR|89AART
173	25363 32261	   	174.13	ACR|3VULN|2AART|1CDMG|1DUR|1SELL	1CDMG|26aVULN|3RCR|4MBVNT|5SELL|7DUR|89AART
174	62313 21531	   	174.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|2CGEN|3CDMG|4aDMG|5AART|6RCR|8RMIN|9VULN
175	33451 36831	   	174.10	ACR|3DMG|1AART|3ASPD|1ZMB	1MBVNT|28FEWX|3RCR|468DMG|568ASPD|68BPWR|7AART|9DMSP|aZMB
176	41332 64123	   	174.07	DCR|3VULN|1AART|2CDMG|1FLTHEA|1DUR	145VULN|2LEGI|34CDMG|4BPWR|6FLTHEA|7NUKE|8DUR|9RCR|aAART
177	41352 51123	   	174.07	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	178VULN|2LEGI|3CDMG|4CANHEL|5DUR|6DMG|9RCR|aAART
178	62313 21231	   	174.01	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|2CGEN|3CDMG|4aDMG|5AART|6RCR|8ERES|9VULN
179	44123 22136	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	12VULN|3LHND|4DMSP|5ZMB|6ASPD|7AART|8RCR|9DMG|aCDMG
180	25313 32236	   	173.68	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1CDMG|26aVULN|3RCR|4DUST|5SELL|7DUR|8AART|9ZMB
181	25364 21173	   	173.57	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1CDMG|2VULN|3RCR|4MBVNT|5DUR|68DMG|7DUST|9AART|aASPD
182	22363 63112	   	173.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2BEXP|3RCR|4ZMB|5LHND|6aAART|7VULN|8ASPD|9DMG
183	22364 63112	   	173.50	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2BEXP|3RCR|4ZMB|5LWND|6aAART|7VULN|8ASPD|9DMG
184	37714 51142	   	173.43	ACR|3DMG|2VULN|1ZMB|1DUR	1MBVNT|2LEGI|3RCR|49aDMG|5aCANHEL|6ZMB|7DUR|8aVULN|aBPWR
185	32255 31172	   	173.38	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1MBVNT|2BEXP|3DUR|48DMG|5RCR|6VULN|7CDMG|9aAART
186	33255 31172	   	173.38	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1MBVNT|2FEWX|3DUR|48DMG|5RCR|6VULN|7CDMG|9aAART
187	25361 51412	   	173.30	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2VULN|3RCR|4MBVNT|5ERES|6aAART|7DUR|8ZMB|9DMG
188	22112 12335	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2BEXP|3LIT|4AART|5DMG|6DUST|79aVULN|8RCR
189	33571 13142	   	173.21	DCR|3DMG|2VULN|1ZMB|1DUR	1MBVNT|2aFEWX|3ZMB|45aDMG|6RCR|7DUR|8VENICY|9aVULN|aBPWR
190	36112 27622	   	173.12	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1MBVNT|2CDMG|3LIT|4AART|5aDMG|6VULN|7ZMB|8ASPD|9RCR
191	25323 21536	 * 	173.10	ACR|2VULN|3CDMG|1AART|1DMG|1SELL	18aCDMG|28VULN|3RCR|4LEGI|5SELL|68ERES|7AART|8BPWR|9DMG
192	25312 13623	   	173.07	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|27VULN|3RCR|4DUST|5ASPD|6CGEN|8DMG|9DUR|aAART
193	25362 13423	   	173.07	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|27VULN|3RCR|4MBVNT|5ASPD|6CGEN|8DMG|9DUR|aAART
194	25367 13423	   	173.07	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|27VULN|3RCR|4MBVNT|5DMG|6CGEN|8ASPD|9DUR|aAART
195	25312 23623	   	172.97	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|27VULN|3RCR|4DUST|5ASPD|6TLV|8DMG|9DUR|aAART
196	25362 23423	   	172.97	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|27VULN|3RCR|4MBVNT|5ASPD|6TLV|8DMG|9DUR|aAART
197	25367 23423	   	172.97	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|27VULN|3RCR|4MBVNT|5DMG|6TLV|8ASPD|9DUR|aAART
198	21513 51622	   	172.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2BELT|3AART|4BEXP|5aDUR|68VULN|7RCR|9DMG
199	37171 14124	 * 	172.90	DCR|3DMG|3ZMB|1VULN|1DUR	1MBVNT|2LEGI|379ZMB|457DMG|6RCR|7BPWR|8DUR|aVULN
200	25335 53313	   	172.83	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|279VULN|3RCR|4RMIN|5DUR|6ZMB|8CGEN|aAART
201	32765 21434	 * 	172.83	DCR|3DMG|2AART|1VULN	1MBVNT|2BEXP|3DMSP|46aDMG|58AART|7RCR|9VULN
202	33765 21434	   	172.83	DCR|3DMG|2AART|1VULN	1MBVNT|2FEWX|3DMSP|46aDMG|58AART|7RCR|9VULN
203	43225 15312	   	172.82	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	17VULN|2LIT|3ZMB|4DUR|59AART|6BEXP|8RCR|aDMG
204	25362 13416	   	172.69	ACR|4VULN|1DMG|1CDMG|1ASPD	1CDMG|279aVULN|3RCR|4MBVNT|5ASPD|6CGEN|8DMG
205	34451 13713	   	172.65	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1MBVNT|2CGEN|35DMG|4DUR|6RCR|7CDMG|8ASPD|9VULN|aAART
206	34462 13713	   	172.65	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1MBVNT|2CGEN|34DMG|5DUR|6RCR|7CDMG|8ASPD|9VULN|aAART
207	25352 52123	   	172.63	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2aVULN|3RCR|4CANHEL|59DUR|6DMG|7FEWX|8AART
208	62313 33136	   	172.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|68VULN|7BEXP|9RCR|aZMB
209	32443 73827	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2BEXP|3RCR|4RMIN|5CDMG|6AART|78VULN|9DMG|aZMB
210	33443 73847	   	172.60	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2FEWX|3RCR|4RMIN|5CDMG|6AART|78VULN|9DMG|aZMB
211	25362 23416	   	172.59	ACR|4VULN|1DMG|1CDMG|1ASPD	1CDMG|279aVULN|3RCR|4MBVNT|5ASPD|6TLV|8DMG
212	25352 53123	   	172.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|2aVULN|3RCR|4CANHEL|59DUR|6DMG|7DUST|8AART
213	38147 14424	   	172.53	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1MBVNT|27ASPD|347LWND|57DMG|6RCR|7BPWR|8CDMG|9VULN|aAART
214	38174 14424	   	172.53	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1MBVNT|27ASPD|357LWND|47DMG|6RCR|7BPWR|8CDMG|9VULN|aAART
215	62313 32136	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2CGEN|3CDMG|4DMG|5AART|68VULN|7DUST|9RCR|aZMB
216	22314 56131	   	172.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2BEXP|3RCR|45DUST|6AART|78VULN|9ZMB|aDMG
217	25311 43431	   	172.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|27VULN|3RCR|4DUST|5ERES|6AART|8RMIN|9ZMB|aDMG
218	25311 42131	   	172.50	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|28VULN|3RCR|4DUST|5ERES|6AART|7CGEN|9ZMB|aDMG
219	25355 31111	   	172.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19CDMG|28VULN|3RCR|4CANHEL|5DMG|6RPLT|7DUR|aAART
220	25364 41214	   	172.45	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	17CDMG|28VULN|3RCR|4MBVNT|5DUR|6RPLT|9DMG|aAART
221	44343 12333	   	172.41	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	129VULN|3CDMG|4ASPD|5DMSP|6AART|7RCR|8BEXP|aZMB
222	25311 43531	   	172.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|27VULN|3RCR|4DUST|5ERES|6AART|8TLV|9ZMB|aDMG
223	64333 35311	   	172.34	ACR|3VULN|1DMG|1CDMG|2DUR|1ZMB|1SELL	1aDUR|268VULN|3CDMG|4RCR|5SELL|7ZMB|9DMG
224	44343 12133	   	172.31	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	129VULN|3CDMG|4ASPD|5DMSP|6AART|7RCR|8DUST|aZMB
225	33451 33381	   	172.23	ACR|3DMG|1VULN|2ASPD|1CDMG|1DUR	1MBVNT|2FEWX|3RCR|468DMG|56ASPD|6BPWR|7DUR|9VULN|aCDMG
226	32461 36145	   	172.07	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|249BEXP|3RCR|49BPWR|59DMG|69VULN|7AART|8RPLT|aDUR
227	33461 36145	   	172.07	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|249FEWX|3RCR|49BPWR|59DMG|69VULN|7AART|8RPLT|aDUR
228	25233 15121	 * 	171.94	ACR|4VULN|3CDMG|3DUR|1SELL	189CDMG|289aVULN|3FEWX|4RCR|5SELL|6CGEN|789DUR|89BPWR
229	32571 16133	   	171.91	DCR|3DMG|2AART|1ZMB|1DUR	1MBVNT|2BEXP|3ZMB|459DMG|6RCR|7aAART|8DUR
230	25231 55121	 * 	171.84	ACR|4VULN|3CDMG|3DUR|1SELL	189CDMG|289aVULN|3FEWX|4RCR|5ERES|6SELL|789DUR|89BPWR
231	25233 25121	 * 	171.84	ACR|4VULN|3CDMG|3DUR|1SELL	189CDMG|289aVULN|3FEWX|4RCR|5SELL|6ERES|789DUR|89BPWR
232	25233 32251	   	171.83	ACR|3VULN|2AART|1CDMG|1DUR|1SELL	1CDMG|26aVULN|3FEWX|4RCR|5SELL|7DUR|89AART
233	38338 15141	   	171.77	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1MBVNT|2ASPD|3CDMG|4AART|5RCR|6BASICY|78DMG|9DUR|aVULN
234	21511 51621	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2BELT|3AART|4BEXP|5LHND|68VULN|7RCR|9DMG|aZMB
235	37711 34126	 * 	171.61	ACR|3DMG|1VULN|3ASPD|1CDMG	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8BELT|9VULN|aCDMG
236	37711 34352	   	171.61	ACR|3DMG|1VULN|3ASPD|1CDMG	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9LWND|aCDMG
237	37711 34362	   	171.61	ACR|3DMG|1VULN|3ASPD|1CDMG	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9BEXP|aCDMG
238	25335 13243	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|27VULN|3RCR|4RMIN|58DUR|6CGEN|9DMG|aAART
239	25364 34128	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1CDMG|29VULN|3RCR|4MBVNT|5DUR|6ZMB|7BEXP|8aDMG
240	32424 31128	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1MBVNT|2BEXP|3RCR|4DUR|5ZMB|69VULN|7CDMG|8aDMG
241	33424 31128	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1MBVNT|2FEWX|3RCR|4DUR|5ZMB|69VULN|7CDMG|8aDMG
242	34421 16386	 * 	171.51	DCR|3DMG|2VULN|3DUR	1MBVNT|28aCGEN|358DMG|4LEGI|6RCR|78aDUR|8aBPWR|9aVULN
243	37711 34347	   	171.51	ACR|3DMG|1VULN|3ASPD|1CDMG	1MBVNT|2LEGI|3RCR|467DMG|567ASPD|67BPWR|8VULN|9NUKE|aCDMG
244	34451 16372	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2CGEN|35DMG|4DUR|6RCR|7AART|8aVULN|9FEWX
245	34462 16372	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2CGEN|34DMG|5DUR|6RCR|7AART|8aVULN|9FEWX
246	38338 15431	   	171.45	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1MBVNT|28ASPD|3CDMG|4AART|5RCR|68BASICY|78DMG|8BPWR|9DUST|aVULN
247	25335 23243	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|27VULN|3RCR|4RMIN|58DUR|6TLV|9DMG|aAART
248	25352 51233	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1CDMG|27VULN|3RCR|4CANHEL|58DUR|6DMG|9FEWX|aAART
249	25352 52233	   	171.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1CDMG|2VULN|3RCR|4CANHEL|58DUR|69DMG|7FEWX|aAART
250	33451 33884	   	171.43	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1MBVNT|2FEWX|3RCR|46DMG|56ASPD|6BPWR|78DUR|9VULN|aAART
251	22364 31162	   	171.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2BEXP|3RCR|4ZMB|5LWND|6SNIHEL|7aVULN|8AART|9DMG
252	35253 16122	   	171.31	DCR|3DMG|2VULN|3DUR	1MBVNT|2RCVC|389ERES|4aVULN|589DMG|6RCR|789DUR|89aBPWR
253	22326 55231	   	171.25	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1CDMG|2BEXP|3RCR|4LHND|59DMG|6ZMB|7SELL|8AART|aVULN
254	33456 31172	   	171.24	ACR|2DMG|2AART|1VULN|1CDMG	1MBVNT|2FEWX|3RCR|48DMG|5BEXP|6VULN|7CDMG|9aAART
255	62313 23231	   	171.20	DCR|2AART|2DMG|1CDMG|1ZMB|1DUR	1DUR|2CGEN|3CDMG|4aDMG|58AART|6RCR|7BEXP|9ZMB
256	62313 22231	   	171.10	DCR|2AART|2DMG|1CDMG|1ZMB|1DUR	1DUR|2CGEN|3CDMG|4aDMG|58AART|6RCR|7DUST|9ZMB
257	44322 12363	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	129VULN|3CDMG|4BELT|5DUR|6RCVC|7aDMG|8RCR
258	34171 11522	 * 	171.02	DCR|3VULN|3DMG	1MBVNT|29CGEN|3LWND|459DMG|6RCR|7DMSP|89aVULN|9BPWR
259	34171 14522	   	171.02	DCR|3VULN|3DMG	1MBVNT|29CGEN|37LWND|459DMG|6RCR|89aVULN|9BPWR
260	32416 85232	   	171.00	ACR|2AART|2VULN|1DMG|1ZMB	1MBVNT|2BEXP|3RCR|4LIT|56AART|7ZMB|89VULN|aDMG
261	25233 15226	   	170.99	ACR|3VULN|1AART|2CDMG|2DUR|1SELL	19CDMG|289VULN|3FEWX|4RCR|5SELL|6CGEN|79DUR|9BPWR|aAART
262	25343 41221	   	170.97	ACR|5VULN|3CDMG	147CDMG|26789VULN|3RCR|579ERES|79BPWR|aBEXP
263	25343 41222	   	170.97	ACR|5VULN|3CDMG	147CDMG|26789VULN|3RCR|579ERES|79BPWR|aRPLT
264	25343 41223	   	170.97	ACR|5VULN|3CDMG	147CDMG|26789VULN|3RCR|579ERES|79BPWR|aLHND
265	34421 11522	   	170.92	DCR|3VULN|3DMG	1MBVNT|29CGEN|359DMG|4LEGI|6RCR|7DMSP|89aVULN|9BPWR
266	34871 11522	   	170.92	DCR|3VULN|3DMG	1MBVNT|29CGEN|3DUST|459DMG|6RCR|7DMSP|89aVULN|9BPWR
267	37274 11522	   	170.92	DCR|3VULN|3DMG	1MBVNT|2LEGI|349DMG|59CGEN|6RCR|7DMSP|89aVULN|9BPWR
268	25233 25226	   	170.89	ACR|3VULN|1AART|2CDMG|2DUR|1SELL	19CDMG|289VULN|3FEWX|4RCR|5SELL|6ERES|79DUR|9BPWR|aAART
269	25233 31226	   	170.89	ACR|3VULN|1AART|2CDMG|2DUR|1SELL	19CDMG|269VULN|3FEWX|4RCR|5SELL|7TLV|89DUR|9BPWR|aAART
270	32765 11231	 * 	170.82	DCR|2AART|2DMG|1VULN|1CDMG	1MBVNT|2BEXP|3DMSP|4aDMG|56AART|7RCR|8CDMG|9VULN
271	33765 11231	   	170.82	DCR|2AART|2DMG|1VULN|1CDMG	1MBVNT|2FEWX|3DMSP|4aDMG|56AART|7RCR|8CDMG|9VULN
272	34871 12522	   	170.82	DCR|3VULN|3DMG	1MBVNT|29CGEN|37DUST|459DMG|6RCR|89aVULN|9BPWR
273	36112 32626	   	170.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|36LIT|4AART|56DMG|6BPWR|7DUR|8VULN|9ZMB|aRCR
274	22326 31542	   	170.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2BEXP|3RCR|4LHND|5DMG|6SNIHEL|7aVULN|8ZMB|9AART
275	25232 13623	   	170.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|27VULN|3FEWX|4RCR|5ASPD|6CGEN|8DMG|9DUR|aAART
276	25236 13623	   	170.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|27VULN|3FEWX|4RCR|5DMG|6CGEN|8ASPD|9DUR|aAART
277	32255 11221	 * 	170.77	ACR|3DMG|2AART|1CDMG|1DUR	1MBVNT|2BEXP|3DUR|49aDMG|5RCR|68AART|7CDMG
278	36112 22326	   	170.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2CDMG|3LIT|4AART|5DMG|67VULN|8DUR|9ZMB|aRCR
279	25232 23623	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|27VULN|3FEWX|4RCR|5ASPD|6TLV|8DMG|9DUR|aAART
280	25236 23623	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|27VULN|3FEWX|4RCR|5DMG|6TLV|8ASPD|9DUR|aAART
281	43225 15331	   	170.61	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	179VULN|2LIT|3ZMB|4DUR|5AART|6BEXP|8RCR|aCDMG
282	34451 16364	   	170.61	DCR|2DMG|2AART|1VULN|2DUR	1MBVNT|2CGEN|35DMG|4aDUR|6RCR|79AART|8VULN
283	34462 16364	   	170.61	DCR|2DMG|2AART|1VULN|2DUR	1MBVNT|2CGEN|34DMG|5aDUR|6RCR|79AART|8VULN
284	64332 23633	   	170.57	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|27VULN|3CDMG|4RCR|5ASPD|6TLV|8DMG|9LSRHEA|aAART
285	36112 34654	   	170.46	DCR|2VULN|2DMG|1AART|1CDMG	1MBVNT|2CDMG|36LIT|4AART|56DMG|6BPWR|7LWND|89VULN|aRCR
286	64332 32234	   	170.45	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	18DUR|2aVULN|3CDMG|4RCR|5ASPD|6aAIRHEA|7FEWX|9aDMG|aBPWR
287	25341 22333	   	170.44	ACR|2DMG|3CDMG|1VULN|2ZMB|1DUR	148CDMG|2VULN|3RCR|5BELT|68ZMB|78DMG|8BPWR|9LWND|aDUR
288	25341 22343	   	170.44	ACR|2DMG|3CDMG|1VULN|2ZMB|1DUR	148CDMG|2VULN|3RCR|5BELT|68ZMB|78DMG|8BPWR|9FEWX|aDUR
289	25341 22313	   	170.34	ACR|2DMG|3CDMG|1VULN|2ZMB|1DUR	148CDMG|2VULN|3RCR|5BELT|68ZMB|78DMG|8BPWR|9DUST|aDUR
290	22342 56112	   	170.30	ACR|2VULN|2AART|2CDMG|1ZMB	14CDMG|2BEXP|3RCR|5DUST|69AART|78VULN|aZMB
291	32255 11712	   	170.25	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1MBVNT|289BEXP|3DUR|48DMG|5RCR|6AART|78CDMG|8BPWR|aVULN
292	64336 32123	   	170.23	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUR|2aVULN|3CDMG|4RCR|5DMG|6AIRHEA|7FEWX|8AART
293	25355 13133	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|28VULN|3RCR|4CANHEL|5DMG|6ZMB|7MLV|9FEWX|aAART
294	25231 42131	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|28VULN|3FEWX|4RCR|5ERES|6AART|7CGEN|9ZMB|aDMG
295	25231 43431	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|27VULN|3FEWX|4RCR|5ERES|6AART|8RMIN|9ZMB|aDMG
296	25311 43115	   	170.20	ACR|2VULN|2AART|2CDMG|1ZMB	18CDMG|27VULN|3RCR|48DUST|58ERES|6aAART|8BPWR|9ZMB
297	34451 16141	   	170.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1MBVNT|2CGEN|35DMG|48DUR|6RCR|7AART|9ZMB|aVULN
298	34462 16141	   	170.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	1MBVNT|2CGEN|34DMG|58DUR|6RCR|7AART|9ZMB|aVULN
299	64336 33123	   	170.13	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUR|2aVULN|3CDMG|4RCR|5DMG|6AIRHEA|7DUST|8AART
300	38331 81352	   	170.11	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1MBVNT|2ASPD|3CDMG|45AART|6RCR|7LIT|8DUR|9VULN|aDMG
301	25231 43531	   	170.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|27VULN|3FEWX|4RCR|5ERES|6AART|8TLV|9ZMB|aDMG
302	33451 36811	   	170.04	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|28aFEWX|3RCR|468DMG|568ASPD|68BPWR|7AART|9DUR
303	33451 36813	   	170.04	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|28FEWX|3RCR|468DMG|568ASPD|68BPWR|7AART|9DUR|aRPLT
304	33451 36842	   	170.04	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|28FEWX|3RCR|468DMG|568ASPD|68BPWR|7AART|9MLV|aDUR
305	25343 61223	   	170.03	ACR|2VULN|3CDMG|1AART|1ZMB|1DUR	147CDMG|27VULN|3RCR|567ERES|7BPWR|8DUR|9AART|aZMB
306	33451 36822	   	169.94	ACR|3DMG|1AART|3ASPD|1DUR	1MBVNT|28FEWX|3RCR|468DMG|568ASPD|68BPWR|7AART|9ERES|aDUR
307	38442 31167	 * 	169.86	DCR|2VULN|2DMG|1AART|2ASPD	1MBVNT|27ASPD|3RPLT|47LWND|5AART|67DMG|7BPWR|89VULN|aRCR
308	25352 31512	   	169.84	ACR|3VULN|1AART|2CDMG|1DUR	18CDMG|28aVULN|3RCR|4CANHEL|5DUR|68DUST|7AART|8BPWR|9LWND
309	25352 31522	   	169.84	ACR|3VULN|1AART|2CDMG|1DUR	18CDMG|28aVULN|3RCR|4CANHEL|5DUR|68DUST|7AART|8BPWR|9BEXP
310	25352 31531	   	169.84	ACR|3VULN|1AART|2CDMG|1DUR	18CDMG|28aVULN|3RCR|4CANHEL|5DUR|68DUST|7AART|8BPWR|9RCVC
311	38338 82112	   	169.80	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1MBVNT|2ASPD|3CDMG|4aAART|5RCR|6ZMB|7BEXP|8VULN|9DMG
312	22333 35352	   	169.80	ACR|2VULN|2AART|2CDMG|1ZMB	15CDMG|2BEXP|3RCR|4RPLT|68VULN|79AART|aZMB
313	32461 36462	   	169.80	ACR|2DMG|2AART|1VULN|1ZMB	1MBVNT|24BEXP|3RCR|4BPWR|58DMG|6VULN|79AART|aZMB
314	33461 36462	   	169.80	ACR|2DMG|2AART|1VULN|1ZMB	1MBVNT|24FEWX|3RCR|4BPWR|58DMG|6VULN|79AART|aZMB
315	25323 11563	   	169.79	ACR|3VULN|1AART|2CDMG|1DUR|1SELL	18CDMG|289VULN|3RCR|4LEGI|5SELL|68CGEN|7AART|8BPWR|aDUR
316	32468 13324	 * 	169.78	ACR|4VULN|2DMG	1MBVNT|245BEXP|3RCR|4aBPWR|6aDMG|789aVULN
317	33461 53324	   	169.78	ACR|4VULN|2DMG	1MBVNT|246FEWX|3RCR|4aBPWR|5aDMG|789aVULN
318	37732 31813	   	169.78	ACR|4VULN|2DMG	1MBVNT|2LEGI|3RCR|489aVULN|5LWND|69LIT|79DMG|9BPWR
