0	Index      	 *	Score 	Summary	Detail	
1	32213 36143	 * 	193.42	DCR|3DMG|2VULN|3ASPD|1CDMG|1DUR	129DMG|29BPWR|3DUR|49aASPD|5ERES|6CDMG|7RCR|89VULN
162	32534 11422	 * 	173.92	DCR|2AART|2DMG|1VULN|1CDMG	12DMG|2BPWR|3CGEN|48AART|5BELT|6RCR|7FEWX|9CDMG|aVULN
163	35414 22231	 * 	173.88	ACR|2VULN|2DMG|1AART|1CDMG	19DMG|2MLV|34LIT|5RCR|6CDMG|7AART|8aVULN
164	33322 35613	   	173.85	DCR|2VULN|2DMG|1FLTHEA|1CDMG|1DUR	18DMG|2aVULN|3LWND|4LHND|5CDMG|6RCR|7FLTHEA|9DUR
165	42113 36132	   	173.71	DCR|2DMG|1VULN|2CDMG|2ZMB|2DUR|1ASPD	13DUR|2aZMB|4ASPD|5ERES|6aCDMG|7RCR|8VULN|9aDMG|aBPWR
166	33262 34361	 * 	173.67	DCR|3DMG|2VULN|1AART	147DMG|26VULN|3BELT|5LIT|8RCR|9LHND|aAART
167	35141 14112	   	173.66	DCR|2AART|2VULN|2DMG	16DMG|2MLV|3aAART|49VULN|5LHND|7LWND|8RCR
168	35142 14112	   	173.56	DCR|2AART|2VULN|2DMG	16DMG|2MLV|3aAART|49VULN|5LEGI|7LWND|8RCR
169	32534 15122	   	173.38	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	12DMG|2BPWR|3CGEN|4AART|5BELT|6RCR|7ERES|8ZMB|9CDMG|aVULN
170	35142 25121	   	173.36	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2MLV|3AART|48VULN|5LEGI|6CDMG|7LIT|9RCR
171	35142 26221	   	173.36	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|2MLV|3AART|47VULN|5LEGI|6CDMG|8LIT|9RCR
172	35141 16121	   	172.97	DCR|3VULN|2DMG|1AART	16DMG|2MLV|3AART|479VULN|5LHND|8DUST|aRCR
173	32413 15316	   	172.96	DCR|3DMG|2VULN|2ASPD|1CDMG	128DMG|28BPWR|3LWND|48ASPD|5ERES|6LHND|78VULN|9CDMG|aRCR
174	32531 15241	   	172.96	DCR|2AART|2VULN|2DMG	12DMG|2BPWR|3CGEN|49AART|5TLV|6RCVC|7aVULN|8RCR
175	35142 16121	   	172.87	DCR|3VULN|2DMG|1AART	16DMG|2MLV|3AART|479VULN|5LEGI|8DUST|aRCR
176	33522 46121	   	172.82	DCR|3VULN|2DMG|1CDMG|1ZMB	15DMG|28aVULN|3CGEN|45BEXP|5BPWR|6ZMB|7CDMG|9RCR
177	12254 31353	   	172.78	ACR|2VULN|2DMG|1AART|1CDMG	1RMIN|28LWND|3BELT|4ERES|5RCR|68DMG|78VULN|8BPWR|9AART|aCDMG
178	33162 32542	   	172.77	DCR|3DMG|2VULN|2CDMG|1DUR	158DMG|28VULN|3DUR|457CGEN|58BPWR|68CDMG|9ERES|aRCR
179	33424 33143	 * 	172.70	3VULN|3DMG|3CDMG|1AART|1DUR|1ASPD	19aDMG|239VULN|4DUR|5ASPD|689CDMG|7AART|9BPWR
180	33112 36512	   	172.67	DCR|3DMG|2VULN|2CDMG|1DUR	158DMG|28VULN|3DUR|45ERES|58BPWR|68CDMG|7RCVC|9CGEN|aRCR
181	33115 36512	   	172.67	DCR|3DMG|2VULN|2CDMG|1DUR	158DMG|28VULN|3DUR|4ERES|68CDMG|7RCVC|8BPWR|9CGEN|aRCR
182	33152 36512	   	172.67	DCR|3DMG|2VULN|2CDMG|1DUR	158DMG|28VULN|3DUR|45TLV|58BPWR|68CDMG|7RCVC|9CGEN|aRCR
183	33413 33223	   	172.67	DCR|3VULN|2DMG|2CDMG|1ASPD	17DMG|237VULN|4ASPD|5ERES|67CDMG|7BPWR|8LHND|9LIT|aRCR
184	33254 21353	   	172.58	ACR|2VULN|2DMG|1AART|1CDMG	18DMG|28VULN|3BELT|4ERES|5RCR|6LWND|78TLV|8BPWR|9AART|aCDMG
185	33115 31512	   	172.57	DCR|3DMG|2VULN|2CDMG|1DUR	158DMG|28VULN|3DUR|47ERES|68CDMG|8BPWR|9CGEN|aRCR
186	42533 36131	   	172.55	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1DUR|24ZMB|39DMG|5ERES|6CDMG|7RCR|8aVULN
187	33261 23631	   	172.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|27VULN|3aBELT|5AART|6DUR|8ASPD|9RCR
188	33261 23632	   	172.49	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8ASPD|9RCR|aRPLT
189	33261 23635	   	172.49	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	14DMG|27VULN|3BELT|5AART|6DUR|8ASPD|9RCR|aLWND
190	32251 84435	   	172.48	DCR|3DMG|1AART|1VULN|1ZMB|1DUR|1SELL	127DMG|2BPWR|3DUR|4SELL|5MBVNT|6ZMB|8AART|9RCR|aVULN
191	33261 23633	   	172.39	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8ASPD|9RCR|aDUST
192	33261 23634	   	172.39	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	14DMG|27VULN|3BELT|5AART|6DUR|8ASPD|9RCR|aERES
193	33261 14233	   	172.26	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|27VULN|3BELT|5AART|6BEXP|8RMIN|9RCR|aCDMG
194	33426 12211	   	172.20	DCR|4VULN|2DMG|2DUR	19DMG|2369VULN|47DUR|5CGEN|89LIT|9BPWR|aRCR
195	33261 13333	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|28VULN|3BELT|5AART|6BEXP|7ERES|9RCR|aCDMG
196	33261 14333	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|27VULN|3BELT|5AART|6BEXP|8ERES|9RCR|aCDMG
197	33261 34233	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|27VULN|3BELT|5AART|6DUST|8RMIN|9RCR|aCDMG
198	33421 21211	   	172.10	DCR|4VULN|2DMG|2DUR	19DMG|2379VULN|45DUR|6ERES|89LIT|9BPWR|aRCR
199	33424 16343	   	172.01	DCR|4VULN|1DMG|1CDMG|1ASPD|1DUR	1DMG|236aVULN|4DUR|5ASPD|7CDMG|8MBVNT|9RCR
200	33322 35253	 * 	171.92	DCR|3VULN|1DMG|1FLTHEA|1CDMG|1DUR	1DMG|29aVULN|3LWND|4LHND|5CDMG|6RCR|7FLTHEA|8DUR
201	33322 35365	 * 	171.92	DCR|3DMG|1VULN|1CDMG|1FLTHEA|1ASPD	19aDMG|2VULN|3LWND|4LHND|5CDMG|6RCR|7FLTHEA|8ASPD
202	33322 35641	   	171.92	DCR|3DMG|1VULN|1FLTHEA|1CDMG|1DUR	189DMG|2VULN|3LWND|4LHND|5CDMG|6RCR|7FLTHEA|aDUR
203	33423 33225	 * 	171.86	DCR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|23VULN|4DUR|5RMIN|6CDMG|7aAART|8LIT|9RCR
204	32533 62322	   	171.80	DCR|2AART|2DMG|1CDMG|1ZMB|1DUR	12DMG|2BPWR|35CGEN|4aAART|6RCR|7DUR|8CDMG|9ZMB
205	32533 62612	   	171.80	DCR|2AART|2DMG|1CDMG|1ZMB|1DUR	12DMG|2BPWR|35CGEN|4aAART|6RCR|7DUR|8ZMB|9CDMG
206	31235 63522	   	171.80	DCR|2AART|2DMG|1CDMG|2DUR|1ZMB	14DMG|2DMSP|34DUR|4BPWR|5aAART|6CDMG|7CGEN|8RCR|9ZMB
207	32225 63522	   	171.70	DCR|2AART|2DMG|1CDMG|2DUR|1ZMB	12DMG|2BPWR|34DUR|5aAART|6CDMG|7CGEN|8RCR|9ZMB
208	33263 54233	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|27VULN|3BELT|5BEXP|6AART|8RMIN|9RCR|aCDMG
209	33361 65121	   	171.66	DCR|2VULN|2DMG|1AART|1CDMG	1aDMG|28VULN|3LWND|4CGEN|5CDMG|6AART|7LIT|9RCR
210	33232 31112	   	171.65	DCR|2VULN|2AART|1DMG|1ASPD|1DUR	1DMG|27VULN|3BELT|4DUR|5DLOT|6RCR|8aAART|9ASPD
211	32231 51342	   	171.65	DCR|3DMG|2VULN|1CDMG|2DUR	124DMG|24BPWR|34DUR|5FEWX|69VULN|7DMSP|8CDMG|aRCR
212	33261 22636	   	171.64	DCR|2AART|2DMG|1VULN|2DUR|1ASPD	14DMG|2VULN|3BELT|5aAART|67DUR|8ASPD|9RCR
213	36532 32332	   	171.63	DCR|3DMG|1AART|2CDMG|3DUR	134DMG|246DUR|46BPWR|56CDMG|7AART|8FEWX|9RCR|aRPLT
214	36532 32336	   	171.63	DCR|3DMG|1AART|2CDMG|3DUR	134DMG|246DUR|46BPWR|56CDMG|7AART|8FEWX|9RCR|aLHND
215	36532 32532	   	171.63	DCR|3DMG|1AART|2CDMG|3DUR	134DMG|246DUR|46BPWR|56CDMG|7AART|8BEXP|9RCR|aRPLT
216	33263 53333	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|28VULN|3BELT|5BEXP|6AART|7ERES|9RCR|aCDMG
217	33263 54333	   	171.56	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|27VULN|3BELT|5BEXP|6AART|8ERES|9RCR|aCDMG
218	35532 35232	   	171.55	DCR|3DMG|2VULN|1CDMG|2DUR	179DMG|2MLV|37VULN|4ERES|5DUST|67DUR|7BPWR|8CDMG|aRCR
219	36532 32333	   	171.53	DCR|3DMG|1AART|2CDMG|3DUR	134DMG|246DUR|46BPWR|56CDMG|7AART|8FEWX|9RCR|aERES
220	36532 32334	   	171.53	DCR|3DMG|1AART|2CDMG|3DUR	134DMG|246DUR|46BPWR|56CDMG|7AART|8FEWX|9RCR|aTLV
221	36532 32533	   	171.53	DCR|3DMG|1AART|2CDMG|3DUR	134DMG|246DUR|46BPWR|56CDMG|7AART|8BEXP|9RCR|aERES
222	33413 36215	   	171.45	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|23VULN|4ASPD|5ERES|6CDMG|7RCR|8AART|9LIT|aDUR
223	31213 36112	   	171.45	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1aDMG|2DMSP|3DUR|4aASPD|5ERES|6CDMG|7RCR|8aVULN|9RMIN|aBPWR
224	31213 36142	   	171.45	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	19DMG|2DMSP|3DUR|49ASPD|5ERES|6CDMG|7RCR|89VULN|9BPWR|aLWND
225	31213 36143	   	171.45	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	19DMG|2DMSP|3DUR|49ASPD|5ERES|6CDMG|7RCR|89VULN|9BPWR|aBEXP
226	31213 36145	   	171.45	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	19DMG|2DMSP|3DUR|49ASPD|5ERES|6CDMG|7RCR|89VULN|9BPWR|aLHND
227	31213 36146	   	171.45	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	19DMG|2DMSP|3DUR|49ASPD|5ERES|6CDMG|7RCR|89VULN|9BPWR|aRPLT
228	32232 26336	   	171.38	DCR|3DMG|1VULN|2CDMG|2DUR|1ZMB	124DMG|24BPWR|34DUR|58CDMG|6LWND|7ZMB|9VULN|aRCR
229	32232 56336	   	171.38	DCR|3DMG|1VULN|2CDMG|2DUR|1ZMB	124DMG|24BPWR|34DUR|58CDMG|6LHND|7ZMB|9VULN|aRCR
230	33413 36231	   	171.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DMG|23VULN|4ASPD|59ERES|6CDMG|7RCR|8AART|aDUR
231	31213 36132	   	171.35	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1aDMG|2DMSP|3DUR|4aASPD|5ERES|6CDMG|7RCR|8aVULN|9NUKE|aBPWR
232	33632 52134	   	171.32	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|29VULN|3AIRHEL|5RPLT|6LHND|7RCR|8ZMB|aAART
233	33424 11363	   	171.28	DCR|5VULN|1DMG|1ASPD|1DUR	1DMG|2367aVULN|4DUR|5ASPD|8RCVC|9RCR
234	32232 42642	   	171.28	DCR|3DMG|1VULN|3DUR|1CDMG|1ZMB	124DMG|24BPWR|347DUR|5CDMG|6LIT|8ZMB|9RCR|aVULN
235	33223 25255	   	171.27	DCR|3VULN|2DMG|1AART	16DMG|256VULN|3BELT|4RPLT|6BPWR|7CGEN|8DUST|9RCR|aAART
236	33423 32342	   	171.25	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|239VULN|4DUR|5RMIN|6CDMG|79CGEN|8RCR|9BPWR|aLWND
237	33423 32343	   	171.25	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|239VULN|4DUR|5RMIN|6CDMG|79CGEN|8RCR|9BPWR|aBEXP
238	33423 32345	   	171.25	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|239VULN|4DUR|5RMIN|6CDMG|79CGEN|8RCR|9BPWR|aLHND
239	36152 32632	   	171.17	DCR|3VULN|2DMG|3DUR|1SELL	1aDMG|23aDUR|4SELL|5LWND|6RCR|7TLV|89aVULN|aBPWR
240	33223 53255	   	171.17	DCR|3VULN|2DMG|1AART	17DMG|257VULN|3BELT|4RPLT|67TLV|7BPWR|8DUST|9RCR|aAART
241	33265 25212	   	171.16	DCR|2VULN|2DMG|2AART	14DMG|26VULN|3BELT|5LSRHEA|7aAART|8RCR|9CGEN
242	33423 32346	   	171.15	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|239VULN|4DUR|5RMIN|6CDMG|79CGEN|8RCR|9BPWR|aMBVNT
243	33265 25222	   	171.06	DCR|2VULN|2DMG|2AART	14DMG|26VULN|3BELT|5LSRHEA|7aAART|8RCR|9ERES
244	33423 23423	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	17DMG|23aVULN|4DUR|5RMIN|6BEXP|8RCR|9CDMG
245	33423 31342	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|239VULN|4DUR|5RMIN|6CDMG|79ERES|8RCR|9BPWR|aLWND
246	33423 31343	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|239VULN|4DUR|5RMIN|6CDMG|79ERES|8RCR|9BPWR|aBEXP
247	33423 31345	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|239VULN|4DUR|5RMIN|6CDMG|79ERES|8RCR|9BPWR|aLHND
248	33423 32331	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|23aVULN|4DUR|5RMIN|6CDMG|7CGEN|8RCR
249	33421 13422	 * 	171.02	DCR|2VULN|2DMG|2CDMG|3DUR	1aDMG|23VULN|45aDUR|6LHND|7CGEN|8RCR|9aCDMG|aBPWR
250	33322 33434	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2aVULN|3LWND|4LHND|5CDMG|6RCR|7DUST|8AART|9ZMB
251	35122 35253	   	170.96	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|24MLV|3AART|5CDMG|78VULN|9BASICY|aRCR
252	33423 31346	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|239VULN|4DUR|5RMIN|6CDMG|79ERES|8RCR|9BPWR|aMBVNT
253	33116 66331	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|26aVULN|3DUR|4ERES|5CGEN|7CDMG|8RCR
254	33163 66331	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|26aVULN|3DUR|4CGEN|5ERES|7CDMG|8RCR
255	33423 31331	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|23aVULN|4DUR|5RMIN|6CDMG|7ERES|8RCR
256	33426 31331	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|23aVULN|4DUR|5CGEN|6CDMG|7ERES|8RCR
257	33421 11422	   	170.92	DCR|2VULN|2DMG|2CDMG|3DUR	1aDMG|23VULN|45aDUR|6LHND|7TLV|8RCR|9aCDMG|aBPWR
258	33421 25422	   	170.92	DCR|2VULN|2DMG|2CDMG|3DUR	1aDMG|23VULN|45aDUR|6ERES|7FEWX|8RCR|9aCDMG|aBPWR
259	33153 62331	   	170.85	DCR|3VULN|2DMG|1CDMG|1DUR	19DMG|26aVULN|3DUR|4TLV|5ERES|7CDMG|8RCR
260	33413 36224	   	170.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|69CDMG|7RCR|8AART|aBEXP
261	33413 36223	   	170.73	DCR|2VULN|1AART|2CDMG|1DMG|1ASPD	1DMG|23VULN|4ASPD|5ERES|69CDMG|7RCR|8AART|aCANSTR
262	33522 36342	   	170.73	DCR|3DMG|2VULN|2CDMG	159DMG|29VULN|3CGEN|45BEXP|59BPWR|6aRMIN|79CDMG|8RCR
263	33522 36341	   	170.63	DCR|3DMG|2VULN|2CDMG	159DMG|29VULN|3CGEN|45BEXP|59BPWR|6RMIN|79CDMG|8RCR|aDUST
264	33422 63324	   	170.61	DCR|3VULN|1AART|1DMG|2DUR	1DMG|239VULN|4aDUR|5LIT|6AART|7DUST|8RCR
265	14523 31341	   	170.53	DCR|3VULN|2DMG|2CDMG	1RMIN|29DMG|39aVULN|4BEXP|5ERES|69CDMG|7RCVC|8RCR|9BPWR
266	33312 15422	   	170.53	DCR|3DMG|2VULN|2CDMG	15aDMG|26VULN|3aLWND|45ERES|5aBPWR|7FEWX|8RCR|9aCDMG
267	33315 15422	   	170.53	DCR|3DMG|2VULN|2CDMG	15aDMG|26VULN|3aLWND|4ERES|7FEWX|8RCR|9aCDMG|aBPWR
268	32234 43633	   	170.50	DCR|3DMG|1VULN|1CDMG|2DUR|1ASPD	124DMG|24BPWR|34DUR|5CGEN|6RCR|7ERES|8ASPD|9VULN|aCDMG
269	33614 51133	   	170.46	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1DMG|256VULN|3AIRHEL|4FEWX|7DUR|8RCR|9AART|aASPD
270	33432 53422	   	170.43	DCR|3DMG|2VULN|2CDMG	17aDMG|23VULN|4aFEWX|5DUST|6ERES|8RCR|9aCDMG|aBPWR
271	33521 51331	   	170.43	DCR|3VULN|2DMG|2CDMG	19DMG|26aVULN|3CGEN|4BEXP|56CDMG|6BPWR|7ERES|8RCR
272	33211 23136	   	170.42	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DMG|27VULN|3BELT|4DMSP|5aAART|6DUR|8ZMB|9RCR
273	33534 16342	   	170.42	DCR|2VULN|2DMG|2CDMG|1ZMB|1ASPD	1aDMG|26VULN|3aCGEN|4ZMB|5ASPD|7aCDMG|8MBVNT|9RCR|aBPWR
274	32533 62363	   	170.30	DCR|3DMG|1AART|1CDMG|2DUR	129DMG|2BPWR|35CGEN|4AART|6RCR|7aDUR|8CDMG
275	33261 23613	   	170.09	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|27VULN|3BELT|5AART|6DUR|8ASPD|9CGEN|aRCR
276	33261 23663	   	170.09	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14DMG|27VULN|39BELT|5AART|6DUR|8ASPD|aRCR
277	33261 14236	   	170.06	DCR|2VULN|2AART|2DMG	14DMG|27VULN|3BELT|5aAART|6BEXP|8RMIN|9RCR
278	24442 12322	   	170.04	DCR|5VULN|1DMG|2DUR	18BEXP|245LHND|34568VULN|458BPWR|78DUR|9RCR|aDMG
279	35121 12245	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|24MLV|3AART|59VULN|6RCR|7RPLT|8CDMG|aASPD
280	35121 13411	   	170.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|24MLV|3AART|58VULN|6RCR|7CGEN|9CDMG|aDUR
281	35121 12213	   	170.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1aDMG|24MLV|3AART|5VULN|6RCR|7RPLT|8CDMG|9DUR
282	32232 45261	   	170.00	DCR|3DMG|1AART|1CDMG|2DUR|1ZMB	124DMG|24BPWR|34DUR|5CDMG|6LIT|7AART|8MLV|9ZMB|aRCR
283	33261 23653	   	169.99	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	14DMG|27VULN|3BELT|5AART|6DUR|8ASPD|9TLV|aRCR
284	33261 34236	   	169.96	DCR|2VULN|2AART|2DMG	14DMG|27VULN|3BELT|5aAART|6DUST|8RMIN|9RCR
285	33413 36124	   	169.87	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|238aVULN|4ASPD|5ERES|6CDMG|7RCR|9RMIN
286	33413 36131	   	169.87	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|238aVULN|4ASPD|5ERES|6CDMG|7RCR|9BEXP
287	33413 36324	   	169.87	DCR|4VULN|1DMG|1CDMG|1ASPD	1DMG|239aVULN|4ASPD|5ERES|6CDMG|7RCR|8RMIN
288	33261 33333	   	169.86	DCR|2AART|2VULN|2DMG	14DMG|28VULN|3BELT|5aAART|6DUST|7ERES|9RCR
289	33261 34333	   	169.86	DCR|2AART|2VULN|2DMG	14DMG|27VULN|3BELT|5aAART|6DUST|8ERES|9RCR
290	33522 36336	   	169.83	DCR|3DMG|1AART|1VULN|1CDMG	159DMG|2VULN|3CGEN|45BEXP|5BPWR|6RMIN|7CDMG|8RCR|aAART
291	33444 11132	   	169.71	DCR|4VULN|1DMG|1CDMG|1DUR|1ASPD	1DMG|2367VULN|4LWND|5ASPD|8DUR|9CDMG|aRCR
292	35141 16231	   	169.65	DCR|2VULN|2DMG|1AART|2DUR	16DMG|2MLV|3AART|47VULN|5LHND|89DUR|aRCR
293	31244 12332	   	169.64	DCR|2VULN|2DMG|2ASPD|1CDMG|2DUR	18DMG|2DMSP|38DUR|4LWND|57ASPD|68VULN|8BPWR|9CDMG|aRCR
294	33261 14131	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|27VULN|3BELT|5AART|6BEXP|8ZMB|9RCR|aRCVC
295	33261 14135	   	169.62	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|27VULN|3BELT|5AART|6BEXP|8ZMB|9RCR|aLWND
296	35121 12416	   	169.59	DCR|2DMG|1AART|1VULN|2CDMG	1aDMG|24aMLV|3AART|5VULN|6RCR|7RPLT|8BEXP|9aCDMG|aBPWR
297	35121 12516	   	169.59	DCR|2DMG|1AART|1VULN|2CDMG	1aDMG|24aMLV|3AART|5VULN|6RCR|7RPLT|8LHND|9aCDMG|aBPWR
298	34412 12422	   	169.57	DCR|3VULN|3DMG|2CDMG|1DUR|1MSE	15aDMG|2MSE|36aVULN|45ERES|5aBPWR|7DUR|8RCR|9aCDMG
299	35142 16231	   	169.55	DCR|2VULN|2DMG|1AART|2DUR	16DMG|2MLV|3AART|47VULN|5LEGI|89DUR|aRCR
300	33261 34131	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|27VULN|3BELT|5AART|6DUST|8ZMB|9RCR|aRCVC
301	33261 34135	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|27VULN|3BELT|5AART|6DUST|8ZMB|9RCR|aLWND
302	33261 14132	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|27VULN|3BELT|5AART|6BEXP|8ZMB|9RCR|aDUST
303	33261 14134	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|27VULN|3BELT|5AART|6BEXP|8ZMB|9RCR|aERES
304	33261 34134	   	169.42	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|27VULN|3BELT|5AART|6DUST|8ZMB|9RCR|aERES
305	33452 32432	   	169.32	DCR|4VULN|2DMG|1SELL	1aDMG|239aVULN|4SELL|5LHND|6RCR|7MLV|8aBEXP|aBPWR
306	33452 36332	   	169.32	DCR|4VULN|2DMG|1SELL	1aDMG|239aVULN|4SELL|5LHND|6RCR|7BEXP|8aMLV|aBPWR
307	36136 51222	   	169.27	DCR|3DMG|1VULN|3DUR|1ZMB|1ASPD	14aDMG|234DUR|4BPWR|5ASPD|6AIRHEL|7RCR|8VULN|9ZMB
308	33264 53333	   	169.26	DCR|2VULN|2DMG|2AART	14DMG|28VULN|3BELT|5DUST|6aAART|7ERES|9RCR
309	36532 32152	   	169.23	DCR|3DMG|1AART|2CDMG|3DUR	134DMG|246DUR|46BPWR|56CDMG|7AART|8RMIN|9LWND|aRCR
310	36532 32362	   	169.23	DCR|3DMG|1AART|2CDMG|3DUR	134DMG|246DUR|46BPWR|56CDMG|7AART|8FEWX|9CGEN|aRCR
311	33452 34332	   	169.22	DCR|4VULN|2DMG|1SELL	1aDMG|239aVULN|4SELL|5LHND|6RCR|7DUST|8aMLV|aBPWR
312	33223 22314	   	169.20	DCR|4VULN|2DMG|1DUR	16DMG|2568VULN|3BELT|4RPLT|6BPWR|7FEWX|9RCR|aDUR
313	33223 22316	   	169.20	DCR|4VULN|2DMG|1ASPD	16DMG|2568VULN|3BELT|4RPLT|6BPWR|7FEWX|9RCR|aASPD
314	33254 13311	 * 	169.20	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|268VULN|3BELT|4ERES|5RCR|7AART|9CGEN|aZMB
315	33254 13331	   	169.20	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|268VULN|3BELT|4ERES|5RCR|7AART|9RMIN|aZMB
316	35122 35533	   	169.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	16DMG|24MLV|3AART|5CDMG|7VULN|8RCR|9ZMB|aCANSTR
317	35141 11115	   	169.15	DCR|2VULN|2DMG|1AART|1ASPD	16DMG|2MLV|3AART|49VULN|5LHND|7FEWX|8RCR|aASPD
318	35141 14113	   	169.15	DCR|2VULN|2DMG|1AART|1ASPD	16DMG|2MLV|3AART|49VULN|5LHND|7LWND|8RCR|aASPD
319	36532 32122	   	169.13	DCR|3DMG|1AART|2CDMG|3DUR	134DMG|246DUR|46BPWR|56CDMG|7AART|8RMIN|9DUST|aRCR
320	33322 34632	   	169.11	DCR|3DMG|2VULN|1CDMG	18aDMG|29VULN|3aLWND|4LHND|5CDMG|6RCR|7aMLV|aBPWR
321	35132 15115	   	169.05	DCR|2VULN|2DMG|1AART|1ASPD	16DMG|2MLV|3AART|4DUST|5LWND|79VULN|8RCR|aASPD
322	35142 11115	   	169.05	DCR|2VULN|2DMG|1AART|1ASPD	16DMG|2MLV|3AART|49VULN|5LEGI|7FEWX|8RCR|aASPD
323	35142 14113	   	169.05	DCR|2VULN|2DMG|1AART|1ASPD	16DMG|2MLV|3AART|49VULN|5LEGI|7LWND|8RCR|aASPD
324	33251 13333	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|268VULN|3BELT|4ERES|5BEXP|7AART|9RCR|aCDMG
325	33252 33333	   	169.03	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|258VULN|3BELT|4ERES|6FEWX|7AART|9RCR|aCDMG
326	33263 54131	   	169.02	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|27VULN|3BELT|5BEXP|6AART|8ZMB|9RCR|aRCVC
327	33312 11143	   	169.00	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3LWND|45ERES|5BPWR|8DUR|9RCR
328	33315 11143	   	169.00	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3LWND|4ERES|8DUR|9RCR
329	33352 11143	   	169.00	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3LWND|45TLV|5BPWR|8DUR|9RCR
330	33355 11143	   	169.00	DCR|4VULN|2DMG|1DUR	15DMG|267aVULN|3LWND|4TLV|8DUR|9RCR
