0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32331 13242	7	 * 	290.74	DCR|4VULN|3DMG|1TLV|2ASPD	138aVULN|2aASPD|4ERES|5TLV|67aDMG|9RCR|aBPWR
164	13223 16243	2	   	261.75	DCR|3VULN|3DMG|1TLV	1RPLT|268DMG|346VULN|5BBNT|6BPWR|7LIT|9RCR|aTLV
165	16223 16243	1	   	261.75	DCR|3VULN|3DMG|1TLV	1RPLT|268DMG|346VULN|5BBNT|6BPWR|7LIT|9RCR|aTLV
166	31112 51552	9	   	261.68	DCR|4VULN|2DUR|1TLV|1AART	1678VULN|2AART|3TLV|49DUR|5LHND|aRCR
167	34215 23221	5	   	261.68	DCR|4VULN|2DUR|1TLV|1AART	1679VULN|2LHND|3TLV|46DUR|5MBVNT|6BPWR|8RCR|aAART
168	52331 13452	10	   	261.62	DCR|3VULN|3DMG|2TLV	1RMIN|238VULN|4ERES|58TLV|678DMG|8BPWR|9RCR|aLWND
169	52331 13452	9	   	261.62	DCR|3VULN|3DMG|2TLV	1RMIN|238VULN|4ERES|58TLV|678DMG|8BPWR|9RCR|aLHND
170	52331 13453	9	   	261.62	DCR|3VULN|3DMG|2TLV	1RMIN|238VULN|4ERES|58TLV|678DMG|8BPWR|9RCR|aMLV
171	31246 33225	8	   	261.55	DCR|2VULN|3DMG|2TLV|2LIT|1AART	18VULN|2AART|389DMG|4aLIT|5BEXP|68TLV|7RCR|8BPWR
172	32331 31642	6	   	261.47	DCR|3VULN|2DMG|1TLV|3ASPD	13aVULN|26aASPD|4ERES|5TLV|7aDMG|8RCVC|9RCR|aBPWR
173	32331 33642	7	   	261.47	DCR|3VULN|2DMG|1TLV|3ASPD	13aVULN|26aASPD|4ERES|5TLV|7aDMG|8RCVC|9RCR|aBPWR
174	32331 34242	8	   	261.37	DCR|3VULN|2DMG|1TLV|3ASPD	13aVULN|26aASPD|47ERES|5TLV|8aDMG|9RCR|aBPWR
175	31211 11423	6	   	260.97	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	17VULN|2AART|39DMG|4DUR|5ASPD|6RCR|8CDMG|aTLV
176	31252 31262	10	   	260.97	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1AART	19VULN|2AART|34DMG|5LIT|6RCR|7CDMG|8DUR|aTLV
177	31111 53234	4	   	260.90	DCR|3VULN|2DUR|1TLV|1DMG|1AART	157VULN|2AART|3TLV|47DUR|67MLV|7BPWR|8RMIN|9DMG|aRCR
178	31111 53614	4	   	260.90	DCR|3VULN|2DUR|1TLV|1DMG|1AART	157VULN|2AART|3TLV|47DUR|67MLV|7BPWR|8DMG|9ZMB|aRCR
179	31111 53661	4	   	260.90	DCR|3VULN|2DUR|1TLV|1DMG|1AART	157VULN|2AART|3TLV|47DUR|67MLV|7BPWR|8DMG|9RCR|aCGEN
180	31111 53662	4	   	260.90	DCR|3VULN|2DUR|1TLV|1DMG|1AART	157VULN|2AART|3TLV|47DUR|67MLV|7BPWR|8DMG|9RCR|aRPLT
181	31211 41252	9	   	260.90	DCR|2VULN|2TLV|2DUR|1DMG|1AART	19VULN|2AART|3DMG|49DUR|5ASPD|6LIT|7RPLT|89TLV|9BPWR|aRCR
182	31111 53634	4	   	260.80	DCR|3VULN|2DUR|1TLV|1DMG|1NUKE|1AART	157VULN|2AART|3TLV|47DUR|67MLV|7BPWR|8DMG|9NUKE|aRCR
183	34211 13432	6	   	260.79	DCR|3VULN|3DUR|2TLV	178VULN|2LHND|38TLV|468DUR|5RCVC|8BPWR|9LIT|aRCR
184	34214 11432	7	   	260.79	DCR|3VULN|3DUR|2TLV	158VULN|2LHND|38TLV|468DUR|7RCVC|8BPWR|9LIT|aRCR
185	34214 13432	7	   	260.79	DCR|3VULN|3DUR|2TLV	158VULN|27LHND|38TLV|468DUR|8BPWR|9LIT|aRCR
186	34216 13432	6	   	260.79	DCR|3VULN|3DUR|2TLV	178VULN|25LHND|38TLV|468DUR|8BPWR|9LIT|aRCR
187	34255 33211	3	   	260.79	DCR|3VULN|3DUR|2TLV	179VULN|2LHND|39TLV|4ASPD|5MLV|69aDUR|8RCR|9BPWR
188	31155 13234	10	   	260.77	DCR|3VULN|2TLV|1DMG|2AART|2LIT	18aVULN|29AART|38TLV|4DMG|5BEXP|6RCR|78LIT|8BPWR
