0	Index      	 *	Score 	Summary	Detail	
1	22253 25426	 * 	192.82	DCR|3VULN|2DMG|1AART|3DUR	19aDUR|2MBVNT|36aVULN|4aDMG|5AART|7RMIN|8RCR|aBPWR
162	22268 53442	   	170.95	DCR|3VULN|2DMG|1CDMG|1DUR	1DUR|2MBVNT|379VULN|4MLV|5aDMG|6CDMG|8RCR
163	22253 25414	   	170.85	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|36VULN|4DMG|5AART|7RMIN|8RCR|9ASPD|aCDMG
164	22253 32571	   	170.85	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3VULN|49DMG|5AART|6ASPD|7CDMG|8RCR|aLWND
165	22253 32572	   	170.85	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3VULN|49DMG|5AART|6ASPD|7CDMG|8RCR|aBEXP
166	22253 32574	   	170.85	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3VULN|49DMG|5AART|6ASPD|7CDMG|8RCR|aMLV
167	23261 32453	 * 	170.85	DCR|3VULN|2AART|1CDMG|1DUR	1DUR|238VULN|4CDMG|5ERES|6LEGI|7RCR|9aAART
168	12233 37736	   	170.77	DCR|3DMG|2VULN|1AART	19LWND|2MBVNT|34VULN|59MLV|689DMG|7AART|9BPWR|aRCR
169	22253 22414	   	170.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|36VULN|4DMG|5AART|7ERES|8RCR|9ASPD|aCDMG
170	22253 32521	   	170.75	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3aVULN|4DMG|5AART|6ASPD|7CDMG|8RCR|9TLV
171	22253 32573	   	170.75	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3VULN|49DMG|5AART|6ASPD|7CDMG|8RCR|aDUST
172	13121 13164	   	170.60	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1LWND|26VULN|3ZMB|47CDMG|5RCVC|8AART|9DMG|aRCR
173	33121 13164	   	170.60	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1LHND|26VULN|3ZMB|47CDMG|5RCVC|8AART|9DMG|aRCR
174	22253 68114	   	170.56	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	1DUR|2MBVNT|39VULN|4DMG|57AART|6FLTHEA|8FEWX|aRCR
175	23122 36263	   	170.48	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1DUR|2VULN|3ZMB|4CDMG|56LIT|7RCR|8DMG|9FLTHEA|aAART
176	22253 68324	   	170.46	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	1DUR|2MBVNT|38VULN|4DMG|57AART|6FLTHEA|9LEGI|aRCR
177	22253 62814	   	170.46	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	1DUR|2MBVNT|37VULN|4DMG|59AART|6FLTHEA|8ERES|aRCR
178	13211 11643	   	170.43	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|238VULN|4RCVC|5BEXP|6AART|7DMG|9CDMG|aRCR
179	13211 15143	   	170.43	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|237VULN|4RCVC|5BEXP|6AART|8DMG|9CDMG|aRCR
180	33211 11643	   	170.43	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|238VULN|4RCVC|5BEXP|6AART|7DMG|9CDMG|aRCR
181	33211 15143	   	170.43	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|237VULN|4RCVC|5BEXP|6AART|8DMG|9CDMG|aRCR
182	13125 16143	 * 	170.32	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1LWND|267VULN|3ZMB|45CDMG|8AART|9DUR|aRCR
183	33125 16143	   	170.32	DCR|3VULN|1AART|2CDMG|1ZMB|1DUR	1LHND|267VULN|3ZMB|45CDMG|8AART|9DUR|aRCR
184	23262 63513	   	170.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|23VULN|4CDMG|6AART|7BELT|8RCR|9RCVC|aDMG
185	12253 62382	   	170.23	DCR|3VULN|1AART|1DMG|1FLTHEA	1LWND|2MBVNT|378VULN|4DMG|5AART|6FLTHEA|9RCR|aFEWX
186	12253 62383	   	170.23	DCR|3VULN|1AART|1DMG|1FLTHEA	1LWND|2MBVNT|378VULN|4DMG|5AART|6FLTHEA|9RCR|aBEXP
187	16333 33255	 * 	170.23	DCR|2DMG|1AART|3CDMG|1VULN	137LWND|2RPLT|4AART|579CDMG|67DMG|7BPWR|8RCR|aVULN
188	21243 52142	   	170.12	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|2DUST|37VULN|4DMG|5AART|6FLTHEA|8FEWX|9ZMB|aRCR
189	22253 62643	   	170.12	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1DUR|2MBVNT|37VULN|4DMG|5AART|6FLTHEA|8LIT|9ZMB|aRCR
190	13264 52232	   	170.03	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1LWND|23VULN|4CDMG|5ASPD|68DUR|7RCR|9aDMG
191	23264 32232	   	170.03	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	18DUR|23VULN|4CDMG|5ASPD|6LHND|7RCR|9aDMG
192	33264 52232	   	170.03	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1LHND|23VULN|4CDMG|5ASPD|68DUR|7RCR|9aDMG
193	13125 11164	   	170.00	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1LWND|26VULN|3ZMB|45CDMG|7RCVC|8AART|9DMG|aRCR
194	33125 11164	   	170.00	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1LHND|26VULN|3ZMB|45CDMG|7RCVC|8AART|9DMG|aRCR
195	62223 26373	   	169.96	DCR|2VULN|2AART|2DMG	17BEXP|2MBVNT|36VULN|48DMG|5aAART|9RCR
196	23264 22232	   	169.93	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	18DUR|23VULN|4CDMG|5ASPD|6DUST|7RCR|9aDMG
197	12254 34864	   	169.87	DCR|3VULN|2DMG|1AART	1LWND|2MBVNT|356VULN|46DMG|6BPWR|7LSRHEA|8AART|9ERES|aRCR
198	23261 22423	   	169.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|238VULN|4CDMG|5ERES|6DUST|7RCR|9ZMB|aAART
199	23263 52423	   	169.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|238VULN|4CDMG|5DUST|6TLV|7RCR|9ZMB|aAART
200	23263 62423	   	169.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|238VULN|4CDMG|5DUST|6ERES|7RCR|9ZMB|aAART
201	32253 28334	   	169.76	DCR|2VULN|2DMG|1AART|1FLTHEA	17LHND|2MBVNT|36VULN|48DMG|5AART|9FLTHEA|aRCR
202	25242 33431	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	1DUR|2LHND|37VULN|49DMG|5BELT|6RCR|8MGNSTR|aAART
203	22284 34465	 * 	169.66	DCR|4VULN|2ASPD|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|356aVULN|46ASPD|6BPWR|7ZMB|8CDMG|9RCR
204	62222 34348	   	169.32	DCR|2VULN|2DMG|1AART|1ZMB	1BEXP|2MBVNT|36VULN|46DMG|5RCVC|6BPWR|7ZMB|8DUST|9RCR|aAART
205	23261 22131	 * 	169.31	DCR|2VULN|2DMG|2CDMG|2DUR	1aDUR|23VULN|4aCDMG|5ERES|6DUST|7RCR|8aDMG|9MBVNT|aBPWR
206	23263 52131	   	169.31	DCR|2VULN|2DMG|2CDMG|2DUR	1aDUR|23VULN|4aCDMG|5DUST|6TLV|7RCR|8aDMG|9MBVNT|aBPWR
207	23263 62131	   	169.31	DCR|2VULN|2DMG|2CDMG|2DUR	1aDUR|23VULN|4aCDMG|5DUST|6ERES|7RCR|8aDMG|9MBVNT|aBPWR
208	12254 34454	   	169.27	DCR|3VULN|2DMG|1AART	1LWND|2MBVNT|356VULN|46DMG|6BPWR|7LSRHEA|8ERES|9AART|aRCR
209	13241 11343	   	169.26	DCR|2VULN|2DMG|1AART|1CDMG	1LWND|23VULN|45BEXP|6AART|78DMG|9CDMG|aRCR
210	33241 11343	   	169.26	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|23VULN|45BEXP|6AART|78DMG|9CDMG|aRCR
211	36232 11343	   	169.26	DCR|2VULN|2DMG|1AART|1CDMG	15LHND|2FEWX|34VULN|6AART|78DMG|9CDMG|aRCR
212	33261 52153	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LHND|23VULN|4CDMG|5ERES|6aDUR|7RCR|8DMG|9AART
213	33262 52153	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LHND|23VULN|4CDMG|5aDUR|6TLV|7RCR|8DMG|9AART
214	33262 62153	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1LHND|23VULN|4CDMG|5aDUR|6ERES|7RCR|8DMG|9AART
215	23121 32445	   	169.21	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1DUR|28VULN|3ZMB|4CDMG|5RCVC|6LHND|7RCR|9aAART
216	22841 13465	   	169.20	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	15DUR|2MBVNT|3CDMG|47DMG|6aVULN|8ZMB|9RCR
217	23261 63124	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|23aVULN|4CDMG|5ERES|6RCR|7DMG|8RMIN|9ZMB
218	23262 41533	 * 	169.17	DCR|4VULN|3CDMG|3DUR	157DUR|2367VULN|479CDMG|7BPWR|8RCR|aBEXP
219	32232 11334	   	169.16	DCR|2VULN|2DMG|1AART|1FLTHEA	15LHND|2MBVNT|34VULN|6AART|78DMG|9FLTHEA|aRCR
220	22253 22424	   	169.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUR|2MBVNT|36VULN|4DMG|5AART|7ERES|8RCR|aCDMG
221	22253 48446	   	169.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|2MBVNT|3VULN|47DMG|5AART|679ERES|7BPWR|8RCR|aCDMG
222	22253 48474	   	169.11	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	17DUR|2MBVNT|3VULN|47DMG|5AART|67ERES|7BPWR|8RCR|9TLV|aCDMG
223	23121 22445	   	169.11	DCR|2VULN|2AART|1CDMG|1ZMB|1DUR	1DUR|28VULN|3ZMB|4CDMG|5RCVC|6DUST|7RCR|9aAART
224	23261 61214	   	169.07	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|239VULN|4CDMG|5ERES|6RCR|7LSRREG|8ZMB|aDMG
225	23262 41531	   	169.07	DCR|4VULN|3CDMG|3DUR	157DUR|2367VULN|479CDMG|7BPWR|8RCR|aDUST
226	23264 63212	   	169.04	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|23VULN|4CDMG|5ASPD|6RCR|7aDMG|8RCVC|9BEXP
227	22237 34136	 * 	168.94	DCR|3VULN|3ZMB|1AART|1DUR	1DUR|2MBVNT|346VULN|567ZMB|6BPWR|8RPLT|9RCR|aAART
228	23264 63232	   	168.94	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|23VULN|4CDMG|5ASPD|6RCR|7aDMG|8RCVC|9MBVNT
229	22284 64462	   	168.91	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|356VULN|4ASPD|7ZMB|8CDMG|9RCR|aDMG
230	23122 66234	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|26VULN|3ZMB|4CDMG|5LIT|7RCR|8aDMG|9BEXP
231	12817 41415	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|89VULN|aCGEN
232	12817 41416	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|89VULN|aLIT
233	12817 41417	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|89VULN|aRPLT
234	12817 41421	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19LWND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|8aVULN
235	22867 41421	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3CDMG|49LWND|5AART|6RCR|7DMG|8aVULN
236	32817 41415	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|89VULN|aCGEN
237	32817 41416	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|89VULN|aLIT
238	32817 41417	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|89VULN|aRPLT
239	23122 66223	   	168.70	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1DUR|26VULN|3ZMB|4CDMG|5LIT|7RCR|8aDMG|9ERES
240	62284 34462	   	168.68	DCR|3VULN|1DMG|2ASPD|1CDMG|1ZMB	1BEXP|2MBVNT|356VULN|46ASPD|6BPWR|7ZMB|8CDMG|9RCR|aDMG
241	12817 41413	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|89VULN|aDUST
242	12817 41414	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|89VULN|aERES
243	22867 41413	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3CDMG|4LWND|5AART|6RCR|7DMG|89VULN|aDUST
244	22867 41414	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3CDMG|4LWND|5AART|6RCR|7DMG|89VULN|aERES
245	32817 41413	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|89VULN|aDUST
246	32817 41414	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2MBVNT|3CDMG|4DUR|5AART|6RCR|7DMG|89VULN|aERES
247	23222 12243	   	168.57	DCR|4VULN|1AART|3DUR	145DUR|2389VULN|6LWND|7RCR|aAART
248	23261 22163	   	168.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUR|23VULN|4CDMG|5ERES|6DUST|7RCR|8DMG|aAART
249	23263 52163	   	168.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUR|23VULN|4CDMG|5DUST|6TLV|7RCR|8DMG|aAART
250	23263 62163	   	168.51	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	19DUR|23VULN|4CDMG|5DUST|6ERES|7RCR|8DMG|aAART
251	23222 62243	   	168.47	DCR|4VULN|1AART|3DUR	145DUR|2389VULN|6LEGI|7RCR|aAART
252	22253 32451	   	168.45	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|38VULN|4DMG|5AART|6ASPD|7CDMG|9RCR|aLWND
253	22253 32452	   	168.45	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|38VULN|4DMG|5AART|6ASPD|7CDMG|9RCR|aBEXP
254	22253 32454	   	168.45	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|38VULN|4DMG|5AART|6ASPD|7CDMG|9RCR|aMLV
255	22253 32455	   	168.45	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|38VULN|4DMG|5AART|6ASPD|7CDMG|9RCR|aRMIN
256	22253 32457	   	168.45	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|38VULN|4DMG|5AART|6ASPD|7CDMG|9RCR|aBELT
257	13263 52153	 * 	168.42	DCR|2VULN|2AART|1DMG|1CDMG	1LWND|23VULN|4CDMG|5BEXP|6TLV|7RCR|8DMG|9aAART
258	13263 62153	   	168.42	DCR|2VULN|2AART|1DMG|1CDMG	1LWND|23VULN|4CDMG|5BEXP|6ERES|7RCR|8DMG|9aAART
259	22253 32453	   	168.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|38VULN|4DMG|5AART|6ASPD|7CDMG|9RCR|aDUST
260	22253 32458	   	168.35	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|38VULN|4DMG|5AART|6ASPD|7CDMG|9RCR|aSNIHEL
261	14333 31155	 * 	168.29	DCR|3DMG|1AART|1VULN|1CDMG|1SELL	1LWND|2SELL|3VULN|4AART|5CDMG|678DMG|9LHND|aRCR
262	22846 13462	 * 	168.28	DCR|3DMG|1VULN|2CDMG|1ZMB|1DUR	1DUR|2MBVNT|35CDMG|47aDMG|6VULN|8ZMB|9RCR
263	22846 14118	 * 	168.25	DCR|2VULN|2DMG|3CDMG|2DUR	18DUR|2MBVNT|357CDMG|48DMG|68VULN|8BPWR|9LEGI|aRCR
264	23264 32234	   	168.10	DCR|3VULN|1DMG|1CDMG|2DUR|1ASPD	18DUR|23aVULN|4CDMG|5ASPD|6LHND|7RCR|9DMG
265	23264 22234	   	168.00	DCR|3VULN|1DMG|1CDMG|2DUR|1ASPD	18DUR|23aVULN|4CDMG|5ASPD|6DUST|7RCR|9DMG
266	13255 21143	 * 	167.86	DCR|3VULN|1AART|2ZMB|1CDMG|1DUR	1LWND|236VULN|45ZMB|7CDMG|8AART|9DUR|aRCR
267	33255 21143	   	167.86	DCR|3VULN|1AART|2ZMB|1CDMG|1DUR	1LHND|236VULN|45ZMB|7CDMG|8AART|9DUR|aRCR
268	12253 48415	   	167.85	DCR|2VULN|2DMG|1AART|1ASPD	17LWND|2MBVNT|3aVULN|47DMG|5AART|67ERES|7BPWR|8RCR|9ASPD
269	12253 62114	   	167.83	DCR|3VULN|1AART|1DMG|1FLTHEA	1LWND|2MBVNT|379VULN|4DMG|5AART|6FLTHEA|8FEWX|aRCR
270	32253 62114	   	167.83	DCR|3VULN|1AART|1DMG|1FLTHEA	1LHND|2MBVNT|379VULN|4DMG|5AART|6FLTHEA|8FEWX|aRCR
271	32253 62324	   	167.83	DCR|3VULN|1AART|1DMG|1FLTHEA	1LHND|2MBVNT|378VULN|4DMG|5AART|6FLTHEA|9DMSP|aRCR
272	25242 31623	   	167.82	DCR|3DMG|1AART|1VULN|1DUR	1DUR|2LHND|3VULN|489DMG|5BELT|6RCR|7RMIN|aAART
273	13126 13164	   	167.79	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1LWND|26VULN|3ZMB|47CDMG|5DMSP|8AART|9DMG|aRCR
274	33126 13164	   	167.79	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1LHND|26VULN|3ZMB|47CDMG|5DMSP|8AART|9DMG|aRCR
275	62223 17415	   	167.75	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|2MBVNT|3aVULN|47DMG|5AART|6TLV|8RCR|9ASPD
276	62223 47415	   	167.75	DCR|2VULN|2DMG|1AART|1ASPD	1BEXP|2MBVNT|3aVULN|47DMG|5AART|6ERES|8RCR|9ASPD
277	12253 62364	   	167.73	DCR|3VULN|1AART|1DMG|1FLTHEA	1LWND|2MBVNT|378VULN|4DMG|5AART|6FLTHEA|9ERES|aRCR
278	32253 62364	   	167.73	DCR|3VULN|1AART|1DMG|1FLTHEA	1LHND|2MBVNT|378VULN|4DMG|5AART|6FLTHEA|9ERES|aRCR
279	62223 23374	   	167.66	DCR|2VULN|2DMG|1AART|1DUR	1BEXP|2MBVNT|36VULN|48DMG|5AART|7RCVC|9RCR|aDUR
280	22231 23442	 * 	167.47	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3469VULN|5BEXP|7CDMG|8RCR|aDMG
281	22231 53442	   	167.47	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3479VULN|5BEXP|6CDMG|8RCR|aDMG
282	63252 23442	   	167.47	DCR|4VULN|1DMG|1CDMG|1DUR	1BEXP|2369VULN|4MBVNT|5DUR|7CDMG|8RCR|aDMG
283	63252 53442	   	167.47	DCR|4VULN|1DMG|1CDMG|1DUR	1BEXP|2379VULN|4MBVNT|5DUR|6CDMG|8RCR|aDMG
284	36231 31643	   	167.46	DCR|2VULN|2DMG|1AART|1CDMG	1LHND|2FEWX|34VULN|5BEXP|68DMG|7CDMG|9AART|aRCR
285	13241 11643	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|238VULN|45BEXP|6AART|7DMG|9CDMG|aRCR
286	13241 15143	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	1LWND|237VULN|45BEXP|6AART|8DMG|9CDMG|aRCR
287	33241 11643	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|238VULN|45BEXP|6AART|7DMG|9CDMG|aRCR
288	33241 15143	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|237VULN|45BEXP|6AART|8DMG|9CDMG|aRCR
289	36232 11643	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	15LHND|2FEWX|348VULN|6AART|7DMG|9CDMG|aRCR
290	36232 15143	   	167.33	DCR|3VULN|1AART|1DMG|1CDMG	15LHND|2FEWX|347VULN|6AART|8DMG|9CDMG|aRCR
291	23261 63223	   	167.32	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|23VULN|4CDMG|5ERES|6RCR|7DMG|8RPLT|9RCVC|aAART
292	22236 68312	   	167.32	DCR|2VULN|2AART|1DMG|1ZMB|1DUR	1DUR|2MBVNT|34VULN|5LIT|67AART|8ZMB|9DMG|aRCR
293	22841 13462	   	167.26	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	15DUR|2MBVNT|3CDMG|47aDMG|6VULN|8ZMB|9RCR
294	32232 16134	   	167.23	DCR|3VULN|1AART|1DMG|1FLTHEA	15LHND|2MBVNT|347VULN|6AART|8DMG|9FLTHEA|aRCR
295	13264 16113	   	167.11	DCR|4VULN|1AART|1CDMG|1ASPD	1LWND|2367VULN|4CDMG|5ASPD|8AART|9LHND|aRCR
296	13264 16133	   	167.11	DCR|4VULN|1AART|1CDMG|1ASPD	1LWND|2367VULN|4CDMG|5ASPD|8AART|9FEWX|aRCR
297	33264 16113	   	167.11	DCR|4VULN|1AART|1CDMG|1ASPD	1LHND|2367VULN|4CDMG|5ASPD|8AART|9LWND|aRCR
298	33264 16133	   	167.11	DCR|4VULN|1AART|1CDMG|1ASPD	1LHND|2367VULN|4CDMG|5ASPD|8AART|9FEWX|aRCR
299	23261 63132	   	167.04	DCR|2VULN|2DMG|1CDMG|1DUR|1ASPD	1DUR|23VULN|4CDMG|5ERES|6RCR|7aDMG|8RMIN|9ASPD
300	24135 41418	   	167.02	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1DUR|2SELL|3AART|4LHND|5MBVNT|6RCR|7DMG|89VULN|aZMB
301	23212 62143	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|23VULN|4RCVC|6AART|7LHND|8DMG|9CDMG|aRCR
302	23212 63143	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|23VULN|4RCVC|6AART|7BEXP|8DMG|9CDMG|aRCR
303	23212 66143	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|23VULN|4RCVC|6AART|7FEWX|8DMG|9CDMG|aRCR
304	22283 62434	   	166.94	DCR|3VULN|1AART|1FLTHEA|2DUR|1ASPD	18DUR|2MBVNT|379VULN|4ASPD|5AART|6FLTHEA|aRCR
305	22283 63334	   	166.94	DCR|3VULN|1AART|1FLTHEA|2DUR|1ASPD	17DUR|2MBVNT|389VULN|4ASPD|5AART|6FLTHEA|aRCR
306	23264 63112	   	166.94	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1DUR|23VULN|4CDMG|5ASPD|6RCR|7aDMG|89DUST
307	13262 42422	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|238VULN|4CDMG|5DUR|6RMIN|7RCR|9ZMB|aDMG
308	33262 42422	   	166.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|238VULN|4CDMG|5DUR|6RMIN|7RCR|9ZMB|aDMG
309	13121 16143	   	166.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|267VULN|3ZMB|4CDMG|5RCVC|8AART|9DUR|aRCR
310	33121 16143	   	166.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|267VULN|3ZMB|4CDMG|5RCVC|8AART|9DUR|aRCR
311	13261 52422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|238VULN|4CDMG|5ERES|6DUR|7RCR|9ZMB|aDMG
312	13262 52422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|238VULN|4CDMG|5DUR|6TLV|7RCR|9ZMB|aDMG
313	13262 62422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|238VULN|4CDMG|5DUR|6ERES|7RCR|9ZMB|aDMG
314	13264 22422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|238VULN|4CDMG|5ASPD|6DUST|7RCR|9ZMB|aDMG
315	13264 32422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LWND|238VULN|4CDMG|5ASPD|6LEGI|7RCR|9ZMB|aDMG
316	23263 42422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|238VULN|4CDMG|5DUST|6RMIN|7RCR|9ZMB|aDMG
317	33261 52422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|238VULN|4CDMG|5ERES|6DUR|7RCR|9ZMB|aDMG
318	33262 52422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|238VULN|4CDMG|5DUR|6TLV|7RCR|9ZMB|aDMG
319	33262 62422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|238VULN|4CDMG|5DUR|6ERES|7RCR|9ZMB|aDMG
320	33264 22422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|238VULN|4CDMG|5ASPD|6DUST|7RCR|9ZMB|aDMG
321	33264 32422	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|238VULN|4CDMG|5ASPD|6LEGI|7RCR|9ZMB|aDMG
322	23261 32422	   	166.67	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|238VULN|4CDMG|5ERES|6LEGI|7RCR|9ZMB|aDMG
323	32232 41134	   	166.63	DCR|3VULN|1AART|1DMG|1FLTHEA	15LHND|2MBVNT|346VULN|7AART|8DMG|9FLTHEA|aRCR
