0	Index      	 *	Score 	Summary	Detail	
1	32426 12335	 * 	195.92	DCR|4VULN|1AART|1DMG|1ZMB|1DUR	137aVULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|8DUR|9DMG
166	33226 15332	   	177.09	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3MLV|4ZMB|5AART|6RCR|7RCVC|9DMG|aFEWX
167	33226 15333	   	177.09	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3MLV|4ZMB|5AART|6RCR|7RCVC|9DMG|aRPLT
168	33226 15334	   	177.09	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3MLV|4ZMB|5AART|6RCR|7RCVC|9DMG|aLWND
169	33226 15336	   	177.09	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3MLV|4ZMB|5AART|6RCR|7RCVC|9DMG|aRMIN
170	34354 22121	   	177.02	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	16aVULN|2ASPD|3aAIRHEA|4ZMB|5AART|7DMG|8RCR|9aLSRICY|aBPWR
171	36411 44228	   	177.02	DCR|3VULN|3DMG|1ZMB	149VULN|2MBVNT|349DMG|49BPWR|5BEXP|6DUST|79ERES|8RCR|aZMB
172	33226 15335	   	176.99	DCR|3VULN|1AART|1DMG|1ZMB	128VULN|3MLV|4ZMB|5AART|6RCR|7RCVC|9DMG|aERES
173	33226 62235	   	176.92	DCR|3VULN|1AART|1DMG|1ZMB|1ASPD	12aVULN|3MLV|4ZMB|5AART|6ASPD|7DMG|8RCR|9TLV
174	36127 64314	 * 	176.87	ACR|3VULN|2DMG|1CDMG|2DUR	138VULN|2MBVNT|49LWND|5RCR|68DUR|78DMG|8BPWR|aCDMG
175	36171 21335	   	176.85	DCR|3VULN|2DMG|1AART	138VULN|2MBVNT|46RCVC|58LIT|78DMG|8BPWR|9RCR|aAART
176	34423 31325	 * 	176.73	DCR|3VULN|2DMG|3ASPD|1ZMB	138VULN|235ASPD|38BPWR|4ZMB|68DMG|78LWND|9ERES|aRCR
177	32354 52332	   	176.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18VULN|2RMIN|38AIRHEA|4ZMB|5AART|6DUR|78DMG|8BPWR|9RCR|aMLV
178	32354 52333	   	176.56	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	18VULN|2RMIN|38AIRHEA|4ZMB|5AART|6DUR|78DMG|8BPWR|9RCR|aLHND
179	26134 21335	   	176.55	DCR|3VULN|2DMG|1AART	18LIT|238VULN|4MBVNT|56RCVC|78DMG|8BPWR|9RCR|aAART
180	36154 21335	   	176.55	DCR|3VULN|2DMG|1AART	138VULN|2MBVNT|48LIT|56RCVC|78DMG|8BPWR|9RCR|aAART
181	36314 21335	   	176.55	DCR|3VULN|2DMG|1AART	148VULN|2MBVNT|38LIT|56RCVC|78DMG|8BPWR|9RCR|aAART
182	36417 18124	 * 	176.37	DCR|3VULN|3DMG|2ZMB	149VULN|2MBVNT|349DMG|49BPWR|5MLV|6LIT|7RMIN|89ZMB|aRCR
183	31234 55331	   	176.37	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	18VULN|2VENICY|38ZMB|4DMG|5AART|6DUR|78ERES|8BPWR|9RCR|aCDMG
184	33226 33356	   	176.30	DCR|3VULN|2AART|2DUR|1ZMB	129VULN|39MLV|4ZMB|5aAART|6CGEN|7RCR|89DUR|9BPWR
185	33216 12351	   	176.21	DCR|3VULN|1AART|1DMG|2DUR	129VULN|39MLV|4ERES|5AART|6RCR|7DMG|89DUR|9BPWR|aBEXP
186	33216 12352	   	176.21	DCR|3VULN|1AART|1DMG|2DUR	129VULN|39MLV|4ERES|5AART|6RCR|7DMG|89DUR|9BPWR|aLHND
187	33216 12353	   	176.21	DCR|3VULN|1AART|1DMG|2DUR	129VULN|39MLV|4ERES|5AART|6RCR|7DMG|89DUR|9BPWR|aDMSP
188	33226 23356	   	176.20	DCR|3VULN|2AART|2DUR|1ZMB	129VULN|39MLV|4ZMB|5aAART|6TLV|7RCR|89DUR|9BPWR
189	33426 12316	   	176.11	DCR|3VULN|1AART|1DMG|2DUR	127VULN|3DMSP|48DUR|5AART|6RCR|9LWND|aDMG
190	33426 12326	   	176.11	DCR|3VULN|1AART|1DMG|2DUR	127VULN|3DMSP|48DUR|5AART|6RCR|9BEXP|aDMG
191	33426 12331	   	176.11	DCR|3VULN|1AART|1DMG|2DUR	127VULN|3DMSP|48DUR|5AART|6RCR|9DMG|aCGEN
192	33426 12332	   	176.11	DCR|3VULN|1AART|1DMG|2DUR	127VULN|3DMSP|48DUR|5AART|6RCR|9DMG|aFEWX
193	33426 12333	   	176.11	DCR|3VULN|1AART|1DMG|2DUR	127VULN|3DMSP|48DUR|5AART|6RCR|9DMG|aRPLT
194	33426 12334	   	176.11	DCR|3VULN|1AART|1DMG|2DUR	127VULN|3DMSP|48DUR|5AART|6RCR|9DMG|aLWND
195	33516 12316	   	176.11	DCR|3VULN|1AART|1DMG|2DUR	127VULN|34LHND|5AART|6RCR|89DUR|aDMG
196	33426 12335	   	176.01	DCR|3VULN|1AART|1DMG|2DUR	127VULN|3DMSP|48DUR|5AART|6RCR|9DMG|aERES
197	33531 11166	   	175.97	DCR|3VULN|2DMG|1AART	12aVULN|3LHND|4aDMG|5BEXP|6AART|7DUST|8RCR|9aLSRREG|aBPWR
198	23161 26216	   	175.96	DCR|3VULN|1AART|1DMG|1ASPD|1DUR	1LIT|2DUR|356VULN|4AART|7RCR|8DMG|9CGEN|aASPD
199	36415 14161	   	175.96	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|58LHND|6AART|7ASPD|9RCR|aZMB
200	34141 11236	   	175.91	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	19VULN|2ASPD|3LHND|4RCR|5DUR|6RPLT|7aDMG|8AART
201	33432 25531	 * 	175.86	DCR|5VULN|1DMG|1CDMG	1249aVULN|3DMSP|5DMG|6CGEN|7RCR|8CDMG
202	46363 12311	   	175.83	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	158CGEN|2RCR|3VENICY|48DUR|68VULN|7AART|8BPWR|9CDMG|aDMG
203	36411 23367	   	175.80	DCR|2VULN|2DMG|2AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|78AART|9RCR|aDMSP
204	36411 23368	   	175.80	DCR|2VULN|2DMG|2AART|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|78AART|9RCR|aLHND
205	33216 13145	   	175.76	DCR|4VULN|1AART|1ZMB|1DUR	128aVULN|3MLV|4ERES|5AART|6RCR|7ZMB|9DUR
206	33226 11145	   	175.76	DCR|4VULN|1AART|1ZMB|1DUR	128aVULN|3MLV|4ZMB|5AART|6RCR|7ERES|9DUR
207	53316 15211	   	175.66	DCR|2VULN|2DMG|1AART|1CDMG	12CANSTR|2BPWR|3AART|47VULN|56DMG|8RCR|9CDMG|aCGEN
208	53316 15212	   	175.66	DCR|2VULN|2DMG|1AART|1CDMG	12CANSTR|2BPWR|3AART|47VULN|56DMG|8RCR|9CDMG|aLHND
209	53316 15213	   	175.66	DCR|2VULN|2DMG|1AART|1CDMG	12CANSTR|2BPWR|3AART|47VULN|56DMG|8RCR|9CDMG|aFEWX
210	36415 32414	   	175.57	DCR|4VULN|2DMG|1ZMB	149aVULN|2MBVNT|34DMG|4BPWR|57LHND|6ZMB|8RCR
211	33432 25251	   	175.46	DCR|3VULN|3DMG|1DUR	124VULN|3DMSP|58aDMG|6CGEN|7RCR|9DUR
212	36478 21114	   	175.33	DCR|3VULN|1AART|1DMG|1CDMG	16aVULN|2MBVNT|3DMG|4AART|5VENICY|7RCVC|8RCR|9CDMG
213	33516 12216	   	175.33	DCR|3VULN|2AART|1DMG	127VULN|34LHND|58AART|6RCR|9LWND|aDMG
214	33516 12226	   	175.33	DCR|3VULN|2AART|1DMG	127VULN|34LHND|58AART|6RCR|9BEXP|aDMG
215	33516 12231	   	175.33	DCR|3VULN|2AART|1DMG	127VULN|34LHND|58AART|6RCR|9DMG|aCGEN
216	33516 12232	   	175.33	DCR|3VULN|2AART|1DMG	127VULN|34LHND|58AART|6RCR|9DMG|aFEWX
217	33516 12233	   	175.33	DCR|3VULN|2AART|1DMG	127VULN|34LHND|58AART|6RCR|9DMG|aRPLT
218	33516 12234	   	175.33	DCR|3VULN|2AART|1DMG	127VULN|34LHND|58AART|6RCR|9DMG|aLWND
219	33216 12156	   	175.23	DCR|3VULN|2AART|1DMG	128VULN|3MLV|4ERES|5aAART|6RCR|7DMG|9BEXP
220	33516 12235	   	175.23	DCR|3VULN|2AART|1DMG	127VULN|34LHND|58AART|6RCR|9DMG|aERES
221	36414 33862	   	175.20	DCR|2VULN|2DMG|2AART|1DUR	14VULN|2MBVNT|34DMG|4BPWR|56CGEN|7DUR|8aAART|9RCR
222	36416 23742	   	175.20	DCR|3VULN|3DMG|1ASPD|1DUR	149VULN|2MBVNT|348DMG|4BPWR|5ASPD|6CGEN|7DUR|aRCR
223	34423 33161	 * 	175.09	DCR|3VULN|3ASPD|1DMG|1CDMG|1ZMB	137VULN|235ASPD|3BPWR|4ZMB|6DMG|8CDMG|9RCR|aLHND
224	34423 33163	   	175.09	DCR|3VULN|3ASPD|1DMG|1CDMG|1ZMB	137VULN|235ASPD|3BPWR|4ZMB|6DMG|8CDMG|9RCR|aCGEN
225	32141 61261	   	175.07	ACR|2VULN|2DMG|1AART|2DUR	1aVULN|2RMIN|3aLHND|4RCR|59DUR|6LIT|7AART|8aDMG|aBPWR
226	36476 12224	   	175.06	DCR|2VULN|2DMG|1AART|1CDMG	16VULN|2MBVNT|37DMG|4AART|5ERES|8RCR|9BEXP|aCDMG
227	31234 34336	   	175.05	DCR|2VULN|1AART|1DMG|2ZMB|2DUR|1ASPD	18VULN|2VENICY|38ZMB|4DMG|5AART|6ERES|78DUR|8BPWR|9RCR|aASPD
228	34423 33162	   	174.99	DCR|3VULN|3ASPD|1DMG|1CDMG|1ZMB	137VULN|235ASPD|3BPWR|4ZMB|6DMG|8CDMG|9RCR|aDUST
229	31264 22124	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	16VULN|2VENICY|3ZMB|4ASPD|5AART|7DMG|8RCR|9LSRICY|aCDMG
230	31264 22161	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	16VULN|2VENICY|3ZMB|4ASPD|5AART|7DMG|8RCR|9BEXP|aCDMG
231	31354 22124	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	16VULN|2VENICY|3ASPD|4ZMB|5AART|7DMG|8RCR|9LSRICY|aCDMG
232	31354 22161	   	174.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	16VULN|2VENICY|3ASPD|4ZMB|5AART|7DMG|8RCR|9BEXP|aCDMG
233	13132 34535	   	174.89	ACR|3VULN|2DMG|1AART	1aLWND|2FEWX|36aVULN|4aDMG|5RCR|78BELT|9AART|aBPWR
234	32426 12126	   	174.88	DCR|3VULN|1AART|1DMG|1ZMB	137VULN|2RMIN|3BPWR|4ZMB|5AART|6RCR|8MLV|9CGEN|aDMG
235	33256 12226	   	174.88	DCR|3VULN|1AART|1DMG|1ZMB	127VULN|3MLV|4RMIN|5AART|6RCR|8ZMB|9CGEN|aDMG
236	31264 22111	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	16VULN|2VENICY|3ZMB|4ASPD|5AART|7DMG|8RCR|9MBVNT|aCDMG
237	31354 22111	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	16VULN|2VENICY|3ASPD|4ZMB|5AART|7DMG|8RCR|9MBVNT|aCDMG
238	34354 22111	   	174.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	16VULN|2ASPD|3AIRHEA|4ZMB|5AART|7DMG|8RCR|9MBVNT|aCDMG
239	33226 12526	   	174.78	DCR|3VULN|1AART|1DMG|1ZMB	127VULN|3MLV|4ZMB|5AART|6RCR|8NUKE|9CGEN|aDMG
240	36414 33861	   	174.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	14VULN|2MBVNT|34DMG|4BPWR|56CGEN|7DUR|8AART|9RCR|aZMB
241	36147 43364	 * 	174.59	ACR|4VULN|2AART|1ZMB	136aVULN|2MBVNT|4DUST|5RCR|78AART|9ZMB
242	34142 53212	 * 	174.38	ACR|3VULN|3CDMG|1AART|1ASPD	18aVULN|2ASPD|3aLHND|4RCR|5RMIN|6AART|79aCDMG|aBPWR
243	23161 26116	   	174.31	DCR|3VULN|1AART|1DMG|2DUR	1LIT|28DUR|356VULN|4AART|7RCR|9BEXP|aDMG
244	23161 26124	   	174.31	DCR|3VULN|1AART|1DMG|2DUR	19LIT|28DUR|356VULN|4AART|7RCR|aDMG
245	23161 26224	   	174.31	DCR|3VULN|1AART|1DMG|2DUR	19LIT|2aDUR|356VULN|4AART|7RCR|8DMG
246	36411 24266	   	174.29	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8RMIN|9DUR|aAART
247	16334 61174	   	174.26	DCR|2VULN|2DMG|2AART	135LWND|2MBVNT|45DMG|5BPWR|68AART|7RCR|9aVULN
248	36127 64332	   	174.22	ACR|3VULN|2DMG|2DUR|1ZMB	138VULN|2MBVNT|4LWND|5RCR|68DUR|78DMG|8BPWR|9BEXP|aZMB
249	36426 33714	 * 	174.00	ACR|5VULN|1DMG|1ASPD|1DUR	1679aVULN|2MBVNT|3DMG|4DUR|5RCR|8ASPD
250	33166 12331	   	173.92	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3FEWX|4RCVC|5AART|6RCR|8DUR|9DMG|aBEXP
251	33166 12332	   	173.92	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3FEWX|4RCVC|5AART|6RCR|8DUR|9DMG|aLWND
252	33432 25252	   	173.90	DCR|4VULN|2DMG|1DUR	124aVULN|3DMSP|58DMG|6CGEN|7RCR|9DUR
253	33166 12333	   	173.82	DCR|3VULN|1AART|1DMG|1DUR	127VULN|3FEWX|4RCVC|5AART|6RCR|8DUR|9DMG|aLEGI
254	36415 14462	   	173.80	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|5LHND|6AART|7ASPD|8RCVC|9RCR|aDUR
255	36367 11221	   	173.78	ACR|2VULN|2DMG|1AART|2ASPD	1aVULN|2MBVNT|3aLIT|49ASPD|5RCR|6DUST|7AART|8aDMG|aBPWR
256	53316 25211	   	173.73	DCR|3VULN|1AART|1DMG|1CDMG	12CANSTR|2BPWR|3AART|467VULN|5DMG|8RCR|9CDMG|aCGEN
257	53316 25212	   	173.73	DCR|3VULN|1AART|1DMG|1CDMG	12CANSTR|2BPWR|3AART|467VULN|5DMG|8RCR|9CDMG|aLHND
258	53316 25213	   	173.73	DCR|3VULN|1AART|1DMG|1CDMG	12CANSTR|2BPWR|3AART|467VULN|5DMG|8RCR|9CDMG|aFEWX
259	36473 12264	   	173.68	DCR|4VULN|1AART|1DMG	167aVULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9RMIN
260	36478 24121	   	173.68	DCR|4VULN|1AART|1DMG	167aVULN|2MBVNT|3DMG|4AART|5aVENICY|8RCR|9aMGNLIT|aBPWR
261	33226 62215	   	173.60	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	12VULN|3MLV|4ZMB|5AART|6ASPD|7DMG|8RCR|9aDUR
262	36473 12236	   	173.58	DCR|4VULN|1AART|1DMG	167aVULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9TLV
263	36473 12246	   	173.58	DCR|4VULN|1AART|1DMG	167aVULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9ERES
264	33226 33145	   	173.46	DCR|4VULN|1AART|1ZMB|1DUR	128aVULN|3MLV|4ZMB|5AART|6CGEN|7RCR|9DUR
265	36411 24637	   	173.45	DCR|3VULN|2DMG|1CDMG|1ASPD	14aVULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8RPLT|9CDMG
266	36411 24851	 * 	173.45	DCR|3DMG|2VULN|1CDMG|1ASPD	14VULN|2MBVNT|349DMG|4BPWR|5BEXP|6ASPD|7RCR|8CDMG|aFEWX
267	36411 24852	   	173.45	DCR|3DMG|2VULN|1CDMG|1ASPD	14VULN|2MBVNT|349DMG|4BPWR|5BEXP|6ASPD|7RCR|8CDMG|aCGEN
268	36411 24861	   	173.45	DCR|3VULN|2DMG|1CDMG|1ASPD	149VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8CDMG|aLWND
269	36411 24863	   	173.45	DCR|3VULN|2DMG|1CDMG|1ASPD	149VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8CDMG|aRPLT
270	16281 31241	 * 	173.43	DCR|2DMG|2AART|1VULN|2ZMB	1aLWND|2MBVNT|3aZMB|4LIT|5VULN|6RCR|79AART|8aDMG|aBPWR
271	33226 23145	   	173.36	DCR|4VULN|1AART|1ZMB|1DUR	128aVULN|3MLV|4ZMB|5AART|6TLV|7RCR|9DUR
272	36411 24853	   	173.35	DCR|3DMG|2VULN|1CDMG|1ASPD	14VULN|2MBVNT|349DMG|4BPWR|5BEXP|6ASPD|7RCR|8CDMG|aNUKE
273	36411 24854	   	173.35	DCR|3DMG|2VULN|1CDMG|1ASPD	14VULN|2MBVNT|349DMG|4BPWR|5BEXP|6ASPD|7RCR|8CDMG|aLEGI
274	36411 24862	   	173.35	DCR|3VULN|2DMG|1CDMG|1ASPD	149VULN|2MBVNT|34DMG|4BPWR|5BEXP|6ASPD|7RCR|8CDMG|aERES
275	36473 12224	   	173.23	DCR|3VULN|1AART|1DMG|1CDMG	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9BEXP|aCDMG
276	34416 12211	 * 	173.22	DCR|2VULN|2AART|1DMG|2ASPD	13VULN|23ASPD|3BPWR|4ERES|5aAART|6RCR|7DMG|8LIT|9CGEN
277	32426 12322	   	173.21	DCR|3VULN|2AART|1ZMB|1DUR	137VULN|2RMIN|3BPWR|4ZMB|5aAART|6RCR|8DUR|9BEXP
278	32426 12612	   	173.21	DCR|3VULN|2AART|1ZMB|1DUR	137VULN|2RMIN|3BPWR|4ZMB|5aAART|6RCR|8BEXP|9DUR
279	33226 12612	   	173.21	DCR|3VULN|2AART|1ZMB|1DUR	127VULN|3MLV|4ZMB|5aAART|6RCR|8BEXP|9DUR
280	36426 33642	 * 	173.18	ACR|4VULN|1DMG|1CDMG|2DUR	1679VULN|2MBVNT|3DMG|4aDUR|5RCR|8CDMG
281	36478 24112	   	173.13	DCR|3VULN|1AART|1DMG|1CDMG	167VULN|2MBVNT|3DMG|4AART|5VENICY|8RCR|9CDMG|aLIT
282	33432 35343	   	173.11	DCR|5VULN|1DMG|1ZMB	1249aVULN|3DMSP|5DMG|6ERES|7RCR|8ZMB
283	33216 13146	   	173.11	DCR|3VULN|2AART|1ZMB|1DUR	128VULN|3MLV|4ERES|5aAART|6RCR|7ZMB|9DUR
284	33226 11146	   	173.11	DCR|3VULN|2AART|1ZMB|1DUR	128VULN|3MLV|4ZMB|5aAART|6RCR|7ERES|9DUR
285	33226 12166	   	173.11	DCR|3VULN|2AART|1ZMB|1DUR	127VULN|3MLV|4ZMB|59AART|6RCR|8BASICY|aDUR
286	36412 34652	   	173.02	DCR|2VULN|2DMG|1AART|1ZMB	14VULN|2MBVNT|34DMG|4BPWR|5LWND|6ZMB|7RCR|8RPLT|9RCVC|aAART
287	34426 13112	   	173.01	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR	138VULN|23ASPD|3BPWR|4ZMB|5AART|6RMIN|7RCR|9RPLT|aDUR
288	36411 53363	   	172.97	DCR|3VULN|2DMG|1AART	14aVULN|2MBVNT|34DMG|4BPWR|5BEXP|6CGEN|7AART|8DUST|9RCR
289	36414 53363	   	172.97	DCR|3VULN|2DMG|1AART	14aVULN|2MBVNT|34DMG|4BPWR|5CGEN|6BEXP|7AART|8DUST|9RCR
290	36414 73463	   	172.97	DCR|3VULN|2DMG|1AART	14aVULN|2MBVNT|34DMG|4BPWR|5CGEN|6DUST|7AART|8BEXP|9RCR
291	36472 33415	 * 	172.96	DCR|2VULN|2DMG|1AART|3DUR	18VULN|2MBVNT|38DMG|4AART|5FEWX|6LHND|789DUR|8BPWR|aRCR
292	32426 15231	   	172.88	DCR|2AART|2VULN|1DMG|1ZMB	13VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|7RCVC|9DMG|aCGEN
293	32426 15232	   	172.88	DCR|2AART|2VULN|1DMG|1ZMB	13VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|7RCVC|9DMG|aBELT
294	32426 15233	   	172.88	DCR|2AART|2VULN|1DMG|1ZMB	13VULN|2RMIN|3BPWR|4ZMB|58AART|6RCR|7RCVC|9DMG|aRPLT
295	36476 12222	   	172.86	DCR|2AART|2VULN|2DMG	16VULN|2MBVNT|37DMG|4aAART|5ERES|8RCR|9BEXP
296	34141 35332	   	172.86	ACR|3VULN|1AART|1CDMG|2DUR|1ASPD	169VULN|2ASPD|3LHND|4RCR|5aDUR|7CDMG|8AART
297	36416 33734	   	172.84	DCR|3DMG|2VULN|1ZMB|1DUR|1ASPD	14VULN|2MBVNT|348DMG|4BPWR|5ASPD|6ERES|7DUR|9RCR|aZMB
298	21132 33211	   	172.82	DCR|2VULN|2DMG|2AART|1SELL	1LIT|2SELL|3BEXP|45DMG|69VULN|7RCR|8aAART
299	21532 33212	   	172.82	DCR|2VULN|2DMG|2AART|1SELL	1LIT|2SELL|3LWND|45DMG|69VULN|7RCR|8aAART
300	21632 63211	   	172.82	DCR|2VULN|2DMG|2AART|1SELL	1LIT|2SELL|39VULN|45DMG|6BEXP|7RCR|8aAART
301	34416 12213	   	172.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	13VULN|23ASPD|3BPWR|4ERES|5AART|6RCR|7DMG|8LIT|9CGEN|aZMB
302	33226 12356	 * 	172.77	DCR|4VULN|1AART|2ZMB	1278VULN|3MLV|4aZMB|5AART|6RCR|9CGEN
303	33226 62236	   	172.72	DCR|2AART|2VULN|1DMG|1ZMB|1ASPD	12VULN|3MLV|4ZMB|5aAART|6ASPD|7DMG|8RCR|9TLV
304	34334 22121	   	172.63	DCR|3VULN|1AART|1DMG|2ASPD	16aVULN|2aASPD|3AIRHEA|4DMG|5AART|7NUKE|8RCR|9aLSRICY|aBPWR
305	36473 12482	   	172.59	DCR|4VULN|1AART|1DMG	1678VULN|2MBVNT|3DMG|4AART|5MLV|9RCR|aRCVC
306	33246 13512	 * 	172.55	ACR|3VULN|1AART|1DMG|1CDMG	126VULN|35MLV|4RCR|7CDMG|8DMG|9CGEN|aAART
307	33246 13532	   	172.55	ACR|3VULN|1AART|1DMG|1CDMG	126VULN|35MLV|4RCR|7CDMG|8DMG|9RMIN|aAART
308	31234 21631	   	172.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	16VULN|2VENICY|3ZMB|4DMG|5AART|7CGEN|8DUR|9RCR|aCDMG
309	32421 16334	 * 	172.47	DCR|4VULN|1AART|2ASPD|1ZMB	1378VULN|2RMIN|38BPWR|4ZMB|58LIT|68ASPD|9RCR|aAART
310	32423 11334	   	172.47	DCR|4VULN|1AART|2ASPD|1ZMB	1368VULN|2RMIN|38BPWR|4ZMB|58ASPD|78LIT|9RCR|aAART
311	36476 12221	   	172.42	DCR|2VULN|2DMG|1AART|1ZMB	16VULN|2MBVNT|37DMG|4AART|5ERES|8RCR|9BEXP|aZMB
312	33432 52361	   	172.37	DCR|3VULN|2DMG|1AART	124VULN|3DMSP|56DMG|7LEGI|8AART|9RCR|aCGEN
313	33432 52362	   	172.37	DCR|3VULN|2DMG|1AART	124VULN|3DMSP|56DMG|7LEGI|8AART|9RCR|aFEWX
314	33432 52363	   	172.37	DCR|3VULN|2DMG|1AART	124VULN|3DMSP|56DMG|7LEGI|8AART|9RCR|aRPLT
315	16334 61114	 * 	172.33	DCR|3DMG|2AART|1VULN	135LWND|2MBVNT|459DMG|5BPWR|68AART|7RCR|aVULN
316	36417 46342	   	172.32	DCR|3VULN|3DMG|1ZMB	146VULN|2MBVNT|349DMG|4BPWR|5MLV|7ZMB|8FEWX|aRCR
317	35463 12212	 * 	172.25	DCR|3VULN|2AART|1CDMG|1DUR	167VULN|2RPLT|3aAART|4CGEN|5CDMG|8RCR|9DUR
318	33426 33336	   	172.22	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	128VULN|3DMSP|4DUR|5AART|6CGEN|7ZMB|9DMG|aRCR
319	33226 12256	 * 	172.20	DCR|3VULN|3ZMB|1AART	127VULN|3MLV|48aZMB|5AART|6RCR|9CGEN
320	33226 62211	   	172.16	DCR|2VULN|1AART|1DMG|2ZMB|1DUR|1ASPD	12VULN|3MLV|4aZMB|5AART|6ASPD|7DMG|8RCR|9DUR
321	33426 23336	   	172.12	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	128VULN|3DMSP|4DUR|5AART|6TLV|7ZMB|9DMG|aRCR
322	36426 13318	   	172.12	ACR|2VULN|2DMG|2ASPD|2DUR|1ZMB	18VULN|2MBVNT|38DMG|4aDUR|5RCR|6ZMB|78ASPD|8BPWR|9LWND
323	36426 13361	   	172.12	ACR|2VULN|2DMG|2ASPD|2DUR|1ZMB	18VULN|2MBVNT|38DMG|49DUR|5RCR|6ZMB|78ASPD|8BPWR|aMLV
324	16436 14444	 * 	172.05	ACR|3DMG|1AART|1VULN|2ZMB	18LWND|2MBVNT|3LHND|478DMG|5RCR|68ZMB|8BPWR|9AART|aVULN
325	33432 35512	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	124VULN|3DMSP|5DMG|6ERES|7RCR|8CDMG|9CGEN|aAART
326	33432 35532	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	124VULN|3DMSP|5DMG|6ERES|7RCR|8CDMG|9RMIN|aAART
327	33432 25522	   	172.03	DCR|3VULN|1AART|1DMG|1CDMG	124VULN|3DMSP|5DMG|6CGEN|7RCR|8CDMG|9TLV|aAART
328	36426 13362	   	172.02	ACR|2VULN|2DMG|2ASPD|2DUR|1ZMB	18VULN|2MBVNT|38DMG|49DUR|5RCR|6ZMB|78ASPD|8BPWR|aLEGI
329	36426 13363	   	172.02	ACR|2VULN|2DMG|2ASPD|2DUR|1ZMB	18VULN|2MBVNT|38DMG|49DUR|5RCR|6ZMB|78ASPD|8BPWR|aDUST
330	46333 32633	 * 	171.99	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1CGEN|2RCR|35VENICY|45aDMG|5BPWR|6CDMG|7ASPD|8ZMB|9VULN
331	36415 14162	   	171.89	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	14VULN|2MBVNT|34DMG|4BPWR|58LHND|6AART|7ASPD|9RCR|aDUR
332	36426 33236	   	171.82	ACR|4VULN|2DMG|1DUR	167aVULN|2MBVNT|3aDMG|4DUR|5RCR|8LIT|9aAIRHEA|aBPWR
333	36426 37414	   	171.82	ACR|4VULN|2DMG|1DUR	169aVULN|2MBVNT|38DMG|4DUR|5RCR|7RMIN
334	36473 12216	   	171.81	DCR|3VULN|1AART|1DMG|2DUR	167VULN|2MBVNT|3DMG|4AART|5MLV|8RCR|9aDUR
335	35463 12211	   	171.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	167VULN|2RPLT|3AART|4CGEN|5CDMG|8RCR|9DUR|aZMB
