0	Index      	 *	Score 	Summary	Detail	
1	34123 34316	 * 	200.62	DCR|4VULN|3DMG|1AART	19FEWX|2569VULN|389DMG|4BELT|7AART|9BPWR|aRCR
161	63641 22151	   	174.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|79DMG|8VULN|aBELT
162	63641 22431	   	174.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|79DMG|8LIT|aVULN
163	63641 22622	   	174.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|7DMG|8CGEN|9aVULN
164	63674 41311	   	174.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4aDMG|5DMSP|6CDMG|7VULN|8TLV|9ZMB
165	63641 22144	   	174.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|7DMG|89VULN|aTLV
166	63641 22154	   	174.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|79DMG|8VULN|aTLV
167	63641 22222	   	174.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|7DMG|8NUKE|9aVULN
168	63641 23152	   	174.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|7TLV|8aVULN|9DMG
169	63641 23222	   	174.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|7TLV|8DMG|9aVULN
170	63641 24347	   	174.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|7DUST|8DMG|9aVULN
171	63641 32347	   	174.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6DUST|7ZMB|8DMG|9aVULN
172	63638 41342	   	174.77	ACR|2VULN|2DMG|1AART|1DUR	1MBVNT|2AART|3RCR|4DUR|5BASHEA|6RPLT|78DMG|9aVULN
173	22323 35421	   	174.66	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2ASPD|3DUR|479VULN|5DMG|6RCR|8TLV|aAART
174	63641 22142	   	174.65	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|7DMG|89VULN|aSELL
175	63641 22152	   	174.65	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	1MBVNT|2AART|3RCR|4CANHEL|5CDMG|6ZMB|79DMG|8VULN|aSELL
176	63164 12143	   	174.65	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|3aVULN|4ASPD|5DMSP|6RCR|7BELT|8aLIT|9aDMG|aBPWR
177	63168 12143	   	174.65	DCR|2VULN|2DMG|1AART|1ASPD	1MBVNT|2AART|3aVULN|4ASPD|5RCVC|6RCR|7BELT|8aLIT|9aDMG|aBPWR
178	61114 13716	 * 	174.63	DCR|2AART|2DMG|1VULN|2ZMB	1MBVNT|248LHND|38DMG|5aAART|6RCR|78ZMB|8BPWR|9VULN
179	63151 62322	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|3aVULN|4LSRICY|5CDMG|6RCR|7ZMB|8DMG|9RMIN
180	63151 62341	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|39VULN|4LSRICY|5CDMG|6RCR|7ZMB|8DMG|aBELT
181	63171 62322	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|3aVULN|4MGNLIT|5CDMG|6RCR|7ZMB|8DMG|9RMIN
182	63171 62341	   	174.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|39VULN|4MGNLIT|5CDMG|6RCR|7ZMB|8DMG|aBELT
183	21232 63215	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	1MLV|28VULN|3TLV|4aDMG|5CGEN|6CDMG|7RCR|9AART
184	52323 35421	   	174.56	DCR|3VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2ASPD|3DUR|479VULN|5DMG|6RCR|8TLV|aAART
185	21143 35213	   	174.49	ACR|2VULN|2DMG|1AART|2ZMB	1MLV|2aVULN|3BASICY|4ERES|5RCR|6aZMB|7LHND|8AART|9aDMG|aBPWR
186	51113 36213	   	174.49	ACR|2VULN|2DMG|1AART|2ZMB	1ERES|2aVULN|3BASICY|4CGEN|5RCR|6aZMB|7FEWX|8AART|9aDMG|aBPWR
187	63151 62344	   	174.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|39VULN|4LSRICY|5CDMG|6RCR|7ZMB|8DMG|aTLV
188	63171 62344	   	174.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MBVNT|2AART|39VULN|4MGNLIT|5CDMG|6RCR|7ZMB|8DMG|aTLV
189	63514 11712	   	174.48	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1MBVNT|2AART|38DUST|48DMG|5DMSP|6RCR|78ASPD|8BPWR|9VULN|aZMB
190	54333 33215	   	174.46	DCR|2VULN|2DMG|1AART|1CDMG	1ERES|2aDMG|38VULN|4CDMG|5TLV|6MLV|7RCR|9AART
191	61154 13812	   	174.43	DCR|2AART|2DMG|1VULN|2ZMB	1MBVNT|2LHND|34DMG|58AART|6RCR|7aZMB|9VULN
192	63114 16613	   	174.35	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2AART|39VULN|47DMG|5DMSP|6RCR|8ERES|aDUR
193	63151 62342	   	174.33	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|2AART|39VULN|4LSRICY|5CDMG|6RCR|7ZMB|8DMG|aSELL
194	63171 62342	   	174.33	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1MBVNT|2AART|39VULN|4MGNLIT|5CDMG|6RCR|7ZMB|8DMG|aSELL
195	63114 16733	   	174.21	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1MBVNT|2AART|39VULN|47DMG|5DMSP|6RCR|8SELL|aASPD
196	63633 22374	   	174.03	ACR|2AART|2DMG|1VULN|2DUR	1MBVNT|29AART|3RCR|46DUR|5VULN|7LHND|8aDMG
197	63633 23464	   	174.03	ACR|2AART|2VULN|1DMG|2DUR	1MBVNT|28AART|3RCR|46DUR|59VULN|7LWND|aDMG
198	63514 13742	   	174.02	DCR|3DMG|1AART|2ZMB|1CDMG	1MBVNT|2AART|38DUST|489DMG|5DMSP|6RCR|78ZMB|8BPWR|aCDMG
199	63234 23732	 * 	173.78	DCR|3VULN|1AART|2ZMB|1CDMG|1SELL	1MBVNT|2AART|39TLV|459VULN|6RCR|79ZMB|8SELL|9BPWR|aCDMG
200	21513 13132	   	173.65	DCR|3VULN|2DMG|1CDMG|1DUR	1MLV|24aVULN|3CDMG|5DUR|6aFEWX|7RCR|8BEXP|9aDMG|aBPWR
201	21513 13632	   	173.65	DCR|3VULN|2DMG|1CDMG|1DUR	1MLV|24aVULN|3CDMG|5DUR|6aFEWX|7RCR|8LHND|9aDMG|aBPWR
202	66142 21126	   	173.58	DCR|3VULN|1AART|1DMG|1ZMB	1MBVNT|2LWND|3DMG|4ZMB|5LHND|6RCR|7AART|89aVULN
203	51513 13132	   	173.55	DCR|3VULN|2DMG|1CDMG|1DUR	1ERES|24aVULN|3CDMG|5DUR|6aFEWX|7RCR|8BEXP|9aDMG|aBPWR
204	51513 13532	   	173.55	DCR|3VULN|2DMG|1CDMG|1DUR	1ERES|24aVULN|3CDMG|5DUR|6aFEWX|7RCR|8LWND|9aDMG|aBPWR
205	63234 26522	 * 	173.47	DCR|3VULN|3AART|2DUR	1MBVNT|289AART|3aTLV|45aVULN|6RCR|7aDUR|aBPWR
206	63113 83172	   	173.47	DCR|3DMG|2VULN|1AART	1MBVNT|2AART|38VULN|467DMG|5TLV|9LHND|aRCR
207	21513 63132	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1MLV|24aVULN|3CDMG|5DUR|6aDUST|7RCR|8FEWX|9aDMG|aBPWR
208	21513 63332	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1MLV|24aVULN|3CDMG|5DUR|6aDUST|7RCR|8BEXP|9aDMG|aBPWR
209	21513 63632	   	173.45	DCR|3VULN|2DMG|1CDMG|1DUR	1MLV|24aVULN|3CDMG|5DUR|6aDUST|7RCR|8LHND|9aDMG|aBPWR
210	61154 11811	   	173.45	DCR|2AART|2DMG|1VULN|1ASPD|1DUR	1MBVNT|2LHND|34DMG|58AART|6RCR|7ASPD|9VULN|aDUR
211	51513 63132	   	173.35	DCR|3VULN|2DMG|1CDMG|1DUR	1ERES|24aVULN|3CDMG|5DUR|6aDUST|7RCR|8FEWX|9aDMG|aBPWR
212	51513 63332	   	173.35	DCR|3VULN|2DMG|1CDMG|1DUR	1ERES|24aVULN|3CDMG|5DUR|6aDUST|7RCR|8BEXP|9aDMG|aBPWR
213	54261 31311	   	173.34	DCR|3DMG|1AART|1VULN|1ZMB|1SELL	1ERES|23aDMG|4VULN|5SELL|6RCR|7AART|8BEXP|9ZMB
214	61114 11716	 * 	173.32	DCR|2AART|2DMG|1VULN|2ASPD	1MBVNT|248LHND|38DMG|5aAART|6RCR|78ASPD|8BPWR|9VULN
215	62148 37243	   	173.31	DCR|3VULN|2DMG|1ZMB|1ASPD	1MBVNT|29BEXP|39DMG|4RPLT|5ASPD|6RCR|7ZMB|89aVULN|9BPWR
216	61154 17422	 * 	173.22	DCR|2AART|2DMG|1VULN|1CDMG	1MBVNT|2LHND|34DMG|58AART|6RCR|7LIT|9CDMG|aVULN
217	63633 48132	   	173.22	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1MBVNT|28AART|3RCR|4DUR|5aVULN|6CDMG|7ZMB|9LSRHEA
218	63641 73122	   	173.22	ACR|2AART|2VULN|1CDMG|1ZMB|1DUR	1MBVNT|27AART|3RCR|4CANHEL|5CDMG|6DUR|8aVULN|9ZMB
219	63151 63322	   	172.90	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1MBVNT|27AART|3aVULN|4LSRICY|5CDMG|6RCR|8DUR|9ZMB
220	63171 63322	   	172.90	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1MBVNT|27AART|3aVULN|4MGNLIT|5CDMG|6RCR|8DUR|9ZMB
221	61114 11712	   	172.88	DCR|2DMG|1AART|1VULN|2ASPD|1ZMB	1MBVNT|248LHND|38DMG|5AART|6RCR|78ASPD|8BPWR|9VULN|aZMB
222	63514 11742	   	172.72	DCR|3DMG|1AART|2ASPD|1CDMG	1MBVNT|2AART|38DUST|489DMG|5DMSP|6RCR|78ASPD|8BPWR|aCDMG
223	21113 31362	 * 	172.65	ACR|3VULN|1AART|1DMG|2ZMB	17MLV|27aVULN|3BASICY|4CGEN|5RCR|67ZMB|7BPWR|8AART|9DMG
224	61154 17241	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1MBVNT|2LHND|34DMG|5AART|6RCR|7LIT|89VULN|aDUR
225	63641 24374	   	172.60	ACR|2AART|2DMG|2CDMG|1ZMB	1MBVNT|2aAART|3RCR|49CANHEL|59CDMG|6ZMB|7DUST|89DMG|9BPWR
226	63641 32374	   	172.60	ACR|2AART|2DMG|2CDMG|1ZMB	1MBVNT|2aAART|3RCR|49CANHEL|59CDMG|6DUST|7ZMB|89DMG|9BPWR
227	63431 33138	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3CGEN|48aVULN|5LWND|6RCR|7DMG|9DUR
228	63125 33161	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|389VULN|4LWND|5MLV|6RCR|7DMG|aDUR
229	63145 33161	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|389VULN|4LHND|5MLV|6RCR|7DMG|aDUR
230	63431 33161	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3CGEN|489VULN|5LWND|6RCR|7DMG|aDUR
231	63114 11167	   	172.52	DCR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2AART|39aVULN|4DMG|5DMSP|6RCR|7ASPD|8LHND
232	63125 33426	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|39aVULN|4LWND|5MLV|6RCR|7DMG|8DUR
233	63431 33428	   	172.52	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3CGEN|49aVULN|5LWND|6RCR|7DMG|8DUR
234	54332 32521	 * 	172.43	DCR|2VULN|3CDMG|1AART|1DMG	19ERES|2DMG|39VULN|479CDMG|5DMSP|6RCR|8AART|9BPWR|aMLV
235	54332 32522	   	172.43	DCR|2VULN|3CDMG|1AART|1DMG	19ERES|2DMG|39VULN|479CDMG|5DMSP|6RCR|8AART|9BPWR|aBELT
236	54332 32523	   	172.43	DCR|2VULN|3CDMG|1AART|1DMG	19ERES|2DMG|39VULN|479CDMG|5DMSP|6RCR|8AART|9BPWR|aCGEN
237	61154 13742	   	172.42	DCR|3DMG|1AART|2ZMB|1CDMG	1MBVNT|28LHND|348DMG|5AART|6RCR|78ZMB|8BPWR|9CDMG|aLIT
238	61154 13743	   	172.42	DCR|3DMG|1AART|2ZMB|1CDMG	1MBVNT|28LHND|348DMG|5AART|6RCR|78ZMB|8BPWR|9CDMG|aCGEN
239	61114 13745	   	172.42	DCR|3DMG|1AART|2ZMB|1CDMG	1MBVNT|248LHND|389DMG|5AART|6RCR|78ZMB|8BPWR|aCDMG
240	63224 37116	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3TLV|4DUR|58aVULN|6RCR|7DMG|9FEWX
241	63224 37162	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3TLV|4DUR|589VULN|6RCR|7DMG|aFEWX
242	63224 37163	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3TLV|4DUR|589VULN|6RCR|7DMG|aLWND
243	63224 37164	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3TLV|4DUR|589VULN|6RCR|7DMG|aLIT
244	63224 37226	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3TLV|4DUR|59aVULN|6RCR|7DMG|8LWND
245	63224 38432	   	172.42	DCR|3VULN|1AART|2CDMG|1DUR	1MBVNT|2AART|39TLV|4DUR|589VULN|6RCR|79CDMG|9BPWR|aBEXP
246	63224 38433	   	172.42	DCR|3VULN|1AART|2CDMG|1DUR	1MBVNT|2AART|39TLV|4DUR|589VULN|6RCR|79CDMG|9BPWR|aCGEN
247	63224 38437	   	172.42	DCR|3VULN|1AART|2CDMG|1DUR	1MBVNT|2AART|39TLV|4DUR|589VULN|6RCR|79CDMG|9BPWR|aDMSP
248	63122 33161	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|389VULN|4LWND|5ERES|6RCR|7DMG|aDUR
249	63142 33161	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|389VULN|4LHND|5ERES|6RCR|7DMG|aDUR
250	63214 37161	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3TLV|4BEXP|589VULN|6RCR|7DMG|aDUR
251	63231 33161	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3TLV|489VULN|5LWND|6RCR|7DMG|aDUR
252	63731 33161	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3ERES|489VULN|5LWND|6RCR|7DMG|aDUR
253	63122 33428	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|39aVULN|4LWND|5ERES|6RCR|7DMG|8DUR
254	63221 37126	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3TLV|4DUR|5LWND|6RCR|7DMG|89aVULN
255	63231 33426	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3TLV|49aVULN|5LWND|6RCR|7DMG|8DUR
256	63731 33428	   	172.42	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3ERES|49aVULN|5LWND|6RCR|7DMG|8DUR
257	63114 13166	   	172.38	DCR|2AART|2VULN|1DMG|1ZMB	1MBVNT|2aAART|39VULN|4DMG|5DMSP|6RCR|7ZMB|8LHND
258	63114 13226	   	172.38	DCR|2AART|2VULN|1DMG|1ZMB	1MBVNT|29AART|3aVULN|4DMG|5DMSP|6RCR|7ZMB|8MLV
259	63118 13226	   	172.38	DCR|2AART|2VULN|1DMG|1ZMB	1MBVNT|29AART|3aVULN|4DMG|5RCVC|6RCR|7ZMB|8MLV
260	63431 32662	   	172.38	DCR|2AART|2VULN|1DMG|1ZMB	1MBVNT|27AART|3CGEN|49VULN|5LWND|6RCR|8DMG|aZMB
261	21346 23511	   	172.37	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1MLV|26VULN|3FEWX|4aDMG|5SELL|7RCR|8AART|9ZMB
262	23226 23511	   	172.37	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1MLV|2FEWX|3aDMG|46VULN|5SELL|7RCR|8AART|9ZMB
263	24321 53511	   	172.37	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1MLV|2aDMG|34VULN|5SELL|6FEWX|7RCR|8AART|9ZMB
264	34231 33511	   	172.37	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1FEWX|23VULN|4aDMG|5SELL|6CGEN|7RCR|8AART|9ZMB
265	22623 36521	   	172.35	DCR|2DMG|2AART|1VULN|1DUR|1ASPD	1MLV|2ASPD|3LWND|4VULN|58DMG|6RCR|79AART|aDUR
266	61154 13741	   	172.32	DCR|3DMG|1AART|2ZMB|1CDMG	1MBVNT|28LHND|348DMG|5AART|6RCR|78ZMB|8BPWR|9CDMG|aTLV
267	63224 37146	   	172.32	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|2AART|3TLV|4DUR|58aVULN|6RCR|7DMG|9DUST
268	63224 38436	   	172.32	DCR|3VULN|1AART|2CDMG|1DUR	1MBVNT|2AART|39TLV|4DUR|589VULN|6RCR|79CDMG|9BPWR|aERES
269	63114 13564	   	172.28	DCR|2AART|2DMG|1VULN|1ZMB	1MBVNT|2aAART|3VULN|49DMG|5DMSP|6RCR|7ZMB|8VENICY
270	63114 13628	   	172.28	DCR|2AART|2VULN|1DMG|1ZMB	1MBVNT|29AART|3aVULN|4DMG|5DMSP|6RCR|7ZMB|8ERES
271	63122 32662	   	172.28	DCR|2AART|2VULN|1DMG|1ZMB	1MBVNT|27AART|39VULN|4LWND|5ERES|6RCR|8DMG|aZMB
272	63142 32662	   	172.28	DCR|2AART|2VULN|1DMG|1ZMB	1MBVNT|27AART|39VULN|4LHND|5ERES|6RCR|8DMG|aZMB
273	63231 32662	   	172.28	DCR|2AART|2VULN|1DMG|1ZMB	1MBVNT|27AART|3TLV|49VULN|5LWND|6RCR|8DMG|aZMB
274	14231 13265	   	172.27	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1DUST|23VULN|49DMG|5SELL|6FEWX|7RCR|8AART|aZMB
275	63434 23726	   	172.13	DCR|2AART|2VULN|1DMG|1ZMB|1SELL	1MBVNT|25AART|3CGEN|49VULN|6RCR|7ZMB|8SELL|aDMG
276	63434 23741	   	172.13	DCR|2AART|2DMG|1VULN|1ZMB|1SELL	1MBVNT|25AART|3CGEN|4VULN|6RCR|7ZMB|8SELL|9aDMG
277	63633 41121	   	171.73	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1MBVNT|28AART|3RCR|4DUR|5VULN|6CDMG|7ASPD|9RCVC|aDMG
278	63633 41172	   	171.73	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1MBVNT|28AART|3RCR|4DUR|5VULN|6CDMG|7ASPD|9DMG|aRMIN
279	63514 13711	   	171.72	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1MBVNT|2AART|38DUST|48DMG|5DMSP|6RCR|78ZMB|8BPWR|9VULN|aDUR
280	24141 31431	   	171.68	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	14MLV|2aDMG|3CDMG|5LHND|6RCR|7AART|8ZMB|9VULN
281	63623 41173	   	171.63	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1MBVNT|28AART|3RCR|4DUST|5VULN|6CDMG|7ASPD|9DMG|aDUR
282	63633 18332	   	171.63	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1MBVNT|27AART|3RCR|4DUR|5VULN|6DUST|8DMG|9ASPD|aCDMG
283	63633 41171	   	171.63	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MBVNT|28AART|3RCR|4DUR|5VULN|6CDMG|7ASPD|9DMG|aAIRHEL
284	63434 11314	 * 	171.63	DCR|2AART|2VULN|1DMG|2ZMB	1MBVNT|25AART|39CGEN|49VULN|69ZMB|7BELT|8RCR|9BPWR|aDMG
285	54152 31311	   	171.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2aDMG|3CDMG|4VULN|5DMSP|6RCR|7AART|8BEXP|9ZMB
286	54332 31311	   	171.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1ERES|2aDMG|3VULN|4CDMG|5DMSP|6RCR|7AART|8BEXP|9ZMB
287	54332 31431	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2DMG|39VULN|4CDMG|5DMSP|6RCR|7AART|8ZMB|aRPLT
288	54332 31432	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ERES|2DMG|39VULN|4CDMG|5DMSP|6RCR|7AART|8ZMB|aLHND
289	63234 23731	 * 	171.58	DCR|3VULN|2AART|2ZMB|1SELL	1MBVNT|2aAART|39TLV|459VULN|6RCR|79ZMB|8SELL|9BPWR
290	24162 21161	   	171.43	DCR|3DMG|1AART|1VULN|1CDMG	1MLV|29aDMG|3CDMG|4FEWX|5ERES|6VULN|7AART|8RCR
291	54331 11161	   	171.43	DCR|3DMG|1AART|1VULN|1CDMG	1ERES|29aDMG|3VULN|4CDMG|5MLV|6FEWX|7AART|8RCR
292	63734 11314	   	171.43	DCR|2AART|2VULN|1DMG|2ZMB	1MBVNT|25AART|39ERES|49VULN|69ZMB|7BELT|8RCR|9BPWR|aDMG
293	22323 35342	   	171.30	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18MLV|28ASPD|3DUR|47VULN|58DMG|6RCR|8BPWR|9ZMB|aLHND
294	22323 35343	   	171.30	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18MLV|28ASPD|3DUR|47VULN|58DMG|6RCR|8BPWR|9ZMB|aBEXP
295	22323 36344	   	171.30	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18MLV|28ASPD|3DUR|4aVULN|58DMG|6RCR|7DMSP|8BPWR|9ZMB
296	22623 35341	   	171.30	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18MLV|28ASPD|3LWND|47VULN|58DMG|6RCR|8BPWR|9ZMB|aDUR
297	61114 11745	   	171.12	DCR|3DMG|1AART|1CDMG|2ASPD	1MBVNT|248LHND|389DMG|5AART|6RCR|78ASPD|8BPWR|aCDMG
298	61154 11742	   	171.12	DCR|3DMG|1AART|1CDMG|2ASPD	1MBVNT|28LHND|348DMG|5AART|6RCR|78ASPD|8BPWR|9CDMG|aLIT
299	61154 11743	   	171.12	DCR|3DMG|1AART|2ASPD|1CDMG	1MBVNT|28LHND|348DMG|5AART|6RCR|78ASPD|8BPWR|9CDMG|aCGEN
300	52323 35342	   	171.10	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18ERES|28ASPD|3DUR|47VULN|58DMG|6RCR|8BPWR|9ZMB|aLHND
301	52323 35343	   	171.10	DCR|2VULN|2DMG|2ASPD|1ZMB|1DUR	18ERES|28ASPD|3DUR|47VULN|58DMG|6RCR|8BPWR|9ZMB|aBEXP
302	61154 11741	   	171.02	DCR|3DMG|1AART|2ASPD|1CDMG	1MBVNT|28LHND|348DMG|5AART|6RCR|78ASPD|8BPWR|9CDMG|aTLV
303	34423 36232	   	170.97	DCR|4VULN|2DMG|1ZMB	19FEWX|2569VULN|3ZMB|4BELT|7LHND|89DMG|9BPWR|aRCR
304	63633 42447	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|58VULN|6CDMG|7FEWX|9CGEN|aDMG
305	63633 42462	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|58VULN|6CDMG|7aFEWX|9DMG
306	63633 42463	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|58VULN|6CDMG|7FEWX|9DMG|aRPLT
307	63633 44447	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|58VULN|6CDMG|7LHND|9CGEN|aDMG
308	63633 44462	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|58VULN|6CDMG|7LHND|9DMG|aFEWX
309	63633 44463	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|58VULN|6CDMG|7LHND|9DMG|aLIT
310	63633 44464	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|58VULN|6CDMG|7LHND|9DMG|aBEXP
311	63652 24331	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2AART|3RCR|4CDMG|5FEWX|67VULN|8ASPD|9DMSP|aDMG
312	63633 64421	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|58VULN|6CGEN|7CDMG|9RCVC|aDMG
313	63634 44447	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|5FEWX|6CDMG|78VULN|9CGEN|aDMG
314	63634 44462	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|5aFEWX|6CDMG|78VULN|9DMG
315	63634 44463	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2AART|3RCR|4DUR|5FEWX|6CDMG|78VULN|9DMG|aRPLT
316	63653 23331	   	170.93	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MBVNT|2AART|3RCR|4CDMG|5LWND|69VULN|7RCVC|8ASPD|aDMG
317	63674 43321	   	170.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2AART|3RCR|4aDMG|5DMSP|6CDMG|7DUR|8VULN|9RCVC
318	63674 44431	   	170.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2AART|3RCR|4aDMG|57DMSP|6CDMG|8DUR|9VULN
319	63623 42446	   	170.93	ACR|3VULN|2AART|1CDMG	1MBVNT|29AART|3RCR|4DUST|58aVULN|6CDMG|7FEWX
