0	Index      	 *	Score 	Summary	Detail	
1	52124 15331	 * 	218.99	DCR|1SPLARM|2VULN|1MDPS|1ASPD|1DMG|1CDMG	13VULN|23MLV|3BPWR|4TLV|5DMG|6ASPD|7CDMG|8RCR|9SPLARM|aMDPS
169	53612 31316	   	193.58	DCR|3VULN|1AART|1ASPD|1DUR|1MSE	129VULN|3ERES|4LWND|5ASPD|6RCR|7DUR|8AART|aMSE
170	51612 31123	   	193.46	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2RCVC|3ERES|4LWND|5ASPD|6RCR|7DUR|9aDMG
171	51231 31354	   	193.44	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1VULN|2RCVC|3LHND|4LIT|5DUR|68AART|7RCR|9DMG|aASPD
172	55232 37131	 * 	193.25	DCR|3DMG|2VULN|1CDMG	1aVULN|2MBVNT|3MULARM|4CDMG|5MLV|6RCR|789DMG
173	53321 33356	   	193.24	DCR|3VULN|2DMG|1ASPD|1AAC	126VULN|3LIT|4AIRARM|56DMG|6BPWR|7AAC|8AELBLL|9RCR|aASPD
174	52133 63331	   	193.22	DCR|3VULN|1AART|1DMG|2DUR	136VULN|235MLV|36BPWR|46DUR|7DMG|8AART|9RCR|aMULFIG
175	52133 63333	   	193.22	DCR|3VULN|1AART|1DMG|2DUR	136VULN|235MLV|36BPWR|46DUR|7DMG|8AART|9RCR|aLHND
176	52133 66331	   	193.22	DCR|3VULN|1AART|1ASPD|2DUR	136VULN|235MLV|36BPWR|46DUR|7ASPD|8AART|9RCR|aMULFIG
177	52133 66333	   	193.22	DCR|3VULN|1AART|1ASPD|2DUR	136VULN|235MLV|36BPWR|46DUR|7ASPD|8AART|9RCR|aLHND
178	51321 35511	   	193.17	DCR|3VULN|2DMG|1CDMG	16aVULN|2RCVC|3LIT|4AIRARM|56DMG|6BPWR|7MBVNT|8CDMG|9RCR
179	55234 37131	   	193.15	DCR|3DMG|2VULN|1CDMG	1aVULN|2MBVNT|3MULARM|4CDMG|5TLV|6RCR|789DMG
180	55236 33131	   	193.15	DCR|3DMG|2VULN|1CDMG	1aVULN|2MBVNT|3MULARM|4CDMG|5ERES|6RCR|789DMG
181	55432 37131	   	193.15	DCR|3DMG|2VULN|1CDMG	1aVULN|2MBVNT|3CANARM|4CDMG|5MLV|6RCR|789DMG
182	52512 31123	   	193.13	DCR|2VULN|2DMG|1ASPD|1DUR	18VULN|2MLV|3RCVC|4LWND|5ASPD|6RCR|7DUR|9aDMG
183	52132 51433	   	193.12	DCR|3VULN|1AART|1ASPD|2DUR	13aVULN|23MLV|3BPWR|46DUR|5ASPD|7AART|8BEXP|9RCR
184	52132 51633	   	193.12	DCR|3VULN|1AART|1ASPD|2DUR	13aVULN|23MLV|3BPWR|46DUR|5ASPD|7AART|8FEWX|9RCR
185	52112 51333	   	193.12	DCR|3VULN|1AART|1ASPD|2DUR	13aVULN|23MLV|3BPWR|4LWND|5ASPD|67DUR|8AART|9RCR
186	52132 21333	   	193.12	DCR|3VULN|1AART|1ASPD|2DUR	13aVULN|23MLV|3BPWR|47DUR|5ASPD|6LWND|8AART|9RCR
187	52133 63336	   	193.12	DCR|3VULN|1AART|1DMG|2DUR	136VULN|235MLV|36BPWR|46DUR|7DMG|8AART|9RCR|aDUST
188	53521 15112	   	193.08	DCR|3VULN|1AART|1CDMG|1DUR	124VULN|3RCVC|4BPWR|57ERES|6RCR|8DUR|9CDMG|aAART
189	55434 37131	   	193.05	DCR|3DMG|2VULN|1CDMG	1aVULN|2MBVNT|3CANARM|4CDMG|5TLV|6RCR|789DMG
190	55436 33131	   	193.05	DCR|3DMG|2VULN|1CDMG	1aVULN|2MBVNT|3CANARM|4CDMG|5ERES|6RCR|789DMG
191	52132 51533	   	193.02	DCR|3VULN|1AART|1ASPD|2DUR	13aVULN|23MLV|3BPWR|46DUR|5ASPD|7AART|8DUST|9RCR
192	52132 61333	   	193.02	DCR|3VULN|1AART|1ASPD|2DUR	13aVULN|23MLV|3BPWR|47DUR|5ASPD|6DUST|8AART|9RCR
193	52152 51333	   	193.02	DCR|3VULN|1AART|1ASPD|2DUR	13aVULN|23MLV|3BPWR|4ASPD|5DUST|67DUR|8AART|9RCR
194	12332 35333	   	192.92	DCR|3VULN|1AART|1ASPD|2DUR	1DUST|2AME|34DUR|5ASPD|67aVULN|8AART|9RCR
195	53262 61333	 * 	192.82	DCR|4VULN|1MDPS|1AART|1DUR	1246VULN|3LHND|5DUST|7DUR|8AART|9RCR|aMDPS
196	52123 12343	   	192.27	DCR|4VULN|2ASPD|1DUR	1379VULN|237MLV|37BPWR|4TLV|5CGEN|67ASPD|8DUR|aRCR
197	53233 52523	 * 	192.16	DCR|3VULN|2ASPD|1CDMG	128VULN|3LHND|4LIT|5RPLT|6RCR|79ASPD|aCDMG
198	52123 22316	   	192.12	DCR|3VULN|2DMG|1ZMB|1DUR	137VULN|237MLV|37BPWR|4TLV|5CGEN|67DMG|8DUR|9RCR|aZMB
199	52154 33112	   	192.11	DCR|3VULN|1ASPD|1DMG|1CDMG	13aVULN|23MLV|3BPWR|4ASPD|5DMG|6LWND|7CDMG|8BEXP|9RCR
200	52112 34113	   	192.09	DCR|3VULN|1ASPD|1DMG|1ZMB	138VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|7MBVNT|9ZMB|aDMG
201	52154 33212	   	192.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13aVULN|23MLV|3BPWR|4ASPD|5DMG|6LWND|7CDMG|8DUST|9RCR
202	52152 33342	   	191.97	DCR|3VULN|2ASPD|1DMG	136VULN|23MLV|3BPWR|47ASPD|5DUST|8RCR|9RMIN|aDMG
203	53612 34113	   	191.89	DCR|3VULN|1ASPD|1DMG|1ZMB	128VULN|3ERES|4LWND|5ASPD|6RCR|7MBVNT|9ZMB|aDMG
204	32216 21241	   	191.76	DCR|2VULN|2DMG|1ASPD|1CDMG	1DMSP|2AELBLL|3CDMG|4aVULN|56DMG|7LIT|8ASPD|9RCR
205	53311 31615	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	128VULN|3LIT|4LEGI|5DUR|6AART|7RCR|9AELBLL|aASPD
206	53311 31651	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	128VULN|3LIT|4LEGI|5DUR|6AART|7RCR|9DMG|aLWND
207	53311 31652	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	128VULN|3LIT|4LEGI|5DUR|6AART|7RCR|9DMG|aBEXP
208	53311 31653	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	128VULN|3LIT|4LEGI|5DUR|6AART|7RCR|9DMG|aCGEN
209	55153 23132	 * 	191.56	ACR|4VULN|1AART|1DMG|1ZMB|1DUR	1589VULN|2MBVNT|3DUR|4RCR|6ZMB|7DMG|aAART
210	51123 11133	   	191.52	DCR|3VULN|1AART|1ASPD|1DUR	15aVULN|2RCVC|3BEXP|4MLV|6ASPD|7AART|8DUR|9RCR
211	51123 21133	   	191.52	DCR|3VULN|1AART|1DMG|1DUR	15aVULN|2RCVC|3BEXP|4MLV|6DMG|7AART|8DUR|9RCR
212	53563 21332	   	191.32	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12VULN|3RCVC|4DUR|5CGEN|6DMG|7AART|8ASPD|9BELT|aRCR
213	52112 35513	   	191.22	DCR|3VULN|1MDPS|1ASPD|1DMG	137VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|8DMG|9CGEN|aMDPS
214	52112 35531	   	191.12	DCR|3VULN|1MDPS|1ASPD|1DMG|1ZMB	137VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|8DMG|9MDPS|aZMB
215	52112 35532	   	191.12	DCR|3VULN|1MDPS|1ASPD|1DMG	137VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|8DMG|9MDPS|aFEWX
216	52112 35533	   	191.12	DCR|3VULN|1MDPS|1ASPD|1DMG	137VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|8DMG|9MDPS|aDMSP
217	52512 61333	   	191.09	DCR|3VULN|1AART|1ASPD|1DUR	16aVULN|2MLV|3RCVC|4LWND|5ASPD|7DUR|8AART|9RCR
218	52532 25333	   	191.09	DCR|3VULN|1AART|1ASPD|1DUR	17aVULN|2MLV|3RCVC|4DUR|5ASPD|6LWND|8AART|9RCR
219	53132 31355	   	191.08	DCR|2VULN|2AART|1MDPS|1DMG	12VULN|3BEXP|4LIT|5LHND|68AART|7RCR|9DMG|aMDPS
220	12532 35333	   	190.99	DCR|3VULN|1AART|1ASPD|1DUR	1DUST|2AME|3RCVC|4DUR|5ASPD|67aVULN|8AART|9RCR
221	13522 31133	   	190.99	DCR|3VULN|1AART|1ASPD|1DUR	1DUST|26aVULN|3RCVC|4MLV|5ASPD|7AART|8DUR|9RCR
222	13522 55333	   	190.99	DCR|3VULN|1AART|1ASPD|1DUR	1DUST|27aVULN|3RCVC|4MLV|5ASPD|6DUR|8AART|9RCR
223	52552 31133	   	190.99	DCR|3VULN|1AART|1ASPD|1DUR	16aVULN|2MLV|3RCVC|4ASPD|5DUST|7AART|8DUR|9RCR
224	53323 45333	   	190.73	DCR|3VULN|1MDPS|1AART|1ASPD	127VULN|3LIT|4AIRARM|5LWND|6ASPD|8RCR|9AART|aMDPS
225	52124 15332	   	190.70	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	13VULN|23MLV|3BPWR|4TLV|5DMG|6ASPD|7CDMG|8RCR|9SPLARM|aLIT
226	52124 15333	   	190.60	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG|1SELL	13VULN|23MLV|3BPWR|4TLV|5DMG|6ASPD|7CDMG|8RCR|9SPLARM|aSELL
227	52112 31364	   	190.26	DCR|2VULN|2ASPD|1AART|1DUR	13VULN|23MLV|3BPWR|4LWND|5aASPD|6RCR|7DUR|8AART|9LIT
228	52112 31636	   	190.26	DCR|2VULN|2ASPD|1AART|1DUR	13VULN|23MLV|3BPWR|4LWND|58ASPD|6RCR|7DUR|9CGEN|aAART
229	53332 22636	   	190.18	DCR|4VULN|1ASPD|1ZMB|1DUR	1246VULN|3LIT|5LHND|7DUR|8ZMB|9RCR|aASPD
230	52123 12212	   	190.17	DCR|3VULN|2ASPD|1DMG	137VULN|237MLV|37BPWR|4TLV|5CGEN|67ASPD|8BEXP|9RCR|aDMG
231	52112 31122	   	190.16	DCR|3VULN|1ASPD|1DMG|1DUR	138VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|7DUR|9DMG|aFEWX
232	52112 31124	   	190.16	DCR|3VULN|1ASPD|1DMG|1DUR	138VULN|23MLV|3BPWR|4aLWND|5ASPD|6RCR|7DUR|9DMG
233	52112 31133	   	190.16	DCR|3VULN|1ASPD|1DMG|1DUR	138VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|7DUR|9CGEN|aDMG
234	52112 31153	   	190.16	DCR|3VULN|1ASPD|1DMG|1DUR	138VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|7DUR|9AME|aDMG
235	52112 31166	   	190.16	DCR|3VULN|1ASPD|1DMG|1DUR	138VULN|23MLV|3BPWR|49LWND|5ASPD|6RCR|7DUR|aDMG
236	52112 35512	   	190.16	DCR|3VULN|1ASPD|1DMG|1DUR	137VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|8DMG|9CGEN|aDUR
237	52155 31122	   	190.16	DCR|3VULN|1ASPD|1DMG|1DUR	138VULN|23MLV|3BPWR|4ASPD|5LWND|6RCR|7DUR|9DMG|aFEWX
238	52155 31133	   	190.16	DCR|3VULN|1ASPD|1DMG|1DUR	138VULN|23MLV|3BPWR|4ASPD|5LWND|6RCR|7DUR|9CGEN|aDMG
239	53311 31261	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3LIT|4LEGI|5DUR|6AART|7RCR|8CDMG|9ASPD|aBEXP
240	53311 31263	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3LIT|4LEGI|5DUR|6AART|7RCR|8CDMG|9ASPD|aRMIN
241	53311 31266	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3LIT|4LEGI|5DUR|6AART|7RCR|8CDMG|9ASPD|aLHND
242	53612 31343	   	190.06	DCR|2VULN|2ASPD|1AART|1DUR	12VULN|3ERES|4LWND|5aASPD|6RCR|7DUR|8AART|9BEXP
243	52112 31121	   	190.06	DCR|3VULN|1ASPD|1DMG|1DUR	138VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|7DUR|9DMG|aTLV
244	52112 34147	   	190.06	DCR|3VULN|1ASPD|1DMG|1DUR	138VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|7MBVNT|9DUR|aDMG
245	52155 31121	   	190.06	DCR|3VULN|1ASPD|1DMG|1DUR	138VULN|23MLV|3BPWR|4ASPD|5LWND|6RCR|7DUR|9DMG|aTLV
246	53231 31315	   	190.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3LHND|4LIT|5DUR|68AART|7RCR|9AELBLL|aASPD
247	53231 31351	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3LHND|4LIT|5DUR|68AART|7RCR|9DMG|aLWND
248	53231 31352	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3LHND|4LIT|5DUR|68AART|7RCR|9DMG|aBEXP
249	53231 31353	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3LHND|4LIT|5DUR|68AART|7RCR|9DMG|aCGEN
250	53231 31365	   	190.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|39LHND|4LIT|5DUR|68AART|7RCR|aASPD
251	53341 31315	   	190.02	DCR|2VULN|2AART|1ASPD|1DUR	12VULN|3LIT|4LHND|5DUR|68AART|7RCR|9AELBLL|aASPD
252	53341 31351	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3LIT|4LHND|5DUR|68AART|7RCR|9DMG|aLWND
253	53341 31352	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3LIT|4LHND|5DUR|68AART|7RCR|9DMG|aBEXP
254	53341 31353	   	190.02	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3LIT|4LHND|5DUR|68AART|7RCR|9DMG|aCGEN
255	53521 15311	 * 	190.01	DCR|4VULN|1MDPS|1DMG	1249VULN|3RCVC|4BPWR|57ERES|6RCR|8DMG|aMDPS
256	53311 31262	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3LIT|4LEGI|5DUR|6AART|7RCR|8CDMG|9ASPD|aDUST
257	53311 31264	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3LIT|4LEGI|5DUR|6AART|7RCR|8CDMG|9ASPD|aTLV
258	53311 31265	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	12VULN|3LIT|4LEGI|5DUR|6AART|7RCR|8CDMG|9ASPD|aERES
259	53612 31122	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3ERES|4LWND|5ASPD|6RCR|7DUR|9DMG|aFEWX
260	53612 31124	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3ERES|4aLWND|5ASPD|6RCR|7DUR|9DMG
261	53612 31126	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3ERES|4LWND|5ASPD|6RCR|7DUR|9DMG|aAME
262	53612 31133	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3ERES|4LWND|5ASPD|6RCR|7DUR|9CGEN|aDMG
263	53612 31153	   	189.96	DCR|3VULN|1ASPD|1DMG|1DUR	128VULN|3ERES|4LWND|5ASPD|6RCR|7DUR|9AME|aDMG
264	53231 31356	   	189.92	DCR|2VULN|2AART|1DMG|1DUR	12VULN|3LHND|4LIT|5DUR|68AART|7RCR|9DMG|aTLV
265	52112 32322	   	189.92	DCR|3VULN|1ASPD|1DMG|1DUR|1SELL	13aVULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|7SELL|8DUR|9DMG
266	52155 32322	   	189.92	DCR|3VULN|1ASPD|1DMG|1DUR|1SELL	13aVULN|23MLV|3BPWR|4ASPD|5LWND|6RCR|7SELL|8DUR|9DMG
267	52112 31523	   	189.92	DCR|2VULN|2DMG|1ASPD|1DUR	13VULN|23MLV|3BPWR|4LWND|5ASPD|6RCR|7DUR|8DMSP|9aDMG
268	51612 31315	   	189.92	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	19VULN|2RCVC|3ERES|4LWND|5ASPD|6RCR|7DUR|8AART|aZMB
269	52156 11133	   	189.91	DCR|3VULN|1AART|1ASPD|1DUR	13aVULN|23MLV|3BPWR|4ASPD|5FEWX|6RCVC|7AART|8DUR|9RCR
270	52121 11543	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	13VULN|23MLV|3BPWR|4TLV|5AAC|6ASPD|7DUR|8DMG|9RCR|aAART
271	53636 23333	   	189.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12VULN|3ERES|4DUR|5LWND|6FEWX|7DMG|8AART|9RCR|aASPD
272	53612 31121	   	189.86	DCR|3VULN|1DMG|1ASPD|1DUR	128VULN|3ERES|4LWND|5ASPD|6RCR|7DUR|9DMG|aTLV
273	52152 11133	   	189.81	DCR|3VULN|1AART|1ASPD|1DUR	13aVULN|23MLV|3BPWR|4ASPD|5DUST|6RCVC|7AART|8DUR|9RCR
274	53311 33244	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12VULN|3LIT|4LEGI|5DUR|6AART|7DMG|8TLV|9RCR|aASPD
275	53311 33344	   	189.81	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	12VULN|3LIT|4LEGI|5DUR|6AART|7DMG|8ERES|9RCR|aASPD
276	53123 11635	   	189.80	DCR|3VULN|1AART|1ASPD|1ZMB	125VULN|3BEXP|4MLV|6ASPD|7AART|8LHND|9RCR|aZMB
277	53123 21635	   	189.80	DCR|3VULN|1AART|1DMG|1ZMB	125VULN|3BEXP|4MLV|6DMG|7AART|8LHND|9RCR|aZMB
278	25212 12321	 * 	189.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1RMIN|25ASPD|3LWND|4CGEN|6DMG|7VULN|8AART|9CDMG|aRCR
279	52123 22216	   	189.73	DCR|3VULN|2DMG|1CDMG	137VULN|237MLV|37BPWR|4TLV|5CGEN|67DMG|8BEXP|9RCR|aCDMG
280	53612 32322	   	189.72	DCR|3VULN|1ASPD|1DMG|1DUR|1SELL	12aVULN|3ERES|4LWND|5ASPD|6RCR|7SELL|8DUR|9DMG
281	53612 31523	   	189.72	DCR|2VULN|2DMG|1ASPD|1DUR	12VULN|3ERES|4LWND|5ASPD|6RCR|7DUR|8DMSP|9aDMG
282	52152 31335	   	189.70	DCR|3VULN|1AART|1ASPD|1ZMB	136VULN|23MLV|3BPWR|4ASPD|5DUST|7AART|8LEGI|9RCR|aZMB
283	53123 11335	   	189.70	DCR|3VULN|1AART|1ASPD|1ZMB	125VULN|3BEXP|4MLV|6ASPD|7AART|8LEGI|9RCR|aZMB
284	53123 21335	   	189.70	DCR|3VULN|1AART|1DMG|1ZMB	125VULN|3BEXP|4MLV|6DMG|7AART|8LEGI|9RCR|aZMB
285	35331 31354	   	189.70	DCR|2AART|1VULN|1ASPD|1DMG|1DUR	1DMSP|2LHND|3LIT|4VULN|5DUR|68AART|7RCR|9DMG|aASPD
286	52512 31315	   	189.59	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	19VULN|2MLV|3RCVC|4LWND|5ASPD|6RCR|7DUR|8AART|aZMB
287	53333 61252	 * 	189.51	DCR|5VULN|1AART	1248aVULN|3LIT|58BEXP|6AART|78ERES|8BPWR|9RCR
288	52133 66212	   	189.51	DCR|3VULN|1ASPD|1DMG|2DUR	136VULN|235MLV|36BPWR|46DUR|7ASPD|8BEXP|9RCR|aDMG
289	53521 16311	   	189.46	DCR|3VULN|1DMG|1CDMG|1DUR	124VULN|3RCVC|4BPWR|5ERES|6RCR|7CGEN|8DMG|9CDMG|aDUR
290	53212 51321	   	189.44	DCR|2VULN|1AART|1ASPD|1CDMG|2DUR	12VULN|3LHND|4CGEN|5ASPD|67DUR|8AART|9CDMG|aRCR
291	53321 35512	   	189.43	DCR|3VULN|2DMG|1CDMG	126VULN|3LIT|4AIRARM|56DMG|6BPWR|7MBVNT|8CDMG|9RCR|aAME
292	53321 35513	   	189.43	DCR|3VULN|2DMG|1CDMG	126VULN|3LIT|4AIRARM|56DMG|6BPWR|7MBVNT|8CDMG|9RCR|aLHND
293	53321 35514	   	189.43	DCR|3VULN|2DMG|1CDMG	126VULN|3LIT|4AIRARM|56DMG|6BPWR|7MBVNT|8CDMG|9RCR|aFEWX
294	53336 16133	   	189.43	DCR|3VULN|2DMG|1CDMG	124VULN|3LIT|56DMG|7FEWX|8DUST|9RCR|aCDMG
295	53332 23522	   	189.41	DCR|5VULN|1AART	12468VULN|3LIT|5LHND|7CANARM|9RCR|aAART
296	52123 22213	   	189.33	DCR|4VULN|2DMG	137aVULN|237MLV|37BPWR|4TLV|5CGEN|67DMG|8BEXP|9RCR
297	54111 16122	 * 	189.30	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	18VULN|2RCR|3DUR|46FEWX|59DMG|7ASPD|aAART
298	54111 22122	   	189.30	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	18VULN|2RCR|3DUR|47FEWX|59DMG|6ASPD|aAART
299	13512 32316	   	189.27	DCR|3VULN|1ASPD|1DMG|1DUR	1DUST|267VULN|3RCVC|4CGEN|5ASPD|8RCR|9DUR|aDMG
300	13515 12316	   	189.27	DCR|3VULN|1ASPD|1DMG|1DUR	1DUST|257VULN|3RCVC|4CGEN|6ASPD|8RCR|9DUR|aDMG
301	13515 22316	   	189.27	DCR|3VULN|1ASPD|1DMG|1DUR	1DUST|257VULN|3RCVC|4CGEN|6DMG|8RCR|9DUR|aASPD
302	13522 32316	   	189.27	DCR|3VULN|1ASPD|1DMG|1DUR	1DUST|267VULN|3RCVC|4MLV|5ASPD|8RCR|9DUR|aDMG
303	13236 43233	 * 	189.22	DCR|2VULN|1AART|2CDMG|1ASPD	15DUST|28VULN|3MULARM|45CDMG|5BPWR|6RPLT|7RCR|9ASPD|aAART
304	53513 12316	   	189.17	DCR|3VULN|1ASPD|1DMG|1DUR	127VULN|3RCVC|4ERES|5DUST|6ASPD|8RCR|9DUR|aDMG
305	53513 22316	   	189.17	DCR|3VULN|1ASPD|1DMG|1DUR	127VULN|3RCVC|4ERES|5DUST|6DMG|8RCR|9DUR|aASPD
306	52123 22212	   	189.13	DCR|3VULN|3DMG	137VULN|237MLV|37BPWR|4TLV|5CGEN|67aDMG|8BEXP|9RCR
307	53321 33551	   	189.03	DCR|4VULN|2DMG|1AAC	1268VULN|3LIT|4AIRARM|56DMG|6BPWR|7AAC|9RCR|aRMIN
308	53321 33552	   	189.03	DCR|4VULN|2DMG|1AAC	1268VULN|3LIT|4AIRARM|56DMG|6BPWR|7AAC|9RCR|aAME
309	53321 33553	   	189.03	DCR|4VULN|2DMG|1AAC	1268VULN|3LIT|4AIRARM|56DMG|6BPWR|7AAC|9RCR|aRPLT
