0	Index      	 *	Score 	Summary	Detail	
1	11212 14215	 * 	228.23	DCR|3DMG|2AART|2ASPD|2DUR|2ZMB|1SELL	14aDMG|24ZMB|3SELL|4aBPWR|56AART|7aASPD|8aDUR|9RCR
155	11312 14615	   	203.98	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3DMSP|4CDMG|56AART|7ASPD|8VULN|9RCR|aLWND
156	11312 14616	   	203.98	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1DMG|2ZMB|3DMSP|4CDMG|56AART|7ASPD|8VULN|9RCR|aFEWX
157	61312 14611	   	203.98	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2ZMB|3DMSP|4CDMG|56AART|7DMG|8VULN|9RCR|aRPLT
158	61312 14612	   	203.98	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2ZMB|3DMSP|4CDMG|56AART|7DMG|8VULN|9RCR|aAME
159	42212 51112	 * 	203.95	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG	1CGEN|2LHND|38VULN|4AART|5ASPD|6RCR|7CDMG|9RPLT|aNUKE
160	11163 25321	   	203.82	DCR|2DMG|1MDPS|2ASPD|1VULN|2ZMB	17DMG|27ZMB|3VULN|4BEXP|57ASPD|6RPLT|7BPWR|8RCR|9MDPS|aLWND
161	11163 25322	   	203.82	DCR|2VULN|2DMG|1MDPS|2ASPD|2ZMB	17DMG|27ZMB|3aVULN|4BEXP|57ASPD|6RPLT|7BPWR|8RCR|9MDPS
162	11163 25323	   	203.82	DCR|2DMG|1MDPS|2ASPD|1VULN|2ZMB	17DMG|27ZMB|3VULN|4BEXP|57ASPD|6RPLT|7BPWR|8RCR|9MDPS|aMLV
163	11163 25324	   	203.82	DCR|2DMG|1MDPS|2ASPD|1VULN|2ZMB	17DMG|27ZMB|3VULN|4BEXP|57ASPD|6RPLT|7BPWR|8RCR|9MDPS|aAME
164	11163 25326	 * 	203.82	DCR|3ASPD|2DMG|1MDPS|1VULN|2ZMB	17DMG|27ZMB|3VULN|4BEXP|57aASPD|6RPLT|7BPWR|8RCR|9MDPS
165	65113 21325	 * 	203.76	DCR|3ASPD|1MDPS|1VULN|1DMG|1CDMG	158ASPD|2CGEN|3VULN|4DMG|6SNIFST|7RCR|9CDMG|aMDPS
166	13153 34511	   	203.75	DCR|3VULN|2DMG|1ASPD|1DUR	1aDMG|2ERES|34aVULN|5ASPD|6DMSP|7DUR|8RCR|9aLWND|aBPWR
167	15113 36513	   	203.58	DCR|3DMG|2VULN|2ASPD	147DMG|28CGEN|38VULN|58ASPD|6DMSP|8BPWR|9LWND|aRCR
168	15153 21251	   	203.53	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2CGEN|349VULN|5ASPD|6SNIFST|7RCR|8AART|aFEWX
169	15153 21252	   	203.53	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2aCGEN|349VULN|5ASPD|6SNIFST|7RCR|8AART
170	15153 21253	   	203.53	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2CGEN|349VULN|5ASPD|6SNIFST|7RCR|8AART|aBEXP
171	13153 21251	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2ERES|349VULN|5ASPD|6SNIFST|7RCR|8AART|aFEWX
172	13153 21252	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2ERES|349VULN|5ASPD|6SNIFST|7RCR|8AART|aCGEN
173	13153 21253	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2ERES|349VULN|5ASPD|6SNIFST|7RCR|8AART|aRMIN
174	13153 21265	   	203.43	DCR|3VULN|1AART|1ASPD|1DMG	1DMG|2ERES|34aVULN|5ASPD|6SNIFST|7RCR|8AART|9FEWX
175	15111 53313	   	203.38	DCR|3DMG|2VULN|2ASPD	148DMG|2CGEN|36VULN|5BEXP|79ASPD|aRCR
176	15115 53313	   	203.38	DCR|3DMG|2VULN|2ASPD	148DMG|2CGEN|36VULN|5FEWX|79ASPD|aRCR
177	15126 13313	   	203.38	DCR|3DMG|2VULN|2ASPD	168DMG|2CGEN|35VULN|4FEWX|79ASPD|aRCR
178	15126 21313	   	203.38	DCR|3DMG|2VULN|2ASPD	178DMG|2CGEN|35VULN|4FEWX|69ASPD|aRCR
179	15151 13313	   	203.38	DCR|3DMG|2VULN|2ASPD	168DMG|2CGEN|34VULN|5BEXP|79ASPD|aRCR
180	15151 21313	   	203.38	DCR|3DMG|2VULN|2ASPD	178DMG|2CGEN|34VULN|5BEXP|69ASPD|aRCR
181	15153 11313	   	203.38	DCR|3DMG|2VULN|2ASPD	178DMG|2CGEN|34VULN|59ASPD|6FEWX|aRCR
182	15153 61313	   	203.38	DCR|3DMG|2VULN|2ASPD	178DMG|2CGEN|34VULN|59ASPD|6LWND|aRCR
183	15155 13313	   	203.38	DCR|3DMG|2VULN|2ASPD	168DMG|2CGEN|34VULN|5FEWX|79ASPD|aRCR
184	15155 21313	   	203.38	DCR|3DMG|2VULN|2ASPD	178DMG|2CGEN|34VULN|5FEWX|69ASPD|aRCR
185	15166 13313	   	203.38	DCR|3DMG|2VULN|2ASPD	168DMG|2CGEN|35VULN|4BEXP|79ASPD|aRCR
186	15166 21313	   	203.38	DCR|3DMG|2VULN|2ASPD	178DMG|2CGEN|35VULN|4BEXP|69ASPD|aRCR
187	46233 11313	   	203.38	DCR|3DMG|2VULN|2ASPD	1CGEN|23VULN|4FEWX|59ASPD|678DMG|aRCR
188	46243 11313	   	203.38	DCR|3DMG|2VULN|2ASPD	1CGEN|23VULN|4BEXP|59ASPD|678DMG|aRCR
189	46253 11313	   	203.38	DCR|3DMG|2VULN|2ASPD	1CGEN|23VULN|4LWND|59ASPD|678DMG|aRCR
190	65151 11313	   	203.38	DCR|3DMG|2VULN|2ASPD	19ASPD|2CGEN|34VULN|5BEXP|678DMG|aRCR
191	13153 21255	   	203.33	DCR|3VULN|1AART|1ASPD|1DMG|1MSE	1DMG|2ERES|349VULN|5ASPD|6SNIFST|7RCR|8AART|aMSE
192	51314 23234	   	203.31	DCR|2VULN|2DMG|1ASPD|1CDMG|2DUR	1CDMG|28DMG|35VULN|47DUR|6ASPD|9LWND|aRCR
193	15113 21251	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2CGEN|39VULN|5ASPD|6SNIFST|7RCR|8AART|aFEWX
194	15113 21252	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2aCGEN|39VULN|5ASPD|6SNIFST|7RCR|8AART
195	15113 21253	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2CGEN|39VULN|5ASPD|6SNIFST|7RCR|8AART|aBEXP
196	15113 21265	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2CGEN|3aVULN|5ASPD|6SNIFST|7RCR|8AART|9FEWX
197	26436 11313	   	203.28	DCR|3DMG|2VULN|2ASPD	1BEXP|2ERES|39ASPD|45VULN|678DMG|aRCR
198	13126 21313	   	203.28	DCR|3DMG|2VULN|2ASPD	178DMG|2ERES|35VULN|4FEWX|69ASPD|aRCR
199	13151 21313	   	203.28	DCR|3DMG|2VULN|2ASPD	178DMG|2ERES|34VULN|5BEXP|69ASPD|aRCR
200	13153 11313	   	203.28	DCR|3DMG|2VULN|2ASPD	178DMG|2ERES|34VULN|59ASPD|6FEWX|aRCR
201	13153 61313	   	203.28	DCR|3DMG|2VULN|2ASPD	178DMG|2ERES|34VULN|59ASPD|6LWND|aRCR
202	13155 21313	   	203.28	DCR|3DMG|2VULN|2ASPD	178DMG|2ERES|34VULN|5FEWX|69ASPD|aRCR
203	13166 21313	   	203.28	DCR|3DMG|2VULN|2ASPD	178DMG|2ERES|35VULN|4BEXP|69ASPD|aRCR
204	63131 11313	   	203.28	DCR|3DMG|2VULN|2ASPD	19ASPD|2ERES|34VULN|5BEXP|678DMG|aRCR
205	63135 11313	   	203.28	DCR|3DMG|2VULN|2ASPD	19ASPD|2ERES|34VULN|5FEWX|678DMG|aRCR
206	63166 11313	   	203.28	DCR|3DMG|2VULN|2ASPD	19ASPD|2ERES|35VULN|4BEXP|678DMG|aRCR
207	61212 11362	 * 	203.21	DCR|2AART|2ASPD|1VULN|1CDMG|2ZMB|1SELL	14ASPD|24ZMB|3SELL|4BPWR|56AART|7RPLT|8RCR|9CDMG|aVULN
208	13113 21251	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2ERES|39VULN|5ASPD|6SNIFST|7RCR|8AART|aFEWX
209	13113 21252	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2ERES|39VULN|5ASPD|6SNIFST|7RCR|8AART|aCGEN
210	13113 21253	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2ERES|39VULN|5ASPD|6SNIFST|7RCR|8AART|aRMIN
211	13113 21265	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2ERES|3aVULN|5ASPD|6SNIFST|7RCR|8AART|9FEWX
212	15113 21256	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	14DMG|2CGEN|39VULN|5ASPD|6SNIFST|7RCR|8AART|aMBVNT
213	13656 21313	   	203.18	DCR|3DMG|2VULN|2ASPD	178DMG|2ERES|3DUST|45VULN|69ASPD|aRCR
214	63636 11313	   	203.18	DCR|3DMG|2VULN|2ASPD	19ASPD|2ERES|3DUST|45VULN|678DMG|aRCR
215	62113 36132	 * 	203.12	DCR|3ASPD|2VULN|1MDPS|1AART|1ZMB	189ASPD|29LHND|3MDPS|4ZMB|5TLV|69VULN|7RCR|9BPWR|aAART
216	13113 21255	   	203.09	DCR|2VULN|2DMG|1AART|1ASPD|1MSE	14DMG|2ERES|39VULN|5ASPD|6SNIFST|7RCR|8AART|aMSE
217	14212 14613	 * 	202.94	DCR|2AART|2DMG|1VULN|1ASPD|1AAC|1DUR|1SELL	14DMG|2AAC|3SELL|4BPWR|56AART|7ASPD|8VULN|9RCR|aDUR
218	12162 63134	   	202.94	DCR|2MDPS|2VULN|1AART|1DMG|1CDMG|1AAC	1DMG|2LHND|3aMDPS|4AAC|59VULN|6RCR|7CDMG|8AART
219	15113 21221	 * 	202.87	DCR|2DMG|1VULN|1AART|1ASPD|1NUKE	14DMG|2CGEN|3VULN|5ASPD|6SNIFST|7RCR|8AART|9NUKE|aLHND
220	15113 21222	 * 	202.87	DCR|2AART|2DMG|1VULN|1ASPD|1NUKE	14DMG|2CGEN|3VULN|5ASPD|6SNIFST|7RCR|8aAART|9NUKE
221	15113 21223	   	202.87	DCR|2DMG|1AART|1VULN|1ASPD|1NUKE	14DMG|2CGEN|3VULN|5ASPD|6SNIFST|7RCR|8AART|9NUKE|aLWND
222	15113 21226	   	202.87	DCR|2DMG|1VULN|1AART|1ASPD|1NUKE	14DMG|2aCGEN|3VULN|5ASPD|6SNIFST|7RCR|8AART|9NUKE
223	11126 11523	   	202.86	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	16DMG|2ZMB|35VULN|4FEWX|7CGEN|8RCR|9CDMG|aMDPS
224	11151 11523	   	202.86	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	16DMG|2ZMB|34VULN|5BEXP|7CGEN|8RCR|9CDMG|aMDPS
225	11155 11523	   	202.86	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	16DMG|2ZMB|34VULN|5FEWX|7CGEN|8RCR|9CDMG|aMDPS
226	11166 11523	   	202.86	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	16DMG|2ZMB|35VULN|4BEXP|7CGEN|8RCR|9CDMG|aMDPS
227	41151 11523	   	202.86	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	1CGEN|2ZMB|34VULN|5BEXP|67DMG|8RCR|9CDMG|aMDPS
228	13113 21221	   	202.77	DCR|2DMG|1VULN|1AART|1ASPD|1NUKE	14DMG|2ERES|3VULN|5ASPD|6SNIFST|7RCR|8AART|9NUKE|aLHND
229	13113 21222	   	202.77	DCR|2AART|2DMG|1VULN|1ASPD|1NUKE	14DMG|2ERES|3VULN|5ASPD|6SNIFST|7RCR|8aAART|9NUKE
230	13113 21223	   	202.77	DCR|2DMG|1AART|1VULN|1ASPD|1NUKE	14DMG|2ERES|3VULN|5ASPD|6SNIFST|7RCR|8AART|9NUKE|aLWND
231	13113 21226	   	202.77	DCR|2DMG|1VULN|1AART|1ASPD|1NUKE	14DMG|2ERES|3VULN|5ASPD|6SNIFST|7RCR|8AART|9NUKE|aCGEN
232	11126 51523	   	202.76	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	17DMG|2ZMB|35VULN|4FEWX|6ERES|8RCR|9CDMG|aMDPS
233	11151 51523	   	202.76	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	17DMG|2ZMB|34VULN|5BEXP|6ERES|8RCR|9CDMG|aMDPS
234	11636 11523	   	202.76	DCR|2VULN|1MDPS|2DMG|1CDMG|1ZMB	16DMG|2ZMB|3DUST|45VULN|7CGEN|8RCR|9CDMG|aMDPS
235	11153 42126	   	202.72	DCR|3DMG|2VULN|1ASPD|2ZMB	189DMG|26ZMB|34VULN|5ASPD|7AME|aRCR
236	42212 51161	   	202.61	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1CGEN|2LHND|38VULN|4AART|5ASPD|6RCR|7CDMG|9MDPS|aERES
237	42212 51162	   	202.61	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG|1MSE	1CGEN|2LHND|38VULN|4AART|5ASPD|6RCR|7CDMG|9MDPS|aMSE
238	42212 51163	   	202.61	DCR|2VULN|1MDPS|1AART|1ASPD|1CDMG	1CGEN|2LHND|38VULN|4AART|5ASPD|6RCR|7CDMG|9MDPS|aVENFST
239	13247 12424	 * 	202.56	DCR|2VULN|1MDPS|2DMG|1AART|2CDMG|1SELL	1aDMG|2ERES|3SELL|4MBVNT|5MDPS|6aVULN|7aCDMG|8AART|9RCR|aBPWR
240	11212 11346	 * 	202.26	DCR|3DMG|2AART|1ASPD|2ZMB|1SELL	14aDMG|24ZMB|3SELL|4BPWR|56AART|7RPLT|8RCR|9ASPD
241	13153 21362	   	202.18	DCR|3VULN|2ASPD|1DMG|1DUR	1DMG|2ERES|34aVULN|58ASPD|6SNIFST|7RCR|9DUR
242	51314 22621	   	202.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1CDMG|2aDMG|35VULN|4DUR|6ASPD|7RPLT|8RCR|9RMIN
243	24136 11521	   	202.07	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	12BEXP|35VULN|4DUR|67DMG|8RCR|9CDMG|aASPD
244	13152 16611	   	201.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1aDMG|2ERES|34VULN|5RPLT|6CDMG|7DUR|8RCR|9ASPD
245	51311 62611	   	201.97	DCR|2VULN|2DMG|1ASPD|1CDMG|1DUR	1CDMG|2aDMG|36VULN|4DUR|5ERES|7RPLT|8RCR|9ASPD
246	15153 21261	   	201.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2CGEN|34VULN|5ASPD|6SNIFST|7RCR|8AART|9FEWX|aCDMG
247	13113 21362	   	201.94	DCR|2VULN|2DMG|2ASPD|1DUR	14DMG|2ERES|3aVULN|58ASPD|6SNIFST|7RCR|9DUR
248	13153 21261	   	201.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2ERES|34VULN|5ASPD|6SNIFST|7RCR|8AART|9FEWX|aCDMG
249	14312 14613	   	201.85	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DMG|2AAC|3DMSP|4CDMG|56AART|7ASPD|8VULN|9RCR|aDUR
250	61131 25411	   	201.84	DCR|2VULN|2ASPD|1AART|2DUR|1AAC|1ZMB	17ASPD|2ZMB|37VULN|47DUR|5AAC|6RPLT|7BPWR|8RCR|9AART|aLWND
251	61131 25412	   	201.84	DCR|2VULN|2ASPD|1AART|2DUR|1AAC|1ZMB	17ASPD|2ZMB|37VULN|47DUR|5AAC|6RPLT|7BPWR|8RCR|9AART|aAME
252	61131 25413	   	201.84	DCR|2VULN|2ASPD|1AART|2DUR|1AAC|1ZMB	17ASPD|2ZMB|37VULN|47DUR|5AAC|6RPLT|7BPWR|8RCR|9AART|aBEXP
253	14312 14315	   	201.77	DCR|2AART|2DMG|2ASPD|1CDMG|1AAC	1aDMG|2AAC|3DMSP|4CDMG|56AART|7aASPD|8aLHND|9RCR|aBPWR
254	44153 21222	   	201.68	DCR|2VULN|2AART|1ASPD|1DMG|1AAC	1CGEN|2AAC|34VULN|5ASPD|6SNIFST|7RCR|8aAART|9DMG
255	15113 34511	   	201.67	DCR|3DMG|2VULN|1ASPD|1DUR	14aDMG|2CGEN|3aVULN|5ASPD|6DMSP|7DUR|8RCR|9aLWND|aBPWR
256	13113 34511	   	201.57	DCR|3DMG|2VULN|1ASPD|1DUR	14aDMG|2ERES|3aVULN|5ASPD|6DMSP|7DUR|8RCR|9aLWND|aBPWR
257	61212 61612	   	201.47	DCR|2VULN|2ASPD|1AART|2ZMB|1AAC|1DUR|1SELL	14ASPD|24ZMB|3SELL|4BPWR|5AART|6AAC|7RCR|8aVULN|9DUR
258	11126 11511	   	201.47	DCR|3VULN|3DMG|1ZMB	16aDMG|2ZMB|35aVULN|4FEWX|7CGEN|8RCR|9aLWND|aBPWR
259	11166 11511	   	201.47	DCR|3VULN|3DMG|1ZMB	16aDMG|2ZMB|35aVULN|4BEXP|7CGEN|8RCR|9aLWND|aBPWR
260	11151 11511	   	201.47	DCR|3VULN|3DMG|1ZMB	16aDMG|2ZMB|34aVULN|5BEXP|7CGEN|8RCR|9aLWND|aBPWR
261	11155 11511	   	201.47	DCR|3VULN|3DMG|1ZMB	16aDMG|2ZMB|34aVULN|5FEWX|7CGEN|8RCR|9aLWND|aBPWR
262	51131 12124	   	201.46	DCR|2VULN|2DMG|1MDPS|2CDMG	18CDMG|28DMG|3RCVC|4ERES|5DMSP|6LHND|78VULN|8BPWR|9RCR|aMDPS
263	61113 51112	   	201.39	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR	1ASPD|2ZMB|39VULN|4DMG|5MULFIG|6RCR|7RMIN|8DUR|aMDPS
264	61113 52112	   	201.39	DCR|2VULN|1MDPS|1ASPD|1DMG|1ZMB|1DUR	1ASPD|2ZMB|39VULN|4DMG|5MULFIG|6RCR|7AME|8DUR|aMDPS
265	11611 23552	   	201.38	DCR|2VULN|2DMG|2ASPD|2ZMB	14DMG|29ZMB|3DUST|5BEXP|69ASPD|7LIT|89VULN|9BPWR|aRCR
266	11126 51511	   	201.37	DCR|3VULN|3DMG|1ZMB	17aDMG|2ZMB|35aVULN|4FEWX|6ERES|8RCR|9aLWND|aBPWR
267	11151 51511	   	201.37	DCR|3VULN|3DMG|1ZMB	17aDMG|2ZMB|34aVULN|5BEXP|6ERES|8RCR|9aLWND|aBPWR
268	46143 11311	 * 	201.32	ACR|3DMG|3ASPD|2VULN	1aCGEN|2aVULN|3RCR|4RCVC|59aASPD|678DMG|aBPWR
269	11312 14315	   	201.20	DCR|2AART|2DMG|1ASPD|1CDMG|2ZMB	1aDMG|2aZMB|3DMSP|4CDMG|56AART|7ASPD|8aLHND|9RCR|aBPWR
270	13126 21533	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2ERES|35VULN|4FEWX|6ASPD|8RCR|9AME|aAART
271	13126 21553	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2ERES|35VULN|4FEWX|6ASPD|8RCR|9DMSP|aAART
272	13126 21563	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2ERES|35VULN|4FEWX|6ASPD|8RCR|9CGEN|aAART
273	13153 11533	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2ERES|34VULN|5ASPD|6FEWX|8RCR|9AME|aAART
274	13153 11553	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2ERES|34VULN|5ASPD|6FEWX|8RCR|9DMSP|aAART
275	13153 11563	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2ERES|34VULN|5ASPD|6FEWX|8RCR|9CGEN|aAART
276	13153 61513	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2ERES|34VULN|5ASPD|69LWND|8RCR|aAART
277	13153 61523	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2ERES|34VULN|5ASPD|6LWND|8RCR|9CGEN|aAART
278	13155 21533	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|2ERES|34VULN|5FEWX|6ASPD|8RCR|9AME|aAART
279	63135 11533	   	201.19	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|2ERES|34VULN|5FEWX|67DMG|8RCR|9AME|aAART
280	11126 15413	   	201.17	DCR|3VULN|3DMG|1ZMB	16aDMG|2ZMB|359VULN|4FEWX|7BASARM|8RCR
281	11151 15413	   	201.17	DCR|3VULN|3DMG|1ZMB	16aDMG|2ZMB|349VULN|5BEXP|7BASARM|8RCR
282	13153 61533	   	201.09	DCR|2VULN|2DMG|1AART|1ASPD	17DMG|29ERES|34VULN|5ASPD|6LWND|8RCR|aAART
283	14212 14315	 * 	200.93	DCR|3DMG|2AART|2ASPD|1AAC|1SELL	14aDMG|2AAC|3SELL|4aBPWR|56AART|7aASPD|8aLHND|9RCR
284	51226 25212	 * 	200.88	DCR|2VULN|1MDPS|2ASPD|3CDMG|1DMG	178CDMG|2DMG|3MDPS|47ASPD|57VULN|6RMIN|7BPWR|9BASFIG|aRCR
285	61212 11346	   	200.83	DCR|2AART|2DMG|2ASPD|2ZMB|1SELL	14ASPD|24ZMB|3SELL|4BPWR|56AART|7RPLT|8RCR|9aDMG
286	24136 11523	   	200.83	DCR|2VULN|2DMG|1MDPS|1CDMG|1DUR	12BEXP|35VULN|4DUR|67DMG|8RCR|9CDMG|aMDPS
287	65113 21363	 * 	200.77	DCR|3ASPD|1VULN|1AART|1DMG|1DUR	158ASPD|2CGEN|3VULN|4DMG|6SNIFST|7RCR|9DUR|aAART
288	51521 13122	 * 	200.63	DCR|2VULN|2DMG|2CDMG|3DUR	18CDMG|28DMG|3ERES|47aDUR|5RCVC|68VULN|8BPWR|9RCR
289	61113 52124	   	200.35	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	1ASPD|2ZMB|3aVULN|4aDMG|5MULFIG|6RCR|7aAME|8DUR|9LIT|aBPWR
290	42216 52132	 * 	200.18	DCR|2ASPD|1AART|1VULN|1NUKE|1ZMB|1DUR	1CGEN|2LHND|3VULN|4AART|5ZMB|6RCR|7DUR|89ASPD|aNUKE
291	11153 36522	   	200.09	DCR|2VULN|2DMG|1ASPD|1CDMG|1ZMB	17DMG|2ZMB|34VULN|5ASPD|6AELBLL|8DMSP|9CDMG|aRCR
292	41153 21311	   	200.09	DCR|4VULN|2ASPD|1ZMB	1CGEN|2ZMB|349aVULN|58ASPD|6SNIFST|7RCR
293	42212 51134	   	199.96	DCR|2VULN|2AART|1ASPD|1CDMG	1CGEN|2LHND|38VULN|49AART|5ASPD|6RCR|7CDMG|aFEWX
294	11153 43522	   	199.94	DCR|2VULN|2ASPD|1DMG|1CDMG|2ZMB	1DMG|26ZMB|34VULN|57ASPD|8DMSP|9CDMG|aRCR
295	65113 21251	   	199.92	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2CGEN|39VULN|4DMG|6SNIFST|7RCR|8AART|aFEWX
296	65113 21252	   	199.92	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2aCGEN|39VULN|4DMG|6SNIFST|7RCR|8AART
297	65113 21253	   	199.92	DCR|2VULN|2ASPD|1AART|1DMG	15ASPD|2CGEN|39VULN|4DMG|6SNIFST|7RCR|8AART|aBEXP
298	42212 51132	   	199.86	DCR|2VULN|2AART|1ASPD|1CDMG	1CGEN|2LHND|38VULN|49AART|5ASPD|6RCR|7CDMG|aDUST
299	42212 51133	   	199.86	DCR|2VULN|2AART|1ASPD|1CDMG|1MSE	1CGEN|2LHND|38VULN|49AART|5ASPD|6RCR|7CDMG|aMSE
300	13153 53316	   	199.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1DMG|2ERES|34VULN|5ASPD|6RPLT|7FEWX|8RCR|9AART|aCDMG
301	33532 33642	   	199.85	DCR|2VULN|1AART|1DMG|1NUKE|1CDMG	1RPLT|2CDMG|3ERES|46VULN|5BEXP|7DMG|8RCR|9AART|aNUKE
302	63163 11521	 * 	199.83	DCR|3DMG|3ASPD|1VULN	15aASPD|2aERES|3VULN|4BEXP|67aDMG|8RCR|9MBVNT|aBPWR
303	11312 11346	   	199.79	DCR|2AART|2DMG|1ASPD|1CDMG|1ZMB	1aDMG|2ZMB|3DMSP|4CDMG|56AART|7RPLT|8RCR|9ASPD
304	61312 11346	   	199.79	DCR|2AART|2DMG|1ASPD|1CDMG|1ZMB	1ASPD|2ZMB|3DMSP|4CDMG|56AART|7RPLT|8RCR|9aDMG
305	35326 12422	   	199.72	DCR|3VULN|1AART|1DMG|1CDMG	1RPLT|2FEWX|389VULN|4AART|5BELT|6CDMG|7RCR|aDMG
306	46413 21221	 * 	199.50	DCR|2ASPD|1VULN|1AART|1DMG|1NUKE	1CGEN|2VULN|35ASPD|4DMG|6SNIFST|7RCR|8AART|9NUKE|aLHND
307	46413 21222	 * 	199.50	DCR|2AART|2ASPD|1VULN|1DMG|1NUKE	1CGEN|2VULN|35ASPD|4DMG|6SNIFST|7RCR|8aAART|9NUKE
308	46413 21223	   	199.50	DCR|2ASPD|1AART|1VULN|1DMG|1NUKE	1CGEN|2VULN|35ASPD|4DMG|6SNIFST|7RCR|8AART|9NUKE|aLWND
309	65113 21221	   	199.50	DCR|2ASPD|1VULN|1AART|1DMG|1NUKE	15ASPD|2CGEN|3VULN|4DMG|6SNIFST|7RCR|8AART|9NUKE|aLHND
310	65113 21222	   	199.50	DCR|2AART|2ASPD|1VULN|1DMG|1NUKE	15ASPD|2CGEN|3VULN|4DMG|6SNIFST|7RCR|8aAART|9NUKE
311	65113 21223	   	199.50	DCR|2ASPD|1AART|1VULN|1DMG|1NUKE	15ASPD|2CGEN|3VULN|4DMG|6SNIFST|7RCR|8AART|9NUKE|aLWND
312	65113 21226	   	199.50	DCR|2ASPD|1VULN|1AART|1DMG|1NUKE	15ASPD|2aCGEN|3VULN|4DMG|6SNIFST|7RCR|8AART|9NUKE
313	62111 36134	 * 	199.50	DCR|3ASPD|2VULN|1MDPS|1DMG|1ZMB	189ASPD|29LHND|3MDPS|4ZMB|5CGEN|69VULN|7RCR|9BPWR|aDMG
314	11153 22126	   	199.50	DCR|3DMG|2VULN|1ASPD|1ZMB	189DMG|2ZMB|34VULN|5ASPD|6MLV|7AELBLL|aRCR
315	11153 32126	   	199.50	DCR|3DMG|2VULN|1ASPD|1ZMB	189DMG|2ZMB|34VULN|5ASPD|6AELBLL|7AME|aRCR
316	11153 36326	   	199.50	DCR|3DMG|2VULN|1ASPD|1ZMB	179DMG|2ZMB|34VULN|5ASPD|6AELBLL|8MLV|aRCR
317	65131 32521	   	199.41	DCR|3ASPD|2VULN|1CDMG|2DUR|1AAC	17aASPD|2CGEN|37VULN|47DUR|5AAC|6RCVC|7BPWR|8RCR|9CDMG
318	62113 36134	   	199.40	DCR|3ASPD|2VULN|1MDPS|1DMG|1ZMB	189ASPD|29LHND|3MDPS|4ZMB|5TLV|69VULN|7RCR|9BPWR|aDMG
