0	Index      	 *	Score 	Summary	Detail	
1	32313 27551	 * 	232.97	DCR|3VULN|2DMG|1MDPS|1AART|1AAC|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7AART|8RCR|9AAC|aMDPS
163	32313 44651	   	206.78	DCR|4VULN|3DMG	1459VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|aLIT
164	32313 44653	   	206.78	DCR|4VULN|3DMG	1459VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|aFEWX
165	32313 44654	   	206.78	DCR|4VULN|3DMG	1459VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|aBEXP
166	32313 44658	   	206.78	DCR|4VULN|3DMG	1459VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|aRPLT
167	32313 45822	   	206.78	DCR|4VULN|3DMG	145aVULN|246DMG|3MBVNT|4BPWR|7CGEN|8RCR|9BEXP
168	32313 45842	   	206.78	DCR|4VULN|3DMG	145aVULN|246DMG|3MBVNT|4BPWR|7CGEN|8RCR|9LHND
169	32313 45884	   	206.78	DCR|4VULN|3DMG	145aVULN|246DMG|3MBVNT|4BPWR|7CGEN|8RCR|9AME
170	32313 44635	   	206.68	DCR|4VULN|3DMG	145aVULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|9TLV
171	32313 44652	   	206.68	DCR|4VULN|3DMG	1459VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|aERES
172	32313 44657	   	206.68	DCR|4VULN|3DMG|1MSE	1459VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|aMSE
173	32313 45862	   	206.68	DCR|4VULN|3DMG	145aVULN|246DMG|3MBVNT|4BPWR|7CGEN|8RCR|9DUST
174	32311 27237	   	206.35	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14VULN|24DMG|3MBVNT|4BPWR|5DMSP|6DUR|7AART|8ASPD|9RCVC|aRCR
175	32333 27237	   	206.25	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15VULN|24DMG|3MBVNT|6DUR|7AART|8ASPD|9RCVC|aRCR
176	21253 13634	 * 	205.85	DCR|3VULN|2AART|1DMG|1DUR	1SNIFST|2CGEN|357VULN|49AART|6DMG|8RCR|aDUR
177	32313 17528	   	205.83	DCR|3VULN|2DMG|1AART|1AAC	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9LHND|aAAC
178	32314 57462	   	205.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|24DMG|3MBVNT|4BPWR|5ZMB|6AME|7AART|8CDMG|9RCR|aLHND
179	32314 57463	   	205.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|24DMG|3MBVNT|4BPWR|5ZMB|6AME|7AART|8CDMG|9RCR|aRMIN
180	32314 57464	   	205.81	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	14VULN|24DMG|3MBVNT|4BPWR|5ZMB|6AME|7AART|8CDMG|9RCR|aCGEN
181	32311 27518	   	205.78	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	14VULN|24DMG|3MBVNT|4BPWR|5DMSP|6DUR|7AART|8RCR|9MLV|aCDMG
182	33253 13634	   	205.75	DCR|3VULN|2AART|1DMG|1DUR	157VULN|2ERES|3VENFST|49AART|6DMG|8RCR|aDUR
183	32313 17538	   	205.73	DCR|3VULN|2DMG|1AART|1AAC	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9DUST|aAAC
184	32313 17552	   	205.73	DCR|3VULN|2DMG|1AART|1AAC	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9AAC|aRMIN
185	32313 17553	   	205.73	DCR|3VULN|2DMG|1AART|1AAC	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9AAC|aTLV
186	32313 17554	   	205.73	DCR|3VULN|2DMG|1AART|1AAC	145VULN|24DMG|3MBVNT|4BPWR|6BEXP|7AART|8RCR|9AAC|aMLV
187	32333 27518	   	205.68	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	15VULN|24DMG|3MBVNT|6DUR|7AART|8RCR|9MLV|aCDMG
188	32311 27277	   	205.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	14VULN|24DMG|3MBVNT|4BPWR|5DMSP|6DUR|7AART|8ASPD|9AELBLL|aRCR
189	62323 32331	   	205.60	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	1LHND|28DMG|3FEWX|4DUR|5ASPD|67VULN|9AART|aRCR
190	62123 62215	 * 	205.58	DCR|3DMG|2VULN|2ASPD	1LHND|28aDMG|3CGEN|4LWND|58VULN|6BEXP|78ASPD|8BPWR|9RCR
191	32313 31652	   	205.58	DCR|3VULN|1MDPS|2DMG|1ASPD|1ZMB	145VULN|24DMG|3MBVNT|4BPWR|6ZMB|7MDPS|8RCR|9LIT|aASPD
192	32313 73621	   	205.58	DCR|3VULN|2DMG|1ASPD|1ZMB	145VULN|24DMG|3MBVNT|4BPWR|6LIT|7CANARM|8RCR|9ZMB|aASPD
193	32234 14336	 * 	205.57	DCR|3DMG|2VULN|1MDPS|1ASPD|1DUR	17VULN|278DMG|37SNIFST|4MDPS|5RPLT|6RCR|7BPWR|9ASPD|aDUR
194	11444 12323	 * 	205.54	DCR|2VULN|2ASPD|1AART|2CDMG	13ASPD|2DMSP|3BPWR|45VULN|6RCR|7RPLT|89CDMG|aAART
195	32333 27277	   	205.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15VULN|24DMG|3MBVNT|6DUR|7AART|8ASPD|9AELBLL|aRCR
196	32613 26211	   	205.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15VULN|24DMG|34DUST|4BPWR|6DUR|7AART|8ASPD|9FEWX|aRCR
197	32613 26221	   	205.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15VULN|24DMG|34DUST|4BPWR|6DUR|7AART|8ASPD|9LHND|aRCR
198	32633 26211	   	205.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15VULN|24DMG|3DUST|6DUR|7AART|8ASPD|9FEWX|aRCR
199	32633 26221	   	205.50	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15VULN|24DMG|3DUST|6DUR|7AART|8ASPD|9LHND|aRCR
200	31543 32431	   	205.50	DCR|2VULN|2DMG|1MDPS|1AART|1ASPD|1DUR	17VULN|2MDPS|3DUR|4ASPD|56DMG|8AELBLL|9AART|aRCR
201	62123 32215	   	205.48	DCR|3DMG|2VULN|2ASPD	1LHND|28aDMG|3CGEN|4LWND|58VULN|6DUST|78ASPD|8BPWR|9RCR
202	32313 31637	   	205.48	DCR|3VULN|2DMG|1MDPS|1ASPD|1ZMB	145VULN|24DMG|3MBVNT|4BPWR|6ZMB|7MDPS|8RCR|9TLV|aASPD
203	32334 57461	   	205.39	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG|1ZMB	1VULN|24DMG|3MBVNT|5ZMB|6AME|7AART|8CDMG|9RCR|aASPD
204	32314 13658	   	205.29	DCR|3VULN|2DMG|1AART|1AAC|1ZMB	147VULN|24DMG|3MBVNT|4BPWR|5ZMB|6LIT|8AAC|9AART|aRCR
205	32314 27884	   	205.29	DCR|3VULN|2DMG|1AART|1ZMB	149VULN|24DMG|3MBVNT|4BPWR|5ZMB|6CGEN|7AART|8DLOT|aRCR
206	32313 36167	   	205.29	DCR|3VULN|2DMG|1AART|1ZMB	145VULN|24DMG|3MBVNT|4BPWR|6ZMB|7TLV|8AME|9AART|aRCR
207	36151 53331	   	205.24	DCR|3VULN|2ASPD|1AART|2DUR	167VULN|2DUST|3LEGI|47ASPD|57DUR|7BPWR|8RMIN|9AART|aRCR
208	32311 27548	   	205.11	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	14VULN|24DMG|3MBVNT|4BPWR|5DMSP|69DUR|7AART|8RCR|aZMB
209	32333 27548	   	205.01	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	15VULN|24DMG|3MBVNT|69DUR|7AART|8RCR|aZMB
210	32313 31611	 * 	204.98	DCR|3VULN|2DMG|1MDPS|1CDMG|2ZMB	145VULN|24DMG|3MBVNT|4BPWR|69ZMB|7MDPS|8RCR|aCDMG
211	62133 22215	   	204.92	DCR|3DMG|2VULN|1ASPD|2DUR	1LHND|28aDMG|3CGEN|4ASPD|58VULN|6LWND|78DUR|8BPWR|9RCR
212	62233 22215	   	204.92	DCR|3DMG|2VULN|1ASPD|2DUR	1LHND|28aDMG|3MLV|4ASPD|58VULN|6LWND|78DUR|8BPWR|9RCR
213	32133 26441	   	204.71	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1AAC|1DUR	15VULN|2DMG|3CGEN|4ASPD|6DUR|7AART|8RCR|9AAC|aMDPS
214	33333 12857	 * 	204.66	DCR|3ASPD|2VULN|2DMG	1aVULN|2ERES|3MBVNT|4aDMG|5FEWX|6LHND|79aASPD|8RCR|aBPWR
215	11634 12333	   	204.61	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|359VULN|4RCVC|6RCR|7RPLT|8CDMG|aAART
216	11634 15112	   	204.61	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|358VULN|4RCVC|6RCR|7AART|9CGEN|aCDMG
217	11634 15132	   	204.61	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|358VULN|4RCVC|6RCR|7AART|9CDMG|aFEWX
218	11634 15133	   	204.61	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|358VULN|4RCVC|6RCR|7AART|9CDMG|aRPLT
219	32313 44678	   	204.61	DCR|3VULN|3DMG|1AAC|1ZMB	145VULN|246DMG|3MBVNT|4BPWR|7DMSP|8RCR|9ZMB|aAAC
220	32313 31615	   	204.58	DCR|4VULN|2DMG|1MDPS|2ZMB	145aVULN|24DMG|3MBVNT|4BPWR|69ZMB|7MDPS|8RCR
221	32623 41125	   	204.56	DCR|2VULN|2AART|1ASPD|1DMG	15VULN|2DMG|3DUST|4RCVC|6CGEN|7RCR|8ASPD|9aAART
222	11634 15131	   	204.51	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|358VULN|4RCVC|6RCR|7AART|9CDMG|aERES
223	32434 12234	   	204.42	DCR|3VULN|2ASPD|1DMG|1CDMG	189VULN|2DMG|38LWND|4CDMG|5RPLT|6LHND|78ASPD|8BPWR|aRCR
224	11634 12531	   	204.20	DCR|4VULN|1AART|1ASPD	1ASPD|2DMSP|359aVULN|4RCVC|6RCR|7RPLT|8AART
225	11634 15121	   	204.20	DCR|4VULN|1AART|1ASPD	1ASPD|2DMSP|358aVULN|4RCVC|6RCR|7AART|9RPLT
226	11653 12333	   	204.18	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|349VULN|5RCVC|6RCR|7RPLT|8CDMG|aAART
227	11653 15112	   	204.18	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|348VULN|5RCVC|6RCR|7AART|9CGEN|aCDMG
228	11653 15132	   	204.18	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|348VULN|5RCVC|6RCR|7AART|9CDMG|aFEWX
229	11653 15133	   	204.18	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|348VULN|5RCVC|6RCR|7AART|9CDMG|aRPLT
230	11653 15131	   	204.08	DCR|3VULN|1AART|1ASPD|1CDMG	1ASPD|2DMSP|348VULN|5RCVC|6RCR|7AART|9CDMG|aERES
231	32413 23136	   	203.88	DCR|2VULN|2DMG|1ASPD|1NUKE|1DUR	15VULN|24DMG|34LWND|4BPWR|6DUR|7ERES|8ASPD|9RCR|aNUKE
232	16112 31255	 * 	203.88	DCR|2VULN|2DMG|1MDPS|2ASPD|1CDMG|1AAC	18ASPD|2MDPS|3LWND|48VULN|5AAC|68DMG|7LEGI|8BPWR|9CDMG|aRCR
233	31623 31255	   	203.88	DCR|2VULN|2DMG|1MDPS|2ASPD|1CDMG|1AAC	18VULN|2MDPS|3AAC|4LWND|58ASPD|68DMG|7LEGI|8BPWR|9CDMG|aRCR
234	32421 32534	   	203.84	DCR|3VULN|2DMG|1CDMG|1DUR	178VULN|29DMG|3LWND|4BELT|5DUR|6RCR|aCDMG
235	11653 12531	   	203.78	DCR|4VULN|1AART|1ASPD	1ASPD|2DMSP|349aVULN|5RCVC|6RCR|7RPLT|8AART
236	11653 15121	   	203.78	DCR|4VULN|1AART|1ASPD	1ASPD|2DMSP|348aVULN|5RCVC|6RCR|7AART|9RPLT
237	32613 23136	   	203.68	DCR|2VULN|2DMG|1ASPD|1NUKE|1DUR	15VULN|24DMG|34DUST|4BPWR|6DUR|7ERES|8ASPD|9RCR|aNUKE
238	32633 23136	   	203.68	DCR|2VULN|2DMG|1ASPD|1NUKE|1DUR	15VULN|24DMG|3DUST|6DUR|7ERES|8ASPD|9RCR|aNUKE
239	32413 21342	   	203.65	DCR|3VULN|2DMG|1MDPS|1ASPD|1DUR	15aVULN|24DMG|34LWND|4BPWR|6DUR|7MDPS|8RCR|9ASPD
240	21256 32511	   	203.64	DCR|2VULN|2ASPD|1AART|2CDMG	19SNIFST|2CGEN|39VULN|4AART|5aASPD|6TLV|7RCR|89CDMG|9BPWR
241	11153 21215	 * 	203.63	DCR|3VULN|1MDPS|2ASPD|1DMG|2DUR	18ASPD|2DMSP|3LWND|458VULN|68DUR|7MDPS|8BPWR|9RCR|aDMG
242	13453 21215	   	203.63	DCR|3VULN|1MDPS|2ASPD|1DMG|2DUR	18ASPD|23LWND|458VULN|68DUR|7MDPS|8BPWR|9RCR|aDMG
243	16115 32215	   	203.63	DCR|3VULN|1MDPS|2ASPD|1DMG|2DUR	18ASPD|2MDPS|3LWND|458VULN|6DMSP|78DUR|8BPWR|9RCR|aDMG
244	32314 18258	   	203.57	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1SELL	14VULN|24DMG|3MBVNT|4BPWR|5ZMB|6LIT|7SELL|8CDMG|9AART|aRCR
245	11652 21215	   	203.53	DCR|3VULN|1MDPS|2ASPD|1DMG|2DUR	18ASPD|2DMSP|348VULN|5LEGI|68DUR|7MDPS|8BPWR|9RCR|aDMG
246	32311 45817	   	203.50	DCR|3DMG|2VULN|1ASPD|1ZMB	14VULN|246DMG|3MBVNT|4BPWR|5DMSP|7CGEN|8RCR|9ZMB|aASPD
247	32165 12216	   	203.48	DCR|2VULN|2DMG|2ASPD|2DUR	18VULN|2aDMG|3CGEN|4FEWX|5aDUR|6LHND|7aASPD|9RCR|aBPWR
248	32311 48817	   	203.40	DCR|3DMG|2VULN|1ASPD|1ZMB	14VULN|246DMG|3MBVNT|4BPWR|5DMSP|7ERES|8RCR|9ZMB|aASPD
249	32333 45817	   	203.40	DCR|3DMG|2VULN|1ASPD|1ZMB	15VULN|246DMG|3MBVNT|7CGEN|8RCR|9ZMB|aASPD
250	32413 41123	   	203.39	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|24DMG|34LWND|4BPWR|6CGEN|7RCR|8ASPD|9AART|aBEXP
251	32413 41125	   	203.39	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|24DMG|34LWND|4BPWR|6CGEN|7RCR|8ASPD|9AART|aAELBLL
252	32342 67282	   	203.39	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|28DMG|3MBVNT|48FEWX|56RPLT|7RCR|8BPWR|9ASPD|aAART
253	32313 22733	   	203.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7RPLT|8AART|9LHND|aRCR
254	32313 22776	   	203.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6DUR|7RPLT|8AART|9FEWX|aRCR
255	32313 67733	   	203.36	DCR|3VULN|2DMG|1AART|1DUR	145VULN|24DMG|3MBVNT|4BPWR|6RPLT|7DUR|8AART|9LHND|aRCR
256	32333 48817	   	203.30	DCR|3DMG|2VULN|1ASPD|1ZMB	15VULN|246DMG|3MBVNT|7ERES|8RCR|9ZMB|aASPD
257	32413 41122	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	15VULN|24DMG|34LWND|4BPWR|6CGEN|7RCR|8ASPD|9AART|aSELL
258	32413 41124	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|24DMG|34LWND|4BPWR|6CGEN|7RCR|8ASPD|9AART|aDUST
259	32413 41126	   	203.29	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|24DMG|34LWND|4BPWR|6CGEN|7RCR|8ASPD|9AART|aTLV
260	32613 41123	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|24DMG|34DUST|4BPWR|6CGEN|7RCR|8ASPD|9AART|aBEXP
261	32613 41126	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|24DMG|34DUST|4BPWR|6CGEN|7RCR|8ASPD|9AART|aLWND
262	32633 41123	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|24DMG|3DUST|6CGEN|7RCR|8ASPD|9AART|aBEXP
263	32633 41126	   	203.19	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|24DMG|3DUST|6CGEN|7RCR|8ASPD|9AART|aLWND
264	32613 41122	   	203.09	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	15VULN|24DMG|34DUST|4BPWR|6CGEN|7RCR|8ASPD|9AART|aSELL
265	32613 41124	   	203.09	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|24DMG|34aDUST|4BPWR|6CGEN|7RCR|8ASPD|9AART
266	32633 41122	   	203.09	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	15VULN|24DMG|3DUST|6CGEN|7RCR|8ASPD|9AART|aSELL
267	32633 41124	   	203.09	DCR|2VULN|2DMG|1AART|1ASPD	15VULN|24DMG|3aDUST|6CGEN|7RCR|8ASPD|9AART
268	32313 34327	   	203.08	DCR|3VULN|2DMG|1CDMG|2ZMB	145VULN|24DMG|3MBVNT|4BPWR|68ZMB|7AME|9RCR|aCDMG
