0	Index      	 *	Score 	Summary	Detail	
1	13422 53334	 * 	204.79	ACR|4VULN|2DMG|1AART|1ZMB	1AART|237aVULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9ZMB
171	13422 53522	   	179.69	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8FEWX|9aLHND
172	13422 53523	   	179.69	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8FEWX|9LHND|aCGEN
173	13622 53251	   	179.65	ACR|3AART|2DMG|2VULN	13aAART|27VULN|47LIT|5RCR|67DMG|7BPWR|8CGEN|9DUST
174	13622 53431	   	179.65	ACR|3AART|2DMG|2VULN	13aAART|27VULN|47LIT|5RCR|67DMG|7BPWR|8DUST|9CGEN
175	13626 43212	   	179.60	DCR|2AART|2DMG|2VULN|1DUR	13AART|2aVULN|4aLIT|5LHND|6RPLT|7DUR|8aDMG|9RCR|aBPWR
176	13622 22662	   	179.59	ACR|2AART|2VULN|1DMG|2ZMB|1ASPD	13AART|29VULN|49LIT|5RCR|6BASICY|7DMG|89ZMB|9BPWR|aASPD
177	13622 22663	   	179.59	ACR|2AART|2VULN|1DMG|2ZMB|1DUR	13AART|29VULN|49LIT|5RCR|6BASICY|7DMG|89ZMB|9BPWR|aDUR
178	22126 26161	 * 	179.59	ACR|3DMG|2VULN|1AART	1aTLV|256DMG|3RCR|45CGEN|5aBPWR|7aVULN|8aLHND|9AART
179	13422 53216	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|89CGEN|aERES
180	13422 53221	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47aLIT|5RCR|67DMG|7BPWR|8CGEN|9ERES
181	13422 53223	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8CGEN|9ERES|aDMSP
182	13422 53233	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8CGEN|9BEXP|aERES
183	13422 53263	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8CGEN|9FEWX|aERES
184	13422 53312	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9CGEN|aMBVNT
185	13422 53321	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47aLIT|5RCR|67DMG|7BPWR|8RMIN|9TLV
186	13422 53323	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9TLV|aDMSP
187	13422 53351	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9DUST|aDMSP
188	13422 53421	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8DUST|9LHND|aLWND
189	13422 53422	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8DUST|9aLHND
190	13422 53423	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8DUST|9LHND|aCGEN
191	13422 53533	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8FEWX|9CGEN|aERES
192	13422 53611	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47aLIT|5RCR|67DMG|7BPWR|8ERES|9CGEN
193	13422 53613	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8ERES|9CGEN|aDMSP
194	13422 53621	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47aLIT|5RCR|67DMG|7BPWR|8ERES|9MLV
195	13422 53623	   	179.59	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8ERES|9MLV|aDMSP
196	11631 26431	   	179.56	DCR|2AART|2VULN|2DMG	1aAART|2LIT|37VULN|4TLV|5LWND|6RCR|89DMG
197	13635 23234	   	179.49	ACR|2AART|2VULN|1DMG|2ZMB|1DUR	13AART|2aVULN|4FEWX|5RCR|69ZMB|7DUR|8DMG
198	13422 53222	   	179.49	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8CGEN|9ERES|aMBVNT
199	13422 53253	   	179.49	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8CGEN|9DUST|aERES
200	13422 53322	   	179.49	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9TLV|aMBVNT
201	13422 53433	   	179.49	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8DUST|9CGEN|aERES
202	13422 53612	   	179.49	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8ERES|9CGEN|aMBVNT
203	13422 53622	   	179.49	ACR|3VULN|2DMG|1AART	1AART|237VULN|47LIT|5RCR|67DMG|7BPWR|8ERES|9MLV|aMBVNT
204	13323 45212	   	179.40	DCR|2AART|2VULN|2DMG|1DUR	15AART|2aVULN|3aDUST|4LIT|6RPLT|7DUR|8aDMG|9RCR|aBPWR
205	11233 53331	 * 	179.33	DCR|3AART|2DMG|2VULN	15aAART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9CGEN
206	13624 53331	   	179.33	DCR|3AART|2DMG|2VULN	13aAART|27VULN|4LIT|57FEWX|67DMG|7BPWR|8RCR|9CGEN
207	22131 42354	   	179.29	ACR|3VULN|2DMG|1AART	1TLV|25DMG|3RCR|4BEXP|68aVULN|7DUST|9AART
208	13222 53324	   	179.27	DCR|3VULN|2DMG|1AART	1AART|27aVULN|359LHND|47LIT|67DMG|7BPWR|8RCR
209	13222 53355	   	179.27	DCR|3VULN|2DMG|1AART	1AART|27aVULN|35LHND|47LIT|67DMG|7BPWR|8RCR|9RMIN
210	13424 53321	   	179.27	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57FEWX|67DMG|7BPWR|8RCR|9LHND|aLWND
211	13424 53322	   	179.27	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57FEWX|67DMG|7BPWR|8RCR|9aLHND
212	13424 53323	   	179.27	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57FEWX|67DMG|7BPWR|8RCR|9LHND|aCGEN
213	13426 53321	   	179.27	DCR|3VULN|2DMG|1AART	1AART|237VULN|4aLIT|579LHND|67DMG|7BPWR|8RCR
214	13426 53323	   	179.27	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|579LHND|67DMG|7BPWR|8RCR|aDMSP
215	13426 53331	   	179.27	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57LHND|67DMG|7BPWR|8RCR|9FEWX|aLWND
216	13426 53332	   	179.27	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57aLHND|67DMG|7BPWR|8RCR|9FEWX
217	13426 53333	   	179.27	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57LHND|67DMG|7BPWR|8RCR|9FEWX|aCGEN
218	13323 53331	   	179.23	DCR|3AART|2DMG|2VULN	15aAART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9CGEN
219	13424 53333	   	179.17	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57FEWX|67DMG|7BPWR|8RCR|9CGEN|aERES
220	13426 53322	   	179.17	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|579LHND|67DMG|7BPWR|8RCR|aMBVNT
221	13625 53331	   	179.13	DCR|3AART|2DMG|2VULN	13aAART|27VULN|4LIT|57DUST|67DMG|7BPWR|8RCR|9CGEN
222	13425 53321	   	179.07	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57DUST|67DMG|7BPWR|8RCR|9LHND|aLWND
223	13425 53322	   	179.07	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57DUST|67DMG|7BPWR|8RCR|9aLHND
224	13425 53323	   	179.07	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57DUST|67DMG|7BPWR|8RCR|9LHND|aCGEN
225	13425 53333	   	178.97	DCR|3VULN|2DMG|1AART	1AART|237VULN|4LIT|57DUST|67DMG|7BPWR|8RCR|9CGEN|aERES
226	22126 11526	   	178.89	ACR|3DMG|2VULN|1AART	1TLV|258DMG|3RCR|45CGEN|5BPWR|67VULN|9RPLT|aAART
227	32263 11223	   	178.79	ACR|4VULN|1AART|1CDMG|1ZMB	1LHND|256aVULN|3CDMG|4RCR|7ZMB|8AART|9LWND
228	51233 53331	   	178.73	DCR|3AART|2DMG|2VULN	17LIT|25aAART|3FEWX|47VULN|67DMG|7BPWR|8RCR|9CGEN
229	13435 32513	   	178.72	ACR|3VULN|1AART|1CDMG|2DUR|1ZMB	1AART|236VULN|4FEWX|5RCR|7ZMB|8CDMG|9aDUR
230	32263 11251	   	178.57	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1LHND|256VULN|3CDMG|4RCR|7ZMB|8AART|9ASPD|aDUR
231	13635 24311	   	178.39	ACR|4VULN|2AART|1ZMB	13AART|279aVULN|48FEWX|5RCR|6ZMB
232	13635 32311	   	178.39	ACR|4VULN|2AART|1ZMB	13AART|269aVULN|48FEWX|5RCR|7ZMB
233	22141 22463	 * 	178.34	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1TLV|25DMG|3RCR|4DUR|6LIT|7VULN|8AART|9CDMG|aZMB
234	13622 51163	   	178.28	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	13AART|2aVULN|4LIT|5RCR|6DMG|7DUR|8CGEN|9CDMG
235	22126 11224	 * 	178.28	ACR|3VULN|3DMG|1ASPD	1TLV|25aDMG|3RCR|45CGEN|5BPWR|678VULN|9ASPD
236	13366 22423	 * 	178.18	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	19AART|2VULN|3DUST|4CDMG|5RCR|6BEXP|78DMG|aDUR
237	32266 51213	   	178.04	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	15LHND|26aVULN|36CDMG|4RCR|6BPWR|7ZMB|8AART|9DUR
238	32263 51211	   	178.04	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	1LHND|256VULN|36CDMG|4RCR|6BPWR|7ZMB|8AART|9DUR|aLIT
239	32263 51212	   	178.04	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	1aLHND|256VULN|36CDMG|4RCR|6BPWR|7ZMB|8AART|9DUR
240	32263 51214	   	178.04	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	1LHND|256VULN|36CDMG|4RCR|6BPWR|7ZMB|8AART|9DUR|aRMIN
241	32263 51216	   	178.04	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	1LHND|256VULN|36CDMG|4RCR|6BPWR|7ZMB|8AART|9DUR|aCGEN
242	32263 51231	   	178.04	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	1LHND|256VULN|36CDMG|4RCR|6BPWR|7ZMB|8AART|9CGEN|aDUR
243	32263 51252	   	178.04	ACR|3VULN|1AART|2CDMG|1ZMB|1ASPD	1LHND|256VULN|36CDMG|4RCR|6BPWR|7ZMB|8AART|9ASPD|aLIT
244	32263 51253	   	178.04	ACR|3VULN|1AART|2CDMG|1ZMB|1ASPD	1LHND|256VULN|36CDMG|4RCR|6BPWR|7ZMB|8AART|9ASPD|aFEWX
245	32263 51215	   	177.94	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	1LHND|256VULN|36CDMG|4RCR|6BPWR|7ZMB|8AART|9DUR|aERES
246	13615 32523	   	177.94	ACR|3VULN|2AART|1CDMG|1ZMB	13AART|26aVULN|4LHND|5RCR|7ZMB|8CDMG|9LWND
247	22114 51631	   	177.93	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	1TLV|26DMG|3RCR|4LIT|5aAART|7ZMB|8ASPD|9VULN
248	11231 53331	   	177.87	DCR|2AART|2DMG|2VULN	1aAART|27LIT|3FEWX|47VULN|5RCVC|67DMG|7BPWR|8RCR|9CGEN
249	13221 53351	   	177.87	DCR|2AART|2VULN|2DMG	1aAART|27VULN|3LHND|47LIT|5RCVC|67DMG|7BPWR|8RCR|9RMIN
250	13435 23216	   	177.84	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|4FEWX|5RCR|6ZMB|7DUR|8DMG|9LWND|aCDMG
251	13321 53331	   	177.77	DCR|2AART|2DMG|2VULN	1aAART|27VULN|3DUST|47LIT|5RCVC|67DMG|7BPWR|8RCR|9CGEN
252	13422 31463	   	177.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|4LIT|5RCR|6TLV|7DUR|8DMG|9CDMG|aZMB
253	13422 51363	   	177.74	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|4LIT|5RCR|6DMG|7DUR|8ERES|9CDMG|aZMB
254	13422 52363	   	177.71	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|23VULN|4LIT|5RCR|68DMG|7ASPD|9FEWX|aDUR
255	13422 52353	   	177.61	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1AART|23VULN|4LIT|5RCR|68DMG|7ASPD|9DUST|aDUR
256	11231 53341	   	177.42	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27LIT|3FEWX|47VULN|5RCVC|67DMG|7BPWR|8RCR|9ZMB|aDMSP
257	11231 53344	   	177.42	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27LIT|3FEWX|47VULN|5RCVC|67DMG|7BPWR|8RCR|9ZMB|aCGEN
258	11231 53346	   	177.42	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27LIT|3FEWX|47VULN|5RCVC|67DMG|7BPWR|8RCR|9ZMB|aMLV
259	13221 53344	   	177.42	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27VULN|3LHND|47LIT|5RCVC|67DMG|7BPWR|8RCR|9ZMB|aCGEN
260	13221 53346	   	177.42	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27VULN|3LHND|47LIT|5RCVC|67DMG|7BPWR|8RCR|9ZMB|aMLV
261	22131 63443	 * 	177.35	ACR|3DMG|1AART|1VULN|1CDMG	1TLV|258DMG|3RCR|4BEXP|6RCVC|7VULN|9CDMG|aAART
262	13321 53341	   	177.32	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27VULN|3DUST|47LIT|5RCVC|67DMG|7BPWR|8RCR|9ZMB|aDMSP
263	13321 53344	   	177.32	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27VULN|3DUST|47LIT|5RCVC|67DMG|7BPWR|8RCR|9ZMB|aCGEN
264	13321 53346	   	177.32	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27VULN|3DUST|47LIT|5RCVC|67DMG|7BPWR|8RCR|9ZMB|aMLV
265	13221 53343	   	177.32	DCR|2VULN|2DMG|1AART|1ZMB	1AART|27VULN|3LHND|47LIT|5RCVC|67DMG|7BPWR|8RCR|9ZMB|aERES
266	12412 51454	   	177.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|2DUR|3VULN|4MBVNT|5ZMB|6LIT|7aDMG|8RCR|9CDMG
267	51231 53331	   	177.27	DCR|2AART|2DMG|2VULN	17LIT|2aAART|3FEWX|47VULN|5RCVC|67DMG|7BPWR|8RCR|9CGEN
268	22152 42363	   	177.14	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1TLV|29DMG|3RCR|4RPLT|5ZMB|6DUR|7CDMG|8VULN|aAART
269	22114 51335	   	177.14	ACR|2VULN|2DMG|1AART|1ZMB	1TLV|26DMG|3RCR|4LIT|5AART|7ZMB|8RMIN|9aVULN
270	13442 32161	   	177.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|23VULN|4CDMG|57BEXP|69DMG|8RCR|aRMIN
271	13442 32162	   	177.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|23VULN|4CDMG|57BEXP|69DMG|8RCR|aFEWX
272	13442 32163	   	177.06	DCR|2VULN|2DMG|1AART|1CDMG	1AART|23VULN|4CDMG|57BEXP|69DMG|8RCR|aLHND
273	22114 13463	   	177.04	ACR|2VULN|2DMG|1AART|1ZMB	1TLV|28DMG|3RCR|4LIT|5AART|6DUST|7ZMB|9aVULN
274	22131 46523	   	177.01	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1TLV|25DMG|3RCR|4BEXP|67VULN|8ASPD|9DUR|aAART
275	22141 44313	   	177.01	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1TLV|25DMG|3RCR|4DUR|68VULN|7FEWX|9ASPD|aAART
276	13622 52336	   	176.94	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	13AART|2VULN|4LIT|5RCR|68DMG|7ASPD|9ZMB|aRCVC
277	22141 42313	   	176.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1TLV|25DMG|3RCR|4DUR|68VULN|7DUST|9ASPD|aAART
278	22141 56313	   	176.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	1TLV|25DMG|3RCR|4DUR|6DUST|78VULN|9ASPD|aAART
279	51231 53341	   	176.82	DCR|2VULN|2DMG|1AART|1ZMB	17LIT|2AART|3FEWX|47VULN|5RCVC|67DMG|7BPWR|8RCR|9ZMB|aDMSP
280	32263 52532	 * 	176.80	ACR|4VULN|1DMG|2CDMG|1ASPD	1LHND|2568VULN|36CDMG|4RCR|6BPWR|7FEWX|9DMG|aASPD
281	13622 53235	   	176.78	ACR|2AART|2DMG|2VULN	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8CGEN|9BEXP|aRCVC
282	13622 53316	   	176.78	ACR|2AART|2VULN|2DMG	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9CGEN|aRCVC
283	13435 36232	   	176.75	ACR|3VULN|1AART|1DMG|2ZMB	1AART|236VULN|47FEWX|5RCR|8DMG|9aZMB
284	13622 53226	   	176.68	ACR|2AART|2VULN|2DMG	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8CGEN|9ERES|aRCVC
285	13622 53326	   	176.68	ACR|2AART|2VULN|2DMG	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9TLV|aRCVC
286	13415 22234	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	1AART|23aVULN|4LHND|5RCR|69ZMB|7DUST|8DMG
287	13435 22234	   	176.65	ACR|3VULN|1AART|1DMG|2ZMB	1AART|23aVULN|4FEWX|5RCR|69ZMB|7DUST|8DMG
288	13261 16423	   	176.57	DCR|3DMG|2VULN|1AART	1AART|28VULN|3LHND|48aDMG|5ERES|6BEXP|78DUST|8BPWR|9RCR
289	32263 52232	   	176.54	ACR|3VULN|3CDMG|1AART|1ZMB	1LHND|256VULN|368CDMG|4RCR|6BPWR|7FEWX|9AART|aZMB
290	13415 31523	   	176.53	ACR|4VULN|1AART|1CDMG|1DUR	1AART|236aVULN|4LHND|5RCR|7CGEN|8CDMG|9DUR
291	32425 22223	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1LHND|24VULN|3DUR|5AART|6ZMB|7DUST|8aDMG|9RCR
292	33325 22223	   	176.46	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1LHND|2DUR|34VULN|5AART|6ZMB|7DUST|8aDMG|9RCR
293	11233 53335	   	176.37	DCR|2AART|2DMG|2VULN	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9CGEN|aRCVC
294	11233 53366	   	176.37	DCR|2AART|2VULN|2DMG	15AART|27LIT|3FEWX|47VULN|67DMG|7BPWR|8RCR|9BEXP|aRCVC
295	13323 53335	   	176.27	DCR|2AART|2DMG|2VULN	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9CGEN|aRCVC
296	13323 53366	   	176.27	DCR|2AART|2VULN|2DMG	15AART|27VULN|3DUST|47LIT|67DMG|7BPWR|8RCR|9BEXP|aRCVC
297	25144 38314	   	176.26	DCR|2VULN|2DMG|1AART|1FLTHEA	1TLV|2AART|39DMG|4MBVNT|5LWND|6aVULN|7FLTHEA|8RCR
298	12421 46212	   	176.25	DCR|2VULN|2DMG|1AART|2DUR	1AART|2aDUR|3aVULN|4LIT|5RCVC|6RPLT|7LHND|8aDMG|9RCR|aBPWR
299	32121 53345	   	176.22	DCR|2VULN|2DMG|1AART|1ZMB	17LHND|2aVULN|3AART|47LIT|5RCVC|67DMG|7BPWR|8RCR|9ZMB
300	12421 44212	   	176.15	DCR|2VULN|2DMG|1AART|2DUR	1AART|2aDUR|3aVULN|4LIT|5RCVC|6RPLT|7DUST|8aDMG|9RCR|aBPWR
301	13415 35213	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2369VULN|4LHND|5RCR|7DMSP|8DMG|aRPLT
302	13435 36213	   	176.00	ACR|4VULN|1AART|1DMG	1AART|2369VULN|47FEWX|5RCR|8DMG|aRPLT
303	13245 35211	   	176.00	ACR|4VULN|1AART|1DMG	1AART|269aVULN|34LHND|5RCR|7DMSP|8DMG
304	22135 12621	   	175.93	ACR|3DMG|1AART|1VULN|2DUR	19TLV|279DMG|3RCR|4BEXP|5LWND|6AART|89DUR|9BPWR|aVULN
305	13415 35212	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2369VULN|4LHND|5RCR|7DMSP|8DMG|aDUST
306	13435 36212	   	175.90	ACR|4VULN|1AART|1DMG	1AART|2369VULN|47FEWX|5RCR|8DMG|aDUST
307	22131 22421	   	175.78	ACR|2VULN|2DMG|2AART	1TLV|25DMG|3RCR|4BEXP|6LIT|79VULN|8aAART
308	51233 53335	   	175.77	DCR|2AART|2DMG|2VULN	17LIT|25AART|3FEWX|47VULN|67DMG|7BPWR|8RCR|9CGEN|aRCVC
309	22544 38314	   	175.66	DCR|2VULN|2DMG|1AART|1FLTHEA	1TLV|29DMG|3AART|4MBVNT|5LWND|6aVULN|7FLTHEA|8RCR
310	22324 31542	   	175.64	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR|1ASPD	13TLV|23DMG|3BPWR|4CDMG|5DUR|68VULN|7RCR|9ZMB|aASPD
311	13622 51143	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	13AART|2aVULN|4LIT|5RCR|6DMG|7DUR|8CGEN|9ZMB
312	13622 51243	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	13AART|2aVULN|4LIT|5RCR|6DMG|7DUR|8MLV|9ZMB
313	13622 52331	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	13AART|2VULN|4aLIT|5RCR|68DMG|7ASPD|9ZMB
314	13622 52332	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	13AART|2VULN|4LIT|5RCR|68DMG|7ASPD|9ZMB|aRPLT
315	13622 52343	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1ASPD	13AART|2VULN|4LIT|5RCR|68DMG|7ASPD|9RPLT|aZMB
316	13635 21263	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	13AART|2VULN|4FEWX|5RCR|6ZMB|7LWND|8aDMG|9DUR
317	13635 23213	   	175.63	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	13AART|2VULN|4FEWX|5RCR|6ZMB|7DUR|8aDMG|9LWND
318	13635 23222	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	13AART|2aVULN|4FEWX|5RCR|6ZMB|7DUR|8DMG|9RMIN
319	13635 23242	   	175.63	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	13AART|2aVULN|4FEWX|5RCR|6ZMB|7DUR|8DMG|9CGEN
320	13415 23513	   	175.63	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1AART|23aVULN|4LHND|5RCR|6ZMB|7RCVC|8CDMG|9DUR
321	13422 52251	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	1aAART|23VULN|4LIT|5RCR|6DMG|7ASPD|8TLV|9ZMB
322	13615 22263	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	13AART|2VULN|4LHND|5RCR|6ZMB|7DUST|8aDMG|9DUR
323	13622 31443	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	13AART|2aVULN|4LIT|5RCR|6TLV|7DUR|8DMG|9ZMB
324	13622 51343	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	13AART|2aVULN|4LIT|5RCR|6DMG|7DUR|8ERES|9ZMB
325	13622 52143	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	13AART|2aVULN|4LIT|5RCR|6DMG|7ASPD|8DUST|9ZMB
326	13635 22263	   	175.53	ACR|2AART|2DMG|1VULN|1ZMB|1DUR	13AART|2VULN|4FEWX|5RCR|6ZMB|7DUST|8aDMG|9DUR
327	15625 32232	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	13AART|2LHND|4DUR|5RCR|6aVULN|7DMG|8NUKE|9ZMB
328	13622 22642	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1ASPD	13AART|29VULN|4LIT|5RCR|6BASICY|7DMG|8ZMB|aASPD
329	13622 22643	   	175.53	ACR|2AART|2VULN|1DMG|1ZMB|1DUR	13AART|29VULN|4LIT|5RCR|6BASICY|7DMG|8ZMB|aDUR
330	13622 53213	   	175.48	ACR|2AART|2DMG|2VULN	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|89CGEN|aFEWX
331	13622 53215	   	175.48	ACR|2AART|2DMG|2VULN	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|89CGEN|aBEXP
332	13622 53234	   	175.48	ACR|2AART|2DMG|2VULN	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8aCGEN|9BEXP
333	13622 53241	   	175.48	ACR|2AART|2DMG|2VULN	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8CGEN|9RPLT|aLHND
334	13622 53242	   	175.48	ACR|2AART|2DMG|2VULN	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8aCGEN|9RPLT
335	13622 53311	   	175.48	ACR|2AART|2VULN|2DMG	13AART|27VULN|47aLIT|5RCR|67DMG|7BPWR|8RMIN|9CGEN
336	13622 53313	   	175.48	ACR|2AART|2VULN|2DMG	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9CGEN|aDMSP
337	13622 53341	   	175.48	ACR|2AART|2VULN|2DMG	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9RPLT|aLHND
338	13622 53342	   	175.48	ACR|2AART|2VULN|2DMG	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9RPLT|aCGEN
339	13622 53361	   	175.48	ACR|2AART|2VULN|2DMG	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8RMIN|9FEWX|aDMSP
340	13622 53521	   	175.48	ACR|2AART|2DMG|2VULN	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8FEWX|9LHND|aLWND
341	13622 53522	   	175.48	ACR|2AART|2DMG|2VULN	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8FEWX|9aLHND
342	13622 53523	   	175.48	ACR|2AART|2DMG|2VULN	13AART|27VULN|47LIT|5RCR|67DMG|7BPWR|8FEWX|9LHND|aCGEN
