0	Index      	 *	Score 	Summary	Detail	
1	32622 64132	 * 	203.49	DCR|2VULN|2DMG|1AART|1ASPD	149BEXP|2aDMG|3AART|5ASPD|6aVULN|7RCR|8aLWND|aBPWR
160	15313 34632	 * 	179.44	DCR|2ASPD|1VULN|2CDMG|1DMG	1RPLT|29ASPD|39LWND|4DMG|58ERES|69CDMG|7RCR|9BPWR|aVULN
161	33622 64132	 * 	179.39	DCR|2VULN|1AART|1ASPD|2ZMB	149BEXP|2aZMB|3AART|5ASPD|6aVULN|7RCR|8aLWND|aBPWR
162	14112 61363	   	179.38	DCR|3VULN|2DMG	1RPLT|279BEXP|39aVULN|4LHND|5TLV|6RCR|89DMG|9BPWR
163	15422 22531	   	179.22	ACR|3ASPD|2VULN|1DMG|1CDMG	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6LIT|7DMG|89BEXP|aCDMG
164	32132 34581	 * 	179.17	DCR|3VULN|2CDMG|1DMG	1BEXP|2DMG|3AIRARM|45CDMG|68aVULN|7MBVNT|9RCR
165	22122 44431	   	179.08	DCR|3VULN|2DMG	1FEWX|24DMG|34AIRARM|4BPWR|5DUST|6RCR|789VULN|aSNIFST
166	22122 44432	   	179.08	DCR|3VULN|2DMG	1FEWX|24DMG|34AIRARM|4BPWR|5DUST|6RCR|789VULN|aBEXP
167	13532 88121	   	179.03	DCR|2VULN|2DMG|2CDMG	1RPLT|27TLV|38CDMG|47VULN|5MBVNT|67DMG|7BPWR|9RCR|aLWND
168	32432 34381	   	179.03	DCR|2VULN|2DMG|2CDMG	1BEXP|28DMG|3SPLJET|45CDMG|6aVULN|7MBVNT|9RCR
169	15422 22131	   	179.02	ACR|3ASPD|2VULN|1DMG|1CDMG	1RPLT|239ASPD|39BPWR|4RCR|59VULN|6LIT|7DMG|89DUST|aCDMG
170	32534 32613	   	179.02	DCR|2AART|2DMG|1VULN	19BEXP|29DMG|3CGEN|4VULN|5aAART|6DLOT|7RCR|89AME|9BPWR
171	33631 14611	 * 	179.01	DCR|3ZMB|1VULN|1AART|1ASPD|2DUR	18BEXP|278ZMB|3AART|4ASPD|5LWND|68DUR|8BPWR|9VULN|aRCR
172	13662 34232	 * 	178.99	DCR|2VULN|2CDMG|1ASPD|2ZMB	1RPLT|2TLV|39ZMB|4ASPD|5aVULN|68CDMG|7RCR
173	22122 44433	   	178.98	DCR|3VULN|2DMG|1MSE	1FEWX|24DMG|34AIRARM|4BPWR|5DUST|6RCR|789VULN|aMSE
174	13532 15612	   	178.96	DCR|4VULN|2CDMG	1RPLT|29TLV|36CDMG|468aVULN|5MBVNT|6BPWR|7RCR
175	13532 88124	   	178.93	DCR|2VULN|2DMG|2CDMG	1RPLT|27TLV|38CDMG|47VULN|5MBVNT|67DMG|7BPWR|9RCR|aCANSTR
176	32132 34381	   	178.93	DCR|2VULN|2DMG|2CDMG	1BEXP|28DMG|3AIRARM|45CDMG|6aVULN|7MBVNT|9RCR
177	33233 43123	 * 	178.89	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR|2ZMB	1BEXP|25ZMB|34DUR|6VULN|7CDMG|8DMG|9ASPD|aRCR
178	32622 33221	   	178.81	DCR|2DMG|1VULN|1AART|1ASPD	14BEXP|2aDMG|3AART|5ASPD|6DLOT|7VULN|8LWND|9RCR
179	32634 33221	   	178.81	DCR|2DMG|1VULN|1AART|1ASPD	1BEXP|2aDMG|3AART|4ASPD|5RCVC|6DLOT|7VULN|8LWND|9RCR
180	32534 31121	   	178.71	DCR|2DMG|1VULN|1AART|1ASPD	1BEXP|2aDMG|3CGEN|4VULN|5AART|6DLOT|7ASPD|8ERES|9RCR
181	32534 31321	   	178.71	DCR|2DMG|1VULN|1AART|1ASPD	1BEXP|2aDMG|3CGEN|4VULN|5AART|6DLOT|7ASPD|8TLV|9RCR
182	15411 21732	   	178.64	DCR|3ASPD|1VULN|1AART|1ZMB	1RPLT|238ASPD|3BPWR|4CGEN|5AART|6ZMB|7MBVNT|9RCR|aVULN
183	15432 21732	   	178.64	DCR|3ASPD|1VULN|1AART|1ZMB	1RPLT|238ASPD|3BPWR|4AART|5CGEN|6ZMB|7MBVNT|9RCR|aVULN
184	32341 56123	   	178.46	DCR|2DMG|2ASPD|1CDMG|1ZMB|1DUR	1BEXP|24DMG|3FEWX|5DUR|69ASPD|7ZMB|8CDMG|aRCR
185	12111 52236	   	177.97	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2MLV|3LIT|4DMG|5LHND|6RCR|7AART|8aVULN|9ZMB
186	12613 33226	   	177.97	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2MLV|3ZMB|4AART|5LIT|6RCR|7LWND|8aVULN|9DMG
187	15131 52236	   	177.97	DCR|2VULN|1AART|1ASPD|1ZMB	1RPLT|2ASPD|3LIT|4AME|5LHND|6RCR|7AART|8aVULN|9ZMB
188	15513 33236	   	177.97	DCR|2VULN|1AART|1ASPD|1ZMB	1RPLT|2ASPD|3AME|4AART|5LIT|6RCR|7LWND|8aVULN|9ZMB
189	14113 61362	   	177.90	DCR|2VULN|2DMG|1CDMG	1RPLT|279BEXP|39VULN|4LHND|5AME|6RCR|89DMG|9BPWR|aCDMG
190	15423 32512	 * 	177.80	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|23ASPD|3BPWR|4RCR|5BEXP|6CDMG|7DUR|8VULN|9DMG|aAART
191	14112 61362	   	177.80	DCR|2VULN|2DMG|1CDMG	1RPLT|279BEXP|39VULN|4LHND|5TLV|6RCR|89DMG|9BPWR|aCDMG
192	32662 21612	   	177.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1BEXP|2DMG|3AART|4MDPS|5MLV|6CDMG|7AME|8aVULN|9RCR
193	22313 13612	   	177.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	13FEWX|2DMG|4aVULN|5LWND|6MDPS|7AART|8CDMG|9RCR
194	22325 13612	   	177.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	13FEWX|2DMG|4LHND|5aVULN|6MDPS|7AART|8CDMG|9RCR
195	22534 32612	   	177.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1FEWX|2DMG|3CGEN|4aVULN|5AART|6MLV|7MDPS|8CDMG|9RCR
196	22632 26612	   	177.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1FEWX|2DMG|3AART|4MDPS|5aVULN|67LWND|8CDMG|9RCR
197	22632 43612	   	177.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1FEWX|2DMG|3AART|4MDPS|5aVULN|6RCVC|7LHND|8CDMG|9RCR
198	32315 13612	   	177.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	14BEXP|2DMG|3FEWX|5aVULN|6MDPS|7AART|8CDMG|9RCR
199	15422 32112	   	177.70	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|23ASPD|3BPWR|4RCR|5VULN|6CDMG|7DUR|8DUST|9DMG|aAART
200	15425 33212	   	177.70	ACR|2ASPD|1VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|23ASPD|3BPWR|4RCR|5DUR|6CDMG|7DUST|8VULN|9DMG|aAART
201	22355 13612	   	177.69	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	13FEWX|2DMG|4DUST|5aVULN|6MDPS|7AART|8CDMG|9RCR
202	22536 13612	   	177.69	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1FEWX|2DMG|3CGEN|4aVULN|5ERES|6MDPS|7AART|8CDMG|9RCR
203	32536 13612	   	177.69	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	1BEXP|2DMG|3CGEN|4aVULN|5ERES|6MDPS|7AART|8CDMG|9RCR
204	32623 61431	   	177.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	145BEXP|2DMG|3AART|6RCR|7ZMB|8ASPD|9VULN|aMLV
205	32623 61432	   	177.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	145BEXP|2DMG|3AART|6RCR|7ZMB|8ASPD|9VULN|aLWND
206	23235 51312	   	177.50	DCR|2VULN|2DMG|2ZMB|1DUR	1FEWX|2aZMB|3DUR|4LHND|5aVULN|6RPLT|7BEXP|8aDMG|9RCR|aBPWR
207	23235 54312	   	177.50	DCR|2VULN|2DMG|2ZMB|1DUR	1FEWX|2aZMB|3DUR|4LHND|5aVULN|6RPLT|7LWND|8aDMG|9RCR|aBPWR
208	14122 21652	   	177.44	DCR|2ASPD|1VULN|1AART|1DMG	1RPLT|2BEXP|3VULN|4RMIN|56ASPD|7ERES|8RCR|9AART|aDMG
209	16122 21652	   	177.44	DCR|2ASPD|1VULN|1AART|1DMG	1RPLT|2FEWX|3VULN|4RMIN|56ASPD|7ERES|8RCR|9AART|aDMG
210	15422 32522	 * 	177.42	ACR|3VULN|2ASPD|1CDMG|2DUR	1RPLT|23ASPD|3BPWR|4RCR|58aVULN|6CDMG|79DUR
211	12532 11536	   	177.27	DCR|3VULN|2CDMG|1DMG	1RPLT|2MLV|36CDMG|468VULN|5MBVNT|6BPWR|7TSLFST|9DMG|aRCR
212	23534 22322	   	177.25	DCR|3AART|2VULN|1ZMB	1FEWX|2ZMB|3CGEN|48VULN|59aAART|6BEXP|7RCR
213	13532 11536	   	177.17	DCR|3VULN|2CDMG|1DMG	1RPLT|2TLV|36CDMG|468VULN|5MBVNT|6BPWR|7TSLFST|9DMG|aRCR
214	22632 14214	 * 	177.17	DCR|3VULN|1MDPS|1AART|1DMG|1AAC	1FEWX|2DMG|3AART|4MDPS|579VULN|6AAC|8MSLREG|aRCR
215	32343 61112	   	177.10	DCR|3DMG|2VULN	1BEXP|245DMG|35FEWX|5BPWR|6RCR|7TLV|8aVULN|9LWND
216	32343 66112	 * 	177.10	DCR|3DMG|2VULN|1AAC	1BEXP|245DMG|35FEWX|5BPWR|6RCR|7AAC|8aVULN|9LWND
217	32623 61261	 * 	177.06	DCR|1VULN|1AART|1DMG|1CDMG|2ZMB	145BEXP|2DMG|3AART|6RCR|78ZMB|9VULN|aCDMG
218	22632 13214	 * 	176.93	DCR|2VULN|2DMG|1MDPS|1AART|1AAC	1FEWX|27DMG|3AART|4MDPS|59VULN|6AAC|8MSLREG|aRCR
219	32532 65323	 * 	176.91	DCR|2DMG|1VULN|2CDMG|1ASPD	17BEXP|27DMG|38CGEN|4VULN|5MBVNT|67CDMG|7BPWR|9ASPD|aRCR
220	22122 44422	   	176.90	DCR|3DMG|2VULN	1FEWX|24aDMG|34AIRARM|4BPWR|5DUST|6RCR|78VULN|9BEXP
221	32343 61134	   	176.78	DCR|3DMG|1VULN|1ASPD	1BEXP|245DMG|35FEWX|5BPWR|6RCR|7TLV|8VULN|9MLV|aASPD
222	32343 61212	   	176.78	DCR|3DMG|1AART|1ASPD	18BEXP|245DMG|35FEWX|5BPWR|6RCR|7TLV|9ASPD|aAART
223	32343 61213	   	176.78	DCR|3DMG|1VULN|1ASPD	18BEXP|245DMG|35FEWX|5BPWR|6RCR|7TLV|9ASPD|aVULN
224	32343 63212	   	176.78	DCR|3DMG|1AART|1ASPD	1BEXP|245DMG|35FEWX|5BPWR|6RCR|7DMSP|8TLV|9ASPD|aAART
225	32343 63213	   	176.78	DCR|3DMG|1VULN|1ASPD	1BEXP|245DMG|35FEWX|5BPWR|6RCR|7DMSP|8TLV|9ASPD|aVULN
226	32343 66212	 * 	176.78	DCR|3DMG|1AART|1ASPD|1AAC	18BEXP|245DMG|35FEWX|5BPWR|6RCR|7AAC|9ASPD|aAART
227	32343 66213	 * 	176.78	DCR|3DMG|1VULN|1ASPD|1AAC	18BEXP|245DMG|35FEWX|5BPWR|6RCR|7AAC|9ASPD|aVULN
228	22221 32615	 * 	176.77	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1FEWX|2DMG|3aDUR|4DUST|5SNIFST|6AART|7ASPD|8RCR|9VULN
229	22413 32615	   	176.77	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1FEWX|2DMG|3SPLJET|4DUST|5aDUR|6AART|7ASPD|8RCR|9VULN
230	32413 32615	   	176.77	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1BEXP|2DMG|3SPLJET|4DUST|5aDUR|6AART|7ASPD|8RCR|9VULN
231	22113 32615	   	176.67	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1FEWX|2DMG|3AIRARM|4DUST|5aDUR|6AART|7ASPD|8RCR|9VULN
232	32113 32615	   	176.67	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1BEXP|2DMG|3AIRARM|4DUST|5aDUR|6AART|7ASPD|8RCR|9VULN
233	23652 33623	   	176.67	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB	1FEWX|24ZMB|3AART|5ASPD|6DLOT|7TLV|8RCR|9VULN|aDMG
234	22121 52661	 * 	176.58	DCR|3DMG|1VULN|1NUKE	1FEWX|248DMG|34AIRARM|4BPWR|5DMSP|6RCR|7DUST|9VULN|aNUKE
235	22122 42661	   	176.58	DCR|3DMG|1VULN|1NUKE	1FEWX|248DMG|34AIRARM|4BPWR|5DUST|6RCR|7AELBLL|9VULN|aNUKE
236	15423 24331	   	176.43	ACR|3ASPD|2DMG|1VULN|1CDMG	1RPLT|239ASPD|39BPWR|4RCR|59BEXP|6LIT|7VULN|89DMG|aCDMG
237	32315 53123	   	176.34	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	14BEXP|2DMG|3FEWX|5VULN|69ASPD|7ZMB|8CDMG|aRCR
238	12662 34112	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2MLV|3ZMB|4ASPD|5VULN|6CDMG|7RCR|8DUST|9DMG|aDUR
239	22355 53123	   	176.24	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	13FEWX|2DMG|4DUST|5VULN|69ASPD|7ZMB|8CDMG|aRCR
240	13662 34112	   	176.23	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1RPLT|2TLV|3ZMB|4ASPD|5VULN|6CDMG|7RCR|8DUST|9DMG|aDUR
241	26214 32232	 * 	176.16	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2RMIN|3DUR|4BEXP|56AART|7RCR|8ZMB|9VULN|aCDMG
242	36254 32232	   	176.16	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2RMIN|3DUR|4FEWX|56AART|7RCR|8ZMB|9VULN|aCDMG
243	36334 32232	   	176.16	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2RMIN|3FEWX|4DUR|56AART|7RCR|8ZMB|9VULN|aCDMG
244	23626 12342	   	176.16	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2ZMB|39AART|4BEXP|5RMIN|6DUR|7RCR|8VULN|aCDMG
245	42311 22154	 * 	176.12	DCR|3VULN|1MDPS|2ASPD|1DUR	1AME|2DUR|3MDPS|4FEWX|568VULN|79ASPD|aRCR
246	42321 22154	   	176.12	DCR|3VULN|1MDPS|2ASPD|1DUR	1AME|2DUR|3MDPS|4LWND|568VULN|79ASPD|aRCR
247	26224 32232	   	176.06	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2RMIN|3DUR|4DUST|56AART|7RCR|8ZMB|9VULN|aCDMG
248	42634 12232	 * 	176.06	DCR|2AART|1MDPS|1VULN|1CDMG|1ZMB|1DUR	1AME|2DUR|35AART|4MDPS|6RCVC|7RCR|8ZMB|9VULN|aCDMG
249	42636 32232	   	176.06	DCR|2AART|1MDPS|1VULN|1CDMG|1ZMB|1DUR	1AME|2DUR|36AART|4MDPS|5RCVC|7RCR|8ZMB|9VULN|aCDMG
250	15632 32523	 * 	175.99	DCR|2VULN|1ASPD|1CDMG|2DUR|1ZMB	1RPLT|2ASPD|3ZMB|4RMIN|58VULN|6CDMG|79DUR|aRCR
251	33622 64331	   	175.97	DCR|2VULN|1AART|1ASPD|1ZMB	14BEXP|2ZMB|3AART|5ASPD|6aVULN|7RCR|8RPLT|9BELT
252	12111 52243	   	175.94	DCR|2VULN|1AART|1DMG|1DUR	1RPLT|2MLV|3LIT|4DMG|5LHND|6RCR|7AART|8aVULN|9DUR
253	15131 52243	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1RPLT|2ASPD|3LIT|4AME|5LHND|6RCR|7AART|8aVULN|9DUR
254	15513 33243	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1RPLT|2ASPD|3AME|4AART|5LIT|6RCR|7LWND|8aVULN|9DUR
255	23243 31663	 * 	175.89	DCR|2VULN|1DMG|1CDMG|2DUR|1AAC|1ZMB	1FEWX|2ZMB|38DUR|4DMG|5AAC|6CDMG|79VULN|aRCR
256	22612 24225	   	175.87	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2DMG|3AART|4MLV|5ERES|6ZMB|7RCR|8DMSP|9aVULN
257	32612 24225	   	175.87	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2DMG|3AART|4MLV|5ERES|6ZMB|7RCR|8DMSP|9aVULN
258	33534 32131	   	175.87	DCR|2VULN|1AART|1ASPD|1ZMB	1BEXP|2ZMB|3CGEN|4aVULN|5AART|6DLOT|7RCR|8FEWX|9ASPD
259	15513 35213	   	175.84	DCR|2VULN|1AART|1ASPD|1DUR	1RPLT|2ASPD|3AME|4AART|5LIT|6RCR|7DUST|8aVULN|9DUR
260	32623 65133	   	175.84	DCR|2VULN|1AART|1DMG|1DUR	145BEXP|2DMG|3AART|6RCR|7DUST|89VULN|aDUR
261	22533 31613	 * 	175.83	DCR|3VULN|2AAC|1DMG|1CDMG	1FEWX|2DMG|3CGEN|479VULN|5aAAC|6CDMG|8RCR
262	22313 13624	   	175.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	13FEWX|2DMG|49VULN|5LWND|6MDPS|7AART|8CDMG|aRCR
263	22325 13624	   	175.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	13FEWX|2DMG|4LHND|59VULN|6MDPS|7AART|8CDMG|aRCR
264	32315 13624	   	175.79	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG	14BEXP|2DMG|3FEWX|59VULN|6MDPS|7AART|8CDMG|aRCR
265	33534 32331	   	175.77	DCR|2VULN|1AART|1ASPD|1ZMB	1BEXP|2ZMB|3CGEN|4aVULN|5AART|6DLOT|7RCR|8DUST|9ASPD
266	15422 22611	   	175.74	ACR|2VULN|2DMG|2ASPD|1DUR	1RPLT|23ASPD|3BPWR|4RCR|59VULN|6LIT|78DMG|aDUR
267	22533 13634	 * 	175.69	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1AAC	1FEWX|2DMG|3CGEN|49VULN|5AAC|6MDPS|7AART|8CDMG|aRCR
268	32533 13634	   	175.69	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1AAC	1BEXP|2DMG|3CGEN|49VULN|5AAC|6MDPS|7AART|8CDMG|aRCR
269	23251 43123	   	175.67	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	14FEWX|2ZMB|35DUR|6VULN|7CDMG|8DMG|9ASPD|aRCR
270	33211 43123	   	175.67	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	14BEXP|2ZMB|35DUR|6VULN|7CDMG|8DMG|9ASPD|aRCR
271	13662 34212	   	175.67	DCR|2VULN|2CDMG|1ASPD|1ZMB	1RPLT|29TLV|3ZMB|4ASPD|5aVULN|68CDMG|7RCR
272	32363 31525	 * 	175.66	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|2DMG|35FEWX|4RCR|6CDMG|78VULN|9ASPD|aAART
273	32622 64333	   	175.65	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	14aBEXP|2DMG|3AART|5ASPD|6VULN|7RCR|8ZMB|9LWND
274	15513 31132	   	175.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1RPLT|2ASPD|3AME|4AART|5LIT|6RCR|7DMG|8CGEN|9DUR|aVULN
275	15513 31232	   	175.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1RPLT|2ASPD|3AME|4AART|5LIT|6RCR|7DMG|8RMIN|9DUR|aVULN
276	32623 62433	   	175.63	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	145BEXP|2DMG|3AART|6RCR|7RMIN|8ASPD|9VULN|aDUR
277	32622 64331	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	14BEXP|2DMG|3AART|5ASPD|6VULN|7RCR|8ZMB|9LWND|aDUST
278	33342 47612	   	175.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1BEXP|2ZMB|36FEWX|4DMG|5MBVNT|7RCR|8VULN|9ASPD|aAART
279	15513 31432	 * 	175.53	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1DUR	1RPLT|2ASPD|3AME|4AART|5LIT|6RCR|7DMG|8NUKE|9DUR|aVULN
280	22241 63413	 * 	175.49	DCR|2DMG|1VULN|1ASPD|3DUR|1SELL	1FEWX|24DMG|357DUR|6SELL|8RCR|9VULN|aASPD
281	32241 63413	 * 	175.49	DCR|2DMG|1VULN|1ASPD|3DUR|1SELL	1BEXP|24DMG|357DUR|6SELL|8RCR|9VULN|aASPD
282	15316 32273	 * 	175.47	DCR|2DMG|2ASPD|1CDMG|2DUR	1RPLT|2aASPD|3LWND|4aDMG|5MLV|6CDMG|7aDUR|8MBVNT|9RCR|aBPWR
283	41622 13311	   	175.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AME|2AAC|3BELT|4AART|5LHND|6CDMG|7VULN|8ASPD|9DMG|aRCR
284	41622 13511	   	175.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AME|2AAC|3BELT|4AART|5LHND|6CDMG|7VULN|8DMG|9ASPD|aRCR
285	11514 24131	 * 	175.47	DCR|3ZMB|1VULN|1AART|1ASPD|1AAC|1DUR	1RPLT|2AAC|356ZMB|4AART|7ASPD|8DUR|9RCR|aVULN
286	15513 31263	 * 	175.45	DCR|2DMG|2ASPD|1AART|1AAC	1RPLT|2aASPD|3AME|4AART|5aLIT|6RCR|7aDMG|8RMIN|9AAC|aBPWR
287	15422 33432	 * 	175.43	ACR|2ASPD|3ZMB|1VULN|1AART|1CDMG	1RPLT|23ASPD|3BPWR|4RCR|5VULN|6CDMG|789ZMB|aAART
288	15562 22332	 * 	175.41	DCR|2VULN|2DMG|1MDPS|1ASPD	1RPLT|2ASPD|3AME|47DMG|5aVULN|6LIT|8MDPS|9RCR
289	15313 32273	   	175.37	DCR|2DMG|2ASPD|1CDMG|2DUR	1RPLT|2aASPD|3LWND|4aDMG|5ERES|6CDMG|7aDUR|8MBVNT|9RCR|aBPWR
290	32351 62433	   	175.35	DCR|2DMG|2ASPD|1VULN	19BEXP|25DMG|3FEWX|4BELT|6RCR|7aASPD|8VULN
291	15313 34511	   	175.28	DCR|2DMG|1VULN|1ASPD|1CDMG	1RPLT|2ASPD|3LWND|49DMG|5ERES|6CDMG|7RCR|8VULN|aDMSP
292	15313 34512	   	175.28	DCR|2DMG|1VULN|1ASPD|1CDMG	1RPLT|2ASPD|3aLWND|49DMG|5ERES|6CDMG|7RCR|8VULN
293	15313 34513	   	175.28	DCR|2DMG|1VULN|1ASPD|1CDMG	1RPLT|2ASPD|3LWND|49DMG|5ERES|6CDMG|7RCR|8VULN|aLHND
294	11511 51844	 * 	175.22	DCR|2DMG|3ZMB|1AART|1CDMG|1AAC	1RPLT|2AAC|368ZMB|4AART|58DMG|7MBVNT|8BPWR|9CDMG|aRCR
295	32343 36112	   	175.20	DCR|3DMG|2VULN	1BEXP|245DMG|35FEWX|5BPWR|6MLV|7RCR|8aVULN|9LWND
296	32343 36152	   	175.20	DCR|3DMG|2VULN	1BEXP|245DMG|35FEWX|5BPWR|6MLV|7RCR|8aVULN|9LIT
297	22421 33311	   	175.19	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|24DMG|34SPLJET|4BPWR|5DMSP|6BELT|7VULN|8CDMG|9RCR|aAART
298	32421 33311	   	175.19	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|24DMG|34SPLJET|4BPWR|5DMSP|6BELT|7VULN|8CDMG|9RCR|aAART
299	15313 34115	   	175.18	DCR|2DMG|1VULN|1ASPD|1CDMG	1RPLT|2ASPD|3LWND|49DMG|5ERES|6CDMG|7RCR|8DUST|aVULN
300	15313 34216	   	175.18	DCR|2DMG|1VULN|1ASPD|1CDMG	1RPLT|2ASPD|3LWND|49DMG|5ERES|6CDMG|7RCR|8MBVNT|aVULN
301	15511 31341	   	175.15	DCR|2AART|1VULN|1ASPD|1DMG|1SELL	1RPLT|2ASPD|3AME|48AART|5DMG|6SELL|7MULARM|9VULN|aRCR
302	22243 25261	   	175.10	DCR|2DMG|1MDPS|1AART|1CDMG|2DUR|1ZMB	1FEWX|24DMG|36DUR|5ZMB|7MDPS|8CDMG|9RCR|aAART
303	32243 25261	   	175.10	DCR|2DMG|1MDPS|1AART|1CDMG|2DUR|1ZMB	1BEXP|24DMG|36DUR|5ZMB|7MDPS|8CDMG|9RCR|aAART
304	22261 63253	   	175.00	DCR|2VULN|2DMG|2DUR	1FEWX|25DMG|3aDUR|4BELT|6RCR|78VULN|9MULFIG
305	22121 33311	   	174.99	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|24DMG|34AIRARM|4BPWR|5DMSP|6BELT|7VULN|8CDMG|9RCR|aAART
306	32121 33311	   	174.99	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|24DMG|34AIRARM|4BPWR|5DMSP|6BELT|7VULN|8CDMG|9RCR|aAART
307	32345 13611	   	174.99	DCR|2DMG|1MDPS|1VULN|1AART|1CDMG	1BEXP|24DMG|3FEWX|5VULN|6MDPS|7AART|8CDMG|9RCR|aAELBLL
308	32345 13613	   	174.99	DCR|2DMG|1MDPS|1AART|1VULN|1CDMG	1BEXP|24DMG|3FEWX|5VULN|6MDPS|7AART|8CDMG|9RCR|aCGEN
309	32343 36134	   	174.88	DCR|3DMG|1VULN|1ASPD	1BEXP|245DMG|35FEWX|5BPWR|6MLV|7RCR|8VULN|9AME|aASPD
310	32343 36212	   	174.88	DCR|3DMG|1AART|1ASPD	18BEXP|245DMG|35FEWX|5BPWR|6MLV|7RCR|9ASPD|aAART
311	32343 36213	   	174.88	DCR|3DMG|1VULN|1ASPD	18BEXP|245DMG|35FEWX|5BPWR|6MLV|7RCR|9ASPD|aVULN
312	26214 32342	 * 	174.88	DCR|2AART|1VULN|1ASPD|2DUR	1FEWX|2RMIN|38DUR|4BEXP|56AART|7RCR|9VULN|aASPD
313	36334 32342	   	174.88	DCR|2AART|1VULN|1ASPD|2DUR	1BEXP|2RMIN|3FEWX|48DUR|56AART|7RCR|9VULN|aASPD
314	12532 15222	 * 	174.79	DCR|2VULN|3CDMG|1ASPD|1AAC	1RPLT|2MLV|368CDMG|46VULN|5MBVNT|6BPWR|7RCR|9ASPD|aAAC
315	23652 14333	 * 	174.78	DCR|2AART|1VULN|1ASPD|2ZMB	1FEWX|24ZMB|3aAART|5ASPD|6DUST|7RCR|8BEXP|9VULN
316	33652 14333	   	174.78	DCR|2AART|1VULN|1ASPD|2ZMB	1BEXP|24ZMB|3aAART|5ASPD|6DUST|7RCR|8FEWX|9VULN
317	23652 32221	   	174.77	DCR|1VULN|1AART|1ASPD|1DMG|2ZMB	1FEWX|24ZMB|3AART|5ASPD|6DLOT|7VULN|8LWND|9RCR|aDMG
